Virginia Department of Transportation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Traffic Engineering Division,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Annual Average Daily Traffic Volume Estimates By Section of Route,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
City of Lynchburg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Parallel Facilities Combined,,,,,,,,,,,,,
Link ID,Route Prefix,Route Number,Route Suffix,Route Label,Route Alias,Physical Jurisdiction,,Maintenance Jurisdiction,,Link Length,Start Label,End Label,AADT,AADT Quality,Percent 2 and 4 Tire Vehicles,Percent Busses,Percent Single Unit Trucks 2 Axle,Percent Single Unit Trucks 3+ Axle,Percent Combination Trucks 1 Trailer,Percent Combination Trucks 2+ Trailer,Vehicle Classification Quality,K Factor,K Factor Quality,Direction Factor,AAWDT,AAWDT Quality,Data Date,Comment,AADT,AADT Quality,Percent 2 and 4 Tire Vehicles,Percent Busses,Percent Single Unit Trucks 2 Axle,Percent Single Unit Trucks 3+ Axle,Percent Combination Trucks 1 Trailer,Percent Combination Trucks 2+ Trailer,Vehicle Classification Quality,K Factor,K Factor Quality,Direction Factor,AAWDT,AAWDT Quality
030323,  US,00029,     ,"US 460, US 29, US 29 Par", ,118,City of Lynchburg,015,Campbell County,1.38,SCL Lynchburg,Candler Mountain Rd,43000,G,93%,0%,1%,1%,5%,0%,F,0.0961,F,0.6412,44000,G,2012,,,,,,,,,,,,,,,
130007,  US,00029,     ,"US 460, US 29, US 29 Par", ,118,City of Lynchburg,015,Campbell County,0.49,Candler Mountain Rd,US 501,33000,G,93%,0%,1%,1%,5%,0%,F,0.0918,F,0.6153,34000,G,2012,,,,,,,,,,,,,,,
030019,  US,00029,     ,"US 460, US 29, US 29 Par, US 501, US 501 Par", ,118,City of Lynchburg,015,Campbell County,1.91,US 501,US 501 Campbell Ave,35000,A,93%,0%,1%,1%,5%,0%,C,0.1032,A,0.5129,36000,A,2012,,,,,,,,,,,,,,,
130015,  US,00029,     ,"US 460, US 29",Richmond Hwy,118,City of Lynchburg,015,Campbell County,2.14,Functional Class Change,US 29,32000,G,93%,0%,1%,1%,5%,0%,F,0.0858,F,0.5421,33000,G,2012,,,,,,,,,,,,,,,
030268,  US,00029,     ,US 29, ,118,City of Lynchburg,015,Campbell County,0.33,SCL Lynchburg,NCL Lynchburg,17000,G,89%,1%,1%,1%,9%,0%,F,0.0839,F,0.5133,17000,G,2012,,,,,,,,,,,,,,,
030323, 3US,00029,P    ,"US 460, US 29, US 29 Par", ,118,City of Lynchburg,015,Campbell County,1.38,SCL Lynchburg,Candler Mountain Rd,43000,G,93%,0%,1%,1%,5%,0%,F,0.0961,F,0.6412,44000,G,2012,,,,,,,,,,,,,,,
130007, 3US,00029,P    ,"US 460, US 29, US 29 Par", ,118,City of Lynchburg,015,Campbell County,0.49,Candler Mountain Rd,US 501,33000,G,93%,0%,1%,1%,5%,0%,F,0.0918,F,0.6153,34000,G,2012,,,,,,,,,,,,,,,
030019, 3US,00029,P    ,"US 460, US 29, US 29 Par, US 501, US 501 Par", ,118,City of Lynchburg,015,Campbell County,1.91,US 501,Bus US 501; US 501 Campbell Ave,35000,A,93%,0%,1%,1%,5%,0%,C,0.1032,A,0.5129,36000,A,2012,,,,,,,,,,,,,,,
647204,C5US,00029,     ,Bus US 29,Wards Rd,118,City of Lynchburg,118,City of Lynchburg,1.64,SCL Lynchburg,US 501; SR 163 Lynchburg Expressway,40000,G,98%,0%,1%,0%,1%,0%,C,0.0788,F,0.5482,41000,G,2012,,,,,,,,,,,,,,,
