Virginia Department of Transportation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Traffic Engineering Division,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Annual Average Daily Traffic Volume Estimates By Section of Route,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Norfolk Maintenance Area,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Parallel Facilities Combined,,,,,,,,,,,,,
Link ID,Route Prefix,Route Number,Route Suffix,Route Label,Route Alias,Physical Jurisdiction,,Maintenance Jurisdiction,,Link Length,Start Label,End Label,AADT,AADT Quality,Percent 2 and 4 Tire Vehicles,Percent Busses,Percent Single Unit Trucks 2 Axle,Percent Single Unit Trucks 3+ Axle,Percent Combination Trucks 1 Trailer,Percent Combination Trucks 2+ Trailer,Vehicle Classification Quality,K Factor,K Factor Quality,Direction Factor,AAWDT,AAWDT Quality,Data Date,Comment,AADT,AADT Quality,Percent 2 and 4 Tire Vehicles,Percent Busses,Percent Single Unit Trucks 2 Axle,Percent Single Unit Trucks 3+ Axle,Percent Combination Trucks 1 Trailer,Percent Combination Trucks 2+ Trailer,Vehicle Classification Quality,K Factor,K Factor Quality,Direction Factor,AAWDT,AAWDT Quality
150095,  US,00013,     ,"US 58, US 13, US 460",Military Highway,131,City of Chesapeake,064,Norfolk Maintenance Area,2.94,ECL Suffolk,I-664,67000,F,92%,0%,1%,1%,6%,0%,C,0.0952,A,0.5964,70000,F,2012,,,,,,,,,,,,,,,
150102,  US,00013,     ,"US 58, US 13, US 460", ,131,City of Chesapeake,064,Norfolk Maintenance Area,0.11,I-664,Bus US 13,9500,F,92%,0%,1%,1%,6%,0%,F,0.1006,F,0.5325,9900,F,2012,,,,,,,,,,,,,,,
050419,  US,00013,     ,"US 13, US 460, VA 191", ,131,City of Chesapeake,131,City of Chesapeake,0.18,US 58; SR 191,"SR 191, S Military Hwy",6400,G,91%,1%,2%,2%,3%,0%,F,0.1119,F,0.5921,6800,G,2012,,,,,,,,,,,,,,,
050420,  US,00013,     ,"US 13, US 460",Military Highway,131,City of Chesapeake,131,City of Chesapeake,0.45,"SR 191, S Military Hwy",Ramp from I-664; Shaefer Ave,5000,G,91%,1%,2%,2%,3%,0%,F,0.1405,F,0.6612,5300,G,2012,,5000,G,,,,,,,X,,,,,
615058,  US,00013,     ,"US 13, US 460",Military Highway,131,City of Chesapeake,131,City of Chesapeake,2.44,Ramp from I-664; Shaefer Ave,I-64,6900,G,91%,1%,2%,2%,3%,0%,C,0.1488,F,0.5153,7300,G,2012,,,,,,,,,,,,,,,
615099,  US,00013,     ,"US 13, US 460",Military Highway,131,City of Chesapeake,131,City of Chesapeake,1.37,I-64,US 17 George Washington Hwy,15000,G,98%,0%,1%,1%,1%,0%,F,0.0997,F,0.5642,15000,G,2012,,,,,,,,,,,,,,,
615059,  US,00013,     ,"US 13, US 460",Military Highway,131,City of Chesapeake,131,City of Chesapeake,1.01,US 17 George Washington Hwy,SR 196 Canal Dr,11000,G,98%,0%,1%,1%,1%,0%,F,0.1025,F,0.5110,12000,G,2012,,,,,,,,,,,,,,,
150123,  US,00013,     ,"US 13, US 460",Military Highway,131,City of Chesapeake,131,City of Chesapeake,2.20,SR 196 Canal Dr,SR 166 Bainbridge Blvd,18000,A,98%,0%,1%,1%,1%,0%,C,0.1407,A,0.5067,21000,A,2012,,,,,,,,,,,,,,,
615067,  US,00013,     ,US 13,Military Highway,131,City of Chesapeake,131,City of Chesapeake,0.31,SR 166 Bainbridge Blvd,I-464,27000,G,98%,0%,1%,1%,1%,0%,F,0.1187,N,0.6335,30000,G,2012,,,,,,,,,,,,,,,
615061,  US,00013,     ,US 13,Military Highway,131,City of Chesapeake,131,City of Chesapeake,0.78,I-464,Campostella Rd,19000,G,98%,0%,1%,1%,1%,0%,F,0.1187,F,0.6335,20000,G,2012,,,,,,,,,,,,,,,
615471,  US,00013,     ,US 13,Military Highway,131,City of Chesapeake,131,City of Chesapeake,0.65,Campostella Rd,SR 168 Battlefield Blvd,21000,G,98%,0%,1%,1%,1%,0%,F,0.1147,F,0.5612,22000,G,2012,,,,,,,,,,,,,,,
615472,  US,00013,     ,US 13,Military Highway,131,City of Chesapeake,131,City of Chesapeake,0.72,SR 168 Battlefield Blvd,Allison Dr,22000,G,97%,1%,1%,1%,1%,0%,F,0.0987,F,0.5439,23000,G,2012,,,,,,,,,,,,,,,
615062,  US,00013,     ,US 13,Military Highway,131,City of Chesapeake,131,City of Chesapeake,0.41,Allison Dr,Greenbrier Pkwy,22000,G,97%,1%,1%,1%,1%,0%,C,0.0994,F,0.5609,24000,G,2012,,,,,,,,,,,,,,,
615900,  US,00013,     ,US 13,Military Highway,131,City of Chesapeake,131,City of Chesapeake,1.67,Greenbrier Pkwy,SCL Virginia Beach,27000,G,98%,0%,1%,0%,1%,0%,F,0.0995,F,0.5008,28000,G,2012,,,,,,,,,,,,,,,
654196,  US,00013,     ,US 13,Military Highway,122,City of Norfolk,122,City of Norfolk,0.85,WCL Virginia Beach,I-264,46000,F,98%,0%,1%,0%,0%,0%,C,0.1012,F,0.6408,49000,F,2012,,,,,,,,,,,,,,,
654197,  US,00013,     ,US 13,Military Highway,122,City of Norfolk,122,City of Norfolk,0.95,I-264,US 58 Virginia Beach Blvd,45000,F,97%,1%,1%,0%,1%,0%,F,0.0861,F,0.6002,48000,F,2012,,,,,,,,,,,,,,,
654198,  US,00013,     ,US 13,Military Highway,122,City of Norfolk,122,City of Norfolk,1.23,US 58 Virginia Beach Blvd,"SR 165, SR 166 Princess Anne Rd",42000,F,97%,1%,1%,0%,1%,0%,C,0.0771,F,0.5551,44000,F,2012,,,,,,,,,,,,,,,
654199,  US,00013,     ,"US 13, VA 165, VA 166",Northampton Blvd,122,City of Norfolk,122,City of Norfolk,0.26,SR 165; SR 166,SR 165 Kempsville Rd,32000,F,97%,1%,1%,0%,1%,0%,F,0.0872,F,0.5866,34000,F,2012,,,,,,,,,,,,,,,
654208,  US,00013,     ,"US 13, VA 166",Northampton Blvd,122,City of Norfolk,122,City of Norfolk,0.62,SR 165 Kempsville Rd,I-64,34000,F,97%,0%,1%,0%,2%,0%,F,0.0915,F,0.6019,35000,F,2012,,,,,,,,,,,,,,,
654142,  US,00013,     ,"US 13, VA 166",Northampton Blvd,122,City of Norfolk,122,City of Norfolk,0.20,I-64,WCL Virginia Beach,81000,F,97%,0%,1%,0%,2%,0%,F,0.0805,F,0.5571,84000,F,2012,,,,,,,,,,,,,,,
781503,  US,00013, 031A,US 13 Exit 031A,Ramp,131,City of Chesapeake,064,Norfolk Maintenance Area,0.35,US 13 TO I-64 WEST,I-64-W FROM RT 1300- MILITARY HIGHWAY,0,?,,,,,,,X,,,,,,,,,,,,,,,,,,,,,
781504,  US,00013, 031B,US 13 Exit 031B,Ramp,131,City of Chesapeake,064,Norfolk Maintenance Area,0.41,US 13 TO I-64 EAST,I-64-E FROM RT 1300- MILITARY HIGHWAY,13000,F,,,,,,,X,0.0998,F,1.0000,13000,F,2012,,,,,,,,,,,,,,,
789663,  US,00013, 036A,US 13 Exit 036A,Ramp,131,City of Chesapeake,064,Norfolk Maintenance Area,0.29,US 13 TO AND FROM RT 464,I-464-S FROM RT 13,6200,F,,,,,,,X,0.1239,F,1.0000,6200,F,2012,,,,,,,,,,,,,,,
789664,  US,00013, 036B,US 13 Exit 036B,Ramp,131,City of Chesapeake,064,Norfolk Maintenance Area,0.23,US 13 I-464-N002A TO AND FROM RT,I-464-N FROM RT 13,3400,F,,,,,,,X,0.0989,F,1.0000,3400,F,2012,,,,,,,,,,,,,,,
781505,  US,00013, 045A,US 13 Exit 045A,Ramp,122,City of Norfolk,064,Norfolk Maintenance Area,0.12,US 13-N045A US 13-S045A FROM RT 1,I-64-E FROM RT 13,24000,F,,,,,,,X,0.0946,F,1.0000,24000,F,2012,,,,,,,,,,,,,,,
781506,  US,00013,N045A,US 13 NB Exit 045A,Ramp,122,City of Norfolk,064,Norfolk Maintenance Area,0.22,US 13 TO I-64 WEST,US 13-S045A US 13- 45A FROM RT 1,0,?,,,,,,,X,,,,,,,,,,,,,,,,,,,,,
789904,  US,00013,N047A,US 13 NB Exit 047A,Ramp,122,City of Norfolk,064,Norfolk Maintenance Area,0.19,US 13 TO ROUTE 264 EAST COLL RD,I-264-E013X FROM RT 13 NORTH-MILITARY H,8900,F,,,,,,,X,0.1137,F,1.0000,8900,F,2012,,,,,,,,,,,,,,,
789905,  US,00013,N047B,US 13 NB Exit 047B,Ramp,122,City of Norfolk,064,Norfolk Maintenance Area,0.10,US 13 TO ROUTE 264 WEST COLL RD,I-264-W013X FROM ROUTE 13 NORTH00- MILIT,2800,F,,,,,,,X,0.1283,F,1.0000,2800,F,2012,,,,,,,,,,,,,,,
781507,  US,00013,S045A,US 13 SB Exit 045A,Ramp,122,City of Norfolk,064,Norfolk Maintenance Area,0.08,US 13 TO I-64,US 13-S045B TO RT 64 EAST & WEST?,29000,F,,,,,,,X,0.0864,F,1.0000,29000,F,2012,,,,,,,,,,,,,,,
798095,  US,00013,S045A,US 13 SB Exit 045A,Ramp,122,City of Norfolk,064,Norfolk Maintenance Area,0.35,US 13-S045B TO RT 64 EAST & WEST?,US 13-N045A US 13- 45A FROM RT 1,0,?,,,,,,,X,,,,,,,,,,,,,,,,,,,,,
781508,  US,00013,S045B,US 13 SB Exit 045B,Ramp,122,City of Norfolk,064,Norfolk Maintenance Area,0.19,US 13-S045A TO I-64 EAST & WEST,I-64-W FROM RT 13 SOUTH,0,?,,,,,,,X,,,,,,,,,,,,,,,,,,,,,
789906,  US,00013,S047A,US 13 SB Exit 047A,Ramp,122,City of Norfolk,064,Norfolk Maintenance Area,0.11,US 13 TO ROUTE 264 EAST COLL RD,I-264-E013X FROM RT 13 SOUTH-MILITARY H,9500,F,,,,,,,X,0.0864,F,1.0000,9500,F,2012,,,,,,,,,,,,,,,
789907,  US,00013,S047B,US 13 SB Exit 047B,Ramp,122,City of Norfolk,064,Norfolk Maintenance Area,0.19,US 13 TO ROUTE 264 WEST COLL RD,I-264-W013X FROM ROUTE 13 SOUTH00- MILIT,7500,F,,,,,,,X,0.0961,F,1.0000,7500,F,2012,,,,,,,,,,,,,,,
