658082,  US,00001,     ,"US 1, Alt US 301",Jefferson St,123,City of Petersburg,123,City of Petersburg,0.26,"Bus US 460 Par, Washington St",Henry St,960,G,97%,1%,1%,1%,1%,0%,F,0.1188,F,0.7008,1000,G,2012,,0,G,,,,,,,X,0.1188,F,0.7008,0,G
140149,  US,00001,     ,"US 1, Alt US 301",3rd St,123,City of Petersburg,123,City of Petersburg,0.05,Henry St,"US 301 Par, Bank St",330,G,97%,1%,1%,1%,1%,0%,F,0.1044,F,0.6316,350,G,2012,,0,G,,,,,,,X,0.1044,F,0.6316,0,G
658038,  US,00001,     ,"US 1, Alt US 301",3rd St,123,City of Petersburg,123,City of Petersburg,0.05,"US 301 Par, Bank St",US 301 Bollingbrook St,410,G,97%,1%,1%,1%,1%,0%,F,0.1069,F,0.5686,430,G,2012,,0,G,,,,,,,X,0.1069,F,0.5686,0,G
658043,  US,00001,     ,"US 301, US 1, Alt US 301, VA 36 Par",Bollingbrook St,123,City of Petersburg,123,City of Petersburg,0.08,US 301; 3RD STREET,US 1 Par; US 301 Par; Bollingbrook St,4300,G,98%,0%,1%,0%,0%,0%,F,0.1042,F,0.8197,4600,G,2012,,0,G,,,,,,,X,0.1042,F,0.8197,0,G
658604,  US,00001,     ,"US 1, US 301",2nd St,123,City of Petersburg,123,City of Petersburg,0.35,US 1 Par; US 301 Par; Bollingbrook St,SCL Colonial Heights,12000,G,99%,0%,0%,0%,0%,0%,F,0.0905,F,0.5970,13000,G,2012,,,,,,,,,,,,,,,
658142, 3US,00001,P    ,"US 1 Par, Bus US 460, Bus US 460 Par",Washington St,123,City of Petersburg,123,City of Petersburg,0.31,US 1 Wythe St Battersea Lane,123-9025 West St,8100,G,97%,1%,1%,1%,1%,0%,F,0.0958,F,1.0000,8600,G,2012,,15000,G,97%,1%,1%,1%,1%,0%,F,0.0900,F,0.5385,16000,G
781889, 3US,00001,P    ,"US 1 Par, Bus US 460, Bus US 460 Par",Washington St,123,City of Petersburg,123,City of Petersburg,0.40,123-9025 West St,123-9029 South St,8500,G,97%,1%,1%,1%,1%,0%,F,0.0909,F,1.0000,9000,G,2012,,15000,G,97%,1%,1%,1%,1%,0%,F,0.0000,?,0.0000,16000,G
658141, 3US,00001,P    ,"US 1 Par, Bus US 460, Bus US 460 Par",Washington St,123,City of Petersburg,123,City of Petersburg,0.27,123-9029 South St,Guarantee St,9200,G,97%,1%,1%,1%,1%,0%,C,0.0905,F,1.0000,9700,G,2012,,18000,G,97%,1%,1%,1%,1%,0%,F,,,,19000,G
658140, 3US,00001,P    ,"US 1 Par, Bus US 460, Bus US 460 Par",Washington St,123,City of Petersburg,123,City of Petersburg,0.24,Guarantee St,BUS US 460 Par; SR 36 Market St,9200,G,97%,1%,1%,1%,1%,0%,F,0.0917,F,1.0000,9800,G,2012,,18000,G,97%,1%,1%,1%,1%,0%,F,0.0000,?,0.0000,19000,G
658095, 3US,00001,P    ,"US 1 Par, VA 36",Market St,123,City of Petersburg,123,City of Petersburg,0.38,SR 36; Bus US 460 Par Washington St,SR 36 Grove Ave,3000,G,98%,1%,1%,0%,0%,0%,C,0.0933,F,0.5182,3200,G,2012,,0,G,,,,,,,X,0.0000,?,0.0000,0,G
658100, 3US,00001,P    ,"US 1 Par, VA 36 Par",Old St,123,City of Petersburg,123,City of Petersburg,0.13,SR 36; Market St,Sycamore St,4100,G,98%,1%,1%,0%,0%,0%,F,0.0911,F,0.6614,4300,G,2012,,0,G,,,,,,,X,0.0000,?,0.0000,0,G
658045, 3US,00001,P    ,"US 1 Par, VA 36 Par",Sycamore St,123,City of Petersburg,123,City of Petersburg,0.04,Old St,Bollingbrook St,3600,G,98%,1%,1%,0%,0%,0%,F,0.0945,F,0.7631,3800,G,2012,,0,G,,,,,,,X,0.0000,?,0.0000,0,G
658057, 3US,00001,P    ,"US 1 Par, VA 36 Par",Bollingbrook St,123,City of Petersburg,123,City of Petersburg,0.10,Sycamore St,"US 1, US 301 2nd St",3900,G,98%,1%,1%,0%,0%,0%,F,0.0902,F,0.6442,4100,G,2012,,0,G,,,,,,,X,0.0000,?,0.0000,0,G
658060,  SR,00036,     ,VA 36,Fleet St,123,City of Petersburg,123,City of Petersburg,0.12,WCL Petersburg,Grove Ave,8200,G,99%,0%,0%,0%,0%,0%,C,0.0951,F,0.5048,8400,G,2012,,,,,,,,,,,,,,,
658061,  SR,00036,     ,VA 36,Grove Ave,123,City of Petersburg,123,City of Petersburg,0.54,Fleet St,"US 1 Par, Market St",3200,G,99%,0%,1%,0%,0%,0%,C,0.0977,F,0.6356,3400,G,2012,,,,,,,,,,,,,,,
658095,  SR,00036,     ,"US 1 Par, VA 36",Market St,123,City of Petersburg,123,City of Petersburg,0.38,US 1,"US 1 Par; BUS US 460 Par, Washington St",3000,G,98%,1%,1%,0%,0%,0%,C,0.0933,F,0.5182,3200,G,2012,,0,G,,,,,,,X,0.0000,?,0.0000,0,G
140099,  SR,00036,     ,VA 36,Market St,123,City of Petersburg,123,City of Petersburg,0.11,"US 1 Par; Bus US 460 Par, Washington St","US 1, Bus US 460 Wythe St",3000,G,99%,0%,1%,0%,0%,0%,F,0.0937,F,0.6448,3000,G,2012,,,,,,,,,,,,,,,
658145,  SR,00036,     ,"US 1, Bus US 460, VA 36",Wythe St,123,City of Petersburg,123,City of Petersburg,0.20,"US 1, BUS US 460 Wythe St",ALT US 301 Sycamore St,8900,G,97%,1%,1%,1%,1%,0%,F,0.0913,F,1.0000,9400,G,2012,,0,G,,,,,,,X,,,,0,G
658051,  SR,00036,     ,"US 1, Alt US 301, Bus US 460, VA 36",Wythe St,123,City of Petersburg,123,City of Petersburg,0.20,ALT US 301 Sycamore St,Bus US 460,12000,G,97%,1%,1%,1%,1%,0%,F,0.0879,F,1.0000,13000,G,2012,,0,G,,,,,,,X,,,,0,G
658049,  SR,00036,     ,"Bus US 460, VA 36",Wythe St,123,City of Petersburg,123,City of Petersburg,0.20,Bus US 460,"I-85, I-95",14000,G,97%,1%,1%,1%,1%,0%,C,0.0890,F,1.0000,15000,G,2012,,29000,G,96%,1%,1%,1%,2%,0%,F,,,,31000,G
140095,  SR,00036,     ,"Bus US 460, VA 36",Wythe St,123,City of Petersburg,123,City of Petersburg,0.30,"I-85, I-95",South Crater Rd,10000,G,97%,1%,1%,1%,1%,0%,F,0.0955,F,1.0000,11000,G,2012,,22000,G,96%,1%,1%,1%,2%,0%,F,0.0925,F,0.6504,24000,G
658048,  SR,00036,     ,VA 36,Wythe St,123,City of Petersburg,123,City of Petersburg,0.43,"US 301, Bus US 460 Crater Rd","SR 36 Par, Washington St; Amelia St",8600,G,97%,0%,0%,0%,2%,0%,F,0.0839,F,1.0000,9500,G,2012,,18000,G,97%,0%,0%,0%,2%,0%,F,0.0949,F,0.6290,20000,G
140103,  SR,00036,     ,VA 36,Washington St,123,City of Petersburg,123,City of Petersburg,0.87,SR 36 Par; Wythe St; Amelia St,Puddledock Rd,19000,G,97%,0%,0%,0%,2%,0%,F,0.0945,F,0.6083,21000,G,2012,,,,,,,,,,,,,,,
140127,  SR,00036,     ,VA 36,Washington St,123,City of Petersburg,123,City of Petersburg,0.58,Puddledock Rd,Prince George County Line,15000,G,97%,0%,0%,0%,2%,0%,F,0.0920,F,0.6048,16000,G,2012,,,,,,,,,,,,,,,
658100, 1SR,00036,P    ,"US 1 Par, VA 36 Par",Old St,123,City of Petersburg,123,City of Petersburg,0.13,SR 36; Market St,Sycamore St,4100,G,98%,1%,1%,0%,0%,0%,F,0.0911,F,0.6614,4300,G,2012,,0,G,,,,,,,X,0.0000,?,0.0000,0,G
658045, 1SR,00036,P    ,"US 1 Par, VA 36 Par",Sycamore St,123,City of Petersburg,123,City of Petersburg,0.04,Old St,Bollingbrook St,3600,G,98%,1%,1%,0%,0%,0%,F,0.0945,F,0.7631,3800,G,2012,,0,G,,,,,,,X,0.0000,?,0.0000,0,G
658057, 1SR,00036,P    ,"US 1 Par, VA 36 Par",Bollingbrook St,123,City of Petersburg,123,City of Petersburg,0.10,Sycamore St,"US 1, US 301 2nd St",3900,G,98%,1%,1%,0%,0%,0%,F,0.0902,F,0.6442,4100,G,2012,,0,G,,,,,,,X,0.0000,?,0.0000,0,G
658043, 1SR,00036,P    ,"US 301, US 1, Alt US 301, VA 36 Par",Bollingbrook St,123,City of Petersburg,123,City of Petersburg,0.08,"US 1 Par, 2nd St","US 1, ALT US 301 3rd St",4300,G,98%,0%,1%,0%,0%,0%,F,0.1042,F,0.8197,4600,G,2012,,0,G,,,,,,,X,0.1042,F,0.8197,0,G
658044, 1SR,00036,P    ,"US 301, VA 36 Par",Bollingbrook St,123,City of Petersburg,123,City of Petersburg,0.15,3rd St,5th St,4200,G,98%,0%,1%,0%,0%,0%,F,0.1076,F,0.8262,4400,G,2012,,6600,G,97%,0%,1%,0%,0%,0%,F,,,,7000,G
658042, 1SR,00036,P    ,"US 301, VA 36 Par",Bollingbrook St,123,City of Petersburg,123,City of Petersburg,0.23,5th St,Crater Rd,3700,G,98%,0%,1%,0%,0%,0%,C,0.1069,F,0.8106,3900,G,2012,,6300,G,97%,0%,1%,1%,0%,0%,C,,,,6700,G
658094, 1SR,00036,P    ,"US 301, VA 36 Par",Crater Rd,123,City of Petersburg,123,City of Petersburg,0.14,Bollingbrook St,"US 301 Par, Bank St",2700,G,98%,0%,1%,0%,0%,0%,F,0.1174,F,0.8427,2800,G,2012,,6600,G,97%,0%,1%,1%,1%,0%,F,,,,7100,G
658093, 1SR,00036,P    ,"US 301, VA 36 Par",Crater Rd,123,City of Petersburg,123,City of Petersburg,0.18,"US 301 Par, Bank St","US 301, BUS US 460 Crater Rd",3700,G,98%,1%,1%,0%,0%,0%,F,0.0940,F,0.5552,3900,G,2012,,0,G,,,,,,,X,0.0940,F,0.5552,0,G
140106, 1SR,00036,P    ,VA 36 Par,Washington St,123,City of Petersburg,123,City of Petersburg,0.18,"US 301, Bus US 460 Crater Rd",Burch St,9600,G,97%,0%,0%,0%,2%,0%,F,0.1133,F,1.0000,11000,G,2012,,18000,G,97%,0%,0%,0%,2%,0%,F,0.0000,?,0.0000,20000,G
140107, 1SR,00036,P    ,VA 36 Par,Washington St,123,City of Petersburg,123,City of Petersburg,0.25,Burch St,SR 36 Wythe St; Amelia St,9500,G,97%,0%,0%,0%,2%,0%,F,0.1123,F,1.0000,10000,G,2012,,18000,G,97%,0%,0%,0%,2%,0%,F,0.0949,F,0.6290,20000,G
040413,  IS,00085,N    ,"I-85 NB, US 460", ,123,City of Petersburg,026,Dinwiddie County,1.01,SCL Petersburg,Squirrel Level Road,24000,A,88%,1%,1%,1%,9%,1%,C,0.0950,A,1.0000,24000,A,2012,,47000,A,88%,1%,1%,1%,10%,1%,C,0.0030,A,0.0000,46000,A
040040,  IS,00085,N    ,"I-85 NB, US 460", ,123,City of Petersburg,026,Dinwiddie County,2.57,Squirrel Level Road,Ramp To I-95 S,27000,A,88%,1%,1%,1%,9%,1%,F,0.0926,A,1.0000,27000,A,2012,,51000,A,88%,1%,1%,1%,10%,1%,F,0.0925,A,0.5316,51000,A
040041,  IS,00085,N    ,I-85 NB,I-85 N Ramp,123,City of Petersburg,026,Dinwiddie County,0.46,Ramp To I-95 S,Ramp to Washington St; Wythe St,22000,G,88%,1%,1%,1%,9%,1%,F,,,,21000,G,2012,,46000,G,85%,1%,1%,1%,11%,1%,F,,,,43000,G
040042,  IS,00085,N    ,I-85 NB,Ramp,123,City of Petersburg,026,Dinwiddie County,0.11,Ramp to Washington St; Wythe St,I-95 North,19000,G,88%,1%,1%,1%,9%,1%,F,,,,18000,G,2012,,39000,G,85%,1%,1%,1%,11%,1%,F,,,,37000,G
781219,  IS,00085,N065A,I-85 NB Exit 065A,Ramp,123,City of Petersburg,026,Dinwiddie County,0.11,I-85 North,123-9011 Squirrel Level Rd,1300,G,,,,,,,X,,,,1300,G,2012,,,,,,,,,,,,,,,
781220,  IS,00085,N068A,"I-85 NB Exit 068A, US 460",Ramp,123,City of Petersburg,026,Dinwiddie County,0.10,I-85 North,I-95 South,5800,F,,,,,,,X,0.1013,A,1.0000,6000,F,2012,,,,,,,,,,,,,,,
781221,  IS,00085,N068B,I-85 NB Exit 068B,Ramp,123,City of Petersburg,026,Dinwiddie County,0.06,I-85 North Ramp to I-95 North,I-95 North Exit 51A to Wythe St & Washington St,2800,G,,,,,,,X,,,,2800,G,2012,,,,,,,,,,,,,,,
795371,  IS,00085,N068B,I-85 NB Exit 068B,Ramp,123,City of Petersburg,026,Dinwiddie County,0.22,I-95 North,Wythe St & Washington St,5700,A,,,,,,,X,0.1130,A,1.0000,6200,A,2012,,,,,,,,,,,,,,,
795372,  IS,00085,N068B,I-85 NB Exit 068B,Ramp,123,City of Petersburg,026,Dinwiddie County,0.17,I-85 North Exit 68C,CEUS 460-P Washington St,3500,A,,,,,,,X,0.1139,A,1.0000,3900,A,2012,,,,,,,,,,,,,,,
781222,  IS,00085,N068C,I-85 NB Exit 068C,Ramp,123,City of Petersburg,026,Dinwiddie County,0.07,I-85 North Exit 68B,CEUS 460 Wythe St,2100,A,,,,,,,X,0.1294,A,1.0000,2300,A,2012,,,,,,,,,,,,,,,
140178,  IS,00085,S    ,"I-85 SB, US 460", ,123,City of Petersburg,026,Dinwiddie County,1.25,SCL Petersburg,Squirrel Level Road,23000,A,87%,1%,1%,1%,10%,1%,C,0.1074,A,1.0000,23000,A,2012,,47000,A,88%,1%,1%,1%,10%,1%,C,,,,46000,A
140034,  IS,00085,S    ,"I-85 SB, US 460", ,123,City of Petersburg,026,Dinwiddie County,2.23,Squirrel Level Road,Ramp From I-95 N,24000,A,87%,1%,1%,1%,10%,1%,F,0.1059,A,1.0000,24000,A,2012,,51000,A,88%,1%,1%,1%,10%,1%,F,0.0925,A,0.5316,51000,A
140156,  IS,00085,S    ,I-85 SB,I-85 S Ramp,123,City of Petersburg,026,Dinwiddie County,0.33,Ramp From I-95 N,Ramp From Washington Ave,24000,G,83%,1%,1%,1%,14%,1%,F,0.1059,N,1.0000,22000,G,2012,,46000,G,85%,1%,1%,1%,11%,1%,F,,,,43000,G
140255,  IS,00085,S    ,I-85 SB,I-85 S Ramp,123,City of Petersburg,026,Dinwiddie County,0.16,Ramp From Washington Ave,I-95 South,20000,G,83%,1%,1%,1%,14%,1%,F,,,,19000,G,2012,,39000,G,85%,1%,1%,1%,11%,1%,F,,,,37000,G
781242,  IS,00085,S065A,I-85 SB Exit 065A,Ramp,123,City of Petersburg,026,Dinwiddie County,0.13,I-85-S TO SQUIRREL LEVEL ROAD,123-9011; 123-9011- 1B TO & FROM RT,3000,A,,,,,,,X,0.1084,A,1.0000,3200,A,2012,,,,,,,,,,,,,,,
040613,  IS,00095,N    ,I-95 NB, ,123,City of Petersburg,074,Prince George County,1.15,Rives Rd,Wagner Rd,15000,A,85%,1%,1%,0%,13%,0%,F,0.1114,A,1.0000,14000,A,2012,,32000,A,87%,1%,1%,1%,11%,0%,F,0.1023,A,0.6582,29000,A
040614,  IS,00095,N    ,I-95 NB, ,123,City of Petersburg,074,Prince George County,2.79,Wagner Rd,US 460 County Rd; US 301 Crater Rd,22000,A,85%,1%,1%,0%,13%,0%,F,0.1008,A,1.0000,21000,A,2012,,45000,A,87%,1%,1%,1%,11%,0%,F,0.0944,A,0.5691,43000,A
040400,  IS,00095,N    ,I-95 NB, ,123,City of Petersburg,074,Prince George County,0.03,US 460 County Rd; US 301 Crater Rd,Maintenance Jurisdiction Change,19000,A,85%,1%,1%,0%,13%,0%,F,0.1046,A,1.0000,18000,A,2012,,38000,A,87%,1%,1%,1%,11%,0%,F,0.0976,A,0.5346,36000,A
140314,  IS,00095,N    ,I-95 NB, ,123,City of Petersburg,026,Dinwiddie County,0.44,I-85,"US 301, Bus US 460 Washington St",43000,A,91%,1%,1%,1%,6%,0%,F,0.0925,A,1.0000,42000,A,2012,,85000,A,91%,1%,1%,1%,7%,0%,F,0.0914,A,0.5118,83000,A
140321,  IS,00095,N    ,I-95 NB, ,123,City of Petersburg,026,Dinwiddie County,0.64,"US 301, Bus US 460 Washington St",SCL Colonial Heights,49000,A,91%,1%,1%,1%,6%,0%,F,0.0932,A,1.0000,49000,A,2012,,99000,A,91%,1%,1%,1%,7%,0%,F,,,,98000,A
789275,  IS,00095,N047A,I-95 NB Exit 047A,Ramp,123,City of Petersburg,074,Prince George County,0.17,I-95 North,123-9008 Rives Rd,850,A,,,,,,,X,0.1058,A,1.0000,830,A,2012,,,,,,,,,,,,,,,
789276,  IS,00095,N048A,I-95 NB Exit 048A,Ramp,123,City of Petersburg,074,Prince George County,0.35,I-95 North,123-9010 Wagner Rd,280,A,,,,,,,X,0.1667,A,1.0000,300,A,2012,,,,,,,,,,,,,,,
789277,  IS,00095,N048B,I-95 NB Exit 048B,Ramp,123,City of Petersburg,074,Prince George County,0.23,I-95 North,123-9010 Wagner Rd,690,G,,,,,,,X,,,,690,G,2012,,,,,,,,,,,,,,,
789278,  IS,00095,N050A,I-95 NB Exit 050A,Ramp,123,City of Petersburg,074,Prince George County,0.11,I-95 North Collector Rd,US 460 County Dr,720,G,,,,,,,X,,,,720,G,2012,,,,,,,,,,,,,,,
789279,  IS,00095,N050B,I-95 NB Exit 050B,Ramp,123,City of Petersburg,074,Prince George County,0.14,I-95 Collector Rd,BUS US 460 P,500,G,,,,,,,X,,,,500,G,2012,,,,,,,,,,,,,,,
789280,  IS,00095,N050C,I-95 NB Exit 050C,Ramp,123,City of Petersburg,074,Prince George County,0.16,I-95 Collector Rd,US 301,1900,G,,,,,,,X,,,,1900,G,2012,,,,,,,,,,,,,,,
781243,  IS,00095,N050X,I-95 NB Exit 050X,I-95 North CD Rd at US 460; US 301,123,City of Petersburg,074,Prince George County,0.04,I-95 North,Ramp to US 460 East,0,?,,,,,,,X,,,,,,,,,,,,,,,,,,,,,
795366,  IS,00095,N050X,I-95 NB Exit 050X,I-95 North CD Rd at US 460; US 301,123,City of Petersburg,074,Prince George County,0.15,Ramp to US 460 East,Ramp From US 460 West,2800,G,,,,,,,X,,,,2800,G,2012,,,,,,,,,,,,,,,
781963,  IS,00095,N050X,I-95 NB Exit 050X,I-95 North CD Rd at US 460; US 301,123,City of Petersburg,074,Prince George County,0.26,Ramp From US 460 West,Ramp to US 301 North,10000,A,,,,,,,X,0.1451,A,1.0000,11000,A,2012,,,,,,,,,,,,,,,
795367,  IS,00095,N050X,I-95 NB Exit 050X,I-95 North CD Rd at US 460; US 301,123,City of Petersburg,074,Prince George County,0.22,Ramp to US 301 North,Ramp to US 301 South,0,?,,,,,,,X,,,,,,,,,,,,,,,,,,,,,
795368,  IS,00095,N050X,I-95 NB Exit 050X,I-95 North CD Rd at US 460; US 301,123,City of Petersburg,074,Prince George County,0.06,Ramp to US 301 South,Ramp From US 301,9700,G,,,,,,,X,,,,9700,G,2012,,,,,,,,,,,,,,,
795369,  IS,00095,N050X,I-95 NB Exit 050X,I-95 North CD Rd at US 460; US 301,123,City of Petersburg,074,Prince George County,0.14,Ramp From US 301,Ramp to Wythe & Washington Streets,14000,A,,,,,,,X,0.1209,A,1.0000,15000,A,2012,,,,,,,,,,,,,,,
795370,  IS,00095,N050X,I-95 NB Exit 050X,I-95 North CD Rd at US 460; US 301,123,City of Petersburg,074,Prince George County,0.01,Ramp to Wythe & Washington Streets,I-95 North,0,?,,,,,,,X,,,,,,,,,,,,,,,,,,,,,
781244,  IS,00095,N051A,I-95 NB Exit 051A,Ramp,123,City of Petersburg,026,Dinwiddie County,0.47,I-95 North Collector Rd,I-85 North Exit 68B To Wythe St & Washington St,3600,G,,,,,,,X,,,,3600,G,2012,,,,,,,,,,,,,,,
781245,  IS,00095,N051B,I-95 NB Exit 051B,Ramp,123,City of Petersburg,026,Dinwiddie County,0.43,I-95 North,I-85 South,5400,G,,,,,,,X,,,,5400,G,2012,,,,,,,,,,,,,,,
789281,  IS,00095,N052A,I-95 NB Exit 052A,Ramp,123,City of Petersburg,074,Prince George County,0.19,I-95-N TO RT 30100- BANK STREET,1US 301-P FROM RT 95 NORTH,0,?,,,,,,,X,,,,,,,,,,,,,,,,,,,,,
140029,  IS,00095,S    ,I-95 SB, ,123,City of Petersburg,074,Prince George County,0.34,SCL Petersburg,Rives Rd,14000,A,89%,1%,1%,1%,9%,0%,F,0.1204,A,1.0000,12000,A,2012,,27000,A,87%,1%,1%,1%,11%,0%,F,0.0000,?,0.0000,24000,A
140028,  IS,00095,S    ,I-95 SB, ,123,City of Petersburg,074,Prince George County,1.22,Rives Rd,Wagner Rd,16000,A,89%,1%,1%,1%,9%,0%,F,0.1093,A,1.0000,15000,A,2012,,32000,A,87%,1%,1%,1%,11%,0%,F,0.1023,A,0.6582,29000,A
140027,  IS,00095,S    ,I-95 SB, ,123,City of Petersburg,074,Prince George County,1.50,Wagner Rd,US 460 County Rd; US 301 Crater Rd,23000,A,89%,1%,1%,1%,9%,0%,F,0.0968,A,1.0000,22000,A,2012,,45000,A,87%,1%,1%,1%,11%,0%,F,0.0944,A,0.5691,43000,A
140026,  IS,00095,S    ,I-95 SB, ,123,City of Petersburg,074,Prince George County,0.91,South of US 460 County Rd; US 301 Crater Rd,North of US 460 County Rd; US 301 Crater Rd,19000,A,89%,1%,1%,1%,9%,0%,F,0.1018,A,1.0000,18000,A,2012,,38000,A,87%,1%,1%,1%,11%,0%,F,0.0976,A,0.5346,36000,A
140195,  IS,00095,S    ,I-95 SB, ,123,City of Petersburg,026,Dinwiddie County,0.41,North of US 460 County Rd; US 301 Crater Rd,I-85,29000,A,,,,,,,X,0.0918,A,1.0000,28000,A,2012,,48000,A,,,,,,,X,,,,46000,A
140312,  IS,00095,S    ,I-95 SB, ,123,City of Petersburg,026,Dinwiddie County,0.66,I-85,"US 301, Bus US 460 Washington St",42000,A,91%,1%,1%,1%,7%,0%,F,0.0942,A,1.0000,41000,A,2012,,85000,A,91%,1%,1%,1%,7%,0%,F,0.0914,A,0.5118,83000,A
140024,  IS,00095,S    ,I-95 SB, ,123,City of Petersburg,026,Dinwiddie County,0.48,"US 301, Bus US 460 Washington St",SCL Colonial Heights,50000,A,91%,1%,1%,1%,7%,0%,F,0.0926,A,1.0000,49000,A,2012,,99000,A,91%,1%,1%,1%,7%,0%,F,,,,98000,A
789369,  IS,00095,S047A,I-95 SB Exit 047A,Ramp,123,City of Petersburg,074,Prince George County,0.16,I-95 South,123-9008 Rives Rd,3500,G,,,,,,,X,,,,3500,G,2012,,,,,,,,,,,,,,,
789370,  IS,00095,S048A,I-95 SB Exit 048A,Ramp,123,City of Petersburg,074,Prince George County,0.25,I-95 South,123-9010 Wagner Rd,2400,G,,,,,,,X,,,,2400,G,2012,,,,,,,,,,,,,,,
789371,  IS,00095,S048B,I-95 SB Exit 048B,Ramp,123,City of Petersburg,074,Prince George County,0.31,I-95 South,123-9010 Wagner Rd,5200,A,,,,,,,X,0.0989,A,1.0000,5600,A,2012,,,,,,,,,,,,,,,
789372,  IS,00095,S050A,I-95 SB Exit 050A,Ramp,123,City of Petersburg,074,Prince George County,0.09,I-95-S050X TO GRAHAM ROAD,123-9012 FROM RTOUTE 95 SOUTH,6300,F,99%,0%,0%,0%,0%,0%,C,0.0877,F,1.0000,6300,F,2012,,,,,,,,,,,,,,,
781249,  IS,00095,S050X,"I-95 SB Exit 050X, US 460",Ramp,123,City of Petersburg,074,Prince George County,0.06,I-95 South,Ramp to Graham Rd,9300,A,,,,,,,X,0.0990,A,1.0000,10000,A,2012,,,,,,,,,,,,,,,
781250,  IS,00095,S050X,"I-95 SB Exit 050X, US 460",Ramp from I-85 N to I-95 S,123,City of Petersburg,074,Prince George County,0.07,Ramp to Graham Rd,Ramp from US 301,11000,F,91%,0%,1%,1%,7%,0%,C,0.1124,F,1.0000,11000,F,2012,,,,,,,,,,,,,,,
