710957,  18,00654,     ,18-654,Deerfield Rd,018,Charles City County,018,Charles City County,0.60,0.40 ME 18-618,Dead End,40,R,,,,,,,X,,,,,,05/17/2011,,,,,,,,,,,,,,,
710958,  18,00655,     ,18-655,Salem Run Rd,018,Charles City County,018,Charles City County,0.35,18-650 Cattail Rd,Dead End,70,R,,,,,,,X,,,,,,02/06/2008,,,,,,,,,,,,,,,
710959,  18,00656,     ,18-656,Bradley Rd,018,Charles City County,018,Charles City County,0.10,SR 106 Roxbury Rd,18-603 Old Union Rd,110,R,,,,,,,X,,,,,,06/21/2011,,,,,,,,,,,,,,,
710960,  18,00658,     ,18-658,Kimages Rd,018,Charles City County,018,Charles City County,3.10,SR 5 John Tyler Mem Hwy,18-607 Wayside Rd,280,R,,,,,,,X,,,,,,05/26/2011,,,,,,,,,,,,,,,
710961,  18,00659,     ,18-659,Old Ferry Rd,018,Charles City County,018,Charles City County,1.01,Dead End,SR 5 John Tyler Mem Hwy,100,R,,,,,,,X,,,,,,05/26/2011,,,,,,,,,,,,,,,
710962,  18,00660,     ,18-660,Munford Dr,018,Charles City County,018,Charles City County,0.32,Dead End,SR 155 Courthouse Rd,180,R,,,,,,,X,,,,,,06/14/2011,,,,,,,,,,,,,,,
710963,  18,00661,     ,18-661,The Loop Rd,018,Charles City County,018,Charles City County,0.46,"18-604 N, Warriner Rd","18-604 S, Warriner Rd",150,R,,,,,,,X,,,,,,05/26/2011,,,,,,,,,,,,,,,
710964,  18,00662,     ,18-662,Community Center Rd,018,Charles City County,018,Charles City County,0.05,18-612 Ruthville Rd,Dead End,150,R,,,,,,,X,,,,,,06/14/2011,,,,,,,,,,,,,,,
710965,  18,00663,     ,18-663,Harrison Park Rd,018,Charles City County,018,Charles City County,0.11,Dead End,18-607 Wayside Rd,48,R,,,,,,,X,,,,,,06/21/2011,,,,,,,,,,,,,,,
710966,  18,00664,     ,18-664,Roxbury Industrial Court,018,Charles City County,018,Charles City County,0.45,"SR 106 S, Roxbury Rd","SR 106 N, Roxbury Rd",370,R,,,,,,,X,,,,,,02/06/2008,,,,,,,,,,,,,,,
710967,  18,00665,     ,18-665,Harrison Lake Rd,018,Charles City County,018,Charles City County,0.18,SR 5 John Tyler Mem Hwy,Dead End,100,R,,,,,,,X,,,,,,02/06/2008,,,,,,,,,,,,,,,
710968,  18,00666,     ,18-666,Harrison Lake Rd,018,Charles City County,018,Charles City County,0.54,Dead End,18-603 Old Union Rd,90,R,,,,,,,X,,,,,,02/06/2008,,,,,,,,,,,,,,,
710969,  18,00667,     ,18-667,Roxbury Industrial Court,018,Charles City County,018,Charles City County,0.22,18-664 Roxbury Industrial Court,Dead End,580,R,,,,,,,X,,,,,,02/06/2008,,,,,,,,,,,,,,,
710970,  18,00670,     ,18-670,Salem Heights Dr,018,Charles City County,018,Charles City County,0.19,Dead End,18-609 Barnetts Rd,130,R,,,,,,,X,,,,,,02/06/2008,,,,,,,,,,,,,,,
710971,  18,00675,     ,18-675,Collins Run Pkwy,018,Charles City County,018,Charles City County,0.21,Cul-de-Sac,18-610 Green Oak Rd,80,R,,,,,,,X,,,,,,06/14/2011,,,,,,,,,,,,,,,
710972,  18,00680,     ,18-680,Old Holley Rd,018,Charles City County,018,Charles City County,0.42,Cul-de-Sac,18-603 Old Union Rd,70,R,,,,,,,X,,,,,,05/17/2011,,,,,,,,,,,,,,,
792301,  18,00685,     ,18-685,Chambers Rd,018,Charles City County,018,Charles City County,1.66,SR 106 Roxbury Rd,18-609 Barnetts Rd,1500,R,,,,,,,X,,,,,,02/06/2008,,,,,,,,,,,,,,,
794241,  18,00697,     ,18-697,Countrywoods Dr,018,Charles City County,018,Charles City County,0.26,Dead End,SR 106 Roxbury Rd,70,R,,,,,,,X,,,,,,06/22/2011,,,,,,,,,,,,,,,
710973,  18,00803,     ,18-803,Perks Lane,018,Charles City County,018,Charles City County,0.50,Dead End,18-603 Old Union Rd,230,R,,,,,,,X,,,,,,02/06/2008,,,,,,,,,,,,,,,
710974,  18,09088,     ,18-9088, ,018,Charles City County,018,Charles City County,0.05,18-644 Courthouse Rd,0.05 ME 18-644,0,R,,,,,,,X,,,,,,06/22/2011,,,,,,,,,,,,,,,
710975,  18,09088,     ,18-9088, ,018,Charles City County,018,Charles City County,0.06,0.05 ME 18-644,18-643; 18-644,0,R,,,,,,,X,,,,,,06/22/2011,,,,,,,,,,,,,,,
710976,  18,09089,     ,18-9089, ,018,Charles City County,018,Charles City County,0.06,18-615 Glebe Lane,Charles City High School,0,R,,,,,,,X,,,,,,06/22/2011,,,,,,,,,,,,,,,
710977,  18,09476,     ,18-9476,Charles City Elem Sch,018,Charles City County,018,Charles City County,0.02,18-602 Lott Cary Rd,0.02 MS 18-602,440,R,,,,,,,X,,,,,,02/06/2008,,,,,,,,,,,,,,,
710978,  18,09476,     ,18-9476, ,018,Charles City County,018,Charles City County,0.07,0.02 MS 18-602,Charles City Primary School,210,R,,,,,,,X,,,,,,1992,,,,,,,,,,,,,,,
710979,  18,09671,     ,18-9671, ,018,Charles City County,018,Charles City County,0.10,18-609 Barnetts Rd,Charles City Elem School,0,R,,,,,,,X,,,,,,06/22/2011,,,,,,,,,,,,,,,
- - - - - - - - - - - - - - - - - - - - - - - - - - - - End of Report - - - - - - - - - - - - - - - - - - - - - - - - - - - - ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
