Virginia Department of Transportation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Traffic Engineering Division,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Annual Average Daily Traffic Volume Estimates By Section of Route,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
City of Manassas Park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Parallel Facilities Combined,,,,,,,,,,,,,
Link ID,Route Prefix,Route Number,Route Suffix,Route Label,Route Alias,Physical Jurisdiction,,Maintenance Jurisdiction,,Link Length,Start Label,End Label,AADT,AADT Quality,Percent 2 and 4 Tire Vehicles,Percent Busses,Percent Single Unit Trucks 2 Axle,Percent Single Unit Trucks 3+ Axle,Percent Combination Trucks 1 Trailer,Percent Combination Trucks 2+ Trailer,Vehicle Classification Quality,K Factor,K Factor Quality,Direction Factor,AAWDT,AAWDT Quality,Data Date,Comment,AADT,AADT Quality,Percent 2 and 4 Tire Vehicles,Percent Busses,Percent Single Unit Trucks 2 Axle,Percent Single Unit Trucks 3+ Axle,Percent Combination Trucks 1 Trailer,Percent Combination Trucks 2+ Trailer,Vehicle Classification Quality,K Factor,K Factor Quality,Direction Factor,AAWDT,AAWDT Quality
648436,  SR,00028,     ,VA 28,Centreville Rd,152,City of Manassas Park,152,City of Manassas Park,0.01,Prince William County Line,Liberia Ave,31000,N,97%,1%,1%,1%,1%,0%,N,0.0696,N,0.5526,34000,N,2012,,,,,,,,,,,,,,,
648428,  SR,00028,     ,VA 28,Centreville Rd,152,City of Manassas Park,152,City of Manassas Park,0.31,Liberia Ave,ECL Manassas,48000,G,97%,1%,1%,1%,1%,0%,F,0.0679,F,0.5911,53000,G,2012,,,,,,,,,,,,,,,
649501,  SR,00213,     ,VA 213,Manassas Dr,152,City of Manassas Park,152,City of Manassas Park,0.04,"WCL Manassas Park, 76-1501",Baker St,8900,G,98%,1%,1%,0%,0%,0%,F,0.0904,F,0.5248,9500,G,2012,,,,,,,,,,,,,,,
649502,  SR,00213,     ,VA 213,Manassas Dr,152,City of Manassas Park,152,City of Manassas Park,1.16,Baker St,152-4402 Cabbel Dr,7100,G,98%,1%,1%,0%,0%,0%,C,0.0868,F,0.5485,7500,G,2012,,,,,,,,,,,,,,,
649503,  SR,00213,     ,VA 213,Manassas Dr,152,City of Manassas Park,152,City of Manassas Park,0.69,152-4402 Cabbel Dr,SR 28 Centreville Rd,9600,G,98%,1%,1%,0%,0%,0%,F,0.0878,F,0.5502,10000,G,2012,,,,,,,,,,,,,,,
649511, 152,00001,     ,152-1,Manassas Dr,152,City of Manassas Park,152,City of Manassas Park,0.41,SR 28 Centreville Rd,Euclid Ave,20000,G,98%,1%,1%,0%,0%,0%,F,0.0817,F,0.5096,21000,G,2012,,,,,,,,,,,,,,,
649512, 152,00001,     ,152-1,Manassas Dr,152,City of Manassas Park,152,City of Manassas Park,1.45,Euclid Ave,152-3 Carondelet Dr West,14000,G,98%,1%,1%,0%,0%,0%,C,0.0938,F,0.6780,15000,G,2012,,,,,,,,,,,,,,,
790880, 152,00002,     ,152-2,Digital Dr,152,City of Manassas Park,152,City of Manassas Park,0.43,152-1 Manassas Dr,152-3 Carondelet Dr West,3000,G,98%,1%,1%,0%,0%,0%,C,0.0891,F,0.6701,3200,G,2012,,,,,,,,,,,,,,,
790881, 152,00003,     ,152-3,Carondelet Dr West,152,City of Manassas Park,152,City of Manassas Park,0.43,152-2 Digital Dr,152-1 Manasass Dr,920,G,97%,1%,1%,0%,0%,0%,C,0.0935,F,0.6082,980,G,2012,,,,,,,,,,,,,,,
649508, 152,04401,     ,152-4401,Denver Dr,152,City of Manassas Park,152,City of Manassas Park,0.35,Manassas Dr,NCL Manassas Park,4200,G,98%,1%,1%,0%,0%,0%,C,0.0884,F,0.5955,4400,G,2012,,,,,,,,,,,,,,,
649506, 152,04402,     ,152-4402,Cabbel Dr,152,City of Manassas Park,152,City of Manassas Park,0.71,Kent Dr,Manassas Dr,1500,G,98%,1%,1%,0%,0%,0%,C,0.0900,F,0.6333,1600,G,2012,,,,,,,,,,,,,,,
649507, 152,04402,     ,152-4402,Cabbel Dr,152,City of Manassas Park,152,City of Manassas Park,0.37,Manassas Dr,ECL Manassas,460,G,98%,1%,1%,0%,0%,0%,F,0.1204,F,0.6391,490,G,2012,,,,,,,,,,,,,,,
549002, 152,00000,     ,152-0,Martin Dr,152,City of Manassas Park,152,City of Manassas Park,0.00,Courtney Dr,Manassas Dr,370,G,,,,,,,X,0.1270,F,1.0000,370,G,2012,,,,,,,,,,,,,,,
549001, 152,00000,     ,152-0,Tremont St,152,City of Manassas Park,152,City of Manassas Park,0.00,Denver Dr,Colburn Dr,210,G,,,,,,,X,0.1397,F,0.5397,220,G,2012,,,,,,,,,,,,,,,
- - - - - - - - - - - - - - - - - - - - - - - - - - - - End of Report - - - - - - - - - - - - - - - - - - - - - - - - - - - - ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
