665411,  US,00001,     ,"US 1, US 301",Chamberlayne Ave,127,City of Richmond,127,City of Richmond,0.31,Edge Hill Rd,Brookland Park Blvd,21000,F,97%,1%,1%,0%,1%,0%,C,0.0827,F,0.6792,24000,F,2012,,,,,,,,,,,,,,,
665412,  US,00001,     ,"US 1, US 301",Chamberlayne Ave,127,City of Richmond,127,City of Richmond,0.86,Brookland Park Blvd,Laburnum Ave,17000,F,97%,1%,1%,0%,1%,0%,C,0.0886,F,0.6826,19000,F,2012,,,,,,,,,,,,,,,
665403,  US,00001,     ,"US 1, US 301",Chamberlayne Ave,127,City of Richmond,127,City of Richmond,0.26,Laburnum Ave,Claremont Ave,14000,F,97%,1%,1%,0%,1%,0%,F,0.0934,F,0.6826,16000,F,2012,,,,,,,,,,,,,,,
665413,  US,00001,     ,"US 1, US 301",Chamberlayne Ave,127,City of Richmond,127,City of Richmond,0.94,Claremont Ave,Azalea Ave,15000,F,97%,1%,1%,0%,1%,0%,C,0.0951,F,0.6810,17000,F,2012,,,,,,,,,,,,,,,
665502,  US,00001,     ,US 1,Azalea Ave,127,City of Richmond,127,City of Richmond,0.26,Chamberlayne Ave,NCL Richmond,17000,F,97%,1%,1%,0%,1%,0%,F,0.0962,F,0.5248,20000,F,2012,,,,,,,,,,,,,,,
789645,  US,00001, 093A,US 1 Exit 093A,Ramp,127,City of Richmond,043,Henrico County,0.07,US 01-S093A FROM BELV,I-95-S FROM RT 01-BELVIDERE STREET,0,?,,,,,,,X,,,,,,,,,,,,,,,,,,,,,
789650,  US,00001,N093A,US 1 NB Exit 093A,Ramp,127,City of Richmond,043,Henrico County,0.04,US 1 Belvidere St,127-99006 A,0,?,,,,,,,X,,,,,,,,,,,,,,,,,,,,,
796566,  US,00001,N093A,US 1 NB Exit 093A,Ramp,127,City of Richmond,043,Henrico County,0.06,127-99006- A,US 01-S093A,0,?,,,,,,,X,,,,,,,,,,,,,,,,,,,,,
789651,  US,00001,N093B,US 1 NB Exit 093B,Ramp,127,City of Richmond,043,Henrico County,0.12,US 1 Chamberlayne Ave; Belvidere St,I-95 North,7600,A,,,,,,,X,0.1339,A,1.0000,8000,A,2012,,,,,,,,,,,,,,,
789657,  US,00001,S093A,US 1 SB Exit 093A,Ramp,127,City of Richmond,043,Henrico County,0.28,"US 1 S, Belvidere St",US 1 N Exit 93A to I-95 South,3800,A,,,,,,,X,0.1137,A,1.0000,4200,A,2012,,,,,,,,,,,,,,,
665736,  SR,00002,     ,"US 301, VA 2",Chamberlayne Ave,127,City of Richmond,127,City of Richmond,0.04,Azalea Ave,NCL Richmond,14000,F,98%,0%,1%,0%,1%,0%,F,0.0941,F,0.5671,15000,F,2012,,,,,,,,,,,,,,,
665801,  SR,00005,     ,"US 60, VA 5",Main St,127,City of Richmond,127,City of Richmond,0.30,25th St,Williamsburg Rd,16000,F,99%,0%,0%,0%,0%,0%,F,0.0990,F,0.6631,18000,F,2012,,,,,,,,,,,,,,,
665705,  SR,00005,     ,VA 5,Main St,127,City of Richmond,127,City of Richmond,0.40,Williamsburg Rd,Nicholson St,6800,F,99%,0%,0%,0%,0%,0%,C,0.1292,F,0.7557,7700,F,2012,,,,,,,,,,,,,,,
665706,  SR,00005,     ,VA 5,Main St,127,City of Richmond,127,City of Richmond,0.26,Nicholson St,ECL Richmond,11000,F,99%,0%,0%,0%,0%,0%,F,0.1336,F,0.8245,12000,F,2012,,,,,,,,,,,,,,,
665414,  SR,00006,     ,VA 6,Patterson Ave,127,City of Richmond,127,City of Richmond,1.30,WCL Richmond,Libbie Ave,15000,F,99%,0%,0%,0%,0%,0%,F,0.1030,F,0.5537,17000,F,2012,,,,,,,,,,,,,,,
665415,  SR,00006,     ,VA 6,Patterson Ave,127,City of Richmond,127,City of Richmond,1.67,Libbie Ave,Malvern Ave,11000,G,99%,0%,0%,0%,0%,0%,F,,,,12000,G,2012,,,,,,,,,,,,,,,
665802,  SR,00006,     ,VA 6,Patterson Ave,127,City of Richmond,127,City of Richmond,0.38,Malvern Ave,Thompson St,8700,F,99%,0%,0%,0%,0%,0%,F,0.1014,F,0.5498,9800,F,2012,,,,,,,,,,,,,,,
665416,  SR,00006,     ,VA 6,Kensington Ave,127,City of Richmond,127,City of Richmond,0.71,Thompson St,Boulevard,2900,F,98%,1%,1%,0%,0%,0%,C,0.0933,F,0.6483,3300,F,2012,,,,,,,,,,,,,,,
665421,  SR,00010,     ,VA 10,Broad Rock Rd,127,City of Richmond,127,City of Richmond,0.81,US 360 Hull St,N Belt Blvd,11000,F,98%,1%,1%,1%,0%,0%,C,0.0925,F,0.5891,11000,F,2012,,,,,,,,,,,,,,,
665420,  SR,00010,     ,"VA 10, VA 161",Broad Rock Blvd,127,City of Richmond,127,City of Richmond,0.43,N Belt Blvd,S Belt Blvd,16000,F,98%,1%,1%,1%,0%,0%,F,0.0934,F,0.5627,17000,F,2012,,,,,,,,,,,,,,,
665419,  SR,00010,     ,VA 10,Broad Rock Blvd,127,City of Richmond,127,City of Richmond,2.10,S Belt Blvd,W. Belmont Rd,19000,F,98%,1%,1%,0%,0%,0%,C,0.0971,F,0.6248,20000,F,2012,,,,,,,,,,,,,,,
665417,  SR,00010,     ,VA 10,Iron Bridge Rd,127,City of Richmond,127,City of Richmond,0.56,W. Belmont Rd,SCL Richmond,12000,F,98%,1%,1%,0%,0%,0%,F,0.1009,F,0.6311,13000,F,2012,,,,,,,,,,,,,,,
665721,  US,00033,     ,US 33,Staples Mill Rd,127,City of Richmond,127,City of Richmond,0.03,WCL Richmond,US 250 Broad St,18000,G,99%,0%,1%,0%,0%,0%,F,0.0905,F,0.5281,20000,G,2012,,,,,,,,,,,,,,,
140117,  US,00033,     ,"US 33, US 250",Broad St,127,City of Richmond,127,City of Richmond,0.79,US 250; Staples Mill Rd,Malvern Ave,25000,A,98%,1%,0%,0%,0%,0%,C,0.1088,A,0.5586,28000,A,2012,,,,,,,,,,,,,,,
665475,  US,00033,     ,"US 33, US 250",Broad St,127,City of Richmond,127,City of Richmond,0.97,Malvern Ave,Sheppard St,23000,G,98%,1%,0%,0%,0%,0%,F,,,,26000,G,2012,,,,,,,,,,,,,,,
665476,  US,00033,     ,"US 33, US 250",Broad St,127,City of Richmond,127,City of Richmond,0.38,Sheppard St,SR 399 Terminal Place,24000,F,98%,1%,0%,0%,0%,0%,F,0.0871,F,0.7610,27000,F,2012,,,,,,,,,,,,,,,
665478,  US,00033,     ,"US 33, US 250",Broad St,127,City of Richmond,127,City of Richmond,0.94,SR 399 Terminal Place,"SR 33 P, Harrison St",24000,F,98%,1%,0%,0%,0%,0%,F,0.0828,F,0.7063,27000,F,2012,,,,,,,,,,,,,,,
665735,  US,00033,     ,"US 250, US 33",Broad St,127,City of Richmond,127,City of Richmond,0.08,"SR 33 P, Harrison St",US 250 Broad St,26000,F,98%,1%,0%,0%,0%,0%,F,0.0791,F,0.5027,29000,F,2012,,36000,F,98%,1%,1%,0%,0%,0%,F,,,,39000,F
665727,  US,00033,     ,US 33,Hancock Rd,127,City of Richmond,127,City of Richmond,0.23,US 250 Broad St,Leigh St,850,F,98%,1%,0%,0%,0%,0%,F,0.0939,F,0.7074,900,F,2012,,4700,G,98%,1%,1%,0%,0%,0%,F,,,,5200,G
665722,  SR,00033,     ,VA 33,Leigh St,127,City of Richmond,127,City of Richmond,0.27,US 33 Hancock St,US 1 Belvidere St,11000,F,98%,1%,1%,0%,0%,0%,F,0.0886,F,0.5178,12000,F,2012,,,,,,,,,,,,,,,
665622,  SR,00033,     ,VA 33,Leigh St,127,City of Richmond,127,City of Richmond,1.60,US 1 Belvidere St,Martin Luther King Jr Bridge,11000,F,98%,1%,1%,0%,0%,0%,C,0.0951,F,0.7342,12000,F,2012,,,,,,,,,,,,,,,
665804,  SR,00033,     ,VA 33,Mosby St,127,City of Richmond,127,City of Richmond,0.30,Martin Luther King Jr Bridge,Fairmont Ave,9100,F,98%,1%,1%,0%,0%,0%,F,0.1061,F,0.6787,9700,F,2012,,,,,,,,,,,,,,,
665803,  SR,00033,     ,VA 33,Fairmont Ave,127,City of Richmond,127,City of Richmond,0.43,Mosby St,25th St,6900,F,98%,1%,0%,0%,0%,0%,C,0.0960,F,0.5716,7400,F,2012,,,,,,,,,,,,,,,
665422,  SR,00033,     ,VA 33,Nine Mile Rd,127,City of Richmond,127,City of Richmond,0.90,25th St,ECL Richmond,8400,F,97%,2%,0%,0%,0%,0%,C,0.1010,F,0.6655,8900,F,2012,,,,,,,,,,,,,,,
665806, 1SR,00033,P    ,VA 33 Par,Harrison St,127,City of Richmond,127,City of Richmond,0.24,Broad St,Leigh St,3900,G,98%,1%,1%,0%,0%,0%,C,,,,4300,G,2012,,4700,G,98%,1%,1%,0%,0%,0%,F,,,,5200,G
665810, 1SR,00033,P    ,"VA 33 Par, US 33",Leigh St,127,City of Richmond,127,City of Richmond,0.07,Harrison St,Hancock St,9800,F,98%,1%,1%,0%,0%,0%,F,0.0985,F,0.5080,10000,F,2012,,0,F,,,,,,,X,,,,0,F
665724,  US,00060,     ,US 60,Midlothian Tpke,127,City of Richmond,127,City of Richmond,0.38,SR 150 Chippenham Pkwy; WCL Richmond,Carnation St,39000,G,99%,0%,0%,0%,0%,0%,F,,,,42000,G,2012,,,,,,,,,,,,,,,
665426,  US,00060,     ,US 60,Midlothian Tpke,127,City of Richmond,127,City of Richmond,1.78,Carnation St,SR 161 Belt Blvd,22000,F,98%,1%,1%,0%,0%,0%,C,0.0896,F,0.5840,23000,F,2012,,,,,,,,,,,,,,,
665427,  US,00060,     ,US 60,Midlothian Tpke,127,City of Richmond,127,City of Richmond,0.62,SR 161 Belt Blvd,Roanoke St,16000,F,98%,1%,1%,0%,0%,0%,F,0.0910,F,0.5741,17000,F,2012,,,,,,,,,,,,,,,
665428,  US,00060,     ,US 60,Roanoke St,127,City of Richmond,127,City of Richmond,0.45,Midlothian Tpke,Forest Hill Ave,7800,F,98%,1%,1%,0%,0%,0%,C,0.1129,F,0.5010,8400,F,2012,,,,,,,,,,,,,,,
665429,  US,00060,     ,US 60,Forest Hill Ave,127,City of Richmond,127,City of Richmond,0.22,Roanoke St,Semmes Ave,24000,F,98%,1%,1%,0%,0%,0%,F,0.1010,F,0.6206,25000,F,2012,,,,,,,,,,,,,,,
665430,  US,00060,     ,US 60,Semmes Ave,127,City of Richmond,127,City of Richmond,1.13,Forest Hill Ave,"US 1, US 301 Cowardin Ave",21000,F,98%,1%,0%,0%,0%,0%,C,0.1010,F,0.6425,22000,F,2012,,,,,,,,,,,,,,,
665575,  US,00060,     ,US 60,Semmes Ave,127,City of Richmond,127,City of Richmond,0.56,"US 1, US 301 Cowardin Ave",Manchester Bridge,13000,F,98%,1%,0%,0%,0%,0%,F,0.1182,F,0.8384,14000,F,2012,,,,,,,,,,,,,,,
665499,  US,00060,     ,US 60,Manchester Bridge,127,City of Richmond,127,City of Richmond,0.49,Semmes Ave,9th St,18000,F,96%,1%,2%,1%,1%,0%,C,,,,19000,F,2012,,,,,,,,,,,,,,,
665610,  US,00060,     ,US 60,9th St,127,City of Richmond,127,City of Richmond,0.25,Manchester Bridge,SR 147 Cary St,8300,F,98%,1%,0%,0%,0%,0%,F,0.1466,F,1.0000,8900,F,2012,,17000,F,98%,1%,0%,0%,0%,0%,F,0.1142,F,0.6410,18000,F
665614,  US,00060,     ,US 60,Cary St,127,City of Richmond,127,City of Richmond,0.45,SR 147; 9th St,US 360 14th Street,6700,F,98%,1%,0%,0%,0%,0%,F,0.0850,F,1.0000,7200,F,2012,,15000,F,98%,1%,0%,0%,0%,0%,F,,,,16000,F
665604,  US,00060,     ,"US 360, US 60",14th St,127,City of Richmond,127,City of Richmond,0.08,US 360 14th St,RT 360/MAIN STREET,14000,N,97%,1%,1%,0%,0%,0%,N,0.0964,N,0.6701,15000,N,2012,,,,,,,,,,,,,,,
665486,  US,00060,     ,"US 360, US 60",Main St,127,City of Richmond,127,City of Richmond,0.30,14th St,RT 360,21000,F,97%,1%,1%,0%,0%,0%,F,0.0790,F,0.5604,22000,F,2012,,,,,,,,,,,,,,,
665725,  US,00060,     ,US 60,Main St,127,City of Richmond,127,City of Richmond,0.18,"US 360, 18th St",21st St,19000,F,98%,1%,0%,0%,0%,0%,F,0.0782,F,0.6149,20000,F,2012,,,,,,,,,,,,,,,
665852,  US,00060,     ,US 60,Main St,127,City of Richmond,127,City of Richmond,0.25,21st St,25th St,19000,F,98%,1%,0%,0%,0%,0%,F,0.0834,F,0.6289,20000,F,2012,,,,,,,,,,,,,,,
665801,  US,00060,     ,"US 60, VA 5",Main St,127,City of Richmond,127,City of Richmond,0.30,25th St,Williamsburg Rd,16000,F,99%,0%,0%,0%,0%,0%,F,0.0990,F,0.6631,18000,F,2012,,,,,,,,,,,,,,,
665861,  US,00060,     ,US 60,Williamsburg Ave,127,City of Richmond,127,City of Richmond,0.46,Main St,Stoney Run Dr,9600,F,98%,1%,1%,0%,0%,0%,F,0.0873,F,0.6023,10000,F,2012,,,,,,,,,,,,,,,
665862,  US,00060,     ,US 60,Stoney Run Dr,127,City of Richmond,127,City of Richmond,0.50,Williamsburg Ave,Government Rd,1600,F,98%,1%,1%,0%,0%,0%,F,0.1061,F,0.5792,1700,F,2012,,,,,,,,,,,,,,,
665439,  US,00060,     ,US 60,Government Rd,127,City of Richmond,127,City of Richmond,0.73,Stoney Run Dr,Williamsburg Rd,5100,F,98%,1%,1%,0%,0%,0%,F,0.0964,F,0.6063,5400,F,2012,,,,,,,,,,,,,,,
665726,  US,00060,     ,US 60,Williamsburg Rd,127,City of Richmond,127,City of Richmond,0.39,Government Rd,ECL Richmond,9400,F,97%,0%,1%,1%,1%,0%,F,0.0984,F,0.5768,10000,F,2012,,,,,,,,,,,,,,,
665728, 1US,00060,P    ,US 60 Par,8th St,127,City of Richmond,127,City of Richmond,0.19,Manchester Bridge,Canal St,8300,F,98%,1%,0%,0%,0%,0%,F,0.1416,F,1.0000,8900,F,2012,,17000,F,98%,1%,0%,0%,0%,0%,F,0.1142,F,0.6410,18000,F
665500, 1US,00060,P    ,US 60 Par,8th St,127,City of Richmond,127,City of Richmond,0.15,Canal St,Main St,8900,F,98%,1%,0%,0%,0%,0%,F,0.1301,F,1.0000,10000,F,2012,,17000,F,98%,1%,0%,0%,0%,0%,F,0.0000,?,0.0000,19000,F
665600, 1US,00060,P    ,US 60 Par,Main St,127,City of Richmond,127,City of Richmond,0.37,8th St,14th St,8000,F,98%,1%,0%,0%,0%,0%,F,0.1060,F,0.5748,9000,F,2012,,15000,F,98%,1%,0%,0%,0%,0%,F,,,,16000,F
040485,  IS,00064,E    ,I-64 EB, ,127,City of Richmond,043,Henrico County,0.15,Henrico County Line,I-95; I-195,66000,A,97%,0%,0%,1%,1%,0%,F,0.1133,A,1.0000,73000,A,2012,,135000,A,97%,0%,0%,1%,1%,0%,F,,,,151000,A
040494,  IS,00064,E    ,I-64 EB,I-64 E Ramp,127,City of Richmond,043,Henrico County,0.24,Ramp to I-195 South,Ramp To I-195 North,0,?,,,,,,,X,,,,,,,,0,?,,,,,,,X,,,,,
040495,  IS,00064,E    ,I-64 EB,I-64 E Ramp,127,City of Richmond,043,Henrico County,0.15,Ramp To I-195 North,Ramp From I-195 North,0,?,,,,,,,X,,,,,,,,0,?,,,,,,,X,,,,,
040496,  IS,00064,E    ,I-64 EB,I-64 E Ramp,127,City of Richmond,043,Henrico County,0.20,Ramp From I-195 North,I-95 South,0,?,,,,,,,X,,,,,,,,0,?,,,,,,,X,,,,,
140012,  IS,00064,E    ,"I-95 SB, I-64 EB", ,127,City of Richmond,043,Henrico County,0.48,I-95; I-195,SR 161 Boulevard,70000,A,93%,1%,1%,1%,4%,0%,F,0.0957,A,1.0000,73000,A,2012,,139000,A,93%,1%,1%,1%,4%,0%,F,0.0908,A,0.5378,144000,A
140013,  IS,00064,E    ,"I-95 SB, I-64 EB", ,127,City of Richmond,043,Henrico County,2.19,SR 161 Boulevard,"Leigh St, Gilmer St",66000,A,93%,1%,1%,1%,4%,0%,F,0.0933,A,1.0000,69000,A,2012,,131000,A,93%,1%,1%,1%,4%,0%,F,0.0840,A,0.5145,136000,A
140242,  IS,00064,E    ,"I-95 SB, I-64 EB", ,127,City of Richmond,043,Henrico County,0.28,"Leigh St, Gilmer St","US 1, US 301 Belvidere St",58000,A,93%,1%,1%,1%,4%,0%,F,0.0922,A,1.0000,60000,A,2012,,114000,A,93%,1%,1%,1%,4%,0%,F,0.0919,A,0.5033,118000,A
140243,  IS,00064,E    ,"I-95 SB, I-64 EB", ,127,City of Richmond,043,Henrico County,0.25,"US 1, US 301 Belvidere St",I-95 East Interchange,72000,A,93%,1%,1%,1%,4%,0%,F,0.0910,A,1.0000,75000,A,2012,,139000,A,93%,1%,1%,1%,4%,0%,F,0.0892,A,0.5430,145000,A
040346,  IS,00064,E    ,I-64 EB,I-64 E Ramp,127,City of Richmond,043,Henrico County,0.15,I-95 S,Ramp to 3rd St,0,?,,,,,,,X,,,,,,,,,,,,,,,,,,,,,
040303,  IS,00064,E    ,I-64 EB,I-64 E Ramp,127,City of Richmond,043,Henrico County,0.38,Ramp to 3rd St,Ramp from I-95 N,0,?,,,,,,,X,,,,,,,,0,?,,,,,,,X,,,,,
040282,  IS,00064,E    ,I-64 EB, ,127,City of Richmond,043,Henrico County,1.14,I-95 East Interchange,US 360 Mechanicsville Tpke,45000,A,96%,0%,1%,1%,2%,0%,F,0.1155,A,1.0000,48000,A,2012,,91000,A,96%,1%,1%,0%,2%,0%,F,0.0936,A,0.5998,98000,A
040482,  IS,00064,E    ,I-64 EB, ,127,City of Richmond,043,Henrico County,0.25,US 360 Mechanicsville Tpke,MECL Richmond,35000,A,96%,0%,1%,1%,2%,0%,F,0.1109,A,1.0000,37000,A,2012,,72000,A,96%,1%,1%,0%,2%,0%,F,0.0915,A,0.5838,76000,A
040487,  IS,00064,E    ,I-64 EB, ,127,City of Richmond,043,Henrico County,0.24,MWCL Richmond,ECL Richmond,35000,A,96%,0%,1%,1%,2%,0%,F,0.1109,A,1.0000,37000,A,2012,,72000,A,96%,1%,1%,0%,2%,0%,F,,,,76000,A
781004,  IS,00064,E186A,I-64 EB Exit 186A,Exit 186 Ramp I-64 E to I-195 S,127,City of Richmond,043,Henrico County,0.16,I-64 East,Ramp to Laburnum Ave,0,?,,,,,,,X,,,,,,,,,,,,,,,,,,,,,
796564,  IS,00064,E186A,I-64 EB Exit 186A,Exit 186 Ramp I-64 E to I-195 S,127,City of Richmond,043,Henrico County,0.08,Ramp to Laburnum Ave,I-195 South,0,?,,,,,,,X,,,,,,,,,,,,,,,,,,,,,
781005,  IS,00064,E186B,I-64 EB Exit 186B,Ramp,127,City of Richmond,043,Henrico County,0.16,I-64 East Exit 186A,127-7555 Laburnum Ave,0,?,,,,,,,X,,,,,,,,,,,,,,,,,,,,,
781006,  IS,00064,E186C,I-64 EB Exit 186C,Ramp,127,City of Richmond,043,Henrico County,0.14,I-64 East,I-195 North,0,?,,,,,,,X,,,,,,,,,,,,,,,,,,,,,
781007,  IS,00064,E192A,I-64 EB Exit 192A,Ramp,127,City of Richmond,043,Henrico County,0.17,I-64 East Collector Rd,"US 360 W, Mechanicsville Tpke",0,?,,,,,,,X,,,,,,,,,,,,,,,,,,,,,
781009,  IS,00064,E192X,I-64 EB Exit 192X,Ramp,127,City of Richmond,043,Henrico County,0.10,I-64-E BEGIN COLLECTOR ROAD,I-64-E192A TO RT 360WEST-MECHANICSVI,0,?,,,,,,,X,,,,,,,,,,,,,,,,,,,,,
797844,  IS,00064,E192X,I-64 EB Exit 192X,Ramp,127,City of Richmond,043,Henrico County,0.08,I-64-E192A TO RT 360WEST-MECHANICSVI,US 360-W143A FROM RT 360WEST-MECHANICS,0,?,,,,,,,X,,,,,,,,,,,,,,,,,,,,,
797843,  IS,00064,E192X,I-64 EB Exit 192X,Ramp,127,City of Richmond,043,Henrico County,0.07,US 360-W143A FROM RT 360WEST-MECHANICS,JB-127 ECL RICHMOND,0,?,,,,,,,X,,,,,,,,,,,,,,,,,,,,,
140083,  IS,00064,W    ,I-64 WB, ,127,City of Richmond,043,Henrico County,0.09,Henrico County Line,I-95; I-195,69000,A,97%,0%,0%,1%,1%,0%,F,0.1213,A,1.0000,78000,A,2012,,135000,A,97%,0%,0%,1%,1%,0%,F,,,,151000,A
140251,  IS,00064,W    ,I-64 WB,I-64 W Ramp,127,City of Richmond,043,Henrico County,0.18,Ramp From I-195 North,Ramp From I-195 South,0,?,,,,,,,X,,,,,,,,0,?,,,,,,,X,,,,,
140252,  IS,00064,W    ,I-64 WB,I-64 W Ramp,127,City of Richmond,043,Henrico County,0.16,Ramp From I-195 South,Ramp From SR 197 Laburnum Ave,0,?,,,,,,,X,,,,,,,,0,?,,,,,,,X,,,,,
140253,  IS,00064,W    ,I-64 WB,I-64 W Ramp,127,City of Richmond,043,Henrico County,0.04,Ramp From SR 197 Laburnum Ave,Ramp To I-195 South,0,?,,,,,,,X,,,,,,,,0,?,,,,,,,X,0.0000,?,0.0000,,
140254,  IS,00064,W    ,I-64 WB,I-64 W Ramp,127,City of Richmond,043,Henrico County,0.45,Ramp To I-195 South,I-95 North,0,?,,,,,,,X,,,,,,,,0,?,,,,,,,X,,,,,
040304,  IS,00064,W    ,"I-95 NB, I-64 WB", ,127,City of Richmond,043,Henrico County,0.78,I-95; I-195,SR 161 Boulevard,68000,A,93%,1%,1%,1%,4%,0%,F,0.0975,A,1.0000,71000,A,2012,,139000,A,93%,1%,1%,1%,4%,0%,F,0.0908,A,0.5378,144000,A
040489,  IS,00064,W    ,"I-95 NB, I-64 WB", ,127,City of Richmond,043,Henrico County,1.97,SR 161 Boulevard,"US 1, US 301 Belvidere St",65000,A,93%,1%,1%,1%,4%,0%,C,0.0907,A,1.0000,68000,A,2012,,131000,A,93%,1%,1%,1%,4%,0%,F,0.0888,A,0.5169,136000,A
040492,  IS,00064,W    ,"I-95 NB, I-64 WB", ,127,City of Richmond,043,Henrico County,0.24,"US 1, US 301 Belvidere St",Chamberlayne Ave,56000,A,93%,1%,1%,1%,4%,0%,F,0.0941,A,1.0000,58000,A,2012,,114000,A,93%,1%,1%,1%,4%,0%,F,0.0919,A,0.5033,118000,A
040493,  IS,00064,W    ,"I-95 NB, I-64 WB", ,127,City of Richmond,043,Henrico County,0.30,Chamberlayne Ave,I-95 East Interchange,67000,A,93%,1%,1%,1%,4%,0%,F,0.0939,A,1.0000,71000,A,2012,,139000,A,93%,1%,1%,1%,4%,0%,F,0.0892,A,0.5430,145000,A
140250,  IS,00064,W    ,I-64 WB,I-64 W Ramp,127,City of Richmond,043,Henrico County,0.23,I-95 N,Ramp From 4th St,0,?,,,,,,,X,,,,,,,,0,?,,,,,,,X,0.0000,?,0.0000,,
140249,  IS,00064,W    ,I-64 WB,I-64 W Ramp,127,City of Richmond,043,Henrico County,0.03,Ramp From 4th St,Ramp to I-95 S; 5th St,0,?,,,,,,,X,,,,,,,,0,?,,,,,,,X,,,,,
140085,  IS,00064,W    ,I-64 WB, ,127,City of Richmond,043,Henrico County,1.44,I-95 East Interchange,MECL Richmond,46000,A,96%,1%,1%,0%,3%,0%,F,0.1069,A,1.0000,49000,A,2012,,91000,A,96%,1%,1%,0%,2%,0%,F,0.0936,A,0.5998,98000,A
140308,  IS,00064,W    ,I-64 WB, ,127,City of Richmond,043,Henrico County,0.24,MWCL Richmond,ECL Richmond,37000,A,96%,1%,1%,0%,3%,0%,F,0.1115,A,1.0000,39000,A,2012,,72000,A,96%,1%,1%,0%,2%,0%,F,,,,76000,A
781125,  IS,00064,W186A,I-64 WB Exit 186A,Ramp,127,City of Richmond,043,Henrico County,0.11,I-64 West,I-195 South,0,?,,,,,,,X,,,,,,,,,,,,,,,,,,,,,
781126,  IS,00064,W190A,I-64 WB Exit 190A,Ramp,127,City of Richmond,043,Henrico County,0.26,I-64 West,5th Street,0,?,,,,,,,X,,,,,,,,,,,,,,,,,,,,,
