Virginia Department of Transportation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Traffic Engineering Division,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Annual Average Daily Traffic Volume Estimates By Section of Route,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pulaski Maintenance Area,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Parallel Facilities Combined,,,,,,,,,,,,,
Link ID,Route Prefix,Route Number,Route Suffix,Route Label,Route Alias,Physical Jurisdiction,,Maintenance Jurisdiction,,Link Length,Start Label,End Label,AADT,AADT Quality,Percent 2 and 4 Tire Vehicles,Percent Busses,Percent Single Unit Trucks 2 Axle,Percent Single Unit Trucks 3+ Axle,Percent Combination Trucks 1 Trailer,Percent Combination Trucks 2+ Trailer,Vehicle Classification Quality,K Factor,K Factor Quality,Direction Factor,AAWDT,AAWDT Quality,Data Date,Comment,AADT,AADT Quality,Percent 2 and 4 Tire Vehicles,Percent Busses,Percent Single Unit Trucks 2 Axle,Percent Single Unit Trucks 3+ Axle,Percent Combination Trucks 1 Trailer,Percent Combination Trucks 2+ Trailer,Vehicle Classification Quality,K Factor,K Factor Quality,Direction Factor,AAWDT,AAWDT Quality
920380,  US,00011,     ,"I-81 NB, US 11", ,077,Pulaski County,077,Pulaski County,2.68,Wythe County Line,SR 100,18000,A,73%,1%,1%,1%,23%,2%,F,0.1068,A,1.0000,18000,A,2012,,36000,A,74%,1%,1%,1%,22%,2%,F,0.1044,A,0.6427,36000,A
786999,  US,00011,     ,"I-81 NB Exit 089B, US 11",Ramp I-81 N Exit 89B to US 11 N,077,Pulaski County,077,Pulaski County,0.15,I-81 NB,US 11 Lee Highway,0,?,,,,,,,X,,,,,,,,,,,,,,,,,,,,,
010272,  US,00011,     ,US 11,Lee Highway,077,Pulaski County,077,Pulaski County,3.89,I-81 South of Pulaski,SCL Pulaski,2100,G,,,,,,,X,,,,2200,G,2012,,,,,,,,,,,,,,,
662013,  US,00011,     ,US 11,Washington Ave,125,Town of Pulaski,125,Town of Pulaski,0.71,SCL Pulaski,2nd St,3300,G,99%,0%,0%,0%,0%,0%,F,0.0898,F,0.5567,3500,G,2012,,,,,,,,,,,,,,,
662014,  US,00011,     ,US 11,Washington St,125,Town of Pulaski,125,Town of Pulaski,0.30,2nd St SW,Main St SR 99; 2nd St N,4200,G,99%,0%,0%,0%,0%,0%,C,0.0867,F,0.5648,4400,G,2012,,,,,,,,,,,,,,,
662015,  US,00011,     ,US 11,Washington Ave,125,Town of Pulaski,125,Town of Pulaski,0.22,Main St; SR 99,5th St,4000,G,98%,1%,0%,0%,0%,0%,F,0.0958,F,0.7156,4300,G,2012,,,,,,,,,,,,,,,
662016,  US,00011,     ,US 11,5th St,125,Town of Pulaski,125,Town of Pulaski,0.20,Washington Ave,Lee Highway,6400,G,98%,1%,0%,0%,0%,0%,F,0.0893,F,0.5053,6800,G,2012,,,,,,,,,,,,,,,
662017,  US,00011,     ,US 11,Lee Highway,125,Town of Pulaski,125,Town of Pulaski,0.84,5th St,Alum Spring Rd,9000,G,98%,1%,0%,0%,0%,0%,C,0.0878,F,0.5135,9500,G,2012,,,,,,,,,,,,,,,
662018,  US,00011,     ,US 11,Lee Highway,125,Town of Pulaski,125,Town of Pulaski,1.60,Alum Spring Rd,ECL Pulaski,12000,G,98%,1%,0%,0%,0%,0%,F,0.0984,F,0.5106,13000,G,2012,,,,,,,,,,,,,,,
020135,  US,00011,     ,US 11,Lee Highway,077,Pulaski County,077,Pulaski County,2.49,ECL Pulaski,77-643 Cougar Trail Rd,13000,G,98%,1%,0%,0%,0%,0%,F,0.0963,F,0.5298,14000,G,2012,,,,,,,,,,,,,,,
020379,  US,00011,     ,US 11,Lee Highway,077,Pulaski County,077,Pulaski County,1.53,77-643 Cougar Trail Rd,WCL Dublin,13000,G,98%,1%,0%,0%,0%,0%,F,0.1036,F,0.5987,14000,G,2012,,,,,,,,,,,,,,,
020427,  US,00011,     ,US 11,Broad St,210,Town of Dublin,077,Pulaski County,0.16,WCL Dublin,SR 100 Oakwood Ave,13000,N,98%,1%,0%,0%,0%,0%,N,0.1036,N,0.5987,14000,N,2012,,,,,,,,,,,,,,,
020378,  US,00011,     ,US 11,Broad St,210,Town of Dublin,077,Pulaski County,0.97,SR 100 Cleburne Ave,ECL Dublin,14000,G,98%,0%,0%,1%,1%,0%,F,0.0881,F,0.5297,16000,G,2012,,,,,,,,,,,,,,,
