080338,  US,00017,     ,"US 50, US 17",John S Mosby Hwy,021,Clarke County,021,Clarke County,3.44,Fauquier County Line,21-723 East of Millwood,13000,F,95%,1%,1%,1%,3%,0%,F,0.0991,F,0.7182,13000,F,2012,,,,,,,,,,,,,,,
080339,  US,00017,     ,"US 50, US 17",Millwood Pike,021,Clarke County,021,Clarke County,1.97,21-723 East of Milllwood,SR 255,12000,F,95%,1%,1%,1%,3%,0%,C,0.0999,F,0.7116,13000,F,2012,,,,,,,,,,,,,,,
080340,  US,00017,     ,"US 50, US 17",Millwood Pike,021,Clarke County,021,Clarke County,2.83,SR 255,US 340 South of Boyce,12000,F,95%,1%,1%,1%,3%,0%,F,0.0938,F,0.7271,13000,F,2012,,,,,,,,,,,,,,,
080160,  US,00017,     ,"US 50, US 17",Millwood Pike,021,Clarke County,021,Clarke County,1.67,US 340 South of Boyce,Frederick County Line,11000,F,95%,1%,1%,1%,3%,0%,F,0.0944,F,0.7006,11000,F,2012,,,,,,,,,,,,,,,
080160,  US,00050,     ,"US 50, US 17",Millwood Pike,021,Clarke County,021,Clarke County,1.67,Frederick County Line,US 340 South of Boyce,11000,F,95%,1%,1%,1%,3%,0%,F,0.0944,F,0.7006,11000,F,2012,,,,,,,,,,,,,,,
080340,  US,00050,     ,"US 50, US 17",Millwood Pike,021,Clarke County,021,Clarke County,2.83,US 340 South of Boyce,SR 255 Bishop Meade Rd,12000,F,95%,1%,1%,1%,3%,0%,F,0.0938,F,0.7271,13000,F,2012,,,,,,,,,,,,,,,
080339,  US,00050,     ,"US 50, US 17",Millwood Pike,021,Clarke County,021,Clarke County,1.97,SR 255 Bishop Meade Rd,21-723 East of Millwood,12000,F,95%,1%,1%,1%,3%,0%,C,0.0999,F,0.7116,13000,F,2012,,,,,,,,,,,,,,,
080338,  US,00050,     ,"US 50, US 17",John S Mosby Hwy,021,Clarke County,021,Clarke County,3.44,21-723 East of Millwood,Fauquier County Line,13000,F,95%,1%,1%,1%,3%,0%,F,0.0991,F,0.7182,13000,F,2012,,,,,,,,,,,,,,,
080342,  SR,00255,     ,VA 255,Bishop Meade Rd,021,Clarke County,021,Clarke County,0.79,US 50 Millwood Pike,"21-723 N, Millwood Rd",1400,F,98%,1%,1%,0%,0%,0%,F,0.1011,F,0.5066,1500,F,2012,,,,,,,,,,,,,,,
080341,  SR,00255,     ,VA 255,Bishop Meade Highway,021,Clarke County,021,Clarke County,3.05,"21-723 N, Millwood Rd",US 340 Lord Fairfax Hwy,1800,F,98%,1%,1%,0%,0%,0%,C,0.1017,F,0.5980,1900,F,2012,,,,,,,,,,,,,,,
080517,  US,00340,     ,"US 522, US 340",Stonewall Jackson Hwy,021,Clarke County,093,Warren County,1.79,Warren County Line,US 522 Double Toll Gate,17000,G,85%,1%,1%,2%,12%,0%,C,0.0813,F,0.5026,17000,G,2012,,,,,,,,,,,,,,,
080349,  US,00340,     ,US 340,Lord Fairfax Hwy,021,Clarke County,021,Clarke County,2.09,US 522 Double Toll Gate,21-658 White Post,7100,F,93%,0%,1%,1%,5%,0%,C,0.0998,F,0.7173,7400,F,2012,,,,,,,,,,,,,,,
080348,  US,00340,     ,US 340,Lord Fairfax Hwy,021,Clarke County,021,Clarke County,1.83,21-658 White Post,US 50 South of Boyce,7400,F,93%,0%,1%,1%,5%,0%,F,0.1012,F,0.7140,7700,F,2012,,,,,,,,,,,,,,,
080347,  US,00340,     ,US 340,Lord Fairfax Hwy,021,Clarke County,021,Clarke County,1.19,US 50 South of Boyce,SCL Boyce,7900,F,92%,1%,1%,1%,5%,0%,C,0.0953,F,0.6248,8200,F,2012,,,,,,,,,,,,,,,
080350,  US,00340,     ,US 340,Lord Fairfax Hwy,172,Town of Boyce,021,Clarke County,0.81,SCL Boyce,NCL Boyce,7900,N,92%,1%,1%,1%,5%,0%,N,0.0953,N,0.6248,8200,N,2012,,,,,,,,,,,,,,,
080556,  US,00340,     ,US 340,Lord Fairfax Hwy,021,Clarke County,021,Clarke County,2.27,NCL Boyce,SR 255 Old Chapel,7900,N,92%,1%,1%,1%,5%,0%,N,0.0953,N,0.6248,8200,N,2012,,,,,,,,,,,,,,,
080346,  US,00340,     ,US 340,Lord Fairfax Hwy,021,Clarke County,021,Clarke County,2.99,SR 255 Old Chapel,SCL Berryville,9100,F,92%,1%,1%,1%,5%,0%,F,0.0938,F,0.6104,9500,F,2012,,,,,,,,,,,,,,,
080351,  US,00340,     ,US 340,S Buckmarsh St,168,Town of Berryville,021,Clarke County,0.51,SCL Berryville,Bus SR 7 Main St,9100,N,92%,1%,1%,1%,5%,0%,N,0.0938,N,0.6104,9500,N,2012,,,,,,,,,,,,,,,
080345,  US,00340,     ,US 340,N Buckmarsh St,168,Town of Berryville,021,Clarke County,0.45,Bus SR 7 Main St,NCL Berryville,9200,F,92%,1%,1%,1%,5%,0%,F,0.0852,F,0.5540,9500,F,2012,,,,,,,,,,,,,,,
080353,  US,00340,     ,US 340,Lord Fairfax Highway,021,Clarke County,021,Clarke County,0.24,NCL Berryville,SR 7,9200,N,92%,1%,1%,1%,5%,0%,N,0.0852,N,0.5540,9500,N,2012,,,,,,,,,,,,,,,
080344,  US,00340,     ,US 340,Lord Fairfax Hwy,021,Clarke County,021,Clarke County,1.29,SR 7,21-611 Summit Point Rd,15000,F,91%,1%,1%,1%,7%,0%,F,0.0864,F,0.5414,15000,F,2012,,,,,,,,,,,,,,,
080343,  US,00340,     ,US 340,Lord Fairfax Highway,021,Clarke County,021,Clarke County,2.82,21-611 Summit Point Rd,West Virginia State Line,11000,A,91%,1%,1%,1%,7%,0%,C,0.0990,A,0.5092,11000,A,2012,,,,,,,,,,,,,,,
080517,  US,00522,     ,"US 522, US 340",Stonewall Jackson Hwy,021,Clarke County,093,Warren County,1.79,Warren County Line,US 340; SR 277 Double Toll Gate,17000,G,85%,1%,1%,2%,12%,0%,C,0.0813,F,0.5026,17000,G,2012,,,,,,,,,,,,,,,
080386,  US,00522,     ,US 522,Stonewall Jackson Hwy,021,Clarke County,034,Frederick County,0.32,US 340; SR 277 Double Toll Gate,Frederick County Line,14000,G,87%,1%,1%,1%,11%,0%,F,0.0862,F,0.5610,14000,G,2012,,,,,,,,,,,,,,,
780653,  FR,00709,     ,FR 709,Parker Lane,021,Clarke County,021,Clarke County,0.12,SR 7; 21-606,Dead End,60,R,,,,,,,X,,,,,,04/11/2012,,,,,,,,,,,,,,,
780673,  FR,00729,     ,FR 729,Trapp Hill Rd,021,Clarke County,021,Clarke County,1.74,SR 7; Bus SR 7,US 340 Lord Fairfax Hwy,120,R,,,,,,,X,,,,,,05/03/2012,,,,,,,,,,,,,,,
719475,  21,00600,     ,21-600,Liberty Hall Lane,021,Clarke County,021,Clarke County,0.65,Dead End,US 50 John S Mosby Hwy,10,R,,,,,,,X,,,,,,04/04/2012,,,,,,,,,,,,,,,
401885,  21,00601,     ,21-601,Blue Ridge Mountain Rd,021,Clarke County,021,Clarke County,6.29,"US 50, Loudoun County Line",21-605 Morgans Mill Rd,1000,F,99%,1%,1%,0%,0%,0%,C,0.1406,F,0.9241,1100,F,2012,,,,,,,,,,,,,,,
401886,  21,00601,     ,21-601,Blue Ridge Mountain Rd,021,Clarke County,021,Clarke County,1.52,21-605 Morgans Mill Rd,"21-650 W, Mount Weather Rd",1400,F,97%,1%,1%,1%,0%,0%,F,0.1386,F,0.7612,1400,F,2012,,,,,,,,,,,,,,,
401888,  21,00601,     ,21-601,Blue Ridge Mountain Rd,021,Clarke County,021,Clarke County,0.35,"21-650 W, Mount Weather Rd","21-650 E, Mount Weather Rd",1500,F,97%,1%,1%,1%,0%,0%,F,0.1305,F,0.7442,1500,F,2012,,,,,,,,,,,,,,,
401889,  21,00601,     ,21-601,Blue Ridge Mountain Rd,021,Clarke County,021,Clarke County,1.76,"21-650 E, Mount Weather Rd",Loudoun County Line,1600,F,97%,1%,1%,1%,0%,0%,F,0.1280,F,0.7336,1600,F,2012,,,,,,,,,,,,,,,
401890,  21,00601,     ,21-601,Blue Ridge Mountain Rd,053,Loudoun County,021,Clarke County,1.12,Loudoun County Line,SR 7 Harry F Byrd Hwy,1700,F,97%,1%,1%,1%,0%,0%,C,0.1247,F,0.7061,1800,F,2012,,,,,,,,,,,,,,,
402549,  21,00601,     ,21-601,Raven Rocks Rd,053,Loudoun County,021,Clarke County,0.11,SR 7 Harry F Byrd Hwy,Loudoun County Line,370,N,94%,3%,2%,0%,0%,0%,N,0.1098,N,0.6667,390,N,2012,,,,,,,,,,,,,,,
401891,  21,00601,     ,21-601,Raven Rocks Rd,021,Clarke County,021,Clarke County,1.20,Loudoun County Line,West Virginia State Line,370,F,94%,3%,2%,0%,0%,0%,C,0.1098,F,0.6667,390,F,2012,,,,,,,,,,,,,,,
719476,  21,00602,     ,21-602,Wildcat Hollow Rd,021,Clarke County,021,Clarke County,0.89,Dead End,0.89 MN Dead End,47,R,,,,,,,X,,,,,,04/04/2012,,,,,,,,,,,,,,,
719477,  21,00602,     ,21-602,Wildcat Hollow Rd,021,Clarke County,021,Clarke County,1.49,0.89 MN Dead End,US 50 John S Mosby Hwy,550,R,,,,,,,X,,,,,,04/07/2009,,,,,,,,,,,,,,,
719478,  21,00603,     ,21-603,Castleman Rd,021,Clarke County,021,Clarke County,0.10,21-612 Shepherds Mill Rd,0.10 ME 21-612,140,R,,,,,,,X,,,,,,04/13/2012,,,,,,,,,,,,,,,
719479,  21,00603,     ,21-603,Castleman Rd,021,Clarke County,021,Clarke County,0.70,0.10 ME 21-612,21-663 Auburn Rd,90,R,,,,,,,X,,,,,,04/13/2012,,,,,,,,,,,,,,,
719480,  21,00603,     ,21-603,Castleman Rd,021,Clarke County,021,Clarke County,1.33,21-663 Auburn Rd,1.33 ME 21-663,100,R,,,,,,,X,,,,,,04/13/2012,,,,,,,,,,,,,,,
719481,  21,00603,     ,21-603,Castleman Rd,021,Clarke County,021,Clarke County,1.24,1.33 ME 21-663,SR 7 Harry Flood Byrd Hwy,170,R,,,,,,,X,,,,,,04/16/2009,,,,,,,,,,,,,,,
719482,  21,00604,     ,21-604, ,021,Clarke County,021,Clarke County,1.90,21-605 Morgans Mill Rd,21-607 Saw Mill Rd,60,R,,,,,,,X,,,,,,04/11/2012,,,,,,,,,,,,,,,
783432,  21,00604,     ,21-604, ,021,Clarke County,021,Clarke County,3.17,21-607 Saw Mill Rd,SR 7 Harry Flood Byrd Hwy,170,R,,,,,,,X,,,,,,04/14/2009,,,,,,,,,,,,,,,
719485,  21,00604,     ,21-604, ,021,Clarke County,021,Clarke County,0.30,SR 7 Harry Flood Byrd Hwy,21-679 Pine Grove Rd,40,R,,,,,,,X,,,,,,04/11/2012,,,,,,,,,,,,,,,
719486,  21,00605,     ,21-605,Morgans Mill Rd,021,Clarke County,021,Clarke County,0.50,21-649 Frogtown Rd,21-604,30,R,,,,,,,X,,,,,,04/11/2012,,,,,,,,,,,,,,,
719487,  21,00605,     ,21-605,Morgans Mill Rd,021,Clarke County,021,Clarke County,2.11,21-604,21-601 Blue Ridge Mtn Rd,30,R,,,,,,,X,,,,,,04/11/2012,,,,,,,,,,,,,,,
719488,  21,00606,     ,21-606, ,021,Clarke County,021,Clarke County,2.94,US 50 John S Mosby Hwy,"21-649 S, Frogtown Rd",830,R,,,,,,,X,,,,,,04/04/2012,,,,,,,,,,,,,,,
719489,  21,00606,     ,21-606, ,021,Clarke County,021,Clarke County,1.70,"21-649 S, Frogtown Rd",1.70 MN 21-649,60,R,,,,,,,X,,,,,,04/11/2012,,,,,,,,,,,,,,,
719490,  21,00606,     ,21-606, ,021,Clarke County,021,Clarke County,0.70,1.70 MN 21-649,"21-649 N, Frogtown Rd",270,R,,,,,,,X,,,,,,04/11/2012,,,,,,,,,,,,,,,
719491,  21,00606,     ,21-606, ,021,Clarke County,021,Clarke County,2.78,"21-649 N, Frogtown Rd",21-607 Saw Mill Rd,650,R,,,,,,,X,,,,,,04/14/2009,,,,,,,,,,,,,,,
401892,  21,00606,     ,21-606,River Rd,021,Clarke County,021,Clarke County,1.82,21-607 Saw Mill Rd,SR 7; FR 709,770,F,98%,1%,1%,0%,0%,0%,C,0.1050,F,0.7500,800,F,2012,,,,,,,,,,,,,,,
719492,  21,00607,     ,21-607,Saw Mill Rd,021,Clarke County,021,Clarke County,0.70,21-604,21-606 River Rd,140,R,,,,,,,X,,,,,,04/11/2012,,,,,,,,,,,,,,,
719493,  21,00608,     ,21-608, ,021,Clarke County,021,Clarke County,3.20,21-621,"SR 7 W, Harry Flood Byrd Hwy",160,R,,,,,,,X,,,,,,04/11/2012,,,,,,,,,,,,,,,
719494,  21,00608,     ,21-608, ,021,Clarke County,021,Clarke County,1.81,"SR 7 E, Harry Flood Byrd Hwy",21-612 Shepherds Mill Rd,570,R,,,,,,,X,,,,,,04/11/2012,,,,,,,,,,,,,,,
719495,  21,00608,     ,21-608, ,021,Clarke County,021,Clarke County,0.85,21-612 Shepherds Mill Rd,21-609 Cannon Ball Rd,440,R,,,,,,,X,,,,,,04/16/2009,,,,,,,,,,,,,,,
719496,  21,00608,     ,21-608, ,021,Clarke County,021,Clarke County,0.70,21-609 Cannon Ball Rd,21-663 Auburn Rd,410,R,,,,,,,X,,,,,,04/16/2009,,,,,,,,,,,,,,,
719497,  21,00608,     ,21-608, ,021,Clarke County,021,Clarke County,0.73,21-663 Auburn Rd,West Virginia State Line,350,R,,,,,,,X,,,,,,04/16/2009,,,,,,,,,,,,,,,
719498,  21,00609,     ,21-609,Cannon Ball Rd,021,Clarke County,021,Clarke County,0.60,21-608,21-612 Shepherds Mill Rd,45,R,,,,,,,X,,,,,,04/13/2012,,,,,,,,,,,,,,,
719499,  21,00610,     ,21-610,Clifton Rd,021,Clarke County,021,Clarke County,1.30,US 340 Lord Fairfax Hwy,21-641 Lewisville Rd,90,R,,,,,,,X,,,,,,04/16/2009,,,,,,,,,,,,,,,
401893,  21,00611,     ,21-611,Summit Point Rd,021,Clarke County,021,Clarke County,2.87,US 340 Lord Fairfax Hwy,West Virginia State Line,1700,F,98%,0%,1%,0%,0%,0%,C,0.1259,F,0.8119,1700,F,2012,,,,,,,,,,,,,,,
719500,  21,00612,     ,21-612, ,021,Clarke County,021,Clarke County,1.10,Dead End,1.10 MN Dead End,660,R,,,,,,,X,,,,,,04/14/2009,,,,,,,,,,,,,,,
719501,  21,00612,     ,21-612, ,021,Clarke County,021,Clarke County,0.08,1.10 MN Dead End,"SR 7 E, Harry Flood Byrd Hwy",660,R,,,,,,,X,,,,,,04/14/2009,,,,,,,,,,,,,,,
401894,  21,00612,     ,21-612,Shepherds Mill Rd,021,Clarke County,021,Clarke County,2.10,"SR 7 W, Harry Flood Byrd Hwy",21-608 Wickliffe Rd,1600,F,99%,1%,0%,0%,0%,0%,C,0.1447,F,0.9253,1700,F,2012,,,,,,,,,,,,,,,
401895,  21,00612,     ,21-612,Shepherds Mill Rd,021,Clarke County,021,Clarke County,2.63,21-608 Wickliffe Rd,US 340 Lord Fairfax Hwy,1500,F,99%,1%,0%,0%,0%,0%,F,0.1511,F,0.8843,1500,F,2012,,,,,,,,,,,,,,,
719502,  21,00613,     ,21-613, ,021,Clarke County,021,Clarke County,0.39,21-621,21-618 Lockes Mill Rd,180,R,,,,,,,X,,,,,,04/07/2009,,,,,,,,,,,,,,,
719503,  21,00613,     ,21-613, ,021,Clarke County,021,Clarke County,2.07,21-618 Lockes Mill Rd,21-647 Possum Hollow Lane,320,R,,,,,,,X,,,,,,04/07/2009,,,,,,,,,,,,,,,
401896,  21,00613,     ,21-613,Springsbury Rd,021,Clarke County,021,Clarke County,1.02,21-647 Possum Hollow Lane,SCL Berryville,530,F,98%,0%,1%,0%,0%,0%,C,0.1021,F,0.5862,550,F,2012,,,,,,,,,,,,,,,
403938,  21,00613,     ,21-613, ,168,Town of Berryville,021,Clarke County,0.03,SCL Berryville,21-700 Jack Enders Blvd,530,N,98%,0%,1%,0%,0%,0%,N,0.1021,N,0.5862,550,N,2012,,,,,,,,,,,,,,,
719504,  21,00614,     ,21-614,Josephine St,168,Town of Berryville,021,Clarke County,0.48,Dead End,"21-616, S Church St",850,R,,,,,,,X,,,,,,04/09/2009,,,,,,,,,,,,,,,
401898,  21,00615,     ,21-615,1st St,168,Town of Berryville,021,Clarke County,0.68,Bus US 7 Main St,NCL Berryville,1000,F,97%,1%,1%,0%,0%,0%,C,0.1145,F,0.6250,1100,F,2012,,,,,,,,,,,,,,,
401899,  21,00615,     ,21-615,Boom Rd,021,Clarke County,021,Clarke County,1.97,NCL Berryville,Sipe Hollow Lane,590,F,97%,1%,1%,0%,0%,0%,F,0.1072,F,0.5969,620,F,2012,,,,,,,,,,,,,,,
401900,  21,00616,     ,21-616,S Church St,021,Clarke County,021,Clarke County,0.22,"US 340 S, Lord Fairfax Hwy",SCL Berryville,1300,F,99%,0%,0%,0%,0%,0%,C,0.0933,F,0.5000,1400,F,2012,,,,,,,,,,,,,,,
401901,  21,00616,     ,21-616,S Church St,168,Town of Berryville,021,Clarke County,0.48,SCL Berryville,21-1011 Crow St,1900,F,99%,0%,0%,0%,0%,0%,C,0.1014,F,0.6117,1900,F,2012,,,,,,,,,,,,,,,
401902,  21,00616,     ,21-616,S Church St,168,Town of Berryville,021,Clarke County,0.06,21-1011 Crow St,Bus SR 7,2800,F,99%,0%,0%,0%,0%,0%,F,0.0995,F,0.5310,2900,F,2012,,,,,,,,,,,,,,,
401903,  21,00616,     ,21-616,N Church St,168,Town of Berryville,021,Clarke County,0.13,Bus SR 7,21-1005 Liberty St,1700,F,99%,0%,0%,0%,0%,0%,F,0.0986,F,0.5852,1800,F,2012,,,,,,,,,,,,,,,
401904,  21,00616,     ,21-616,N Church St,168,Town of Berryville,021,Clarke County,0.25,21-1005 Liberty St,"US 340 N, N Buckmarsh St",640,F,99%,0%,0%,0%,0%,0%,F,0.0987,F,1.0000,660,F,2012,,,,,,,,,,,,,,,
719506,  21,00617,     ,21-617,Old Chapel Ave,172,Town of Boyce,021,Clarke County,0.20,"21-723, E Main St",21-666 Virginia Ave,250,R,,,,,,,X,,,,,,04/07/2009,,,,,,,,,,,,,,,
719507,  21,00617,     ,21-617,Old Chapel Ave,172,Town of Boyce,021,Clarke County,0.18,21-666 Virginia Ave,ECL Boyce,180,R,,,,,,,X,,,,,,04/07/2009,,,,,,,,,,,,,,,
719508,  21,00617,     ,21-617, ,021,Clarke County,021,Clarke County,0.83,ECL Boyce,21-620,210,R,,,,,,,X,,,,,,04/07/2009,,,,,,,,,,,,,,,
719509,  21,00617,     ,21-617, ,021,Clarke County,021,Clarke County,1.48,21-620,SR 255 Bishop Meade Hwy,220,R,,,,,,,X,,,,,,04/07/2009,,,,,,,,,,,,,,,
719510,  21,00617,     ,21-617, ,021,Clarke County,021,Clarke County,0.70,SR 255 Bishop Meade Hwy,21-619,660,R,,,,,,,X,,,,,,04/07/2009,,,,,,,,,,,,,,,
719511,  21,00617,     ,21-617, ,021,Clarke County,021,Clarke County,0.20,21-619,21-618 Lockes Mill Rd,480,R,,,,,,,X,,,,,,04/11/2012,,,,,,,,,,,,,,,
719512,  21,00617,     ,21-617, ,021,Clarke County,021,Clarke County,1.20,21-618 Lockes Mill Rd,21-621,120,R,,,,,,,X,,,,,,04/07/2009,,,,,,,,,,,,,,,
719513,  21,00618,     ,21-618,Lockes Mill Rd,021,Clarke County,021,Clarke County,1.20,21-617,21-613,350,R,,,,,,,X,,,,,,04/11/2012,,,,,,,,,,,,,,,
719514,  21,00619,     ,21-619, ,021,Clarke County,021,Clarke County,0.20,21-651 Clay Hill Rd,Dead End; Gap,30,R,,,,,,,X,,,,,,04/06/2012,,,,,,,,,,,,,,,
719515,  21,00619,     ,21-619, ,021,Clarke County,021,Clarke County,0.75,Dead End; Gap,21-617,160,R,,,,,,,X,,,,,,04/07/2009,,,,,,,,,,,,,,,
719516,  21,00620,     ,21-620, ,021,Clarke County,021,Clarke County,2.10,21-655,21-652,300,R,,,,,,,X,,,,,,04/06/2012,,,,,,,,,,,,,,,
719517,  21,00620,     ,21-620, ,021,Clarke County,021,Clarke County,1.00,21-652,US 340 Lord Fairfax Hwy,380,R,,,,,,,X,,,,,,04/09/2009,,,,,,,,,,,,,,,
719518,  21,00620,     ,21-620, ,021,Clarke County,021,Clarke County,0.20,US 340 Lord Fairfax Hwy,21-617,330,R,,,,,,,X,,,,,,04/09/2009,,,,,,,,,,,,,,,
719519,  21,00620,     ,21-620, ,021,Clarke County,021,Clarke County,1.20,21-617,SR 255 Bishop Meade Hwy,300,R,,,,,,,X,,,,,,04/06/2012,,,,,,,,,,,,,,,
719520,  21,00621,     ,21-621, ,021,Clarke County,021,Clarke County,2.20,21-723 Millwood Rd,21-651 Clay Hill Rd,210,R,,,,,,,X,,,,,,04/04/2012,,,,,,,,,,,,,,,
719521,  21,00621,     ,21-621, ,021,Clarke County,021,Clarke County,2.00,21-651 Clay Hill Rd,21-617,60,R,,,,,,,X,,,,,,04/11/2012,,,,,,,,,,,,,,,
719522,  21,00621,     ,21-621, ,021,Clarke County,021,Clarke County,1.30,21-617,21-613,80,R,,,,,,,X,,,,,,04/11/2012,,,,,,,,,,,,,,,
719523,  21,00621,     ,21-621, ,021,Clarke County,021,Clarke County,0.21,21-613,0.21 ME 21-613,190,R,,,,,,,X,,,,,,04/11/2012,,,,,,,,,,,,,,,
719524,  21,00621,     ,21-621, ,021,Clarke County,021,Clarke County,0.29,0.21 ME 21-613,0.50 ME 21-613,190,R,,,,,,,X,,,,,,04/11/2012,,,,,,,,,,,,,,,
719525,  21,00621,     ,21-621, ,021,Clarke County,021,Clarke County,0.50,0.50 ME 21-613,21-608,170,R,,,,,,,X,,,,,,04/11/2012,,,,,,,,,,,,,,,
719526,  21,00621,     ,21-621, ,021,Clarke County,021,Clarke County,2.09,21-608,2.09 ME 21-608,120,R,,,,,,,X,,,,,,04/11/2012,,,,,,,,,,,,,,,
719527,  21,00621,     ,21-621, ,021,Clarke County,021,Clarke County,2.31,2.09 ME 21-608,SR 7 Harry Flood Byrd Hwy,450,R,,,,,,,X,,,,,,04/11/2012,,,,,,,,,,,,,,,
719528,  21,00622,     ,21-622, ,021,Clarke County,021,Clarke County,0.05,21-658 White Post Rd; Sugar Hill Rd,0.05 ME 21-658,30,R,,,,,,,X,,,,,,04/04/2012,,,,,,,,,,,,,,,
719529,  21,00622,     ,21-622, ,021,Clarke County,021,Clarke County,1.75,0.05 ME 21-658,21-627 Carters Line Rd,47,R,,,,,,,X,,,,,,04/04/2012,,,,,,,,,,,,,,,
719530,  21,00622,     ,21-622, ,021,Clarke County,021,Clarke County,0.60,21-627 Carters Line Rd,21-626 Nelson Rd,90,R,,,,,,,X,,,,,,04/07/2009,,,,,,,,,,,,,,,
719531,  21,00622,     ,21-622, ,021,Clarke County,021,Clarke County,0.90,21-626 Nelson Rd,21-624 Red Gate Rd,60,R,,,,,,,X,,,,,,04/04/2012,,,,,,,,,,,,,,,
719532,  21,00622,     ,21-622, ,021,Clarke County,021,Clarke County,0.60,21-624 Red Gate Rd,21-625 EAST,180,R,,,,,,,X,,,,,,04/07/2009,,,,,,,,,,,,,,,
719534,  21,00622,     ,21-622, ,021,Clarke County,021,Clarke County,3.33,21-625 EAST,US 50 John S Mosby Hwy,120,R,,,,,,,X,,,,,,04/04/2012,,,,,,,,,,,,,,,
719535,  21,00623,     ,21-623,Gaylord Rd,021,Clarke County,021,Clarke County,0.05,"US 340 E, Lord Fairfax Hwy",Dead End; Gap,20,R,,,,,,,X,,,,,,04/13/2012,,,,,,,,,,,,,,,
719536,  21,00623,     ,21-623,Gaylord Rd,021,Clarke County,021,Clarke County,0.15,Dead End; Gap,"US 340 W, Lord Fairfax Hwy",10,R,,,,,,,X,,,,,,04/13/2012,,,,,,,,,,,,,,,
