Virginia Department of Transportation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Traffic Engineering Division,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Annual Average Daily Traffic Volume Estimates By Section of Route,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
City of Martinsville,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Parallel Facilities Combined,,,,,,,,,,,,,
Link ID,Route Prefix,Route Number,Route Suffix,Route Label,Route Alias,Physical Jurisdiction,,Maintenance Jurisdiction,,Link Length,Start Label,End Label,AADT,AADT Quality,Percent 2 and 4 Tire Vehicles,Percent Busses,Percent Single Unit Trucks 2 Axle,Percent Single Unit Trucks 3+ Axle,Percent Combination Trucks 1 Trailer,Percent Combination Trucks 2+ Trailer,Vehicle Classification Quality,K Factor,K Factor Quality,Direction Factor,AAWDT,AAWDT Quality,Data Date,Comment,AADT,AADT Quality,Percent 2 and 4 Tire Vehicles,Percent Busses,Percent Single Unit Trucks 2 Axle,Percent Single Unit Trucks 3+ Axle,Percent Combination Trucks 1 Trailer,Percent Combination Trucks 2+ Trailer,Vehicle Classification Quality,K Factor,K Factor Quality,Direction Factor,AAWDT,AAWDT Quality
651845,  SR,00057,     ,VA 57,Fayette St,120,City of Martinsville,120,City of Martinsville,1.34,44-667 Koehler Rd,Pine Hall Rd,3000,F,99%,0%,0%,0%,0%,0%,F,0.0975,F,0.6138,3200,F,2012,,,,,,,,,,,,,,,
651831,  SR,00057,     ,VA 57,Fayette St,120,City of Martinsville,120,City of Martinsville,0.34,Pine Hall Rd,US 220 Memorial Blvd,3700,F,99%,0%,0%,0%,0%,0%,C,0.0992,F,0.6131,4000,F,2012,,,,,,,,,,,,,,,
651832,  SR,00057,     ,"Bus US 220, VA 57",Memorial Blvd,120,City of Martinsville,120,City of Martinsville,0.85,US 220 Memorial Blvd,Broad St,10000,F,97%,0%,1%,0%,2%,0%,C,0.0892,F,0.5025,11000,F,2012,,,,,,,,,,,,,,,
651835,  SR,00057,     ,"Bus US 220, VA 57",Memorial Blvd,120,City of Martinsville,120,City of Martinsville,0.25,Broad St,US 58; BUS US 220,14000,F,97%,0%,1%,0%,2%,0%,F,0.0869,F,0.5656,15000,F,2012,,,,,,,,,,,,,,,
651816,  SR,00057,     ,"Bus US 58, VA 57",Starling Ave,120,City of Martinsville,120,City of Martinsville,0.85,US 58; BUS US 220,Mulberry Rd,9000,F,98%,1%,1%,0%,1%,0%,C,0.0898,F,0.5498,9600,F,2012,,,,,,,,,,,,,,,
651814,  SR,00057,     ,"Bus US 58, VA 57",Starling Ave,120,City of Martinsville,120,City of Martinsville,0.15,Mulberry Rd,Church St,7600,F,98%,1%,1%,0%,1%,0%,F,0.0963,F,0.5755,8100,F,2012,,,,,,,,,,,,,,,
651813,  SR,00057,     ,"Bus US 58, VA 57",Church St,120,City of Martinsville,120,City of Martinsville,0.10,Starling Ave,Church St Ext,10000,F,98%,1%,1%,0%,0%,0%,C,0.0898,F,0.6010,11000,F,2012,,,,,,,,,,,,,,,
651811,  SR,00057,     ,"Bus US 58, VA 57",Church St,120,City of Martinsville,120,City of Martinsville,0.28,Church St Ext,Fairy St,9500,F,98%,1%,1%,0%,0%,0%,F,0.0900,F,0.5417,10000,F,2012,,,,,,,,,,,,,,,
651219,  SR,00057,     ,"Bus US 58, VA 57",E Church Rd,120,City of Martinsville,120,City of Martinsville,0.26,Fairy St,Brookdale St,9000,F,98%,1%,1%,0%,0%,0%,F,0.0922,F,0.6158,9600,F,2012,,,,,,,,,,,,,,,
651803,  SR,00057,     ,"Bus US 58, VA 57",E Church Rd,120,City of Martinsville,120,City of Martinsville,0.13,Brookdale St,Hooker St,12000,F,98%,1%,1%,0%,1%,0%,F,0.0877,F,0.5864,13000,F,2012,,,,,,,,,,,,,,,
651802,  SR,00057,     ,"Bus US 58, VA 57",E Church Rd,120,City of Martinsville,120,City of Martinsville,0.77,Hooker St,ECL Martinsville,15000,F,98%,1%,1%,0%,1%,0%,C,0.0864,F,0.6137,16000,F,2012,,,,,,,,,,,,,,,
651836,C9US,00058,     ,"Bus US 58, Bus US 220",Memorial Blvd,120,City of Martinsville,120,City of Martinsville,0.71,SCL Martinsville,SR 57 Starling Avenue,19000,F,97%,1%,0%,0%,1%,0%,C,0.0863,F,0.5423,20000,F,2012,,,,,,,,,,,,,,,
651816,C9US,00058,     ,"Bus US 58, VA 57",Starling Ave,120,City of Martinsville,120,City of Martinsville,0.85,Bus US 220 Memorial Blvd,Mulberry Rd,9000,F,98%,1%,1%,0%,1%,0%,C,0.0898,F,0.5498,9600,F,2012,,,,,,,,,,,,,,,
651814,C9US,00058,     ,"Bus US 58, VA 57",Starling Ave,120,City of Martinsville,120,City of Martinsville,0.15,Mulberry Rd,Church St,7600,F,98%,1%,1%,0%,1%,0%,F,0.0963,F,0.5755,8100,F,2012,,,,,,,,,,,,,,,
651813,C9US,00058,     ,"Bus US 58, VA 57",Church St,120,City of Martinsville,120,City of Martinsville,0.10,Starling Ave,Oakdale St; Starling Ave,10000,F,98%,1%,1%,0%,0%,0%,C,0.0898,F,0.6010,11000,F,2012,,,,,,,,,,,,,,,
651811,C9US,00058,     ,"Bus US 58, VA 57",Church St,120,City of Martinsville,120,City of Martinsville,0.28,Church St Ext,Fairy St,9500,F,98%,1%,1%,0%,0%,0%,F,0.0900,F,0.5417,10000,F,2012,,,,,,,,,,,,,,,
