ReportID:,2230,DataYear:,2010,(Wide),ReportID:,2230,DataYear:,2010,(Wide),ReportID:,2230,DataYear:,2010,(Wide),ReportID:,2230,DataYear:,2010,(Wide),ReportID:,2230,DataYear:,2010,(Wide),ReportID:,2230,DataYear:,2010,(Wide),ReportID:,2230,DataYear:,2010,(Wide),ReportID:,2230,DataYear:,2010,(Wide),ReportID:,2230,DataYear:,2010,(Wide),ReportID:,2230,DataYear:,2010,(Wide),ReportID:,2230,DataYear:,2010,(Wide),ReportID:,2230,DataYear:,2010,Prepared,10/1/2011
1,Bristol District,013,Buchanan County,9,Rural Local System,08,Four Axle or Fewer Single Trailers,              ,0,0.00%,0.00%,,,,0,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.00%,,
1,Bristol District,013,Buchanan County,9,Rural Local System,09,Five Axle Single Trailers,              ,1,0.00%,0.00%,,,,0,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.00%,,
1,Bristol District,013,Buchanan County,9,Rural Local System,10,Six or More Axle Single Trailers,              ,3,0.00%,0.00%,,,,0,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0.00%,,
1,Bristol District,013,Buchanan County,9,Rural Local System,11,Five Axle or Fewer Multi-Trailers,              ,0,0.00%,0.00%,,,,0,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.00%,,
1,Bristol District,013,Buchanan County,9,Rural Local System,12,Six Axle Multi-Trailers,              ,0,0.00%,0.00%,,,,0,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.00%,,
1,Bristol District,013,Buchanan County Total:,,,,,,281,891,0.70%,0.13%,,,,364,547,0.53%,0.16%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,646,438,0.29%,,
1,Bristol District,025,Dickenson County,6,Rural Minor Arterial,01,Motorcycles,              ,,,,,,,843,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,843,0.00%,,
1,Bristol District,025,Dickenson County,6,Rural Minor Arterial,02,Passenger Cars,              ,,,,,,,103,448,0.15%,0.05%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103,448,0.05%,,
1,Bristol District,025,Dickenson County,6,Rural Minor Arterial,03,"Two Axle, 4 Tire Single Unit Vehicles",              ,,,,,,,37,352,0.05%,0.02%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37,352,0.02%,,
1,Bristol District,025,Dickenson County,6,Rural Minor Arterial,04,Busses,              ,,,,,,,810,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,810,0.00%,,
1,Bristol District,025,Dickenson County,6,Rural Minor Arterial,05,"Two Axle, 6 Tire Single Unit Trucks",              ,,,,,,,2,023,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,023,0.00%,,
1,Bristol District,025,Dickenson County,6,Rural Minor Arterial,06,Three Axle Single Unit Trucks,              ,,,,,,,1,629,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,629,0.00%,,
1,Bristol District,025,Dickenson County,6,Rural Minor Arterial,07,Four or More Axle Single Unit Trucks,              ,,,,,,,310,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,310,0.00%,,
1,Bristol District,025,Dickenson County,6,Rural Minor Arterial,08,Four Axle or Fewer Single Trailers,              ,,,,,,,663,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,663,0.00%,,
1,Bristol District,025,Dickenson County,6,Rural Minor Arterial,09,Five Axle Single Trailers,              ,,,,,,,1,566,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,566,0.00%,,
1,Bristol District,025,Dickenson County,6,Rural Minor Arterial,10,Six or More Axle Single Trailers,              ,,,,,,,5,792,0.01%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,792,0.00%,,
1,Bristol District,025,Dickenson County,7,Rural Major Collector,01,Motorcycles,              ,365,0.00%,0.00%,,,,278,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,643,0.00%,,
1,Bristol District,025,Dickenson County,7,Rural Major Collector,02,Passenger Cars,              ,35,527,0.09%,0.02%,,,,39,557,0.06%,0.02%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75,084,0.03%,,
1,Bristol District,025,Dickenson County,7,Rural Major Collector,03,"Two Axle, 4 Tire Single Unit Vehicles",              ,14,942,0.04%,0.01%,,,,15,764,0.02%,0.01%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,706,0.01%,,
1,Bristol District,025,Dickenson County,7,Rural Major Collector,04,Busses,              ,337,0.00%,0.00%,,,,299,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,636,0.00%,,
1,Bristol District,025,Dickenson County,7,Rural Major Collector,05,"Two Axle, 6 Tire Single Unit Trucks",              ,458,0.00%,0.00%,,,,765,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,224,0.00%,,
1,Bristol District,025,Dickenson County,7,Rural Major Collector,06,Three Axle Single Unit Trucks,              ,869,0.00%,0.00%,,,,881,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,750,0.00%,,
1,Bristol District,025,Dickenson County,7,Rural Major Collector,07,Four or More Axle Single Unit Trucks,              ,322,0.00%,0.00%,,,,270,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,592,0.00%,,
1,Bristol District,025,Dickenson County,7,Rural Major Collector,08,Four Axle or Fewer Single Trailers,              ,199,0.00%,0.00%,,,,365,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,564,0.00%,,
1,Bristol District,025,Dickenson County,7,Rural Major Collector,09,Five Axle Single Trailers,              ,587,0.00%,0.00%,,,,371,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,958,0.00%,,
1,Bristol District,025,Dickenson County,7,Rural Major Collector,10,Six or More Axle Single Trailers,              ,1,196,0.00%,0.00%,,,,3,951,0.01%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,147,0.00%,,
1,Bristol District,025,Dickenson County,7,Rural Major Collector,11,Five Axle or Fewer Multi-Trailers,              ,4,0.00%,0.00%,,,,0,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,0.00%,,
1,Bristol District,025,Dickenson County,7,Rural Major Collector,13,Seven or More Axle Multi-Trailers,              ,0,0.00%,0.00%,,,,2,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0.00%,,
1,Bristol District,025,Dickenson County,8,Rural Minor Collector,01,Motorcycles,              ,27,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27,0.00%,,
1,Bristol District,025,Dickenson County,8,Rural Minor Collector,02,Passenger Cars,              ,1,981,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,981,0.00%,,
1,Bristol District,025,Dickenson County,8,Rural Minor Collector,03,"Two Axle, 4 Tire Single Unit Vehicles",              ,713,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,713,0.00%,,
1,Bristol District,025,Dickenson County,8,Rural Minor Collector,04,Busses,              ,19,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,0.00%,,
1,Bristol District,025,Dickenson County,8,Rural Minor Collector,05,"Two Axle, 6 Tire Single Unit Trucks",              ,38,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38,0.00%,,
1,Bristol District,025,Dickenson County,8,Rural Minor Collector,06,Three Axle Single Unit Trucks,              ,44,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44,0.00%,,
1,Bristol District,025,Dickenson County,8,Rural Minor Collector,07,Four or More Axle Single Unit Trucks,              ,5,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,0.00%,,
1,Bristol District,025,Dickenson County,8,Rural Minor Collector,08,Four Axle or Fewer Single Trailers,              ,6,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,0.00%,,
1,Bristol District,025,Dickenson County,8,Rural Minor Collector,09,Five Axle Single Trailers,              ,5,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,0.00%,,
1,Bristol District,025,Dickenson County,9,Rural Local System,01,Motorcycles,              ,0,0.00%,0.00%,,,,0,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.00%,,
1,Bristol District,025,Dickenson County,9,Rural Local System,02,Passenger Cars,              ,79,820,0.20%,0.04%,,,,774,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,594,0.04%,,
1,Bristol District,025,Dickenson County,9,Rural Local System,03,"Two Axle, 4 Tire Single Unit Vehicles",              ,2,0.00%,0.00%,,,,3,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,0.00%,,
1,Bristol District,025,Dickenson County,9,Rural Local System,04,Busses,              ,0,0.00%,0.00%,,,,0,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.00%,,
1,Bristol District,025,Dickenson County,9,Rural Local System,05,"Two Axle, 6 Tire Single Unit Trucks",              ,0,0.00%,0.00%,,,,0,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.00%,,
1,Bristol District,025,Dickenson County,9,Rural Local System,06,Three Axle Single Unit Trucks,              ,0,0.00%,0.00%,,,,0,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.00%,,
1,Bristol District,025,Dickenson County,9,Rural Local System,07,Four or More Axle Single Unit Trucks,              ,0,0.00%,0.00%,,,,0,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.00%,,
1,Bristol District,025,Dickenson County,9,Rural Local System,08,Four Axle or Fewer Single Trailers,              ,0,0.00%,0.00%,,,,0,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.00%,,
1,Bristol District,025,Dickenson County,9,Rural Local System,09,Five Axle Single Trailers,              ,0,0.00%,0.00%,,,,0,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.00%,,
1,Bristol District,025,Dickenson County,9,Rural Local System,10,Six or More Axle Single Trailers,              ,0,0.00%,0.00%,,,,0,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.00%,,
1,Bristol District,025,Dickenson County,9,Rural Local System,11,Five Axle or Fewer Multi-Trailers,              ,0,0.00%,0.00%,,,,0,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.00%,,
1,Bristol District,025,Dickenson County,9,Rural Local System,12,Six Axle Multi-Trailers,              ,0,0.00%,0.00%,,,,0,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.00%,,
1,Bristol District,025,Dickenson County Total:,,,,,,137,468,0.34%,0.06%,,,,217,716,0.32%,0.10%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,355,185,0.16%,,
1,Bristol District,038,Grayson County,6,Rural Minor Arterial,01,Motorcycles,              ,,,,,,,1,097,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,097,0.00%,,
1,Bristol District,038,Grayson County,6,Rural Minor Arterial,02,Passenger Cars,              ,,,,,,,141,272,0.21%,0.06%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,141,272,0.06%,,
1,Bristol District,038,Grayson County,6,Rural Minor Arterial,03,"Two Axle, 4 Tire Single Unit Vehicles",              ,,,,,,,48,035,0.07%,0.02%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48,035,0.02%,,
1,Bristol District,038,Grayson County,6,Rural Minor Arterial,04,Busses,              ,,,,,,,1,325,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,325,0.00%,,
1,Bristol District,038,Grayson County,6,Rural Minor Arterial,05,"Two Axle, 6 Tire Single Unit Trucks",              ,,,,,,,2,602,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,602,0.00%,,
1,Bristol District,038,Grayson County,6,Rural Minor Arterial,06,Three Axle Single Unit Trucks,              ,,,,,,,2,249,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,249,0.00%,,
1,Bristol District,038,Grayson County,6,Rural Minor Arterial,07,Four or More Axle Single Unit Trucks,              ,,,,,,,223,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,223,0.00%,,
1,Bristol District,038,Grayson County,6,Rural Minor Arterial,08,Four Axle or Fewer Single Trailers,              ,,,,,,,1,020,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,020,0.00%,,
1,Bristol District,038,Grayson County,6,Rural Minor Arterial,09,Five Axle Single Trailers,              ,,,,,,,6,261,0.01%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,261,0.00%,,
1,Bristol District,038,Grayson County,6,Rural Minor Arterial,10,Six or More Axle Single Trailers,              ,,,,,,,329,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,329,0.00%,,
1,Bristol District,038,Grayson County,6,Rural Minor Arterial,11,Five Axle or Fewer Multi-Trailers,              ,,,,,,,0,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.00%,,
1,Bristol District,038,Grayson County,6,Rural Minor Arterial,12,Six Axle Multi-Trailers,              ,,,,,,,3,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0.00%,,
1,Bristol District,038,Grayson County,7,Rural Major Collector,01,Motorcycles,              ,259,0.00%,0.00%,,,,87,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,0.00%,,
1,Bristol District,038,Grayson County,7,Rural Major Collector,02,Passenger Cars,              ,35,350,0.09%,0.02%,,,,11,003,0.02%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46,353,0.02%,,
1,Bristol District,038,Grayson County,7,Rural Major Collector,03,"Two Axle, 4 Tire Single Unit Vehicles",              ,11,323,0.03%,0.01%,,,,3,768,0.01%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,091,0.01%,,
1,Bristol District,038,Grayson County,7,Rural Major Collector,04,Busses,              ,292,0.00%,0.00%,,,,85,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,378,0.00%,,
1,Bristol District,038,Grayson County,7,Rural Major Collector,05,"Two Axle, 6 Tire Single Unit Trucks",              ,716,0.00%,0.00%,,,,176,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,891,0.00%,,
1,Bristol District,038,Grayson County,7,Rural Major Collector,06,Three Axle Single Unit Trucks,              ,608,0.00%,0.00%,,,,185,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,793,0.00%,,
1,Bristol District,038,Grayson County,7,Rural Major Collector,07,Four or More Axle Single Unit Trucks,              ,103,0.00%,0.00%,,,,25,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,127,0.00%,,
1,Bristol District,038,Grayson County,7,Rural Major Collector,08,Four Axle or Fewer Single Trailers,              ,166,0.00%,0.00%,,,,74,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,241,0.00%,,
1,Bristol District,038,Grayson County,7,Rural Major Collector,09,Five Axle Single Trailers,              ,199,0.00%,0.00%,,,,435,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,634,0.00%,,
1,Bristol District,038,Grayson County,7,Rural Major Collector,10,Six or More Axle Single Trailers,              ,17,0.00%,0.00%,,,,27,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44,0.00%,,
1,Bristol District,038,Grayson County,8,Rural Minor Collector,01,Motorcycles,              ,36,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,0.00%,,
1,Bristol District,038,Grayson County,8,Rural Minor Collector,02,Passenger Cars,              ,4,231,0.01%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,231,0.00%,,
1,Bristol District,038,Grayson County,8,Rural Minor Collector,03,"Two Axle, 4 Tire Single Unit Vehicles",              ,1,693,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,693,0.00%,,
1,Bristol District,038,Grayson County,8,Rural Minor Collector,04,Busses,              ,36,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,0.00%,,
1,Bristol District,038,Grayson County,8,Rural Minor Collector,05,"Two Axle, 6 Tire Single Unit Trucks",              ,96,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96,0.00%,,
1,Bristol District,038,Grayson County,8,Rural Minor Collector,06,Three Axle Single Unit Trucks,              ,203,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,203,0.00%,,
1,Bristol District,038,Grayson County,8,Rural Minor Collector,07,Four or More Axle Single Unit Trucks,              ,3,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0.00%,,
1,Bristol District,038,Grayson County,8,Rural Minor Collector,08,Four Axle or Fewer Single Trailers,              ,11,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,0.00%,,
1,Bristol District,038,Grayson County,8,Rural Minor Collector,09,Five Axle Single Trailers,              ,11,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,0.00%,,
1,Bristol District,038,Grayson County,8,Rural Minor Collector,10,Six or More Axle Single Trailers,              ,5,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,0.00%,,
1,Bristol District,038,Grayson County,9,Rural Local System,01,Motorcycles,              ,0,0.00%,0.00%,,,,0,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.00%,,
1,Bristol District,038,Grayson County,9,Rural Local System,02,Passenger Cars,              ,61,122,0.15%,0.03%,,,,2,599,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63,721,0.03%,,
1,Bristol District,038,Grayson County,9,Rural Local System,03,"Two Axle, 4 Tire Single Unit Vehicles",              ,4,0.00%,0.00%,,,,9,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,0.00%,,
1,Bristol District,038,Grayson County,9,Rural Local System,04,Busses,              ,0,0.00%,0.00%,,,,0,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.00%,,
1,Bristol District,038,Grayson County,9,Rural Local System,05,"Two Axle, 6 Tire Single Unit Trucks",              ,0,0.00%,0.00%,,,,0,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.00%,,
1,Bristol District,038,Grayson County,9,Rural Local System,06,Three Axle Single Unit Trucks,              ,0,0.00%,0.00%,,,,0,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.00%,,
1,Bristol District,038,Grayson County,9,Rural Local System,07,Four or More Axle Single Unit Trucks,              ,0,0.00%,0.00%,,,,0,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.00%,,
1,Bristol District,038,Grayson County,9,Rural Local System,08,Four Axle or Fewer Single Trailers,              ,0,0.00%,0.00%,,,,0,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.00%,,
1,Bristol District,038,Grayson County,9,Rural Local System,09,Five Axle Single Trailers,              ,0,0.00%,0.00%,,,,0,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.00%,,
1,Bristol District,038,Grayson County,9,Rural Local System,10,Six or More Axle Single Trailers,              ,0,0.00%,0.00%,,,,0,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.00%,,
1,Bristol District,038,Grayson County,9,Rural Local System,11,Five Axle or Fewer Multi-Trailers,              ,0,0.00%,0.00%,,,,0,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.00%,,
1,Bristol District,038,Grayson County,9,Rural Local System,12,Six Axle Multi-Trailers,              ,0,0.00%,0.00%,,,,0,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.00%,,
1,Bristol District,038,Grayson County,14,Urban Principal Arterial - Other,01,Motorcycles,              ,,,,,,,27,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27,0.00%,,
1,Bristol District,038,Grayson County,14,Urban Principal Arterial - Other,02,Passenger Cars,              ,,,,,,,4,291,0.01%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,291,0.00%,,
1,Bristol District,038,Grayson County,14,Urban Principal Arterial - Other,03,"Two Axle, 4 Tire Single Unit Vehicles",              ,,,,,,,1,349,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,349,0.00%,,
1,Bristol District,038,Grayson County,14,Urban Principal Arterial - Other,04,Busses,              ,,,,,,,44,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44,0.00%,,
1,Bristol District,038,Grayson County,14,Urban Principal Arterial - Other,05,"Two Axle, 6 Tire Single Unit Trucks",              ,,,,,,,82,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82,0.00%,,
1,Bristol District,038,Grayson County,14,Urban Principal Arterial - Other,06,Three Axle Single Unit Trucks,              ,,,,,,,73,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73,0.00%,,
1,Bristol District,038,Grayson County,14,Urban Principal Arterial - Other,07,Four or More Axle Single Unit Trucks,              ,,,,,,,2,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0.00%,,
1,Bristol District,038,Grayson County,14,Urban Principal Arterial - Other,08,Four Axle or Fewer Single Trailers,              ,,,,,,,36,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,0.00%,,
1,Bristol District,038,Grayson County,14,Urban Principal Arterial - Other,09,Five Axle Single Trailers,              ,,,,,,,221,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,221,0.00%,,
1,Bristol District,038,Grayson County,14,Urban Principal Arterial - Other,10,Six or More Axle Single Trailers,              ,,,,,,,8,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,0.00%,,
1,Bristol District,038,Grayson County,19,Urban Local System,02,Passenger Cars,              ,28,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28,0.00%,,
1,Bristol District,038,Grayson County Total:,,,,,,116,513,0.29%,0.05%,,,,229,023,0.33%,0.10%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,345,536,0.15%,,
1,Bristol District,052,Lee County,2,Rural Principal Arterial - Other,01,Motorcycles,              ,,,,,,,150,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150,0.00%,,
1,Bristol District,052,Lee County,2,Rural Principal Arterial - Other,02,Passenger Cars,              ,,,,,,,28,315,0.04%,0.01%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28,315,0.01%,,
1,Bristol District,052,Lee County,2,Rural Principal Arterial - Other,03,"Two Axle, 4 Tire Single Unit Vehicles",              ,,,,,,,8,545,0.01%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,545,0.00%,,
1,Bristol District,052,Lee County,2,Rural Principal Arterial - Other,04,Busses,              ,,,,,,,157,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,157,0.00%,,
1,Bristol District,052,Lee County,2,Rural Principal Arterial - Other,05,"Two Axle, 6 Tire Single Unit Trucks",              ,,,,,,,283,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,283,0.00%,,
1,Bristol District,052,Lee County,2,Rural Principal Arterial - Other,06,Three Axle Single Unit Trucks,              ,,,,,,,160,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,160,0.00%,,
1,Bristol District,052,Lee County,2,Rural Principal Arterial - Other,07,Four or More Axle Single Unit Trucks,              ,,,,,,,29,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29,0.00%,,
1,Bristol District,052,Lee County,2,Rural Principal Arterial - Other,08,Four Axle or Fewer Single Trailers,              ,,,,,,,134,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,134,0.00%,,
1,Bristol District,052,Lee County,2,Rural Principal Arterial - Other,09,Five Axle Single Trailers,              ,,,,,,,2,008,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,008,0.00%,,
