5,Hampton Roads District,046,Isle of Wight County,16,Urban Minor Arterial,,,              ,,,,,,,37,776,0.05%,0.02%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37,776,0.02%,,
5,Hampton Roads District,046,Isle of Wight County,17,Urban Collector,,,              ,78,947,0.20%,0.04%,,,,10,227,0.01%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89,174,0.04%,,
5,Hampton Roads District,046,Isle of Wight County,19,Urban Local System,,,              ,19,510,0.05%,0.01%,,,,794,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,304,0.01%,,
5,Hampton Roads District,046,Isle of Wight County Total:,,,,,,300,978,0.75%,0.13%,,,,839,329,1.22%,0.37%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,140,307,0.51%,,
5,Hampton Roads District,047,James City County,1,Rural Principal Arterial - Interstate,,,              ,,,,,,,,,,,,,506,451,0.76%,0.22%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,506,451,0.22%,,
5,Hampton Roads District,047,James City County,6,Rural Minor Arterial,,,              ,,,,,,,125,617,0.18%,0.06%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,125,617,0.06%,,
5,Hampton Roads District,047,James City County,7,Rural Major Collector,,,              ,12,987,0.03%,0.01%,,,,27,403,0.04%,0.01%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,390,0.02%,,
5,Hampton Roads District,047,James City County,8,Rural Minor Collector,,,              ,18,767,0.05%,0.01%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,767,0.01%,,
5,Hampton Roads District,047,James City County,9,Rural Local System,,,              ,70,000,0.17%,0.03%,,,,1,059,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71,059,0.03%,,
5,Hampton Roads District,047,James City County,12,Urban Principal Arterial - Other Freeways or Expressways,,,              ,,,,,,,289,780,0.42%,0.13%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,289,780,0.13%,,
5,Hampton Roads District,047,James City County,14,Urban Principal Arterial - Other,,,              ,,,,,,,76,855,0.11%,0.03%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76,855,0.03%,,
5,Hampton Roads District,047,James City County,16,Urban Minor Arterial,,,              ,125,058,0.31%,0.06%,,,,227,963,0.33%,0.10%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,353,021,0.16%,,
5,Hampton Roads District,047,James City County,17,Urban Collector,,,              ,57,135,0.14%,0.03%,,,,11,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57,146,0.03%,,
5,Hampton Roads District,047,James City County,19,Urban Local System,,,              ,34,833,0.09%,0.02%,,,,6,581,0.01%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41,414,0.02%,,
5,Hampton Roads District,047,James City County Total:,,,,,,318,782,0.79%,0.14%,,,,755,269,1.10%,0.34%,,,,506,451,0.76%,0.22%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,580,501,0.70%,,
5,Hampton Roads District,061,Nansemond Maintenance Area,11,Urban Principal Arterial - Interstate,,,              ,,,,,,,,,,,,,342,315,0.52%,0.15%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,342,315,0.15%,,
5,Hampton Roads District,061,Nansemond Maintenance Area,12,Urban Principal Arterial - Other Freeways or Expressways,,,              ,,,,,,,40,430,0.06%,0.02%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,430,0.02%,,
5,Hampton Roads District,061,Nansemond Maintenance Area Total:,,,,,,,,,,,,40,430,0.06%,0.02%,,,,342,315,0.52%,0.15%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,382,745,0.17%,,
5,Hampton Roads District,064,Norfolk Maintenance Area,11,Urban Principal Arterial - Interstate,,,              ,,,,,,,,,,,,,5,165,307,7.77%,2.29%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,165,307,2.29%,,
5,Hampton Roads District,064,Norfolk Maintenance Area,12,Urban Principal Arterial - Other Freeways or Expressways,,,              ,,,,,,,543,467,0.79%,0.24%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,543,467,0.24%,,
5,Hampton Roads District,064,Norfolk Maintenance Area,14,Urban Principal Arterial - Other,,,              ,,,,,,,42,489,0.06%,0.02%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42,489,0.02%,,
5,Hampton Roads District,064,Norfolk Maintenance Area,16,Urban Minor Arterial,,,              ,,,,,,,1,143,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,143,0.00%,,
5,Hampton Roads District,064,Norfolk Maintenance Area,17,Urban Collector,,,              ,,,,,,,4,069,0.01%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,069,0.00%,,
5,Hampton Roads District,064,Norfolk Maintenance Area,19,Urban Local System,,,              ,,,,,,,9,050,0.01%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,050,0.00%,,
5,Hampton Roads District,064,Norfolk Maintenance Area Total:,,,,,,,,,,,,600,219,0.87%,0.27%,,,,5,165,307,7.77%,2.29%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,765,527,2.56%,,
5,Hampton Roads District,065,Northampton County,2,Rural Principal Arterial - Other,,,              ,,,,,,,408,220,0.59%,0.18%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,408,220,0.18%,,
5,Hampton Roads District,065,Northampton County,7,Rural Major Collector,,,              ,32,998,0.08%,0.01%,,,,33,555,0.05%,0.01%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66,554,0.03%,,
5,Hampton Roads District,065,Northampton County,8,Rural Minor Collector,,,              ,6,016,0.01%,0.00%,,,,1,918,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,935,0.00%,,
5,Hampton Roads District,065,Northampton County,9,Rural Local System,,,              ,56,330,0.14%,0.03%,,,,253,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56,583,0.03%,,
5,Hampton Roads District,065,Northampton County Total:,,,,,,95,345,0.24%,0.04%,,,,443,947,0.65%,0.20%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,539,291,0.24%,,
5,Hampton Roads District,075,Princess Anne Maintenance Area,11,Urban Principal Arterial - Interstate,,,              ,,,,,,,,,,,,,1,513,608,2.28%,0.67%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,513,608,0.67%,,
5,Hampton Roads District,075,Princess Anne Maintenance Area Total:,,,,,,,,,,,,,,,,,,1,513,608,2.28%,0.67%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,513,608,0.67%,,
5,Hampton Roads District,087,Southampton County,2,Rural Principal Arterial - Other,,,              ,,,,,,,618,444,0.90%,0.27%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,618,444,0.27%,,
5,Hampton Roads District,087,Southampton County,6,Rural Minor Arterial,,,              ,,,,,,,89,212,0.13%,0.04%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89,212,0.04%,,
5,Hampton Roads District,087,Southampton County,7,Rural Major Collector,,,              ,118,925,0.30%,0.05%,,,,34,465,0.05%,0.02%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,153,390,0.07%,,
5,Hampton Roads District,087,Southampton County,8,Rural Minor Collector,,,              ,16,523,0.04%,0.01%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,523,0.01%,,
5,Hampton Roads District,087,Southampton County,9,Rural Local System,,,              ,111,881,0.28%,0.05%,,,,85,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111,966,0.05%,,
5,Hampton Roads District,087,Southampton County,14,Urban Principal Arterial - Other,,,              ,,,,,,,273,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,273,0.00%,,
5,Hampton Roads District,087,Southampton County,16,Urban Minor Arterial,,,              ,880,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,880,0.00%,,
5,Hampton Roads District,087,Southampton County,17,Urban Collector,,,              ,2,132,0.01%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,132,0.00%,,
5,Hampton Roads District,087,Southampton County,19,Urban Local System,,,              ,,,,,,,195,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,195,0.00%,,
5,Hampton Roads District,087,Southampton County Total:,,,,,,250,342,0.62%,0.11%,,,,742,674,1.08%,0.33%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,993,016,0.44%,,
5,Hampton Roads District,090,Surry County,6,Rural Minor Arterial,,,              ,,,,,,,88,356,0.13%,0.04%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88,356,0.04%,,
5,Hampton Roads District,090,Surry County,7,Rural Major Collector,,,              ,27,965,0.07%,0.01%,,,,25,379,0.04%,0.01%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53,344,0.02%,,
5,Hampton Roads District,090,Surry County,8,Rural Minor Collector,,,              ,6,003,0.01%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,003,0.00%,,
5,Hampton Roads District,090,Surry County,9,Rural Local System,,,              ,17,576,0.04%,0.01%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,576,0.01%,,
5,Hampton Roads District,090,Surry County Total:,,,,,,51,543,0.13%,0.02%,,,,113,735,0.17%,0.05%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,165,278,0.07%,,
5,Hampton Roads District,091,Sussex County,1,Rural Principal Arterial - Interstate,,,              ,,,,,,,,,,,,,601,045,0.90%,0.27%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,601,045,0.27%,,
5,Hampton Roads District,091,Sussex County,2,Rural Principal Arterial - Other,,,              ,,,,,,,175,052,0.25%,0.08%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,175,052,0.08%,,
5,Hampton Roads District,091,Sussex County,6,Rural Minor Arterial,,,              ,,,,,,,92,841,0.13%,0.04%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92,841,0.04%,,
5,Hampton Roads District,091,Sussex County,7,Rural Major Collector,,,              ,32,914,0.08%,0.01%,,,,40,911,0.06%,0.02%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73,825,0.03%,,
5,Hampton Roads District,091,Sussex County,8,Rural Minor Collector,,,              ,9,474,0.02%,0.00%,,,,276,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,750,0.00%,,
5,Hampton Roads District,091,Sussex County,9,Rural Local System,,,              ,55,302,0.14%,0.02%,,,,1,383,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56,685,0.03%,,
5,Hampton Roads District,091,Sussex County Total:,,,,,,97,690,0.24%,0.04%,,,,310,463,0.45%,0.14%,,,,601,045,0.90%,0.27%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,009,198,0.45%,,
5,Hampton Roads District,099,York County,1,Rural Principal Arterial - Interstate,,,              ,,,,,,,,,,,,,441,445,0.66%,0.20%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,441,445,0.20%,,
5,Hampton Roads District,099,York County,2,Rural Principal Arterial - Other,,,              ,,,,,,,40,979,0.06%,0.02%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,979,0.02%,,
5,Hampton Roads District,099,York County,6,Rural Minor Arterial,,,              ,,,,,,,24,286,0.04%,0.01%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,286,0.01%,,
5,Hampton Roads District,099,York County,7,Rural Major Collector,,,              ,56,082,0.14%,0.02%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56,082,0.02%,,
5,Hampton Roads District,099,York County,9,Rural Local System,,,              ,30,007,0.07%,0.01%,,,,27,272,0.04%,0.01%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57,279,0.03%,,
5,Hampton Roads District,099,York County,11,Urban Principal Arterial - Interstate,,,              ,,,,,,,,,,,,,3,772,786,5.68%,1.68%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,772,786,1.68%,,
5,Hampton Roads District,099,York County,12,Urban Principal Arterial - Other Freeways or Expressways,,,              ,,,,,,,25,908,0.04%,0.01%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,908,0.01%,,
5,Hampton Roads District,099,York County,14,Urban Principal Arterial - Other,,,              ,,,,,,,615,890,0.89%,0.27%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,615,890,0.27%,,
5,Hampton Roads District,099,York County,16,Urban Minor Arterial,,,              ,19,764,0.05%,0.01%,,,,214,845,0.31%,0.10%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,234,608,0.10%,,
5,Hampton Roads District,099,York County,17,Urban Collector,,,              ,116,789,0.29%,0.05%,,,,20,957,0.03%,0.01%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,137,746,0.06%,,
5,Hampton Roads District,099,York County,19,Urban Local System,,,              ,155,916,0.39%,0.07%,,,,1,319,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,157,235,0.07%,,
5,Hampton Roads District,099,York County Total:,,,,,,378,558,0.94%,0.17%,,,,971,456,1.41%,0.43%,,,,4,214,231,6.34%,1.87%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,564,244,2.47%,,
5,Hampton Roads District,131,City of Chesapeake,12,Urban Principal Arterial - Other Freeways or Expressways,,,              ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,486,893,2.22%,0.22%,,,,,,,,,,,,,,,,486,893,0.22%,,
5,Hampton Roads District,131,City of Chesapeake,14,Urban Principal Arterial - Other,,,              ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,879,088,4.02%,0.39%,,,,,,,,,,,,,,,,879,088,0.39%,,
5,Hampton Roads District,131,City of Chesapeake,16,Urban Minor Arterial,,,              ,,,,,,,,,,,,,,,,,,,,,,,,,595,602,3.05%,0.26%,,,,798,402,3.65%,0.35%,,,,,,,,,,,,,,,,1,394,004,0.62%,,
5,Hampton Roads District,131,City of Chesapeake,17,Urban Collector,,,              ,,,,,,,,,,,,,,,,,,,,,,,,,351,169,1.80%,0.16%,,,,9,839,0.04%,0.00%,,,,,,,,,,,,,,,,361,007,0.16%,,
5,Hampton Roads District,131,City of Chesapeake,19,Urban Local System,,,              ,,,,,,,,,,,,,,,,,,,,,,,,,934,993,4.79%,0.42%,,,,,,,,,,,,,,,,,,,,,,934,993,0.42%,,
5,Hampton Roads District,131,City of Chesapeake Total:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,881,763,9.64%,0.84%,,,,2,174,221,9.93%,0.97%,,,,,,,,,,,,,,,,4,055,984,1.80%,,
5,Hampton Roads District,190,Town of Chincoteague,7,Rural Major Collector,,,              ,,,,,,,,,,,,,,,,,,,,,,,,,20,713,0.11%,0.01%,,,,,,,,,,,,,,,,,,,,,,20,713,0.01%,,
5,Hampton Roads District,190,Town of Chincoteague,8,Rural Minor Collector,,,              ,,,,,,,,,,,,,,,,,,,,,,,,,17,495,0.09%,0.01%,,,,,,,,,,,,,,,,,,,,,,17,495,0.01%,,
5,Hampton Roads District,190,Town of Chincoteague,9,Rural Local System,,,              ,,,,,,,,,,,,,,,,,,,,,,,,,7,697,0.04%,0.00%,,,,,,,,,,,,,,,,,,,,,,7,697,0.00%,,
5,Hampton Roads District,190,Town of Chincoteague Total:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45,906,0.24%,0.02%,,,,,,,,,,,,,,,,,,,,,,45,906,0.02%,,
5,Hampton Roads District,109,City of Emporia,16,Urban Minor Arterial,,,              ,,,,,,,,,,,,,,,,,,,,,,,,,7,286,0.04%,0.00%,,,,40,746,0.19%,0.02%,,,,,,,,,,,,,,,,48,032,0.02%,,
5,Hampton Roads District,109,City of Emporia,17,Urban Collector,,,              ,,,,,,,,,,,,,,,,,,,,,,,,,10,594,0.05%,0.00%,,,,,,,,,,,,,,,,,,,,,,10,594,0.00%,,
5,Hampton Roads District,109,City of Emporia,19,Urban Local System,,,              ,,,,,,,,,,,,,,,,,,,,,,,,,25,405,0.13%,0.01%,,,,,,,,,,,,,,,,,,,,,,25,405,0.01%,,
5,Hampton Roads District,109,City of Emporia Total:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,285,0.22%,0.02%,,,,40,746,0.19%,0.02%,,,,,,,,,,,,,,,,84,031,0.04%,,
5,Hampton Roads District,145,City of Franklin,14,Urban Principal Arterial - Other,,,              ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,548,0.05%,0.00%,,,,,,,,,,,,,,,,10,548,0.00%,,
5,Hampton Roads District,145,City of Franklin,16,Urban Minor Arterial,,,              ,,,,,,,,,,,,,,,,,,,,,,,,,52,563,0.27%,0.02%,,,,13,426,0.06%,0.01%,,,,,,,,,,,,,,,,65,989,0.03%,,
5,Hampton Roads District,145,City of Franklin,17,Urban Collector,,,              ,,,,,,,,,,,,,,,,,,,,,,,,,7,570,0.04%,0.00%,,,,,,,,,,,,,,,,,,,,,,7,570,0.00%,,
5,Hampton Roads District,145,City of Franklin,19,Urban Local System,,,              ,,,,,,,,,,,,,,,,,,,,,,,,,14,136,0.07%,0.01%,,,,,,,,,,,,,,,,,,,,,,14,136,0.01%,,
5,Hampton Roads District,145,City of Franklin Total:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74,269,0.38%,0.03%,,,,23,974,0.11%,0.01%,,,,,,,,,,,,,,,,98,244,0.04%,,
5,Hampton Roads District,114,City of Hampton,12,Urban Principal Arterial - Other Freeways or Expressways,,,              ,,,,,,,,,,,,,,,,,,,,,,,,,103,595,0.53%,0.05%,,,,,,,,,,,,,,,,,,,,,,103,595,0.05%,,
5,Hampton Roads District,114,City of Hampton,14,Urban Principal Arterial - Other,,,              ,,,,,,,,,,,,,,,,,,,,,,,,,31,516,0.16%,0.01%,,,,350,767,1.60%,0.16%,,,,,,,,,,,,,,,,382,284,0.17%,,
5,Hampton Roads District,114,City of Hampton,16,Urban Minor Arterial,,,              ,,,,,,,,,,,,,,,,,,,,,,,,,286,823,1.47%,0.13%,,,,496,338,2.27%,0.22%,,,,,,,,,,,,,,,,783,161,0.35%,,
5,Hampton Roads District,114,City of Hampton,17,Urban Collector,,,              ,,,,,,,,,,,,,,,,,,,,,,,,,150,845,0.77%,0.07%,,,,45,331,0.21%,0.02%,,,,,,,,,,,,,,,,196,176,0.09%,,
5,Hampton Roads District,114,City of Hampton,19,Urban Local System,,,              ,,,,,,,,,,,,,,,,,,,,,,,,,673,687,3.45%,0.30%,,,,266,0.00%,0.00%,,,,,,,,,,,,,,,,673,953,0.30%,,
5,Hampton Roads District,114,City of Hampton Total:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,246,467,6.39%,0.55%,,,,892,702,4.08%,0.40%,,,,,,,,,,,,,,,,2,139,170,0.95%,,
5,Hampton Roads District,121,City of Newport News,12,Urban Principal Arterial - Other Freeways or Expressways,,,              ,,,,,,,,,,,,,,,,,,,,,,,,,13,142,0.07%,0.01%,,,,,,,,,,,,,,,,,,,,,,13,142,0.01%,,
5,Hampton Roads District,121,City of Newport News,14,Urban Principal Arterial - Other,,,              ,,,,,,,,,,,,,,,,,,,,,,,,,11,080,0.06%,0.00%,,,,926,949,4.23%,0.41%,,,,,,,,,,,,,,,,938,029,0.42%,,
5,Hampton Roads District,121,City of Newport News,16,Urban Minor Arterial,,,              ,,,,,,,,,,,,,,,,,,,,,,,,,111,252,0.57%,0.05%,,,,687,038,3.14%,0.31%,,,,,,,,,,,,,,,,798,290,0.35%,,
5,Hampton Roads District,121,City of Newport News,17,Urban Collector,,,              ,,,,,,,,,,,,,,,,,,,,,,,,,238,708,1.22%,0.11%,,,,26,615,0.12%,0.01%,,,,,,,,,,,,,,,,265,323,0.12%,,
5,Hampton Roads District,121,City of Newport News,19,Urban Local System,,,              ,,,,,,,,,,,,,,,,,,,,,,,,,588,313,3.01%,0.26%,,,,,,,,,,,,,,,,,,,,,,588,313,0.26%,,
5,Hampton Roads District,121,City of Newport News Total:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,962,495,4.93%,0.43%,,,,1,640,602,7.49%,0.73%,,,,,,,,,,,,,,,,2,603,097,1.16%,,
5,Hampton Roads District,122,City of Norfolk,14,Urban Principal Arterial - Other,,,              ,,,,,,,,,,,,,,,,,,,,,,,,,10,504,0.05%,0.00%,,,,1,537,738,7.02%,0.68%,,,,,,,,,,,,,,,,1,548,242,0.69%,,
5,Hampton Roads District,122,City of Norfolk,16,Urban Minor Arterial,,,              ,,,,,,,,,,,,,,,,,,,,,,,,,338,236,1.73%,0.15%,,,,520,256,2.38%,0.23%,,,,,,,,,,,,,,,,858,492,0.38%,,
5,Hampton Roads District,122,City of Norfolk,17,Urban Collector,,,              ,,,,,,,,,,,,,,,,,,,,,,,,,208,253,1.07%,0.09%,,,,12,631,0.06%,0.01%,,,,,,,,,,,,,,,,220,884,0.10%,,
5,Hampton Roads District,122,City of Norfolk,19,Urban Local System,,,              ,,,,,,,,,,,,,,,,,,,,,,,,,393,988,2.02%,0.18%,,,,1,071,0.00%,0.00%,,,,,,,,,,,,,,,,395,059,0.18%,,
5,Hampton Roads District,122,City of Norfolk Total:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,950,982,4.87%,0.42%,,,,2,071,696,9.46%,0.92%,,,,,,,,,,,,,,,,3,022,678,1.34%,,
5,Hampton Roads District,147,City of Poquoson,16,Urban Minor Arterial,,,              ,,,,,,,,,,,,,,,,,,,,,,,,,1,307,0.01%,0.00%,,,,48,652,0.22%,0.02%,,,,,,,,,,,,,,,,49,960,0.02%,,
5,Hampton Roads District,147,City of Poquoson,17,Urban Collector,,,              ,,,,,,,,,,,,,,,,,,,,,,,,,15,116,0.08%,0.01%,,,,7,483,0.03%,0.00%,,,,,,,,,,,,,,,,22,598,0.01%,,
5,Hampton Roads District,147,City of Poquoson,19,Urban Local System,,,              ,,,,,,,,,,,,,,,,,,,,,,,,,48,132,0.25%,0.02%,,,,,,,,,,,,,,,,,,,,,,48,132,0.02%,,
5,Hampton Roads District,147,City of Poquoson Total:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64,555,0.33%,0.03%,,,,56,135,0.26%,0.02%,,,,,,,,,,,,,,,,120,690,0.05%,,
5,Hampton Roads District,124,City of Portsmouth,14,Urban Principal Arterial - Other,,,              ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301,621,1.38%,0.13%,,,,,,,,,,,,,,,,301,621,0.13%,,
5,Hampton Roads District,124,City of Portsmouth,16,Urban Minor Arterial,,,              ,,,,,,,,,,,,,,,,,,,,,,,,,171,658,0.88%,0.08%,,,,198,078,0.90%,0.09%,,,,,,,,,,,,,,,,369,736,0.16%,,
5,Hampton Roads District,124,City of Portsmouth,17,Urban Collector,,,              ,,,,,,,,,,,,,,,,,,,,,,,,,138,391,0.71%,0.06%,,,,,,,,,,,,,,,,,,,,,,138,391,0.06%,,
5,Hampton Roads District,124,City of Portsmouth,19,Urban Local System,,,              ,,,,,,,,,,,,,,,,,,,,,,,,,184,756,0.95%,0.08%,,,,,,,,,,,,,,,,,,,,,,184,756,0.08%,,
5,Hampton Roads District,124,City of Portsmouth Total:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,494,805,2.54%,0.22%,,,,499,699,2.28%,0.22%,,,,,,,,,,,,,,,,994,504,0.44%,,
5,Hampton Roads District,300,Town of Smithfield,17,Urban Collector,,,              ,,,,,,,,,,,,,,,,,,,,,,,,,6,406,0.03%,0.00%,,,,,,,,,,,,,,,,,,,,,,6,406,0.00%,,
5,Hampton Roads District,300,Town of Smithfield,19,Urban Local System,,,              ,,,,,,,,,,,,,,,,,,,,,,,,,54,137,0.28%,0.02%,,,,,,,,,,,,,,,,,,,,,,54,137,0.02%,,
5,Hampton Roads District,300,Town of Smithfield Total:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60,543,0.31%,0.03%,,,,,,,,,,,,,,,,,,,,,,60,543,0.03%,,
5,Hampton Roads District,133,City of Suffolk,12,Urban Principal Arterial - Other Freeways or Expressways,,,              ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,668,819,3.05%,0.30%,,,,,,,,,,,,,,,,668,819,0.30%,,
5,Hampton Roads District,133,City of Suffolk,14,Urban Principal Arterial - Other,,,              ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,135,433,5.19%,0.50%,,,,,,,,,,,,,,,,1,135,433,0.50%,,
5,Hampton Roads District,133,City of Suffolk,16,Urban Minor Arterial,,,              ,,,,,,,,,,,,,,,,,,,,,,,,,199,992,1.02%,0.09%,,,,210,193,0.96%,0.09%,,,,,,,,,,,,,,,,410,186,0.18%,,
5,Hampton Roads District,133,City of Suffolk,17,Urban Collector,,,              ,,,,,,,,,,,,,,,,,,,,,,,,,103,627,0.53%,0.05%,,,,16,039,0.07%,0.01%,,,,,,,,,,,,,,,,119,666,0.05%,,
5,Hampton Roads District,133,City of Suffolk,19,Urban Local System,,,              ,,,,,,,,,,,,,,,,,,,,,,,,,254,338,1.30%,0.11%,,,,3,688,0.02%,0.00%,,,,,,,,,,,,,,,,258,025,0.11%,,
5,Hampton Roads District,133,City of Suffolk Total:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,557,957,2.86%,0.25%,,,,2,034,173,9.29%,0.90%,,,,,,,,,,,,,,,,2,592,130,1.15%,,
5,Hampton Roads District,134,City of Virginia Beach,12,Urban Principal Arterial - Other Freeways or Expressways,,,              ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,108,135,0.49%,0.05%,,,,,,,,,,,,,,,,108,135,0.05%,,
5,Hampton Roads District,134,City of Virginia Beach,14,Urban Principal Arterial - Other,,,              ,,,,,,,,,,,,,,,,,,,,,,,,,274,609,1.41%,0.12%,,,,1,199,585,5.48%,0.53%,,,,,,,,,,,,,,,,1,474,194,0.65%,,
5,Hampton Roads District,134,City of Virginia Beach,16,Urban Minor Arterial,,,              ,,,,,,,,,,,,,,,,,,,,,,,,,2,086,513,10.69%,0.93%,,,,1,043,686,4.77%,0.46%,,,,,,,,,,,,,,,,3,130,200,1.39%,,
5,Hampton Roads District,134,City of Virginia Beach,17,Urban Collector,,,              ,,,,,,,,,,,,,,,,,,,,,,,,,798,814,4.09%,0.35%,,,,0,0.00%,0.00%,,,,,,,,,,,,,,,,798,814,0.35%,,
