ReportID:,2230,DataYear:,2008,,ReportID:,2230,DataYear:,2008,,ReportID:,2230,DataYear:,2008,,ReportID:,2230,DataYear:,2008,,ReportID:,2230,DataYear:,2008,,ReportID:,2230,DataYear:,2008,Prepared,7/14/2009
1,Southwestern Region,005,Amherst County,2,Rural Principal Arterial - Other,05,"Two Axle, 6 Tire Single Unit Trucks",              ,0,0.00%,0.00%,0.00,0.00%,0.00%,299,0.00%,0.00%,5.37,0.05%,0.01%,0,0.00%,0.00%,0.00,0.00%,0.00%,299,0.00%,5.37,0.01%
1,Southwestern Region,005,Amherst County,2,Rural Principal Arterial - Other,06,Three Axle Single Unit Trucks,              ,0,0.00%,0.00%,0.00,0.00%,0.00%,182,0.00%,0.00%,5.37,0.05%,0.01%,0,0.00%,0.00%,0.00,0.00%,0.00%,182,0.00%,5.37,0.01%
1,Southwestern Region,005,Amherst County,2,Rural Principal Arterial - Other,07,Four or More Axle Single Unit Trucks,              ,0,0.00%,0.00%,0.00,0.00%,0.00%,131,0.00%,0.00%,5.37,0.05%,0.01%,0,0.00%,0.00%,0.00,0.00%,0.00%,131,0.00%,5.37,0.01%
1,Southwestern Region,005,Amherst County,2,Rural Principal Arterial - Other,08,Four Axle or Fewer Single Trailers,              ,0,0.00%,0.00%,0.00,0.00%,0.00%,291,0.00%,0.00%,5.37,0.05%,0.01%,0,0.00%,0.00%,0.00,0.00%,0.00%,291,0.00%,5.37,0.01%
1,Southwestern Region,005,Amherst County,2,Rural Principal Arterial - Other,09,Five Axle Single Trailers,              ,0,0.00%,0.00%,0.00,0.00%,0.00%,3,630,0.00%,0.00%,5.37,0.05%,0.01%,0,0.00%,0.00%,0.00,0.00%,0.00%,3,630,0.00%,5.37,0.01%
1,Southwestern Region,005,Amherst County,2,Rural Principal Arterial - Other,10,Six or More Axle Single Trailers,              ,0,0.00%,0.00%,0.00,0.00%,0.00%,20,0.00%,0.00%,5.37,0.05%,0.01%,0,0.00%,0.00%,0.00,0.00%,0.00%,20,0.00%,5.37,0.01%
1,Southwestern Region,005,Amherst County,2,Rural Principal Arterial - Other,11,Five Axle or Fewer Multi-Trailers,              ,0,0.00%,0.00%,0.00,0.00%,0.00%,264,0.00%,0.00%,5.37,0.05%,0.01%,0,0.00%,0.00%,0.00,0.00%,0.00%,264,0.00%,5.37,0.01%
1,Southwestern Region,005,Amherst County,2,Rural Principal Arterial - Other,12,Six Axle Multi-Trailers,              ,0,0.00%,0.00%,0.00,0.00%,0.00%,61,0.00%,0.00%,5.37,0.05%,0.01%,0,0.00%,0.00%,0.00,0.00%,0.00%,61,0.00%,5.37,0.01%
1,Southwestern Region,005,Amherst County,6,Rural Minor Arterial,01,Motorcycles,              ,0,0.00%,0.00%,0.00,0.00%,0.00%,1,093,0.00%,0.00%,57.01,0.57%,0.08%,0,0.00%,0.00%,0.00,0.00%,0.00%,1,093,0.00%,57.01,0.08%
1,Southwestern Region,005,Amherst County,6,Rural Minor Arterial,02,Passenger Cars,              ,0,0.00%,0.00%,0.00,0.00%,0.00%,79,390,0.09%,0.04%,57.01,0.57%,0.08%,0,0.00%,0.00%,0.00,0.00%,0.00%,79,390,0.04%,57.01,0.08%
1,Southwestern Region,005,Amherst County,6,Rural Minor Arterial,03,"Two Axle, 4 Tire Single Unit Vehicles",              ,0,0.00%,0.00%,0.00,0.00%,0.00%,31,872,0.03%,0.01%,57.01,0.57%,0.08%,0,0.00%,0.00%,0.00,0.00%,0.00%,31,872,0.01%,57.01,0.08%
1,Southwestern Region,005,Amherst County,6,Rural Minor Arterial,04,Busses,              ,0,0.00%,0.00%,0.00,0.00%,0.00%,850,0.00%,0.00%,57.01,0.57%,0.08%,0,0.00%,0.00%,0.00,0.00%,0.00%,850,0.00%,57.01,0.08%
1,Southwestern Region,005,Amherst County,6,Rural Minor Arterial,05,"Two Axle, 6 Tire Single Unit Trucks",              ,0,0.00%,0.00%,0.00,0.00%,0.00%,1,550,0.00%,0.00%,57.01,0.57%,0.08%,0,0.00%,0.00%,0.00,0.00%,0.00%,1,550,0.00%,57.01,0.08%
1,Southwestern Region,005,Amherst County,6,Rural Minor Arterial,06,Three Axle Single Unit Trucks,              ,0,0.00%,0.00%,0.00,0.00%,0.00%,1,795,0.00%,0.00%,57.01,0.57%,0.08%,0,0.00%,0.00%,0.00,0.00%,0.00%,1,795,0.00%,57.01,0.08%
1,Southwestern Region,005,Amherst County,6,Rural Minor Arterial,07,Four or More Axle Single Unit Trucks,              ,0,0.00%,0.00%,0.00,0.00%,0.00%,934,0.00%,0.00%,57.01,0.57%,0.08%,0,0.00%,0.00%,0.00,0.00%,0.00%,934,0.00%,57.01,0.08%
1,Southwestern Region,005,Amherst County,6,Rural Minor Arterial,08,Four Axle or Fewer Single Trailers,              ,0,0.00%,0.00%,0.00,0.00%,0.00%,567,0.00%,0.00%,57.01,0.57%,0.08%,0,0.00%,0.00%,0.00,0.00%,0.00%,567,0.00%,57.01,0.08%
1,Southwestern Region,005,Amherst County,6,Rural Minor Arterial,09,Five Axle Single Trailers,              ,0,0.00%,0.00%,0.00,0.00%,0.00%,8,886,0.01%,0.00%,57.01,0.57%,0.08%,0,0.00%,0.00%,0.00,0.00%,0.00%,8,886,0.00%,57.01,0.08%
1,Southwestern Region,005,Amherst County,6,Rural Minor Arterial,10,Six or More Axle Single Trailers,              ,0,0.00%,0.00%,0.00,0.00%,0.00%,141,0.00%,0.00%,57.01,0.57%,0.08%,0,0.00%,0.00%,0.00,0.00%,0.00%,141,0.00%,57.01,0.08%
1,Southwestern Region,005,Amherst County,7,Rural Major Collector,01,Motorcycles,              ,187,0.00%,0.00%,88.86,0.14%,0.12%,0,0.00%,0.00%,0.00,0.00%,0.00%,0,0.00%,0.00%,0.00,0.00%,0.00%,187,0.00%,88.86,0.12%
1,Southwestern Region,005,Amherst County,7,Rural Major Collector,02,Passenger Cars,              ,39,103,0.06%,0.02%,88.86,0.14%,0.12%,0,0.00%,0.00%,0.00,0.00%,0.00%,0,0.00%,0.00%,0.00,0.00%,0.00%,39,103,0.02%,88.86,0.12%
1,Southwestern Region,005,Amherst County,7,Rural Major Collector,03,"Two Axle, 4 Tire Single Unit Vehicles",              ,12,808,0.02%,0.01%,88.86,0.14%,0.12%,0,0.00%,0.00%,0.00,0.00%,0.00%,0,0.00%,0.00%,0.00,0.00%,0.00%,12,808,0.01%,88.86,0.12%
1,Southwestern Region,005,Amherst County,7,Rural Major Collector,04,Busses,              ,400,0.00%,0.00%,88.86,0.14%,0.12%,0,0.00%,0.00%,0.00,0.00%,0.00%,0,0.00%,0.00%,0.00,0.00%,0.00%,400,0.00%,88.86,0.12%
1,Southwestern Region,005,Amherst County,7,Rural Major Collector,05,"Two Axle, 6 Tire Single Unit Trucks",              ,612,0.00%,0.00%,88.86,0.14%,0.12%,0,0.00%,0.00%,0.00,0.00%,0.00%,0,0.00%,0.00%,0.00,0.00%,0.00%,612,0.00%,88.86,0.12%
1,Southwestern Region,005,Amherst County,7,Rural Major Collector,06,Three Axle Single Unit Trucks,              ,528,0.00%,0.00%,88.86,0.14%,0.12%,0,0.00%,0.00%,0.00,0.00%,0.00%,0,0.00%,0.00%,0.00,0.00%,0.00%,528,0.00%,88.86,0.12%
1,Southwestern Region,005,Amherst County,7,Rural Major Collector,07,Four or More Axle Single Unit Trucks,              ,143,0.00%,0.00%,88.86,0.14%,0.12%,0,0.00%,0.00%,0.00,0.00%,0.00%,0,0.00%,0.00%,0.00,0.00%,0.00%,143,0.00%,88.86,0.12%
1,Southwestern Region,005,Amherst County,7,Rural Major Collector,08,Four Axle or Fewer Single Trailers,              ,66,0.00%,0.00%,88.86,0.14%,0.12%,0,0.00%,0.00%,0.00,0.00%,0.00%,0,0.00%,0.00%,0.00,0.00%,0.00%,66,0.00%,88.86,0.12%
1,Southwestern Region,005,Amherst County,7,Rural Major Collector,09,Five Axle Single Trailers,              ,1,171,0.00%,0.00%,88.86,0.14%,0.12%,0,0.00%,0.00%,0.00,0.00%,0.00%,0,0.00%,0.00%,0.00,0.00%,0.00%,1,171,0.00%,88.86,0.12%
1,Southwestern Region,005,Amherst County,7,Rural Major Collector,10,Six or More Axle Single Trailers,              ,37,0.00%,0.00%,88.86,0.14%,0.12%,0,0.00%,0.00%,0.00,0.00%,0.00%,0,0.00%,0.00%,0.00,0.00%,0.00%,37,0.00%,88.86,0.12%
1,Southwestern Region,005,Amherst County,8,Rural Minor Collector,01,Motorcycles,              ,23,0.00%,0.00%,30.23,0.05%,0.04%,0,0.00%,0.00%,0.00,0.00%,0.00%,0,0.00%,0.00%,0.00,0.00%,0.00%,23,0.00%,30.23,0.04%
1,Southwestern Region,005,Amherst County,8,Rural Minor Collector,02,Passenger Cars,              ,6,262,0.01%,0.00%,30.23,0.05%,0.04%,0,0.00%,0.00%,0.00,0.00%,0.00%,0,0.00%,0.00%,0.00,0.00%,0.00%,6,262,0.00%,30.23,0.04%
1,Southwestern Region,005,Amherst County,8,Rural Minor Collector,03,"Two Axle, 4 Tire Single Unit Vehicles",              ,2,496,0.00%,0.00%,30.23,0.05%,0.04%,0,0.00%,0.00%,0.00,0.00%,0.00%,0,0.00%,0.00%,0.00,0.00%,0.00%,2,496,0.00%,30.23,0.04%
1,Southwestern Region,005,Amherst County,8,Rural Minor Collector,04,Busses,              ,96,0.00%,0.00%,30.23,0.05%,0.04%,0,0.00%,0.00%,0.00,0.00%,0.00%,0,0.00%,0.00%,0.00,0.00%,0.00%,96,0.00%,30.23,0.04%
1,Southwestern Region,005,Amherst County,8,Rural Minor Collector,05,"Two Axle, 6 Tire Single Unit Trucks",              ,128,0.00%,0.00%,30.23,0.05%,0.04%,0,0.00%,0.00%,0.00,0.00%,0.00%,0,0.00%,0.00%,0.00,0.00%,0.00%,128,0.00%,30.23,0.04%
1,Southwestern Region,005,Amherst County,8,Rural Minor Collector,06,Three Axle Single Unit Trucks,              ,74,0.00%,0.00%,30.23,0.05%,0.04%,0,0.00%,0.00%,0.00,0.00%,0.00%,0,0.00%,0.00%,0.00,0.00%,0.00%,74,0.00%,30.23,0.04%
1,Southwestern Region,005,Amherst County,8,Rural Minor Collector,07,Four or More Axle Single Unit Trucks,              ,2,0.00%,0.00%,30.23,0.05%,0.04%,0,0.00%,0.00%,0.00,0.00%,0.00%,0,0.00%,0.00%,0.00,0.00%,0.00%,2,0.00%,30.23,0.04%
1,Southwestern Region,005,Amherst County,8,Rural Minor Collector,08,Four Axle or Fewer Single Trailers,              ,8,0.00%,0.00%,30.23,0.05%,0.04%,0,0.00%,0.00%,0.00,0.00%,0.00%,0,0.00%,0.00%,0.00,0.00%,0.00%,8,0.00%,30.23,0.04%
1,Southwestern Region,005,Amherst County,8,Rural Minor Collector,09,Five Axle Single Trailers,              ,16,0.00%,0.00%,30.23,0.05%,0.04%,0,0.00%,0.00%,0.00,0.00%,0.00%,0,0.00%,0.00%,0.00,0.00%,0.00%,16,0.00%,30.23,0.04%
1,Southwestern Region,005,Amherst County,8,Rural Minor Collector,10,Six or More Axle Single Trailers,              ,1,0.00%,0.00%,30.23,0.05%,0.04%,0,0.00%,0.00%,0.00,0.00%,0.00%,0,0.00%,0.00%,0.00,0.00%,0.00%,1,0.00%,30.23,0.04%
1,Southwestern Region,005,Amherst County,9,Rural Local System,01,Motorcycles,              ,0,0.00%,0.00%,315.06,0.50%,0.43%,0,0.00%,0.00%,0.00,0.00%,0.00%,0,0.00%,0.00%,0.00,0.00%,0.00%,0,0.00%,315.06,0.43%
1,Southwestern Region,005,Amherst County,9,Rural Local System,02,Passenger Cars,              ,45,409,0.07%,0.02%,315.06,0.50%,0.43%,0,0.00%,0.00%,0.00,0.00%,0.00%,0,0.00%,0.00%,0.00,0.00%,0.00%,45,409,0.02%,315.06,0.43%
1,Southwestern Region,005,Amherst County,9,Rural Local System,03,"Two Axle, 4 Tire Single Unit Vehicles",              ,1,0.00%,0.00%,315.06,0.50%,0.43%,0,0.00%,0.00%,0.00,0.00%,0.00%,0,0.00%,0.00%,0.00,0.00%,0.00%,1,0.00%,315.06,0.43%
1,Southwestern Region,005,Amherst County,9,Rural Local System,04,Busses,              ,0,0.00%,0.00%,315.06,0.50%,0.43%,0,0.00%,0.00%,0.00,0.00%,0.00%,0,0.00%,0.00%,0.00,0.00%,0.00%,0,0.00%,315.06,0.43%
1,Southwestern Region,005,Amherst County,9,Rural Local System,05,"Two Axle, 6 Tire Single Unit Trucks",              ,0,0.00%,0.00%,315.06,0.50%,0.43%,0,0.00%,0.00%,0.00,0.00%,0.00%,0,0.00%,0.00%,0.00,0.00%,0.00%,0,0.00%,315.06,0.43%
1,Southwestern Region,005,Amherst County,9,Rural Local System,06,Three Axle Single Unit Trucks,              ,0,0.00%,0.00%,315.06,0.50%,0.43%,0,0.00%,0.00%,0.00,0.00%,0.00%,0,0.00%,0.00%,0.00,0.00%,0.00%,0,0.00%,315.06,0.43%
1,Southwestern Region,005,Amherst County,9,Rural Local System,07,Four or More Axle Single Unit Trucks,              ,0,0.00%,0.00%,315.06,0.50%,0.43%,0,0.00%,0.00%,0.00,0.00%,0.00%,0,0.00%,0.00%,0.00,0.00%,0.00%,0,0.00%,315.06,0.43%
1,Southwestern Region,005,Amherst County,9,Rural Local System,08,Four Axle or Fewer Single Trailers,              ,0,0.00%,0.00%,315.06,0.50%,0.43%,0,0.00%,0.00%,0.00,0.00%,0.00%,0,0.00%,0.00%,0.00,0.00%,0.00%,0,0.00%,315.06,0.43%
1,Southwestern Region,005,Amherst County,9,Rural Local System,09,Five Axle Single Trailers,              ,0,0.00%,0.00%,315.06,0.50%,0.43%,0,0.00%,0.00%,0.00,0.00%,0.00%,0,0.00%,0.00%,0.00,0.00%,0.00%,0,0.00%,315.06,0.43%
1,Southwestern Region,005,Amherst County,9,Rural Local System,10,Six or More Axle Single Trailers,              ,0,0.00%,0.00%,315.06,0.50%,0.43%,0,0.00%,0.00%,0.00,0.00%,0.00%,0,0.00%,0.00%,0.00,0.00%,0.00%,0,0.00%,315.06,0.43%
1,Southwestern Region,005,Amherst County,9,Rural Local System,11,Five Axle or Fewer Multi-Trailers,              ,0,0.00%,0.00%,315.06,0.50%,0.43%,0,0.00%,0.00%,0.00,0.00%,0.00%,0,0.00%,0.00%,0.00,0.00%,0.00%,0,0.00%,315.06,0.43%
1,Southwestern Region,005,Amherst County,9,Rural Local System,12,Six Axle Multi-Trailers,              ,0,0.00%,0.00%,315.06,0.50%,0.43%,0,0.00%,0.00%,0.00,0.00%,0.00%,0,0.00%,0.00%,0.00,0.00%,0.00%,0,0.00%,315.06,0.43%
1,Southwestern Region,005,Amherst County,9,Rural Local System,13,Seven or More Axle Multi-Trailers,              ,0,0.00%,0.00%,315.06,0.50%,0.43%,0,0.00%,0.00%,0.00,0.00%,0.00%,0,0.00%,0.00%,0.00,0.00%,0.00%,0,0.00%,315.06,0.43%
1,Southwestern Region,005,Amherst County,12,Urban Principal Arterial - Other Freeways or Expressways,01,Motorcycles,              ,0,0.00%,0.00%,0.00,0.00%,0.00%,625,0.00%,0.00%,16.90,0.17%,0.02%,0,0.00%,0.00%,0.00,0.00%,0.00%,625,0.00%,16.90,0.02%
1,Southwestern Region,005,Amherst County,12,Urban Principal Arterial - Other Freeways or Expressways,02,Passenger Cars,              ,0,0.00%,0.00%,0.00,0.00%,0.00%,206,920,0.22%,0.09%,16.90,0.17%,0.02%,0,0.00%,0.00%,0.00,0.00%,0.00%,206,920,0.09%,16.90,0.02%
1,Southwestern Region,005,Amherst County,12,Urban Principal Arterial - Other Freeways or Expressways,03,"Two Axle, 4 Tire Single Unit Vehicles",              ,0,0.00%,0.00%,0.00,0.00%,0.00%,37,872,0.04%,0.02%,16.90,0.17%,0.02%,0,0.00%,0.00%,0.00,0.00%,0.00%,37,872,0.02%,16.90,0.02%
1,Southwestern Region,005,Amherst County,12,Urban Principal Arterial - Other Freeways or Expressways,04,Busses,              ,0,0.00%,0.00%,0.00,0.00%,0.00%,1,220,0.00%,0.00%,16.90,0.17%,0.02%,0,0.00%,0.00%,0.00,0.00%,0.00%,1,220,0.00%,16.90,0.02%
1,Southwestern Region,005,Amherst County,12,Urban Principal Arterial - Other Freeways or Expressways,05,"Two Axle, 6 Tire Single Unit Trucks",              ,0,0.00%,0.00%,0.00,0.00%,0.00%,1,320,0.00%,0.00%,16.90,0.17%,0.02%,0,0.00%,0.00%,0.00,0.00%,0.00%,1,320,0.00%,16.90,0.02%
1,Southwestern Region,005,Amherst County,12,Urban Principal Arterial - Other Freeways or Expressways,06,Three Axle Single Unit Trucks,              ,0,0.00%,0.00%,0.00,0.00%,0.00%,708,0.00%,0.00%,16.90,0.17%,0.02%,0,0.00%,0.00%,0.00,0.00%,0.00%,708,0.00%,16.90,0.02%
1,Southwestern Region,005,Amherst County,12,Urban Principal Arterial - Other Freeways or Expressways,07,Four or More Axle Single Unit Trucks,              ,0,0.00%,0.00%,0.00,0.00%,0.00%,412,0.00%,0.00%,16.90,0.17%,0.02%,0,0.00%,0.00%,0.00,0.00%,0.00%,412,0.00%,16.90,0.02%
1,Southwestern Region,005,Amherst County,12,Urban Principal Arterial - Other Freeways or Expressways,08,Four Axle or Fewer Single Trailers,              ,0,0.00%,0.00%,0.00,0.00%,0.00%,1,011,0.00%,0.00%,16.90,0.17%,0.02%,0,0.00%,0.00%,0.00,0.00%,0.00%,1,011,0.00%,16.90,0.02%
1,Southwestern Region,005,Amherst County,12,Urban Principal Arterial - Other Freeways or Expressways,09,Five Axle Single Trailers,              ,0,0.00%,0.00%,0.00,0.00%,0.00%,11,611,0.01%,0.01%,16.90,0.17%,0.02%,0,0.00%,0.00%,0.00,0.00%,0.00%,11,611,0.01%,16.90,0.02%
1,Southwestern Region,005,Amherst County,12,Urban Principal Arterial - Other Freeways or Expressways,10,Six or More Axle Single Trailers,              ,0,0.00%,0.00%,0.00,0.00%,0.00%,62,0.00%,0.00%,16.90,0.17%,0.02%,0,0.00%,0.00%,0.00,0.00%,0.00%,62,0.00%,16.90,0.02%
1,Southwestern Region,005,Amherst County,12,Urban Principal Arterial - Other Freeways or Expressways,11,Five Axle or Fewer Multi-Trailers,              ,0,0.00%,0.00%,0.00,0.00%,0.00%,865,0.00%,0.00%,16.90,0.17%,0.02%,0,0.00%,0.00%,0.00,0.00%,0.00%,865,0.00%,16.90,0.02%
1,Southwestern Region,005,Amherst County,12,Urban Principal Arterial - Other Freeways or Expressways,12,Six Axle Multi-Trailers,              ,0,0.00%,0.00%,0.00,0.00%,0.00%,191,0.00%,0.00%,16.90,0.17%,0.02%,0,0.00%,0.00%,0.00,0.00%,0.00%,191,0.00%,16.90,0.02%
1,Southwestern Region,005,Amherst County,14,Urban Principal Arterial - Other,01,Motorcycles,              ,0,0.00%,0.00%,0.00,0.00%,0.00%,621,0.00%,0.00%,14.86,0.15%,0.02%,0,0.00%,0.00%,0.00,0.00%,0.00%,621,0.00%,14.86,0.02%
1,Southwestern Region,005,Amherst County,14,Urban Principal Arterial - Other,02,Passenger Cars,              ,0,0.00%,0.00%,0.00,0.00%,0.00%,149,523,0.16%,0.07%,14.86,0.15%,0.02%,0,0.00%,0.00%,0.00,0.00%,0.00%,149,523,0.07%,14.86,0.02%
1,Southwestern Region,005,Amherst County,14,Urban Principal Arterial - Other,03,"Two Axle, 4 Tire Single Unit Vehicles",              ,0,0.00%,0.00%,0.00,0.00%,0.00%,28,066,0.03%,0.01%,14.86,0.15%,0.02%,0,0.00%,0.00%,0.00,0.00%,0.00%,28,066,0.01%,14.86,0.02%
1,Southwestern Region,005,Amherst County,14,Urban Principal Arterial - Other,04,Busses,              ,0,0.00%,0.00%,0.00,0.00%,0.00%,973,0.00%,0.00%,14.86,0.15%,0.02%,0,0.00%,0.00%,0.00,0.00%,0.00%,973,0.00%,14.86,0.02%
1,Southwestern Region,005,Amherst County,14,Urban Principal Arterial - Other,05,"Two Axle, 6 Tire Single Unit Trucks",              ,0,0.00%,0.00%,0.00,0.00%,0.00%,1,504,0.00%,0.00%,14.86,0.15%,0.02%,0,0.00%,0.00%,0.00,0.00%,0.00%,1,504,0.00%,14.86,0.02%
1,Southwestern Region,005,Amherst County,14,Urban Principal Arterial - Other,06,Three Axle Single Unit Trucks,              ,0,0.00%,0.00%,0.00,0.00%,0.00%,680,0.00%,0.00%,14.86,0.15%,0.02%,0,0.00%,0.00%,0.00,0.00%,0.00%,680,0.00%,14.86,0.02%
1,Southwestern Region,005,Amherst County,14,Urban Principal Arterial - Other,07,Four or More Axle Single Unit Trucks,              ,0,0.00%,0.00%,0.00,0.00%,0.00%,176,0.00%,0.00%,14.86,0.15%,0.02%,0,0.00%,0.00%,0.00,0.00%,0.00%,176,0.00%,14.86,0.02%
1,Southwestern Region,005,Amherst County,14,Urban Principal Arterial - Other,08,Four Axle or Fewer Single Trailers,              ,0,0.00%,0.00%,0.00,0.00%,0.00%,536,0.00%,0.00%,14.86,0.15%,0.02%,0,0.00%,0.00%,0.00,0.00%,0.00%,536,0.00%,14.86,0.02%
1,Southwestern Region,005,Amherst County,14,Urban Principal Arterial - Other,09,Five Axle Single Trailers,              ,0,0.00%,0.00%,0.00,0.00%,0.00%,3,605,0.00%,0.00%,14.86,0.15%,0.02%,0,0.00%,0.00%,0.00,0.00%,0.00%,3,605,0.00%,14.86,0.02%
1,Southwestern Region,005,Amherst County,14,Urban Principal Arterial - Other,10,Six or More Axle Single Trailers,              ,0,0.00%,0.00%,0.00,0.00%,0.00%,24,0.00%,0.00%,14.86,0.15%,0.02%,0,0.00%,0.00%,0.00,0.00%,0.00%,24,0.00%,14.86,0.02%
1,Southwestern Region,005,Amherst County,14,Urban Principal Arterial - Other,11,Five Axle or Fewer Multi-Trailers,              ,0,0.00%,0.00%,0.00,0.00%,0.00%,262,0.00%,0.00%,14.86,0.15%,0.02%,0,0.00%,0.00%,0.00,0.00%,0.00%,262,0.00%,14.86,0.02%
1,Southwestern Region,005,Amherst County,14,Urban Principal Arterial - Other,12,Six Axle Multi-Trailers,              ,0,0.00%,0.00%,0.00,0.00%,0.00%,38,0.00%,0.00%,14.86,0.15%,0.02%,0,0.00%,0.00%,0.00,0.00%,0.00%,38,0.00%,14.86,0.02%
1,Southwestern Region,005,Amherst County,16,Urban Minor Arterial,01,Motorcycles,              ,23,0.00%,0.00%,3.10,0.00%,0.00%,368,0.00%,0.00%,8.76,0.09%,0.01%,0,0.00%,0.00%,0.00,0.00%,0.00%,392,0.00%,11.86,0.02%
1,Southwestern Region,005,Amherst County,16,Urban Minor Arterial,02,Passenger Cars,              ,8,656,0.01%,0.00%,3.10,0.00%,0.00%,34,524,0.04%,0.02%,8.76,0.09%,0.01%,0,0.00%,0.00%,0.00,0.00%,0.00%,43,180,0.02%,11.86,0.02%
1,Southwestern Region,005,Amherst County,16,Urban Minor Arterial,03,"Two Axle, 4 Tire Single Unit Vehicles",              ,1,986,0.00%,0.00%,3.10,0.00%,0.00%,10,230,0.01%,0.00%,8.76,0.09%,0.01%,0,0.00%,0.00%,0.00,0.00%,0.00%,12,216,0.01%,11.86,0.02%
1,Southwestern Region,005,Amherst County,16,Urban Minor Arterial,04,Busses,              ,61,0.00%,0.00%,3.10,0.00%,0.00%,184,0.00%,0.00%,8.76,0.09%,0.01%,0,0.00%,0.00%,0.00,0.00%,0.00%,245,0.00%,11.86,0.02%
1,Southwestern Region,005,Amherst County,16,Urban Minor Arterial,05,"Two Axle, 6 Tire Single Unit Trucks",              ,98,0.00%,0.00%,3.10,0.00%,0.00%,343,0.00%,0.00%,8.76,0.09%,0.01%,0,0.00%,0.00%,0.00,0.00%,0.00%,441,0.00%,11.86,0.02%
1,Southwestern Region,005,Amherst County,16,Urban Minor Arterial,06,Three Axle Single Unit Trucks,              ,26,0.00%,0.00%,3.10,0.00%,0.00%,221,0.00%,0.00%,8.76,0.09%,0.01%,0,0.00%,0.00%,0.00,0.00%,0.00%,247,0.00%,11.86,0.02%
1,Southwestern Region,005,Amherst County,16,Urban Minor Arterial,07,Four or More Axle Single Unit Trucks,              ,2,0.00%,0.00%,3.10,0.00%,0.00%,57,0.00%,0.00%,8.76,0.09%,0.01%,0,0.00%,0.00%,0.00,0.00%,0.00%,59,0.00%,11.86,0.02%
1,Southwestern Region,005,Amherst County,16,Urban Minor Arterial,08,Four Axle or Fewer Single Trailers,              ,13,0.00%,0.00%,3.10,0.00%,0.00%,153,0.00%,0.00%,8.76,0.09%,0.01%,0,0.00%,0.00%,0.00,0.00%,0.00%,166,0.00%,11.86,0.02%
