ReportID:	2100	DataYear:	2009		ReportID:	2100	DataYear:	2009		ReportID:	2100	DataYear:	2009		ReportID:	2100	DataYear:	2009		ReportID:	2100	DataYear:	2009		ReportID:	2100	DataYear:	2009	Prepared	7/11/2010
									43,548,293	100.00%	24.62%	50,352.16	100.00%	84.21%	67,604,994	100.00%	38.22%	8,323.33	100.00%	13.92%	65,743,215	100.00%	37.16%	1,119.57	100.00%	1.87%	176,896,502	100.00%	59,795.06	100.00%



'Secondary' includes those routes in the VDOT secondary systemand  (unnumbered) routes maintained by Arlington and Henrico Counties.
'Primary' includes those routes designated as 'US', 'SR' (Virginia State Route) and Frontage Roads.
'Interstate' includes those routes in the Interstate System.

VDOT maintains all facilities summarized in this report except those summarized in the Secondary columns for Arlington and Henrico counties. 																														
Road Length values are a reasonable copy of centerline road length values maintained by VDOT Asset Management Division using HTRIS road inventory with input from the Local Assistance Division.
Maintenance Jurisdiction DVMT report totals do not match Physical Jurisdiction DVMT report totals because of maintenance responsibility outside Virginia (North Carolina and West Virginia).
DVMT and road length totals ARE NOT EXPECTED to match totals reported to and published by FHWA because of VDOT maintainance of roads outside of Virginia (North Carolina and West Virginia).

ReportID:	2100	DataYear:	2009		ReportID:	2100	DataYear:	2009		ReportID:	2100	DataYear:	2009		ReportID:	2100	DataYear:	2009		ReportID:	2100	DataYear:	2009		ReportID:	2100	DataYear:	2009	Prepared	7/11/2010
