ReportID:	230	DataYear:	2009		ReportID:	230	DataYear:	2009		ReportID:	230	DataYear:	2009		ReportID:	230	DataYear:	2009		ReportID:	230	DataYear:	2009		ReportID:	230	DataYear:	2009	Prepared	7/11/2010
 		   		1	Rural Principal Arterial - Interstate	10	Six or More Axle Single Trailers	              	0	0.00%	0.00%	0.00	0.00%	0.00%	0	0.00%	0.00%	0.00	0.00%	0.00%	37,051	0.06%	0.02%	668.69	59.75%	0.90%	37,051	0.02%	668.69	0.90%
 		   		1	Rural Principal Arterial - Interstate	11	Five Axle or Fewer Multi-Trailers	              	0	0.00%	0.00%	0.00	0.00%	0.00%	0	0.00%	0.00%	0.00	0.00%	0.00%	177,066	0.27%	0.08%	668.69	59.75%	0.90%	177,066	0.08%	668.69	0.90%
 		   		1	Rural Principal Arterial - Interstate	12	Six Axle Multi-Trailers	              	0	0.00%	0.00%	0.00	0.00%	0.00%	0	0.00%	0.00%	0.00	0.00%	0.00%	68,923	0.10%	0.03%	668.69	59.75%	0.90%	68,923	0.03%	668.69	0.90%
 		   		1	Rural Principal Arterial - Interstate	13	Seven or More Axle Multi-Trailers	              	0	0.00%	0.00%	0.00	0.00%	0.00%	0	0.00%	0.00%	0.00	0.00%	0.00%	320	0.00%	0.00%	668.69	59.75%	0.90%	320	0.00%	668.69	0.90%
 		   		2	Rural Principal Arterial - Other	01	Motorcycles	              	0	0.00%	0.00%	0.62	0.00%	0.00%	66,762	0.07%	0.03%	1,345.53	13.47%	1.81%	0	0.00%	0.00%	0.00	0.00%	0.00%	66,762	0.03%	1,346.15	1.82%
 		   		2	Rural Principal Arterial - Other	02	Passenger Cars	              	3,847	0.01%	0.00%	0.62	0.00%	0.00%	12,010,281	13.15%	5.42%	1,345.53	13.47%	1.81%	0	0.00%	0.00%	0.00	0.00%	0.00%	12,014,129	5.42%	1,346.15	1.82%
 		   		2	Rural Principal Arterial - Other	03	Two Axle, 4 Tire Single Unit Vehicles	              	0	0.00%	0.00%	0.62	0.00%	0.00%	3,306,605	3.62%	1.49%	1,345.53	13.47%	1.81%	0	0.00%	0.00%	0.00	0.00%	0.00%	3,306,605	1.49%	1,346.15	1.82%
 		   		2	Rural Principal Arterial - Other	04	Busses	              	0	0.00%	0.00%	0.62	0.00%	0.00%	95,377	0.10%	0.04%	1,345.53	13.47%	1.81%	0	0.00%	0.00%	0.00	0.00%	0.00%	95,377	0.04%	1,346.15	1.82%
 		   		2	Rural Principal Arterial - Other	05	Two Axle, 6 Tire Single Unit Trucks	              	0	0.00%	0.00%	0.62	0.00%	0.00%	133,213	0.15%	0.06%	1,345.53	13.47%	1.81%	0	0.00%	0.00%	0.00	0.00%	0.00%	133,213	0.06%	1,346.15	1.82%
 		   		2	Rural Principal Arterial - Other	06	Three Axle Single Unit Trucks	              	0	0.00%	0.00%	0.62	0.00%	0.00%	103,551	0.11%	0.05%	1,345.53	13.47%	1.81%	0	0.00%	0.00%	0.00	0.00%	0.00%	103,551	0.05%	1,346.15	1.82%
 		   		2	Rural Principal Arterial - Other	07	Four or More Axle Single Unit Trucks	              	0	0.00%	0.00%	0.62	0.00%	0.00%	24,576	0.03%	0.01%	1,345.53	13.47%	1.81%	0	0.00%	0.00%	0.00	0.00%	0.00%	24,576	0.01%	1,346.15	1.82%
 		   		2	Rural Principal Arterial - Other	08	Four Axle or Fewer Single Trailers	              	0	0.00%	0.00%	0.62	0.00%	0.00%	74,555	0.08%	0.03%	1,345.53	13.47%	1.81%	0	0.00%	0.00%	0.00	0.00%	0.00%	74,555	0.03%	1,346.15	1.82%
 		   		2	Rural Principal Arterial - Other	09	Five Axle Single Trailers	              	0	0.00%	0.00%	0.62	0.00%	0.00%	928,812	1.02%	0.42%	1,345.53	13.47%	1.81%	0	0.00%	0.00%	0.00	0.00%	0.00%	928,812	0.42%	1,346.15	1.82%
 		   		2	Rural Principal Arterial - Other	10	Six or More Axle Single Trailers	              	0	0.00%	0.00%	0.62	0.00%	0.00%	17,813	0.02%	0.01%	1,345.53	13.47%	1.81%	0	0.00%	0.00%	0.00	0.00%	0.00%	17,813	0.01%	1,346.15	1.82%
 		   		2	Rural Principal Arterial - Other	11	Five Axle or Fewer Multi-Trailers	              	0	0.00%	0.00%	0.62	0.00%	0.00%	35,334	0.04%	0.02%	1,345.53	13.47%	1.81%	0	0.00%	0.00%	0.00	0.00%	0.00%	35,334	0.02%	1,346.15	1.82%
 		   		2	Rural Principal Arterial - Other	12	Six Axle Multi-Trailers	              	0	0.00%	0.00%	0.62	0.00%	0.00%	7,779	0.01%	0.00%	1,345.53	13.47%	1.81%	0	0.00%	0.00%	0.00	0.00%	0.00%	7,779	0.00%	1,346.15	1.82%
 		   		2	Rural Principal Arterial - Other	13	Seven or More Axle Multi-Trailers	              	0	0.00%	0.00%	0.62	0.00%	0.00%	56	0.00%	0.00%	1,345.53	13.47%	1.81%	0	0.00%	0.00%	0.00	0.00%	0.00%	56	0.00%	1,346.15	1.82%
 		   		6	Rural Minor Arterial	01	Motorcycles	              	431	0.00%	0.00%	21.38	0.03%	0.03%	77,522	0.08%	0.03%	3,409.07	34.12%	4.60%	0	0.00%	0.00%	0.00	0.00%	0.00%	77,953	0.04%	3,430.45	4.63%
 		   		6	Rural Minor Arterial	02	Passenger Cars	              	69,946	0.11%	0.03%	21.38	0.03%	0.03%	10,302,406	11.28%	4.65%	3,409.07	34.12%	4.60%	0	0.00%	0.00%	0.00	0.00%	0.00%	10,372,353	4.68%	3,430.45	4.63%
 		   		6	Rural Minor Arterial	03	Two Axle, 4 Tire Single Unit Vehicles	              	20,654	0.03%	0.01%	21.38	0.03%	0.03%	3,313,351	3.63%	1.49%	3,409.07	34.12%	4.60%	0	0.00%	0.00%	0.00	0.00%	0.00%	3,334,005	1.50%	3,430.45	4.63%
 		   		6	Rural Minor Arterial	04	Busses	              	952	0.00%	0.00%	21.38	0.03%	0.03%	97,406	0.11%	0.04%	3,409.07	34.12%	4.60%	0	0.00%	0.00%	0.00	0.00%	0.00%	98,358	0.04%	3,430.45	4.63%
 		   		6	Rural Minor Arterial	05	Two Axle, 6 Tire Single Unit Trucks	              	1,387	0.00%	0.00%	21.38	0.03%	0.03%	152,654	0.17%	0.07%	3,409.07	34.12%	4.60%	0	0.00%	0.00%	0.00	0.00%	0.00%	154,041	0.07%	3,430.45	4.63%
 		   		6	Rural Minor Arterial	06	Three Axle Single Unit Trucks	              	329	0.00%	0.00%	21.38	0.03%	0.03%	121,202	0.13%	0.05%	3,409.07	34.12%	4.60%	0	0.00%	0.00%	0.00	0.00%	0.00%	121,530	0.05%	3,430.45	4.63%
 		   		6	Rural Minor Arterial	07	Four or More Axle Single Unit Trucks	              	42	0.00%	0.00%	21.38	0.03%	0.03%	32,330	0.04%	0.01%	3,409.07	34.12%	4.60%	0	0.00%	0.00%	0.00	0.00%	0.00%	32,372	0.01%	3,430.45	4.63%
 		   		6	Rural Minor Arterial	08	Four Axle or Fewer Single Trailers	              	130	0.00%	0.00%	21.38	0.03%	0.03%	62,536	0.07%	0.03%	3,409.07	34.12%	4.60%	0	0.00%	0.00%	0.00	0.00%	0.00%	62,666	0.03%	3,430.45	4.63%
 		   		6	Rural Minor Arterial	09	Five Axle Single Trailers	              	133	0.00%	0.00%	21.38	0.03%	0.03%	425,460	0.47%	0.19%	3,409.07	34.12%	4.60%	0	0.00%	0.00%	0.00	0.00%	0.00%	425,593	0.19%	3,430.45	4.63%
 		   		6	Rural Minor Arterial	10	Six or More Axle Single Trailers	              	6	0.00%	0.00%	21.38	0.03%	0.03%	21,658	0.02%	0.01%	3,409.07	34.12%	4.60%	0	0.00%	0.00%	0.00	0.00%	0.00%	21,664	0.01%	3,430.45	4.63%
 		   		6	Rural Minor Arterial	11	Five Axle or Fewer Multi-Trailers	              	0	0.00%	0.00%	21.38	0.03%	0.03%	1,987	0.00%	0.00%	3,409.07	34.12%	4.60%	0	0.00%	0.00%	0.00	0.00%	0.00%	1,987	0.00%	3,430.45	4.63%
 		   		6	Rural Minor Arterial	12	Six Axle Multi-Trailers	              	0	0.00%	0.00%	21.38	0.03%	0.03%	443	0.00%	0.00%	3,409.07	34.12%	4.60%	0	0.00%	0.00%	0.00	0.00%	0.00%	443	0.00%	3,430.45	4.63%
 		   		6	Rural Minor Arterial	13	Seven or More Axle Multi-Trailers	              	0	0.00%	0.00%	21.38	0.03%	0.03%	29	0.00%	0.00%	3,409.07	34.12%	4.60%	0	0.00%	0.00%	0.00	0.00%	0.00%	29	0.00%	3,430.45	4.63%
 		   		7	Rural Major Collector	01	Motorcycles	              	48,258	0.07%	0.02%	7,004.10	11.11%	9.45%	38,765	0.04%	0.02%	2,262.98	22.65%	3.05%	0	0.00%	0.00%	0.00	0.00%	0.00%	87,024	0.04%	9,267.08	12.50%
 		   		7	Rural Major Collector	02	Passenger Cars	              	6,069,099	9.39%	2.74%	7,004.10	11.11%	9.45%	4,534,665	4.96%	2.05%	2,262.98	22.65%	3.05%	0	0.00%	0.00%	0.00	0.00%	0.00%	10,603,765	4.78%	9,267.08	12.50%
 		   		7	Rural Major Collector	03	Two Axle, 4 Tire Single Unit Vehicles	              	2,018,560	3.12%	0.91%	7,004.10	11.11%	9.45%	1,481,461	1.62%	0.67%	2,262.98	22.65%	3.05%	0	0.00%	0.00%	0.00	0.00%	0.00%	3,500,021	1.58%	9,267.08	12.50%
 		   		7	Rural Major Collector	04	Busses	              	55,090	0.09%	0.02%	7,004.10	11.11%	9.45%	41,494	0.05%	0.02%	2,262.98	22.65%	3.05%	0	0.00%	0.00%	0.00	0.00%	0.00%	96,585	0.04%	9,267.08	12.50%
 		   		7	Rural Major Collector	05	Two Axle, 6 Tire Single Unit Trucks	              	80,545	0.12%	0.04%	7,004.10	11.11%	9.45%	64,754	0.07%	0.03%	2,262.98	22.65%	3.05%	0	0.00%	0.00%	0.00	0.00%	0.00%	145,298	0.07%	9,267.08	12.50%
 		   		7	Rural Major Collector	06	Three Axle Single Unit Trucks	              	65,345	0.10%	0.03%	7,004.10	11.11%	9.45%	60,514	0.07%	0.03%	2,262.98	22.65%	3.05%	0	0.00%	0.00%	0.00	0.00%	0.00%	125,859	0.06%	9,267.08	12.50%
 		   		7	Rural Major Collector	07	Four or More Axle Single Unit Trucks	              	17,589	0.03%	0.01%	7,004.10	11.11%	9.45%	17,807	0.02%	0.01%	2,262.98	22.65%	3.05%	0	0.00%	0.00%	0.00	0.00%	0.00%	35,395	0.02%	9,267.08	12.50%
 		   		7	Rural Major Collector	08	Four Axle or Fewer Single Trailers	              	22,411	0.03%	0.01%	7,004.10	11.11%	9.45%	21,336	0.02%	0.01%	2,262.98	22.65%	3.05%	0	0.00%	0.00%	0.00	0.00%	0.00%	43,747	0.02%	9,267.08	12.50%
 		   		7	Rural Major Collector	09	Five Axle Single Trailers	              	80,343	0.12%	0.04%	7,004.10	11.11%	9.45%	102,056	0.11%	0.05%	2,262.98	22.65%	3.05%	0	0.00%	0.00%	0.00	0.00%	0.00%	182,399	0.08%	9,267.08	12.50%
 		   		7	Rural Major Collector	10	Six or More Axle Single Trailers	              	9,693	0.01%	0.00%	7,004.10	11.11%	9.45%	19,193	0.02%	0.01%	2,262.98	22.65%	3.05%	0	0.00%	0.00%	0.00	0.00%	0.00%	28,886	0.01%	9,267.08	12.50%
 		   		7	Rural Major Collector	11	Five Axle or Fewer Multi-Trailers	              	224	0.00%	0.00%	7,004.10	11.11%	9.45%	409	0.00%	0.00%	2,262.98	22.65%	3.05%	0	0.00%	0.00%	0.00	0.00%	0.00%	633	0.00%	9,267.08	12.50%
 		   		7	Rural Major Collector	12	Six Axle Multi-Trailers	              	119	0.00%	0.00%	7,004.10	11.11%	9.45%	100	0.00%	0.00%	2,262.98	22.65%	3.05%	0	0.00%	0.00%	0.00	0.00%	0.00%	219	0.00%	9,267.08	12.50%
 		   		7	Rural Major Collector	13	Seven or More Axle Multi-Trailers	              	20	0.00%	0.00%	7,004.10	11.11%	9.45%	11	0.00%	0.00%	2,262.98	22.65%	3.05%	0	0.00%	0.00%	0.00	0.00%	0.00%	31	0.00%	9,267.08	12.50%
 		   		8	Rural Minor Collector	01	Motorcycles	              	8,298	0.01%	0.00%	2,424.28	3.85%	3.27%	70	0.00%	0.00%	14.30	0.14%	0.02%	0	0.00%	0.00%	0.00	0.00%	0.00%	8,368	0.00%	2,438.58	3.29%
 		   		8	Rural Minor Collector	02	Passenger Cars	              	1,091,954	1.69%	0.49%	2,424.28	3.85%	3.27%	9,352	0.01%	0.00%	14.30	0.14%	0.02%	0	0.00%	0.00%	0.00	0.00%	0.00%	1,101,306	0.50%	2,438.58	3.29%
 		   		8	Rural Minor Collector	03	Two Axle, 4 Tire Single Unit Vehicles	              	367,277	0.57%	0.17%	2,424.28	3.85%	3.27%	2,709	0.00%	0.00%	14.30	0.14%	0.02%	0	0.00%	0.00%	0.00	0.00%	0.00%	369,985	0.17%	2,438.58	3.29%
 		   		8	Rural Minor Collector	04	Busses	              	11,557	0.02%	0.01%	2,424.28	3.85%	3.27%	45	0.00%	0.00%	14.30	0.14%	0.02%	0	0.00%	0.00%	0.00	0.00%	0.00%	11,602	0.01%	2,438.58	3.29%
 		   		8	Rural Minor Collector	05	Two Axle, 6 Tire Single Unit Trucks	              	13,739	0.02%	0.01%	2,424.28	3.85%	3.27%	142	0.00%	0.00%	14.30	0.14%	0.02%	0	0.00%	0.00%	0.00	0.00%	0.00%	13,881	0.01%	2,438.58	3.29%
 		   		8	Rural Minor Collector	06	Three Axle Single Unit Trucks	              	11,246	0.02%	0.01%	2,424.28	3.85%	3.27%	95	0.00%	0.00%	14.30	0.14%	0.02%	0	0.00%	0.00%	0.00	0.00%	0.00%	11,340	0.01%	2,438.58	3.29%
 		   		8	Rural Minor Collector	07	Four or More Axle Single Unit Trucks	              	2,460	0.00%	0.00%	2,424.28	3.85%	3.27%	27	0.00%	0.00%	14.30	0.14%	0.02%	0	0.00%	0.00%	0.00	0.00%	0.00%	2,487	0.00%	2,438.58	3.29%
 		   		8	Rural Minor Collector	08	Four Axle or Fewer Single Trailers	              	3,297	0.01%	0.00%	2,424.28	3.85%	3.27%	48	0.00%	0.00%	14.30	0.14%	0.02%	0	0.00%	0.00%	0.00	0.00%	0.00%	3,345	0.00%	2,438.58	3.29%
 		   		8	Rural Minor Collector	09	Five Axle Single Trailers	              	9,395	0.01%	0.00%	2,424.28	3.85%	3.27%	459	0.00%	0.00%	14.30	0.14%	0.02%	0	0.00%	0.00%	0.00	0.00%	0.00%	9,853	0.00%	2,438.58	3.29%
 		   		8	Rural Minor Collector	10	Six or More Axle Single Trailers	              	1,331	0.00%	0.00%	2,424.28	3.85%	3.27%	103	0.00%	0.00%	14.30	0.14%	0.02%	0	0.00%	0.00%	0.00	0.00%	0.00%	1,434	0.00%	2,438.58	3.29%
 		   		8	Rural Minor Collector	11	Five Axle or Fewer Multi-Trailers	              	38	0.00%	0.00%	2,424.28	3.85%	3.27%	0	0.00%	0.00%	14.30	0.14%	0.02%	0	0.00%	0.00%	0.00	0.00%	0.00%	38	0.00%	2,438.58	3.29%
 		   		8	Rural Minor Collector	12	Six Axle Multi-Trailers	              	5	0.00%	0.00%	2,424.28	3.85%	3.27%	0	0.00%	0.00%	14.30	0.14%	0.02%	0	0.00%	0.00%	0.00	0.00%	0.00%	5	0.00%	2,438.58	3.29%
 		   		8	Rural Minor Collector	13	Seven or More Axle Multi-Trailers	              	2	0.00%	0.00%	2,424.28	3.85%	3.27%	0	0.00%	0.00%	14.30	0.14%	0.02%	0	0.00%	0.00%	0.00	0.00%	0.00%	2	0.00%	2,438.58	3.29%
 		   		9	Rural Local System	01	Motorcycles	              	1,000	0.00%	0.00%	32,903.27	52.19%	44.37%	43	0.00%	0.00%	299.03	2.99%	0.40%	0	0.00%	0.00%	0.00	0.00%	0.00%	1,043	0.00%	33,202.30	44.77%
 		   		9	Rural Local System	02	Passenger Cars	              	9,095,643	14.07%	4.10%	32,903.27	52.19%	44.37%	226,094	0.25%	0.10%	299.03	2.99%	0.40%	0	0.00%	0.00%	0.00	0.00%	0.00%	9,321,737	4.20%	33,202.30	44.77%
 		   		9	Rural Local System	03	Two Axle, 4 Tire Single Unit Vehicles	              	39,211	0.06%	0.02%	32,903.27	52.19%	44.37%	3,836	0.00%	0.00%	299.03	2.99%	0.40%	0	0.00%	0.00%	0.00	0.00%	0.00%	43,048	0.02%	33,202.30	44.77%
 		   		9	Rural Local System	04	Busses	              	1,190	0.00%	0.00%	32,903.27	52.19%	44.37%	180	0.00%	0.00%	299.03	2.99%	0.40%	0	0.00%	0.00%	0.00	0.00%	0.00%	1,370	0.00%	33,202.30	44.77%
 		   		9	Rural Local System	05	Two Axle, 6 Tire Single Unit Trucks	              	1,731	0.00%	0.00%	32,903.27	52.19%	44.37%	77	0.00%	0.00%	299.03	2.99%	0.40%	0	0.00%	0.00%	0.00	0.00%	0.00%	1,808	0.00%	33,202.30	44.77%
 		   		9	Rural Local System	06	Three Axle Single Unit Trucks	              	1,245	0.00%	0.00%	32,903.27	52.19%	44.37%	104	0.00%	0.00%	299.03	2.99%	0.40%	0	0.00%	0.00%	0.00	0.00%	0.00%	1,350	0.00%	33,202.30	44.77%
 		   		9	Rural Local System	07	Four or More Axle Single Unit Trucks	              	271	0.00%	0.00%	32,903.27	52.19%	44.37%	10	0.00%	0.00%	299.03	2.99%	0.40%	0	0.00%	0.00%	0.00	0.00%	0.00%	280	0.00%	33,202.30	44.77%
 		   		9	Rural Local System	08	Four Axle or Fewer Single Trailers	              	385	0.00%	0.00%	32,903.27	52.19%	44.37%	28	0.00%	0.00%	299.03	2.99%	0.40%	0	0.00%	0.00%	0.00	0.00%	0.00%	413	0.00%	33,202.30	44.77%
 		   		9	Rural Local System	09	Five Axle Single Trailers	              	2,033	0.00%	0.00%	32,903.27	52.19%	44.37%	46	0.00%	0.00%	299.03	2.99%	0.40%	0	0.00%	0.00%	0.00	0.00%	0.00%	2,079	0.00%	33,202.30	44.77%
 		   		9	Rural Local System	10	Six or More Axle Single Trailers	              	123	0.00%	0.00%	32,903.27	52.19%	44.37%	5	0.00%	0.00%	299.03	2.99%	0.40%	0	0.00%	0.00%	0.00	0.00%	0.00%	128	0.00%	33,202.30	44.77%
 		   		9	Rural Local System	11	Five Axle or Fewer Multi-Trailers	              	3	0.00%	0.00%	32,903.27	52.19%	44.37%	0	0.00%	0.00%	299.03	2.99%	0.40%	0	0.00%	0.00%	0.00	0.00%	0.00%	4	0.00%	33,202.30	44.77%
 		   		9	Rural Local System	12	Six Axle Multi-Trailers	              	4	0.00%	0.00%	32,903.27	52.19%	44.37%	0	0.00%	0.00%	299.03	2.99%	0.40%	0	0.00%	0.00%	0.00	0.00%	0.00%	4	0.00%	33,202.30	44.77%
 		   		9	Rural Local System	13	Seven or More Axle Multi-Trailers	              	0	0.00%	0.00%	32,903.27	52.19%	44.37%	0	0.00%	0.00%	299.03	2.99%	0.40%	0	0.00%	0.00%	0.00	0.00%	0.00%	0	0.00%	33,202.30	44.77%
 		   		11	Urban Principal Arterial - Interstate	01	Motorcycles	              	0	0.00%	0.00%	0.00	0.00%	0.00%	0	0.00%	0.00%	0.00	0.00%	0.00%	126,727	0.19%	0.06%	450.38	40.25%	0.61%	126,727	0.06%	450.38	0.61%
 		   		11	Urban Principal Arterial - Interstate	02	Passenger Cars	              	0	0.00%	0.00%	0.00	0.00%	0.00%	0	0.00%	0.00%	0.00	0.00%	0.00%	31,826,937	48.42%	14.35%	450.38	40.25%	0.61%	31,826,937	14.35%	450.38	0.61%
 		   		11	Urban Principal Arterial - Interstate	03	Two Axle, 4 Tire Single Unit Vehicles	              	0	0.00%	0.00%	0.00	0.00%	0.00%	0	0.00%	0.00%	0.00	0.00%	0.00%	6,005,845	9.14%	2.71%	450.38	40.25%	0.61%	6,005,845	2.71%	450.38	0.61%
 		   		11	Urban Principal Arterial - Interstate	04	Busses	              	0	0.00%	0.00%	0.00	0.00%	0.00%	0	0.00%	0.00%	0.00	0.00%	0.00%	219,745	0.33%	0.10%	450.38	40.25%	0.61%	219,745	0.10%	450.38	0.61%
 		   		11	Urban Principal Arterial - Interstate	05	Two Axle, 6 Tire Single Unit Trucks	              	0	0.00%	0.00%	0.00	0.00%	0.00%	0	0.00%	0.00%	0.00	0.00%	0.00%	262,707	0.40%	0.12%	450.38	40.25%	0.61%	262,707	0.12%	450.38	0.61%
 		   		11	Urban Principal Arterial - Interstate	06	Three Axle Single Unit Trucks	              	0	0.00%	0.00%	0.00	0.00%	0.00%	0	0.00%	0.00%	0.00	0.00%	0.00%	195,221	0.30%	0.09%	450.38	40.25%	0.61%	195,221	0.09%	450.38	0.61%
 		   		11	Urban Principal Arterial - Interstate	07	Four or More Axle Single Unit Trucks	              	0	0.00%	0.00%	0.00	0.00%	0.00%	0	0.00%	0.00%	0.00	0.00%	0.00%	37,606	0.06%	0.02%	450.38	40.25%	0.61%	37,606	0.02%	450.38	0.61%
 		   		11	Urban Principal Arterial - Interstate	08	Four Axle or Fewer Single Trailers	              	0	0.00%	0.00%	0.00	0.00%	0.00%	0	0.00%	0.00%	0.00	0.00%	0.00%	123,961	0.19%	0.06%	450.38	40.25%	0.61%	123,961	0.06%	450.38	0.61%
 		   		11	Urban Principal Arterial - Interstate	09	Five Axle Single Trailers	              	0	0.00%	0.00%	0.00	0.00%	0.00%	0	0.00%	0.00%	0.00	0.00%	0.00%	2,057,759	3.13%	0.93%	450.38	40.25%	0.61%	2,057,759	0.93%	450.38	0.61%
 		   		11	Urban Principal Arterial - Interstate	10	Six or More Axle Single Trailers	              	0	0.00%	0.00%	0.00	0.00%	0.00%	0	0.00%	0.00%	0.00	0.00%	0.00%	34,362	0.05%	0.02%	450.38	40.25%	0.61%	34,362	0.02%	450.38	0.61%
 		   		11	Urban Principal Arterial - Interstate	11	Five Axle or Fewer Multi-Trailers	              	0	0.00%	0.00%	0.00	0.00%	0.00%	0	0.00%	0.00%	0.00	0.00%	0.00%	73,670	0.11%	0.03%	450.38	40.25%	0.61%	73,670	0.03%	450.38	0.61%
 		   		11	Urban Principal Arterial - Interstate	12	Six Axle Multi-Trailers	              	0	0.00%	0.00%	0.00	0.00%	0.00%	0	0.00%	0.00%	0.00	0.00%	0.00%	28,007	0.04%	0.01%	450.38	40.25%	0.61%	28,007	0.01%	450.38	0.61%
 		   		11	Urban Principal Arterial - Interstate	13	Seven or More Axle Multi-Trailers	              	0	0.00%	0.00%	0.00	0.00%	0.00%	0	0.00%	0.00%	0.00	0.00%	0.00%	182	0.00%	0.00%	450.38	40.25%	0.61%	182	0.00%	450.38	0.61%
 		   		12	Urban Principal Arterial - Other Freeways or Expressways	01	Motorcycles	              	404	0.00%	0.00%	5.48	0.01%	0.01%	26,657	0.03%	0.01%	285.29	2.86%	0.38%	0	0.00%	0.00%	0.00	0.00%	0.00%	27,061	0.01%	290.77	0.39%
 		   		12	Urban Principal Arterial - Other Freeways or Expressways	02	Passenger Cars	              	119,924	0.19%	0.05%	5.48	0.01%	0.01%	8,542,133	9.35%	3.85%	285.29	2.86%	0.38%	0	0.00%	0.00%	0.00	0.00%	0.00%	8,662,056	3.91%	290.77	0.39%
 		   		12	Urban Principal Arterial - Other Freeways or Expressways	03	Two Axle, 4 Tire Single Unit Vehicles	              	19,822	0.03%	0.01%	5.48	0.01%	0.01%	1,438,460	1.57%	0.65%	285.29	2.86%	0.38%	0	0.00%	0.00%	0.00	0.00%	0.00%	1,458,282	0.66%	290.77	0.39%
 		   		12	Urban Principal Arterial - Other Freeways or Expressways	04	Busses	              	423	0.00%	0.00%	5.48	0.01%	0.01%	40,491	0.04%	0.02%	285.29	2.86%	0.38%	0	0.00%	0.00%	0.00	0.00%	0.00%	40,914	0.02%	290.77	0.39%
 		   		12	Urban Principal Arterial - Other Freeways or Expressways	05	Two Axle, 6 Tire Single Unit Trucks	              	523	0.00%	0.00%	5.48	0.01%	0.01%	54,448	0.06%	0.02%	285.29	2.86%	0.38%	0	0.00%	0.00%	0.00	0.00%	0.00%	54,970	0.02%	290.77	0.39%
