ReportID:	1220	DataYear:	2009		ReportID:	1220	DataYear:	2009		ReportID:	1220	DataYear:	2009		ReportID:	1220	DataYear:	2009		ReportID:	1220	DataYear:	2009		ReportID:	1220	DataYear:	2009	Prepared	7/11/2010
Daily Vehicle Miles Traveled (DVMT) by Physical Jurisdiction by Vehicle Class																														
Public Road Segments within the Commonwealth of Virginia																														
Using Distance Measured Along North and East Bound Direction of Separated Inventoried Highways																														
2009																														
																														
									Secondary						Primary						Interstate						All Roads			
													%	%					%	%					%	%				%
										%	%		of	of		%	%		of	of		%	%		of	of		%		of
										of	of		Secondary	State		of	of		Primary	State		of	of		Interstate	State		of		State
						Federal				Secondary	State	Road	Total	Total		Primary	State	Road	Total	Total		Interstate	State	Road	Total	Total		State	Road	Total
						Vehicle				Total	Total	Length	Road	Road		Total	Total	Length	Road	Road		Total	Total	Length	Road	Road		Total	Length	Road
		Jurisdiction				Class			DVMT	VMT	VMT	(Miles)	Length	Length	DVMT	VMT	VMT	(Miles)	Length	Length	DVMT	VMT	VMT	(Miles)	Length	Length	DVMT	VMT	(Miles)	Length
																														
 		001	Accomack County			01	Motorcycles	              	878	0.00%	0.00%	513.60	0.81%	0.69%	3,066	0.00%	0.00%	85.14	0.85%	0.11%	0	0.00%	0.00%	0.00	0.00%	0.00%	3,943	0.00%	598.74	0.81%
 		001	Accomack County			02	Passenger Cars	              	197,064	0.30%	0.09%	513.60	0.81%	0.69%	574,841	0.63%	0.26%	85.14	0.85%	0.11%	0	0.00%	0.00%	0.00	0.00%	0.00%	771,905	0.35%	598.74	0.81%
 		001	Accomack County			03	Two Axle, 4 Tire Single Unit Vehicles	              	35,031	0.05%	0.02%	513.60	0.81%	0.69%	169,977	0.19%	0.08%	85.14	0.85%	0.11%	0	0.00%	0.00%	0.00	0.00%	0.00%	205,008	0.09%	598.74	0.81%
 		001	Accomack County			04	Busses	              	719	0.00%	0.00%	513.60	0.81%	0.69%	5,356	0.01%	0.00%	85.14	0.85%	0.11%	0	0.00%	0.00%	0.00	0.00%	0.00%	6,074	0.00%	598.74	0.81%
 		001	Accomack County			05	Two Axle, 6 Tire Single Unit Trucks	              	1,178	0.00%	0.00%	513.60	0.81%	0.69%	6,730	0.01%	0.00%	85.14	0.85%	0.11%	0	0.00%	0.00%	0.00	0.00%	0.00%	7,908	0.00%	598.74	0.81%
 		001	Accomack County			06	Three Axle Single Unit Trucks	              	1,019	0.00%	0.00%	513.60	0.81%	0.69%	3,944	0.00%	0.00%	85.14	0.85%	0.11%	0	0.00%	0.00%	0.00	0.00%	0.00%	4,963	0.00%	598.74	0.81%
 		001	Accomack County			07	Four or More Axle Single Unit Trucks	              	122	0.00%	0.00%	513.60	0.81%	0.69%	333	0.00%	0.00%	85.14	0.85%	0.11%	0	0.00%	0.00%	0.00	0.00%	0.00%	455	0.00%	598.74	0.81%
 		001	Accomack County			08	Four Axle or Fewer Single Trailers	              	481	0.00%	0.00%	513.60	0.81%	0.69%	2,580	0.00%	0.00%	85.14	0.85%	0.11%	0	0.00%	0.00%	0.00	0.00%	0.00%	3,061	0.00%	598.74	0.81%
 		001	Accomack County			09	Five Axle Single Trailers	              	1,356	0.00%	0.00%	513.60	0.81%	0.69%	26,255	0.03%	0.01%	85.14	0.85%	0.11%	0	0.00%	0.00%	0.00	0.00%	0.00%	27,611	0.01%	598.74	0.81%
 		001	Accomack County			10	Six or More Axle Single Trailers	              	38	0.00%	0.00%	513.60	0.81%	0.69%	267	0.00%	0.00%	85.14	0.85%	0.11%	0	0.00%	0.00%	0.00	0.00%	0.00%	305	0.00%	598.74	0.81%
 		001	Accomack County			11	Five Axle or Fewer Multi-Trailers	              	2	0.00%	0.00%	513.60	0.81%	0.69%	18	0.00%	0.00%	85.14	0.85%	0.11%	0	0.00%	0.00%	0.00	0.00%	0.00%	20	0.00%	598.74	0.81%
 		001	Accomack County			12	Six Axle Multi-Trailers	              	2	0.00%	0.00%	513.60	0.81%	0.69%	54	0.00%	0.00%	85.14	0.85%	0.11%	0	0.00%	0.00%	0.00	0.00%	0.00%	57	0.00%	598.74	0.81%
 		001	Accomack County			13	Seven or More Axle Multi-Trailers	              	0	0.00%	0.00%	513.60	0.81%	0.69%	1	0.00%	0.00%	85.14	0.85%	0.11%	0	0.00%	0.00%	0.00	0.00%	0.00%	1	0.00%	598.74	0.81%
 		001	Accomack County Total:						237,889	0.37%	0.11%	513.60	0.81%	0.69%	793,423	0.87%	0.36%	85.14	0.85%	0.11%	0	0.00%	0.00%	0.00	0.00%	0.00%	1,031,311	0.47%	598.74	0.81%
 		002	Albemarle County			01	Motorcycles	              	1,233	0.00%	0.00%	872.72	1.38%	1.18%	4,150	0.00%	0.00%	138.57	1.39%	0.19%	3,769	0.01%	0.00%	29.67	2.65%	0.04%	9,152	0.00%	1,040.96	1.40%
 		002	Albemarle County			02	Passenger Cars	              	774,631	1.20%	0.35%	872.72	1.38%	1.18%	1,209,463	1.32%	0.55%	138.57	1.39%	0.19%	785,637	1.20%	0.35%	29.67	2.65%	0.04%	2,769,731	1.25%	1,040.96	1.40%
 		002	Albemarle County			03	Two Axle, 4 Tire Single Unit Vehicles	              	100,518	0.16%	0.05%	872.72	1.38%	1.18%	247,780	0.27%	0.11%	138.57	1.39%	0.19%	178,963	0.27%	0.08%	29.67	2.65%	0.04%	527,261	0.24%	1,040.96	1.40%
 		002	Albemarle County			04	Busses	              	3,427	0.01%	0.00%	872.72	1.38%	1.18%	8,526	0.01%	0.00%	138.57	1.39%	0.19%	7,780	0.01%	0.00%	29.67	2.65%	0.04%	19,733	0.01%	1,040.96	1.40%
 		002	Albemarle County			05	Two Axle, 6 Tire Single Unit Trucks	              	3,570	0.01%	0.00%	872.72	1.38%	1.18%	10,562	0.01%	0.00%	138.57	1.39%	0.19%	8,719	0.01%	0.00%	29.67	2.65%	0.04%	22,850	0.01%	1,040.96	1.40%
 		002	Albemarle County			06	Three Axle Single Unit Trucks	              	2,703	0.00%	0.00%	872.72	1.38%	1.18%	9,136	0.01%	0.00%	138.57	1.39%	0.19%	5,019	0.01%	0.00%	29.67	2.65%	0.04%	16,858	0.01%	1,040.96	1.40%
 		002	Albemarle County			07	Four or More Axle Single Unit Trucks	              	489	0.00%	0.00%	872.72	1.38%	1.18%	1,918	0.00%	0.00%	138.57	1.39%	0.19%	607	0.00%	0.00%	29.67	2.65%	0.04%	3,013	0.00%	1,040.96	1.40%
 		002	Albemarle County			08	Four Axle or Fewer Single Trailers	              	818	0.00%	0.00%	872.72	1.38%	1.18%	4,234	0.00%	0.00%	138.57	1.39%	0.19%	5,185	0.01%	0.00%	29.67	2.65%	0.04%	10,236	0.00%	1,040.96	1.40%
 		002	Albemarle County			09	Five Axle Single Trailers	              	758	0.00%	0.00%	872.72	1.38%	1.18%	30,061	0.03%	0.01%	138.57	1.39%	0.19%	89,848	0.14%	0.04%	29.67	2.65%	0.04%	120,667	0.05%	1,040.96	1.40%
 		002	Albemarle County			10	Six or More Axle Single Trailers	              	98	0.00%	0.00%	872.72	1.38%	1.18%	526	0.00%	0.00%	138.57	1.39%	0.19%	1,498	0.00%	0.00%	29.67	2.65%	0.04%	2,122	0.00%	1,040.96	1.40%
 		002	Albemarle County			11	Five Axle or Fewer Multi-Trailers	              	5	0.00%	0.00%	872.72	1.38%	1.18%	1,962	0.00%	0.00%	138.57	1.39%	0.19%	2,541	0.00%	0.00%	29.67	2.65%	0.04%	4,508	0.00%	1,040.96	1.40%
 		002	Albemarle County			12	Six Axle Multi-Trailers	              	1	0.00%	0.00%	872.72	1.38%	1.18%	349	0.00%	0.00%	138.57	1.39%	0.19%	738	0.00%	0.00%	29.67	2.65%	0.04%	1,088	0.00%	1,040.96	1.40%
 		002	Albemarle County			13	Seven or More Axle Multi-Trailers	              	3	0.00%	0.00%	872.72	1.38%	1.18%	1	0.00%	0.00%	138.57	1.39%	0.19%	3	0.00%	0.00%	29.67	2.65%	0.04%	7	0.00%	1,040.96	1.40%
 		002	Albemarle County Total:						888,253	1.37%	0.40%	872.72	1.38%	1.18%	1,528,668	1.67%	0.69%	138.57	1.39%	0.19%	1,090,307	1.66%	0.49%	29.67	2.65%	0.04%	3,507,228	1.58%	1,040.96	1.40%
 		003	Alleghany County			01	Motorcycles	              	249	0.00%	0.00%	325.05	0.52%	0.44%	728	0.00%	0.00%	83.03	0.83%	0.11%	2,355	0.00%	0.00%	38.04	3.40%	0.05%	3,333	0.00%	446.12	0.60%
