660494, 124,08520,     ,124-8520,Towne Point Rd,124,City of Portsmouth,124,City of Portsmouth,0.71,ECL Suffolk,Twin Pines Rd,9500,G,98%,1%,1%,0%,0%,0%,F,0.0915,F,0.5477,10000,G,2008,,,,,,,,,,,,,,,
660473, 124,08520,     ,124-8520,Towne Point Rd,124,City of Portsmouth,124,City of Portsmouth,0.13,Twin Pines Rd,SR 164 Western Fwy,28000,G,98%,1%,1%,0%,0%,0%,C,0.0873,F,0.5858,30000,G,2008,,,,,,,,,,,,,,,
660493, 124,08520,     ,124-8520,Towne Point Rd,124,City of Portsmouth,124,City of Portsmouth,0.31,SR 164 Western Fwy,NCL Chesapeake,26000,G,98%,1%,1%,0%,0%,0%,F,0.0890,F,0.5041,28000,G,2008,,,,,,,,,,,,,,,
660469, 124,08522,     ,124-8522,Portsmouth Blvd,124,City of Portsmouth,124,City of Portsmouth,0.34,Elm Ave,Effingham St,6200,G,99%,0%,1%,0%,0%,0%,F,0.1319,F,0.8154,6600,G,2008,,,,,,,,,,,,,,,
660701, 124,08522,     ,124-8522,Portsmouth Blvd,124,City of Portsmouth,124,City of Portsmouth,0.55,Effingham St,Portcenter Pkwy,5400,G,99%,0%,1%,0%,0%,0%,C,0.1202,F,0.7753,5900,G,2008,,,,,,,,,,,,,,,
660495, 124,08523,     ,124-8523,Twin Pines Rd,124,City of Portsmouth,124,City of Portsmouth,0.90,Town Point Rd,Swannanoa Dr,11000,G,98%,1%,0%,0%,0%,0%,C,0.0929,F,0.5822,12000,G,2008,,,,,,,,,,,,,,,
660632, 124,08523,     ,124-8523,Twin Pines Rd,124,City of Portsmouth,124,City of Portsmouth,0.63,Swannanoa Dr,Hedgerow Cir,4300,G,98%,1%,0%,0%,0%,0%,F,0.0963,F,0.5164,4600,G,2008,,,,,,,,,,,,,,,
560017, 124,08523,     ,124-8523,Hedgerow Ln,124,City of Portsmouth,124,City of Portsmouth,0.28,Twin Pines Rd,River Shore Rd,2100,G,98%,1%,0%,0%,0%,0%,F,0.1313,F,0.5929,2200,G,2008,,,,,,,,,,,,,,,
660674, 124,08524,     ,124-8524,Churchland Blvd,124,City of Portsmouth,124,City of Portsmouth,0.09,ECL Chesapeake,West Norfolk Rd,15000,G,99%,1%,0%,0%,0%,0%,F,0.0964,F,0.5505,16000,G,2008,,,,,,,,,,,,,,,
660687, 124,08524,     ,124-8524,W Norfolk Rd,124,City of Portsmouth,124,City of Portsmouth,0.11,Churchland Blvd,Tyre Neck Rd,3700,G,99%,1%,0%,0%,0%,0%,F,0.1057,F,0.5434,4000,G,2008,,,,,,,,,,,,,,,
660486, 124,08524,     ,124-8524,W Norfolk Rd,124,City of Portsmouth,124,City of Portsmouth,1.05,Tyre Neck Rd,Cedar Lane,6500,G,99%,1%,0%,0%,0%,0%,C,0.1132,F,0.5612,7000,G,2008,,,,,,,,,,,,,,,
660485, 124,08524,     ,124-8524,W Norfolk Rd,124,City of Portsmouth,124,City of Portsmouth,1.47,Cedar Lane,SR 164 Western Fwy,5500,G,99%,1%,0%,0%,0%,0%,F,0.0966,F,0.6512,5900,G,2008,,,,,,,,,,,,,,,
660688, 124,08524,     ,124-8524,W Norfolk Rd,124,City of Portsmouth,124,City of Portsmouth,0.46,SR 164 Western Fwy,Broadway St,320,G,99%,1%,0%,0%,0%,0%,F,0.1265,F,0.7805,340,G,2008,,,,,,,,,,,,,,,
660661, 124,08525,     ,124-8525,Sterling Point Rd,124,City of Portsmouth,124,City of Portsmouth,0.38,Feudist Drive,High St,1900,G,97%,1%,1%,0%,0%,0%,F,0.1013,F,0.5097,2100,G,2008,,,,,,,,,,,,,,,
660407, 124,08525,     ,124-8525,Cedar Lane,124,City of Portsmouth,124,City of Portsmouth,1.18,High St,West Norfolk Rd,12000,G,97%,1%,1%,0%,0%,0%,C,0.0961,F,0.5281,13000,G,2008,,,,,,,,,,,,,,,
660686, 124,08525,     ,124-8525,Cedar Ln,124,City of Portsmouth,124,City of Portsmouth,0.35,W Norfolk Rd,SR 164 Western Freeway,19000,G,97%,1%,1%,0%,0%,0%,F,0.1010,F,0.5427,20000,G,2008,,,,,,,,,,,,,,,
660408, 124,08525,     ,124-8525,Cedar Ln,124,City of Portsmouth,124,City of Portsmouth,0.35,SR 164 Western Freeway,River Shore Rd,11000,G,97%,1%,1%,0%,0%,0%,F,0.1226,F,0.5009,12000,G,2008,,,,,,,,,,,,,,,
660685, 124,08525,     ,124-8525,River Shore Rd,124,City of Portsmouth,124,City of Portsmouth,0.11,Cedar Lane,Oakhurst Rd,8900,G,97%,1%,1%,0%,0%,0%,F,0.1002,F,0.5622,9500,G,2008,,,,,,,,,,,,,,,
660662, 124,08525,     ,124-8525,River Shore Rd,124,City of Portsmouth,124,City of Portsmouth,0.85,Oakhurst Rd,Hedgerow Lane,3800,G,97%,1%,1%,0%,0%,0%,F,0.0914,F,0.5506,4100,G,2008,,,,,,,,,,,,,,,
660682, 124,08526,     ,124-8526,Chautauqua Ave,124,City of Portsmouth,124,City of Portsmouth,0.58,Cul-d-Sac,Cleveland St,1700,G,88%,2%,9%,0%,0%,0%,F,0.0923,F,0.5217,1800,G,2008,,,,,,,,,,,,,,,
660409, 124,08526,     ,124-8526,Chautauqua Ave,124,City of Portsmouth,124,City of Portsmouth,0.12,Cleveland St,Detroit St,2100,G,88%,2%,9%,0%,0%,0%,C,0.0824,F,0.5031,2200,G,2008,,,,,,,,,,,,,,,
660681, 124,08526,     ,124-8526,Chautauqua Ave,124,City of Portsmouth,124,City of Portsmouth,0.14,Detroit St,Wesley St,1300,G,88%,2%,9%,0%,0%,0%,F,0.0812,F,0.5025,1400,G,2008,,,,,,,,,,,,,,,
560020, 124,08526,     ,124-8526,Chaltauqua Ave,124,City of Portsmouth,124,City of Portsmouth,0.26,Wesley St,Bayview Blvd,1400,G,88%,2%,9%,0%,0%,0%,F,0.1201,F,0.6528,1500,G,2008,,,,,,,,,,,,,,,
660637, 124,08528,     ,124-8528,Churchland Blvd,124,City of Portsmouth,124,City of Portsmouth,0.13,West Norfolk Rd,Tyre Neck Rd,10000,G,99%,0%,1%,0%,0%,0%,F,0.0979,F,0.5435,11000,G,2008,,,,,,,,,,,,,,,
660410, 124,08528,     ,124-8528,Churchland Blvd,124,City of Portsmouth,124,City of Portsmouth,0.27,Tyre Neck Rd,High St US 17,11000,G,99%,0%,1%,0%,0%,0%,C,0.1032,F,0.5078,12000,G,2008,,,,,,,,,,,,,,,
660643, 124,08532,     ,124-8532,Tyre Neck Rd,124,City of Portsmouth,124,City of Portsmouth,0.24,NCL Chesapeake,High St,12000,G,99%,0%,1%,0%,0%,0%,F,0.0964,F,0.6194,13000,G,2008,,,,,,,,,,,,,,,
660477, 124,08532,     ,124-8532,Tyre Neck Rd,124,City of Portsmouth,124,City of Portsmouth,0.18,High St,Churchland Blvd,6300,G,99%,0%,1%,0%,0%,0%,C,0.0939,F,0.5465,6700,G,2008,,,,,,,,,,,,,,,
660642, 124,08532,     ,124-8532,Tyre Neck Rd,124,City of Portsmouth,124,City of Portsmouth,0.09,Churchland Blvd,W Norfolk Rd,4200,G,99%,0%,1%,0%,0%,0%,F,0.0995,F,0.5325,4500,G,2008,,,,,,,,,,,,,,,
660635, 124,08534,     ,124-8534,Hatton Pt Rd,124,City of Portsmouth,124,City of Portsmouth,0.56,Cedar Lane,Goff St,3200,G,99%,0%,1%,0%,0%,0%,F,0.0927,F,0.6108,3500,G,2008,,,,,,,,,,,,,,,
660665, 124,08536,     ,124-8536,Western Branch Blvd,124,City of Portsmouth,124,City of Portsmouth,0.58,High St,High St,6200,G,97%,2%,1%,0%,0%,0%,F,0.0979,F,0.5024,6700,G,2008,,,,,,,,,,,,,,,
660664, 124,08536,     ,124-8536,Hartford St,124,City of Portsmouth,124,City of Portsmouth,1.00,High St,Mt Vernon Ave,4400,G,97%,2%,1%,0%,0%,0%,C,0.1108,F,0.5285,4700,G,2008,,,,,,,,,,,,,,,
660677, 124,08537,     ,124-8537,Elmhurst Ln,124,City of Portsmouth,124,City of Portsmouth,1.41,Victory Blvd,Garwood Ave,3700,G,97%,2%,1%,0%,0%,0%,F,0.0927,F,0.6080,4000,G,2008,,,,,,,,,,,,,,,
660678, 124,08537,     ,124-8537,Elmhurst Ln,124,City of Portsmouth,124,City of Portsmouth,0.18,Garwood Ave,Airline Blvd,4600,G,97%,2%,1%,0%,0%,0%,F,0.0970,F,0.5710,5000,G,2008,,,,,,,,,,,,,,,
660457, 124,08537,     ,124-8537,Elmhurst Ln,124,City of Portsmouth,124,City of Portsmouth,0.71,Airline Blvd,Cherokee Rd,7400,G,97%,2%,1%,0%,0%,0%,C,0.0948,F,0.6174,8000,G,2008,,,,,,,,,,,,,,,
660679, 124,08537,     ,124-8537,Elmhurst Ln,124,City of Portsmouth,124,City of Portsmouth,0.31,Cherokee Rd,Portsmouth Blvd,7700,G,97%,2%,1%,0%,0%,0%,F,0.0989,F,0.5874,8300,G,2008,,,,,,,,,,,,,,,
660710, 124,08537,     ,124-8537,Elmhurst Ln,124,City of Portsmouth,124,City of Portsmouth,0.89,Portsmouth Blvd,Shore Dr,5800,G,97%,2%,1%,0%,0%,0%,F,0.0948,F,0.5027,6200,G,2008,,,,,,,,,,,,,,,
660638, 124,08538,     ,124-8538,Cherokee Rd,124,City of Portsmouth,124,City of Portsmouth,0.67,Hodges Ferry Rd,City Park Ave,4200,G,97%,2%,1%,0%,0%,0%,F,0.0950,F,0.5777,4500,G,2008,,,,,,,,,,,,,,,
660415, 124,08539,     ,124-8539,County St,124,City of Portsmouth,124,City of Portsmouth,0.40,Constitution Ave,Peninsula Ave,5000,G,91%,1%,1%,2%,4%,0%,F,0.0857,F,0.6117,5300,G,2008,,,,,,,,,,,,,,,
660648, 124,08539,     ,124-8539,County St,124,City of Portsmouth,124,City of Portsmouth,0.31,Peninsula Ave,Elm Ave,4600,G,91%,1%,1%,2%,4%,0%,C,0.0919,F,0.6533,4900,G,2008,,,,,,,,,,,,,,,
660416, 124,08539,     ,124-8539,County St,124,City of Portsmouth,124,City of Portsmouth,0.33,Elm Ave,Effingham St,4100,G,98%,0%,1%,0%,0%,0%,F,0.0903,F,0.6032,4400,G,2008,,,,,,,,,,,,,,,
660417, 124,08539,     ,124-8539,County St,124,City of Portsmouth,124,City of Portsmouth,0.34,Effingham St,Court St,3500,G,98%,0%,1%,0%,0%,0%,C,0.0965,F,0.8006,3800,G,2008,,,,,,,,,,,,,,,
660649, 124,08539,     ,124-8539,County St,124,City of Portsmouth,124,City of Portsmouth,0.16,Court St,Crawford St,3000,G,98%,0%,1%,0%,0%,0%,F,0.1070,F,0.8204,3300,G,2008,,,,,,,,,,,,,,,
660655, 124,08540,     ,124-8540,Hodges Ferry Rd,124,City of Portsmouth,124,City of Portsmouth,0.28,Portsmouth Blvd SR 337,Logan St,8300,G,99%,0%,1%,0%,0%,0%,F,0.0837,F,0.5180,8900,G,2008,,,,,,,,,,,,,,,
660654, 124,08540,     ,124-8540,Hodges Ferry Rd,124,City of Portsmouth,124,City of Portsmouth,0.26,Logan St,Cherokee Rd,7200,G,99%,0%,1%,0%,0%,0%,F,0.0840,F,0.5312,7700,G,2008,,,,,,,,,,,,,,,
660456, 124,08540,     ,124-8540,Hodges Ferry Rd,124,City of Portsmouth,124,City of Portsmouth,0.76,Cherokee Rd,Airline Blvd,7500,G,99%,0%,1%,0%,0%,0%,C,0.0812,F,0.5263,8100,G,2008,,,,,,,,,,,,,,,
660442, 124,08540,     ,124-8540,Greenwood Dr,124,City of Portsmouth,124,City of Portsmouth,0.57,Airline Blvd,I-264,18000,G,99%,0%,1%,0%,0%,0%,F,0.0801,F,0.5190,20000,G,2008,,,,,,,,,,,,,,,
660443, 124,08540,     ,124-8540,Greenwood Dr,124,City of Portsmouth,124,City of Portsmouth,0.80,I-264,Cavalier Blvd,17000,G,95%,1%,1%,4%,0%,0%,F,0.0920,F,0.5330,18000,G,2008,,,,,,,,,,,,,,,
660652, 124,08540,     ,124-8540,Greenwood Dr,124,City of Portsmouth,124,City of Portsmouth,0.63,Cavalier Blvd,Victory Blvd,9600,G,95%,1%,1%,4%,0%,0%,F,0.0883,F,0.5538,10000,G,2008,,,,,,,,,,,,,,,
660444, 124,08540,     ,124-8540,Greenwood Dr,124,City of Portsmouth,124,City of Portsmouth,1.05,Victory Blvd,Independence St,5600,G,95%,1%,1%,4%,0%,0%,C,0.1006,F,0.5534,6000,G,2008,,,,,,,,,,,,,,,
660653, 124,08540,     ,124-8540,Greenwood Dr,124,City of Portsmouth,124,City of Portsmouth,0.36,Independence St,Deep Creek Blvd,4700,G,95%,1%,1%,4%,0%,0%,F,0.1003,F,0.5230,5100,G,2008,,,,,,,,,,,,,,,
660445, 124,08540,     ,124-8540,Greenwood Dr,124,City of Portsmouth,124,City of Portsmouth,0.50,Deep Creek Blvd,George Washington Hwy,3700,G,95%,1%,1%,4%,0%,0%,F,0.1007,F,0.5862,4000,G,2008,,,,,,,,,,,,,,,
660641, 124,08542,     ,124-8542,Snead Fairway,124,City of Portsmouth,124,City of Portsmouth,0.30,Chandler Harper Dr,Hodges Ferry Rd,760,G,98%,1%,1%,0%,0%,0%,C,0.0952,F,0.6351,820,G,2008,,,,,,,,,,,,,,,
660656, 124,08543,     ,124-8543,City Park Ave,124,City of Portsmouth,124,City of Portsmouth,0.79,US 58 Airline Blvd,SR 337 Portsmouth Blvd,2200,G,99%,1%,0%,0%,0%,0%,F,0.1065,F,0.5901,2400,G,2008,,,,,,,,,,,,,,,
660657, 124,08543,     ,124-8543,City Park Ave,124,City of Portsmouth,124,City of Portsmouth,0.58,SR 337 Portsmouth Blvd,Clifford St,4600,G,99%,1%,0%,0%,0%,0%,F,0.1013,F,0.5793,4900,G,2008,,,,,,,,,,,,,,,
660658, 124,08543,     ,124-8543,Clifford St,124,City of Portsmouth,124,City of Portsmouth,0.53,City Park Ave,Powhatan Ave,8100,G,99%,1%,0%,0%,0%,0%,C,0.1018,F,0.5930,8700,G,2008,,,,,,,,,,,,,,,
660659, 124,08543,     ,124-8543,Powhatan Ave,124,City of Portsmouth,124,City of Portsmouth,0.26,Clifford St,King St,6400,G,99%,1%,0%,0%,0%,0%,F,0.1039,F,0.6045,6800,G,2008,,,,,,,,,,,,,,,
660660, 124,08543,     ,124-8543,King St,124,City of Portsmouth,124,City of Portsmouth,0.79,Powhatan Ave,Rodman Ave,7100,G,99%,1%,0%,0%,0%,0%,F,0.1010,F,0.6409,7600,G,2008,,,,,,,,,,,,,,,
660699, 124,08544,     ,124-8544,Rodman Ave,124,City of Portsmouth,124,City of Portsmouth,0.58,SR 337 Portsmouth Blvd,Caroline Ave,8000,G,98%,1%,1%,0%,0%,0%,F,0.0908,F,0.5187,8600,G,2008,,,,,,,,,,,,,,,
660650, 124,08544,     ,124-8544,Caroline Ave,124,City of Portsmouth,124,City of Portsmouth,0.19,Rodman Ave,US 58 Airline Blvd,400,G,98%,1%,1%,0%,0%,0%,F,0.1227,F,0.5644,430,G,2008,,,,,,,,,,,,,,,
660651, 124,08544,     ,124-8544,Caroline Ave,124,City of Portsmouth,124,City of Portsmouth,1.05,US 58 Airline Blvd,Shenandoah St,2400,G,98%,1%,1%,0%,0%,0%,C,0.1027,F,0.7008,2600,G,2008,,,,,,,,,,,,,,,
660698, 124,08545,     ,124-8545,Rodman Ave,124,City of Portsmouth,124,City of Portsmouth,0.61,US 58 Airline Blvd,High St,8100,G,,,,,,,X,0.0909,F,0.5113,8700,G,2008,,,,,,,,,,,,,,,
660636, 124,08546,     ,124-8546,Elliott Ave,124,City of Portsmouth,124,City of Portsmouth,1.60,McLean St,Frederick Blvd US 17,3300,G,,,,,,,X,0.1030,F,0.6372,3500,G,2008,,,,,,,,,,,,,,,
660623, 124,08547,     ,124-8547,Deep Creek Blvd,124,City of Portsmouth,124,City of Portsmouth,0.28,N CL Chesapeake,Victory Blvd,6300,G,97%,2%,1%,0%,0%,0%,F,0.0986,F,0.5987,6800,G,2008,,,,,,,,,,,,,,,
660421, 124,08547,     ,124-8547,Deep Creek Blvd,124,City of Portsmouth,124,City of Portsmouth,0.84,Victory Blvd,Greenwood Dr,7300,G,97%,2%,1%,0%,0%,0%,F,0.0932,F,0.5410,7900,G,2008,,,,,,,,,,,,,,,
660624, 124,08547,     ,124-8547,Deep Creek Blvd,124,City of Portsmouth,124,City of Portsmouth,0.27,Greenwood Dr,Wright Ave,9400,G,97%,2%,1%,0%,0%,0%,F,0.0872,F,0.5437,10000,G,2008,,,,,,,,,,,,,,,
660422, 124,08547,     ,124-8547,Deep Creek Blvd,124,City of Portsmouth,124,City of Portsmouth,0.46,Wright Ave,Portsmouth Blvd,9400,G,97%,2%,1%,0%,0%,0%,C,0.0887,F,0.5600,10000,G,2008,,,,,,,,,,,,,,,
660625, 124,08547,     ,124-8547,Deep Creek Blvd,124,City of Portsmouth,124,City of Portsmouth,0.16,Portsmouth Blvd,Frederick Blvd,10000,G,97%,2%,1%,0%,0%,0%,F,0.0780,F,0.5567,11000,G,2008,,,,,,,,,,,,,,,
660423, 124,08547,     ,124-8547,Deep Creek Blvd,124,City of Portsmouth,124,City of Portsmouth,0.78,Frederick Blvd,Des Moines Ave,6600,G,97%,2%,1%,0%,0%,0%,F,0.0829,F,0.5939,7100,G,2008,,,,,,,,,,,,,,,
660684, 124,08548,     ,124-8548,Wesley St,124,City of Portsmouth,124,City of Portsmouth,0.21,Mt Vernon Ave,Chautauqua Ave,550,G,,,,,,,X,0.1129,F,0.5440,590,G,2008,,,,,,,,,,,,,,,
660484, 124,08548,     ,124-8548,Wesley St,124,City of Portsmouth,124,City of Portsmouth,0.22,Chautauqua Ave,Lee Ave,940,G,97%,2%,1%,0%,0%,0%,F,0.1287,F,0.6392,1000,G,2008,,,,,,,,,,,,,,,
660697, 124,08549,     ,124-8549,Mt Vernon Ave,124,City of Portsmouth,124,City of Portsmouth,0.14,High St,London Blvd,3400,G,98%,1%,1%,0%,0%,0%,F,0.0847,F,0.5179,3600,G,2008,,,,,,,,,,,,,,,
660489, 124,08549,     ,124-8549,Mt Vernon Ave,124,City of Portsmouth,124,City of Portsmouth,1.21,London Blvd,Bay View Blvd,3300,G,98%,1%,1%,0%,0%,0%,C,0.0828,F,0.5511,3500,G,2008,,,,,,,,,,,,,,,
660683, 124,08550,     ,124-8550,Cleveland St,124,City of Portsmouth,124,City of Portsmouth,0.21,Mt Vernon Ave,Chautauqua Ave,2400,G,98%,1%,1%,0%,0%,0%,F,0.0842,F,0.6035,2500,G,2008,,,,,,,,,,,,,,,
660413, 124,08550,     ,124-8550,Cleveland St,124,City of Portsmouth,124,City of Portsmouth,0.18,Chautauqua Ave,ML King Frwy,5400,G,98%,1%,1%,0%,0%,0%,C,0.0821,F,0.5484,5800,G,2008,,,,,,,,,,,,,,,
660462, 124,08552,     ,124-8552,London St,124,City of Portsmouth,124,City of Portsmouth,0.49,Effingham St,Crawford St,8500,G,98%,1%,1%,0%,0%,0%,F,0.0956,F,0.5855,9100,G,2008,,,,,,,,,,,,,,,
660704, 124,08553,     ,124-8553,Peninsula Ave,124,City of Portsmouth,124,City of Portsmouth,0.10,County St,High St,3100,N,98%,1%,1%,0%,0%,0%,N,0.0936,N,0.6107,3300,N,2008,,,,,,,,,,,,,,,
660703, 124,08553,     ,124-8553,Peninsula Ave,124,City of Portsmouth,124,City of Portsmouth,0.16,High St,SR 141 London Blvd,3100,N,98%,1%,1%,0%,0%,0%,N,0.0936,N,0.6107,3300,N,2008,,,,,,,,,,,,,,,
660640, 124,08553,     ,124-8553,Peninsula Ave,124,City of Portsmouth,124,City of Portsmouth,0.33,SR 141 London Blvd,Leckie St,3100,G,98%,1%,1%,0%,0%,0%,F,0.0936,F,0.6107,3300,G,2008,,,,,,,,,,,,,,,
660706, 124,08554,     ,124-8554,Constitution Ave,124,City of Portsmouth,124,City of Portsmouth,0.10,County St,High St,3000,N,98%,0%,1%,0%,0%,0%,N,0.0864,N,0.5000,3200,N,2008,,,,,,,,,,,,,,,
660705, 124,08554,     ,124-8554,Constitution Ave,124,City of Portsmouth,124,City of Portsmouth,0.19,High St,SR 141 London Blvd,3000,N,98%,0%,1%,0%,0%,0%,N,0.0864,N,0.5000,3200,N,2008,,,,,,,,,,,,,,,
660670, 124,08554,     ,124-8554,Constitution Ave,124,City of Portsmouth,124,City of Portsmouth,0.37,SR 141 London Blvd,Leckie St,3000,G,98%,0%,1%,0%,0%,0%,F,0.0864,F,0.5000,3200,G,2008,,,,,,,,,,,,,,,
660707, 124,08554,     ,124-8554,Leckie St,124,City of Portsmouth,124,City of Portsmouth,0.06,Constitution Ave,Dead End,3000,N,98%,0%,1%,0%,0%,0%,N,0.0864,N,0.5000,3200,N,2008,,,,,,,,,,,,,,,
660671, 124,08554,     ,124-8554,Leckie St,124,City of Portsmouth,124,City of Portsmouth,0.74,Dead End,Fort Lane,1000,G,98%,0%,1%,0%,0%,0%,F,0.1098,F,0.6179,1100,G,2008,,,,,,,,,,,,,,,
660672, 124,08554,     ,124-8554,Fort Lane,124,City of Portsmouth,124,City of Portsmouth,0.07,Leckie St,Crawford Pkwy,1400,G,98%,0%,1%,0%,0%,0%,F,0.1226,F,0.6722,1500,G,2008,,,,,,,,,,,,,,,
660669, 124,08554,     ,124-8554,Crawford Pkwy,124,City of Portsmouth,124,City of Portsmouth,0.06,Fort Lane,Effingham St,2900,G,98%,0%,1%,0%,0%,0%,F,0.0939,F,0.6565,3100,G,2008,,,,,,,,,,,,,,,
660668, 124,08554,     ,124-8554,Crawford Pkwy,124,City of Portsmouth,124,City of Portsmouth,0.28,Effingham St,Court St,4100,G,98%,0%,1%,0%,0%,0%,F,0.1311,F,0.5670,4400,G,2008,,,,,,,,,,,,,,,
660420, 124,08554,     ,124-8554,Crawford Pkwy,124,City of Portsmouth,124,City of Portsmouth,0.35,Court St,London Blvd,2800,G,98%,0%,1%,0%,0%,0%,F,0.1000,F,0.5163,3000,G,2008,,,,,,,,,,,,,,,
660667, 124,08554,     ,124-8554,Crawford St,124,City of Portsmouth,124,City of Portsmouth,0.10,London Blvd,High St,7600,G,98%,0%,1%,0%,0%,0%,F,0.0928,F,0.6033,8100,G,2008,,,,,,,,,,,,,,,
660666, 124,08554,     ,124-8554,Crawford St,124,City of Portsmouth,124,City of Portsmouth,0.11,High St,County St,8000,G,98%,0%,1%,0%,0%,0%,F,0.0862,F,0.6297,8600,G,2008,,,,,,,,,,,,,,,
660419, 124,08554,     ,124-8554,Crawford St,124,City of Portsmouth,124,City of Portsmouth,0.24,County St,Wythe St,9700,G,98%,0%,1%,0%,0%,0%,C,0.0837,F,0.5867,10000,G,2008,,,,,,,,,,,,,,,
660644, 124,08555,     ,124-8555,Washington St,124,City of Portsmouth,124,City of Portsmouth,0.57,South St,Crawford Pkwy,1100,G,98%,0%,1%,0%,0%,0%,F,0.1092,F,0.5083,1200,G,2008,,,,,,,,,,,,,,,
660691, 124,08557,     ,124-8557,Effingham St,124,City of Portsmouth,124,City of Portsmouth,0.09,London Blvd,North St,19000,G,99%,0%,0%,0%,0%,0%,F,0.0814,F,0.7697,20000,G,2008,,,,,,,,,,,,,,,
660426, 124,08557,     ,124-8557,Effingham St,124,City of Portsmouth,124,City of Portsmouth,0.20,North St,Crawford Pkwy,18000,G,99%,0%,0%,0%,0%,0%,C,0.0867,F,0.7961,20000,G,2008,,,,,,,,,,,,,,,
660692, 124,08557,     ,124-8557,Effingham St,124,City of Portsmouth,124,City of Portsmouth,0.09,Crawford Pkwy,Ent. OSN. Hospital,18000,G,99%,0%,0%,0%,0%,0%,F,0.0920,F,0.8440,19000,G,2008,,,,,,,,,,,,,,,
660429, 124,08558,     ,124-8558,Elm Ave,124,City of Portsmouth,124,City of Portsmouth,0.76,Portsmouth Blvd,I-264,8700,G,96%,1%,1%,1%,1%,0%,C,0.0934,F,0.5067,9300,G,2008,,,,,,,,,,,,,,,
660693, 124,08558,     ,124-8558,Elm Ave,124,City of Portsmouth,124,City of Portsmouth,0.03,I-264,South St,10000,G,96%,1%,1%,1%,1%,0%,F,0.0934,N,0.5067,11000,G,2008,,,,,,,,,,,,,,,
660694, 124,08558,     ,124-8558,Elm Ave,124,City of Portsmouth,124,City of Portsmouth,0.19,South St,County St,11000,G,96%,1%,1%,1%,1%,0%,F,0.0965,F,0.5591,11000,G,2008,,,,,,,,,,,,,,,
660430, 124,08558,     ,124-8558,Elm Ave,124,City of Portsmouth,124,City of Portsmouth,0.10,County St,High St,10000,G,96%,1%,1%,1%,1%,0%,F,0.0905,F,0.5447,11000,G,2008,,,,,,,,,,,,,,,
660695, 124,08558,     ,124-8558,Elm Ave,124,City of Portsmouth,124,City of Portsmouth,0.11,High St,London Blvd,7000,G,96%,1%,1%,1%,1%,0%,F,0.0901,F,0.5050,7500,G,2008,,,,,,,,,,,,,,,
660696, 124,08558,     ,124-8558,Elm Ave,124,City of Portsmouth,124,City of Portsmouth,0.38,London Blvd,Leckie St,4000,G,96%,1%,1%,1%,1%,0%,F,0.0995,F,0.6516,4300,G,2008,,,,,,,,,,,,,,,
660626, 124,08559,     ,124-8559,Des Moines Ave,124,City of Portsmouth,124,City of Portsmouth,0.60,Portsmouth Blvd,Deep Creek Blvd,2100,G,98%,1%,1%,0%,0%,0%,F,0.0939,F,0.5347,2300,G,2008,,,,,,,,,,,,,,,
660490, 124,08559,     ,124-8559,Des Moines Ave,124,City of Portsmouth,124,City of Portsmouth,0.06,Deep Creek Blvd,I-264,8800,G,98%,1%,1%,0%,0%,0%,C,0.0815,F,0.5055,9500,G,2008,,,,,,,,,,,,,,,
660627, 124,08559,     ,124-8559,Des Moines Ave,124,City of Portsmouth,124,City of Portsmouth,0.05,I-264,South St,8900,G,98%,1%,1%,0%,0%,0%,F,0.0815,N,0.5055,9700,G,2008,,,,,,,,,,,,,,,
660405, 124,08599,     ,124-8599,Cavalier Blvd,124,City of Portsmouth,124,City of Portsmouth,0.82,NCL Chesapeake,Greenwood Dr,11000,G,98%,1%,1%,0%,0%,0%,C,0.0981,F,0.6427,12000,G,2008,,,,,,,,,,,,,,,
660663, 124,08599,     ,124-8599,Cavalier Blvd,124,City of Portsmouth,124,City of Portsmouth,0.69,Greenwood Dr,Victory Blvd,2900,G,98%,1%,1%,0%,0%,0%,F,0.1228,F,0.8723,3100,G,2008,,,,,,,,,,,,,,,
660647, 124,08601,     ,124-8601,Gust Lane,124,City of Portsmouth,124,City of Portsmouth,0.70,NCL Chesapeake,Victory Blvd,6800,G,98%,1%,1%,0%,0%,0%,F,0.0911,F,0.5049,7300,G,2008,,,,,,,,,,,,,,,
660600, 124,08606,     ,124-8606,Afton Pkwy,124,City of Portsmouth,124,City of Portsmouth,0.28,George Washington Pkwy US 17,Prospect Pkwy Gap,3900,G,98%,1%,1%,0%,0%,0%,F,0.1053,F,0.6842,4200,G,2008,,,,,,,,,,,,,,,
560019, 124,08606,     ,124-8606,Afton Pkwy,124,City of Portsmouth,124,City of Portsmouth,0.51,124-3; Gap Prospect Pkwy,Victory Blvd 239,2000,G,98%,1%,1%,0%,0%,0%,F,0.1381,F,0.7847,2200,G,2008,,,,,,,,,,,,,,,
660634, 124,08755,     ,124-8755,Coast Guard Blvd,124,City of Portsmouth,124,City of Portsmouth,0.97,West Norfolk Rd,Main Gate,3100,G,90%,1%,1%,2%,5%,0%,F,,,,3400,G,2008,,,,,,,,,,,,,,,
660491, 124,08756,     ,124-8756,Garwood Ave,124,City of Portsmouth,124,City of Portsmouth,0.17,Greenwood Dr,Elmhurst Lane,4300,G,90%,1%,1%,2%,5%,0%,C,0.1090,F,0.5071,4600,G,2008,,,,,,,,,,,,,,,
