666405,  US,00011,     ,"US 11, US 221, VA 116",Williamson Rd,128,City of Roanoke,128,City of Roanoke,0.50,I-581,US 460 Orange Ave,11000,G,99%,0%,0%,0%,0%,0%,F,0.0836,F,0.5146,11000,G,2008,,,,,,,,,,,,,,,
666404,  US,00011,     ,US 11,Williamson Rd,128,City of Roanoke,128,City of Roanoke,0.92,US 460 Orange Ave,Liberty Rd,14000,G,99%,0%,0%,0%,0%,0%,F,0.0769,F,0.5125,14000,G,2008,,,,,,,,,,,,,,,
666403,  US,00011,     ,US 11,Williamson Rd,128,City of Roanoke,128,City of Roanoke,0.51,Liberty Rd,10th St,15000,G,99%,0%,0%,0%,0%,0%,F,0.0811,F,0.5055,16000,G,2008,,,,,,,,,,,,,,,
666402,  US,00011,     ,US 11,Williamson Rd,128,City of Roanoke,128,City of Roanoke,1.27,10th St,SR 101 Hershberger Rd,18000,G,99%,0%,0%,0%,0%,0%,F,0.0787,F,0.5133,18000,G,2008,,,,,,,,,,,,,,,
666401,  US,00011,     ,US 11,Williamson Rd,128,City of Roanoke,128,City of Roanoke,0.11,SR 101 Hershberger Rd,SR 118 Airport Rd,17000,G,99%,0%,0%,0%,0%,0%,F,0.0832,F,0.5167,17000,G,2008,,,,,,,,,,,,,,,
666201,  US,00011,     ,US 11,Williamson Rd,128,City of Roanoke,128,City of Roanoke,0.39,SR 118 Airport Rd,NCL Roanoke,15000,G,99%,0%,0%,0%,0%,0%,F,0.0863,F,0.5135,16000,G,2008,,,,,,,,,,,,,,,
666247,A1US,00011,     ,"US 460, Alt US 11",Melrose Ave,128,City of Roanoke,128,City of Roanoke,0.65,ECL Salem,SR 117 Peters Creek Rd,16000,G,96%,1%,1%,1%,2%,0%,F,0.0839,F,0.5028,17000,G,2008,,,,,,,,,,,,,,,
666446,A1US,00011,     ,"US 460, Alt US 11",Melrose Ave,128,City of Roanoke,128,City of Roanoke,1.75,SR 117 Peters Creek Rd,24th St,13000,G,96%,1%,1%,1%,2%,0%,F,0.0838,F,0.5052,14000,G,2008,,,,,,,,,,,,,,,
666504,A1US,00011,     ,"US 460, Alt US 11, VA 116",Melrose Ave,128,City of Roanoke,128,City of Roanoke,0.41,24th St,Salem Turnpike,12000,G,96%,1%,1%,1%,2%,0%,F,0.0863,F,0.5283,13000,G,2008,,,,,,,,,,,,,,,
666444,A1US,00011,     ,"US 460, Alt US 11, VA 116",Orange Ave,128,City of Roanoke,128,City of Roanoke,1.00,Salem Turnpike,"10TH ST, Gainsboro Rd",13000,G,96%,1%,1%,1%,2%,0%,F,0.0796,F,0.5230,14000,G,2008,,,,,,,,,,,,,,,
666443,A1US,00011,     ,"US 460, Alt US 11, VA 116",Orange Ave,128,City of Roanoke,128,City of Roanoke,0.90,"10th St, Gainsboro Rd","I-581, US 220, ALT SR 220",17000,A,96%,1%,1%,1%,2%,0%,C,0.0944,A,0.5250,18000,A,2008,,,,,,,,,,,,,,,
666442,A1US,00011,     ,"US 460, Alt US 11, VA 116, Alt VA 220",Orange Ave,128,City of Roanoke,128,City of Roanoke,0.24,"I-581, US 220, ALT SR 220",US 11 Williamson Rd,45000,G,96%,1%,1%,1%,2%,0%,F,0.0742,F,0.5334,48000,G,2008,,,,,,,,,,,,,,,
666417,  SR,00024,     ,VA 24,Elm Avenue,128,City of Roanoke,128,City of Roanoke,0.17,SR 116 Jefferson St,I-581,16000,G,98%,1%,1%,0%,1%,0%,C,0.0745,F,0.6172,18000,G,2008,,,,,,,,,,,,,,,
666416,  SR,00024,     ,VA 24,Elm Avenue,128,City of Roanoke,128,City of Roanoke,0.25,I-581,"SR 24 Par, 6th St",27000,G,97%,0%,1%,0%,1%,0%,C,0.0809,F,0.5642,29000,G,2008,,,,,,,,,,,,,,,
666507,  SR,00024,     ,VA 24,Bullitt Avenue,128,City of Roanoke,128,City of Roanoke,0.68,"SR 24 Par, 6th St","SR 24 P, 13th St",12000,G,96%,0%,1%,1%,1%,0%,C,0.1032,F,1.0000,13000,G,2008,,25000,G,96%,0%,1%,1%,1%,0%,C,0.0846,F,0.5924,27000,G
666505,  SR,00024,     ,VA 24,Jamison Ave,128,City of Roanoke,128,City of Roanoke,0.19,13th St,Dale Ave,29000,G,96%,0%,1%,1%,1%,0%,F,0.0859,F,0.6094,31000,G,2008,,,,,,,,,,,,,,,
666413,  SR,00024,     ,VA 24,Dale Ave,128,City of Roanoke,128,City of Roanoke,0.69,Jamison Ave,ECL Roanoke,27000,G,96%,0%,1%,1%,1%,0%,F,0.0872,F,0.5986,29000,G,2008,,,,,,,,,,,,,,,
666415, 1SR,00024,P    ,VA 24 Par,Jamison Ave,128,City of Roanoke,128,City of Roanoke,0.68,6th St,Bennington St,13000,G,96%,0%,1%,1%,1%,0%,C,0.0924,F,1.0000,14000,G,2008,,25000,G,96%,0%,1%,1%,1%,0%,C,0.0846,F,0.5924,27000,G
666213,  SR,00101,     ,VA 101,Hershberger Rd,128,City of Roanoke,128,City of Roanoke,1.34,SR 117 Peters Creek Rd,SR 116 Cove Rd,9800,G,99%,0%,0%,0%,0%,0%,C,0.0855,F,0.5064,11000,G,2008,,,,,,,,,,,,,,,
666212,  SR,00101,     ,VA 101,Hershberger Rd,128,City of Roanoke,128,City of Roanoke,0.58,SR 116 Cove Rd,I-581,24000,F,97%,1%,1%,1%,1%,0%,F,0.0810,F,0.0000,28000,F,2008,,,,,,,,,,,,,,,
666211,  SR,00101,     ,VA 101,Hershburger Rd,128,City of Roanoke,128,City of Roanoke,1.25,I-581 Valley View Blvd N,US 11 Williamson Rd,40000,F,97%,1%,1%,1%,1%,0%,F,0.0824,F,0.0000,46000,F,2008,,,,,,,,,,,,,,,
666418,  SR,00115,     ,VA 115,Hollins Rd,128,City of Roanoke,128,City of Roanoke,1.02,Orange Ave,Liberty St,7500,G,95%,0%,1%,1%,2%,0%,C,0.0931,F,0.5679,8100,G,2008,,,,,,,,,,,,,,,
666508,  SR,00115,     ,VA 115,Liberty Rd,128,City of Roanoke,128,City of Roanoke,0.30,Hollins Rd,Plantation Rd,5000,G,95%,0%,1%,1%,2%,0%,F,0.1065,F,0.6137,5400,G,2008,,,,,,,,,,,,,,,
666419,  SR,00115,     ,VA 115,Plantation Rd,128,City of Roanoke,128,City of Roanoke,0.88,Liberty Rd,Hollins Rd,9400,G,97%,0%,1%,0%,1%,0%,C,0.0911,F,0.5511,10000,G,2008,,,,,,,,,,,,,,,
666420,  SR,00115,     ,VA 115,Plantation Rd,128,City of Roanoke,128,City of Roanoke,0.66,Hollins Rd,NCL Roanoke,17000,G,96%,0%,1%,1%,1%,0%,C,0.0923,F,0.5068,18000,G,2008,,,,,,,,,,,,,,,
666811,  SR,00116,     ,VA 116,Mt Pleasant Blvd,128,City of Roanoke,128,City of Roanoke,0.70,SCL Roanoke,Riverland Rd,7900,G,98%,0%,1%,0%,0%,0%,F,0.0997,F,0.8351,8500,G,2008,,,,,,,,,,,,,,,
666423,  SR,00116,     ,VA 116,Riverland Rd,128,City of Roanoke,128,City of Roanoke,0.62,Mt Pleasant Blvd,9th St,8900,G,98%,0%,1%,0%,0%,0%,C,0.1031,F,0.8371,9700,G,2008,,,,,,,,,,,,,,,
666520,  SR,00116,     ,VA 116,Riverland Rd,128,City of Roanoke,128,City of Roanoke,0.73,9th St,Piedmont St,8000,G,98%,0%,1%,0%,0%,0%,F,0.0990,F,0.7007,8500,G,2008,,,,,,,,,,,,,,,
666812,  SR,00116,     ,VA 116,Piedmont St,128,City of Roanoke,128,City of Roanoke,0.07,Riverland Rd,Walnut Ave,4500,G,98%,0%,1%,0%,0%,0%,F,0.1077,F,0.7195,4900,G,2008,,,,,,,,,,,,,,,
666422,  SR,00116,     ,VA 116,Walnut Ave,128,City of Roanoke,128,City of Roanoke,0.26,Piedmont St,Jefferson St,5700,G,98%,0%,1%,0%,0%,0%,C,0.1041,F,0.6857,6100,G,2008,,,,,,,,,,,,,,,
666429,  SR,00116,     ,VA 116,Jefferson St,128,City of Roanoke,128,City of Roanoke,0.42,Walnut Ave,Elm Ave,10000,G,98%,0%,1%,0%,0%,0%,F,0.0890,F,0.5689,11000,G,2008,,,,,,,,,,,,,,,
666430,  SR,00116,     ,"US 221, VA 116",Jefferson St,128,City of Roanoke,128,City of Roanoke,0.28,US 221; 1US 221-P; 128-8015 Gap T,US 11,5300,G,99%,0%,1%,0%,0%,0%,F,0.1082,F,0.6055,5700,G,2008,,,,,,,,,,,,,,,
666813,  SR,00116,     ,"US 11, US 221, VA 116",Williamson Rd,128,City of Roanoke,128,City of Roanoke,0.15,Campbell Ave,Shenandoah Ave,19000,G,98%,0%,1%,0%,0%,0%,F,0.0890,F,0.5130,22000,G,2008,,,,,,,,,,,,,,,
666406,  SR,00116,     ,"US 11, US 221, VA 116",Williamson Rd,128,City of Roanoke,128,City of Roanoke,0.15,Shenandoah Ave,I-581,17000,G,98%,0%,1%,0%,0%,0%,F,0.0897,F,0.6190,19000,G,2008,,,,,,,,,,,,,,,
666405,  SR,00116,     ,"US 11, US 221, VA 116",Williamson Rd,128,City of Roanoke,128,City of Roanoke,0.50,I-581,US 11,11000,G,99%,0%,0%,0%,0%,0%,F,0.0836,F,0.5146,11000,G,2008,,,,,,,,,,,,,,,
666442,  SR,00116,     ,"US 460, Alt US 11, VA 116, Alt VA 220",Orange Ave,128,City of Roanoke,128,City of Roanoke,0.24,US 460,"I-581, US 220, ALT SR 220",45000,G,96%,1%,1%,1%,2%,0%,F,0.0742,F,0.5334,48000,G,2008,,,,,,,,,,,,,,,
666443,  SR,00116,     ,"US 460, Alt US 11, VA 116",Orange Ave,128,City of Roanoke,128,City of Roanoke,0.90,"I-581, US 220, ALT SR 220","10th St, Gainsboro Rd",17000,A,96%,1%,1%,1%,2%,0%,C,0.0944,A,0.5250,18000,A,2008,,,,,,,,,,,,,,,
666444,  SR,00116,     ,"US 460, Alt US 11, VA 116",Orange Ave,128,City of Roanoke,128,City of Roanoke,1.00,"10TH ST, Gainsboro Rd",Salem Turnpike,13000,G,96%,1%,1%,1%,2%,0%,F,0.0796,F,0.5230,14000,G,2008,,,,,,,,,,,,,,,
666504,  SR,00116,     ,"US 460, Alt US 11, VA 116",Melrose Ave,128,City of Roanoke,128,City of Roanoke,0.41,Salem Turnpike,Melrose Ave,12000,G,96%,1%,1%,1%,2%,0%,F,0.0863,F,0.5283,13000,G,2008,,,,,,,,,,,,,,,
666421,  SR,00116,     ,VA 116,Lafayette Blvd,128,City of Roanoke,128,City of Roanoke,0.73,Melrose Ave,Cove Rd,8200,G,97%,1%,1%,0%,0%,0%,C,0.0896,F,0.5903,8800,G,2008,,,,,,,,,,,,,,,
666519,  SR,00116,     ,VA 116,Cove Rd,128,City of Roanoke,128,City of Roanoke,0.72,Lafayette Blvd,SR 101 Hershberger Rd,13000,G,97%,1%,1%,0%,0%,0%,F,0.0841,F,0.5350,14000,G,2008,,,,,,,,,,,,,,,
782950,  SR,00117,     ,VA 117, ,128,City of Roanoke,128,City of Roanoke,2.34,US 11 Brandon Ave,Aerial Way Dr,16000,G,97%,1%,1%,1%,1%,0%,F,0.0979,F,0.5283,18000,G,2008,,,,,,,,,,,,,,,
666424,  SR,00117,     ,VA 117,Peters Creek Rd,128,City of Roanoke,128,City of Roanoke,0.46,Melrose Ave,Hershburger Rd,23000,G,97%,1%,1%,1%,1%,0%,F,0.0888,F,0.5318,26000,G,2008,,,,,,,,,,,,,,,
666220,  SR,00117,     ,VA 117,Peters Creek Rd,128,City of Roanoke,128,City of Roanoke,0.87,Hershburger Rd,Cove Rd,16000,G,97%,1%,1%,1%,1%,0%,F,0.0891,F,0.5351,18000,G,2008,,,,,,,,,,,,,,,
666221,  SR,00117,     ,VA 117,Peters Creek Rd,128,City of Roanoke,128,City of Roanoke,1.37,Cove Rd,I-581,18000,G,97%,1%,1%,1%,1%,0%,F,0.0868,F,0.5016,21000,G,2008,,,,,,,,,,,,,,,
120060,  SR,00117,     ,VA 117,Peters Creek Rd,128,City of Roanoke,128,City of Roanoke,0.82,I-581,NCL Roanoke,21000,A,97%,1%,1%,1%,1%,0%,C,0.1159,A,0.0000,24000,A,2008,,,,,,,,,,,,,,,
666425,  SR,00118,     ,VA 118,Airport Rd,128,City of Roanoke,128,City of Roanoke,0.63,US 11 Williamson Rd,Municipal Rd,7400,G,99%,0%,0%,0%,0%,0%,F,0.1054,F,0.5191,8000,G,2008,,,,,,,,,,,,,,,
120063,  SR,00118,     ,VA 118,Airport Rd,128,City of Roanoke,128,City of Roanoke,1.01,Municipal Rd,NCL Roanoke,12000,A,99%,0%,0%,0%,0%,0%,C,0.1143,A,0.5022,13000,A,2008,,,,,,,,,,,,,,,
020405,  US,00220,     ,US 220,Franklin Rd,128,City of Roanoke,080,Roanoke County,1.38,SCL Roanoke,BUS US 220; SR 419 Electric Rd,35000,G,86%,1%,1%,1%,10%,1%,F,0.0779,F,0.5658,36000,G,2008,,,,,,,,,,,,,,,
020188,  US,00220,     ,US 220,Roy Webber Expwy,128,City of Roanoke,080,Roanoke County,1.92,BUS US 220; SR 419 Electric Rd,Wonju St,43000,G,86%,1%,1%,1%,10%,1%,F,0.0866,F,0.5652,44000,G,2008,,,,,,,,,,,,,,,
020403,  US,00220,     ,US 220,Roy Webber Expwy,128,City of Roanoke,080,Roanoke County,1.71,Wonju St,SR 24 Elm Ave; I-581,58000,G,86%,1%,1%,1%,10%,1%,F,0.0869,F,0.5353,60000,G,2008,,,,,,,,,,,,,,,
020203,  US,00220,     ,"I-581 NB, US 220", ,128,City of Roanoke,080,Roanoke County,0.66,SR 24 Elm Ave; I-581,US 11 Williamson Rd,34000,G,92%,1%,1%,1%,5%,0%,F,0.0916,F,1.0000,37000,G,2008,,64000,G,93%,1%,1%,1%,5%,0%,F,0.0880,F,0.5196,71000,G
020200,  US,00220,     ,"I-581 NB, US 220", ,128,City of Roanoke,080,Roanoke County,0.31,US 11 Williamson Rd,US 460 Orange Ave,35000,G,92%,1%,1%,1%,5%,0%,F,0.0856,F,1.0000,38000,G,2008,,73000,G,93%,1%,1%,1%,5%,0%,F,,,,81000,G
020201,  US,00220,     ,"I-581 NB, US 220", ,128,City of Roanoke,080,Roanoke County,1.68,US 460 Orange Ave,Valley View Blvd,38000,F,92%,1%,1%,1%,5%,0%,F,0.0920,F,1.0000,42000,F,2008,,71000,G,93%,1%,1%,1%,5%,0%,F,0.0904,F,0.5094,79000,G
020198,  US,00220,     ,"I-581 NB, US 220", ,128,City of Roanoke,080,Roanoke County,1.11,Valley View Blvd,SR 101 Hershberger Rd,31000,A,92%,1%,1%,1%,5%,0%,C,0.1130,A,1.0000,35000,A,2008,,62000,A,93%,1%,1%,1%,5%,0%,C,0.1090,A,0.0000,69000,A
020196,  US,00220,     ,"I-581 NB, US 220", ,128,City of Roanoke,080,Roanoke County,1.75,SR 101 Hershberger Rd,SR 117 Peters Creek Rd,28000,F,92%,1%,1%,1%,5%,0%,F,0.0987,F,1.0000,28000,F,2008,,55000,F,93%,1%,1%,1%,5%,0%,F,0.0924,F,0.5309,56000,F
080634,C2US,00220,     ,Bus US 220,Franklin Rd,128,City of Roanoke,080,Roanoke County,0.27,US 220; SR 419 South of Roanoke,Penarth Road,24000,G,98%,0%,1%,0%,0%,0%,C,0.0858,F,0.5241,26000,G,2008,,,,,,,,,,,,,,,
666427,C2US,00220,     ,Bus US 220,Franklin Rd,128,City of Roanoke,128,City of Roanoke,1.26,Penarth Road,128-3 Wonju St,18000,G,98%,0%,1%,0%,0%,0%,F,0.0869,F,0.5429,19000,G,2008,,,,,,,,,,,,,,,
666428,C2US,00220,     ,Bus US 220,Franklin Rd,128,City of Roanoke,128,City of Roanoke,0.38,128-3 Wonju St,128-8003 McClanahan St,10000,G,98%,0%,1%,0%,0%,0%,F,0.0918,F,0.5800,11000,G,2008,,,,,,,,,,,,,,,
120102,C2US,00220,     ,Bus US 220,Franklin Rd,128,City of Roanoke,128,City of Roanoke,0.41,128-8003 McClanahan St,128-8015; I-581 Underpass,9300,G,98%,0%,1%,0%,0%,0%,F,0.0925,F,0.5924,10000,G,2008,,,,,,,,,,,,,,,
666442,A1SR,00220,     ,"US 460, Alt US 11, VA 116, Alt VA 220",Orange Ave,128,City of Roanoke,128,City of Roanoke,0.24,"I-581, US 220, ALT SR 220",US 11 Williamson Rd,45000,G,96%,1%,1%,1%,2%,0%,F,0.0742,F,0.5334,48000,G,2008,,,,,,,,,,,,,,,
666441,A1SR,00220,     ,"US 460, US 221, Alt VA 220",Orange Ave,128,City of Roanoke,128,City of Roanoke,0.49,US 11 Williamson Rd,SR 115 Hollins Rd,42000,G,96%,1%,1%,1%,2%,0%,F,0.0731,F,0.5276,46000,G,2008,,,,,,,,,,,,,,,
666440,A1SR,00220,     ,"US 460, US 221, Alt VA 220",Orange Ave,128,City of Roanoke,128,City of Roanoke,1.14,SR 115 Hollins Rd,24th St,37000,G,91%,1%,1%,1%,5%,0%,C,0.0746,F,0.6001,38000,G,2008,,,,,,,,,,,,,,,
666246,A1SR,00220,     ,"US 460, US 221, Alt VA 220",Orange Ave,128,City of Roanoke,128,City of Roanoke,1.37,24th St,128-8055 King St,30000,G,90%,1%,1%,2%,6%,0%,C,0.0773,F,0.5107,32000,G,2008,,,,,,,,,,,,,,,
666244,A1SR,00220,     ,"US 460, US 221, Alt VA 220",Orange Ave,128,City of Roanoke,128,City of Roanoke,0.18,128-8055 King St,Roanoke County Line,40000,G,94%,0%,1%,1%,4%,0%,F,0.0746,F,0.5546,42000,G,2008,,,,,,,,,,,,,,,
666435,  US,00221,     ,US 221,Brambleton Ave,128,City of Roanoke,128,City of Roanoke,1.39,WCL Roanoke,Overland Road,14000,G,99%,0%,1%,0%,0%,0%,C,0.1022,F,0.5679,15000,G,2008,,,,,,,,,,,,,,,
666436,  US,00221,     ,US 221,Brambleton Ave,128,City of Roanoke,128,City of Roanoke,0.52,Overland Road,Brandon Ave,8100,G,99%,0%,1%,0%,0%,0%,F,0.1058,F,0.6592,8700,G,2008,,,,,,,,,,,,,,,
666437,  US,00221,     ,US 221,Main St,128,City of Roanoke,128,City of Roanoke,1.19,Brandon Ave,8th St,8900,G,99%,0%,1%,0%,0%,0%,F,0.1002,F,0.6390,9600,G,2008,,,,,,,,,,,,,,,
666438,  US,00221,     ,US 221,Elm Ave,128,City of Roanoke,128,City of Roanoke,0.46,8th St,US 220 Franklin Rd,11000,G,98%,0%,1%,0%,0%,0%,C,0.0965,F,0.6640,12000,G,2008,,,,,,,,,,,,,,,
781554,  US,00221,     ,US 221,Elm Ave,128,City of Roanoke,128,City of Roanoke,0.30,US 220 Franklin Rd,"SR 24, SR 116",9000,G,98%,0%,1%,0%,0%,0%,F,0.0793,F,0.5211,9700,G,2008,,18000,G,98%,0%,1%,0%,0%,0%,F,0.0917,F,0.6104,19000,G
666430,  US,00221,     ,"US 221, VA 116",Jefferson St,128,City of Roanoke,128,City of Roanoke,0.28,SR 116 US 221 Bus P,US 11 Williamson Rd; Campbell Ave,5300,G,99%,0%,1%,0%,0%,0%,F,0.1082,F,0.6055,5700,G,2008,,,,,,,,,,,,,,,
666813,  US,00221,     ,"US 11, US 221, VA 116",Williamson Rd,128,City of Roanoke,128,City of Roanoke,0.15,Salem Ave,Shenandoah Ave,19000,G,98%,0%,1%,0%,0%,0%,F,0.0890,F,0.5130,22000,G,2008,,,,,,,,,,,,,,,
666406,  US,00221,     ,"US 11, US 221, VA 116",Williamson Rd,128,City of Roanoke,128,City of Roanoke,0.15,Shenandoah Ave,I-581,17000,G,98%,0%,1%,0%,0%,0%,F,0.0897,F,0.6190,19000,G,2008,,,,,,,,,,,,,,,
666405,  US,00221,     ,"US 11, US 221, VA 116",Williamson Rd,128,City of Roanoke,128,City of Roanoke,0.50,I-581,US 460 S,11000,G,99%,0%,0%,0%,0%,0%,F,0.0836,F,0.5146,11000,G,2008,,,,,,,,,,,,,,,
666441,  US,00221,     ,"US 460, US 221, Alt VA 220",Orange Ave,128,City of Roanoke,128,City of Roanoke,0.49,US 460 S,SR 115 Hollins Rd,42000,G,96%,1%,1%,1%,2%,0%,F,0.0731,F,0.5276,46000,G,2008,,,,,,,,,,,,,,,
666440,  US,00221,     ,"US 460, US 221, Alt VA 220",Orange Ave,128,City of Roanoke,128,City of Roanoke,1.14,SR 115 Hollins Rd,24th St,37000,G,91%,1%,1%,1%,5%,0%,C,0.0746,F,0.6001,38000,G,2008,,,,,,,,,,,,,,,
666246,  US,00221,     ,"US 460, US 221, Alt VA 220",Orange Ave,128,City of Roanoke,128,City of Roanoke,1.37,24th St,128-8055 King St,30000,G,90%,1%,1%,2%,6%,0%,C,0.0773,F,0.5107,32000,G,2008,,,,,,,,,,,,,,,
666244,  US,00221,     ,"US 460, US 221, Alt VA 220",Orange Ave,128,City of Roanoke,128,City of Roanoke,0.18,128-8055 King St,ECL Roanoke,40000,G,94%,0%,1%,1%,4%,0%,F,0.0746,F,0.5546,42000,G,2008,,,,,,,,,,,,,,,
120104, 1US,00221,P    ,US 221 Par,Franklin Rd,128,City of Roanoke,128,City of Roanoke,0.40,US 221 Elm Ave,"US 221, SR 116 Jefferson St",8900,G,99%,0%,1%,0%,0%,0%,F,0.1046,F,0.6807,9500,G,2008,,18000,G,98%,0%,1%,0%,0%,0%,F,0.0917,F,0.6104,19000,G
020194,  SR,00419,     ,VA 419,Electric Rd,128,City of Roanoke,080,Roanoke County,0.07,US 220; Bus US 220 Franklin Rd,Roanoke County Line,45000,G,99%,0%,0%,0%,0%,0%,F,0.0834,F,0.5170,49000,G,2008,,,,,,,,,,,,,,,
666247,  US,00460,     ,"US 460, Alt US 11",Melrose Ave,128,City of Roanoke,128,City of Roanoke,0.65,ECL Salem,SR 117 Peters Creek Rd,16000,G,96%,1%,1%,1%,2%,0%,F,0.0839,F,0.5028,17000,G,2008,,,,,,,,,,,,,,,
666446,  US,00460,     ,"US 460, Alt US 11",Melrose Ave,128,City of Roanoke,128,City of Roanoke,1.75,SR 117 Peters Creek Rd,24th St,13000,G,96%,1%,1%,1%,2%,0%,F,0.0838,F,0.5052,14000,G,2008,,,,,,,,,,,,,,,
666504,  US,00460,     ,"US 460, Alt US 11, VA 116",Melrose Ave,128,City of Roanoke,128,City of Roanoke,0.41,24th St,Salem Tpke,12000,G,96%,1%,1%,1%,2%,0%,F,0.0863,F,0.5283,13000,G,2008,,,,,,,,,,,,,,,
666444,  US,00460,     ,"US 460, Alt US 11, VA 116",Orange Ave,128,City of Roanoke,128,City of Roanoke,1.00,Salem Tpke,"10th St, Gainsboro Rd",13000,G,96%,1%,1%,1%,2%,0%,F,0.0796,F,0.5230,14000,G,2008,,,,,,,,,,,,,,,
666443,  US,00460,     ,"US 460, Alt US 11, VA 116",Orange Ave,128,City of Roanoke,128,City of Roanoke,0.90,"10th St, Gainsboro Rd","I-581, US 220, ALT SR 220",17000,A,96%,1%,1%,1%,2%,0%,C,0.0944,A,0.5250,18000,A,2008,,,,,,,,,,,,,,,
666442,  US,00460,     ,"US 460, Alt US 11, VA 116, Alt VA 220",Orange Ave,128,City of Roanoke,128,City of Roanoke,0.24,"I-581, US 220, ALT SR 220",US 11 Williamson Rd,45000,G,96%,1%,1%,1%,2%,0%,F,0.0742,F,0.5334,48000,G,2008,,,,,,,,,,,,,,,
666441,  US,00460,     ,"US 460, US 221, Alt VA 220",Orange Ave,128,City of Roanoke,128,City of Roanoke,0.49,US 11 Williamson Rd,SR 115 Hollins Rd,42000,G,96%,1%,1%,1%,2%,0%,F,0.0731,F,0.5276,46000,G,2008,,,,,,,,,,,,,,,
