771216,  86,00639,     ,86-639,Sulphur Springs Rd,189,Town of Chilhowie,086,Smyth County,0.18,US 11 Lee Highway,86-731 Old Stage Rd,1100,R,,,,,,,X,,,,,,08/15/2007,,,,,,,,,,,,,,,
771217,  86,00639,     ,86-639,Sulphur Springs Rd,189,Town of Chilhowie,086,Smyth County,0.30,86-731 Old Stage Rd,86-640,480,R,,,,,,,X,,,,,,08/15/2007,,,,,,,,,,,,,,,
771218,  86,00639,     ,86-639,Sulphur Springs Rd,189,Town of Chilhowie,086,Smyth County,0.40,86-640,SR 107 White Top Ave,330,R,,,,,,,X,,,,,,09/17/2007,,,,,,,,,,,,,,,
771219,  86,00640,     ,86-640, ,189,Town of Chilhowie,086,Smyth County,0.34,86-639 Sulfur Springs Rd,86-736 Crestwood Ave,280,R,,,,,,,X,,,,,,09/17/2007,,,,,,,,,,,,,,,
771220,  86,00640,     ,86-640, ,189,Town of Chilhowie,086,Smyth County,0.16,86-736 Crestwood Ave,Dead End,170,R,,,,,,,X,,,,,,09/17/2007,,,,,,,,,,,,,,,
771376,  86,00731,     ,86-731,Old Stage Rd,189,Town of Chilhowie,086,Smyth County,0.25,86-639 Sulfur Springs Rd,NCL Chilhowie,3300,R,,,,,,,X,,,,,,09/04/2007,,,,,,,,,,,,,,,
771377,  86,00731,     ,86-731,Old Stage Rd,189,Town of Chilhowie,086,Smyth County,0.90,NCL Chilhowie,86-774 Lyons Gap Rd,2300,R,,,,,,,X,,,,,,08/29/2007,,,,,,,,,,,,,,,
771378,  86,00731,     ,86-731,Old Stage Rd,189,Town of Chilhowie,086,Smyth County,0.28,86-774 Lyons Gap Rd,US 11 Lee Highway,2400,R,,,,,,,X,,,,,,08/29/2007,,,,,,,,,,,,,,,
771383,  86,00736,     ,86-736,Crestwood Ave,189,Town of Chilhowie,086,Smyth County,0.24,86-640,86-737 Hillview Ave,170,R,,,,,,,X,,,,,,09/17/2007,,,,,,,,,,,,,,,
771384,  86,00736,     ,86-736,Crestwood Ave,189,Town of Chilhowie,086,Smyth County,0.08,86-737 Hillview Ave,Dead End,30,R,,,,,,,X,,,,,,09/17/2007,,,,,,,,,,,,,,,
771385,  86,00737,     ,86-737,Hillview Ave,189,Town of Chilhowie,086,Smyth County,0.08,86-736 Crestwood Ave,Dead End,40,R,,,,,,,X,,,,,,09/17/2007,,,,,,,,,,,,,,,
403958,  86,00762,     ,86-762, ,189,Town of Chilhowie,086,Smyth County,0.68,SCL Chilhowie,86-608,6300,N,98%,0%,1%,0%,0%,0%,N,0.0928,N,0.6180,6600,N,2008,,,,,,,,,,,,,,,
403188,  86,00762,     ,86-762,White Top Ave,189,Town of Chilhowie,086,Smyth County,0.04,86-608 River Rd,I-81,8200,G,98%,0%,1%,0%,0%,0%,F,0.0904,F,0.6112,8600,G,2008,,,,,,,,,,,,,,,
403189,  86,00774,     ,86-774,Lyons Gap Rd,189,Town of Chilhowie,086,Smyth County,0.12,US 11 Lee Highway,86-731 Old Stage Rd,2500,G,98%,1%,1%,0%,0%,0%,F,0.0968,F,0.6024,2600,G,2008,,,,,,,,,,,,,,,
403190,  86,00774,     ,86-774,Lyons Gap Rd,189,Town of Chilhowie,086,Smyth County,0.36,86-731 Old Stage Rd,NCL Chilhowie,1700,G,98%,1%,1%,0%,0%,0%,C,0.1097,F,0.6970,1800,G,2008,,,,,,,,,,,,,,,
771446,  86,01001,     ,86-1001,Church Ave,189,Town of Chilhowie,086,Smyth County,0.04,86-1004 Main St,US 11 Lee Highway,410,R,,,,,,,X,,,,,,09/04/2007,,,,,,,,,,,,,,,
771447,  86,01001,     ,86-1001,Church Ave,189,Town of Chilhowie,086,Smyth County,0.05,US 11 Lee Highway,86-1002 Chilhowie St,440,R,,,,,,,X,,,,,,08/29/2007,,,,,,,,,,,,,,,
771448,  86,01001,     ,86-1001,Church Ave,189,Town of Chilhowie,086,Smyth County,0.14,86-1002 Chilhowie,86-731 Old Stage Rd,480,R,,,,,,,X,,,,,,09/04/2007,,,,,,,,,,,,,,,
771449,  86,01002,     ,86-1002,Chilhowie St,189,Town of Chilhowie,086,Smyth County,0.04,86-1023 Walton Ave,86-1005 Hull Ave,280,R,,,,,,,X,,,,,,09/04/2007,,,,,,,,,,,,,,,
771450,  86,01002,     ,86-1002,Chilhowie St,189,Town of Chilhowie,086,Smyth County,0.08,86-1005 Hull Ave,86-1001 Church Ave,150,R,,,,,,,X,,,,,,09/04/2007,,,,,,,,,,,,,,,
771451,  86,01002,     ,86-1002,Chilhowie St,189,Town of Chilhowie,086,Smyth County,0.29,86-1001 Church Ave,86-1007 Park Ave,660,R,,,,,,,X,,,,,,08/29/2007,,,,,,,,,,,,,,,
771452,  86,01002,     ,86-1002,Chilhowie St,189,Town of Chilhowie,086,Smyth County,0.05,86-1007 Park Ave,86-1008 Pine Ave,100,R,,,,,,,X,,,,,,08/29/2007,,,,,,,,,,,,,,,
771453,  86,01002,     ,86-1002,Chilhowie St,189,Town of Chilhowie,086,Smyth County,0.06,86-1008 Pine Ave,86-1003 Sanders Ave,100,R,,,,,,,X,,,,,,08/29/2007,,,,,,,,,,,,,,,
771454,  86,01002,     ,86-1002,Chilhowie St,189,Town of Chilhowie,086,Smyth County,0.08,86-1003 Sanders Ave,86-1009 Bonham Ave,250,R,,,,,,,X,,,,,,09/06/2007,,,,,,,,,,,,,,,
771455,  86,01003,     ,86-1003,Sanders Ave,189,Town of Chilhowie,086,Smyth County,0.05,US 11 Lee Highway,86-1002 Chilhowie St,650,R,,,,,,,X,,,,,,08/29/2007,,,,,,,,,,,,,,,
771456,  86,01003,     ,86-1003,Sanders Ave,189,Town of Chilhowie,086,Smyth County,0.10,86-1002 Chilhowie St,86-1010 Hood St,100,R,,,,,,,X,,,,,,08/29/2007,,,,,,,,,,,,,,,
771457,  86,01003,     ,86-1003,Sanders Ave,189,Town of Chilhowie,086,Smyth County,0.09,86-1010 Hood St,86-731 Old Stage Rd,470,R,,,,,,,X,,,,,,09/06/2007,,,,,,,,,,,,,,,
771458,  86,01004,     ,86-1004,West Main  St,189,Town of Chilhowie,086,Smyth County,0.19,US 11 Lee Highway,86-1006 Depot Ave,1500,R,,,,,,,X,,,,,,09/04/2007,,,,,,,,,,,,,,,
771459,  86,01004,     ,86-1004,West Main St,189,Town of Chilhowie,086,Smyth County,0.05,86-1006 Depot Ave,SR 107 White Top Ave,2100,R,,,,,,,X,,,,,,09/04/2007,,,,,,,,,,,,,,,
771460,  86,01004,     ,86-1004,West Main St,189,Town of Chilhowie,086,Smyth County,0.07,SR 107 White Top Ave,86-1023 Walton Ave,460,R,,,,,,,X,,,,,,09/04/2007,,,,,,,,,,,,,,,
771461,  86,01004,     ,86-1004,West Main St,189,Town of Chilhowie,086,Smyth County,0.06,86-1023 Walton Ave,86-1005 First Ave,160,R,,,,,,,X,,,,,,09/04/2007,,,,,,,,,,,,,,,
771462,  86,01004,     ,86-1004,West Main St,189,Town of Chilhowie,086,Smyth County,0.06,86-1005 First Ave,86-1001 Church Ave,580,R,,,,,,,X,,,,,,09/04/2007,,,,,,,,,,,,,,,
771463,  86,01005,     ,86-1005,First Ave,189,Town of Chilhowie,086,Smyth County,0.04,86-1004 Main St,"US 11 E, Lee Hwy",250,R,,,,,,,X,,,,,,09/17/2007,,,,,,,,,,,,,,,
771464,  86,01005,     ,86-1005,First Ave,189,Town of Chilhowie,086,Smyth County,0.05,"US 11 W, Lee Hwy",86-1002 Chilhowie St,810,R,,,,,,,X,,,,,,08/29/2007,,,,,,,,,,,,,,,
771465,  86,01006,     ,86-1006,Depot Ave,189,Town of Chilhowie,086,Smyth County,0.04,US 11 Lee Highway,86-1004 Main St,790,R,,,,,,,X,,,,,,09/04/2007,,,,,,,,,,,,,,,
771466,  86,01007,     ,86-1007,Park Ave,189,Town of Chilhowie,086,Smyth County,0.05,86-1002 Chilhowie St,Dead End,90,R,,,,,,,X,,,,,,08/29/2007,,,,,,,,,,,,,,,
771467,  86,01008,     ,86-1008,Pine Ave,189,Town of Chilhowie,086,Smyth County,0.15,Dead End,US 11 Lee Highway,1300,R,,,,,,,X,,,,,,09/04/2007,,,,,,,,,,,,,,,
771468,  86,01008,     ,86-1008,Pine Ave,189,Town of Chilhowie,086,Smyth County,0.05,US 11 Lee Highway,86-1002 Chilhowie St,250,R,,,,,,,X,,,,,,09/04/2007,,,,,,,,,,,,,,,
771469,  86,01009,     ,86-1009,Bonham Ave,189,Town of Chilhowie,086,Smyth County,0.03,US 11; 86-9812,86-1002 Chilhowie St,960,R,,,,,,,X,,,,,,09/04/2007,,,,,,,,,,,,,,,
771470,  86,01009,     ,86-1009,Bonham Ave,189,Town of Chilhowie,086,Smyth County,0.10,86-1002 Chilhowie St,86-1010 Hood St,440,R,,,,,,,X,,,,,,08/29/2007,,,,,,,,,,,,,,,
771471,  86,01009,     ,86-1009,Bonham Ave,189,Town of Chilhowie,086,Smyth County,0.10,86-1010 Hood St,86-731 Old Stage Rd,690,R,,,,,,,X,,,,,,08/29/2007,,,,,,,,,,,,,,,
771472,  86,01010,     ,86-1010,Hood St,189,Town of Chilhowie,086,Smyth County,0.08,86-1009 Bonham Ave,86-1003 Sanders Ave,80,R,,,,,,,X,,,,,,08/29/2007,,,,,,,,,,,,,,,
771473,  86,01010,     ,86-1010,Hood St,189,Town of Chilhowie,086,Smyth County,0.03,86-1003 Sanders Ave,Dead End,80,R,,,,,,,X,,,,,,09/17/2007,,,,,,,,,,,,,,,
771474,  86,01011,     ,86-1011,W Sunshine Dr,189,Town of Chilhowie,086,Smyth County,0.06,86-731 Old Stage Rd,86-1013 Sunshine Dr,70,R,,,,,,,X,,,,,,08/29/2007,,,,,,,,,,,,,,,
771475,  86,01012,     ,86-1012,E Sunshine Dr,189,Town of Chilhowie,086,Smyth County,0.06,86-731 Old Stage Rd,86-1013 Sunshine Dr,150,R,,,,,,,X,,,,,,08/29/2007,,,,,,,,,,,,,,,
771476,  86,01013,     ,86-1013,Sunshine Dr,189,Town of Chilhowie,086,Smyth County,0.06,86-1011 Sunshine Ave,86-1012 Sunshine Ave,80,R,,,,,,,X,,,,,,09/17/2007,,,,,,,,,,,,,,,
771477,  86,01014,     ,86-1014,Beattie Ave,189,Town of Chilhowie,086,Smyth County,0.10,SR 107 White Top Ave,86-731 Old Stage Rd,90,R,,,,,,,X,,,,,,08/29/2007,,,,,,,,,,,,,,,
771478,  86,01015,     ,86-1015,Greever Ave,189,Town of Chilhowie,086,Smyth County,0.05,US 11 Lee Highway,86-1028 Greenway St,810,R,,,,,,,X,,,,,,08/13/2007,,,,,,,,,,,,,,,
771479,  86,01015,     ,86-1015,Greever Ave,189,Town of Chilhowie,086,Smyth County,0.04,86-1028 Greenway St,86-1016 Sunset St,1100,R,,,,,,,X,,,,,,08/15/2007,,,,,,,,,,,,,,,
771480,  86,01016,     ,86-1016,Sunset St,189,Town of Chilhowie,086,Smyth County,0.07,86-1020 West Ave,86-1022 Midnight Dr,510,R,,,,,,,X,,,,,,08/15/2007,,,,,,,,,,,,,,,
771481,  86,01016,     ,86-1016,Sunset St,189,Town of Chilhowie,086,Smyth County,0.03,86-1022 Midnight Dr,86-1015 Greever Ave,1000,R,,,,,,,X,,,,,,08/15/2007,,,,,,,,,,,,,,,
771482,  86,01016,     ,86-1016,Sunset St,189,Town of Chilhowie,086,Smyth County,0.11,86-1015 Greever Ave,86-1018 Midnight Dr,130,R,,,,,,,X,,,,,,08/15/2007,,,,,,,,,,,,,,,
771483,  86,01016,     ,86-1016,Sunset St,189,Town of Chilhowie,086,Smyth County,0.07,86-1018 Midnight Dr,86-1017 Martin Ave,560,R,,,,,,,X,,,,,,08/15/2007,,,,,,,,,,,,,,,
771484,  86,01016,     ,86-1016,Sunset St,189,Town of Chilhowie,086,Smyth County,0.04,86-1017 Martin Ave,Dead End,70,R,,,,,,,X,,,,,,08/15/2007,,,,,,,,,,,,,,,
771485,  86,01017,     ,86-1017,Martin Ave,189,Town of Chilhowie,086,Smyth County,0.03,US 11 Lee Highway,86-1028 Greenway St,1100,R,,,,,,,X,,,,,,08/15/2007,,,,,,,,,,,,,,,
771486,  86,01017,     ,86-1017,Martin Ave,189,Town of Chilhowie,086,Smyth County,0.05,86-1028 Greenway St,86-1016 Sunset St,240,R,,,,,,,X,,,,,,08/15/2007,,,,,,,,,,,,,,,
771487,  86,01017,     ,86-1017,Martin Ave,189,Town of Chilhowie,086,Smyth County,0.12,86-1016 Sunset St,86-1019 Skyview Dr,570,R,,,,,,,X,,,,,,08/15/2007,,,,,,,,,,,,,,,
771488,  86,01018,     ,86-1018,Midnight Dr,189,Town of Chilhowie,086,Smyth County,0.06,86-1016 Sunset St,86-1021 Midnight Dr,100,R,,,,,,,X,,,,,,08/15/2007,,,,,,,,,,,,,,,
771489,  86,01019,     ,86-1019,Skyview Dr,189,Town of Chilhowie,086,Smyth County,0.06,86-1020 West Ave,86-1025 Cress Ave,280,R,,,,,,,X,,,,,,09/17/2007,,,,,,,,,,,,,,,
771490,  86,01019,     ,86-1019,Skyview Dr,189,Town of Chilhowie,086,Smyth County,0.22,86-1025 Cress Ave,86-1017 Martin Ave,470,R,,,,,,,X,,,,,,08/15/2007,,,,,,,,,,,,,,,
771491,  86,01020,     ,86-1020,West Ave,189,Town of Chilhowie,086,Smyth County,0.11,86-1016 Sunset Dr,86-1019 Skyview Dr,240,R,,,,,,,X,,,,,,09/17/2007,,,,,,,,,,,,,,,
771492,  86,01021,     ,86-1021,Midnight Dr,189,Town of Chilhowie,086,Smyth County,0.16,86-1022 Midnight Dr,86-1018 Midnight Dr,310,R,,,,,,,X,,,,,,08/15/2007,,,,,,,,,,,,,,,
771493,  86,01022,     ,86-1022,Midnight Dr,189,Town of Chilhowie,086,Smyth County,0.06,86-1016 Sunset St,86-1021 Midnight Dr,100,R,,,,,,,X,,,,,,08/15/2007,,,,,,,,,,,,,,,
771494,  86,01023,     ,86-1023,Walton Ave,189,Town of Chilhowie,086,Smyth County,0.04,86-1004 Main St,US 11 Lee Highway,880,R,,,,,,,X,,,,,,09/17/2007,,,,,,,,,,,,,,,
771495,  86,01023,     ,86-1023,Walton Ave,189,Town of Chilhowie,086,Smyth County,0.05,US 11 Lee Highway,86-1002 Chilhowie St,1100,R,,,,,,,X,,,,,,09/04/2007,,,,,,,,,,,,,,,
771496,  86,01023,     ,86-1023,Walton Ave,189,Town of Chilhowie,086,Smyth County,0.13,86-1002 Chilhowie St,86-731 Old Stage Rd,840,R,,,,,,,X,,,,,,09/04/2007,,,,,,,,,,,,,,,
771497,  86,01024,     ,86-1024,Industrial Park Rd,189,Town of Chilhowie,086,Smyth County,0.19,Dead End,US 11 Lee Highway,110,R,,,,,,,X,,,,,,08/15/2007,,,,,,,,,,,,,,,
771498,  86,01025,     ,86-1025,Cress Ave,189,Town of Chilhowie,086,Smyth County,0.05,86-1019 Skyview Dr,86-1026 Meadow Brook Lane,330,R,,,,,,,X,,,,,,09/20/2007,,,,,,,,,,,,,,,
771499,  86,01026,     ,86-1026,Meadow Brook Lane,189,Town of Chilhowie,086,Smyth County,0.21,Dead End,86-1025 Cress Ave,250,R,,,,,,,X,,,,,,09/20/2007,,,,,,,,,,,,,,,
771500,  86,01026,     ,86-1026,Meadow Brook Lane,189,Town of Chilhowie,086,Smyth County,0.07,86-1025 Cress Ave,Dead End,80,R,,,,,,,X,,,,,,09/20/2007,,,,,,,,,,,,,,,
771501,  86,01027,     ,86-1027,Kendall Dr,189,Town of Chilhowie,086,Smyth County,0.17,Dead End,86-1024 Industrial Park Rd,470,R,,,,,,,X,,,,,,08/15/2007,,,,,,,,,,,,,,,
771502,  86,01028,     ,86-1028,Greenway St,189,Town of Chilhowie,086,Smyth County,0.19,86-1015 Greever Ave,86-1017 Martin Ave,130,R,,,,,,,X,,,,,,08/15/2007,,,,,,,,,,,,,,,
782718,  86,01033,     ,86-1033,Poplar Ave,189,Town of Chilhowie,086,Smyth County,0.17,US 11 Lee Highway,86-731 Old Stage Rd,550,R,,,,,,,X,,,,,,08/29/2007,,,,,,,,,,,,,,,
771507,  86,01034,     ,86-1034,Packing House Rd,189,Town of Chilhowie,086,Smyth County,0.38,86-762 White Top Rd,86-762,140,R,,,,,,,X,,,,,,08/29/2007,,,,,,,,,,,,,,,
771508,  86,01035,     ,86-1035,Overlook Dr,189,Town of Chilhowie,086,Smyth County,0.04,86-762,86-1036 Overlook Dr,710,R,,,,,,,X,,,,,,09/04/2007,,,,,,,,,,,,,,,
771509,  86,01036,     ,86-1036,Overlook Dr,189,Town of Chilhowie,086,Smyth County,0.25,86-1035 Overlook Dr,Dead End,560,R,,,,,,,X,,,,,,09/04/2007,,,,,,,,,,,,,,,
784579,  86,01037,     ,86-1037,Haynes Ave,189,Town of Chilhowie,086,Smyth County,0.28,86-731 Old Stage Rd,Cul-de-Sac,60,R,,,,,,,X,,,,,,08/15/2007,,,,,,,,,,,,,,,
788110,  86,01038,     ,86-1038, ,189,Town of Chilhowie,086,Smyth County,0.03,86-1004 Main St,US 11 Lee Highway,980,R,,,,,,,X,,,,,,09/04/2007,,,,,,,,,,,,,,,
771558,  86,09812,     ,86-9812,Williams St,189,Town of Chilhowie,086,Smyth County,0.23,Chilhowie High School,US 11; 86-1009,1200,R,,,,,,,X,,,,,,09/19/2007,,,,,,,,,,,,,,,
- - - - - - - - - - - - - - - - - - - - - - - - - - - - End of Report - - - - - - - - - - - - - - - - - - - - - - - - - - - - ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
