030334,C4US,00360,     ,"Bus US 15, Bus US 360",Four Locust Hwy,248,Town of Keysville,019,Charlotte County,0.37,N SR 40,CL Keysville,4200,G,90%,0%,1%,1%,7%,0%,F,0.0855,F,0.5609,4300,G,2008,,,,,,,,,,,,,,,
785069,  19,00629,     ,19-629,Southern Dr,248,Town of Keysville,019,Charlotte County,0.24,SCL Keysville,US 15 Bus NORTH,220,R,,,,,,,X,,,,,,05/16/2006,,,,,,,,,,,,,,,
711183,  19,00688,     ,19-688,Blue Stone Rd,248,Town of Keysville,019,Charlotte County,0.07,WCL Keysville,SR 40 Church St; George Washington Hwy,270,R,,,,,,,X,,,,,,05/20/2003,,,,,,,,,,,,,,,
711215,  19,00712,     ,19-712,Church St,248,Town of Keysville,019,Charlotte County,1.02,Bus US 15,NCL Keysville,230,R,,,,,,,X,,,,,,06/10/2003,,,,,,,,,,,,,,,
711221,  19,00714,     ,19-714,Railroad Ave,248,Town of Keysville,019,Charlotte County,0.10,19-712 Horseshoe Bend Road,19-716 Farrar St,370,R,,,,,,,X,,,,,,06/10/2003,,,,,,,,,,,,,,,
711222,  19,00714,     ,19-714,Railroad Ave,248,Town of Keysville,019,Charlotte County,0.02,19-716 Farrar St,Dead End,290,R,,,,,,,X,,,,,,06/10/2003,,,,,,,,,,,,,,,
711223,  19,00715,     ,19-715,J St,248,Town of Keysville,019,Charlotte County,0.06,Dead End,19-757 Osborne St,2,R,,,,,,,X,,,,,,05/02/2006,,,,,,,,,,,,,,,
711224,  19,00715,     ,19-715,J St,248,Town of Keysville,019,Charlotte County,0.07,19-757 Osborne St,Bus US 15,530,R,,,,,,,X,,,,,,05/02/2006,,,,,,,,,,,,,,,
711225,  19,00716,     ,19-716,Farrar St,248,Town of Keysville,019,Charlotte County,0.35,19-714 Railroad Ave,19-712 Horseshoe Bend Road,630,R,,,,,,,X,,,,,,05/02/2006,,,,,,,,,,,,,,,
711226,  19,00716,     ,19-716,Farrar St,248,Town of Keysville,019,Charlotte County,0.20,19-712 Horseshoe Bend Road,Dead End,270,R,,,,,,,X,,,,,,05/02/2006,,,,,,,,,,,,,,,
711228,  19,00718,     ,19-718,H St,248,Town of Keysville,019,Charlotte County,0.08,Bus US 15,19-712 Horseshoe Bend Road,870,R,,,,,,,X,,,,,,05/02/2006,,,,,,,,,,,,,,,
711232,  19,00722,     ,19-722,Spaulding Ave,248,Town of Keysville,019,Charlotte County,0.07,Dead End,19-757 Osborne St,400,R,,,,,,,X,,,,,,05/16/2006,,,,,,,,,,,,,,,
711233,  19,00722,     ,19-722,Spaulding Ave,248,Town of Keysville,019,Charlotte County,0.05,19-757 Osborne St,Bus US 15,1000,R,,,,,,,X,,,,,,05/16/2006,,,,,,,,,,,,,,,
402398,  19,00731,     ,19-731,Pettus St,248,Town of Keysville,019,Charlotte County,0.07,19-757 Osborne St,"Bus US 15; SR 40, Lunenburg Hwy",120,G,81%,0%,4%,4%,10%,0%,C,0.1463,F,0.6111,120,G,2008,,,,,,,,,,,,,,,
711246,  19,00735,     ,19-735,Pecan St,248,Town of Keysville,019,Charlotte County,0.08,Bus US 15,19-789 Pecan St,80,R,,,,,,,X,,,,,,06/10/2003,,,,,,,,,,,,,,,
711247,  19,00735,     ,19-735,Pecan St,248,Town of Keysville,019,Charlotte County,0.02,19-789 Pecan St,Dead End,9,R,,,,,,,X,,,,,,06/10/2003,,,,,,,,,,,,,,,
711251,  19,00739,     ,19-739,Wilson St,248,Town of Keysville,019,Charlotte County,0.12,SR 59,19-765 Arvin St,140,R,,,,,,,X,,,,,,05/02/2006,,,,,,,,,,,,,,,
711268,  19,00757,     ,19-757,Osborne St,248,Town of Keysville,019,Charlotte County,0.03,19-765 Arvin St,"19-772 E, Hill Ave",300,R,,,,,,,X,,,,,,05/20/2003,,,,,,,,,,,,,,,
402402,  19,00757,     ,19-757,Osborne St,248,Town of Keysville,019,Charlotte County,0.42,"19-772 W, Railroad Ave",19-731 Pettus St,310,G,96%,2%,1%,0%,1%,0%,C,0.1411,F,0.5319,310,G,2008,,,,,,,,,,,,,,,
711269,  19,00757,     ,19-757,Osborne St,248,Town of Keysville,019,Charlotte County,0.14,19-731 Pettus St,19-722 Spaulding Ave,380,R,,,,,,,X,,,,,,05/20/2003,,,,,,,,,,,,,,,
402403,  19,00758,     ,19-758,I St,248,Town of Keysville,019,Charlotte County,0.11,Dead End,19-757 Osborne St,30,G,99%,0%,1%,0%,0%,0%,F,0.2029,F,0.5000,30,G,2008,,,,,,,,,,,,,,,
402404,  19,00758,     ,19-758,I St,248,Town of Keysville,019,Charlotte County,0.09,19-757 Osborne St,Bus US 15,100,G,99%,0%,1%,0%,0%,0%,C,0.1311,F,0.5000,110,G,2008,,,,,,,,,,,,,,,
711270,  19,00758,     ,19-758,I St,248,Town of Keysville,019,Charlotte County,0.09,Bus US 15,19-712 Horseshoe Bend Rd,410,R,,,,,,,X,,,,,,05/20/2003,,,,,,,,,,,,,,,
711277,  19,00765,     ,19-765,Arvin St,248,Town of Keysville,019,Charlotte County,0.05,19-795 Arvin Rd,SR 59,200,R,,,,,,,X,,,,,,05/02/2006,,,,,,,,,,,,,,,
402405,  19,00765,     ,19-765,Front St,248,Town of Keysville,019,Charlotte County,0.15,SR 59 Merry Oaks Dr,19-757 Osborne St,110,G,98%,0%,0%,0%,1%,0%,F,0.1369,F,0.5102,120,G,2008,,,,,,,,,,,,,,,
402406,  19,00765,     ,19-765,Front St,248,Town of Keysville,019,Charlotte County,0.15,19-757 Osborne St,US 15 BUS; SR 40,200,G,98%,0%,0%,0%,1%,0%,C,0.1067,F,0.6250,210,G,2008,,,,,,,,,,,,,,,
711281,  19,00769,     ,19-769,Mary Knoll Lane,248,Town of Keysville,019,Charlotte County,0.23,Bus US 15,Dead End,100,R,,,,,,,X,,,,,,05/16/2006,,,,,,,,,,,,,,,
711283,  19,00771,     ,19-771,Shaw Dr,248,Town of Keysville,019,Charlotte County,0.10,19-716 Farrar St,19-796 Shadow Lane,80,R,,,,,,,X,,,,,,05/02/2006,,,,,,,,,,,,,,,
711284,  19,00771,     ,19-771,Shaw Dr,248,Town of Keysville,019,Charlotte County,0.10,19-796 Shadow Lane,Dead End,10,R,,,,,,,X,,,,,,05/02/2006,,,,,,,,,,,,,,,
403937,  19,00772,     ,19-772,Hill Ave,248,Town of Keysville,019,Charlotte County,0.38,SCL Keysville,"19-757 W, Osborne St",230,N,96%,1%,3%,1%,0%,0%,N,0.1478,N,0.6111,230,N,2008,,,,,,,,,,,,,,,
402409,  19,00772,     ,19-772,Railroad Ave,248,Town of Keysville,019,Charlotte County,0.10,"19-757 W, Osborne St",Bus US 15,590,G,96%,1%,3%,1%,0%,0%,C,0.1164,F,0.5890,600,G,2008,,,,,,,,,,,,,,,
711285,  19,00773,     ,19-773,Priddy St,248,Town of Keysville,019,Charlotte County,0.05,19-774 Priddy St,SR 59,100,R,,,,,,,X,,,,,,05/20/2003,,,,,,,,,,,,,,,
711286,  19,00774,     ,19-774,Priddy St,248,Town of Keysville,019,Charlotte County,0.16,19-826 Merry Oakes Lane,19-773 Priddy St,30,R,,,,,,,X,,,,,,05/20/2003,,,,,,,,,,,,,,,
711289,  19,00776,     ,19-776,Mary Ave,248,Town of Keysville,019,Charlotte County,0.04,SR 59,19-772 Hill Ave,190,R,,,,,,,X,,,,,,05/02/2006,,,,,,,,,,,,,,,
711294,  19,00781,     ,19-781,Pine Haven St,248,Town of Keysville,019,Charlotte County,0.09,Dead End,SR 40 Lunenburg Hwy,60,R,,,,,,,X,,,,,,05/16/2006,,,,,,,,,,,,,,,
711300,  19,00787,     ,19-787,Keysville Main St,248,Town of Keysville,019,Charlotte County,0.09,19-716 Farrar St,19-796 Shadow Lane,90,R,,,,,,,X,,,,,,05/02/2006,,,,,,,,,,,,,,,
711301,  19,00787,     ,19-787,Keysville Main St,248,Town of Keysville,019,Charlotte County,0.05,19-796 Shadow Lane,Dead End,2,R,,,,,,,X,,,,,,05/02/2006,,,,,,,,,,,,,,,
711303,  19,00789,     ,19-789,Pecan St,248,Town of Keysville,019,Charlotte County,0.06,Dead End,19-735 Pecan St,90,R,,,,,,,X,,,,,,06/10/2003,,,,,,,,,,,,,,,
711309,  19,00795,     ,19-795,Arvin Rd,248,Town of Keysville,019,Charlotte County,0.08,Dead End,19-765 Arvin St,60,R,,,,,,,X,,,,,,05/02/2006,,,,,,,,,,,,,,,
711310,  19,00796,     ,19-796,Shadow Lane,248,Town of Keysville,019,Charlotte County,0.08,Bus US 15,19-787 Keysville Main St,310,R,,,,,,,X,,,,,,06/16/2003,,,,,,,,,,,,,,,
711311,  19,00796,     ,19-796,Shadow Lane,248,Town of Keysville,019,Charlotte County,0.12,19-787 Keysville Main St,19-771 Shaw Dr,50,R,,,,,,,X,,,,,,06/16/2003,,,,,,,,,,,,,,,
786017,  19,00823,     ,19-823,June Lane,248,Town of Keysville,019,Charlotte County,0.10,Bus US 15,19-824 Leisure Dr,90,R,,,,,,,X,,,,,,04/20/2006,,,,,,,,,,,,,,,
786018,  19,00824,     ,19-824,Leisure Dr,248,Town of Keysville,019,Charlotte County,0.15,Dead End,19-823 June Lane,20,R,,,,,,,X,,,,,,04/20/2006,,,,,,,,,,,,,,,
711322,  19,00825,     ,19-825,Merry Oaks Lane,248,Town of Keysville,019,Charlotte County,0.35,19-826 Merry Oaks Lane,SR 59,20,R,,,,,,,X,,,,,,05/02/2006,,,,,,,,,,,,,,,
711324,  19,00826,     ,19-826,Merry Oaks Lane,248,Town of Keysville,019,Charlotte County,0.10,WCL Keysville,SR 59,30,R,,,,,,,X,,,,,,05/02/2006,,,,,,,,,,,,,,,
- - - - - - - - - - - - - - - - - - - - - - - - - - - - End of Report - - - - - - - - - - - - - - - - - - - - - - - - - - - - ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
