631029,C1US,00001,     ,Bus US 1,LaFayette Blvd,111,City of Fredericksburg,111,City of Fredericksburg,0.10,111-3961 Kenmore Ave,"Bus US 1 Par, Bus 17 Par Princess Anne St",5300,N,97%,1%,2%,0%,0%,0%,N,0.0945,N,0.0000,5700,N,2008,,,,,,,,,,,,,,,
631030,C1US,00001,     ,Bus US 1,LaFayette Blvd,111,City of Fredericksburg,111,City of Fredericksburg,0.06,"Bus US 1 Par, Bus 17 Par Princess Anne St",Bus US 17 Caroline St,5300,F,97%,1%,2%,0%,0%,0%,F,0.0945,F,0.0000,5700,F,2008,,,,,,,,,,,,,,,
631061,C1US,00001,     ,"Bus US 1, Bus US 17, VA 2",Caroline St,111,City of Fredericksburg,111,City of Fredericksburg,0.38,"Bus US 17, Lafayette Blvd",Bus SR 3 William St,5100,F,97%,1%,2%,0%,0%,0%,F,0.0850,F,1.0000,5600,F,2008,,11000,F,98%,1%,1%,0%,0%,0%,F,0.0855,F,0.0000,12000,F
631062,C1US,00001,     ,"Bus US 1, Bus US 17",Caroline St,111,City of Fredericksburg,111,City of Fredericksburg,0.51,Bus SR 3 William St,Herndon St,6000,F,97%,1%,2%,0%,0%,0%,C,0.0858,F,1.0000,6500,F,2008,,13000,F,98%,1%,1%,0%,0%,0%,C,0.0927,F,0.0000,14000,F
631066,C1US,00001,     ,"Bus US 1, Bus US 17",Herndon St,111,City of Fredericksburg,111,City of Fredericksburg,0.06,Caroline St,Bus US 1 Par Princess Anne St,4500,F,97%,1%,2%,0%,0%,0%,F,0.0815,F,1.0000,4900,F,2008,,,,,,,,,,,,,,,
631039,C1US,00001,     ,"Bus US 1, Bus US 17",Princess Anne St,111,City of Fredericksburg,111,City of Fredericksburg,0.70,Bus US 1 Par Herndon St,US 1 Jefferson Davis Highway,9700,F,98%,0%,1%,0%,0%,0%,C,0.0940,F,0.0000,11000,F,2008,,,,,,,,,,,,,,,
631040,C1US,00001,P    ,"Bus US 1 Par, Bus US 17, VA 2",Princess Anne St,111,City of Fredericksburg,111,City of Fredericksburg,0.37,"Bus US 1, Bus US 17 Lafayette Blvd",Bus SR 3 William St,6400,F,98%,1%,1%,0%,0%,0%,F,0.0875,F,1.0000,6900,F,2008,,11000,F,98%,1%,1%,0%,0%,0%,F,0.0855,F,0.0000,12000,F
631065,C1US,00001,P    ,"Bus US 1 Par, Bus US 17",Princess Anne St,111,City of Fredericksburg,111,City of Fredericksburg,0.52,Bus SR 3 William St,Bus US 1 Herndon St,7200,F,98%,1%,1%,0%,0%,0%,C,0.1088,F,1.0000,7800,F,2008,,13000,F,98%,1%,1%,0%,0%,0%,C,0.0927,F,0.0000,14000,F
631004,  SR,00002,     ,"Bus US 17, VA 2",Dixon St,111,City of Fredericksburg,111,City of Fredericksburg,0.55,ECL Fredericksburg,Ramp from SR 3 Connector,22000,F,94%,1%,1%,2%,3%,0%,C,0.0884,F,0.0000,24000,F,2008,,,,,,,,,,,,,,,
631006,  SR,00002,     ,"Bus US 17, VA 2",Dixon St,111,City of Fredericksburg,111,City of Fredericksburg,0.26,Ramp from SR 3 Connector,Charles St,10000,F,98%,1%,1%,0%,0%,0%,C,0.0969,F,0.0000,11000,F,2008,,,,,,,,,,,,,,,
631007,  SR,00002,     ,"Bus US 17, VA 2",Dixon St,111,City of Fredericksburg,111,City of Fredericksburg,0.06,Charles St,Princess Anne St,4800,F,98%,1%,1%,0%,0%,0%,F,0.1014,F,0.0000,5300,F,2008,,7800,F,97%,1%,1%,0%,0%,0%,F,,,,8400,F
631002,  SR,00002,     ,"Bus US 17 Par, VA 2",Princess Anne St,111,City of Fredericksburg,111,City of Fredericksburg,0.26,Dixon St,Bus US 1,2900,F,96%,1%,2%,0%,0%,0%,C,0.1123,F,0.0000,3200,F,2008,,5400,F,96%,1%,2%,0%,0%,0%,C,,,,5900,F
631040,  SR,00002,     ,"Bus US 1 Par, Bus US 17, VA 2",Princess Anne St,111,City of Fredericksburg,111,City of Fredericksburg,0.37,Bus US 1,Bus SR 3 William St,6400,F,98%,1%,1%,0%,0%,0%,F,0.0875,F,1.0000,6900,F,2008,,11000,F,98%,1%,1%,0%,0%,0%,F,0.0855,F,0.0000,12000,F
631035,  SR,00003,     ,VA 3,Plank Rd,111,City of Fredericksburg,111,City of Fredericksburg,0.34,WCL Fredericksburg,I-95,92000,G,96%,0%,1%,1%,3%,0%,F,,,,99000,G,2008,,,,,,,,,,,,,,,
631050,  SR,00003,     ,VA 3,Plank Rd,111,City of Fredericksburg,111,City of Fredericksburg,0.61,I-95,Oakwood St,55000,F,94%,0%,1%,1%,3%,0%,F,,,,55000,F,2008,,,,,,,,,,,,,,,
631051,  SR,00003,     ,VA 3,Plank Rd,111,City of Fredericksburg,111,City of Fredericksburg,0.63,Oakwood St,US 1 Jefferson Davis Hwy,45000,F,94%,0%,1%,1%,3%,0%,F,0.0762,F,0.0000,45000,F,2008,,,,,,,,,,,,,,,
631058,  SR,00003,     ,VA 3,William St,111,City of Fredericksburg,111,City of Fredericksburg,0.24,US 1 Jefferson Davis Hwy,Bus SR 3; Blue and Gray Pkwy,39000,F,94%,0%,1%,1%,3%,0%,F,0.0783,F,0.0000,43000,F,2008,,,,,,,,,,,,,,,
631063,  SR,00003,     ,VA 3,Blue and Grey Parkway,111,City of Fredericksburg,111,City of Fredericksburg,0.53,Bus SR 3 William St,Bus US 1 LaFayette Blvd,30000,F,94%,0%,1%,1%,3%,0%,C,0.0821,F,0.0000,33000,F,2008,,,,,,,,,,,,,,,
631067,  SR,00003,     ,VA 3,Blue and Grey Parkway,111,City of Fredericksburg,111,City of Fredericksburg,1.00,Bus US 1 LaFayette Blvd,Bus US 17 SR 2 Dixon St,36000,F,94%,0%,1%,1%,3%,0%,F,0.0822,F,0.0000,39000,F,2008,,,,,,,,,,,,,,,
631059,  SR,00003,     ,VA 3,Blue and Grey Parkway,111,City of Fredericksburg,111,City of Fredericksburg,0.36,Bus US 17 SR 2 Dixon St,ECL Fredericksburg,32000,F,94%,0%,1%,1%,3%,0%,F,0.0879,F,0.0000,35000,F,2008,,,,,,,,,,,,,,,
160302,C1SR,00003,     ,Bus VA 3,William St,111,City of Fredericksburg,111,City of Fredericksburg,0.14,SR 3 Blue and Grey Parkway,111-3958 Hanover St,13000,F,98%,0%,1%,0%,0%,0%,F,0.0855,F,0.0000,15000,F,2008,,,,,,,,,,,,,,,
631053,C1SR,00003,     ,Bus VA 3,William St,111,City of Fredericksburg,111,City of Fredericksburg,0.30,111-3958 Hanover St,111-3955 College Ave,10000,F,98%,0%,1%,0%,0%,0%,C,0.0850,F,0.0000,11000,F,2008,,,,,,,,,,,,,,,
631054,C1SR,00003,     ,Bus VA 3,William St,111,City of Fredericksburg,111,City of Fredericksburg,0.48,111-3955 College Ave,"SR 3 Par, Washington Ave",11000,F,98%,0%,1%,0%,0%,0%,C,0.0846,F,0.0000,12000,F,2008,,,,,,,,,,,,,,,
631055,C1SR,00003,     ,Bus VA 3,William St,111,City of Fredericksburg,111,City of Fredericksburg,0.37,"SR 3 Par, Washington Ave",Bus US 1 Caroline St,5600,F,98%,0%,1%,0%,0%,0%,C,0.0895,F,1.0000,6100,F,2008,,11000,F,97%,1%,1%,0%,0%,0%,F,,,,11000,F
631056,C1SR,00003,     ,Bus VA 3,William St,111,City of Fredericksburg,111,City of Fredericksburg,0.07,Bus US 1 Caroline St,"Bus SR 3 Par, Sophia St",6700,F,98%,0%,1%,0%,0%,0%,F,0.1076,F,1.0000,7300,F,2008,,12000,F,97%,1%,1%,0%,0%,0%,F,,,,13000,F
631057,C1SR,00003,     ,Bus VA 3,William St,111,City of Fredericksburg,111,City of Fredericksburg,0.03,"Bus SR 3 Par, Sophia St",WCL Stafford,20000,G,98%,0%,1%,0%,0%,0%,F,0.0994,N,0.5621,22000,G,2008,,,,,,,,,,,,,,,
631048,C1SR,00003,P    ,Bus VA 3 Par,Washington Ave,111,City of Fredericksburg,111,City of Fredericksburg,0.07,Bus SR 3 William St,111-3963 Amelia St,4900,F,96%,2%,1%,0%,1%,0%,F,0.0873,F,0.0000,5400,F,2008,,11000,F,97%,1%,1%,0%,0%,0%,F,,,,11000,F
631001,C1SR,00003,P    ,Bus VA 3 Par,Amelia St,111,City of Fredericksburg,111,City of Fredericksburg,0.43,"111-3963, Washington Ave",111-3973 Sophia St,4200,F,96%,2%,1%,0%,1%,0%,C,0.0944,F,0.0000,4600,F,2008,,9800,F,97%,1%,1%,0%,0%,0%,C,0.0000,?,0.0000,11000,F
631064,C1SR,00003,P    ,Bus VA 3 Par,Sophia St,111,City of Fredericksburg,111,City of Fredericksburg,0.07,"111-3973, Amelia St",Bus SR 3 William St,5700,F,96%,2%,1%,0%,1%,0%,F,0.0954,F,0.0000,6200,F,2008,,12000,F,97%,1%,1%,0%,0%,0%,F,,,,13000,F
060301,  US,00017,     ,"I-95 NB, US 17", ,111,City of Fredericksburg,088,Spotsylvania County,0.89,SCL Fredericksburg,SR 3,57000,G,85%,1%,1%,0%,12%,1%,F,,,,50000,G,2008,,116000,G,85%,1%,1%,1%,12%,1%,F,,,,103000,G
060168,  US,00017,     ,"I-95 NB, US 17", ,111,City of Fredericksburg,088,Spotsylvania County,2.29,SR 3,Stafford County Line,70000,F,85%,1%,1%,0%,12%,1%,F,,,,70000,F,2008,,136000,F,85%,1%,1%,1%,12%,1%,F,,,,133000,F
631004,C2US,00017,     ,"Bus US 17, VA 2",Dixon St,111,City of Fredericksburg,111,City of Fredericksburg,0.55,ECL Fredericksburg,Ramp from Rte. 3 Connector,22000,F,94%,1%,1%,2%,3%,0%,C,0.0884,F,0.0000,24000,F,2008,,,,,,,,,,,,,,,
631006,C2US,00017,     ,"Bus US 17, VA 2",Dixon St,111,City of Fredericksburg,111,City of Fredericksburg,0.26,Ramp from Rte. 3 Connector,Charles St,10000,F,98%,1%,1%,0%,0%,0%,C,0.0969,F,0.0000,11000,F,2008,,,,,,,,,,,,,,,
631007,C2US,00017,     ,"Bus US 17, VA 2",Dixon St,111,City of Fredericksburg,111,City of Fredericksburg,0.06,Charles St,Princess Anne St,4800,F,98%,1%,1%,0%,0%,0%,F,0.1014,F,0.0000,5300,F,2008,,7800,F,97%,1%,1%,0%,0%,0%,F,,,,8400,F
631008,C2US,00017,     ,"Bus US 17, VA 2",Dixon St,111,City of Fredericksburg,111,City of Fredericksburg,0.06,Princess Anne St,Caroline St,2400,F,98%,1%,1%,0%,0%,0%,F,,,,2600,F,2008,,5300,F,97%,1%,2%,0%,0%,0%,F,,,,5800,F
631060,C2US,00017,     ,"Bus US 17, VA 2",Caroline St,111,City of Fredericksburg,111,City of Fredericksburg,0.24,Dixon Street,Layfayette Blvd,2500,F,97%,0%,2%,1%,0%,0%,C,0.0859,F,1.0000,2700,F,2008,,5400,F,96%,1%,2%,0%,0%,0%,C,,,,5900,F
631061,C2US,00017,     ,"Bus US 1, Bus US 17, VA 2",Caroline St,111,City of Fredericksburg,111,City of Fredericksburg,0.38,Layfayette Blvd,Bus SR 3 William St,5100,F,97%,1%,2%,0%,0%,0%,F,0.0850,F,1.0000,5600,F,2008,,11000,F,98%,1%,1%,0%,0%,0%,F,0.0855,F,0.0000,12000,F
631062,C2US,00017,     ,"Bus US 1, Bus US 17",Caroline St,111,City of Fredericksburg,111,City of Fredericksburg,0.51,Bus SR 3 William St,Herndon St,6000,F,97%,1%,2%,0%,0%,0%,C,0.0858,F,1.0000,6500,F,2008,,13000,F,98%,1%,1%,0%,0%,0%,C,0.0927,F,0.0000,14000,F
631066,C2US,00017,     ,"Bus US 1, Bus US 17",Herndon St,111,City of Fredericksburg,111,City of Fredericksburg,0.06,Caroline St,BUS US 1 Par Princess Anne St,4500,F,97%,1%,2%,0%,0%,0%,F,0.0815,F,1.0000,4900,F,2008,,,,,,,,,,,,,,,
631039,C2US,00017,     ,"Bus US 1, Bus US 17",Princess Anne St,111,City of Fredericksburg,111,City of Fredericksburg,0.70,BUS US 1 Par Herndon St,US 1 Jefferson Davis Highway,9700,F,98%,0%,1%,0%,0%,0%,C,0.0940,F,0.0000,11000,F,2008,,,,,,,,,,,,,,,
631068,C2US,00017,     ,"US 1, Bus US 17",Jefferson Davis Blvd,111,City of Fredericksburg,111,City of Fredericksburg,0.11,BUS US 1 Princess Anne Ave,NCL Fredericksburg,30000,N,98%,0%,1%,0%,1%,0%,N,0.0832,N,0.0000,33000,N,2008,,,,,,,,,,,,,,,
631002,C2US,00017,P    ,"Bus US 17 Par, VA 2",Princess Anne St,111,City of Fredericksburg,111,City of Fredericksburg,0.26,Dixon Street,"Bus US 1, Bus US 17 Lafayette Blvd",2900,F,96%,1%,2%,0%,0%,0%,C,0.1123,F,0.0000,3200,F,2008,,5400,F,96%,1%,2%,0%,0%,0%,C,,,,5900,F
060301,  IS,00095,N    ,"I-95 NB, US 17", ,111,City of Fredericksburg,088,Spotsylvania County,0.89,SCL Fredericksburg,SR 3 Plank Rd,57000,G,85%,1%,1%,0%,12%,1%,F,,,,50000,G,2008,,116000,G,85%,1%,1%,1%,12%,1%,F,,,,103000,G
060168,  IS,00095,N    ,"I-95 NB, US 17", ,111,City of Fredericksburg,088,Spotsylvania County,2.29,SR 3 Plank Rd,Stafford County Line,70000,F,85%,1%,1%,0%,12%,1%,F,,,,70000,F,2008,,136000,F,85%,1%,1%,1%,12%,1%,F,,,,133000,F
160077,  IS,00095,S    ,"I-95 SB, US 17", ,111,City of Fredericksburg,088,Spotsylvania County,1.61,SCL Fredericksburg,SR 3 Plank Rd,60000,F,85%,1%,1%,1%,13%,1%,F,,,,52000,F,2008,,116000,G,85%,1%,1%,1%,12%,1%,F,,,,103000,G
160306,  IS,00095,S    ,"I-95 SB, US 17", ,111,City of Fredericksburg,088,Spotsylvania County,1.76,SR 3 Plank Rd,Stafford County Line,66000,A,85%,1%,1%,1%,13%,1%,F,,,,63000,A,2008,,136000,F,85%,1%,1%,1%,12%,1%,F,,,,133000,F
781633, 111,00001,     ,111-1,Cowan Blvd,111,City of Fredericksburg,111,City of Fredericksburg,0.47,US 1 Jefferson Davis Hwy,Snowden Hills Blvd,15000,F,99%,0%,1%,0%,0%,0%,C,0.0897,F,0.0000,16000,F,2008,,,,,,,,,,,,,,,
796480, 111,00001,     ,111-1,Cowan Blvd,111,City of Fredericksburg,111,City of Fredericksburg,1.23,Snowden Hills Blvd,Carl D Silver Pkwy,0,?,,,,,,,X,,,,,,,,,,,,,,,,,,,,,
631045, 111,03950,     ,111-3950,Twin Lake Dr,111,City of Fredericksburg,111,City of Fredericksburg,0.46,Jefferson Davis Blvd,Lafayette Blvd,3100,F,99%,0%,0%,0%,0%,0%,C,0.1059,F,0.5763,3400,F,2008,,,,,,,,,,,,,,,
631031, 111,03952,     ,111-3952,Lansdowne Rd,111,City of Fredericksburg,111,City of Fredericksburg,0.47,WCL Fredericksburg; 88-638,"Bus US 17, SR 2 Dixon St",7100,F,93%,1%,1%,1%,4%,0%,C,0.0908,F,0.0000,7800,F,2008,,,,,,,,,,,,,,,
631042, 111,03953,     ,111-3953,Stafford Avenue,111,City of Fredericksburg,111,City of Fredericksburg,0.50,William Street,Jefferson Davis Highway,1700,F,96%,1%,3%,0%,0%,0%,C,0.0853,F,0.6646,1900,F,2008,,,,,,,,,,,,,,,
631018, 111,03954,     ,111-3954,Howison St,111,City of Fredericksburg,111,City of Fredericksburg,0.09,Cardwell St,Howard Ave,590,F,96%,2%,1%,1%,1%,0%,F,0.0855,F,0.6126,640,F,2008,,,,,,,,,,,,,,,
631019, 111,03954,     ,111-3954,Howison Avenue,111,City of Fredericksburg,111,City of Fredericksburg,0.16,Howard Avenue,Dixion Street,1300,F,96%,2%,1%,1%,1%,0%,C,0.0865,F,0.5859,1500,F,2008,,,,,,,,,,,,,,,
631003, 111,03955,     ,111-3955,College Ave,111,City of Fredericksburg,111,City of Fredericksburg,0.67,William Street,Jefferson Davis Highway,7300,F,99%,0%,0%,0%,0%,0%,C,0.0916,F,0.0000,8000,F,2008,,,,,,,,,,,,,,,
631017, 111,03958,     ,111-3958,High St,111,City of Fredericksburg,111,City of Fredericksburg,0.04,Bus SR 3 William St,Hanover St,720,F,99%,0%,0%,0%,0%,0%,F,0.1262,F,0.9531,790,F,2008,,,,,,,,,,,,,,,
631014, 111,03958,     ,111-3958,Hanover St,111,City of Fredericksburg,111,City of Fredericksburg,0.60,High St,111-3959 Littlepage St,2200,F,99%,0%,0%,0%,0%,0%,C,0.0920,F,0.8106,2400,F,2008,,,,,,,,,,,,,,,
631015, 111,03958,     ,111-3958,Hanover St,111,City of Fredericksburg,111,City of Fredericksburg,0.49,111-3959 Littlepage St,Bus US 1 Par Princess Anne St,860,F,99%,0%,0%,0%,0%,0%,F,0.1004,F,1.0000,940,F,2008,,,,,,,,,,,,,,,
631016, 111,03958,     ,111-3958,Hanover St,111,City of Fredericksburg,111,City of Fredericksburg,0.12,Bus US 1 Par Princess Anne St,111-3973 Sophia St,630,F,97%,1%,2%,0%,0%,0%,F,0.1191,F,1.0000,680,F,2008,,,,,,,,,,,,,,,
631032, 111,03959,     ,111-3959,Littlepage St,111,City of Fredericksburg,111,City of Fredericksburg,0.44,Bus US 1 LaFayette Blvd,Bus SR 3 William St,1300,F,97%,1%,2%,0%,0%,0%,C,0.0906,F,0.5354,1400,F,2008,,,,,,,,,,,,,,,
631025, 111,03961,     ,111-3961,Kenmore Ave,111,City of Fredericksburg,111,City of Fredericksburg,0.49,Bus US 1 LaFayette Blvd,Bus SR 3 William St,4400,F,98%,0%,1%,0%,0%,0%,C,0.0909,F,0.0000,4700,F,2008,,,,,,,,,,,,,,,
781634, 111,03961,     ,111-3961,Kenmore Ave,111,City of Fredericksburg,111,City of Fredericksburg,0.40,Bus SR 3 William St,Mary Ball St,1400,F,98%,1%,1%,0%,0%,0%,C,0.0909,F,0.5541,1500,F,2008,,,,,,,,,,,,,,,
631033, 111,03961,     ,111-3961,Mary Ball St,111,City of Fredericksburg,111,City of Fredericksburg,0.10,Kenmore Ave,111-6963 Washington Ave,1700,F,98%,1%,1%,0%,0%,0%,F,0.0861,F,0.5452,1900,F,2008,,,,,,,,,,,,,,,
631047, 111,03963,     ,111-3963,Washington Ave,111,City of Fredericksburg,111,City of Fredericksburg,0.43,Bus SR 3 P Amelia St,111-3975 Maury St,2100,F,98%,1%,1%,0%,0%,0%,C,0.0943,F,0.6422,2300,F,2008,,,,,,,,,,,,,,,
631046, 111,03963,     ,111-3963,Washington Ave,111,City of Fredericksburg,111,City of Fredericksburg,0.44,111-3975 Maury St,111-3965; Fall Hill Ave,2200,F,98%,1%,1%,0%,0%,0%,F,0.0997,F,0.0000,2400,F,2008,,,,,,,,,,,,,,,
631038, 111,03965,     ,111-3965,Prince Edward St,111,City of Fredericksburg,111,City of Fredericksburg,0.35,Kenmore Avenue,William Street,2400,F,99%,0%,0%,0%,0%,0%,F,0.0905,F,0.7306,2600,F,2008,,,,,,,,,,,,,,,
631037, 111,03965,     ,111-3965,Prince Edward St,111,City of Fredericksburg,111,City of Fredericksburg,0.44,William Street,Canal Street,1900,F,99%,0%,0%,0%,0%,0%,C,0.0919,F,0.7727,2100,F,2008,,,,,,,,,,,,,,,
631013, 111,03965,     ,111-3965,Fall Hill Avenue,111,City of Fredericksburg,111,City of Fredericksburg,0.10,Canal Street,Maury Street,2300,F,99%,0%,0%,0%,0%,0%,F,0.0850,F,0.8005,2500,F,2008,,,,,,,,,,,,,,,
631012, 111,03965,     ,111-3965,Fall Hill Avenue,111,City of Fredericksburg,111,City of Fredericksburg,0.39,Maury Street,Washington Street,3000,F,99%,0%,0%,0%,0%,0%,F,,,,3300,F,2008,,,,,,,,,,,,,,,
631011, 111,03965,     ,111-3965,Fall Hill Avenue,111,City of Fredericksburg,111,City of Fredericksburg,0.15,Washington Street,Jefferson Davis Highway,8700,F,99%,0%,0%,0%,0%,0%,F,0.0872,F,0.0000,9400,F,2008,,,,,,,,,,,,,,,
631010, 111,03965,     ,111-3965,Fall Hill Avenue,111,City of Fredericksburg,111,City of Fredericksburg,1.59,Jefferson Davis Highway,I-95,13000,F,99%,0%,0%,0%,0%,0%,C,0.0894,F,0.0000,14000,F,2008,,,,,,,,,,,,,,,
631009, 111,03965,     ,111-3965,Fall Hill Avenue,111,City of Fredericksburg,111,City of Fredericksburg,0.95,I-95,WCL Fredericksburg,14000,F,99%,0%,0%,0%,0%,0%,C,0.0880,F,0.0000,15000,F,2008,,,,,,,,,,,,,,,
781637, 111,03967,     ,111-3967,Charles St,111,City of Fredericksburg,111,City of Fredericksburg,0.24,Bus 17 Dixon St,Bus US 1 Lafayette Blvd,6500,F,98%,0%,1%,0%,0%,0%,F,0.0906,F,0.5658,7100,F,2008,,,,,,,,,,,,,,,
631041, 111,03973,     ,111-3973,Sophia St,111,City of Fredericksburg,111,City of Fredericksburg,0.37,Lafayette Blvd,Bus SR 3 William St,5300,F,99%,0%,0%,0%,0%,0%,C,0.0934,F,0.0000,5700,F,2008,,,,,,,,,,,,,,,
631034, 111,03975,     ,111-3975,Maury St,111,City of Fredericksburg,111,City of Fredericksburg,0.14,Washington St,Fall Hill Avenue,1700,F,98%,1%,1%,0%,0%,0%,C,,,,1800,F,2008,,,,,,,,,,,,,,,
631049, 111,03976,     ,111-3976,Westwood Dr,111,City of Fredericksburg,111,City of Fredericksburg,0.20,Plank Rd,Woodland Dr,910,F,98%,1%,0%,0%,0%,0%,F,0.0917,F,0.6638,990,F,2008,,,,,,,,,,,,,,,
781638, 111,03976,     ,111-3976,Woodland Rd,111,City of Fredericksburg,111,City of Fredericksburg,0.04,Westwood Dr,Falling Creek Rd,950,F,98%,1%,0%,0%,0%,0%,F,0.1067,F,0.6457,1000,F,2008,,,,,,,,,,,,,,,
631024, 111,03976,     ,111-3976,Keenland Rd,111,City of Fredericksburg,111,City of Fredericksburg,0.36,Falling Creek Rd,Cowan Boulevard,940,F,98%,1%,0%,0%,0%,0%,C,0.0966,F,0.6500,1000,F,2008,,,,,,,,,,,,,,,
631036, 111,03976,     ,111-3976,Powhatan St,111,City of Fredericksburg,111,City of Fredericksburg,0.24,Cowan Blvd,Jefferson Davis Hwy,1600,F,98%,0%,1%,0%,0%,0%,C,0.0990,F,0.9056,1800,F,2008,,,,,,,,,,,,,,,
531000, 111,00000,     ,111-0,Hays St,111,City of Fredericksburg,111,City of Fredericksburg,0.00,Mahone Dr,Oakwood St,610,F,,,,,,,X,0.1053,F,0.0000,610,F,2008,,,,,,,,,,,,,,,
531010, 111,00000,     ,111-0,Jackson St,111,City of Fredericksburg,111,City of Fredericksburg,0.00,Charlotte Street,Wolfe Street,1000,F,,,,,,,X,0.1047,F,0.5023,1000,F,2008,,,,,,,,,,,,,,,
531007, 111,00000,     ,111-0,Sophia St,111,City of Fredericksburg,111,City of Fredericksburg,0.00,Fauquier St,Lewis St,2100,F,,,,,,,X,0.0945,F,0.8957,2100,F,2008,,,,,,,,,,,,,,,
531011, 111,00000,     ,111-0,Summit St,111,City of Fredericksburg,111,City of Fredericksburg,0.00,Railroad Avenue,White Street,100,F,,,,,,,X,0.2010,F,0.5128,100,F,2008,,,,,,,,,,,,,,,
531012, 111,00000,     ,111-0,Twin Lakes Dr,111,City of Fredericksburg,111,City of Fredericksburg,0.00,Goodloe Drive,Lafayette Blvd,3300,F,,,,,,,X,0.1057,F,0.5660,3300,F,2008,,,,,,,,,,,,,,,
- - - - - - - - - - - - - - - - - - - - - - - - - - - - End of Report - - - - - - - - - - - - - - - - - - - - - - - - - - - - ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
