1,Southwestern Region,038,Grayson County,,,,,              ,114,961,0.29%,0.05%,659.83,1.36%,0.89%,231,729,0.34%,0.10%,109.95,1.32%,0.15%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,690,0.16%,769.78,1.04%
1,Southwestern Region,041,Halifax County,,,,,              ,280,134,0.71%,0.13%,840.03,1.73%,1.13%,614,189,0.91%,0.28%,158.32,1.90%,0.21%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,894,323,0.40%,998.35,1.35%
1,Southwestern Region,044,Henry County,,,,,              ,453,368,1.15%,0.20%,687.75,1.41%,0.93%,1,048,366,1.55%,0.47%,110.30,1.33%,0.15%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,501,734,0.68%,798.05,1.08%
1,Southwestern Region,052,Lee County,,,,,              ,142,506,0.36%,0.06%,576.69,1.19%,0.78%,428,191,0.63%,0.19%,111.00,1.33%,0.15%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,570,697,0.26%,687.69,0.93%
1,Southwestern Region,060,Montgomery County,,,,,              ,309,385,0.78%,0.14%,460.21,0.95%,0.62%,847,489,1.25%,0.38%,70.20,0.84%,0.09%,1,113,838,1.69%,0.50%,25.61,2.29%,0.03%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,270,712,1.02%,556.02,0.75%
1,Southwestern Region,062,Nelson County,,,,,              ,92,977,0.24%,0.04%,467.67,0.96%,0.63%,499,040,0.74%,0.23%,108.90,1.31%,0.15%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,592,017,0.27%,576.57,0.78%
1,Southwestern Region,070,Patrick County,,,,,              ,163,603,0.41%,0.07%,626.40,1.29%,0.84%,259,441,0.38%,0.12%,99.88,1.20%,0.13%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,423,044,0.19%,726.28,0.98%
1,Southwestern Region,071,Pittsylvania County,,,,,              ,647,725,1.64%,0.29%,1,456.62,2.99%,1.96%,1,213,701,1.80%,0.55%,197.36,2.37%,0.27%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,861,426,0.84%,1,653.98,2.23%
1,Southwestern Region,073,Prince Edward County,,,,,              ,122,906,0.31%,0.06%,406.83,0.84%,0.55%,453,995,0.67%,0.20%,70.42,0.85%,0.09%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,576,901,0.26%,477.25,0.64%
1,Southwestern Region,077,Pulaski County,,,,,              ,213,665,0.54%,0.10%,380.27,0.78%,0.51%,334,046,0.49%,0.15%,56.46,0.68%,0.08%,655,608,1.00%,0.30%,17.54,1.57%,0.02%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,203,319,0.54%,454.27,0.61%
1,Southwestern Region,080,Roanoke County,,,,,              ,416,890,1.06%,0.19%,579.03,1.19%,0.78%,1,118,440,1.65%,0.50%,74.92,0.90%,0.10%,1,346,964,2.05%,0.61%,23.50,2.10%,0.03%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,882,293,1.30%,677.45,0.91%
1,Southwestern Region,083,Russell County,,,,,              ,188,304,0.48%,0.08%,593.05,1.22%,0.80%,638,775,0.94%,0.29%,106.29,1.28%,0.14%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,827,079,0.37%,699.34,0.94%
1,Southwestern Region,084,Scott County,,,,,              ,195,332,0.49%,0.09%,697.30,1.43%,0.94%,559,473,0.83%,0.25%,119.90,1.44%,0.16%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,754,805,0.34%,817.20,1.10%
1,Southwestern Region,086,Smyth County,,,,,              ,214,151,0.54%,0.10%,448.01,0.92%,0.60%,206,551,0.31%,0.09%,94.01,1.13%,0.13%,606,558,0.92%,0.27%,23.36,2.09%,0.03%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,027,260,0.46%,565.38,0.76%
1,Southwestern Region,092,Tazewell County,,,,,              ,202,210,0.51%,0.09%,473.45,0.97%,0.64%,761,250,1.13%,0.34%,132.33,1.59%,0.18%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,963,460,0.43%,605.78,0.82%
1,Southwestern Region,095,Washington County,,,,,              ,393,070,1.00%,0.18%,759.76,1.56%,1.02%,479,941,0.71%,0.22%,125.35,1.51%,0.17%,1,293,546,1.97%,0.58%,35.69,3.19%,0.05%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,166,557,0.98%,920.80,1.24%
1,Southwestern Region,097,Wise County,,,,,              ,279,184,0.71%,0.13%,400.88,0.82%,0.54%,851,023,1.26%,0.38%,117.88,1.42%,0.16%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,130,207,0.51%,518.76,0.70%
1,Southwestern Region,098,Wythe County,,,,,              ,161,402,0.41%,0.07%,463.20,0.95%,0.62%,266,523,0.39%,0.12%,98.56,1.18%,0.13%,1,384,632,2.11%,0.62%,44.34,3.96%,0.06%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,812,557,0.82%,606.10,0.82%
1,Southwestern Region,140,Town of Abingdon,,,,,              ,,,,,,,,,,,,,,,,,,,,,,,,,43,084,0.23%,0.02%,46.01,0.45%,0.06%,118,767,0.56%,0.05%,8.78,0.71%,0.01%,,,,,,,,,,,,,161,851,0.07%,54.79,0.07%
1,Southwestern Region,162,Town of Altavista,,,,,              ,,,,,,,,,,,,,,,,,,,,,,,,,23,244,0.12%,0.01%,26.06,0.25%,0.04%,,,,,,,,,,,,,,,,,,,23,244,0.01%,26.06,0.04%
1,Southwestern Region,141,City of Bedford,,,,,              ,,,,,,,,,,,,,,,,,,,,,,,,,23,530,0.12%,0.01%,34.28,0.33%,0.05%,74,998,0.36%,0.03%,11.40,0.92%,0.02%,,,,,,,,,,,,,98,529,0.04%,45.68,0.06%
1,Southwestern Region,101,Town of Big Stone Gap,,,,,              ,,,,,,,,,,,,,,,,,,,,,,,,,33,080,0.17%,0.01%,24.77,0.24%,0.03%,27,667,0.13%,0.01%,3.62,0.29%,0.00%,,,,,,,,,,,,,60,747,0.03%,28.39,0.04%
1,Southwestern Region,150,Town of Blacksburg,,,,,              ,,,,,,,,,,,,,,,,,,,,,,,,,174,295,0.91%,0.08%,105.22,1.02%,0.14%,116,439,0.55%,0.05%,7.33,0.59%,0.01%,,,,,,,,,,,,,290,735,0.13%,112.55,0.15%
1,Southwestern Region,143,Town of Bluefield,,,,,              ,,,,,,,,,,,,,,,,,,,,,,,,,32,834,0.17%,0.01%,32.67,0.32%,0.04%,40,928,0.19%,0.02%,5.98,0.48%,0.01%,,,,,,,,,,,,,73,762,0.03%,38.65,0.05%
1,Southwestern Region,102,City of Bristol,,,,,              ,,,,,,,,,,,,,,,,,,,,,,,,,134,279,0.70%,0.06%,111.68,1.08%,0.15%,131,355,0.62%,0.06%,11.95,0.96%,0.02%,,,,,,,,,,,,,265,634,0.12%,123.63,0.17%
1,Southwestern Region,154,Town of Christiansburg,,,,,              ,,,,,,,,,,,,,,,,,,,,,,,,,104,170,0.55%,0.05%,101.82,0.99%,0.14%,143,414,0.68%,0.06%,12.26,0.98%,0.02%,,,,,,,,,,,,,247,584,0.11%,114.08,0.15%
1,Southwestern Region,108,City of Danville,,,,,              ,,,,,,,,,,,,,,,,,,,,,,,,,264,656,1.39%,0.12%,274.92,2.67%,0.37%,567,449,2.69%,0.26%,42.58,3.42%,0.06%,,,,,,,,,,,,,832,105,0.38%,317.50,0.43%
1,Southwestern Region,144,Town of Farmville,,,,,              ,,,,,,,,,,,,,,,,,,,,,,,,,33,760,0.18%,0.02%,42.79,0.42%,0.06%,94,394,0.45%,0.04%,9.58,0.77%,0.01%,,,,,,,,,,,,,128,154,0.06%,52.37,0.07%
1,Southwestern Region,113,City of Galax,,,,,              ,,,,,,,,,,,,,,,,,,,,,,,,,55,140,0.29%,0.02%,52.31,0.51%,0.07%,84,922,0.40%,0.04%,8.08,0.65%,0.01%,,,,,,,,,,,,,140,061,0.06%,60.39,0.08%
1,Southwestern Region,252,Town of Lebanon,,,,,              ,,,,,,,,,,,,,,,,,,,,,,,,,27,102,0.14%,0.01%,25.31,0.25%,0.03%,47,220,0.22%,0.02%,5.84,0.47%,0.01%,,,,,,,,,,,,,74,322,0.03%,31.15,0.04%
1,Southwestern Region,118,City of Lynchburg,,,,,              ,,,,,,,,,,,,,,,,,,,,,,,,,556,701,2.92%,0.25%,334.08,3.24%,0.45%,881,553,4.18%,0.40%,43.29,3.48%,0.06%,,,,,,,,,,,,,1,438,254,0.65%,377.37,0.51%
1,Southwestern Region,119,Town of Marion,,,,,              ,,,,,,,,,,,,,,,,,,,,,,,,,28,371,0.15%,0.01%,36.13,0.35%,0.05%,52,433,0.25%,0.02%,5.49,0.44%,0.01%,,,,,,,,,,,,,80,804,0.04%,41.62,0.06%
1,Southwestern Region,120,City of Martinsville,,,,,              ,,,,,,,,,,,,,,,,,,,,,,,,,144,090,0.76%,0.06%,88.37,0.86%,0.12%,116,494,0.55%,0.05%,11.64,0.93%,0.02%,,,,,,,,,,,,,260,584,0.12%,100.01,0.13%
1,Southwestern Region,266,Town of Narrows,,,,,              ,,,,,,,,,,,,,,,,,,,,,,,,,4,725,0.02%,0.00%,15.95,0.15%,0.02%,,,,,,,,,,,,,,,,,,,4,725,0.00%,15.95,0.02%
1,Southwestern Region,146,City of Norton,,,,,              ,,,,,,,,,,,,,,,,,,,,,,,,,37,239,0.20%,0.02%,24.64,0.24%,0.03%,30,775,0.15%,0.01%,5.74,0.46%,0.01%,,,,,,,,,,,,,68,014,0.03%,30.38,0.04%
1,Southwestern Region,279,Town of Pearisburg,,,,,              ,,,,,,,,,,,,,,,,,,,,,,,,,14,704,0.08%,0.01%,20.01,0.19%,0.03%,,,,,,,,,,,,,,,,,,,14,704,0.01%,20.01,0.03%
1,Southwestern Region,125,Town of Pulaski,,,,,              ,,,,,,,,,,,,,,,,,,,,,,,,,89,926,0.47%,0.04%,59.60,0.58%,0.08%,54,101,0.26%,0.02%,8.31,0.67%,0.01%,,,,,,,,,,,,,144,027,0.06%,67.91,0.09%
1,Southwestern Region,126,City of Radford,,,,,              ,,,,,,,,,,,,,,,,,,,,,,,,,85,649,0.45%,0.04%,61.66,0.60%,0.08%,79,993,0.38%,0.04%,9.43,0.76%,0.01%,,,,,,,,,,,,,165,641,0.07%,71.09,0.10%
1,Southwestern Region,148,Town of Richlands,,,,,              ,,,,,,,,,,,,,,,,,,,,,,,,,37,570,0.20%,0.02%,32.46,0.32%,0.04%,25,526,0.12%,0.01%,4.48,0.36%,0.01%,,,,,,,,,,,,,63,096,0.03%,36.94,0.05%
1,Southwestern Region,128,City of Roanoke,,,,,              ,,,,,,,,,,,,,,,,,,,,,,,,,874,861,4.59%,0.39%,410.96,3.99%,0.55%,695,878,3.30%,0.31%,44.68,3.59%,0.06%,,,,,,,,,,,,,1,570,738,0.71%,455.64,0.61%
1,Southwestern Region,157,Town of Rocky Mount,,,,,              ,,,,,,,,,,,,,,,,,,,,,,,,,34,271,0.18%,0.02%,33.72,0.33%,0.05%,74,404,0.35%,0.03%,6.89,0.55%,0.01%,,,,,,,,,,,,,108,675,0.05%,40.61,0.05%
1,Southwestern Region,129,City of Salem,,,,,              ,,,,,,,,,,,,,,,,,,,,,,,,,156,877,0.82%,0.07%,119.27,1.16%,0.16%,262,047,1.24%,0.12%,16.97,1.36%,0.02%,,,,,,,,,,,,,418,924,0.19%,136.24,0.18%
1,Southwestern Region,295,Town of Saltville,,,,,              ,,,,,,,,,,,,,,,,,,,,,,,,,20,711,0.11%,0.01%,16.79,0.16%,0.02%,,,,,,,,,,,,,,,,,,,20,711,0.01%,16.79,0.02%
1,Southwestern Region,130,Town of South Boston,,,,,              ,,,,,,,,,,,,,,,,,,,,,,,,,36,048,0.19%,0.02%,54.89,0.53%,0.07%,98,926,0.47%,0.04%,9.92,0.80%,0.01%,,,,,,,,,,,,,134,975,0.06%,64.81,0.09%
1,Southwestern Region,158,Town of Tazewell,,,,,              ,,,,,,,,,,,,,,,,,,,,,,,,,9,242,0.05%,0.00%,23.43,0.23%,0.03%,55,682,0.26%,0.03%,10.83,0.87%,0.01%,,,,,,,,,,,,,64,924,0.03%,34.26,0.05%
1,Southwestern Region,149,Town of Vinton,,,,,              ,,,,,,,,,,,,,,,,,,,,,,,,,83,071,0.44%,0.04%,37.84,0.37%,0.05%,49,919,0.24%,0.02%,2.23,0.18%,0.00%,,,,,,,,,,,,,132,990,0.06%,40.07,0.05%
1,Southwestern Region,329,Town of Wise,,,,,              ,,,,,,,,,,,,,,,,,,,,,,,,,28,229,0.15%,0.01%,14.63,0.14%,0.02%,21,792,0.10%,0.01%,2.10,0.17%,0.00%,,,,,,,,,,,,,50,021,0.02%,16.73,0.02%
1,Southwestern Region,139,Town of Wytheville,,,,,              ,,,,,,,,,,,,,,,,,,,,,,,,,65,813,0.35%,0.03%,77.30,0.75%,0.10%,59,480,0.28%,0.03%,8.80,0.71%,0.01%,,,,,,,,,,,,,125,292,0.06%,86.10,0.12%
1,Southwestern Region,,Southwestern Region Total:,,,,,,8,103,653,20.52%,3.65%,19,679.20,40.44%,26.54%,18,319,039,27.10%,8.26%,3,371.15,40.50%,4.55%,8,852,919,13.47%,3.99%,242.88,21.69%,0.33%,,,,,,,3,257,273,17.09%,1.47%,2,339.57,22.71%,3.15%,4,006,555,18.98%,1.81%,318.20,25.56%,0.43%,,,,,,,,,,,,,42,539,439,19.18%,25,951.00,34.99%
2,Central Region,004,Amelia County,,,,,              ,181,569,0.46%,0.08%,365.85,0.75%,0.49%,348,168,0.52%,0.16%,40.03,0.48%,0.05%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,529,737,0.24%,405.88,0.55%
2,Central Region,012,Brunswick County,,,,,              ,193,326,0.49%,0.09%,589.98,1.21%,0.80%,317,548,0.47%,0.14%,89.68,1.08%,0.12%,409,903,0.62%,0.18%,20.77,1.86%,0.03%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,920,777,0.42%,700.43,0.94%
2,Central Region,016,Caroline County,,,,,              ,235,494,0.60%,0.11%,475.66,0.98%,0.64%,598,511,0.89%,0.27%,99.40,1.19%,0.13%,1,416,800,2.16%,0.64%,15.54,1.39%,0.02%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,250,805,1.02%,590.60,0.80%
2,Central Region,018,Charles City County,,,,,              ,67,093,0.17%,0.03%,138.08,0.28%,0.19%,102,852,0.15%,0.05%,44.95,0.54%,0.06%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,169,945,0.08%,183.03,0.25%
2,Central Region,020,Chesterfield County,,,,,              ,2,565,539,6.50%,1.16%,1,668.37,3.43%,2.25%,4,537,179,6.71%,2.05%,145.74,1.75%,0.20%,2,022,356,3.08%,0.91%,22.93,2.05%,0.03%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,125,074,4.11%,1,837.04,2.48%
2,Central Region,026,Dinwiddie County,,,,,              ,260,374,0.66%,0.12%,544.18,1.12%,0.73%,422,894,0.63%,0.19%,92.48,1.11%,0.12%,1,011,917,1.54%,0.46%,30.38,2.71%,0.04%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,695,185,0.76%,667.04,0.90%
2,Central Region,028,Essex County,,,,,              ,105,124,0.27%,0.05%,269.71,0.55%,0.36%,329,074,0.49%,0.15%,43.55,0.52%,0.06%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,434,199,0.20%,313.26,0.42%
2,Central Region,036,Gloucester County,,,,,              ,251,838,0.64%,0.11%,309.91,0.64%,0.42%,778,649,1.15%,0.35%,56.65,0.68%,0.08%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,030,487,0.46%,366.56,0.49%
2,Central Region,037,Goochland County,,,,,              ,248,333,0.63%,0.11%,333.95,0.69%,0.45%,583,603,0.86%,0.26%,85.74,1.03%,0.12%,933,251,1.42%,0.42%,27.99,2.50%,0.04%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,765,186,0.80%,447.68,0.60%
2,Central Region,042,Hanover County,,,,,              ,1,000,979,2.53%,0.45%,822.94,1.69%,1.11%,821,180,1.21%,0.37%,89.25,1.07%,0.12%,2,420,147,3.68%,1.09%,25.00,2.23%,0.03%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,242,306,1.91%,937.19,1.26%
2,Central Region,043,Henrico County,,,,,              ,,,,,,,1,891,053,2.80%,0.85%,119.72,1.44%,0.16%,4,745,946,7.22%,2.14%,69.90,6.24%,0.09%,2,945,024,72.67%,1.33%,1,331.53,78.74%,1.80%,,,,,,,,,,,,,,,,,,,,,,,,,9,582,022,4.32%,1,521.15,2.05%
2,Central Region,049,King & Queen County,,,,,              ,72,434,0.18%,0.03%,294.74,0.61%,0.40%,202,255,0.30%,0.09%,52.18,0.63%,0.07%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,274,689,0.12%,346.92,0.47%
2,Central Region,050,King William County,,,,,              ,114,510,0.29%,0.05%,276.08,0.57%,0.37%,277,295,0.41%,0.13%,46.96,0.56%,0.06%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,391,804,0.18%,323.04,0.44%
2,Central Region,051,Lancaster County,,,,,              ,94,654,0.24%,0.04%,219.39,0.45%,0.30%,238,329,0.35%,0.11%,57.80,0.69%,0.08%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,332,983,0.15%,277.19,0.37%
2,Central Region,055,Lunenburg County,,,,,              ,100,348,0.25%,0.05%,503.91,1.04%,0.68%,130,702,0.19%,0.06%,63.32,0.76%,0.09%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,231,050,0.10%,567.23,0.76%
2,Central Region,057,Mathews County,,,,,              ,48,882,0.12%,0.02%,141.31,0.29%,0.19%,145,837,0.22%,0.07%,33.65,0.40%,0.05%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,194,718,0.09%,174.96,0.24%
2,Central Region,058,Mecklenburg County,,,,,              ,206,958,0.52%,0.09%,713.63,1.47%,0.96%,523,627,0.77%,0.24%,165.84,1.99%,0.22%,422,866,0.64%,0.19%,19.52,1.74%,0.03%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,153,451,0.52%,898.99,1.21%
2,Central Region,059,Middlesex County,,,,,              ,67,531,0.17%,0.03%,171.37,0.35%,0.23%,270,805,0.40%,0.12%,47.05,0.57%,0.06%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,338,336,0.15%,218.42,0.29%
2,Central Region,063,New Kent County,,,,,              ,91,985,0.23%,0.04%,217.17,0.45%,0.29%,337,172,0.50%,0.15%,68.76,0.83%,0.09%,1,179,495,1.79%,0.53%,20.07,1.79%,0.03%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,608,652,0.73%,306.00,0.41%
2,Central Region,066,Northumberland County,,,,,              ,112,032,0.28%,0.05%,345.90,0.71%,0.47%,204,351,0.30%,0.09%,44.49,0.53%,0.06%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,316,383,0.14%,390.39,0.53%
2,Central Region,067,Nottoway County,,,,,              ,99,751,0.25%,0.04%,308.88,0.63%,0.42%,354,779,0.52%,0.16%,83.66,1.01%,0.11%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,454,530,0.20%,392.54,0.53%
