Virginia Department of Transportation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Traffic Engineering Division,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Annual Average Daily Traffic Volume Estimates By Section of Route,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
City of Franklin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Parallel Facilities Combined,,,,,,,,,,,,,
Link ID,Route Prefix,Route Number,Route Suffix,Route Label,Route Alias,Physical Jurisdiction,,Maintenance Jurisdiction,,Link Length,Start Label,End Label,AADT,AADT Quality,Percent 2 and 4 Tire Vehicles,Percent Busses,Percent Single Unit Trucks 2 Axle,Percent Single Unit Trucks 3+ Axle,Percent Combination Trucks 1 Trailer,Percent Combination Trucks 2+ Trailer,Vehicle Classification Quality,K Factor,K Factor Quality,Direction Factor,AAWDT,AAWDT Quality,Data Date,Comment,AADT,AADT Quality,Percent 2 and 4 Tire Vehicles,Percent Busses,Percent Single Unit Trucks 2 Axle,Percent Single Unit Trucks 3+ Axle,Percent Combination Trucks 1 Trailer,Percent Combination Trucks 2+ Trailer,Vehicle Classification Quality,K Factor,K Factor Quality,Direction Factor,AAWDT,AAWDT Quality
630103,C4US,00058,     ,Bus US 58,Clay St,145,City of Franklin,145,City of Franklin,1.18,WCL Franklin,Hunterdale Rd,3000,F,98%,1%,1%,0%,0%,0%,F,0.0983,F,0.5021,3500,F,2009,,,,,,,,,,,,,,,
630101,C4US,00058,     ,Bus US 58,Clay St,145,City of Franklin,145,City of Franklin,0.58,Hunterdale Rd,Homestead Rd,3900,F,98%,1%,1%,0%,0%,0%,F,0.0926,F,0.5531,4500,F,2009,,,,,,,,,,,,,,,
630098,C4US,00058,     ,Bus US 58,Clay St,145,City of Franklin,145,City of Franklin,0.35,Homestead Rd,Lee St,3300,F,98%,1%,1%,0%,0%,0%,F,0.0879,F,0.5405,3800,F,2009,,,,,,,,,,,,,,,
630096,C4US,00058,     ,Bus US 58,Clay St,145,City of Franklin,145,City of Franklin,0.16,Lee St,Gardner St,2200,F,98%,1%,1%,0%,0%,0%,F,0.0898,F,0.7881,2500,F,2009,,4400,F,98%,1%,1%,0%,0%,0%,F,0.0879,F,0.5456,4900,F
630086,C4US,00058,     ,Bus US 58,Clay St,145,City of Franklin,145,City of Franklin,0.17,Gardner St,High St,2000,F,98%,1%,1%,0%,0%,0%,F,0.0980,F,0.8340,2300,F,2009,,3500,F,98%,1%,1%,0%,0%,0%,F,0.0867,F,0.5737,3900,F
630084,C4US,00058,     ,Bus US 58,4th Avenue,145,City of Franklin,145,City of Franklin,0.26,High St,Mechanic St,1500,F,98%,1%,1%,0%,0%,0%,F,0.0971,F,0.5060,1700,F,2009,,,,,,,,,,,,,,,
630078,C4US,00058,     ,Bus US 58,Mechanic St,145,City of Franklin,145,City of Franklin,0.10,Fourth Ave,Second Ave,3700,G,98%,1%,1%,0%,0%,0%,F,,,,4200,G,2009,,,,,,,,,,,,,,,
630077,C4US,00058,     ,, ,145,City of Franklin,145,City of Franklin,0.19,US 258,ECL Franklin,8700,F,98%,1%,1%,0%,0%,0%,F,0.0918,F,0.5985,9900,F,2009,,,,,,,,,,,,,,,
630097,C4US,00058,P    ,Bus US 58 Par,Lee Street,145,City of Franklin,145,City of Franklin,0.16,Bus 58 Clay St,High St,1400,F,97%,1%,1%,0%,0%,0%,F,0.1086,F,0.6882,1500,F,2009,,3500,F,98%,1%,1%,0%,0%,0%,F,0.0867,F,0.5737,3900,F
