650229,  SR,00016,     ,VA 16,S Commerce St,119,Town of Marion,119,Town of Marion,0.68,SR 217 State St,US 11 Main St,7400,G,95%,0%,1%,1%,3%,0%,F,0.0877,F,0.5353,8000,G,2009,,,,,,,,,,,,,,,
650228,  SR,00016,     ,,Main St,119,Town of Marion,119,Town of Marion,0.08,US 11 Main St,East Main St,12000,G,99%,0%,1%,0%,0%,0%,F,0.0801,F,0.5506,13000,G,2009,,,,,,,,,,,,,,,
650226,  SR,00016,     ,,Main St,119,Town of Marion,119,Town of Marion,0.17,East Main St,Chatham Hill Rd; Lee St,15000,G,99%,0%,1%,0%,0%,0%,F,0.0806,F,0.5127,16000,G,2009,,,,,,,,,,,,,,,
650237,  SR,00016,     ,,Main St,119,Town of Marion,119,Town of Marion,0.94,Chatham Hill Rd; Lee St,US 11 Main St,16000,G,99%,0%,1%,0%,0%,0%,C,0.0891,F,0.5003,18000,G,2009,,,,,,,,,,,,,,,
650221,  SR,00016,     ,VA 16,Park Blvd,119,Town of Marion,119,Town of Marion,1.27,US 11 Main St,NCL Marion,5700,G,99%,0%,0%,0%,0%,0%,C,0.0881,F,0.5458,6100,G,2009,,,,,,,,,,,,,,,
010563,  IS,00081,N    ,I-81 NB, ,119,Town of Marion,086,Smyth County,0.22,WCL Marion,ECL Marion,14000,G,78%,1%,1%,1%,18%,1%,F,,,,7400,G,2009,,28000,G,80%,1%,1%,1%,17%,1%,F,,,,21000,G
010578,  IS,00081,N    ,I-81 NB, ,119,Town of Marion,086,Smyth County,0.27,SCL Marion,SR 16 Commerce St,14000,G,78%,1%,1%,1%,18%,1%,F,,,,7400,G,2009,,28000,G,80%,1%,1%,1%,17%,1%,F,,,,21000,G
010175,  IS,00081,N    ,I-81 NB, ,119,Town of Marion,086,Smyth County,0.68,SR 16 Commerce St,NCL Marion,13000,G,78%,1%,1%,1%,18%,1%,F,,,,,,2009,,25000,G,80%,1%,1%,1%,17%,1%,F,,,,,
110057,  IS,00081,S    ,I-81 SB, ,119,Town of Marion,086,Smyth County,0.22,WCL Marion,ECL Marion,14000,G,82%,0%,1%,1%,15%,1%,F,,,,13000,G,2009,,28000,G,80%,1%,1%,1%,17%,1%,F,,,,21000,G
110064,  IS,00081,S    ,I-81 SB, ,119,Town of Marion,086,Smyth County,0.90,SCL Marion,SR 16 Commerce St,14000,G,82%,0%,1%,1%,15%,1%,F,,,,13000,G,2009,,28000,G,80%,1%,1%,1%,17%,1%,F,,,,21000,G
110013,  IS,00081,S    ,I-81 SB, ,119,Town of Marion,086,Smyth County,0.37,SR 16 Commerce St,NCL Marion,13000,G,82%,0%,1%,1%,15%,1%,F,,,,12000,G,2009,,25000,G,80%,1%,1%,1%,17%,1%,F,,,,,
110058,  SR,00217,     ,VA 217,State St,119,Town of Marion,086,Smyth County,2.20,Bagley Circle,SR 16 S Commerce Street,1000,G,99%,0%,0%,0%,0%,0%,C,0.1224,F,0.8526,1100,G,2009,,,,,,,,,,,,,,,
785252,  FR,00009,     ,FR 9, ,119,Town of Marion,086,Smyth County,0.11,SCL Marion,SCL Marion,40,R,,,,,,,X,,,,,,08/08/2007,,,,,,,,,,,,,,,
781673, 119,00001,     ,119-1,N Church St,119,Town of Marion,119,Town of Marion,0.22,Lee Street,Catron Street,1500,G,98%,1%,1%,0%,0%,0%,F,0.0937,F,0.5854,1600,G,2009,,,,,,,,,,,,,,,
650501, 119,00002,     ,119-2,Fowler St,119,Town of Marion,119,Town of Marion,0.02,WCL Marion,Chatham Hill Cir,1700,G,99%,0%,1%,0%,0%,0%,C,0.0962,F,0.6313,1900,G,2009,,,,,,,,,,,,,,,
650227, 119,00003,     ,119-3,Pendleton St,119,Town of Marion,119,Town of Marion,0.11,Commerce St,E Main St,4300,G,98%,1%,1%,0%,0%,0%,C,0.0946,F,0.5445,4600,G,2009,,,,,,,,,,,,,,,
650504, 119,04452,     ,119-4452,Poston St,119,Town of Marion,119,Town of Marion,0.03,US 11 Main St,W Cherry St,320,G,99%,0%,1%,0%,0%,0%,F,0.1100,F,0.6207,350,G,2009,,,,,,,,,,,,,,,
650505, 119,04452,     ,119-4452,W Cherry St,119,Town of Marion,119,Town of Marion,0.41,Poston St,119-4453 S Church St,1000,G,99%,0%,1%,0%,0%,0%,F,0.1089,F,0.5020,1100,G,2009,,,,,,,,,,,,,,,
650241, 119,04452,     ,119-4452,E Cherry St,119,Town of Marion,119,Town of Marion,0.16,119-4453 S Church St,SR 16 Commerce St,3500,G,99%,0%,1%,0%,0%,0%,C,0.1081,F,0.6070,3900,G,2009,,,,,,,,,,,,,,,
650231, 119,04453,     ,119-4453,S Church St,119,Town of Marion,119,Town of Marion,0.77,SCL Marion,US 11;  E Main St,2600,G,99%,0%,1%,0%,0%,0%,F,0.0974,F,0.5612,2900,G,2009,,,,,,,,,,,,,,,
650233, 119,04453,     ,119-4453,N Church St,119,Town of Marion,119,Town of Marion,0.11,US 11;  E Main St,Lee St,1600,G,98%,1%,1%,0%,0%,0%,C,0.0920,F,0.5273,1700,G,2009,,,,,,,,,,,,,,,
650503, 119,04453,     ,119-4453,Lee St,119,Town of Marion,119,Town of Marion,0.31,N Church St,US 11; N Main St,1600,G,99%,0%,0%,0%,0%,0%,C,0.1038,F,0.7282,1800,G,2009,,,,,,,,,,,,,,,
650239, 119,04453,     ,119-4453,Chatham Hill Rd,119,Town of Marion,119,Town of Marion,0.15,US 11;  N Main St,Chilhowie St,4400,G,98%,1%,1%,0%,0%,0%,F,0.0863,F,0.5971,4800,G,2009,,,,,,,,,,,,,,,
650240, 119,04453,     ,119-4453,Chatham Hill Rd,119,Town of Marion,119,Town of Marion,1.16,Chilhowie St,NCL Marion,3200,G,98%,1%,1%,0%,0%,0%,C,0.0989,F,0.5210,3400,G,2009,,,,,,,,,,,,,,,
650245, 119,04454,     ,119-4454,Chilhowie St,119,Town of Marion,119,Town of Marion,0.60,WCL Marion,119-1 N Church St,3000,G,99%,1%,1%,0%,0%,0%,F,0.0825,F,0.5512,3200,G,2009,,,,,,,,,,,,,,,
650238, 119,04454,     ,119-4454,Chilhowie St,119,Town of Marion,119,Town of Marion,0.36,119-1 N Church St,Chatham Hill Rd,2300,G,99%,1%,1%,0%,0%,0%,C,0.0904,F,0.5891,2500,G,2009,,,,,,,,,,,,,,,
650224, 119,04454,     ,119-4454,Chilhowie St,119,Town of Marion,119,Town of Marion,0.14,Chatham Hill Rd,US 11 Main St,1400,G,99%,1%,1%,0%,0%,0%,F,0.1155,F,0.9026,1600,G,2009,,,,,,,,,,,,,,,
650500, 119,04459,     ,119-4459,Keller Lane,119,Town of Marion,119,Town of Marion,0.70,N Main St,NCL Marion,1100,G,99%,0%,1%,0%,0%,0%,C,0.1063,F,0.5379,1100,G,2009,,,,,,,,,,,,,,,
650502, 119,04461,     ,119-4461,Johnston Rd,119,Town of Marion,119,Town of Marion,0.15,ECL Marion,US 11 Main St,1600,G,95%,1%,1%,1%,2%,0%,C,0.1349,F,0.7336,1800,G,2009,,,,,,,,,,,,,,,
550006, 119,00000,     ,119-0,1st St,119,Town of Marion,119,Town of Marion,0.00,Look Ave,Lincoln Ave,460,G,,,,,,,X,0.0995,F,0.0000,500,G,2009,,,,,,,,,,,,,,,
550024, 119,00000,     ,119-0,Callan Lane,119,Town of Marion,119,Town of Marion,0.00,Prater Ln,SR 16 Park Blvd,3500,G,99%,0%,0%,0%,0%,0%,C,0.0986,F,0.5772,3500,G,2009,,,,,,,,,,,,,,,
550008, 119,00000,     ,119-0,Catron St,119,Town of Marion,119,Town of Marion,0.00,Sprinkle Ave,Wolfe Ave,350,G,,,,,,,X,0.1327,F,0.5556,380,G,2009,,,,,,,,,,,,,,,
550009, 119,00000,     ,119-0,Catron St,119,Town of Marion,119,Town of Marion,0.00,Prescott Ave,Chilhowie St,600,G,,,,,,,X,0.0937,F,0.5473,660,G,2009,,,,,,,,,,,,,,,
550018, 119,00000,     ,119-0,Cumberland St,119,Town of Marion,119,Town of Marion,0.00,Clinton Ave,Hulldale Ave,250,G,,,,,,,X,0.1055,F,0.5224,270,G,2009,,,,,,,,,,,,,,,
550020, 119,00000,     ,119-0,Dalton St,119,Town of Marion,119,Town of Marion,0.00,Hulldale Ave,Greenway St,440,G,,,,,,,X,0.1174,F,0.6667,480,G,2009,,,,,,,,,,,,,,,
550003, 119,00000,     ,119-0,Dogwood Dr,119,Town of Marion,119,Town of Marion,0.00,Magnolia St,Dead End,120,G,,,,,,,X,0.1667,F,0.5897,130,G,2009,,,,,,,,,,,,,,,
550015, 119,00000,     ,119-0,E Main St,119,Town of Marion,119,Town of Marion,0.00,Action Pl,Red Oak St,1300,G,,,,,,,X,0.1289,F,0.7749,1400,G,2009,,,,,,,,,,,,,,,
550019, 119,00000,     ,119-0,Hulldale Ave,119,Town of Marion,119,Town of Marion,0.00,Cumberland St,Dead End,120,G,,,,,,,X,0.1661,F,0.5094,130,G,2009,,,,,,,,,,,,,,,
550007, 119,00000,     ,119-0,Look Ave,119,Town of Marion,119,Town of Marion,0.00,1st Street,Chilhowie St,530,G,,,,,,,X,0.1057,F,0.5271,570,G,2009,,,,,,,,,,,,,,,
550002, 119,00000,     ,119-0,Magnolia St,119,Town of Marion,119,Town of Marion,0.00,Dogwood Dr,Hemlock St,170,G,,,,,,,X,0.1261,F,0.5789,190,G,2009,,,,,,,,,,,,,,,
550005, 119,00000,     ,119-0,Magnolia St,119,Town of Marion,119,Town of Marion,0.00,Hemlock St,Veteran St,210,G,,,,,,,X,0.1226,F,0.6308,230,G,2009,,,,,,,,,,,,,,,
550016, 119,00000,     ,119-0,Mt View Dr,119,Town of Marion,119,Town of Marion,0.00,Golf View,Country Club Rd,200,G,,,,,,,X,0.1087,F,0.5294,210,G,2009,,,,,,,,,,,,,,,
550011, 119,00000,     ,119-0,Park St,119,Town of Marion,119,Town of Marion,0.00,Cherry St,Dead End S Of Cherry,460,G,,,,,,,X,0.1253,F,0.6260,500,G,2009,,,,,,,,,,,,,,,
550017, 119,00000,     ,119-0,Patton Ave,119,Town of Marion,119,Town of Marion,0.00,Cumberland St,Dead End,70,G,,,,,,,X,0.1522,F,0.5357,80,G,2009,,,,,,,,,,,,,,,
550013, 119,00000,     ,119-0,Pearl St,119,Town of Marion,119,Town of Marion,0.00,E. Cherry St,E. Hiigh St,570,G,,,,,,,X,0.1490,F,0.7248,620,G,2009,,,,,,,,,,,,,,,
550023, 119,00000,     ,119-0,Prater St,119,Town of Marion,119,Town of Marion,0.00,Sprinkle Ave,Callan Ln,1900,G,99%,0%,1%,0%,0%,0%,C,0.1066,F,0.0000,1900,G,2009,,,,,,,,,,,,,,,
550012, 119,00000,     ,119-0,S Iron St,119,Town of Marion,119,Town of Marion,0.00,E High St,Walnut St,890,G,,,,,,,X,0.0891,F,0.0000,970,G,2009,,,,,,,,,,,,,,,
550001, 119,00000,     ,119-0,Wassona Dr,119,Town of Marion,119,Town of Marion,0.00,Wassona Dr,Hemlock St,1300,G,,,,,,,X,0.1059,F,0.6170,1400,G,2009,,,,,,,,,,,,,,,
550004, 119,00000,     ,119-0,Wassona Dr,119,Town of Marion,119,Town of Marion,0.00,Hemlock St,Magnolia St,1300,G,99%,0%,0%,0%,0%,0%,C,0.1068,F,0.6879,1400,G,2009,,,,,,,,,,,,,,,
550010, 119,00000,     ,119-0,Wolfe Ave,119,Town of Marion,119,Town of Marion,0.00,Oakley St,Dover St,220,G,,,,,,,X,0.1322,F,0.5484,240,G,2009,,,,,,,,,,,,,,,
- - - - - - - - - - - - - - - - - - - - - - - - - - - - End of Report - - - - - - - - - - - - - - - - - - - - - - - - - - - - ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
