Virginia Department of Transportation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Traffic Engineering Division,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Annual Average Daily Traffic Volume Estimates By Section of Route,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New Kent Maintenance Area,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Parallel Facilities Combined,,,,,,,,,,,,,
Link ID,Route Prefix,Route Number,Route Suffix,Route Label,Route Alias,Physical Jurisdiction,,Maintenance Jurisdiction,,Link Length,Start Label,End Label,AADT,AADT Quality,Percent 2 and 4 Tire Vehicles,Percent Busses,Percent Single Unit Trucks 2 Axle,Percent Single Unit Trucks 3+ Axle,Percent Combination Trucks 1 Trailer,Percent Combination Trucks 2+ Trailer,Vehicle Classification Quality,K Factor,K Factor Quality,Direction Factor,AAWDT,AAWDT Quality,Data Date,Comment,AADT,AADT Quality,Percent 2 and 4 Tire Vehicles,Percent Busses,Percent Single Unit Trucks 2 Axle,Percent Single Unit Trucks 3+ Axle,Percent Combination Trucks 1 Trailer,Percent Combination Trucks 2+ Trailer,Vehicle Classification Quality,K Factor,K Factor Quality,Direction Factor,AAWDT,AAWDT Quality
040555,  SR,00030,     ,, ,063,New Kent County,063,New Kent County,4.65,King William County Line,SR 33; SR 249 Angelview Church,11000,G,,,,,,,X,0.0813,F,0.0000,12000,G,2009,,,,,,,,,,,,,,,
040151,  SR,00030,     ,VA 30,New Kent Hwy,063,New Kent County,063,New Kent County,3.43,SR 33; SR 249 Angelview Church,SR 273 Farmers Drive,3100,G,87%,1%,2%,4%,6%,0%,C,0.0941,F,0.5758,3300,G,2009,,,,,,,,,,,,,,,
040149,  SR,00030,     ,VA 30,New Kent Hwy,063,New Kent County,063,New Kent County,0.78,SR 273 Farmers Drive,James City County Line,8000,G,87%,1%,2%,4%,6%,0%,F,0.0857,F,0.0000,8600,G,2009,,,,,,,,,,,,,,,
040562,  SR,00033,     ,, ,063,New Kent County,063,New Kent County,0.91,Henrico County Line,US 60 Bottoms Bridge,12000,G,93%,1%,1%,2%,3%,0%,F,0.0810,F,0.0000,13000,G,2009,,,,,,,,,,,,,,,
040557,  SR,00033,     ,VA 33, ,063,New Kent County,063,New Kent County,0.22,US 60 Bottoms Bridge,I-64,13000,G,93%,1%,1%,1%,3%,0%,F,0.0904,F,0.0000,14000,G,2009,,,,,,,,,,,,,,,
040110,  SR,00033,     ,, ,063,New Kent County,063,New Kent County,5.32,"SR 33, SR 249",SR 106,30000,A,91%,1%,1%,1%,7%,0%,C,0.1154,A,1.0000,27000,A,2009,,61000,A,91%,1%,1%,1%,7%,0%,C,0.1071,A,0.5218,53000,A
040112,  SR,00033,     ,, ,063,New Kent County,063,New Kent County,3.47,US 60 Bottoms Bridge,SR 155,30000,B,91%,1%,1%,1%,7%,0%,F,0.1145,A,1.0000,27000,B,2009,,61000,B,91%,1%,1%,1%,7%,0%,F,0.1069,A,0.5130,54000,B
040114,  SR,00033,     ,, ,063,New Kent County,063,New Kent County,5.69,SR 155,SR 33,30000,F,91%,1%,1%,1%,7%,0%,F,0.1119,B,1.0000,26000,F,2009,,60000,F,91%,1%,1%,1%,7%,0%,F,0.1041,A,0.5178,52000,F
040556,  SR,00033,     ,VA 33, ,063,New Kent County,063,New Kent County,2.98,I-64 East Int,SR 30; SR 249,8600,G,83%,1%,1%,2%,13%,0%,C,0.0820,F,0.0000,9200,G,2009,,,,,,,,,,,,,,,
040555,  SR,00033,     ,, ,063,New Kent County,063,New Kent County,4.65,SR 249-30 ANGELVIEW CHURCH,King William County Line,11000,G,,,,,,,X,0.0813,F,0.0000,12000,G,2009,,,,,,,,,,,,,,,
