769448,  83,00811,     ,83-811, ,294,Town of Saint Paul,083,Russell County,0.05,83-1301 NORTH,US 58 ALT NORTH,740,R,,,,,,,X,,,,,,10/04/2002,,,,,,,,,,,,,,,
769610,  83,01301,     ,83-1301, ,294,Town of Saint Paul,083,Russell County,0.18,83-760,0.18 ME 83-760,210,R,,,,,,,X,,,,,,10/04/2002,,,,,,,,,,,,,,,
769611,  83,01301,     ,83-1301, ,294,Town of Saint Paul,083,Russell County,0.38,0.18 ME 83-760,83-1302,340,R,,,,,,,X,,,,,,10/04/2002,,,,,,,,,,,,,,,
769612,  83,01301,     ,83-1301, ,294,Town of Saint Paul,083,Russell County,0.02,83-1302,Y Intersection,530,R,,,,,,,X,,,,,,10/04/2002,,,,,,,,,,,,,,,
769613,  83,01301,     ,83-1301, ,294,Town of Saint Paul,083,Russell County,0.02,Y Intersection,83-811 SOUTH,530,R,,,,,,,X,,,,,,10/04/2002,,,,,,,,,,,,,,,
769614,  83,01301,     ,83-1301, ,294,Town of Saint Paul,083,Russell County,0.02,83-1301 W Leg,83-811 NORTH,640,R,,,,,,,X,,,,,,10/04/2002,,,,,,,,,,,,,,,
769615,  83,01302,     ,83-1302, ,294,Town of Saint Paul,083,Russell County,0.03,83-1301,Begin Loop,160,R,,,,,,,X,,,,,,10/04/2002,,,,,,,,,,,,,,,
769616,  83,01302,     ,83-1302, ,294,Town of Saint Paul,083,Russell County,0.28,Begin Loop,End Loop,100,R,,,,,,,X,,,,,,10/04/2002,,,,,,,,,,,,,,,
777944,  97,00628,     ,97-628,Honey Branch Rd,294,Town of Saint Paul,097,Wise County,0.02,Russell County Line,SR 63 SOUTH,650,R,,,,,,,X,,,,,,05/17/2007,,,,,,,,,,,,,,,
778336,  97,01201,     ,97-1201,Deacon Rd,294,Town of Saint Paul,097,Wise County,0.14,SR 63; SR 270,97-1209 Tazewell St,2300,R,,,,,,,X,,,,,,05/21/2007,,,,,,,,,,,,,,,
778337,  97,01201,     ,97-1201,Deacon Rd,294,Town of Saint Paul,097,Wise County,0.07,97-1209 Tazewell St,97-1210 Dickenson St,2000,R,,,,,,,X,,,,,,05/21/2007,,,,,,,,,,,,,,,
778338,  97,01202,     ,97-1202,Third Ave,294,Town of Saint Paul,097,Wise County,0.07,97-1205 Russell St,97-1206 Broad St,230,R,,,,,,,X,,,,,,03/22/2007,,,,,,,,,,,,,,,
778339,  97,01202,     ,97-1202,Third Ave,294,Town of Saint Paul,097,Wise County,0.45,97-1206 Broad St,97-1214 Lee St,1300,R,,,,,,,X,,,,,,03/22/2007,,,,,,,,,,,,,,,
778340,  97,01202,     ,97-1202,Third Ave,294,Town of Saint Paul,097,Wise County,0.32,97-1214 Lee St,97-1222 Highland Dr,560,R,,,,,,,X,,,,,,03/22/2007,,,,,,,,,,,,,,,
778341,  97,01203,     ,97-1203,5th Ave,294,Town of Saint Paul,097,Wise County,0.14,97-1205 Russell St,SR 63,870,R,,,,,,,X,,,,,,03/22/2007,,,,,,,,,,,,,,,
778342,  97,01203,     ,97-1203,5th Ave,294,Town of Saint Paul,097,Wise County,0.07,SR 63,97-1208 Buchanan St,470,R,,,,,,,X,,,,,,05/21/2007,,,,,,,,,,,,,,,
778343,  97,01203,     ,97-1203,5th Ave,294,Town of Saint Paul,097,Wise County,0.02,97-1208 Buchanan St,Dead End,20,R,,,,,,,X,,,,,,05/21/2007,,,,,,,,,,,,,,,
778344,  97,01204,     ,97-1204,Sixth Ave,294,Town of Saint Paul,097,Wise County,0.14,97-1206 Broad St,97-1208 Buchanan St,140,R,,,,,,,X,,,,,,03/22/2007,,,,,,,,,,,,,,,
778345,  97,01204,     ,97-1204,Sixth Ave,294,Town of Saint Paul,097,Wise County,0.04,97-1208 Buchanan St,Dead End,90,R,,,,,,,X,,,,,,05/21/2007,,,,,,,,,,,,,,,
778346,  97,01205,     ,97-1205,Russell St,294,Town of Saint Paul,097,Wise County,0.07,97-1202 Third Ave,SR 270,1700,R,,,,,,,X,,,,,,03/22/2007,,,,,,,,,,,,,,,
778347,  97,01205,     ,97-1205,Russell St,294,Town of Saint Paul,097,Wise County,0.07,SR 270,97-1203 5th Ave,1400,R,,,,,,,X,,,,,,03/22/2007,,,,,,,,,,,,,,,
778348,  97,01205,     ,97-1205,Russell St,294,Town of Saint Paul,097,Wise County,0.02,97-1203 5th Ave,Dead End,30,R,,,,,,,X,,,,,,03/22/2007,,,,,,,,,,,,,,,
778349,  97,01206,     ,97-1206,Broad St,294,Town of Saint Paul,097,Wise County,0.16,97-1202 Third Ave,97-1203 5th Ave,2100,R,,,,,,,X,,,,,,03/22/2007,,,,,,,,,,,,,,,
778350,  97,01206,     ,97-1206,Broad St,294,Town of Saint Paul,097,Wise County,0.08,97-1203 5th Ave,97-1204 Sixth Ave,150,R,,,,,,,X,,,,,,03/22/2007,,,,,,,,,,,,,,,
778351,  97,01208,     ,97-1208,Buchanan St,294,Town of Saint Paul,097,Wise County,0.23,Dead End,97-1204 Sixth Ave,860,R,,,,,,,X,,,,,,05/21/2007,,,,,,,,,,,,,,,
778352,  97,01208,     ,97-1208,Buchanan St,294,Town of Saint Paul,097,Wise County,0.02,97-1204 Sixth Ave,Dead End,10,R,,,,,,,X,,,,,,05/21/2007,,,,,,,,,,,,,,,
778353,  97,01209,     ,97-1209,Tazewell St,294,Town of Saint Paul,097,Wise County,0.03,Dead End,97-1201 Deacon Rd,550,R,,,,,,,X,,,,,,05/26/2007,,,,,,,,,,,,,,,
778354,  97,01209,     ,97-1209,Tazewell St,294,Town of Saint Paul,097,Wise County,0.02,97-1201 Deacon Rd,Dead End,800,R,,,,,,,X,,,,,,05/21/2007,,,,,,,,,,,,,,,
778355,  97,01210,     ,97-1210,Dickenson St,294,Town of Saint Paul,097,Wise County,0.06,97-1201 Deacon Rd,Dead End,20,R,,,,,,,X,,,,,,05/21/2007,,,,,,,,,,,,,,,
778356,  97,01211,     ,97-1211, ,294,Town of Saint Paul,097,Wise County,0.13,SR 270,Old Alt US 58,45,R,,,,,,,X,,,,,,03/20/2007,,,,,,,,,,,,,,,
778357,  97,01212,     ,97-1212,Riverside Dr,294,Town of Saint Paul,097,Wise County,0.05,Old US 58 Alt,Dead End,1300,R,,,,,,,X,,,,,,03/22/2007,,,,,,,,,,,,,,,
778358,  97,01213,     ,97-1213,Second Ave,294,Town of Saint Paul,097,Wise County,0.16,Dead End,97-1202 Third Ave,90,R,,,,,,,X,,,,,,03/22/2007,,,,,,,,,,,,,,,
778359,  97,01214,     ,97-1214,Lee St,294,Town of Saint Paul,097,Wise County,0.13,97-1202 Third Ave,97-1217 Sunset Dr,510,R,,,,,,,X,,,,,,03/20/2007,,,,,,,,,,,,,,,
778360,  97,01214,     ,97-1214,Lee St,294,Town of Saint Paul,097,Wise County,0.18,97-1217 Sunset Dr,97-1223 Longview Dr,150,R,,,,,,,X,,,,,,03/20/2007,,,,,,,,,,,,,,,
778361,  97,01214,     ,97-1214,Longview Dr,294,Town of Saint Paul,097,Wise County,0.50,97-1223 Longview Dr,SR 63,380,R,,,,,,,X,,,,,,03/20/2007,,,,,,,,,,,,,,,
778362,  97,01215,     ,97-1215, ,294,Town of Saint Paul,097,Wise County,0.03,97-1213 Second Ave,Dead End,0,?,,,,,,,X,,,,,,,,,,,,,,,,,,,,,
778363,  97,01216,     ,97-1216, ,294,Town of Saint Paul,097,Wise County,0.05,Dead End,Old Alt US 58,5,R,,,,,,,X,,,,,,03/22/2007,,,,,,,,,,,,,,,
778364,  97,01217,     ,97-1217,Sunset Dr,294,Town of Saint Paul,097,Wise County,0.24,97-1214 Lee St,NCL Saint Paul,290,R,,,,,,,X,,,,,,03/20/2007,,,,,,,,,,,,,,,
778365,  97,01218,     ,97-1218,Summit Dr,294,Town of Saint Paul,097,Wise County,0.25,97-1214 Lee St,97-1217 Sunset Dr,90,R,,,,,,,X,,,,,,03/22/2007,,,,,,,,,,,,,,,
778366,  97,01219,     ,97-1219,Summit Dr,294,Town of Saint Paul,097,Wise County,0.07,97-1218 Summit Dr,97-1217 Sunset Dr,190,R,,,,,,,X,,,,,,03/22/2007,,,,,,,,,,,,,,,
778367,  97,01220,     ,97-1220,Nevada Place,294,Town of Saint Paul,097,Wise County,0.15,97-1214 Lee St,97-1223 Longview Dr,120,R,,,,,,,X,,,,,,03/20/2007,,,,,,,,,,,,,,,
778368,  97,01221,     ,97-1221,Kilbourne Dr,294,Town of Saint Paul,097,Wise County,0.03,97-1218 Summit Dr,Dead End,30,R,,,,,,,X,,,,,,03/22/2007,,,,,,,,,,,,,,,
778369,  97,01222,     ,97-1222,Highland Dr,294,Town of Saint Paul,097,Wise County,0.30,97-1202 Third Ave,97-1220 Nevada Place,120,R,,,,,,,X,,,,,,03/22/2007,,,,,,,,,,,,,,,
778370,  97,01223,     ,97-1223,Longview Dr,294,Town of Saint Paul,097,Wise County,0.16,97-1214 Longview Dr; Lee St,97-1222 Highland Dr,130,R,,,,,,,X,,,,,,03/20/2007,,,,,,,,,,,,,,,
778371,  97,01224,     ,97-1224,Johnnie Ramey Dr,294,Town of Saint Paul,097,Wise County,0.31,Alt US 58,SR 63,1700,R,,,,,,,X,,,,,,03/22/2007,,,,,,,,,,,,,,,
778372,  97,01225,     ,97-1225, ,294,Town of Saint Paul,097,Wise County,0.28,Dead End,97-1212 Riverside Dr,2500,R,,,,,,,X,,,,,,03/22/2007,,,,,,,,,,,,,,,
784821,  97,01226,     ,97-1226,Fletcher Dr,294,Town of Saint Paul,097,Wise County,0.15,Cul-de-Sac,97-1214 Longview Dr,140,R,,,,,,,X,,,,,,03/20/2007,,,,,,,,,,,,,,,
- - - - - - - - - - - - - - - - - - - - - - - - - - - - End of Report - - - - - - - - - - - - - - - - - - - - - - - - - - - - ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
