Virginia Department of Transportation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Traffic Engineering Division,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Annual Average Daily Traffic Volume Estimates By Section of Route,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
City of Lynchburg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Parallel Facilities Combined,,,,,,,,,,,,,
Link ID,Route Prefix,Route Number,Route Suffix,Route Label,Route Alias,Physical Jurisdiction,,Maintenance Jurisdiction,,Link Length,Start Label,End Label,AADT,AADT Quality,Percent 2 and 4 Tire Vehicles,Percent Busses,Percent Single Unit Trucks 2 Axle,Percent Single Unit Trucks 3+ Axle,Percent Combination Trucks 1 Trailer,Percent Combination Trucks 2+ Trailer,Vehicle Classification Quality,K Factor,K Factor Quality,Direction Factor,AAWDT,AAWDT Quality,Data Date,Comment,AADT,AADT Quality,Percent 2 and 4 Tire Vehicles,Percent Busses,Percent Single Unit Trucks 2 Axle,Percent Single Unit Trucks 3+ Axle,Percent Combination Trucks 1 Trailer,Percent Combination Trucks 2+ Trailer,Vehicle Classification Quality,K Factor,K Factor Quality,Direction Factor,AAWDT,AAWDT Quality
030323,  US,00029,     ,, ,118,City of Lynchburg,015,Campbell County,1.13,SCL Lynchburg,Candler Mountain Rd,42000,G,93%,0%,1%,1%,4%,0%,F,0.0914,F,0.6237,43000,G,2009,,,,,,,,,,,,,,,
130007,  US,00029,     ,, ,118,City of Lynchburg,015,Campbell County,0.44,Candler Mountain Rd,US 501,36000,G,93%,0%,1%,1%,4%,0%,F,0.0921,F,0.6156,37000,G,2009,,,,,,,,,,,,,,,
030019,  US,00029,     ,, ,118,City of Lynchburg,015,Campbell County,2.36,US 501,US 501 Campbell Ave,36000,A,93%,0%,1%,1%,4%,0%,C,0.1060,A,0.5029,37000,A,2009,,,,,,,,,,,,,,,
130015,  US,00029,     ,,Richmond Hwy,118,City of Lynchburg,015,Campbell County,1.90,Functional Class Change,US 29,34000,G,93%,0%,1%,1%,4%,0%,F,0.0840,F,0.5049,35000,G,2009,,,,,,,,,,,,,,,
030268,  US,00029,     ,US 29, ,118,City of Lynchburg,015,Campbell County,0.33,SCL Lynchburg,NCL Lynchburg,16000,G,93%,0%,0%,0%,6%,0%,F,0.0896,F,0.5303,16000,G,2009,,,,,,,,,,,,,,,
647204,C5US,00029,     ,Bus US 29,Wards Rd,118,City of Lynchburg,118,City of Lynchburg,1.64,SCL Lynchburg,US 501; SR 163 Lynchburg Expressway,36000,G,98%,0%,1%,0%,1%,0%,F,,,,37000,G,2009,,,,,,,,,,,,,,,
647804,C5US,00029,     ,,Lynchburg Expressway,118,City of Lynchburg,118,City of Lynchburg,0.34,SR 163 Wards Rd,Candler Mt Rd,40000,N,98%,0%,1%,0%,1%,0%,N,,,,44000,N,2009,,,,,,,,,,,,,,,
647301,C5US,00029,     ,Bus US 29,Lynchburg Expressway,118,City of Lynchburg,118,City of Lynchburg,1.37,Candler Mt Rd,Odd Fellows Rd,40000,G,98%,0%,1%,0%,1%,0%,F,,,,44000,G,2009,,,,,,,,,,,,,,,
647302,C5US,00029,     ,Bus US 29,Lynchburg Expressway,118,City of Lynchburg,118,City of Lynchburg,1.46,Odd Fellows Rd,Kemper Street,44000,G,98%,0%,1%,0%,1%,0%,F,,,,43000,G,2009,,,,,,,,,,,,,,,
647304,C5US,00029,     ,Bus US 29,Lynchburg Expressway,118,City of Lynchburg,118,City of Lynchburg,1.02,Kemper Street,Main Street,39000,G,98%,0%,1%,0%,1%,0%,F,,,,47000,G,2009,,,,,,,,,,,,,,,
