614008,  SR,00092,     ,VA 92,S Main St,186,Town of Chase City,058,Mecklenburg County,0.44,SCL Chase City,"""B"" ST",2800,G,94%,1%,1%,1%,2%,0%,C,0.1010,F,0.5072,3000,G,2009,,,,,,,,,,,,,,,
614013,  SR,00092,     ,VA 92,S Main St,186,Town of Chase City,058,Mecklenburg County,0.23,"""B"" ST",Sycamore St,1500,G,94%,1%,1%,1%,2%,0%,C,0.1119,F,1.0000,1600,G,2009,,,,,,,,,,,,,,,
614015,  SR,00092,     ,VA 92,N Main St,186,Town of Chase City,058,Mecklenburg County,0.21,Sycamore St,E Second St,3900,G,96%,1%,1%,1%,2%,0%,C,0.0973,F,0.5708,4200,G,2009,,,,,,,,,,,,,,,
614016,  SR,00092,     ,,E Second St,186,Town of Chase City,058,Mecklenburg County,0.19,S RT 49,Endly St,5300,G,95%,0%,1%,1%,3%,0%,C,0.0890,F,0.5192,5700,G,2009,,,,,,,,,,,,,,,
614003,  SR,00092,     ,,W Second St,186,Town of Chase City,058,Mecklenburg County,0.56,Endly St,N SR 49,4900,G,94%,1%,1%,1%,4%,0%,C,0.0920,F,0.5393,5300,G,2009,,,,,,,,,,,,,,,
040213,  SR,00092,     ,VA 92, ,186,Town of Chase City,058,Mecklenburg County,0.22,N SR 49,WCL Chase City,3000,G,94%,0%,1%,1%,4%,0%,C,0.0965,F,0.5239,3300,G,2009,,,,,,,,,,,,,,,
614024, 186,00001,     ,186-1,N.Boyd St,186,Town of Chase City,186,Town of Chase City,0.23,E Second St,E Fifth St,850,G,98%,1%,1%,0%,1%,0%,C,0.1055,F,0.5321,920,G,2009,,,,,,,,,,,,,,,
614010, 186,00002,     ,186-2,Endly St,186,Town of Chase City,186,Town of Chase City,0.13,Sycamore St,W Second St,760,G,95%,1%,1%,0%,2%,0%,C,0.0902,F,0.5301,820,G,2009,,,,,,,,,,,,,,,
614026, 186,00002,     ,186-2,Endly St,186,Town of Chase City,186,Town of Chase City,0.23,Second St,5th St,700,G,96%,2%,1%,1%,1%,0%,C,0.0859,F,0.5467,750,G,2009,,,,,,,,,,,,,,,
614023, 186,00003,     ,186-3,Fourth St,186,Town of Chase City,186,Town of Chase City,0.06,N Boyd St,4Th St Main St,190,G,95%,2%,2%,0%,1%,0%,F,0.1483,F,0.5455,210,G,2009,,,,,,,,,,,,,,,
614020, 186,00003,     ,186-3,Fourth St,186,Town of Chase City,186,Town of Chase City,0.07,Main St,Marshall St,150,G,95%,2%,2%,0%,1%,0%,C,0.1450,F,0.6897,160,G,2009,,,,,,,,,,,,,,,
614004, 186,00004,     ,186-4,W Fifth St,186,Town of Chase City,186,Town of Chase City,0.61,WCL Chase City,Old Southern R.R. Track,910,G,98%,1%,1%,0%,0%,0%,C,0.0933,F,0.5794,980,G,2009,,,,,,,,,,,,,,,
614022, 186,00004,     ,186-4,E Fifth St,186,Town of Chase City,186,Town of Chase City,0.19,Old Southern R.R Track,N Main St,1500,G,98%,0%,1%,0%,1%,0%,C,0.0992,F,0.5337,1700,G,2009,,,,,,,,,,,,,,,
614021, 186,00004,     ,186-4,E Fifth St,186,Town of Chase City,186,Town of Chase City,0.07,N Main St,Marshall St,1000,G,98%,0%,1%,0%,1%,0%,F,0.1212,F,0.5161,1100,G,2009,,,,,,,,,,,,,,,
614014, 186,00005,     ,186-5,Marshall St,186,Town of Chase City,186,Town of Chase City,0.21,Sycamore St,Second St,1400,G,98%,1%,0%,0%,1%,0%,C,0.1021,F,0.5389,1500,G,2009,,,,,,,,,,,,,,,
614019, 186,00005,     ,186-5,Marshall St,186,Town of Chase City,186,Town of Chase City,0.23,Second St,5Th St,1100,G,98%,1%,1%,0%,0%,0%,C,0.0960,F,0.5145,1200,G,2009,,,,,,,,,,,,,,,
614025, 186,00006,     ,186-6,E.Third St,186,Town of Chase City,186,Town of Chase City,0.20,Endly St,N.Main St,200,G,97%,2%,0%,0%,1%,0%,C,0.1155,F,0.5862,220,G,2009,,,,,,,,,,,,,,,
614009, 186,00519,     ,186-519,W Sycamore St,186,Town of Chase City,186,Town of Chase City,0.61,WCL Chase City,Madison St,380,G,96%,2%,2%,0%,0%,0%,C,0.1286,F,0.5690,420,G,2009,,,,,,,,,,,,,,,
614011, 186,00519,     ,186-519,Sycamore St,186,Town of Chase City,186,Town of Chase City,0.36,Madison St,Main St,1400,G,97%,1%,1%,0%,1%,0%,C,0.1027,F,0.5198,1500,G,2009,,,,,,,,,,,,,,,
614012, 186,00519,     ,186-519,Sycamore St,186,Town of Chase City,186,Town of Chase City,0.08,Main St,Marshall St,1000,G,98%,1%,1%,0%,1%,0%,C,0.1036,F,0.5313,1100,G,2009,,,,,,,,,,,,,,,
614007, 186,00519,     ,186-519,Sycamore St,186,Town of Chase City,186,Town of Chase City,0.44,Marshall St,ECL Chase City,450,G,96%,2%,2%,0%,0%,0%,F,0.1039,F,0.6140,490,G,2009,,,,,,,,,,,,,,,
514002, 186,00000,     ,186-0,A St,186,Town of Chase City,186,Town of Chase City,0.00,Marshall St,Fairground Dr,70,G,,,,,,,X,0.1215,F,0.0000,80,G,2009,,,,,,,,,,,,,,,
514004, 186,00000,     ,186-0,Endly St,186,Town of Chase City,186,Town of Chase City,0.00,5th St,Anderson St,360,G,98%,1%,0%,0%,0%,0%,C,0.1041,F,0.0000,360,G,2009,,,,,,,,,,,,,,,
514003, 186,00000,     ,186-0,Roak St,186,Town of Chase City,186,Town of Chase City,0.00,Ogburn St,Roberts St,60,G,,,,,,,X,0.1594,F,0.6364,60,G,2009,,,,,,,,,,,,,,,
514001, 186,00000,     ,186-0,Virginia Ave,186,Town of Chase City,186,Town of Chase City,0.00,Sunset Lane,Mason St,200,G,,,,,,,X,0.1087,F,0.0000,220,G,2009,,,,,,,,,,,,,,,
- - - - - - - - - - - - - - - - - - - - - - - - - - - - End of Report - - - - - - - - - - - - - - - - - - - - - - - - - - - - ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
