Virginia Department of Transportation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Traffic Engineering Division,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Annual Average Daily Traffic Volume Estimates By Section of Route,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Town of Purcellville,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Parallel Facilities Combined,,,,,,,,,,,,,
Link ID,Route Prefix,Route Number,Route Suffix,Route Label,Route Alias,Physical Jurisdiction,,Maintenance Jurisdiction,,Link Length,Start Label,End Label,AADT,AADT Quality,Percent 2 and 4 Tire Vehicles,Percent Busses,Percent Single Unit Trucks 2 Axle,Percent Single Unit Trucks 3+ Axle,Percent Combination Trucks 1 Trailer,Percent Combination Trucks 2+ Trailer,Vehicle Classification Quality,K Factor,K Factor Quality,Direction Factor,AAWDT,AAWDT Quality,Data Date,Comment,AADT,AADT Quality,Percent 2 and 4 Tire Vehicles,Percent Busses,Percent Single Unit Trucks 2 Axle,Percent Single Unit Trucks 3+ Axle,Percent Combination Trucks 1 Trailer,Percent Combination Trucks 2+ Trailer,Vehicle Classification Quality,K Factor,K Factor Quality,Direction Factor,AAWDT,AAWDT Quality
090282,  SR,00007,     ,VA 7,Harry Flood Byrd Hwy,286,Town of Purcellville,053,Loudoun County,0.94,WCL Purcellville,ECL Purcellville,24000,G,97%,1%,1%,0%,1%,0%,F,0.0941,F,0.0000,28000,G,2009,,,,,,,,,,,,,,,
190146,C3SR,00007,     ,Bus VA 7,Main St,286,Town of Purcellville,053,Loudoun County,2.06,WCL Purcellville,SR 287 Berlin Tpke,9200,N,96%,2%,1%,1%,0%,0%,N,0.0943,N,0.0000,9800,N,2009,,,,,,,,,,,,,,,
190158,C3SR,00007,     ,Bus VA 7,Colonial Highway,286,Town of Purcellville,053,Loudoun County,0.07,SR 287 Berlin Tpke,ECL Purcellville,8500,N,96%,2%,1%,1%,0%,0%,N,0.1273,N,0.0000,9100,N,2009,,,,,,,,,,,,,,,
090008,  SR,00287,     ,VA 287,Berlin Tpke,286,Town of Purcellville,053,Loudoun County,0.55,BUS SR 7,NCL Purcellville,4700,N,94%,2%,2%,0%,1%,0%,N,0.0975,N,0.0000,5000,N,2009,,,,,,,,,,,,,,,
793637, 286,00006,     ,286-6,Telegraph Springs Rd,286,Town of Purcellville,286,Town of Purcellville,0.46,SCL Purcellville,"53-1610, A St",1900,N,,,,,,,X,,,,0,N,04/25/2005,,,,,,,,,,,,,,,
749805, 286,00006,     ,286-6,20th St,286,Town of Purcellville,286,Town of Purcellville,0.34,"53-1610, A St","53-1608, E St",1100,R,,,,,,,X,,,,,,1999,,,,,,,,,,,,,,,
749806, 286,00006,     ,286-6,20th St,286,Town of Purcellville,286,Town of Purcellville,0.34,"53-1608, E St","BUS SR 7 W, Main St",3100,R,,,,,,,X,,,,,,09/09/2008,,,,,,,,,,,,,,,
301466, 286,00006,     ,286-6,Hatcher Ave,286,Town of Purcellville,286,Town of Purcellville,0.80,"BUS SR 7 E, Main St",NCL Purcellville,4000,G,97%,1%,1%,1%,0%,0%,C,0.0938,F,0.5297,4200,G,2009,,,,,,,,,,,,,,,
303773, 286,00007,     ,286-7,S 32nd St,286,Town of Purcellville,286,Town of Purcellville,0.61,53-690 Silcott Springs Rd; SCL Purcellville,286-14; S Nursery St,3100,N,95%,1%,2%,1%,1%,0%,N,0.0873,N,0.6362,3400,N,2009,,,,,,,,,,,,,,,
796617, 286,00007,     ,286-7,S Nursery Ave,286,Town of Purcellville,286,Town of Purcellville,0.43,"286-14, S 32nd St","Bus SR 7, W Main St",0,?,,,,,,,X,,,,,,,,,,,,,,,,,,,,,
