624807, 2US,00001,P    ,US 1 Par,Main St,076,Prince William County,076,Prince William County,0.18,US 1 Fraley Blvd South Intersection,SCL Dumfries,11000,G,96%,1%,1%,1%,1%,0%,C,0.1145,F,1.0000,12000,G,2009,,20000,G,97%,0%,1%,1%,1%,0%,F,,,,21000,G
624804, 2US,00001,P    ,US 1 Par,Main St,212,Town of Dumfries,076,Prince William County,1.45,SCL Dumfries,US 1 Fraley Blvd North Intersection,15000,G,97%,1%,1%,1%,1%,0%,C,0.0993,F,0.9402,16000,G,2009,,27000,G,96%,1%,1%,1%,1%,0%,F,,,,30000,G
090303,  US,00015,     ,,Lee Highway,076,Prince William County,076,Prince William County,0.82,Fauquier County Line,US 29 Lee Hwy,50000,G,96%,0%,1%,1%,2%,0%,F,0.0712,F,0.6333,51000,G,2009,,,,,,,,,,,,,,,
090029,  US,00015,     ,US 15,James Madison Hwy,076,Prince William County,076,Prince William County,2.77,US 29 Lee Hwy,SR 55 John Marshall Hwy,12000,G,91%,1%,2%,1%,5%,0%,C,0.0754,F,0.6011,13000,G,2009,,,,,,,,,,,,,,,
090299,  US,00015,     ,US 15,James Madison Hwy,076,Prince William County,076,Prince William County,0.06,SR 55 John Marshall Hwy,WCL Haymarket,27000,G,93%,1%,2%,1%,3%,0%,C,0.0741,F,0.5657,29000,G,2009,,,,,,,,,,,,,,,
090302,  US,00015,     ,US 15,James Madison Hwy,233,Town of Haymarket,076,Prince William County,0.10,WCL Haymarket,I-66,27000,N,93%,1%,2%,1%,3%,0%,N,0.0741,N,0.5657,29000,N,2009,,,,,,,,,,,,,,,
090028,  US,00015,     ,US 15,James Madison Hwy,233,Town of Haymarket,076,Prince William County,0.21,I-66,NCL Haymarket,20000,F,95%,1%,1%,1%,2%,0%,C,0.0794,F,1.0000,20000,F,2009,,,,,,,,,,,,,,,
090035,  US,00015,     ,US 15,James Madison Hwy,076,Prince William County,076,Prince William County,3.68,NCL Haymarket,SR 234 Sudley Rd,20000,N,95%,1%,1%,1%,2%,0%,N,0.0794,N,1.0000,20000,N,2009,,,,,,,,,,,,,,,
090027,  US,00015,     ,US 15,James Madison Hwy,076,Prince William County,076,Prince William County,2.08,SR 234 Sudley Rd,76-701 Logmill Rd,15000,A,95%,1%,1%,1%,2%,0%,C,0.1032,A,0.6277,15000,A,2009,,,,,,,,,,,,,,,
090298,  US,00015,     ,US 15,James Madison Hwy,076,Prince William County,076,Prince William County,2.17,76-701 Logmill Rd,Loudoun County Line,14000,G,95%,1%,1%,1%,2%,0%,F,0.0826,F,0.6897,15000,G,2009,,,,,,,,,,,,,,,
090300,  SR,00028,     ,VA 28,Nokesville Rd,076,Prince William County,076,Prince William County,2.18,Fauquier County Line,76-652 Fitzwater Dr,14000,G,96%,0%,1%,1%,1%,0%,F,0.0869,F,0.6870,15000,G,2009,,,,,,,,,,,,,,,
090301,  SR,00028,     ,VA 28,Nokesville Rd,076,Prince William County,076,Prince William County,2.97,76-652 Fitzwater Dr,SR 215 Vint Hill Rd,13000,G,96%,0%,1%,1%,1%,0%,F,0.0806,F,0.6752,14000,G,2009,,,,,,,,,,,,,,,
090052,  SR,00028,     ,VA 28,Nokesville Rd,076,Prince William County,076,Prince William County,0.12,SR 215 Vint Hill Rd,76-619 Bristow Rd,19000,G,,,,,,,X,0.0823,F,0.6575,20000,G,2009,,,,,,,,,,,,,,,
090039,  SR,00028,     ,VA 28,Nokesville Rd,076,Prince William County,076,Prince William County,0.78,76-619 Bristow Rd,76-660 Piper Lane,31000,G,,,,,,,X,,,,33000,G,2009,,,,,,,,,,,,,,,
090044,  SR,00028,     ,VA 28,Nokesville Rd,076,Prince William County,076,Prince William County,0.62,76-660 Piper Lane,"SR 234, WCL Manassas",28000,G,,,,,,,X,,,,29000,G,2009,,,,,,,,,,,,,,,
648431,  SR,00028,     ,VA 28,Nokesville Rd,155,City of Manassas,155,City of Manassas,0.56,"SR 234, WCL Manassas",155-5 Godwin Dr,29000,G,98%,0%,1%,1%,1%,0%,F,0.0755,F,0.5795,32000,G,2009,,,,,,,,,,,,,,,
648422,  SR,00028,     ,VA 28,Nokesville Rd,155,City of Manassas,155,City of Manassas,1.22,155-5 Godwin Dr,Wellington Rd,17000,G,98%,0%,1%,1%,1%,0%,F,0.0775,F,0.5510,19000,G,2009,,,,,,,,,,,,,,,
648401,  SR,00028,     ,VA 28,Center St,155,City of Manassas,155,City of Manassas,0.80,Wellington Rd,Church St,24000,G,98%,0%,1%,1%,1%,0%,F,0.0783,F,0.5459,26000,G,2009,,,,,,,,,,,,,,,
648403,  SR,00028,     ,VA 28,Center St,155,City of Manassas,155,City of Manassas,0.25,Church St,Bus SR 234,11000,G,98%,0%,1%,1%,1%,0%,F,0.0750,F,1.0000,13000,G,2009,,23000,G,98%,0%,1%,1%,1%,0%,F,,,,26000,G
648406,  SR,00028,     ,VA 28,Center St,155,City of Manassas,155,City of Manassas,0.37,Bus SR 234,Zebedee St,13000,G,98%,0%,1%,1%,1%,0%,F,0.0712,F,1.0000,15000,G,2009,,26000,G,98%,0%,1%,1%,1%,0%,F,,,,28000,G
648415,  SR,00028,     ,VA 28,Center St / Prescott Ave,155,City of Manassas,155,City of Manassas,0.49,Zebedee St,"1SR 28 P, Centreville Rd",13000,N,98%,0%,1%,1%,1%,0%,N,0.0712,N,1.0000,15000,N,2009,,33000,N,98%,0%,1%,1%,1%,0%,N,,,,37000,N
648418,  SR,00028,     ,VA 28,Centreville Rd,155,City of Manassas,155,City of Manassas,0.86,"1SR 28 P, Centreville Rd",Prince William County Line,29000,G,98%,0%,1%,1%,1%,0%,F,0.0702,F,0.5118,32000,G,2009,,,,,,,,,,,,,,,
648435,  SR,00028,     ,VA 28,Centreville Rd,076,Prince William County,076,Prince William County,0.26,NCL Manassas,SCL Manassas Park,29000,N,98%,0%,1%,1%,1%,0%,N,0.0702,N,0.5118,32000,N,2009,,,,,,,,,,,,,,,
648436,  SR,00028,     ,VA 28,Centreville Rd,152,City of Manassas Park,152,City of Manassas Park,0.01,Prince William County Line,Liberia Ave,29000,N,98%,0%,1%,1%,1%,0%,N,0.0702,N,0.5118,32000,N,2009,,,,,,,,,,,,,,,
648428,  SR,00028,     ,VA 28,Centreville Rd,152,City of Manassas Park,152,City of Manassas Park,0.31,Liberia Ave,ECL Manassas,45000,G,98%,0%,1%,1%,1%,0%,F,0.0638,F,0.5678,50000,G,2009,,,,,,,,,,,,,,,
090099,  SR,00028,     ,VA 28,Centreville Rd,076,Prince William County,076,Prince William County,2.13,NCL Manassas Park,Fairfax County Line,55000,G,98%,0%,1%,1%,1%,0%,F,0.0639,F,0.5589,61000,G,2009,,,,,,,,,,,,,,,
648420, 1SR,00028,P    ,VA 28 Par,Church St,155,City of Manassas,155,City of Manassas,0.29,SR 28 Center St,Bus SR 234,12000,G,98%,0%,1%,1%,1%,0%,F,0.0828,F,1.0000,13000,G,2009,,23000,G,98%,0%,1%,1%,1%,0%,F,,,,26000,G
648410, 1SR,00028,P    ,VA 28 Par,Church St,155,City of Manassas,155,City of Manassas,0.35,Bus SR 234,Quarry Rd,12000,G,98%,0%,1%,1%,1%,0%,F,0.0807,F,1.0000,14000,G,2009,,26000,G,98%,0%,1%,1%,1%,0%,F,,,,28000,G
648416, 1SR,00028,P    ,VA 28 Par,Centerville Rd,155,City of Manassas,155,City of Manassas,0.47,Quarry Rd,SR 28 Prescott Ave,20000,G,98%,0%,1%,1%,1%,0%,F,0.0728,F,0.5765,22000,G,2009,,33000,N,98%,0%,1%,1%,1%,0%,N,,,,37000,N
090303,  US,00029,     ,,Lee Highway,076,Prince William County,076,Prince William County,0.82,Fauquier County Line,US 15 James Madison Hwy,50000,G,96%,0%,1%,1%,2%,0%,F,0.0712,F,0.6333,51000,G,2009,,,,,,,,,,,,,,,
090103,  US,00029,     ,US 29,Lee Highway,076,Prince William County,076,Prince William County,3.31,US 15 James Madison Hwy,SR 55 John Marshall Hwy,42000,G,96%,0%,1%,1%,2%,0%,F,0.0682,F,0.6075,43000,G,2009,,,,,,,,,,,,,,,
090101,  US,00029,     ,US 29,Lee Highway,076,Prince William County,076,Prince William County,0.50,SR 55 John Marshall Hwy,I-66 East of Gainesville,59000,G,96%,0%,1%,1%,2%,0%,F,0.0644,F,0.5978,60000,G,2009,,,,,,,,,,,,,,,
090031,  US,00029,     ,US 29,Lee Highway,076,Prince William County,076,Prince William County,5.43,I-66 East of Gainesville,Fairfax County Line,12000,G,99%,0%,0%,0%,0%,0%,F,0.0924,F,0.7719,13000,G,2009,,,,,,,,,,,,,,,
090009,  SR,00055,     ,VA 55,John Marshall Hwy,076,Prince William County,076,Prince William County,3.70,Fauquier County Line,US 15 James Madison Hwy,5000,G,,,,,,,X,0.1006,F,0.7360,5400,G,2009,,,,,,,,,,,,,,,
090324,  SR,00055,     ,VA 55,John Marshall Hwy,076,Prince William County,076,Prince William County,0.01,US 15 James Madison Hwy,WCL Haymarket,9200,N,95%,1%,2%,1%,1%,0%,N,0.0792,N,0.5169,10000,N,2009,,,,,,,,,,,,,,,
090320,  SR,00055,     ,VA 55,Washington St,233,Town of Haymarket,076,Prince William County,0.43,WCL Haymarket,76-625 Old Carolina Rd,9200,G,95%,1%,2%,1%,1%,0%,F,0.0792,F,0.5169,10000,G,2009,,,,,,,,,,,,,,,
090304,  SR,00055,     ,VA 55,Washington St,233,Town of Haymarket,076,Prince William County,0.41,76-625 Old Carolina Rd,ECL Haymarket,8100,G,95%,1%,2%,1%,1%,0%,C,0.0867,F,0.5720,8800,G,2009,,,,,,,,,,,,,,,
090335,  SR,00055,     ,VA 55,John Marshall Hwy,076,Prince William County,076,Prince William County,1.48,ECL Haymarket,US 29 Lee Highway,8100,N,95%,1%,2%,1%,1%,0%,N,0.0867,N,0.5720,8800,N,2009,,,,,,,,,,,,,,,
090051,  IS,00066,E    ,I-66 EB, ,076,Prince William County,076,Prince William County,3.61,Fauquier County Line,US 15,18000,G,91%,1%,1%,0%,7%,0%,F,0.1124,F,1.0000,18000,G,2009,,35000,G,92%,1%,1%,0%,7%,0%,F,,,,35000,G
090043,  IS,00066,E    ,I-66 EB, ,076,Prince William County,076,Prince William County,0.19,US 15,WCL Haymarket,28000,F,91%,1%,1%,0%,7%,0%,F,,,,27000,F,2009,,53000,F,92%,1%,1%,0%,7%,0%,F,,,,52000,F
090046,  IS,00066,E    ,I-66 EB, ,233,Town of Haymarket,076,Prince William County,0.84,WCL Haymarket,ECL Haymarket,28000,F,91%,1%,1%,0%,7%,0%,F,,,,27000,F,2009,,53000,F,92%,1%,1%,0%,7%,0%,F,,,,52000,F
090048,  IS,00066,E    ,I-66 EB, ,076,Prince William County,076,Prince William County,1.45,ECL Haymarket,US 29 Gainesville,28000,F,91%,1%,1%,0%,7%,0%,F,,,,27000,F,2009,,53000,F,92%,1%,1%,0%,7%,0%,F,,,,52000,F
090122,  IS,00066,E    ,I-66 EB, ,076,Prince William County,076,Prince William County,2.17,US 29 Gainesville,SR 234,51000,F,91%,1%,1%,0%,7%,0%,F,,,,50000,F,2009,,80000,F,91%,1%,1%,0%,7%,0%,F,,,,78000,F
195121,  IS,00066,E    ,, ,076,Prince William County,076,Prince William County,2.27,SR 234,SR 234; Bus SR 234,55000,F,91%,1%,1%,0%,7%,0%,F,,,,53000,F,2009,,100000,F,92%,1%,1%,0%,7%,0%,F,,,,98000,F
090120,  IS,00066,E    ,I-66 EB, ,076,Prince William County,076,Prince William County,1.83,SR 234; Bus SR 234,Fairfax County Line,63000,G,91%,1%,1%,0%,7%,0%,F,,,,62000,G,2009,,120000,G,92%,1%,1%,0%,7%,0%,F,,,,123000,G
190045,  IS,00066,W    ,I-66 WB, ,076,Prince William County,076,Prince William County,1.30,Urban Boundary,WCL Haymarket,17000,G,92%,1%,1%,0%,6%,0%,F,0.1094,F,1.0000,17000,G,2009,,35000,G,92%,1%,1%,0%,7%,0%,F,,,,35000,G
190083,  IS,00066,W    ,I-66 WB, ,233,Town of Haymarket,076,Prince William County,0.04,WCL Haymarket,US 15,17000,G,92%,1%,1%,0%,6%,0%,F,0.1094,F,1.0000,17000,G,2009,,35000,G,92%,1%,1%,0%,7%,0%,F,0.0000,?,0.0000,35000,G
190085,  IS,00066,W    ,I-66 WB, ,233,Town of Haymarket,076,Prince William County,0.80,US 15,ECL Haymarket,25000,F,92%,1%,1%,0%,6%,0%,F,,,,24000,F,2009,,53000,F,92%,1%,1%,0%,7%,0%,F,,,,52000,F
190044,  IS,00066,W    ,I-66 WB, ,076,Prince William County,076,Prince William County,2.00,ECL Haymarket,US 29 Gainesville,25000,F,92%,1%,1%,0%,6%,0%,F,,,,24000,F,2009,,53000,F,92%,1%,1%,0%,7%,0%,F,,,,52000,F
190043,  IS,00066,W    ,I-66 WB, ,076,Prince William County,076,Prince William County,0.89,US 29 Gainesville,SR 234,29000,F,92%,1%,1%,0%,6%,0%,F,,,,28000,F,2009,,80000,F,91%,1%,1%,0%,7%,0%,F,,,,78000,F
195122,  IS,00066,W    ,, ,076,Prince William County,076,Prince William County,2.76,SR 234,SR 234; Bus SR 234,46000,F,92%,1%,1%,0%,6%,0%,F,,,,45000,F,2009,,100000,F,92%,1%,1%,0%,7%,0%,F,,,,98000,F
190042,  IS,00066,W    ,I-66 WB, ,076,Prince William County,076,Prince William County,2.07,SR 234; Bus SR 234,Fairfax County Line,57000,G,92%,1%,1%,0%,6%,0%,F,,,,61000,G,2009,,120000,G,92%,1%,1%,0%,7%,0%,F,,,,123000,G
792621,  IS,00066,W048R,I-66 WB Exit 048R,Manassas Welcome Center,076,Prince William County,076,Prince William County,0.03,Exit Welcome Center Parking Lot,I-66 West from Welcome Center,710,F,82%,1%,1%,2%,14%,0%,C,0.1245,A,1.0000,670,F,2009,,,,,,,,,,,,,,,
060315,  IS,00095,N    ,I-95 NB, ,076,Prince William County,076,Prince William County,0.08,Stafford County Line,Russell Rd Quantico,74000,F,91%,1%,1%,0%,7%,0%,F,0.0893,F,1.0000,73000,F,2009,,147000,F,90%,1%,1%,1%,7%,0%,F,,,,144000,F
090132,  IS,00095,N    ,I-95 NB, ,076,Prince William County,076,Prince William County,2.32,Russell Rd Quantico,76-619 Joplin Rd,74000,F,91%,1%,1%,0%,7%,0%,F,0.0820,F,1.0000,73000,F,2009,,144000,F,90%,1%,1%,1%,7%,0%,F,,,,142000,F
090130,  IS,00095,N    ,I-95 NB, ,076,Prince William County,076,Prince William County,2.39,76-619 Joplin Rd,SR 234 Dumfries Rd,77000,F,91%,1%,1%,0%,7%,0%,F,0.0848,F,1.0000,76000,F,2009,,162000,F,91%,1%,1%,0%,6%,0%,F,,,,157000,F
090305,  IS,00095,N    ,I-95 NB, ,076,Prince William County,076,Prince William County,3.55,SR 234 Dumfries Rd,76-784 Dale Blvd,70000,F,92%,1%,1%,0%,6%,0%,C,0.0738,B,1.0000,70000,F,2009,,157000,G,92%,1%,1%,0%,6%,0%,F,0.0597,B,0.5562,160000,G
090126,  IS,00095,N    ,I-95 NB, ,076,Prince William County,076,Prince William County,2.22,76-784 Dale Blvd,76-3000 Prince William Pkwy,73000,F,92%,1%,1%,0%,6%,0%,F,,,,72000,F,2009,,169000,F,92%,1%,1%,0%,6%,0%,F,,,,171000,F
090124,  IS,00095,N    ,I-95 NB, ,076,Prince William County,076,Prince William County,1.92,76-3000 Prince William Pkwy,SR 123 Gordon Blvd,72000,F,92%,1%,1%,0%,6%,0%,F,,,,71000,F,2009,,181000,F,92%,1%,1%,0%,6%,0%,F,,,,186000,F
190305,  IS,00095,N    ,I-95 NB, ,076,Prince William County,076,Prince William County,0.74,SR 123 Gordon Blvd,"Fairfax County Line, Occoquan River",80000,F,92%,1%,1%,0%,6%,0%,F,,,,78000,F,2009,,187000,F,92%,1%,1%,0%,6%,0%,F,,,,192000,F
789328,  IS,00095,N150A,I-95 NB Exit 150A,Ramp,076,Prince William County,076,Prince William County,0.16,I-95 North,76-619 Joplin Rd,2800,F,98%,0%,1%,0%,0%,0%,F,,,,3500,F,2009,,,,,,,,,,,,,,,
199741,  IS,00095,R    ,I-95 Rev, ,076,Prince William County,076,Prince William County,2.72,Start Reversible Lane South of SR 234 Dumfries Rd,Ramp Fr I-95 N Between SR 234 and 76-784 Dale Blvd,20000,F,99%,1%,0%,0%,0%,0%,C,0.0941,B,0.9995,18000,F,2009,,162000,F,91%,1%,1%,0%,6%,0%,F,,,,157000,F
199763,  IS,00095,R    ,I-95 Rev, ,076,Prince William County,076,Prince William County,0.15,Ramp Fr I-95 N Between SR 234 and 76-784 Dale Blvd,Ramp to I-95 S Between SR 234 and 76-784 Dale Blvd,20000,N,99%,1%,0%,0%,0%,0%,N,0.0941,N,0.9995,18000,N,2009,,159000,N,93%,1%,1%,0%,6%,0%,N,0.0000,?,0.0000,154000,N
199757,  IS,00095,R    ,I-95 Rev, ,076,Prince William County,076,Prince William County,3.05,Ramp to I-95 S Between SR 234 and 76-784 Dale Blvd,76-784 Dale Blvd,18000,G,97%,1%,0%,0%,2%,0%,F,0.1029,F,0.0000,24000,G,2009,,157000,G,92%,1%,1%,0%,6%,0%,F,0.0000,?,0.0000,160000,G
199758,  IS,00095,R    ,I-95 Rev, ,076,Prince William County,076,Prince William County,0.95,76-784 Dale Blvd,76-3000 Prince William Pkwy,15000,F,97%,1%,0%,0%,2%,0%,F,0.0973,F,0.0000,20000,F,2009,,169000,F,92%,1%,1%,0%,6%,0%,F,,,,171000,F
199759,  IS,00095,R    ,I-95 Rev, ,076,Prince William County,076,Prince William County,1.65,76-3000 Prince William Pkwy,SR 123 Gordon Blvd,27000,F,97%,1%,0%,0%,2%,0%,C,0.0883,F,0.0000,35000,F,2009,,181000,F,92%,1%,1%,0%,6%,0%,F,,,,186000,F
199743,  IS,00095,R    ,I-95 Rev, ,076,Prince William County,076,Prince William County,0.29,SR 123 Gordon Blvd,"Fairfax County Line, Occoquan River",28000,F,97%,1%,0%,0%,2%,0%,F,0.0856,F,0.0000,36000,F,2009,,187000,F,92%,1%,1%,0%,6%,0%,F,,,,192000,F
190316,  IS,00095,S    ,I-95 SB, ,076,Prince William County,076,Prince William County,0.34,Stafford County Line,Russell Rd Quantico,73000,F,89%,1%,1%,1%,8%,0%,F,,,,71000,F,2009,,147000,F,90%,1%,1%,1%,7%,0%,F,,,,144000,F
190015,  IS,00095,S    ,I-95 SB, ,076,Prince William County,076,Prince William County,2.37,Russell Rd Quantico,76-619 Joplin Rd,70000,F,89%,1%,1%,1%,8%,0%,F,,,,69000,F,2009,,144000,F,90%,1%,1%,1%,7%,0%,F,,,,142000,F
190014,  IS,00095,S    ,I-95 SB, ,076,Prince William County,076,Prince William County,2.50,76-619 Joplin Rd,SR 234 Dumfries Rd,65000,F,89%,1%,1%,1%,8%,0%,F,0.0843,F,1.0000,63000,F,2009,,162000,F,91%,1%,1%,0%,6%,0%,F,,,,157000,F
190013,  IS,00095,S    ,I-95 SB, ,076,Prince William County,076,Prince William County,4.23,SR 234 Dumfries Rd,76-784 Dale Blvd,69000,F,91%,1%,1%,0%,7%,0%,C,0.0753,B,1.0000,66000,F,2009,,157000,G,92%,1%,1%,0%,6%,0%,F,0.0597,B,0.5562,160000,G
190012,  IS,00095,S    ,I-95 SB, ,076,Prince William County,076,Prince William County,1.58,76-784 Dale Blvd,SR 3000 Prince William Pkwy,81000,F,91%,1%,1%,0%,7%,0%,F,,,,79000,F,2009,,169000,F,92%,1%,1%,0%,6%,0%,F,,,,171000,F
190011,  IS,00095,S    ,I-95 SB, ,076,Prince William County,076,Prince William County,1.91,SR 3000 Prince William Pkwy,SR 123 Gordon Blvd,82000,F,91%,1%,1%,0%,7%,0%,F,,,,80000,F,2009,,181000,F,92%,1%,1%,0%,6%,0%,F,,,,186000,F
190315,  IS,00095,S    ,I-95 SB, ,076,Prince William County,076,Prince William County,0.29,SR 123 Gordon Blvd,"Fairfax County Line, Occoquan River",79000,F,91%,1%,1%,0%,7%,0%,F,,,,78000,F,2009,,187000,F,92%,1%,1%,0%,6%,0%,F,,,,192000,F
090307,  SR,00123,     ,VA 123,Gordon Blvd,076,Prince William County,076,Prince William County,0.61,US 1 Jefferson Davis Hwy,I-95,21000,G,95%,1%,1%,2%,2%,0%,C,0.1261,F,0.6036,22000,G,2009,,,,,,,,,,,,,,,
090306,  SR,00123,     ,VA 123,Gordon Blvd,076,Prince William County,076,Prince William County,0.77,I-95,SCL Occoquan,41000,G,98%,0%,0%,0%,1%,0%,F,0.0829,F,0.6725,44000,G,2009,,,,,,,,,,,,,,,
090321,  SR,00123,     ,VA 123,Gordon Blvd,272,Town of Occoquan,076,Prince William County,0.15,SCL Occoquan,76-1203 Commerce St,41000,N,98%,0%,0%,0%,1%,0%,N,0.0829,N,0.6725,44000,N,2009,,,,,,,,,,,,,,,
090040,  SR,00123,     ,VA 123,Gordon Blvd,272,Town of Occoquan,076,Prince William County,0.18,76-1203 Commerce St,NCL Occoquan,49000,G,98%,0%,0%,0%,1%,0%,F,0.0947,F,0.7884,52000,G,2009,,,,,,,,,,,,,,,
090047,  SR,00123,     ,VA 123,Gordon Blvd,076,Prince William County,076,Prince William County,0.07,NCL Occoquan,Fairfax County Line,49000,N,98%,0%,0%,0%,1%,0%,N,0.0947,N,0.7884,52000,N,2009,,,,,,,,,,,,,,,
649501,  SR,00213,     ,VA 213,Manassas Dr,152,City of Manassas Park,152,City of Manassas Park,0.04,"WCL Manassas Park, 76-1501",Baker St,7700,G,97%,1%,2%,0%,0%,0%,F,0.0911,F,0.5132,8300,G,2009,,,,,,,,,,,,,,,
649502,  SR,00213,     ,VA 213,Manassas Dr,152,City of Manassas Park,152,City of Manassas Park,1.16,Baker St,152-4402 Cabbel Dr,7200,G,97%,1%,2%,0%,0%,0%,C,0.0842,F,0.5490,7800,G,2009,,,,,,,,,,,,,,,
649503,  SR,00213,     ,VA 213,Manassas Dr,152,City of Manassas Park,152,City of Manassas Park,0.69,152-4402 Cabbel Dr,SR 28 Centreville Rd,10000,G,97%,1%,2%,0%,0%,0%,F,0.0846,F,0.6032,11000,G,2009,,,,,,,,,,,,,,,
090032,  SR,00215,     ,VA 215,Vint Hill Rd,076,Prince William County,076,Prince William County,3.68,Fauquier County Line,76-658 Owls Nest Rd,7300,G,97%,0%,1%,1%,0%,0%,C,0.0962,F,0.6659,7900,G,2009,,,,,,,,,,,,,,,
090308,  SR,00215,     ,VA 215,Vint Hill Rd,076,Prince William County,076,Prince William County,3.45,76-658 Owls Nest Rd,SR 28 Near Bristow,5100,G,97%,0%,1%,1%,0%,0%,F,0.0972,F,0.6247,5500,G,2009,,,,,,,,,,,,,,,
090309,  SR,00234,     ,VA 234,Dumfries Rd,076,Prince William County,076,Prince William County,0.55,"US 1 Jefferson Davis Hwy, Dumfries",I-95,32000,G,94%,1%,2%,2%,2%,0%,F,0.0760,F,0.5498,34000,G,2009,,,,,,,,,,,,,,,
090105,  SR,00234,     ,VA 234,Dumfries Rd,076,Prince William County,076,Prince William County,1.93,I-95,76-1450 Country Club Dr,41000,G,94%,1%,2%,2%,2%,0%,F,0.0764,F,0.5183,44000,G,2009,,,,,,,,,,,,,,,
090042,  SR,00234,     ,VA 234,Dumfries Rd,076,Prince William County,076,Prince William County,1.55,76-1450 Country Club Dr,76-643 Spriggs Rd,40000,G,99%,0%,0%,0%,0%,0%,C,0.0807,F,0.6225,42000,G,2009,,,,,,,,,,,,,,,
090310,  SR,00234,     ,VA 234,Dumfries Rd,076,Prince William County,076,Prince William County,2.75,76-643 Spriggs Rd,76-640 Minnieville Rd,22000,G,94%,1%,2%,2%,2%,0%,F,0.0766,F,0.5559,24000,G,2009,,,,,,,,,,,,,,,
