664009, 1SR,00067,P    ,VA 67 Par,Railroad St,148,Town of Richlands,148,Town of Richlands,0.05,Bus US 460 Front St,SR 67 Second St,830,G,93%,0%,1%,3%,3%,0%,F,,,,850,G,2009,,1900,G,96%,0%,1%,1%,1%,0%,F,,,,2000,G
010521,  US,00460,     ,US 460, ,148,Town of Richlands,092,Tazewell County,0.23,WCL Richlands,SR 67,9300,N,94%,1%,1%,2%,3%,0%,N,0.0860,N,0.0000,10000,N,2009,,,,,,,,,,,,,,,
010371,  US,00460,     ,, ,148,Town of Richlands,092,Tazewell County,1.38,SR 67,Bus US 460,16000,G,96%,0%,1%,1%,2%,0%,F,,,,17000,G,2009,,,,,,,,,,,,,,,
010370,  US,00460,     ,US 460, ,148,Town of Richlands,092,Tazewell County,1.32,Bus US 460,SR 67,17000,G,96%,0%,1%,1%,2%,0%,F,0.0793,F,0.0000,18000,G,2009,,,,,,,,,,,,,,,
010172,  US,00460,     ,US 460, ,148,Town of Richlands,092,Tazewell County,0.38,SR 67,ECL Richlands,15000,A,96%,0%,1%,1%,2%,0%,C,0.0994,A,0.5036,16000,A,2009,,,,,,,,,,,,,,,
664002,C9US,00460,     ,,Front St,148,Town of Richlands,148,Town of Richlands,0.27,US 460,"Bus US 460 P, 2nd St",14000,G,97%,0%,1%,1%,1%,0%,C,0.0785,F,0.0000,15000,G,2009,,,,,,,,,,,,,,,
664004,C9US,00460,     ,,Front St,148,Town of Richlands,148,Town of Richlands,0.58,"BUS US 460 P, 2nd St",SR 67 P Railroad Ave,6400,G,97%,0%,1%,1%,1%,0%,F,0.0892,F,1.0000,6700,G,2009,,14000,G,98%,0%,1%,0%,1%,0%,F,,,,14000,G
664005,C9US,00460,     ,,Front St,148,Town of Richlands,148,Town of Richlands,0.04,SR 67 P Railroad Ave,SR 67 Norfolk St,6200,G,99%,0%,1%,0%,0%,0%,F,0.0920,F,1.0000,6500,G,2009,,10000,N,96%,0%,1%,1%,2%,0%,N,,,,11000,N
664016,C9US,00460,     ,Bus US 460,Front St,148,Town of Richlands,148,Town of Richlands,0.18,SR 67 Norfolk St,Bus US 460 P 2nd St,4100,G,99%,0%,1%,0%,0%,0%,F,0.0878,F,1.0000,4300,G,2009,,7500,G,99%,0%,1%,0%,0%,0%,F,,,,7900,G
664006,C9US,00460,     ,Bus US 460,Front St,148,Town of Richlands,148,Town of Richlands,0.92,Bus US 460 P 2nd St,WCL Cedar Bluff,7100,G,99%,0%,1%,0%,0%,0%,C,0.0864,F,0.0000,7400,G,2009,,,,,,,,,,,,,,,
664013,C9US,00460,P    ,,2nd St,148,Town of Richlands,148,Town of Richlands,0.57,Bus US 460 Front St,SR 67 Railroad Ave,7200,G,99%,0%,1%,0%,0%,0%,C,0.0880,F,0.0000,7600,G,2009,,14000,G,98%,0%,1%,0%,1%,0%,F,,,,14000,G
664015,C9US,00460,P    ,,2nd St,148,Town of Richlands,148,Town of Richlands,0.05,SR 67 Railroad Ave,SR 67 Norfolk St,4200,N,92%,0%,1%,3%,4%,0%,N,0.0874,N,0.6466,4400,N,2009,,10000,N,96%,0%,1%,1%,2%,0%,N,,,,11000,N
664014,C9US,00460,P    ,Bus US 460 Par,2nd St,148,Town of Richlands,148,Town of Richlands,0.25,SR 67 Norfolk St,Bus US 460 Front St,3400,G,99%,0%,1%,0%,0%,0%,C,0.1012,F,0.0000,3600,G,2009,,7500,G,99%,0%,1%,0%,0%,0%,F,,,,7900,G
775928, 148,00005,     ,148-5,Rec. Park Rd,148,Town of Richlands,148,Town of Richlands,0.72,Dead End,SCL Richlands,460,G,,,,,,,X,0.1481,F,0.5816,460,G,2009,,,,,,,,,,,,,,,
776000, 148,00006,     ,148-6,Purcell Rd,148,Town of Richlands,148,Town of Richlands,0.25,Dead End,148-4 Birmingham Rd,70,G,,,,,,,X,0.2025,F,0.6250,70,G,2009,,,,,,,,,,,,,,,
776001, 148,00006,     ,148-6,Purcell Rd,148,Town of Richlands,148,Town of Richlands,0.65,148-4 Birmingham Rd,SCL Richlands,560,G,,,,,,,X,0.1041,F,0.5179,560,G,2009,,,,,,,,,,,,,,,
776159, 148,00007,     ,148-7,Burnett St,148,Town of Richlands,148,Town of Richlands,0.40,Dead End,WCL Richlands,1100,G,,,,,,,X,0.0884,F,0.5025,1100,G,2009,,,,,,,,,,,,,,,
776163, 148,00008,     ,148-8,Sandy Lane,148,Town of Richlands,148,Town of Richlands,0.19,Cul-de-Sac,148-13 Cresswood Dr,110,G,,,,,,,X,0.1416,F,0.5484,110,G,2009,,,,,,,,,,,,,,,
776164, 148,00008,     ,148-8,Cresswood Dr,148,Town of Richlands,148,Town of Richlands,0.07,148-13 Cresswood Dr,148-12 Valley Dr,270,G,,,,,,,X,0.1073,F,0.6780,270,G,2009,,,,,,,,,,,,,,,
776165, 148,00008,     ,148-8,Cresswood Dr,148,Town of Richlands,148,Town of Richlands,0.21,148-12 Valley Dr,148-11 Plantation Dr,440,G,,,,,,,X,0.1014,F,0.7419,440,G,2009,,,,,,,,,,,,,,,
776166, 148,00008,     ,148-8,Cresswood Dr,148,Town of Richlands,148,Town of Richlands,0.16,148-11 Plantation Dr,148-9 Fairmont Dr,640,G,,,,,,,X,0.1070,F,0.6571,640,G,2009,,,,,,,,,,,,,,,
776167, 148,00008,     ,148-8,Cresswood Dr,148,Town of Richlands,148,Town of Richlands,0.16,148-9 Fairmont Dr,148-15 Terry Dr,930,G,,,,,,,X,0.1048,F,0.6700,930,G,2009,,,,,,,,,,,,,,,
776168, 148,00008,     ,148-8,Cresswood Dr,148,Town of Richlands,148,Town of Richlands,0.27,148-15 Terry Dr,148-4700 Kents Ridge Rd,1700,G,,,,,,,X,0.1006,F,0.5831,1700,G,2009,,,,,,,,,,,,,,,
776169, 148,00009,     ,148-9,Fairmont Dr,148,Town of Richlands,148,Town of Richlands,0.07,148-10 Linwood Dr,148-8 Cresswood Dr,300,G,,,,,,,X,0.1199,F,0.7143,300,G,2009,,,,,,,,,,,,,,,
776170, 148,00010,     ,148-10,Linwood Dr,148,Town of Richlands,148,Town of Richlands,0.20,148-9 Fairmont Dr,148-11 Plantation Dr,190,G,,,,,,,X,0.1295,F,0.6296,190,G,2009,,,,,,,,,,,,,,,
776171, 148,00010,     ,148-10,Linwood Dr,148,Town of Richlands,148,Town of Richlands,0.08,148-11 Plantation Dr,Cul-de-Sac,40,G,,,,,,,X,0.1961,F,0.5500,40,G,2009,,,,,,,,,,,,,,,
776172, 148,00011,     ,148-11,Plantation Dr,148,Town of Richlands,148,Town of Richlands,0.07,148-15 Terry Dr,148-13 Cresswood Dr,250,G,,,,,,,X,0.1243,F,0.0000,250,G,2009,,,,,,,,,,,,,,,
776173, 148,00011,     ,148-11,Plantation Dr,148,Town of Richlands,148,Town of Richlands,0.27,148-13 Cresswood Dr,148-8 Cresswood Dr,70,G,,,,,,,X,0.1446,F,0.0000,70,G,2009,,,,,,,,,,,,,,,
776174, 148,00011,     ,148-11,Plantation Dr,148,Town of Richlands,148,Town of Richlands,0.06,148-8 Cresswood Dr,148-10 Linwood Dr,40,G,,,,,,,X,0.1383,F,0.5385,40,G,2009,,,,,,,,,,,,,,,
776175, 148,00012,     ,148-12,Valley Dr,148,Town of Richlands,148,Town of Richlands,0.16,148-14 Cresswood Dr,148-8 Cresswood Dr,90,G,,,,,,,X,0.1518,F,0.7931,90,G,2009,,,,,,,,,,,,,,,
776176, 148,00013,     ,148-13,Cresswood Dr,148,Town of Richlands,148,Town of Richlands,0.15,148-11 Plantation Dr,148-14 Valley Dr,440,G,,,,,,,X,0.1200,F,0.0000,440,G,2009,,,,,,,,,,,,,,,
776177, 148,00013,     ,148-13,Cresswood Dr,148,Town of Richlands,148,Town of Richlands,0.10,148-14 Valley Dr,148-15 Hawthorn Ln,80,G,,,,,,,X,0.1788,F,0.5938,80,G,2009,,,,,,,,,,,,,,,
776178, 148,00013,     ,148-13,Cresswood Dr,148,Town of Richlands,148,Town of Richlands,0.13,148-15 Hawthorn Ln,148-8 Cresswood Dr; Sandy Lane,140,G,,,,,,,X,0.1476,F,0.7000,140,G,2009,,,,,,,,,,,,,,,
776179, 148,00014,     ,148-14,Valley Dr,148,Town of Richlands,148,Town of Richlands,0.06,148-13 Cresswood Dr,148-12 Valley Dr,90,G,,,,,,,X,0.1518,F,0.7931,90,G,2009,,,,,,,,,,,,,,,
776180, 148,00015,     ,148-15,Terry Dr,148,Town of Richlands,148,Town of Richlands,0.27,148-13 Cresswood Dr,148-11 Plantation Dr,100,G,,,,,,,X,0.1429,F,0.0000,100,G,2009,,,,,,,,,,,,,,,
776181, 148,00015,     ,148-15,Terry Dr,148,Town of Richlands,148,Town of Richlands,0.38,148-11 Plantation Dr,148-16 Gary Dr,450,G,,,,,,,X,0.1053,F,0.0000,450,G,2009,,,,,,,,,,,,,,,
776182, 148,00015,     ,148-15,Terry Dr,148,Town of Richlands,148,Town of Richlands,0.07,148-16 Gary Dr,148-8 Cresswood Dr,670,G,,,,,,,X,0.1063,F,0.0000,670,G,2009,,,,,,,,,,,,,,,
776183, 148,00016,     ,148-16,Gary Dr,148,Town of Richlands,148,Town of Richlands,0.37,148-15 Terry Dr,Dead End,110,G,,,,,,,X,0.1417,F,0.5556,110,G,2009,,,,,,,,,,,,,,,
788161, 148,00017,     ,148-17,Oxford St,148,Town of Richlands,148,Town of Richlands,0.34,Dead End,148-7 Burnett St,350,G,,,,,,,X,0.1162,F,0.5116,350,G,2009,,,,,,,,,,,,,,,
775711, 148,00018,     ,148-18,Hunter Ridge Rd,148,Town of Richlands,148,Town of Richlands,0.51,Dead End,WCL Richlands; Kents Ridge Rd,180,G,,,,,,,X,0.1410,F,0.6226,180,G,2009,,,,,,,,,,,,,,,
794219, 148,00019,     ,148-19,Daw Rd,148,Town of Richlands,148,Town of Richlands,0.73,WCL Richlands,148-4700 Kents Ridge Rd,420,G,,,,,,,X,0.1048,F,0.5109,420,G,2009,,,,,,,,,,,,,,,
775889, 148,00020,     ,148-20,Laramie Rd,148,Town of Richlands,148,Town of Richlands,0.22,SR 67,Dead End,720,G,,,,,,,X,0.1382,F,0.5784,720,G,2009,,,,,,,,,,,,,,,
775925, 148,00021,     ,148-21,Birmingham Rd,148,Town of Richlands,148,Town of Richlands,1.20,148-4700 Kents Ridge Rd,148-6 Purcell Rd,170,G,,,,,,,X,0.1500,F,0.5833,170,G,2009,,,,,,,,,,,,,,,
664017, 148,04700,     ,148-4700,Kents Ridge Rd,148,Town of Richlands,148,Town of Richlands,0.46,92-609; SCL Richlands,148-2 Daw Rd,3000,G,99%,0%,0%,0%,0%,0%,F,0.0999,F,0.5663,3200,G,2009,,,,,,,,,,,,,,,
405654, 148,04700,     ,148-4700,Kents Ridge Rd,148,Town of Richlands,148,Town of Richlands,0.34,148-2 Daw Rd,148-8 Cresswood Dr,3400,G,99%,0%,0%,0%,0%,0%,F,0.0980,F,0.0000,3500,G,2009,,,,,,,,,,,,,,,
405655, 148,04700,     ,148-4700,Kents Ridge Rd,148,Town of Richlands,148,Town of Richlands,0.62,148-8 Cresswood Dr,Burnett St,4200,G,99%,0%,0%,0%,0%,0%,C,0.0992,F,0.0000,4400,G,2009,,,,,,,,,,,,,,,
664007, 148,04700,     ,148-4700,Kent Ridge Rd,148,Town of Richlands,148,Town of Richlands,0.29,Burnett St,Veteran St,5600,G,98%,0%,1%,0%,0%,0%,C,0.0998,F,0.6190,5900,G,2009,,,,,,,,,,,,,,,
664008, 148,04700,     ,148-4700,Kent Ridge Rd,148,Town of Richlands,148,Town of Richlands,0.47,Veteran Dr,Bus US 460 Front St,5800,G,99%,0%,0%,0%,0%,0%,F,0.0917,F,0.5730,6000,G,2009,,,,,,,,,,,,,,,
564001, 148,00000,     ,148-0,S Front St,148,Town of Richlands,148,Town of Richlands,0.00,Kent Ridge Rd,Clinch Rd,360,G,,,,,,,X,0.1388,F,0.5728,400,G,2009,,,,,,,,,,,,,,,
010196, 148,00000,     ,148-0,US 460,148,Town of Richlands,092,Tazewell County,0.00,SR 67,ECL Richlands,0,?,,,,,,,X,,,,,,,,,,,,,,,,,,,,,
564002, 148,00000,     ,148-0,Veteran Dr,148,Town of Richlands,148,Town of Richlands,0.00,Kent Ridge Rd,2nd St,2200,G,,,,,,,X,0.0963,F,0.7543,2400,G,2009,,,,,,,,,,,,,,,
- - - - - - - - - - - - - - - - - - - - - - - - - - - - End of Report - - - - - - - - - - - - - - - - - - - - - - - - - - - - ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
