611513, 102,03308,     ,102-3308,Kings Mill Rd,102,City of Bristol,102,City of Bristol,0.36,Old Airport Rd,ECL Bristol,6700,G,97%,1%,1%,1%,1%,0%,F,0.0946,F,0.6394,7300,G,2009,,,,,,,,,,,,,,,
611134, 102,03312,     ,102-3312,W Valley Dr,102,City of Bristol,102,City of Bristol,1.00,Piedmont Ave,US 11 Lee Highway,1400,G,,,,,,,X,0.0962,F,0.5126,1500,G,2009,,,,,,,,,,,,,,,
611132, 102,03312,     ,102-3312,E Valley Dr,102,City of Bristol,102,City of Bristol,0.56,US 11 Lee Highway,Old Abingdon Hwy,6100,G,,,,,,,X,0.0927,F,0.5596,6600,G,2009,,,,,,,,,,,,,,,
611150, 102,03312,     ,102-3312,E Valley Dr,102,City of Bristol,102,City of Bristol,0.72,Old Abingdon Hwy,Kingsmill Pike,3700,G,,,,,,,X,0.0883,F,0.5013,4000,G,2009,,,,,,,,,,,,,,,
781610, 102,03314,     ,102-3314,Island Rd,102,City of Bristol,102,City of Bristol,2.01,NCL Bristol; 102-1 Pittston Rd,102-3319 Wallace Pike,2800,G,98%,1%,1%,0%,0%,0%,F,0.1078,F,0.5272,3000,G,2009,,,,,,,,,,,,,,,
611148, 102,03314,     ,102-3314,Island Rd,102,City of Bristol,102,City of Bristol,0.31,Wallace Pike,US 11 Lee Highway,3700,G,98%,1%,1%,0%,0%,0%,C,0.0977,F,0.5625,4100,G,2009,,,,,,,,,,,,,,,
781611, 102,03318,     ,102-3318,Old Airport Rd,102,City of Bristol,102,City of Bristol,0.96,102-3308 King Mill Pike,Bonham Rd,8400,G,94%,1%,1%,1%,2%,1%,F,0.0906,F,0.5997,9100,G,2009,,,,,,,,,,,,,,,
787599, 102,03318,     ,102-3318,Old Airport Rd,102,City of Bristol,102,City of Bristol,0.98,Bonham Rd,I-81,8400,G,94%,1%,1%,1%,2%,1%,C,0.0856,F,0.5496,9100,G,2009,,,,,,,,,,,,,,,
787600, 102,03318,     ,102-3318,Old Airport Rd,102,City of Bristol,102,City of Bristol,0.20,I-81 Exit 7,US 11 Lee Hwy,16000,G,94%,1%,1%,1%,2%,1%,F,0.0862,F,0.5220,17000,G,2009,,,,,,,,,,,,,,,
611505, 102,03319,     ,102-3319,Wallace Pike,102,City of Bristol,102,City of Bristol,0.33,Island Rd,NCL Bristol,1900,G,98%,1%,1%,0%,0%,0%,C,0.0960,F,0.6652,2100,G,2009,,,,,,,,,,,,,,,
611500, 102,03320,     ,102-3320,Old Abingdon Hwy,102,City of Bristol,102,City of Bristol,1.27,Valley Dr,US 11 Lee Highway,3500,G,97%,0%,1%,1%,1%,0%,C,0.1129,F,0.6211,3800,G,2009,,,,,,,,,,,,,,,
611507, 102,03321,     ,102-3321,Clear Creek Rd,102,City of Bristol,102,City of Bristol,0.13,US 11 Lee Highway,NCL Bristol,4800,G,97%,0%,1%,1%,1%,0%,F,0.0921,N,0.5541,5200,G,2009,,,,,,,,,,,,,,,
611511, 102,03323,     ,102-3323,Peters St,102,City of Bristol,102,City of Bristol,0.28,W State St,US 11 Euclid Ave,2100,G,98%,0%,1%,0%,0%,0%,C,0.0968,F,0.5121,2200,G,2009,,,,,,,,,,,,,,,
794095, 102,03325,     ,102-3325,Piedmont Ave,102,City of Bristol,102,City of Bristol,0.30,US 11 Euclid Ave,102-6 Glenway Ave,1700,G,99%,0%,1%,0%,0%,0%,F,0.1199,F,0.6099,1800,G,2009,,,,,,,,,,,,,,,
781613, 102,03325,     ,102-3325,Piedmont Ave,102,City of Bristol,102,City of Bristol,0.16,102-6 Glenway Ave,102-3312 Valley Dr,1500,G,99%,0%,1%,0%,0%,0%,F,0.1072,F,0.5320,1700,G,2009,,,,,,,,,,,,,,,
611121, 102,03326,     ,102-3326,W Mary St,102,City of Bristol,102,City of Bristol,0.45,Piedmont Ave,Truck US 11 Randall St,2900,G,98%,1%,1%,0%,0%,0%,C,0.1007,F,0.5457,3100,G,2009,,,,,,,,,,,,,,,
611118, 102,03326,     ,102-3326,W Mary St,102,City of Bristol,102,City of Bristol,0.14,Truck US 11 Randall St,Goodson St,4600,G,98%,1%,1%,0%,0%,0%,F,0.1001,F,0.6157,5000,G,2009,,,,,,,,,,,,,,,
611139, 102,03326,     ,102-3326,W Mary St,102,City of Bristol,102,City of Bristol,0.09,Goodson St,Fairview St,4600,N,98%,1%,1%,0%,0%,0%,N,0.1001,N,0.6157,5000,N,2009,,,,,,,,,,,,,,,
611164, 102,03328,     ,102-3328,Bonham Rd,102,City of Bristol,102,City of Bristol,0.32,Old Airport Rd,I-81,6600,G,99%,0%,1%,0%,0%,0%,F,0.1028,F,0.5426,7200,G,2009,,,,,,,,,,,,,,,
611155, 102,03328,     ,102-3328,Bonham Rd,102,City of Bristol,102,City of Bristol,0.45,I-81,US 11 Lee Highway,9000,G,99%,0%,1%,0%,0%,0%,C,0.0976,F,0.5327,9700,G,2009,,,,,,,,,,,,,,,
511001, 102,00000,     ,102-0,Chester St,102,City of Bristol,102,City of Bristol,0.00,Glenway Ave,Arlington Ave,260,G,,,,,,,X,0.1184,F,0.5526,280,G,2009,,,,,,,,,,,,,,,
511003, 102,00000,     ,102-0,Cheyenne Rd,102,City of Bristol,102,City of Bristol,0.00,Shawnee Rd,Sherwood Dr,140,G,,,,,,,X,0.1200,F,0.6410,160,G,2009,,,,,,,,,,,,,,,
511005, 102,00000,     ,102-0,Daniel St,102,City of Bristol,102,City of Bristol,0.00,Newton St,Tennessee State Line,470,G,,,,,,,X,,,,500,G,2009,,,,,,,,,,,,,,,
511004, 102,00000,     ,102-0,Jefferson Dr,102,City of Bristol,102,City of Bristol,0.00,Cherry Lane,Cedar Lane,320,G,,,,,,,X,0.1686,F,0.7478,350,G,2009,,,,,,,,,,,,,,,
511007, 102,00000,     ,102-0,Lester St,102,City of Bristol,102,City of Bristol,0.00,Moore St,Russell St,490,G,,,,,,,X,0.1187,F,0.6047,530,G,2009,,,,,,,,,,,,,,,
511006, 102,00000,     ,102-0,Pearl St,102,City of Bristol,102,City of Bristol,0.00,Prospect Ave,Arlington Ave,80,G,,,,,,,X,,,,90,G,2009,,,,,,,,,,,,,,,
511002, 102,00000,     ,102-0,Poplar St,102,City of Bristol,102,City of Bristol,0.00,Oakview Dr,Meadow Dr,70,G,,,,,,,X,,,,70,G,2009,,,,,,,,,,,,,,,
511008, 102,00000,     ,102-0,Spring Branch Rd,102,City of Bristol,102,City of Bristol,0.00,Overlake Dr,Vale Dr,40,G,,,,,,,X,,,,47,G,2009,,,,,,,,,,,,,,,
- - - - - - - - - - - - - - - - - - - - - - - - - - - - End of Report - - - - - - - - - - - - - - - - - - - - - - - - - - - - ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
