Virginia Department of Transportation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Traffic Engineering Division,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Annual Average Daily Traffic Volume Estimates By Section of Route,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Town of Coeburn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Parallel Facilities Combined,,,,,,,,,,,,,
Link ID,Route Prefix,Route Number,Route Suffix,Route Label,Route Alias,Physical Jurisdiction,,Maintenance Jurisdiction,,Link Length,Start Label,End Label,AADT,AADT Quality,Percent 2 and 4 Tire Vehicles,Percent Busses,Percent Single Unit Trucks 2 Axle,Percent Single Unit Trucks 3+ Axle,Percent Combination Trucks 1 Trailer,Percent Combination Trucks 2+ Trailer,Vehicle Classification Quality,K Factor,K Factor Quality,Direction Factor,AAWDT,AAWDT Quality,Data Date,Comment,AADT,AADT Quality,Percent 2 and 4 Tire Vehicles,Percent Busses,Percent Single Unit Trucks 2 Axle,Percent Single Unit Trucks 3+ Axle,Percent Combination Trucks 1 Trailer,Percent Combination Trucks 2+ Trailer,Vehicle Classification Quality,K Factor,K Factor Quality,Direction Factor,AAWDT,AAWDT Quality
010485,A1US,00058,     ,Alt US 58,Norton Coeburn Rd,198,Town of Coeburn,097,Wise County,0.94,WCL Coeburn,"SR 158 W, Front St",12000,N,93%,0%,1%,3%,3%,0%,N,0.0851,N,0.5881,13000,N,2009,,,,,,,,,,,,,,,
010706,A1US,00058,     ,Alt US 58,Senator M M Long Hwy,198,Town of Coeburn,097,Wise County,0.90,"SR 158 W, Front St",SR 72 Dungannon Rd,8800,F,93%,0%,1%,3%,3%,0%,F,0.0809,F,0.6154,9500,F,2009,,,,,,,,,,,,,,,
110070,A1US,00058,     ,Alt US 58,Senator M M Long Hwy,198,Town of Coeburn,097,Wise County,2.71,SR 72 Dungannon Rd,NCL Coeburn; 97-893 Bull Run Rd,7700,F,93%,0%,1%,3%,3%,0%,F,0.0870,F,0.5515,8300,F,2009,,,,,,,,,,,,,,,
010433,  SR,00072,     ,VA 72, ,198,Town of Coeburn,097,Wise County,0.35,SCL Coeburn,Alt US 58,2400,N,97%,0%,1%,1%,0%,0%,N,0.0937,N,0.5882,2500,N,2009,,,,,,,,,,,,,,,
010701,  SR,00072,     ,VA 72,Dungannon Rd,198,Town of Coeburn,097,Wise County,0.19,Alt US 58,SR 158,2300,F,57%,0%,1%,2%,40%,0%,F,0.0857,F,0.7441,2400,F,2009,,,,,,,,,,,,,,,
010539,  SR,00072,     ,,Front St,198,Town of Coeburn,097,Wise County,0.65,SR 158,SR 158 SR 158 BUS P,5900,F,99%,1%,0%,0%,0%,0%,F,0.0904,F,0.6028,6100,F,2009,,,,,,,,,,,,,,,
010424,  SR,00072,     ,VA 72,Laurel Ave,198,Town of Coeburn,097,Wise County,1.36,SR 158 SR 158 Bus P,NCL Coeburn,3400,F,57%,0%,1%,2%,40%,0%,F,0.0990,F,0.5884,3500,F,2009,,,,,,,,,,,,,,,
010702,  SR,00158,     ,VA 158,Front St,198,Town of Coeburn,097,Wise County,0.22,ALT US 58,97-813 Old Norton Coeburn Rd,5000,F,99%,1%,0%,0%,0%,0%,F,0.1026,F,0.7068,5200,F,2009,,,,,,,,,,,,,,,
010539,  SR,00158,     ,,Front St,198,Town of Coeburn,097,Wise County,0.65,SR 72 W Int,SR 72 E Int,5900,F,99%,1%,0%,0%,0%,0%,F,0.0904,F,0.6028,6100,F,2009,,,,,,,,,,,,,,,
010419,  SR,00158,     ,VA 158,Front St,198,Town of Coeburn,097,Wise County,1.04,SR 72 E Int,ECL Coeburn,1100,F,99%,1%,0%,0%,0%,0%,C,0.0923,F,0.5741,1200,F,2009,,,,,,,,,,,,,,,
010700, 1SR,00158,P    ,VA 158 Par,Front St,198,Town of Coeburn,097,Wise County,0.33,ALT US 58,SR 72 Laurel Ave,4000,F,95%,0%,1%,2%,2%,0%,C,0.0884,F,0.7056,4300,F,2009,,,,,,,,,,,,,,,
403967,  SR,00158,     ,,2nd St,198,Town of Coeburn,097,Wise County,0.12,CL Coeburn,RT 690,4400,F,92%,1%,1%,1%,5%,0%,C,0.0935,F,0.8311,4600,F,2009,,,,,,,,,,,,,,,
402570,  SR,00158,     ,,2nd St,198,Town of Coeburn,097,Wise County,0.19,RT 690,SR 72 W INT,3600,F,92%,0%,1%,1%,6%,0%,C,0.0946,F,0.7758,3900,F,2009,,,,,,,,,,,,,,,
402545,  97,00646,     ,97-646,Coeburn Mtn Rd,198,Town of Coeburn,097,Wise County,0.72,WCL Coeburn,SR 72 Laurel Ave,2100,F,98%,0%,1%,0%,1%,0%,F,0.0971,F,0.5695,2200,F,2009,,,,,,,,,,,,,,,
402552,  97,00658,     ,97-658,River View Rd,198,Town of Coeburn,097,Wise County,0.19,WCL Coeburn,97-1129 May Ave,2400,F,99%,0%,0%,0%,0%,0%,C,0.1012,F,0.5115,2500,F,2009,,,,,,,,,,,,,,,
402553,  97,00658,     ,97-658,River View Rd,198,Town of Coeburn,097,Wise County,0.55,97-1129 May Ave,SR 72,1200,F,99%,0%,0%,0%,0%,0%,F,0.0961,F,0.5061,1200,F,2009,,,,,,,,,,,,,,,
777983,  97,00658,     ,97-658, ,198,Town of Coeburn,097,Wise County,0.12,SR 72,SCL Coeburn,2000,R,,,,,,,X,,,,,,07/29/2003,,,,,,,,,,,,,,,
