ReportID:	1220	DataYear:	2012		ReportID:	1220	DataYear:	2012		ReportID:	1220	DataYear:	2012		ReportID:	1220	DataYear:	2012		ReportID:	1220	DataYear:	2012		ReportID:	1220	DataYear:	2012	Prepared	8/5/2013
 		004	Amelia County			07	Four or More Axle Single Unit Trucks	              	103	0.00%	0.00%				282	0.00%	0.00%				0	0.00%	0.00%				385	0.00%		
 		004	Amelia County			08	Four Axle or Fewer Single Trailers	              	346	0.00%	0.00%				1,215	0.00%	0.00%				0	0.00%	0.00%				1,561	0.00%		
 		004	Amelia County			09	Five Axle Single Trailers	              	2,628	0.00%	0.00%				12,956	0.01%	0.01%				0	0.00%	0.00%				15,584	0.01%		
 		004	Amelia County			10	Six or More Axle Single Trailers	              	77	0.00%	0.00%				363	0.00%	0.00%				0	0.00%	0.00%				440	0.00%		
 		004	Amelia County			11	Five Axle or Fewer Multi-Trailers	              	0	0.00%	0.00%				835	0.00%	0.00%				0	0.00%	0.00%				835	0.00%		
 		004	Amelia County			12	Six Axle Multi-Trailers	              	0	0.00%	0.00%				210	0.00%	0.00%				0	0.00%	0.00%				210	0.00%		
 		004	Amelia County			13	Seven or More Axle Multi-Trailers	              	3	0.00%	0.00%				1	0.00%	0.00%				0	0.00%	0.00%				4	0.00%		
 		004	Amelia County Total:						172,154	0.27%	0.08%				320,095	0.35%	0.14%				0	0.00%	0.00%				492,249	0.22%		
 		005	Amherst County			01	Motorcycles	              	367	0.00%	0.00%				3,885	0.00%	0.00%				0	0.00%	0.00%				4,252	0.00%		
 		005	Amherst County			02	Passenger Cars	              	169,037	0.27%	0.08%				477,841	0.52%	0.22%				0	0.00%	0.00%				646,877	0.29%		
 		005	Amherst County			03	Two Axle, 4 Tire Single Unit Vehicles	              	25,146	0.04%	0.01%				120,705	0.13%	0.05%				0	0.00%	0.00%				145,851	0.07%		
 		005	Amherst County			04	Busses	              	1,162	0.00%	0.00%				4,177	0.00%	0.00%				0	0.00%	0.00%				5,339	0.00%		
 		005	Amherst County			05	Two Axle, 6 Tire Single Unit Trucks	              	1,187	0.00%	0.00%				5,535	0.01%	0.00%				0	0.00%	0.00%				6,722	0.00%		
 		005	Amherst County			06	Three Axle Single Unit Trucks	              	581	0.00%	0.00%				4,427	0.00%	0.00%				0	0.00%	0.00%				5,008	0.00%		
 		005	Amherst County			07	Four or More Axle Single Unit Trucks	              	138	0.00%	0.00%				879	0.00%	0.00%				0	0.00%	0.00%				1,017	0.00%		
 		005	Amherst County			08	Four Axle or Fewer Single Trailers	              	203	0.00%	0.00%				3,056	0.00%	0.00%				0	0.00%	0.00%				3,259	0.00%		
 		005	Amherst County			09	Five Axle Single Trailers	              	1,205	0.00%	0.00%				34,767	0.04%	0.02%				0	0.00%	0.00%				35,972	0.02%		
 		005	Amherst County			10	Six or More Axle Single Trailers	              	32	0.00%	0.00%				412	0.00%	0.00%				0	0.00%	0.00%				445	0.00%		
 		005	Amherst County			11	Five Axle or Fewer Multi-Trailers	              	6	0.00%	0.00%				940	0.00%	0.00%				0	0.00%	0.00%				946	0.00%		
 		005	Amherst County			12	Six Axle Multi-Trailers	              	0	0.00%	0.00%				284	0.00%	0.00%				0	0.00%	0.00%				284	0.00%		
 		005	Amherst County			13	Seven or More Axle Multi-Trailers	              	2	0.00%	0.00%				2	0.00%	0.00%				0	0.00%	0.00%				3	0.00%		
 		005	Amherst County Total:						199,067	0.32%	0.09%				656,909	0.71%	0.30%				0	0.00%	0.00%				855,976	0.39%		
 		006	Appomattox County			01	Motorcycles	              	353	0.00%	0.00%				1,029	0.00%	0.00%				0	0.00%	0.00%				1,382	0.00%		
 		006	Appomattox County			02	Passenger Cars	              	100,861	0.16%	0.05%				192,094	0.21%	0.09%				0	0.00%	0.00%				292,954	0.13%		
 		006	Appomattox County			03	Two Axle, 4 Tire Single Unit Vehicles	              	16,760	0.03%	0.01%				53,220	0.06%	0.02%				0	0.00%	0.00%				69,980	0.03%		
 		006	Appomattox County			04	Busses	              	94	0.00%	0.00%				1,302	0.00%	0.00%				0	0.00%	0.00%				1,396	0.00%		
 		006	Appomattox County			05	Two Axle, 6 Tire Single Unit Trucks	              	452	0.00%	0.00%				2,184	0.00%	0.00%				0	0.00%	0.00%				2,636	0.00%		
 		006	Appomattox County			06	Three Axle Single Unit Trucks	              	694	0.00%	0.00%				2,110	0.00%	0.00%				0	0.00%	0.00%				2,804	0.00%		
 		006	Appomattox County			07	Four or More Axle Single Unit Trucks	              	121	0.00%	0.00%				582	0.00%	0.00%				0	0.00%	0.00%				703	0.00%		
 		006	Appomattox County			08	Four Axle or Fewer Single Trailers	              	128	0.00%	0.00%				1,571	0.00%	0.00%				0	0.00%	0.00%				1,699	0.00%		
 		006	Appomattox County			09	Five Axle Single Trailers	              	949	0.00%	0.00%				15,161	0.02%	0.01%				0	0.00%	0.00%				16,110	0.01%		
 		006	Appomattox County			10	Six or More Axle Single Trailers	              	70	0.00%	0.00%				503	0.00%	0.00%				0	0.00%	0.00%				573	0.00%		
 		006	Appomattox County			11	Five Axle or Fewer Multi-Trailers	              	1	0.00%	0.00%				511	0.00%	0.00%				0	0.00%	0.00%				512	0.00%		
 		006	Appomattox County			12	Six Axle Multi-Trailers	              	0	0.00%	0.00%				93	0.00%	0.00%				0	0.00%	0.00%				93	0.00%		
 		006	Appomattox County			13	Seven or More Axle Multi-Trailers	              	2	0.00%	0.00%				8	0.00%	0.00%				0	0.00%	0.00%				10	0.00%		
 		006	Appomattox County Total:						120,483	0.19%	0.05%				270,370	0.29%	0.12%				0	0.00%	0.00%				390,853	0.18%		
 		000	Arlington County			01	Motorcycles	              	1,982	0.00%	0.00%				2,785	0.00%	0.00%				7,166	0.01%	0.00%				11,934	0.01%		
 		000	Arlington County			02	Passenger Cars	              	1,125,474	1.78%	0.51%				1,643,508	1.79%	0.74%				1,255,144	1.90%	0.57%				4,024,126	1.82%		
 		000	Arlington County			03	Two Axle, 4 Tire Single Unit Vehicles	              	74,218	0.12%	0.03%				120,273	0.13%	0.05%				140,569	0.21%	0.06%				335,059	0.15%		
 		000	Arlington County			04	Busses	              	8,480	0.01%	0.00%				9,072	0.01%	0.00%				9,083	0.01%	0.00%				26,634	0.01%		
 		000	Arlington County			05	Two Axle, 6 Tire Single Unit Trucks	              	8,713	0.01%	0.00%				8,292	0.01%	0.00%				5,819	0.01%	0.00%				22,824	0.01%		
 		000	Arlington County			06	Three Axle Single Unit Trucks	              	1,694	0.00%	0.00%				3,142	0.00%	0.00%				4,261	0.01%	0.00%				9,097	0.00%		
 		000	Arlington County			07	Four or More Axle Single Unit Trucks	              	266	0.00%	0.00%				803	0.00%	0.00%				1,540	0.00%	0.00%				2,609	0.00%		
 		000	Arlington County			08	Four Axle or Fewer Single Trailers	              	1,103	0.00%	0.00%				1,158	0.00%	0.00%				698	0.00%	0.00%				2,959	0.00%		
 		000	Arlington County			09	Five Axle Single Trailers	              	471	0.00%	0.00%				1,429	0.00%	0.00%				3,704	0.01%	0.00%				5,605	0.00%		
 		000	Arlington County			10	Six or More Axle Single Trailers	              	27	0.00%	0.00%				55	0.00%	0.00%				280	0.00%	0.00%				362	0.00%		
 		000	Arlington County			11	Five Axle or Fewer Multi-Trailers	              	18	0.00%	0.00%				78	0.00%	0.00%				10	0.00%	0.00%				105	0.00%		
 		000	Arlington County			12	Six Axle Multi-Trailers	              	3	0.00%	0.00%				1	0.00%	0.00%				1	0.00%	0.00%				4	0.00%		
 		000	Arlington County			13	Seven or More Axle Multi-Trailers	              	3	0.00%	0.00%				6	0.00%	0.00%				0	0.00%	0.00%				10	0.00%		
 		000	Arlington County Total:						1,222,452	1.94%	0.55%				1,790,602	1.95%	0.81%				1,428,274	2.16%	0.65%				4,441,328	2.01%		
 		007	Augusta County			01	Motorcycles	              	2,316	0.00%	0.00%				5,932	0.01%	0.00%				6,432	0.01%	0.00%				14,680	0.01%		
 		007	Augusta County			02	Passenger Cars	              	490,233	0.78%	0.22%				635,301	0.69%	0.29%				1,112,348	1.68%	0.50%				2,237,882	1.01%		
 		007	Augusta County			03	Two Axle, 4 Tire Single Unit Vehicles	              	92,143	0.15%	0.04%				172,019	0.19%	0.08%				245,751	0.37%	0.11%				509,913	0.23%		
 		007	Augusta County			04	Busses	              	2,517	0.00%	0.00%				3,160	0.00%	0.00%				12,525	0.02%	0.01%				18,202	0.01%		
 		007	Augusta County			05	Two Axle, 6 Tire Single Unit Trucks	              	3,040	0.00%	0.00%				6,120	0.01%	0.00%				15,971	0.02%	0.01%				25,131	0.01%		
 		007	Augusta County			06	Three Axle Single Unit Trucks	              	2,548	0.00%	0.00%				5,360	0.01%	0.00%				11,743	0.02%	0.01%				19,650	0.01%		
 		007	Augusta County			07	Four or More Axle Single Unit Trucks	              	535	0.00%	0.00%				1,229	0.00%	0.00%				807	0.00%	0.00%				2,571	0.00%		
 		007	Augusta County			08	Four Axle or Fewer Single Trailers	              	936	0.00%	0.00%				2,193	0.00%	0.00%				10,182	0.02%	0.00%				13,311	0.01%		
 		007	Augusta County			09	Five Axle Single Trailers	              	2,697	0.00%	0.00%				9,686	0.01%	0.00%				345,066	0.52%	0.16%				357,448	0.16%		
 		007	Augusta County			10	Six or More Axle Single Trailers	              	134	0.00%	0.00%				329	0.00%	0.00%				2,942	0.00%	0.00%				3,405	0.00%		
 		007	Augusta County			11	Five Axle or Fewer Multi-Trailers	              	30	0.00%	0.00%				30	0.00%	0.00%				18,605	0.03%	0.01%				18,664	0.01%		
 		007	Augusta County			12	Six Axle Multi-Trailers	              	2	0.00%	0.00%				20	0.00%	0.00%				7,410	0.01%	0.00%				7,432	0.00%		
 		007	Augusta County			13	Seven or More Axle Multi-Trailers	              	0	0.00%	0.00%				3	0.00%	0.00%				67	0.00%	0.00%				70	0.00%		
 		007	Augusta County Total:						597,132	0.95%	0.27%				841,382	0.91%	0.38%				1,789,847	2.71%	0.81%				3,228,360	1.46%		
 		008	Bath County			01	Motorcycles	              	147	0.00%	0.00%				996	0.00%	0.00%				0	0.00%	0.00%				1,144	0.00%		
 		008	Bath County			02	Passenger Cars	              	37,911	0.06%	0.02%				58,279	0.06%	0.03%				0	0.00%	0.00%				96,190	0.04%		
 		008	Bath County			03	Two Axle, 4 Tire Single Unit Vehicles	              	7,027	0.01%	0.00%				24,189	0.03%	0.01%				0	0.00%	0.00%				31,216	0.01%		
 		008	Bath County			04	Busses	              	121	0.00%	0.00%				380	0.00%	0.00%				0	0.00%	0.00%				501	0.00%		
 		008	Bath County			05	Two Axle, 6 Tire Single Unit Trucks	              	211	0.00%	0.00%				958	0.00%	0.00%				0	0.00%	0.00%				1,169	0.00%		
 		008	Bath County			06	Three Axle Single Unit Trucks	              	186	0.00%	0.00%				813	0.00%	0.00%				0	0.00%	0.00%				998	0.00%		
 		008	Bath County			07	Four or More Axle Single Unit Trucks	              	38	0.00%	0.00%				222	0.00%	0.00%				0	0.00%	0.00%				260	0.00%		
 		008	Bath County			08	Four Axle or Fewer Single Trailers	              	65	0.00%	0.00%				482	0.00%	0.00%				0	0.00%	0.00%				547	0.00%		
 		008	Bath County			09	Five Axle Single Trailers	              	45	0.00%	0.00%				1,916	0.00%	0.00%				0	0.00%	0.00%				1,961	0.00%		
 		008	Bath County			10	Six or More Axle Single Trailers	              	5	0.00%	0.00%				224	0.00%	0.00%				0	0.00%	0.00%				230	0.00%		
 		008	Bath County			11	Five Axle or Fewer Multi-Trailers	              	1	0.00%	0.00%				5	0.00%	0.00%				0	0.00%	0.00%				6	0.00%		
 		008	Bath County Total:						45,758	0.07%	0.02%				88,465	0.10%	0.04%				0	0.00%	0.00%				134,223	0.06%		
 		009	Bedford County			01	Motorcycles	              	1,882	0.00%	0.00%				5,846	0.01%	0.00%				0	0.00%	0.00%				7,727	0.00%		
 		009	Bedford County			02	Passenger Cars	              	520,468	0.82%	0.24%				753,231	0.82%	0.34%				0	0.00%	0.00%				1,273,700	0.58%		
 		009	Bedford County			03	Two Axle, 4 Tire Single Unit Vehicles	              	80,871	0.13%	0.04%				195,224	0.21%	0.09%				0	0.00%	0.00%				276,095	0.12%		
 		009	Bedford County			04	Busses	              	2,558	0.00%	0.00%				7,719	0.01%	0.00%				0	0.00%	0.00%				10,277	0.00%		
 		009	Bedford County			05	Two Axle, 6 Tire Single Unit Trucks	              	2,496	0.00%	0.00%				7,395	0.01%	0.00%				0	0.00%	0.00%				9,891	0.00%		
 		009	Bedford County			06	Three Axle Single Unit Trucks	              	1,655	0.00%	0.00%				6,206	0.01%	0.00%				0	0.00%	0.00%				7,861	0.00%		
 		009	Bedford County			07	Four or More Axle Single Unit Trucks	              	297	0.00%	0.00%				1,745	0.00%	0.00%				0	0.00%	0.00%				2,042	0.00%		
 		009	Bedford County			08	Four Axle or Fewer Single Trailers	              	835	0.00%	0.00%				4,594	0.00%	0.00%				0	0.00%	0.00%				5,429	0.00%		
 		009	Bedford County			09	Five Axle Single Trailers	              	1,185	0.00%	0.00%				41,861	0.05%	0.02%				0	0.00%	0.00%				43,045	0.02%		
 		009	Bedford County			10	Six or More Axle Single Trailers	              	131	0.00%	0.00%				597	0.00%	0.00%				0	0.00%	0.00%				728	0.00%		
 		009	Bedford County			11	Five Axle or Fewer Multi-Trailers	              	5	0.00%	0.00%				1,052	0.00%	0.00%				0	0.00%	0.00%				1,058	0.00%		
 		009	Bedford County			12	Six Axle Multi-Trailers	              	0	0.00%	0.00%				107	0.00%	0.00%				0	0.00%	0.00%				107	0.00%		
 		009	Bedford County			13	Seven or More Axle Multi-Trailers	              	3	0.00%	0.00%				9	0.00%	0.00%				0	0.00%	0.00%				13	0.00%		
 		009	Bedford County Total:						612,386	0.97%	0.28%				1,025,585	1.12%	0.46%				0	0.00%	0.00%				1,637,972	0.74%		
 		010	Bland County			01	Motorcycles	              	76	0.00%	0.00%				442	0.00%	0.00%				2,079	0.00%	0.00%				2,597	0.00%		
 		010	Bland County			02	Passenger Cars	              	62,309	0.10%	0.03%				45,657	0.05%	0.02%				347,805	0.53%	0.16%				455,771	0.21%		
 		010	Bland County			03	Two Axle, 4 Tire Single Unit Vehicles	              	3,344	0.01%	0.00%				17,475	0.02%	0.01%				93,143	0.14%	0.04%				113,963	0.05%		
 		010	Bland County			04	Busses	              	64	0.00%	0.00%				437	0.00%	0.00%				3,589	0.01%	0.00%				4,090	0.00%		
 		010	Bland County			05	Two Axle, 6 Tire Single Unit Trucks	              	236	0.00%	0.00%				584	0.00%	0.00%				4,551	0.01%	0.00%				5,371	0.00%		
 		010	Bland County			06	Three Axle Single Unit Trucks	              	158	0.00%	0.00%				416	0.00%	0.00%				3,049	0.00%	0.00%				3,623	0.00%		
 		010	Bland County			07	Four or More Axle Single Unit Trucks	              	25	0.00%	0.00%				71	0.00%	0.00%				214	0.00%	0.00%				310	0.00%		
 		010	Bland County			08	Four Axle or Fewer Single Trailers	              	57	0.00%	0.00%				201	0.00%	0.00%				3,098	0.00%	0.00%				3,356	0.00%		
 		010	Bland County			09	Five Axle Single Trailers	              	244	0.00%	0.00%				731	0.00%	0.00%				102,665	0.16%	0.05%				103,641	0.05%		
 		010	Bland County			10	Six or More Axle Single Trailers	              	24	0.00%	0.00%				20	0.00%	0.00%				814	0.00%	0.00%				859	0.00%		
 		010	Bland County			11	Five Axle or Fewer Multi-Trailers	              	0	0.00%	0.00%				0	0.00%	0.00%				5,971	0.01%	0.00%				5,971	0.00%		
 		010	Bland County			12	Six Axle Multi-Trailers	              	24	0.00%	0.00%				0	0.00%	0.00%				1,686	0.00%	0.00%				1,710	0.00%		
 		010	Bland County			13	Seven or More Axle Multi-Trailers	              	0	0.00%	0.00%				5	0.00%	0.00%				17	0.00%	0.00%				22	0.00%		
 		010	Bland County Total:						66,562	0.11%	0.03%				66,040	0.07%	0.03%				568,681	0.86%	0.26%				701,283	0.32%		
 		011	Botetourt County			01	Motorcycles	              	274	0.00%	0.00%				3,156	0.00%	0.00%				4,048	0.01%	0.00%				7,478	0.00%		
 		011	Botetourt County			02	Passenger Cars	              	199,209	0.32%	0.09%				452,533	0.49%	0.20%				568,247	0.86%	0.26%				1,219,988	0.55%		
 		011	Botetourt County			03	Two Axle, 4 Tire Single Unit Vehicles	              	27,474	0.04%	0.01%				117,428	0.13%	0.05%				130,203	0.20%	0.06%				275,105	0.12%		
 		011	Botetourt County			04	Busses	              	1,120	0.00%	0.00%				3,749	0.00%	0.00%				7,607	0.01%	0.00%				12,476	0.01%		
 		011	Botetourt County			05	Two Axle, 6 Tire Single Unit Trucks	              	879	0.00%	0.00%				4,695	0.01%	0.00%				8,509	0.01%	0.00%				14,083	0.01%		
 		011	Botetourt County			06	Three Axle Single Unit Trucks	              	1,073	0.00%	0.00%				4,987	0.01%	0.00%				6,225	0.01%	0.00%				12,285	0.01%		
 		011	Botetourt County			07	Four or More Axle Single Unit Trucks	              	343	0.00%	0.00%				973	0.00%	0.00%				313	0.00%	0.00%				1,629	0.00%		
 		011	Botetourt County			08	Four Axle or Fewer Single Trailers	              	163	0.00%	0.00%				2,706	0.00%	0.00%				5,884	0.01%	0.00%				8,753	0.00%		
 		011	Botetourt County			09	Five Axle Single Trailers	              	2,001	0.00%	0.00%				32,194	0.04%	0.01%				248,191	0.38%	0.11%				282,386	0.13%		
 		011	Botetourt County			10	Six or More Axle Single Trailers	              	154	0.00%	0.00%				535	0.00%	0.00%				1,674	0.00%	0.00%				2,363	0.00%		
 		011	Botetourt County			11	Five Axle or Fewer Multi-Trailers	              	0	0.00%	0.00%				515	0.00%	0.00%				15,249	0.02%	0.01%				15,764	0.01%		
 		011	Botetourt County			12	Six Axle Multi-Trailers	              	0	0.00%	0.00%				51	0.00%	0.00%				5,720	0.01%	0.00%				5,771	0.00%		
 		011	Botetourt County			13	Seven or More Axle Multi-Trailers	              	0	0.00%	0.00%				8	0.00%	0.00%				42	0.00%	0.00%				51	0.00%		
 		011	Botetourt County Total:						232,690	0.37%	0.11%				623,530	0.68%	0.28%				1,001,912	1.52%	0.45%				1,858,132	0.84%		
 		012	Brunswick County			01	Motorcycles	              	272	0.00%	0.00%				1,516	0.00%	0.00%				1,070	0.00%	0.00%				2,858	0.00%		
 		012	Brunswick County			02	Passenger Cars	              	159,843	0.25%	0.07%				188,543	0.20%	0.09%				275,819	0.42%	0.12%				624,204	0.28%		
 		012	Brunswick County			03	Two Axle, 4 Tire Single Unit Vehicles	              	26,227	0.04%	0.01%				60,402	0.07%	0.03%				52,525	0.08%	0.02%				139,154	0.06%		
 		012	Brunswick County			04	Busses	              	1,218	0.00%	0.00%				2,115	0.00%	0.00%				4,197	0.01%	0.00%				7,530	0.00%		
 		012	Brunswick County			05	Two Axle, 6 Tire Single Unit Trucks	              	1,065	0.00%	0.00%				2,804	0.00%	0.00%				2,984	0.00%	0.00%				6,853	0.00%		
 		012	Brunswick County			06	Three Axle Single Unit Trucks	              	1,136	0.00%	0.00%				3,168	0.00%	0.00%				2,183	0.00%	0.00%				6,487	0.00%		
 		012	Brunswick County			07	Four or More Axle Single Unit Trucks	              	182	0.00%	0.00%				686	0.00%	0.00%				156	0.00%	0.00%				1,023	0.00%		
 		012	Brunswick County			08	Four Axle or Fewer Single Trailers	              	360	0.00%	0.00%				1,677	0.00%	0.00%				2,728	0.00%	0.00%				4,765	0.00%		
