ReportID:	1200	DataYear:	2012		ReportID:	1200	DataYear:	2012		ReportID:	1200	DataYear:	2012		ReportID:	1200	DataYear:	2012		ReportID:	1200	DataYear:	2012		ReportID:	1200	DataYear:	2012	Prepared	8/5/2013
 		052	Lee County					              	127,464	0.20%	0.06%				390,831	0.42%	0.18%				0	0.00%	0.00%				518,295	0.23%		
 		053	Loudoun County					              	2,523,186	4.00%	1.14%				3,358,673	3.65%	1.52%				0	0.00%	0.00%				5,881,859	2.66%		
 		054	Louisa County					              	301,214	0.48%	0.14%				438,625	0.48%	0.20%				597,667	0.90%	0.27%				1,337,507	0.60%		
 		055	Lunenburg County					              	98,790	0.16%	0.04%				111,360	0.12%	0.05%				0	0.00%	0.00%				210,149	0.10%		
 		056	Madison County					              	97,507	0.15%	0.04%				400,455	0.44%	0.18%				0	0.00%	0.00%				497,962	0.23%		
 		057	Mathews County					              	44,602	0.07%	0.02%				138,484	0.15%	0.06%				0	0.00%	0.00%				183,086	0.08%		
 		058	Mecklenburg County					              	337,045	0.53%	0.15%				459,318	0.50%	0.21%				363,140	0.55%	0.16%				1,159,503	0.52%		
 		059	Middlesex County					              	70,580	0.11%	0.03%				262,960	0.29%	0.12%				0	0.00%	0.00%				333,540	0.15%		
 		060	Montgomery County					              	450,654	0.71%	0.20%				500,575	0.54%	0.23%				911,723	1.38%	0.41%				1,862,953	0.84%		
 		061	Nansemond Maintenance Area					              	64	0.00%	0.00%				0	0.00%	0.00%				0	0.00%	0.00%				64	0.00%		
 		062	Nelson County					              	94,101	0.15%	0.04%				527,375	0.57%	0.24%				42,061	0.06%	0.02%				663,537	0.30%		
 		063	New Kent County					              	108,810	0.17%	0.05%				335,601	0.36%	0.15%				1,200,608	1.82%	0.54%				1,645,018	0.74%		
 		065	Northampton County					              	82,538	0.13%	0.04%				553,759	0.60%	0.25%				0	0.00%	0.00%				636,297	0.29%		
 		066	Northumberland County					              	111,083	0.18%	0.05%				204,263	0.22%	0.09%				0	0.00%	0.00%				315,346	0.14%		
 		067	Nottoway County					              	172,411	0.27%	0.08%				304,493	0.33%	0.14%				0	0.00%	0.00%				476,904	0.22%		
 		068	Orange County					              	180,323	0.29%	0.08%				496,205	0.54%	0.22%				0	0.00%	0.00%				676,528	0.31%		
 		069	Page County					              	121,021	0.19%	0.05%				249,244	0.27%	0.11%				0	0.00%	0.00%				370,266	0.17%		
 		070	Patrick County					              	159,419	0.25%	0.07%				240,369	0.26%	0.11%				0	0.00%	0.00%				399,788	0.18%		
 		071	Pittsylvania County					              	634,237	1.00%	0.29%				1,014,241	1.10%	0.46%				0	0.00%	0.00%				1,648,478	0.75%		
 		072	Powhatan County					              	293,648	0.47%	0.13%				540,471	0.59%	0.24%				0	0.00%	0.00%				834,119	0.38%		
 		073	Prince Edward County					              	125,277	0.20%	0.06%				433,353	0.47%	0.20%				0	0.00%	0.00%				558,631	0.25%		
 		074	Prince George County					              	313,537	0.50%	0.14%				495,138	0.54%	0.22%				676,204	1.02%	0.31%				1,484,880	0.67%		
 		076	Prince William County					              	3,100,789	4.91%	1.40%				2,889,624	3.14%	1.31%				3,117,562	4.72%	1.41%				9,107,975	4.12%		
 		077	Pulaski County					              	204,005	0.32%	0.09%				305,084	0.33%	0.14%				670,998	1.02%	0.30%				1,180,087	0.53%		
 		078	Rappahannock County					              	57,786	0.09%	0.03%				196,295	0.21%	0.09%				0	0.00%	0.00%				254,081	0.11%		
 		079	Richmond County					              	68,894	0.11%	0.03%				194,640	0.21%	0.09%				0	0.00%	0.00%				263,534	0.12%		
 		080	Roanoke County					              	438,728	0.69%	0.20%				890,561	0.97%	0.40%				957,314	1.45%	0.43%				2,286,602	1.03%		
 		081	Rockbridge County					              	172,269	0.27%	0.08%				302,121	0.33%	0.14%				1,283,602	1.94%	0.58%				1,757,993	0.79%		
 		082	Rockingham County					              	524,525	0.83%	0.24%				958,396	1.04%	0.43%				924,201	1.40%	0.42%				2,407,122	1.09%		
 		083	Russell County					              	158,533	0.25%	0.07%				527,752	0.57%	0.24%				0	0.00%	0.00%				686,286	0.31%		
 		084	Scott County					              	175,893	0.28%	0.08%				424,733	0.46%	0.19%				0	0.00%	0.00%				600,626	0.27%		
 		085	Shenandoah County					              	224,057	0.35%	0.10%				295,185	0.32%	0.13%				1,390,671	2.10%	0.63%				1,909,913	0.86%		
 		086	Smyth County					              	201,605	0.32%	0.09%				141,522	0.15%	0.06%				564,542	0.85%	0.26%				907,668	0.41%		
 		087	Southampton County					              	250,104	0.40%	0.11%				708,146	0.77%	0.32%				0	0.00%	0.00%				958,250	0.43%		
 		088	Spotsylvania County					              	1,029,415	1.63%	0.47%				1,143,762	1.24%	0.52%				1,234,619	1.87%	0.56%				3,407,796	1.54%		
 		089	Stafford County					              	1,255,478	1.99%	0.57%				879,529	0.96%	0.40%				2,160,748	3.27%	0.98%				4,295,754	1.94%		
 		090	Surry County					              	54,831	0.09%	0.02%				107,710	0.12%	0.05%				0	0.00%	0.00%				162,540	0.07%		
 		091	Sussex County					              	85,731	0.14%	0.04%				288,585	0.31%	0.13%				577,829	0.87%	0.26%				952,145	0.43%		
 		092	Tazewell County					              	193,831	0.31%	0.09%				569,902	0.62%	0.26%				0	0.00%	0.00%				763,733	0.35%		
 		093	Warren County					              	155,358	0.25%	0.07%				319,527	0.35%	0.14%				513,910	0.78%	0.23%				988,795	0.45%		
 		095	Washington County					              	393,443	0.62%	0.18%				435,395	0.47%	0.20%				920,781	1.39%	0.42%				1,749,618	0.79%		
 		096	Westmoreland County					              	130,420	0.21%	0.06%				229,171	0.25%	0.10%				0	0.00%	0.00%				359,591	0.16%		
 		097	Wise County					              	258,614	0.41%	0.12%				607,855	0.66%	0.27%				0	0.00%	0.00%				866,469	0.39%		
 		098	Wythe County					              	163,005	0.26%	0.07%				269,603	0.29%	0.12%				1,227,794	1.86%	0.56%				1,660,402	0.75%		
 		099	York County					              	385,615	0.61%	0.17%				985,518	1.07%	0.45%				732,048	1.11%	0.33%				2,103,180	0.95%		
 		140	Town of Abingdon					              	44,092	0.07%	0.02%				121,053	0.13%	0.05%				48,377	0.07%	0.02%				213,522	0.10%		
 		160	Town of Accomac					              	2,364	0.00%	0.00%				5,774	0.01%	0.00%				0	0.00%	0.00%				8,139	0.00%		
 		161	Town of Alberta					              	1,417	0.00%	0.00%				2,436	0.00%	0.00%				0	0.00%	0.00%				3,853	0.00%		
 		100	City of Alexandria					              	542,709	0.86%	0.25%				774,808	0.84%	0.35%				808,278	1.22%	0.37%				2,125,796	0.96%		
 		162	Town of Altavista					              	22,133	0.04%	0.01%				38,374	0.04%	0.02%				0	0.00%	0.00%				60,508	0.03%		
 		163	Town of Amherst					              	2,450	0.00%	0.00%				83,015	0.09%	0.04%				0	0.00%	0.00%				85,465	0.04%		
 		164	Town of Appalachia					              	2,738	0.00%	0.00%				17,017	0.02%	0.01%				0	0.00%	0.00%				19,755	0.01%		
 		165	Town of Appomattox					              	10,313	0.02%	0.00%				51,990	0.06%	0.02%				0	0.00%	0.00%				62,304	0.03%		
 		166	Town of Ashland					              	29,114	0.05%	0.01%				89,117	0.10%	0.04%				227,210	0.34%	0.10%				345,440	0.16%		
 		141	City of Bedford					              	21,071	0.03%	0.01%				121,547	0.13%	0.05%				0	0.00%	0.00%				142,618	0.06%		
 		167	Town of Belle Haven					              	1,621	0.00%	0.00%				5,236	0.01%	0.00%				0	0.00%	0.00%				6,858	0.00%		
 		168	Town of Berryville					              	8,709	0.01%	0.00%				18,791	0.02%	0.01%				0	0.00%	0.00%				27,499	0.01%		
 		101	Town of Big Stone Gap					              	29,512	0.05%	0.01%				25,879	0.03%	0.01%				0	0.00%	0.00%				55,391	0.03%		
 		150	Town of Blacksburg					              	161,991	0.26%	0.07%				325,048	0.35%	0.15%				0	0.00%	0.00%				487,039	0.22%		
 		142	Town of Blackstone					              	18,437	0.03%	0.01%				28,433	0.03%	0.01%				0	0.00%	0.00%				46,869	0.02%		
 		169	Town of Bloxom					              	1,157	0.00%	0.00%				2,110	0.00%	0.00%				0	0.00%	0.00%				3,267	0.00%		
 		143	Town of Bluefield					              	31,880	0.05%	0.01%				81,033	0.09%	0.04%				0	0.00%	0.00%				112,913	0.05%		
 		170	Town of Boones Mill					              	2,603	0.00%	0.00%				31,885	0.03%	0.01%				0	0.00%	0.00%				34,488	0.02%		
 		171	Town of Bowling Green					              	2,683	0.00%	0.00%				32,126	0.03%	0.01%				0	0.00%	0.00%				34,808	0.02%		
 		172	Town of Boyce					              	1,075	0.00%	0.00%				6,145	0.01%	0.00%				0	0.00%	0.00%				7,220	0.00%		
 		173	Town of Boydton					              	1,653	0.00%	0.00%				4,422	0.00%	0.00%				0	0.00%	0.00%				6,075	0.00%		
 		174	Town of Boykins					              	755	0.00%	0.00%				4,392	0.00%	0.00%				0	0.00%	0.00%				5,147	0.00%		
 		175	Town of Branchville					              	321	0.00%	0.00%				606	0.00%	0.00%				0	0.00%	0.00%				927	0.00%		
 		176	Town of Bridgewater					              	40,352	0.06%	0.02%				46,560	0.05%	0.02%				0	0.00%	0.00%				86,912	0.04%		
 		102	City of Bristol					              	130,085	0.21%	0.06%				133,799	0.15%	0.06%				346,985	0.53%	0.16%				610,869	0.28%		
 		177	Town of Broadway					              	8,993	0.01%	0.00%				17,995	0.02%	0.01%				0	0.00%	0.00%				26,988	0.01%		
 		178	Town of Brodnax					              	1,705	0.00%	0.00%				11,371	0.01%	0.01%				0	0.00%	0.00%				13,076	0.01%		
 		179	Town of Brookneal					              	3,400	0.01%	0.00%				14,864	0.02%	0.01%				0	0.00%	0.00%				18,264	0.01%		
 		180	Town of Buchanan					              	3,010	0.00%	0.00%				15,279	0.02%	0.01%				0	0.00%	0.00%				18,290	0.01%		
 		103	City of Buena Vista					              	22,396	0.04%	0.01%				34,502	0.04%	0.02%				0	0.00%	0.00%				56,898	0.03%		
 		181	Town of Burkeville					              	2,030	0.00%	0.00%				14,270	0.02%	0.01%				0	0.00%	0.00%				16,300	0.01%		
 		182	Town of Cape Charles					              	3,229	0.01%	0.00%				2,505	0.00%	0.00%				0	0.00%	0.00%				5,734	0.00%		
 		183	Town of Capron					              	986	0.00%	0.00%				4,247	0.00%	0.00%				0	0.00%	0.00%				5,233	0.00%		
 		340	Castlewood					              	12,931	0.02%	0.01%				49,686	0.05%	0.02%				0	0.00%	0.00%				62,616	0.03%		
 		184	Town of Cedar Bluff					              	3,901	0.01%	0.00%				38,469	0.04%	0.02%				0	0.00%	0.00%				42,369	0.02%		
 		185	Town of Charlotte C.H.					              	2,140	0.00%	0.00%				7,803	0.01%	0.00%				0	0.00%	0.00%				9,943	0.00%		
 		104	City of Charlottesville					              	290,444	0.46%	0.13%				291,937	0.32%	0.13%				6,975	0.01%	0.00%				589,356	0.27%		
 		186	Town of Chase City					              	5,117	0.01%	0.00%				20,323	0.02%	0.01%				0	0.00%	0.00%				25,439	0.01%		
 		187	Town of Chatham					              	3,888	0.01%	0.00%				24,198	0.03%	0.01%				0	0.00%	0.00%				28,086	0.01%		
 		188	Town of Cheriton					              	2,169	0.00%	0.00%				10,253	0.01%	0.00%				0	0.00%	0.00%				12,422	0.01%		
 		131	City of Chesapeake					              	1,822,012	2.89%	0.82%				2,294,096	2.49%	1.04%				1,797,254	2.72%	0.81%				5,913,362	2.67%		
 		189	Town of Chilhowie					              	12,954	0.02%	0.01%				19,566	0.02%	0.01%				15,208	0.02%	0.01%				47,728	0.02%		
 		190	Town of Chincoteague					              	47,279	0.07%	0.02%				21,466	0.02%	0.01%				0	0.00%	0.00%				68,745	0.03%		
 		154	Town of Christiansburg					              	113,423	0.18%	0.05%				268,733	0.29%	0.12%				212,335	0.32%	0.10%				594,492	0.27%		
 		191	Town of Claremont					              	1,451	0.00%	0.00%				0	0.00%	0.00%				0	0.00%	0.00%				1,451	0.00%		
 		192	Town of Clarksville					              	3,280	0.01%	0.00%				10,648	0.01%	0.00%				0	0.00%	0.00%				13,928	0.01%		
 		193	Town of Cleveland					              	294	0.00%	0.00%				902	0.00%	0.00%				0	0.00%	0.00%				1,196	0.00%		
 		194	Town of Clifton					              	6,113	0.01%	0.00%				0	0.00%	0.00%				0	0.00%	0.00%				6,113	0.00%		
 		105	Town of Clifton Forge					              	17,509	0.03%	0.01%				18,836	0.02%	0.01%				20,093	0.03%	0.01%				56,438	0.03%		
 		339	Town of Clinchco					              	1,425	0.00%	0.00%				0	0.00%	0.00%				0	0.00%	0.00%				1,425	0.00%		
 		195	Town of Clinchport					              	77	0.00%	0.00%				1,804	0.00%	0.00%				0	0.00%	0.00%				1,881	0.00%		
 		196	Town of Clintwood					              	11,411	0.02%	0.01%				13,581	0.01%	0.01%				0	0.00%	0.00%				24,992	0.01%		
 		197	Clover					              	761	0.00%	0.00%				363	0.00%	0.00%				0	0.00%	0.00%				1,124	0.00%		
 		198	Town of Coeburn					              	11,505	0.02%	0.01%				53,835	0.06%	0.02%				0	0.00%	0.00%				65,340	0.03%		
 		199	Town of Colonial Beach					              	10,906	0.02%	0.00%				14,027	0.02%	0.01%				0	0.00%	0.00%				24,933	0.01%		
 		106	City of Colonial Heights					              	131,392	0.21%	0.06%				122,451	0.13%	0.06%				324,791	0.49%	0.15%				578,634	0.26%		
 		200	Town of Columbia					              	250	0.00%	0.00%				1,156	0.00%	0.00%				0	0.00%	0.00%				1,405	0.00%		
 		201	Town of Courtland					              	2,847	0.00%	0.00%				9,884	0.01%	0.00%				0	0.00%	0.00%				12,731	0.01%		
 		107	City of Covington					              	21,741	0.03%	0.01%				58,989	0.06%	0.03%				16,761	0.03%	0.01%				97,490	0.04%		
 		202	Town of Craigsville					              	1,614	0.00%	0.00%				3,999	0.00%	0.00%				0	0.00%	0.00%				5,614	0.00%		
 		203	Town of Crewe					              	6,924	0.01%	0.00%				33,152	0.04%	0.01%				0	0.00%	0.00%				40,076	0.02%		
 		204	Town of Culpeper					              	146,332	0.23%	0.07%				109,968	0.12%	0.05%				0	0.00%	0.00%				256,300	0.12%		
 		205	Town of Damascus					              	2,230	0.00%	0.00%				8,544	0.01%	0.00%				0	0.00%	0.00%				10,773	0.00%		
 		108	City of Danville					              	253,569	0.40%	0.11%				689,771	0.75%	0.31%				0	0.00%	0.00%				943,340	0.43%		
 		206	Town of Dayton					              	2,087	0.00%	0.00%				17,431	0.02%	0.01%				0	0.00%	0.00%				19,518	0.01%		
 		207	Town of Dendron					              	337	0.00%	0.00%				2,606	0.00%	0.00%				0	0.00%	0.00%				2,943	0.00%		
 		208	Town of Dillwyn					              	981	0.00%	0.00%				8,822	0.01%	0.00%				0	0.00%	0.00%				9,803	0.00%		
 		209	Town of Drakes Branch					              	1,900	0.00%	0.00%				4,528	0.00%	0.00%				0	0.00%	0.00%				6,428	0.00%		
 		210	Town of Dublin					              	7,535	0.01%	0.00%				25,380	0.03%	0.01%				0	0.00%	0.00%				32,915	0.01%		
 		211	Town of Duffield					              	2,058	0.00%	0.00%				13,623	0.01%	0.01%				0	0.00%	0.00%				15,680	0.01%		
 		212	Town of Dumfries					              	6,145	0.01%	0.00%				55,768	0.06%	0.03%				0	0.00%	0.00%				61,912	0.03%		
 		213	Town of Dungannon					              	582	0.00%	0.00%				1,392	0.00%	0.00%				0	0.00%	0.00%				1,974	0.00%		
 		214	Town of Eastville					              	1,029	0.00%	0.00%				3,626	0.00%	0.00%				0	0.00%	0.00%				4,654	0.00%		
 		215	Town of Edinburg					              	1,683	0.00%	0.00%				9,033	0.01%	0.00%				0	0.00%	0.00%				10,715	0.00%		
 		216	Town of Elkton					              	9,400	0.01%	0.00%				17,195	0.02%	0.01%				0	0.00%	0.00%				26,595	0.01%		
 		109	City of Emporia					              	41,589	0.07%	0.02%				89,340	0.10%	0.04%				61,396	0.09%	0.03%				192,325	0.09%		
 		217	Town of Exmore					              	3,158	0.01%	0.00%				20,875	0.02%	0.01%				0	0.00%	0.00%				24,033	0.01%		
 		151	City of Fairfax					              	105,929	0.17%	0.05%				394,678	0.43%	0.18%				0	0.00%	0.00%				500,607	0.23%		
 		110	City of Falls Church					              	56,356	0.09%	0.03%				100,629	0.11%	0.05%				0	0.00%	0.00%				156,986	0.07%		
 		144	Town of Farmville					              	33,125	0.05%	0.01%				92,075	0.10%	0.04%				0	0.00%	0.00%				125,200	0.06%		
 		218	Town of Fincastle					              	3,033	0.00%	0.00%				2,816	0.00%	0.00%				0	0.00%	0.00%				5,849	0.00%		
 		219	Town of Floyd					              	3,585	0.01%	0.00%				8,000	0.01%	0.00%				0	0.00%	0.00%				11,585	0.01%		
 		145	City of Franklin					              	67,513	0.11%	0.03%				22,486	0.02%	0.01%				0	0.00%	0.00%				89,999	0.04%		
 		111	City of Fredericksburg					              	159,031	0.25%	0.07%				353,552	0.38%	0.16%				431,192	0.65%	0.19%				943,775	0.43%		
 		220	Town of Fries					              	6,306	0.01%	0.00%				1,961	0.00%	0.00%				0	0.00%	0.00%				8,267	0.00%		
 		112	Town of Front Royal					              	97,176	0.15%	0.04%				118,597	0.13%	0.05%				0	0.00%	0.00%				215,773	0.10%		
 		113	City of Galax					              	62,086	0.10%	0.03%				86,998	0.09%	0.04%				0	0.00%	0.00%				149,084	0.07%		
 		221	Town of Gate City					              	10,867	0.02%	0.00%				47,530	0.05%	0.02%				0	0.00%	0.00%				58,397	0.03%		
 		222	Town of Glade Spring					              	3,872	0.01%	0.00%				14,780	0.02%	0.01%				0	0.00%	0.00%				18,652	0.01%		
 		223	Town of Glasgow					              	3,991	0.01%	0.00%				5,038	0.01%	0.00%				0	0.00%	0.00%				9,029	0.00%		
 		224	Town of Glen Lyn					              	1,133	0.00%	0.00%				13,204	0.01%	0.01%				0	0.00%	0.00%				14,337	0.01%		
 		225	Town of Gordonsville					              	4,766	0.01%	0.00%				15,570	0.02%	0.01%				0	0.00%	0.00%				20,336	0.01%		
 		226	Town of Goshen					              	325	0.00%	0.00%				6,731	0.01%	0.00%				0	0.00%	0.00%				7,056	0.00%		
 		227	Town of Gretna					              	5,964	0.01%	0.00%				11,907	0.01%	0.01%				0	0.00%	0.00%				17,870	0.01%		
 		228	Town of Grottoes					              	7,592	0.01%	0.00%				10,184	0.01%	0.00%				0	0.00%	0.00%				17,776	0.01%		
 		229	Town of Grundy					              	5,343	0.01%	0.00%				46,059	0.05%	0.02%				0	0.00%	0.00%				51,402	0.02%		
 		230	Town of Halifax					              	989	0.00%	0.00%				31,106	0.03%	0.01%				0	0.00%	0.00%				32,094	0.01%		
 		231	Town of Hallwood					              	1,143	0.00%	0.00%				0	0.00%	0.00%				0	0.00%	0.00%				1,143	0.00%		
 		232	Town of Hamilton					              	872	0.00%	0.00%				9,185	0.01%	0.00%				0	0.00%	0.00%				10,057	0.00%		
 		114	City of Hampton					              	1,267,255	2.01%	0.57%				864,478	0.94%	0.39%				1,650,854	2.50%	0.75%				3,782,587	1.71%		
 		115	City of Harrisonburg					              	257,955	0.41%	0.12%				282,959	0.31%	0.13%				318,165	0.48%	0.14%				859,079	0.39%		
 		233	Town of Haymarket					              	7,303	0.01%	0.00%				17,669	0.02%	0.01%				49,877	0.08%	0.02%				74,849	0.03%		
 		234	Town of Haysi					              	716	0.00%	0.00%				8,466	0.01%	0.00%				0	0.00%	0.00%				9,183	0.00%		
 		235	Town of Herndon					              	168,354	0.27%	0.08%				73,229	0.08%	0.03%				0	0.00%	0.00%				241,583	0.11%		
 		236	Town of Hillsboro					              	21	0.00%	0.00%				6,056	0.01%	0.00%				0	0.00%	0.00%				6,077	0.00%		
 		237	Town of Hillsville					              	8,180	0.01%	0.00%				65,956	0.07%	0.03%				0	0.00%	0.00%				74,135	0.03%		
 		239	Town of Honaker					              	2,850	0.00%	0.00%				0	0.00%	0.00%				0	0.00%	0.00%				2,850	0.00%		
 		116	City of Hopewell					              	106,799	0.17%	0.05%				124,730	0.14%	0.06%				102,199	0.15%	0.05%				333,728	0.15%		
 		331	Town of Hurt					              	12,027	0.02%	0.01%				6,274	0.01%	0.00%				0	0.00%	0.00%				18,301	0.01%		
 		240	Town of Independence					              	2,939	0.00%	0.00%				12,742	0.01%	0.01%				0	0.00%	0.00%				15,682	0.01%		
