 ,,076,Prince William County,,,06,Three Axle Single Unit Trucks,              ,14,538,0.02%,0.01%,1,098.04,1.75%,1.49%,24,097,0.03%,0.01%,97.51,0.98%,0.13%,11,787,0.02%,0.01%,24.74,2.21%,0.03%,50,422,0.02%,1,220.29,1.65%
 ,,076,Prince William County,,,07,Four or More Axle Single Unit Trucks,              ,4,420,0.01%,0.00%,1,098.04,1.75%,1.49%,8,671,0.01%,0.00%,97.51,0.98%,0.13%,3,438,0.01%,0.00%,24.74,2.21%,0.03%,16,529,0.01%,1,220.29,1.65%
 ,,076,Prince William County,,,08,Four Axle or Fewer Single Trailers,              ,4,856,0.01%,0.00%,1,098.04,1.75%,1.49%,7,555,0.01%,0.00%,97.51,0.98%,0.13%,11,448,0.02%,0.01%,24.74,2.21%,0.03%,23,859,0.01%,1,220.29,1.65%
 ,,076,Prince William County,,,09,Five Axle Single Trailers,              ,8,029,0.01%,0.00%,1,098.04,1.75%,1.49%,32,213,0.03%,0.01%,97.51,0.98%,0.13%,211,804,0.33%,0.09%,24.74,2.21%,0.03%,252,045,0.11%,1,220.29,1.65%
 ,,076,Prince William County,,,10,Six or More Axle Single Trailers,              ,619,0.00%,0.00%,1,098.04,1.75%,1.49%,2,398,0.00%,0.00%,97.51,0.98%,0.13%,4,595,0.01%,0.00%,24.74,2.21%,0.03%,7,612,0.00%,1,220.29,1.65%
 ,,076,Prince William County,,,11,Five Axle or Fewer Multi-Trailers,              ,32,0.00%,0.00%,1,098.04,1.75%,1.49%,764,0.00%,0.00%,97.51,0.98%,0.13%,6,145,0.01%,0.00%,24.74,2.21%,0.03%,6,941,0.00%,1,220.29,1.65%
 ,,076,Prince William County,,,12,Six Axle Multi-Trailers,              ,3,0.00%,0.00%,1,098.04,1.75%,1.49%,92,0.00%,0.00%,97.51,0.98%,0.13%,2,062,0.00%,0.00%,24.74,2.21%,0.03%,2,157,0.00%,1,220.29,1.65%
 ,,076,Prince William County,,,13,Seven or More Axle Multi-Trailers,              ,5,0.00%,0.00%,1,098.04,1.75%,1.49%,8,0.00%,0.00%,97.51,0.98%,0.13%,18,0.00%,0.00%,24.74,2.21%,0.03%,31,0.00%,1,220.29,1.65%
 ,,076,Prince William County Total:,,,,,,3,742,860,5.59%,1.66%,1,098.04,1.75%,1.49%,2,237,793,2.41%,1.00%,97.51,0.98%,0.13%,3,102,087,4.77%,1.38%,24.74,2.21%,0.03%,9,082,739,4.04%,1,220.29,1.65%
 ,,077,Pulaski County,,,01,Motorcycles,              ,1,350,0.00%,0.00%,369.01,0.59%,0.50%,1,962,0.00%,0.00%,53.85,0.54%,0.07%,2,595,0.00%,0.00%,17.54,1.57%,0.02%,5,908,0.00%,440.40,0.60%
 ,,077,Pulaski County,,,02,Passenger Cars,              ,182,473,0.27%,0.08%,369.01,0.59%,0.50%,260,050,0.28%,0.12%,53.85,0.54%,0.07%,366,550,0.56%,0.16%,17.54,1.57%,0.02%,809,074,0.36%,440.40,0.60%
 ,,077,Pulaski County,,,03,"Two Axle, 4 Tire Single Unit Vehicles",              ,26,087,0.04%,0.01%,369.01,0.59%,0.50%,53,137,0.06%,0.02%,53.85,0.54%,0.07%,90,409,0.14%,0.04%,17.54,1.57%,0.02%,169,633,0.08%,440.40,0.60%
 ,,077,Pulaski County,,,04,Busses,              ,900,0.00%,0.00%,369.01,0.59%,0.50%,1,360,0.00%,0.00%,53.85,0.54%,0.07%,4,751,0.01%,0.00%,17.54,1.57%,0.02%,7,011,0.00%,440.40,0.60%
 ,,077,Pulaski County,,,05,"Two Axle, 6 Tire Single Unit Trucks",              ,702,0.00%,0.00%,369.01,0.59%,0.50%,1,732,0.00%,0.00%,53.85,0.54%,0.07%,5,792,0.01%,0.00%,17.54,1.57%,0.02%,8,226,0.00%,440.40,0.60%
 ,,077,Pulaski County,,,06,Three Axle Single Unit Trucks,              ,1,010,0.00%,0.00%,369.01,0.59%,0.50%,1,953,0.00%,0.00%,53.85,0.54%,0.07%,4,056,0.01%,0.00%,17.54,1.57%,0.02%,7,018,0.00%,440.40,0.60%
 ,,077,Pulaski County,,,07,Four or More Axle Single Unit Trucks,              ,118,0.00%,0.00%,369.01,0.59%,0.50%,554,0.00%,0.00%,53.85,0.54%,0.07%,742,0.00%,0.00%,17.54,1.57%,0.02%,1,414,0.00%,440.40,0.60%
 ,,077,Pulaski County,,,08,Four Axle or Fewer Single Trailers,              ,335,0.00%,0.00%,369.01,0.59%,0.50%,696,0.00%,0.00%,53.85,0.54%,0.07%,3,713,0.01%,0.00%,17.54,1.57%,0.02%,4,745,0.00%,440.40,0.60%
 ,,077,Pulaski County,,,09,Five Axle Single Trailers,              ,1,070,0.00%,0.00%,369.01,0.59%,0.50%,3,268,0.00%,0.00%,53.85,0.54%,0.07%,141,578,0.22%,0.06%,17.54,1.57%,0.02%,145,916,0.06%,440.40,0.60%
 ,,077,Pulaski County,,,10,Six or More Axle Single Trailers,              ,18,0.00%,0.00%,369.01,0.59%,0.50%,60,0.00%,0.00%,53.85,0.54%,0.07%,1,438,0.00%,0.00%,17.54,1.57%,0.02%,1,517,0.00%,440.40,0.60%
 ,,077,Pulaski County,,,11,Five Axle or Fewer Multi-Trailers,              ,8,0.00%,0.00%,369.01,0.59%,0.50%,7,0.00%,0.00%,53.85,0.54%,0.07%,8,125,0.01%,0.00%,17.54,1.57%,0.02%,8,141,0.00%,440.40,0.60%
 ,,077,Pulaski County,,,12,Six Axle Multi-Trailers,              ,1,0.00%,0.00%,369.01,0.59%,0.50%,5,0.00%,0.00%,53.85,0.54%,0.07%,3,542,0.01%,0.00%,17.54,1.57%,0.02%,3,549,0.00%,440.40,0.60%
 ,,077,Pulaski County,,,13,Seven or More Axle Multi-Trailers,              ,0,0.00%,0.00%,369.01,0.59%,0.50%,0,0.00%,0.00%,53.85,0.54%,0.07%,27,0.00%,0.00%,17.54,1.57%,0.02%,27,0.00%,440.40,0.60%
 ,,077,Pulaski County Total:,,,,,,214,074,0.32%,0.10%,369.01,0.59%,0.50%,324,783,0.35%,0.14%,53.85,0.54%,0.07%,633,320,0.97%,0.28%,17.54,1.57%,0.02%,1,172,177,0.52%,440.40,0.60%
 ,,078,Rappahannock County,,,01,Motorcycles,              ,172,0.00%,0.00%,232.83,0.37%,0.32%,1,313,0.00%,0.00%,72.32,0.72%,0.10%,0,0.00%,0.00%,0.00,0.00%,0.00%,1,485,0.00%,305.15,0.41%
 ,,078,Rappahannock County,,,02,Passenger Cars,              ,55,708,0.08%,0.02%,232.83,0.37%,0.32%,141,398,0.15%,0.06%,72.32,0.72%,0.10%,0,0.00%,0.00%,0.00,0.00%,0.00%,197,106,0.09%,305.15,0.41%
 ,,078,Rappahannock County,,,03,"Two Axle, 4 Tire Single Unit Vehicles",              ,10,078,0.02%,0.00%,232.83,0.37%,0.32%,52,840,0.06%,0.02%,72.32,0.72%,0.10%,0,0.00%,0.00%,0.00,0.00%,0.00%,62,919,0.03%,305.15,0.41%
 ,,078,Rappahannock County,,,04,Busses,              ,189,0.00%,0.00%,232.83,0.37%,0.32%,1,303,0.00%,0.00%,72.32,0.72%,0.10%,0,0.00%,0.00%,0.00,0.00%,0.00%,1,492,0.00%,305.15,0.41%
 ,,078,Rappahannock County,,,05,"Two Axle, 6 Tire Single Unit Trucks",              ,482,0.00%,0.00%,232.83,0.37%,0.32%,2,868,0.00%,0.00%,72.32,0.72%,0.10%,0,0.00%,0.00%,0.00,0.00%,0.00%,3,350,0.00%,305.15,0.41%
 ,,078,Rappahannock County,,,06,Three Axle Single Unit Trucks,              ,117,0.00%,0.00%,232.83,0.37%,0.32%,1,264,0.00%,0.00%,72.32,0.72%,0.10%,0,0.00%,0.00%,0.00,0.00%,0.00%,1,381,0.00%,305.15,0.41%
 ,,078,Rappahannock County,,,07,Four or More Axle Single Unit Trucks,              ,13,0.00%,0.00%,232.83,0.37%,0.32%,250,0.00%,0.00%,72.32,0.72%,0.10%,0,0.00%,0.00%,0.00,0.00%,0.00%,263,0.00%,305.15,0.41%
 ,,078,Rappahannock County,,,08,Four Axle or Fewer Single Trailers,              ,89,0.00%,0.00%,232.83,0.37%,0.32%,1,168,0.00%,0.00%,72.32,0.72%,0.10%,0,0.00%,0.00%,0.00,0.00%,0.00%,1,257,0.00%,305.15,0.41%
 ,,078,Rappahannock County,,,09,Five Axle Single Trailers,              ,22,0.00%,0.00%,232.83,0.37%,0.32%,2,759,0.00%,0.00%,72.32,0.72%,0.10%,0,0.00%,0.00%,0.00,0.00%,0.00%,2,781,0.00%,305.15,0.41%
 ,,078,Rappahannock County,,,10,Six or More Axle Single Trailers,              ,3,0.00%,0.00%,232.83,0.37%,0.32%,81,0.00%,0.00%,72.32,0.72%,0.10%,0,0.00%,0.00%,0.00,0.00%,0.00%,84,0.00%,305.15,0.41%
 ,,078,Rappahannock County,,,11,Five Axle or Fewer Multi-Trailers,              ,1,0.00%,0.00%,232.83,0.37%,0.32%,4,0.00%,0.00%,72.32,0.72%,0.10%,0,0.00%,0.00%,0.00,0.00%,0.00%,5,0.00%,305.15,0.41%
 ,,078,Rappahannock County,,,12,Six Axle Multi-Trailers,              ,0,0.00%,0.00%,232.83,0.37%,0.32%,0,0.00%,0.00%,72.32,0.72%,0.10%,0,0.00%,0.00%,0.00,0.00%,0.00%,0,0.00%,305.15,0.41%
 ,,078,Rappahannock County,,,13,Seven or More Axle Multi-Trailers,              ,0,0.00%,0.00%,232.83,0.37%,0.32%,0,0.00%,0.00%,72.32,0.72%,0.10%,0,0.00%,0.00%,0.00,0.00%,0.00%,0,0.00%,305.15,0.41%
 ,,078,Rappahannock County Total:,,,,,,66,875,0.10%,0.03%,232.83,0.37%,0.32%,205,247,0.22%,0.09%,72.32,0.72%,0.10%,0,0.00%,0.00%,0.00,0.00%,0.00%,272,122,0.12%,305.15,0.41%
 ,,079,Richmond County,,,01,Motorcycles,              ,189,0.00%,0.00%,208.36,0.33%,0.28%,560,0.00%,0.00%,30.40,0.30%,0.04%,0,0.00%,0.00%,0.00,0.00%,0.00%,749,0.00%,238.76,0.32%
 ,,079,Richmond County,,,02,Passenger Cars,              ,55,396,0.08%,0.02%,208.36,0.33%,0.28%,156,976,0.17%,0.07%,30.40,0.30%,0.04%,0,0.00%,0.00%,0.00,0.00%,0.00%,212,373,0.09%,238.76,0.32%
 ,,079,Richmond County,,,03,"Two Axle, 4 Tire Single Unit Vehicles",              ,9,841,0.01%,0.00%,208.36,0.33%,0.28%,46,545,0.05%,0.02%,30.40,0.30%,0.04%,0,0.00%,0.00%,0.00,0.00%,0.00%,56,386,0.03%,238.76,0.32%
 ,,079,Richmond County,,,04,Busses,              ,102,0.00%,0.00%,208.36,0.33%,0.28%,1,175,0.00%,0.00%,30.40,0.30%,0.04%,0,0.00%,0.00%,0.00,0.00%,0.00%,1,277,0.00%,238.76,0.32%
 ,,079,Richmond County,,,05,"Two Axle, 6 Tire Single Unit Trucks",              ,339,0.00%,0.00%,208.36,0.33%,0.28%,2,067,0.00%,0.00%,30.40,0.30%,0.04%,0,0.00%,0.00%,0.00,0.00%,0.00%,2,406,0.00%,238.76,0.32%
 ,,079,Richmond County,,,06,Three Axle Single Unit Trucks,              ,238,0.00%,0.00%,208.36,0.33%,0.28%,1,951,0.00%,0.00%,30.40,0.30%,0.04%,0,0.00%,0.00%,0.00,0.00%,0.00%,2,189,0.00%,238.76,0.32%
 ,,079,Richmond County,,,07,Four or More Axle Single Unit Trucks,              ,36,0.00%,0.00%,208.36,0.33%,0.28%,543,0.00%,0.00%,30.40,0.30%,0.04%,0,0.00%,0.00%,0.00,0.00%,0.00%,579,0.00%,238.76,0.32%
 ,,079,Richmond County,,,08,Four Axle or Fewer Single Trailers,              ,149,0.00%,0.00%,208.36,0.33%,0.28%,1,182,0.00%,0.00%,30.40,0.30%,0.04%,0,0.00%,0.00%,0.00,0.00%,0.00%,1,332,0.00%,238.76,0.32%
 ,,079,Richmond County,,,09,Five Axle Single Trailers,              ,249,0.00%,0.00%,208.36,0.33%,0.28%,5,378,0.01%,0.00%,30.40,0.30%,0.04%,0,0.00%,0.00%,0.00,0.00%,0.00%,5,627,0.00%,238.76,0.32%
 ,,079,Richmond County,,,10,Six or More Axle Single Trailers,              ,1,0.00%,0.00%,208.36,0.33%,0.28%,131,0.00%,0.00%,30.40,0.30%,0.04%,0,0.00%,0.00%,0.00,0.00%,0.00%,132,0.00%,238.76,0.32%
 ,,079,Richmond County,,,11,Five Axle or Fewer Multi-Trailers,              ,0,0.00%,0.00%,208.36,0.33%,0.28%,81,0.00%,0.00%,30.40,0.30%,0.04%,0,0.00%,0.00%,0.00,0.00%,0.00%,81,0.00%,238.76,0.32%
 ,,079,Richmond County,,,12,Six Axle Multi-Trailers,              ,0,0.00%,0.00%,208.36,0.33%,0.28%,0,0.00%,0.00%,30.40,0.30%,0.04%,0,0.00%,0.00%,0.00,0.00%,0.00%,0,0.00%,238.76,0.32%
 ,,079,Richmond County,,,13,Seven or More Axle Multi-Trailers,              ,0,0.00%,0.00%,208.36,0.33%,0.28%,0,0.00%,0.00%,30.40,0.30%,0.04%,0,0.00%,0.00%,0.00,0.00%,0.00%,0,0.00%,238.76,0.32%
 ,,079,Richmond County Total:,,,,,,66,541,0.10%,0.03%,208.36,0.33%,0.28%,216,590,0.23%,0.10%,30.40,0.30%,0.04%,0,0.00%,0.00%,0.00,0.00%,0.00%,283,131,0.13%,238.76,0.32%
 ,,080,Roanoke County,,,01,Motorcycles,              ,501,0.00%,0.00%,582.09,0.93%,0.79%,4,908,0.01%,0.00%,95.86,0.96%,0.13%,3,704,0.01%,0.00%,17.57,1.57%,0.02%,9,114,0.00%,695.52,0.94%
 ,,080,Roanoke County,,,02,Passenger Cars,              ,396,325,0.59%,0.18%,582.09,0.93%,0.79%,718,510,0.77%,0.32%,95.86,0.96%,0.13%,598,828,0.92%,0.27%,17.57,1.57%,0.02%,1,713,663,0.76%,695.52,0.94%
 ,,080,Roanoke County,,,03,"Two Axle, 4 Tire Single Unit Vehicles",              ,34,206,0.05%,0.02%,582.09,0.93%,0.79%,143,813,0.15%,0.06%,95.86,0.96%,0.13%,137,190,0.21%,0.06%,17.57,1.57%,0.02%,315,210,0.14%,695.52,0.94%
 ,,080,Roanoke County,,,04,Busses,              ,780,0.00%,0.00%,582.09,0.93%,0.79%,3,968,0.00%,0.00%,95.86,0.96%,0.13%,6,787,0.01%,0.00%,17.57,1.57%,0.02%,11,536,0.01%,695.52,0.94%
 ,,080,Roanoke County,,,05,"Two Axle, 6 Tire Single Unit Trucks",              ,1,427,0.00%,0.00%,582.09,0.93%,0.79%,6,444,0.01%,0.00%,95.86,0.96%,0.13%,8,021,0.01%,0.00%,17.57,1.57%,0.02%,15,892,0.01%,695.52,0.94%
 ,,080,Roanoke County,,,06,Three Axle Single Unit Trucks,              ,903,0.00%,0.00%,582.09,0.93%,0.79%,5,823,0.01%,0.00%,95.86,0.96%,0.13%,5,755,0.01%,0.00%,17.57,1.57%,0.02%,12,482,0.01%,695.52,0.94%
 ,,080,Roanoke County,,,07,Four or More Axle Single Unit Trucks,              ,127,0.00%,0.00%,582.09,0.93%,0.79%,1,685,0.00%,0.00%,95.86,0.96%,0.13%,982,0.00%,0.00%,17.57,1.57%,0.02%,2,793,0.00%,695.52,0.94%
 ,,080,Roanoke County,,,08,Four Axle or Fewer Single Trailers,              ,371,0.00%,0.00%,582.09,0.93%,0.79%,2,749,0.00%,0.00%,95.86,0.96%,0.13%,5,625,0.01%,0.00%,17.57,1.57%,0.02%,8,745,0.00%,695.52,0.94%
 ,,080,Roanoke County,,,09,Five Axle Single Trailers,              ,996,0.00%,0.00%,582.09,0.93%,0.79%,22,144,0.02%,0.01%,95.86,0.96%,0.13%,159,751,0.25%,0.07%,17.57,1.57%,0.02%,182,891,0.08%,695.52,0.94%
 ,,080,Roanoke County,,,10,Six or More Axle Single Trailers,              ,22,0.00%,0.00%,582.09,0.93%,0.79%,475,0.00%,0.00%,95.86,0.96%,0.13%,1,278,0.00%,0.00%,17.57,1.57%,0.02%,1,775,0.00%,695.52,0.94%
 ,,080,Roanoke County,,,11,Five Axle or Fewer Multi-Trailers,              ,1,0.00%,0.00%,582.09,0.93%,0.79%,1,118,0.00%,0.00%,95.86,0.96%,0.13%,9,485,0.01%,0.00%,17.57,1.57%,0.02%,10,604,0.00%,695.52,0.94%
 ,,080,Roanoke County,,,12,Six Axle Multi-Trailers,              ,4,0.00%,0.00%,582.09,0.93%,0.79%,207,0.00%,0.00%,95.86,0.96%,0.13%,3,628,0.01%,0.00%,17.57,1.57%,0.02%,3,839,0.00%,695.52,0.94%
 ,,080,Roanoke County,,,13,Seven or More Axle Multi-Trailers,              ,0,0.00%,0.00%,582.09,0.93%,0.79%,1,0.00%,0.00%,95.86,0.96%,0.13%,16,0.00%,0.00%,17.57,1.57%,0.02%,16,0.00%,695.52,0.94%
 ,,080,Roanoke County Total:,,,,,,435,662,0.65%,0.19%,582.09,0.93%,0.79%,911,846,0.98%,0.41%,95.86,0.96%,0.13%,941,051,1.45%,0.42%,17.57,1.57%,0.02%,2,288,560,1.02%,695.52,0.94%
 ,,081,Rockbridge County,,,01,Motorcycles,              ,916,0.00%,0.00%,652.46,1.04%,0.88%,2,843,0.00%,0.00%,132.57,1.33%,0.18%,5,109,0.01%,0.00%,47.97,4.29%,0.06%,8,868,0.00%,833.00,1.13%
 ,,081,Rockbridge County,,,02,Passenger Cars,              ,158,947,0.24%,0.07%,652.46,1.04%,0.88%,239,891,0.26%,0.11%,132.57,1.33%,0.18%,711,513,1.09%,0.32%,47.97,4.29%,0.06%,1,110,351,0.49%,833.00,1.13%
 ,,081,Rockbridge County,,,03,"Two Axle, 4 Tire Single Unit Vehicles",              ,24,084,0.04%,0.01%,652.46,1.04%,0.88%,81,984,0.09%,0.04%,132.57,1.33%,0.18%,170,390,0.26%,0.08%,47.97,4.29%,0.06%,276,459,0.12%,833.00,1.13%
 ,,081,Rockbridge County,,,04,Busses,              ,223,0.00%,0.00%,652.46,1.04%,0.88%,1,659,0.00%,0.00%,132.57,1.33%,0.18%,10,544,0.02%,0.00%,47.97,4.29%,0.06%,12,426,0.01%,833.00,1.13%
 ,,081,Rockbridge County,,,05,"Two Axle, 6 Tire Single Unit Trucks",              ,1,158,0.00%,0.00%,652.46,1.04%,0.88%,4,012,0.00%,0.00%,132.57,1.33%,0.18%,11,682,0.02%,0.01%,47.97,4.29%,0.06%,16,853,0.01%,833.00,1.13%
 ,,081,Rockbridge County,,,06,Three Axle Single Unit Trucks,              ,612,0.00%,0.00%,652.46,1.04%,0.88%,2,748,0.00%,0.00%,132.57,1.33%,0.18%,7,457,0.01%,0.00%,47.97,4.29%,0.06%,10,817,0.00%,833.00,1.13%
 ,,081,Rockbridge County,,,07,Four or More Axle Single Unit Trucks,              ,165,0.00%,0.00%,652.46,1.04%,0.88%,628,0.00%,0.00%,132.57,1.33%,0.18%,581,0.00%,0.00%,47.97,4.29%,0.06%,1,374,0.00%,833.00,1.13%
 ,,081,Rockbridge County,,,08,Four Axle or Fewer Single Trailers,              ,259,0.00%,0.00%,652.46,1.04%,0.88%,1,262,0.00%,0.00%,132.57,1.33%,0.18%,7,529,0.01%,0.00%,47.97,4.29%,0.06%,9,050,0.00%,833.00,1.13%
 ,,081,Rockbridge County,,,09,Five Axle Single Trailers,              ,1,058,0.00%,0.00%,652.46,1.04%,0.88%,6,954,0.01%,0.00%,132.57,1.33%,0.18%,345,320,0.53%,0.15%,47.97,4.29%,0.06%,353,332,0.16%,833.00,1.13%
 ,,081,Rockbridge County,,,10,Six or More Axle Single Trailers,              ,47,0.00%,0.00%,652.46,1.04%,0.88%,204,0.00%,0.00%,132.57,1.33%,0.18%,2,668,0.00%,0.00%,47.97,4.29%,0.06%,2,919,0.00%,833.00,1.13%
 ,,081,Rockbridge County,,,11,Five Axle or Fewer Multi-Trailers,              ,6,0.00%,0.00%,652.46,1.04%,0.88%,62,0.00%,0.00%,132.57,1.33%,0.18%,20,056,0.03%,0.01%,47.97,4.29%,0.06%,20,123,0.01%,833.00,1.13%
 ,,081,Rockbridge County,,,12,Six Axle Multi-Trailers,              ,5,0.00%,0.00%,652.46,1.04%,0.88%,43,0.00%,0.00%,132.57,1.33%,0.18%,7,696,0.01%,0.00%,47.97,4.29%,0.06%,7,744,0.00%,833.00,1.13%
 ,,081,Rockbridge County,,,13,Seven or More Axle Multi-Trailers,              ,0,0.00%,0.00%,652.46,1.04%,0.88%,0,0.00%,0.00%,132.57,1.33%,0.18%,28,0.00%,0.00%,47.97,4.29%,0.06%,28,0.00%,833.00,1.13%
 ,,081,Rockbridge County Total:,,,,,,187,480,0.28%,0.08%,652.46,1.04%,0.88%,342,291,0.37%,0.15%,132.57,1.33%,0.18%,1,300,572,2.00%,0.58%,47.97,4.29%,0.06%,1,830,342,0.81%,833.00,1.13%
 ,,082,Rockingham County,,,01,Motorcycles,              ,2,732,0.00%,0.00%,916.54,1.46%,1.24%,5,666,0.01%,0.00%,176.84,1.77%,0.24%,3,667,0.01%,0.00%,20.66,1.85%,0.03%,12,065,0.01%,1,114.04,1.51%
 ,,082,Rockingham County,,,02,Passenger Cars,              ,471,253,0.70%,0.21%,916.54,1.46%,1.24%,779,407,0.84%,0.35%,176.84,1.77%,0.24%,523,756,0.81%,0.23%,20.66,1.85%,0.03%,1,774,415,0.79%,1,114.04,1.51%
 ,,082,Rockingham County,,,03,"Two Axle, 4 Tire Single Unit Vehicles",              ,90,178,0.13%,0.04%,916.54,1.46%,1.24%,236,144,0.25%,0.11%,176.84,1.77%,0.24%,122,280,0.19%,0.05%,20.66,1.85%,0.03%,448,602,0.20%,1,114.04,1.51%
 ,,082,Rockingham County,,,04,Busses,              ,2,788,0.00%,0.00%,916.54,1.46%,1.24%,7,706,0.01%,0.00%,176.84,1.77%,0.24%,6,058,0.01%,0.00%,20.66,1.85%,0.03%,16,552,0.01%,1,114.04,1.51%
 ,,082,Rockingham County,,,05,"Two Axle, 6 Tire Single Unit Trucks",              ,4,395,0.01%,0.00%,916.54,1.46%,1.24%,12,458,0.01%,0.01%,176.84,1.77%,0.24%,8,081,0.01%,0.00%,20.66,1.85%,0.03%,24,933,0.01%,1,114.04,1.51%
 ,,082,Rockingham County,,,06,Three Axle Single Unit Trucks,              ,4,240,0.01%,0.00%,916.54,1.46%,1.24%,10,004,0.01%,0.00%,176.84,1.77%,0.24%,6,124,0.01%,0.00%,20.66,1.85%,0.03%,20,368,0.01%,1,114.04,1.51%
 ,,082,Rockingham County,,,07,Four or More Axle Single Unit Trucks,              ,1,021,0.00%,0.00%,916.54,1.46%,1.24%,1,919,0.00%,0.00%,176.84,1.77%,0.24%,515,0.00%,0.00%,20.66,1.85%,0.03%,3,455,0.00%,1,114.04,1.51%
 ,,082,Rockingham County,,,08,Four Axle or Fewer Single Trailers,              ,1,142,0.00%,0.00%,916.54,1.46%,1.24%,4,574,0.00%,0.00%,176.84,1.77%,0.24%,5,428,0.01%,0.00%,20.66,1.85%,0.03%,11,145,0.00%,1,114.04,1.51%
 ,,082,Rockingham County,,,09,Five Axle Single Trailers,              ,5,292,0.01%,0.00%,916.54,1.46%,1.24%,26,993,0.03%,0.01%,176.84,1.77%,0.24%,177,137,0.27%,0.08%,20.66,1.85%,0.03%,209,421,0.09%,1,114.04,1.51%
 ,,082,Rockingham County,,,10,Six or More Axle Single Trailers,              ,281,0.00%,0.00%,916.54,1.46%,1.24%,938,0.00%,0.00%,176.84,1.77%,0.24%,1,368,0.00%,0.00%,20.66,1.85%,0.03%,2,587,0.00%,1,114.04,1.51%
 ,,082,Rockingham County,,,11,Five Axle or Fewer Multi-Trailers,              ,8,0.00%,0.00%,916.54,1.46%,1.24%,19,0.00%,0.00%,176.84,1.77%,0.24%,10,096,0.02%,0.00%,20.66,1.85%,0.03%,10,123,0.00%,1,114.04,1.51%
 ,,082,Rockingham County,,,12,Six Axle Multi-Trailers,              ,0,0.00%,0.00%,916.54,1.46%,1.24%,4,0.00%,0.00%,176.84,1.77%,0.24%,4,064,0.01%,0.00%,20.66,1.85%,0.03%,4,068,0.00%,1,114.04,1.51%
 ,,082,Rockingham County,,,13,Seven or More Axle Multi-Trailers,              ,0,0.00%,0.00%,916.54,1.46%,1.24%,0,0.00%,0.00%,176.84,1.77%,0.24%,12,0.00%,0.00%,20.66,1.85%,0.03%,12,0.00%,1,114.04,1.51%
 ,,082,Rockingham County Total:,,,,,,583,330,0.87%,0.26%,916.54,1.46%,1.24%,1,085,832,1.17%,0.48%,176.84,1.77%,0.24%,868,585,1.34%,0.39%,20.66,1.85%,0.03%,2,537,747,1.13%,1,114.04,1.51%
 ,,083,Russell County,,,01,Motorcycles,              ,595,0.00%,0.00%,558.31,0.89%,0.76%,3,488,0.00%,0.00%,95.06,0.95%,0.13%,0,0.00%,0.00%,0.00,0.00%,0.00%,4,083,0.00%,653.37,0.88%
 ,,083,Russell County,,,02,Passenger Cars,              ,139,981,0.21%,0.06%,558.31,0.89%,0.76%,380,959,0.41%,0.17%,95.06,0.95%,0.13%,0,0.00%,0.00%,0.00,0.00%,0.00%,520,939,0.23%,653.37,0.88%
 ,,083,Russell County,,,03,"Two Axle, 4 Tire Single Unit Vehicles",              ,18,953,0.03%,0.01%,558.31,0.89%,0.76%,122,240,0.13%,0.05%,95.06,0.95%,0.13%,0,0.00%,0.00%,0.00,0.00%,0.00%,141,193,0.06%,653.37,0.88%
 ,,083,Russell County,,,04,Busses,              ,366,0.00%,0.00%,558.31,0.89%,0.76%,2,112,0.00%,0.00%,95.06,0.95%,0.13%,0,0.00%,0.00%,0.00,0.00%,0.00%,2,478,0.00%,653.37,0.88%
 ,,083,Russell County,,,05,"Two Axle, 6 Tire Single Unit Trucks",              ,628,0.00%,0.00%,558.31,0.89%,0.76%,3,982,0.00%,0.00%,95.06,0.95%,0.13%,0,0.00%,0.00%,0.00,0.00%,0.00%,4,610,0.00%,653.37,0.88%
 ,,083,Russell County,,,06,Three Axle Single Unit Trucks,              ,1,315,0.00%,0.00%,558.31,0.89%,0.76%,5,730,0.01%,0.00%,95.06,0.95%,0.13%,0,0.00%,0.00%,0.00,0.00%,0.00%,7,045,0.00%,653.37,0.88%
 ,,083,Russell County,,,07,Four or More Axle Single Unit Trucks,              ,629,0.00%,0.00%,558.31,0.89%,0.76%,1,818,0.00%,0.00%,95.06,0.95%,0.13%,0,0.00%,0.00%,0.00,0.00%,0.00%,2,447,0.00%,653.37,0.88%
 ,,083,Russell County,,,08,Four Axle or Fewer Single Trailers,              ,246,0.00%,0.00%,558.31,0.89%,0.76%,1,722,0.00%,0.00%,95.06,0.95%,0.13%,0,0.00%,0.00%,0.00,0.00%,0.00%,1,969,0.00%,653.37,0.88%
 ,,083,Russell County,,,09,Five Axle Single Trailers,              ,1,077,0.00%,0.00%,558.31,0.89%,0.76%,12,495,0.01%,0.01%,95.06,0.95%,0.13%,0,0.00%,0.00%,0.00,0.00%,0.00%,13,572,0.01%,653.37,0.88%
 ,,083,Russell County,,,10,Six or More Axle Single Trailers,              ,1,013,0.00%,0.00%,558.31,0.89%,0.76%,1,358,0.00%,0.00%,95.06,0.95%,0.13%,0,0.00%,0.00%,0.00,0.00%,0.00%,2,371,0.00%,653.37,0.88%
 ,,083,Russell County,,,11,Five Axle or Fewer Multi-Trailers,              ,0,0.00%,0.00%,558.31,0.89%,0.76%,3,0.00%,0.00%,95.06,0.95%,0.13%,0,0.00%,0.00%,0.00,0.00%,0.00%,3,0.00%,653.37,0.88%
