 ,,001,Accomack County,,,11,Five Axle or Fewer Multi-Trailers,              ,2,0.00%,0.00%,518.76,0.83%,0.70%,73,0.00%,0.00%,85.14,0.85%,0.12%,0,0.00%,0.00%,0.00,0.00%,0.00%,75,0.00%,603.90,0.82%
 ,,001,Accomack County,,,12,Six Axle Multi-Trailers,              ,2,0.00%,0.00%,518.76,0.83%,0.70%,89,0.00%,0.00%,85.14,0.85%,0.12%,0,0.00%,0.00%,0.00,0.00%,0.00%,91,0.00%,603.90,0.82%
 ,,001,Accomack County,,,13,Seven or More Axle Multi-Trailers,              ,0,0.00%,0.00%,518.76,0.83%,0.70%,1,0.00%,0.00%,85.14,0.85%,0.12%,0,0.00%,0.00%,0.00,0.00%,0.00%,1,0.00%,603.90,0.82%
 ,,001,Accomack County Total:,,,,,,240,960,0.36%,0.11%,518.76,0.83%,0.70%,776,493,0.84%,0.35%,85.14,0.85%,0.12%,0,0.00%,0.00%,0.00,0.00%,0.00%,1,017,453,0.45%,603.90,0.82%
 ,,002,Albemarle County,,,01,Motorcycles,              ,2,321,0.00%,0.00%,866.27,1.38%,1.17%,5,045,0.01%,0.00%,138.57,1.39%,0.19%,4,029,0.01%,0.00%,29.67,2.65%,0.04%,11,395,0.01%,1,034.51,1.40%
 ,,002,Albemarle County,,,02,Passenger Cars,              ,835,530,1.25%,0.37%,866.27,1.38%,1.17%,1,256,624,1.35%,0.56%,138.57,1.39%,0.19%,752,350,1.16%,0.33%,29.67,2.65%,0.04%,2,844,505,1.27%,1,034.51,1.40%
 ,,002,Albemarle County,,,03,"Two Axle, 4 Tire Single Unit Vehicles",              ,119,512,0.18%,0.05%,866.27,1.38%,1.17%,267,473,0.29%,0.12%,138.57,1.39%,0.19%,166,893,0.26%,0.07%,29.67,2.65%,0.04%,553,878,0.25%,1,034.51,1.40%
 ,,002,Albemarle County,,,04,Busses,              ,4,147,0.01%,0.00%,866.27,1.38%,1.17%,8,330,0.01%,0.00%,138.57,1.39%,0.19%,7,975,0.01%,0.00%,29.67,2.65%,0.04%,20,452,0.01%,1,034.51,1.40%
 ,,002,Albemarle County,,,05,"Two Axle, 6 Tire Single Unit Trucks",              ,5,741,0.01%,0.00%,866.27,1.38%,1.17%,12,898,0.01%,0.01%,138.57,1.39%,0.19%,8,522,0.01%,0.00%,29.67,2.65%,0.04%,27,160,0.01%,1,034.51,1.40%
 ,,002,Albemarle County,,,06,Three Axle Single Unit Trucks,              ,4,307,0.01%,0.00%,866.27,1.38%,1.17%,9,625,0.01%,0.00%,138.57,1.39%,0.19%,5,807,0.01%,0.00%,29.67,2.65%,0.04%,19,739,0.01%,1,034.51,1.40%
 ,,002,Albemarle County,,,07,Four or More Axle Single Unit Trucks,              ,584,0.00%,0.00%,866.27,1.38%,1.17%,2,968,0.00%,0.00%,138.57,1.39%,0.19%,739,0.00%,0.00%,29.67,2.65%,0.04%,4,292,0.00%,1,034.51,1.40%
 ,,002,Albemarle County,,,08,Four Axle or Fewer Single Trailers,              ,1,271,0.00%,0.00%,866.27,1.38%,1.17%,5,102,0.01%,0.00%,138.57,1.39%,0.19%,5,400,0.01%,0.00%,29.67,2.65%,0.04%,11,773,0.01%,1,034.51,1.40%
 ,,002,Albemarle County,,,09,Five Axle Single Trailers,              ,994,0.00%,0.00%,866.27,1.38%,1.17%,29,156,0.03%,0.01%,138.57,1.39%,0.19%,96,939,0.15%,0.04%,29.67,2.65%,0.04%,127,088,0.06%,1,034.51,1.40%
 ,,002,Albemarle County,,,10,Six or More Axle Single Trailers,              ,148,0.00%,0.00%,866.27,1.38%,1.17%,425,0.00%,0.00%,138.57,1.39%,0.19%,1,571,0.00%,0.00%,29.67,2.65%,0.04%,2,144,0.00%,1,034.51,1.40%
 ,,002,Albemarle County,,,11,Five Axle or Fewer Multi-Trailers,              ,8,0.00%,0.00%,866.27,1.38%,1.17%,1,930,0.00%,0.00%,138.57,1.39%,0.19%,2,872,0.00%,0.00%,29.67,2.65%,0.04%,4,810,0.00%,1,034.51,1.40%
 ,,002,Albemarle County,,,12,Six Axle Multi-Trailers,              ,0,0.00%,0.00%,866.27,1.38%,1.17%,395,0.00%,0.00%,138.57,1.39%,0.19%,749,0.00%,0.00%,29.67,2.65%,0.04%,1,144,0.00%,1,034.51,1.40%
 ,,002,Albemarle County,,,13,Seven or More Axle Multi-Trailers,              ,0,0.00%,0.00%,866.27,1.38%,1.17%,1,0.00%,0.00%,138.57,1.39%,0.19%,3,0.00%,0.00%,29.67,2.65%,0.04%,4,0.00%,1,034.51,1.40%
 ,,002,Albemarle County Total:,,,,,,974,564,1.46%,0.43%,866.27,1.38%,1.17%,1,599,971,1.72%,0.71%,138.57,1.39%,0.19%,1,053,851,1.62%,0.47%,29.67,2.65%,0.04%,3,628,385,1.61%,1,034.51,1.40%
 ,,003,Alleghany County,,,01,Motorcycles,              ,241,0.00%,0.00%,325.05,0.52%,0.44%,715,0.00%,0.00%,83.03,0.83%,0.11%,1,709,0.00%,0.00%,38.04,3.40%,0.05%,2,664,0.00%,446.12,0.60%
 ,,003,Alleghany County,,,02,Passenger Cars,              ,108,906,0.16%,0.05%,325.05,0.52%,0.44%,80,507,0.09%,0.04%,83.03,0.83%,0.11%,246,017,0.38%,0.11%,38.04,3.40%,0.05%,435,430,0.19%,446.12,0.60%
 ,,003,Alleghany County,,,03,"Two Axle, 4 Tire Single Unit Vehicles",              ,9,546,0.01%,0.00%,325.05,0.52%,0.44%,25,539,0.03%,0.01%,83.03,0.83%,0.11%,62,839,0.10%,0.03%,38.04,3.40%,0.05%,97,924,0.04%,446.12,0.60%
 ,,003,Alleghany County,,,04,Busses,              ,251,0.00%,0.00%,325.05,0.52%,0.44%,790,0.00%,0.00%,83.03,0.83%,0.11%,2,889,0.00%,0.00%,38.04,3.40%,0.05%,3,930,0.00%,446.12,0.60%
 ,,003,Alleghany County,,,05,"Two Axle, 6 Tire Single Unit Trucks",              ,378,0.00%,0.00%,325.05,0.52%,0.44%,948,0.00%,0.00%,83.03,0.83%,0.11%,3,495,0.01%,0.00%,38.04,3.40%,0.05%,4,820,0.00%,446.12,0.60%
 ,,003,Alleghany County,,,06,Three Axle Single Unit Trucks,              ,976,0.00%,0.00%,325.05,0.52%,0.44%,1,102,0.00%,0.00%,83.03,0.83%,0.11%,3,314,0.01%,0.00%,38.04,3.40%,0.05%,5,392,0.00%,446.12,0.60%
 ,,003,Alleghany County,,,07,Four or More Axle Single Unit Trucks,              ,381,0.00%,0.00%,325.05,0.52%,0.44%,245,0.00%,0.00%,83.03,0.83%,0.11%,534,0.00%,0.00%,38.04,3.40%,0.05%,1,159,0.00%,446.12,0.60%
 ,,003,Alleghany County,,,08,Four Axle or Fewer Single Trailers,              ,51,0.00%,0.00%,325.05,0.52%,0.44%,385,0.00%,0.00%,83.03,0.83%,0.11%,1,999,0.00%,0.00%,38.04,3.40%,0.05%,2,435,0.00%,446.12,0.60%
 ,,003,Alleghany County,,,09,Five Axle Single Trailers,              ,150,0.00%,0.00%,325.05,0.52%,0.44%,4,308,0.00%,0.00%,83.03,0.83%,0.11%,86,885,0.13%,0.04%,38.04,3.40%,0.05%,91,342,0.04%,446.12,0.60%
 ,,003,Alleghany County,,,10,Six or More Axle Single Trailers,              ,24,0.00%,0.00%,325.05,0.52%,0.44%,172,0.00%,0.00%,83.03,0.83%,0.11%,1,139,0.00%,0.00%,38.04,3.40%,0.05%,1,334,0.00%,446.12,0.60%
 ,,003,Alleghany County,,,11,Five Axle or Fewer Multi-Trailers,              ,1,0.00%,0.00%,325.05,0.52%,0.44%,11,0.00%,0.00%,83.03,0.83%,0.11%,2,113,0.00%,0.00%,38.04,3.40%,0.05%,2,125,0.00%,446.12,0.60%
 ,,003,Alleghany County,,,12,Six Axle Multi-Trailers,              ,0,0.00%,0.00%,325.05,0.52%,0.44%,0,0.00%,0.00%,83.03,0.83%,0.11%,449,0.00%,0.00%,38.04,3.40%,0.05%,450,0.00%,446.12,0.60%
 ,,003,Alleghany County,,,13,Seven or More Axle Multi-Trailers,              ,0,0.00%,0.00%,325.05,0.52%,0.44%,0,0.00%,0.00%,83.03,0.83%,0.11%,19,0.00%,0.00%,38.04,3.40%,0.05%,19,0.00%,446.12,0.60%
 ,,003,Alleghany County Total:,,,,,,120,903,0.18%,0.05%,325.05,0.52%,0.44%,114,722,0.12%,0.05%,83.03,0.83%,0.11%,413,400,0.64%,0.18%,38.04,3.40%,0.05%,649,025,0.29%,446.12,0.60%
 ,,004,Amelia County,,,01,Motorcycles,              ,421,0.00%,0.00%,365.76,0.58%,0.49%,1,065,0.00%,0.00%,40.03,0.40%,0.05%,0,0.00%,0.00%,0.00,0.00%,0.00%,1,486,0.00%,405.79,0.55%
 ,,004,Amelia County,,,02,Passenger Cars,              ,158,811,0.24%,0.07%,365.76,0.58%,0.49%,243,848,0.26%,0.11%,40.03,0.40%,0.05%,0,0.00%,0.00%,0.00,0.00%,0.00%,402,659,0.18%,405.79,0.55%
 ,,004,Amelia County,,,03,"Two Axle, 4 Tire Single Unit Vehicles",              ,32,838,0.05%,0.01%,365.76,0.58%,0.49%,77,332,0.08%,0.03%,40.03,0.40%,0.05%,0,0.00%,0.00%,0.00,0.00%,0.00%,110,170,0.05%,405.79,0.55%
 ,,004,Amelia County,,,04,Busses,              ,995,0.00%,0.00%,365.76,0.58%,0.49%,2,037,0.00%,0.00%,40.03,0.40%,0.05%,0,0.00%,0.00%,0.00,0.00%,0.00%,3,032,0.00%,405.79,0.55%
 ,,004,Amelia County,,,05,"Two Axle, 6 Tire Single Unit Trucks",              ,1,464,0.00%,0.00%,365.76,0.58%,0.49%,2,907,0.00%,0.00%,40.03,0.40%,0.05%,0,0.00%,0.00%,0.00,0.00%,0.00%,4,371,0.00%,405.79,0.55%
 ,,004,Amelia County,,,06,Three Axle Single Unit Trucks,              ,1,604,0.00%,0.00%,365.76,0.58%,0.49%,2,602,0.00%,0.00%,40.03,0.40%,0.05%,0,0.00%,0.00%,0.00,0.00%,0.00%,4,206,0.00%,405.79,0.55%
 ,,004,Amelia County,,,07,Four or More Axle Single Unit Trucks,              ,494,0.00%,0.00%,365.76,0.58%,0.49%,519,0.00%,0.00%,40.03,0.40%,0.05%,0,0.00%,0.00%,0.00,0.00%,0.00%,1,013,0.00%,405.79,0.55%
 ,,004,Amelia County,,,08,Four Axle or Fewer Single Trailers,              ,514,0.00%,0.00%,365.76,0.58%,0.49%,1,513,0.00%,0.00%,40.03,0.40%,0.05%,0,0.00%,0.00%,0.00,0.00%,0.00%,2,027,0.00%,405.79,0.55%
 ,,004,Amelia County,,,09,Five Axle Single Trailers,              ,2,777,0.00%,0.00%,365.76,0.58%,0.49%,15,393,0.02%,0.01%,40.03,0.40%,0.05%,0,0.00%,0.00%,0.00,0.00%,0.00%,18,170,0.01%,405.79,0.55%
 ,,004,Amelia County,,,10,Six or More Axle Single Trailers,              ,95,0.00%,0.00%,365.76,0.58%,0.49%,317,0.00%,0.00%,40.03,0.40%,0.05%,0,0.00%,0.00%,0.00,0.00%,0.00%,412,0.00%,405.79,0.55%
 ,,004,Amelia County,,,11,Five Axle or Fewer Multi-Trailers,              ,5,0.00%,0.00%,365.76,0.58%,0.49%,1,679,0.00%,0.00%,40.03,0.40%,0.05%,0,0.00%,0.00%,0.00,0.00%,0.00%,1,684,0.00%,405.79,0.55%
 ,,004,Amelia County,,,12,Six Axle Multi-Trailers,              ,0,0.00%,0.00%,365.76,0.58%,0.49%,216,0.00%,0.00%,40.03,0.40%,0.05%,0,0.00%,0.00%,0.00,0.00%,0.00%,216,0.00%,405.79,0.55%
 ,,004,Amelia County,,,13,Seven or More Axle Multi-Trailers,              ,0,0.00%,0.00%,365.76,0.58%,0.49%,1,0.00%,0.00%,40.03,0.40%,0.05%,0,0.00%,0.00%,0.00,0.00%,0.00%,1,0.00%,405.79,0.55%
 ,,004,Amelia County Total:,,,,,,200,018,0.30%,0.09%,365.76,0.58%,0.49%,349,428,0.38%,0.16%,40.03,0.40%,0.05%,0,0.00%,0.00%,0.00,0.00%,0.00%,549,446,0.24%,405.79,0.55%
 ,,005,Amherst County,,,01,Motorcycles,              ,434,0.00%,0.00%,597.12,0.95%,0.81%,2,671,0.00%,0.00%,118.13,1.18%,0.16%,0,0.00%,0.00%,0.00,0.00%,0.00%,3,105,0.00%,715.25,0.97%
 ,,005,Amherst County,,,02,Passenger Cars,              ,183,147,0.27%,0.08%,597.12,0.95%,0.81%,474,523,0.51%,0.21%,118.13,1.18%,0.16%,0,0.00%,0.00%,0.00,0.00%,0.00%,657,670,0.29%,715.25,0.97%
 ,,005,Amherst County,,,03,"Two Axle, 4 Tire Single Unit Vehicles",              ,28,576,0.04%,0.01%,597.12,0.95%,0.81%,106,440,0.11%,0.05%,118.13,1.18%,0.16%,0,0.00%,0.00%,0.00,0.00%,0.00%,135,016,0.06%,715.25,0.97%
 ,,005,Amherst County,,,04,Busses,              ,878,0.00%,0.00%,597.12,0.95%,0.81%,3,182,0.00%,0.00%,118.13,1.18%,0.16%,0,0.00%,0.00%,0.00,0.00%,0.00%,4,061,0.00%,715.25,0.97%
 ,,005,Amherst County,,,05,"Two Axle, 6 Tire Single Unit Trucks",              ,1,319,0.00%,0.00%,597.12,0.95%,0.81%,4,628,0.00%,0.00%,118.13,1.18%,0.16%,0,0.00%,0.00%,0.00,0.00%,0.00%,5,947,0.00%,715.25,0.97%
 ,,005,Amherst County,,,06,Three Axle Single Unit Trucks,              ,780,0.00%,0.00%,597.12,0.95%,0.81%,3,281,0.00%,0.00%,118.13,1.18%,0.16%,0,0.00%,0.00%,0.00,0.00%,0.00%,4,061,0.00%,715.25,0.97%
 ,,005,Amherst County,,,07,Four or More Axle Single Unit Trucks,              ,162,0.00%,0.00%,597.12,0.95%,0.81%,1,496,0.00%,0.00%,118.13,1.18%,0.16%,0,0.00%,0.00%,0.00,0.00%,0.00%,1,658,0.00%,715.25,0.97%
 ,,005,Amherst County,,,08,Four Axle or Fewer Single Trailers,              ,181,0.00%,0.00%,597.12,0.95%,0.81%,2,256,0.00%,0.00%,118.13,1.18%,0.16%,0,0.00%,0.00%,0.00,0.00%,0.00%,2,437,0.00%,715.25,0.97%
 ,,005,Amherst County,,,09,Five Axle Single Trailers,              ,1,324,0.00%,0.00%,597.12,0.95%,0.81%,25,327,0.03%,0.01%,118.13,1.18%,0.16%,0,0.00%,0.00%,0.00,0.00%,0.00%,26,651,0.01%,715.25,0.97%
 ,,005,Amherst County,,,10,Six or More Axle Single Trailers,              ,43,0.00%,0.00%,597.12,0.95%,0.81%,242,0.00%,0.00%,118.13,1.18%,0.16%,0,0.00%,0.00%,0.00,0.00%,0.00%,285,0.00%,715.25,0.97%
 ,,005,Amherst County,,,11,Five Axle or Fewer Multi-Trailers,              ,0,0.00%,0.00%,597.12,0.95%,0.81%,1,142,0.00%,0.00%,118.13,1.18%,0.16%,0,0.00%,0.00%,0.00,0.00%,0.00%,1,142,0.00%,715.25,0.97%
 ,,005,Amherst County,,,12,Six Axle Multi-Trailers,              ,0,0.00%,0.00%,597.12,0.95%,0.81%,231,0.00%,0.00%,118.13,1.18%,0.16%,0,0.00%,0.00%,0.00,0.00%,0.00%,231,0.00%,715.25,0.97%
 ,,005,Amherst County,,,13,Seven or More Axle Multi-Trailers,              ,0,0.00%,0.00%,597.12,0.95%,0.81%,0,0.00%,0.00%,118.13,1.18%,0.16%,0,0.00%,0.00%,0.00,0.00%,0.00%,0,0.00%,715.25,0.97%
 ,,005,Amherst County Total:,,,,,,216,846,0.32%,0.10%,597.12,0.95%,0.81%,625,418,0.67%,0.28%,118.13,1.18%,0.16%,0,0.00%,0.00%,0.00,0.00%,0.00%,842,264,0.37%,715.25,0.97%
 ,,006,Appomattox County,,,01,Motorcycles,              ,376,0.00%,0.00%,420.56,0.67%,0.57%,1,270,0.00%,0.00%,47.66,0.48%,0.06%,0,0.00%,0.00%,0.00,0.00%,0.00%,1,646,0.00%,468.22,0.63%
 ,,006,Appomattox County,,,02,Passenger Cars,              ,103,510,0.15%,0.05%,420.56,0.67%,0.57%,188,966,0.20%,0.08%,47.66,0.48%,0.06%,0,0.00%,0.00%,0.00,0.00%,0.00%,292,477,0.13%,468.22,0.63%
 ,,006,Appomattox County,,,03,"Two Axle, 4 Tire Single Unit Vehicles",              ,16,626,0.02%,0.01%,420.56,0.67%,0.57%,53,690,0.06%,0.02%,47.66,0.48%,0.06%,0,0.00%,0.00%,0.00,0.00%,0.00%,70,315,0.03%,468.22,0.63%
 ,,006,Appomattox County,,,04,Busses,              ,69,0.00%,0.00%,420.56,0.67%,0.57%,1,433,0.00%,0.00%,47.66,0.48%,0.06%,0,0.00%,0.00%,0.00,0.00%,0.00%,1,502,0.00%,468.22,0.63%
 ,,006,Appomattox County,,,05,"Two Axle, 6 Tire Single Unit Trucks",              ,514,0.00%,0.00%,420.56,0.67%,0.57%,2,099,0.00%,0.00%,47.66,0.48%,0.06%,0,0.00%,0.00%,0.00,0.00%,0.00%,2,613,0.00%,468.22,0.63%
 ,,006,Appomattox County,,,06,Three Axle Single Unit Trucks,              ,496,0.00%,0.00%,420.56,0.67%,0.57%,1,926,0.00%,0.00%,47.66,0.48%,0.06%,0,0.00%,0.00%,0.00,0.00%,0.00%,2,422,0.00%,468.22,0.63%
 ,,006,Appomattox County,,,07,Four or More Axle Single Unit Trucks,              ,239,0.00%,0.00%,420.56,0.67%,0.57%,461,0.00%,0.00%,47.66,0.48%,0.06%,0,0.00%,0.00%,0.00,0.00%,0.00%,700,0.00%,468.22,0.63%
 ,,006,Appomattox County,,,08,Four Axle or Fewer Single Trailers,              ,151,0.00%,0.00%,420.56,0.67%,0.57%,1,263,0.00%,0.00%,47.66,0.48%,0.06%,0,0.00%,0.00%,0.00,0.00%,0.00%,1,414,0.00%,468.22,0.63%
 ,,006,Appomattox County,,,09,Five Axle Single Trailers,              ,983,0.00%,0.00%,420.56,0.67%,0.57%,17,137,0.02%,0.01%,47.66,0.48%,0.06%,0,0.00%,0.00%,0.00,0.00%,0.00%,18,120,0.01%,468.22,0.63%
 ,,006,Appomattox County,,,10,Six or More Axle Single Trailers,              ,39,0.00%,0.00%,420.56,0.67%,0.57%,439,0.00%,0.00%,47.66,0.48%,0.06%,0,0.00%,0.00%,0.00,0.00%,0.00%,478,0.00%,468.22,0.63%
 ,,006,Appomattox County,,,11,Five Axle or Fewer Multi-Trailers,              ,1,0.00%,0.00%,420.56,0.67%,0.57%,421,0.00%,0.00%,47.66,0.48%,0.06%,0,0.00%,0.00%,0.00,0.00%,0.00%,422,0.00%,468.22,0.63%
 ,,006,Appomattox County,,,12,Six Axle Multi-Trailers,              ,1,0.00%,0.00%,420.56,0.67%,0.57%,67,0.00%,0.00%,47.66,0.48%,0.06%,0,0.00%,0.00%,0.00,0.00%,0.00%,68,0.00%,468.22,0.63%
 ,,006,Appomattox County,,,13,Seven or More Axle Multi-Trailers,              ,0,0.00%,0.00%,420.56,0.67%,0.57%,1,0.00%,0.00%,47.66,0.48%,0.06%,0,0.00%,0.00%,0.00,0.00%,0.00%,1,0.00%,468.22,0.63%
 ,,006,Appomattox County Total:,,,,,,123,005,0.18%,0.05%,420.56,0.67%,0.57%,269,174,0.29%,0.12%,47.66,0.48%,0.06%,0,0.00%,0.00%,0.00,0.00%,0.00%,392,179,0.17%,468.22,0.63%
 ,,000,Arlington County,,,01,Motorcycles,              ,1,673,0.00%,0.00%,384.98,0.61%,0.52%,2,095,0.00%,0.00%,52.09,0.52%,0.07%,6,650,0.01%,0.00%,10.96,0.98%,0.01%,10,418,0.00%,448.03,0.61%
 ,,000,Arlington County,,,02,Passenger Cars,              ,1,133,882,1.69%,0.50%,384.98,0.61%,0.52%,1,681,865,1.81%,0.75%,52.09,0.52%,0.07%,1,237,416,1.90%,0.55%,10.96,0.98%,0.01%,4,053,163,1.80%,448.03,0.61%
 ,,000,Arlington County,,,03,"Two Axle, 4 Tire Single Unit Vehicles",              ,72,157,0.11%,0.03%,384.98,0.61%,0.52%,124,599,0.13%,0.06%,52.09,0.52%,0.07%,139,093,0.21%,0.06%,10.96,0.98%,0.01%,335,849,0.15%,448.03,0.61%
 ,,000,Arlington County,,,04,Busses,              ,8,956,0.01%,0.00%,384.98,0.61%,0.52%,9,477,0.01%,0.00%,52.09,0.52%,0.07%,8,146,0.01%,0.00%,10.96,0.98%,0.01%,26,578,0.01%,448.03,0.61%
 ,,000,Arlington County,,,05,"Two Axle, 6 Tire Single Unit Trucks",              ,8,586,0.01%,0.00%,384.98,0.61%,0.52%,7,946,0.01%,0.00%,52.09,0.52%,0.07%,5,320,0.01%,0.00%,10.96,0.98%,0.01%,21,852,0.01%,448.03,0.61%
 ,,000,Arlington County,,,06,Three Axle Single Unit Trucks,              ,1,531,0.00%,0.00%,384.98,0.61%,0.52%,2,670,0.00%,0.00%,52.09,0.52%,0.07%,3,370,0.01%,0.00%,10.96,0.98%,0.01%,7,571,0.00%,448.03,0.61%
 ,,000,Arlington County,,,07,Four or More Axle Single Unit Trucks,              ,230,0.00%,0.00%,384.98,0.61%,0.52%,597,0.00%,0.00%,52.09,0.52%,0.07%,1,312,0.00%,0.00%,10.96,0.98%,0.01%,2,140,0.00%,448.03,0.61%
 ,,000,Arlington County,,,08,Four Axle or Fewer Single Trailers,              ,1,133,0.00%,0.00%,384.98,0.61%,0.52%,1,163,0.00%,0.00%,52.09,0.52%,0.07%,719,0.00%,0.00%,10.96,0.98%,0.01%,3,016,0.00%,448.03,0.61%
 ,,000,Arlington County,,,09,Five Axle Single Trailers,              ,500,0.00%,0.00%,384.98,0.61%,0.52%,1,177,0.00%,0.00%,52.09,0.52%,0.07%,3,850,0.01%,0.00%,10.96,0.98%,0.01%,5,527,0.00%,448.03,0.61%
 ,,000,Arlington County,,,10,Six or More Axle Single Trailers,              ,30,0.00%,0.00%,384.98,0.61%,0.52%,43,0.00%,0.00%,52.09,0.52%,0.07%,232,0.00%,0.00%,10.96,0.98%,0.01%,305,0.00%,448.03,0.61%
 ,,000,Arlington County,,,11,Five Axle or Fewer Multi-Trailers,              ,11,0.00%,0.00%,384.98,0.61%,0.52%,16,0.00%,0.00%,52.09,0.52%,0.07%,8,0.00%,0.00%,10.96,0.98%,0.01%,35,0.00%,448.03,0.61%
 ,,000,Arlington County,,,12,Six Axle Multi-Trailers,              ,0,0.00%,0.00%,384.98,0.61%,0.52%,0,0.00%,0.00%,52.09,0.52%,0.07%,8,0.00%,0.00%,10.96,0.98%,0.01%,8,0.00%,448.03,0.61%
 ,,000,Arlington County,,,13,Seven or More Axle Multi-Trailers,              ,0,0.00%,0.00%,384.98,0.61%,0.52%,0,0.00%,0.00%,52.09,0.52%,0.07%,0,0.00%,0.00%,10.96,0.98%,0.01%,0,0.00%,448.03,0.61%
 ,,000,Arlington County Total:,,,,,,1,228,689,1.84%,0.55%,384.98,0.61%,0.52%,1,831,650,1.97%,0.81%,52.09,0.52%,0.07%,1,406,124,2.16%,0.63%,10.96,0.98%,0.01%,4,466,462,1.99%,448.03,0.61%
 ,,007,Augusta County,,,01,Motorcycles,              ,4,299,0.01%,0.00%,1,136.02,1.81%,1.54%,5,878,0.01%,0.00%,207.07,2.07%,0.28%,7,137,0.01%,0.00%,41.41,3.70%,0.06%,17,314,0.01%,1,384.50,1.87%
