Virginia Department of Transportation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Traffic Engineering Division,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Annual Average Daily Traffic Volume Estimates By Section of Route,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
City of Harrisonburg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Parallel Facilities Combined,,,,,,,,,,,,,
Link ID,Route Prefix,Route Number,Route Suffix,Route Label,Route Alias,Physical Jurisdiction,,Maintenance Jurisdiction,,Link Length,Start Label,End Label,AADT,AADT Quality,Percent 2 and 4 Tire Vehicles,Percent Busses,Percent Single Unit Trucks 2 Axle,Percent Single Unit Trucks 3+ Axle,Percent Combination Trucks 1 Trailer,Percent Combination Trucks 2+ Trailer,Vehicle Classification Quality,K Factor,K Factor Quality,Direction Factor,AAWDT,AAWDT Quality,Data Date,Comment,AADT,AADT Quality,Percent 2 and 4 Tire Vehicles,Percent Busses,Percent Single Unit Trucks 2 Axle,Percent Single Unit Trucks 3+ Axle,Percent Combination Trucks 1 Trailer,Percent Combination Trucks 2+ Trailer,Vehicle Classification Quality,K Factor,K Factor Quality,Direction Factor,AAWDT,AAWDT Quality
637682,  US,00011,     ,US 11,Main St,115,City of Harrisonburg,115,City of Harrisonburg,0.91,SCL Harrisonburg,I-81,13000,G,96%,0%,1%,1%,2%,0%,F,0.0877,F,0.5397,13000,G,2011,,,,,,,,,,,,,,,
637637,  US,00011,     ,US 11,Main St,115,City of Harrisonburg,115,City of Harrisonburg,1.77,I-81,Pleasant Hill Rd,18000,G,96%,1%,1%,1%,1%,0%,F,0.0856,F,0.5233,19000,G,2011,,,,,,,,,,,,,,,
637664,  US,00011,     ,US 11,S Main St,115,City of Harrisonburg,115,City of Harrisonburg,0.87,Pleasant Hill Rd,Port Republic Rd,20000,G,96%,1%,1%,1%,1%,0%,C,0.0852,F,0.5569,22000,G,2011,,,,,,,,,,,,,,,
637630,  US,00011,     ,US 11,S Main St,115,City of Harrisonburg,115,City of Harrisonburg,0.65,Port Republic Rd,S Liberty St,21000,G,96%,1%,1%,1%,1%,0%,F,0.0773,F,0.5144,23000,G,2011,,,,,,,,,,,,,,,
637621,  US,00011,     ,US 11,Main St  NB,115,City of Harrisonburg,115,City of Harrisonburg,0.47,S Liberty St,US 33,6700,G,96%,1%,1%,1%,1%,0%,F,0.0928,F,0.5425,7200,G,2011,,13000,G,97%,0%,1%,1%,1%,0%,F,0.0847,F,0.7155,14000,G
637624,  US,00011,     ,"US 11, US 33",Main St NB,115,City of Harrisonburg,115,City of Harrisonburg,0.02,US 33,US 33 E Market Street,6700,N,96%,1%,1%,1%,1%,0%,N,0.0928,N,0.5425,7200,N,2011,,12000,N,96%,1%,1%,1%,1%,0%,N,,,,13000,N
637627,  US,00011,     ,"US 11, US 33 Par",Main St NB,115,City of Harrisonburg,115,City of Harrisonburg,0.03,US 33 E Market Street,US 33 Par,6700,N,96%,1%,1%,1%,1%,0%,N,0.0928,N,0.5425,7200,N,2011,,10000,N,96%,0%,1%,1%,1%,0%,N,,,,11000,N
637628,  US,00011,     ,US 11,Main St NB,115,City of Harrisonburg,115,City of Harrisonburg,0.34,US 33 Par,Kratzer Ave,6700,N,96%,1%,1%,1%,1%,0%,N,0.0928,N,0.5425,7200,N,2011,,,,,,,,,,,,,,,
637602,  US,00011,     ,US 11,N Main St,115,City of Harrisonburg,115,City of Harrisonburg,0.68,Kratzer Ave,Charles St,9000,G,96%,0%,1%,0%,2%,0%,C,0.0899,F,0.5925,9500,G,2011,,,,,,,,,,,,,,,
