712241,  20,01202,     ,20-1202,Winfore Dr,020,Chesterfield County,020,Chesterfield County,0.11,"20-1201 W, Kilrenny Rd",20-1204 Heathmere Ct,140,R,,,,,,,X,,,,,,08/04/2009,,,,,,,,,,,,,,,
712242,  20,01202,     ,20-1202,Heathmere Crest,020,Chesterfield County,020,Chesterfield County,0.04,20-1204 Heathmere Ct,20-1203 Stalbridge Rd,130,R,,,,,,,X,,,,,,08/04/2009,,,,,,,,,,,,,,,
712243,  20,01202,     ,20-1202,Heathmere Crest,020,Chesterfield County,020,Chesterfield County,0.04,20-1203 Stalbridge Rd,20-1231 Medbury Dr,180,R,,,,,,,X,,,,,,08/04/2009,,,,,,,,,,,,,,,
712244,  20,01202,     ,20-1202,Heathmere Crest,020,Chesterfield County,020,Chesterfield County,0.38,20-1231 Medbury Dr,20-1206 Featherstone Dr,860,R,,,,,,,X,,,,,,08/04/2009,,,,,,,,,,,,,,,
712245,  20,01203,     ,20-1203,Stalbridge Rd,020,Chesterfield County,020,Chesterfield County,0.07,20-1202,20-1201 Kilrenny Rd,120,R,,,,,,,X,,,,,,08/04/2009,,,,,,,,,,,,,,,
712246,  20,01204,     ,20-1204,Heathmere Ct,020,Chesterfield County,020,Chesterfield County,0.07,Dead End,20-1202,60,R,,,,,,,X,,,,,,08/04/2009,,,,,,,,,,,,,,,
712247,  20,01205,     ,20-1205,Winfore Ct,020,Chesterfield County,020,Chesterfield County,0.03,20-1202,Dead End,47,R,,,,,,,X,,,,,,08/04/2009,,,,,,,,,,,,,,,
712248,  20,01206,     ,20-1206,Featherstone Dr,020,Chesterfield County,020,Chesterfield County,0.15,20-1210 Olde Coach Dr,20-1208,680,R,,,,,,,X,,,,,,08/04/2009,,,,,,,,,,,,,,,
712249,  20,01206,     ,20-1206,Featherstone Dr,020,Chesterfield County,020,Chesterfield County,0.04,20-1208,20-1201 Kilrenny Rd,1100,R,,,,,,,X,,,,,,08/04/2009,,,,,,,,,,,,,,,
712250,  20,01206,     ,20-1206,Featherstone Dr,020,Chesterfield County,020,Chesterfield County,0.06,20-1201 Kilrenny Rd,20-1202,1500,R,,,,,,,X,,,,,,08/04/2009,,,,,,,,,,,,,,,
712251,  20,01206,     ,20-1206,Featherstone Dr,020,Chesterfield County,020,Chesterfield County,0.03,20-1202,20-1207 Warminster Dr,2300,R,,,,,,,X,,,,,,08/04/2009,,,,,,,,,,,,,,,
712252,  20,01206,     ,20-1206,Featherstone Dr,020,Chesterfield County,020,Chesterfield County,0.12,20-1207 Warminster Dr,20-1200 Featherstone Ct,3100,R,,,,,,,X,,,,,,08/04/2009,,,,,,,,,,,,,,,
712253,  20,01206,     ,20-1206,Featherstone Dr,020,Chesterfield County,020,Chesterfield County,0.13,20-1200 Featherstone Ct,SR 147 Huguenot Rd,3500,R,,,,,,,X,,,,,,08/04/2009,,,,,,,,,,,,,,,
712254,  20,01207,     ,20-1207,Warminster Dr,020,Chesterfield County,020,Chesterfield County,0.18,20-1482 Black Heath Rd,20-1218,180,R,,,,,,,X,,,,,,08/04/2009,,,,,,,,,,,,,,,
712255,  20,01207,     ,20-1207,Warminster Dr,020,Chesterfield County,020,Chesterfield County,0.06,20-1218,20-1216 Warminster Ct,160,R,,,,,,,X,,,,,,08/04/2009,,,,,,,,,,,,,,,
712256,  20,01207,     ,20-1207,Warminster Dr,020,Chesterfield County,020,Chesterfield County,0.09,20-1216 Warminster Ct,20-1215 Duckbill Dr,480,R,,,,,,,X,,,,,,08/04/2009,,,,,,,,,,,,,,,
712257,  20,01207,     ,20-1207,Warminster Dr,020,Chesterfield County,020,Chesterfield County,0.08,20-1215 Duckbill Dr,20-1214 Corianna Lane,760,R,,,,,,,X,,,,,,08/04/2009,,,,,,,,,,,,,,,
712258,  20,01207,     ,20-1207,Warminster Dr,020,Chesterfield County,020,Chesterfield County,0.15,20-1214 Corianna Lane,20-1210 Olde Coach Dr,850,R,,,,,,,X,,,,,,08/04/2009,,,,,,,,,,,,,,,
712259,  20,01207,     ,20-1207,Warminster Dr,020,Chesterfield County,020,Chesterfield County,0.15,20-1210 Olde Coach Dr,20-1209 Sainsbury Dr,1000,R,,,,,,,X,,,,,,08/04/2009,,,,,,,,,,,,,,,
712260,  20,01207,     ,20-1207,Warminster Dr,020,Chesterfield County,020,Chesterfield County,0.06,20-1209 Sainsbury Dr,20-1208,1000,R,,,,,,,X,,,,,,08/04/2009,,,,,,,,,,,,,,,
712261,  20,01207,     ,20-1207,Warminster Dr,020,Chesterfield County,020,Chesterfield County,0.12,20-1208,20-1206 Featherstone Dr,1100,R,,,,,,,X,,,,,,08/04/2009,,,,,,,,,,,,,,,
712262,  20,01208,     ,20-1208,Charterhouse,020,Chesterfield County,020,Chesterfield County,0.04,20-1201 Kilrenny Rd,20-1210 Olde Coach Dr,440,R,,,,,,,X,,,,,,08/06/2009,,,,,,,,,,,,,,,
712263,  20,01208,     ,20-1208,Charterhouse,020,Chesterfield County,020,Chesterfield County,0.18,20-1210 Olde Coach Dr,20-1206 Featherstone Dr,440,R,,,,,,,X,,,,,,08/06/2009,,,,,,,,,,,,,,,
712264,  20,01208,     ,20-1208,Charterhouse,020,Chesterfield County,020,Chesterfield County,0.06,20-1206 Featherstone Dr,20-1212 Charrington Dr,100,R,,,,,,,X,,,,,,08/06/2009,,,,,,,,,,,,,,,
712265,  20,01208,     ,20-1208,Sandgate Rd,020,Chesterfield County,020,Chesterfield County,0.08,20-1212 Charrington Dr,20-1207 Warminster Dr,60,R,,,,,,,X,,,,,,08/06/2009,,,,,,,,,,,,,,,
712266,  20,01208,     ,20-1208,Sandgate Rd,020,Chesterfield County,020,Chesterfield County,0.30,20-1207 Warminster Dr,20-1210 Olde Coach Dr,260,R,,,,,,,X,,,,,,08/06/2009,,,,,,,,,,,,,,,
712267,  20,01209,     ,20-1209,Sainsbury Dr,020,Chesterfield County,020,Chesterfield County,0.07,20-1210 Olde Coach Dr,20-1211 Sainsbury Ct,370,R,,,,,,,X,,,,,,08/06/2009,,,,,,,,,,,,,,,
712268,  20,01209,     ,20-1209,Sainsbury Dr,020,Chesterfield County,020,Chesterfield County,0.13,20-1211 Sainsbury Ct,20-1207 Warminster Dr,260,R,,,,,,,X,,,,,,08/06/2009,,,,,,,,,,,,,,,
712269,  20,01210,     ,20-1210,Olde Coach Dr,020,Chesterfield County,020,Chesterfield County,0.08,20-1208 WEST,20-1213 Haversham Dr,180,R,,,,,,,X,,,,,,08/06/2009,,,,,,,,,,,,,,,
712270,  20,01210,     ,20-1210,Olde Coach Dr,020,Chesterfield County,020,Chesterfield County,0.14,20-1213 Haversham Dr,20-1206 Featherstone Dr,240,R,,,,,,,X,,,,,,08/06/2009,,,,,,,,,,,,,,,
712271,  20,01210,     ,20-1210,Olde Coach Dr,020,Chesterfield County,020,Chesterfield County,0.07,20-1206 Featherstone Dr,20-1212 Charrington Dr,770,R,,,,,,,X,,,,,,08/06/2009,,,,,,,,,,,,,,,
712272,  20,01210,     ,20-1210,Olde Coach Dr,020,Chesterfield County,020,Chesterfield County,0.05,20-1212 Charrington Dr,20-1207 Warminster Dr,1100,R,,,,,,,X,,,,,,08/06/2009,,,,,,,,,,,,,,,
712273,  20,01210,     ,20-1210,Olde Coach Dr,020,Chesterfield County,020,Chesterfield County,0.13,20-1207 Warminster Dr,20-1209 Sainsbury Dr,800,R,,,,,,,X,,,,,,08/06/2009,,,,,,,,,,,,,,,
712274,  20,01210,     ,20-1210,Olde Coach Dr,020,Chesterfield County,020,Chesterfield County,0.06,20-1209 Sainsbury Dr,20-1208 EAST,820,R,,,,,,,X,,,,,,08/06/2009,,,,,,,,,,,,,,,
712275,  20,01210,     ,20-1210,Olde Coach Dr,020,Chesterfield County,020,Chesterfield County,0.08,20-1208 EAST,SR 147 Huguenot Rd,850,R,,,,,,,X,,,,,,08/06/2009,,,,,,,,,,,,,,,
712276,  20,01211,     ,20-1211,Sainsbury Ct,020,Chesterfield County,020,Chesterfield County,0.03,Cul-de-Sac,20-1209 Sainsbury Dr,50,R,,,,,,,X,,,,,,08/06/2009,,,,,,,,,,,,,,,
712277,  20,01212,     ,20-1212,Charrington Dr,020,Chesterfield County,020,Chesterfield County,0.18,20-1210 Olde Coach Dr,20-1208,250,R,,,,,,,X,,,,,,08/06/2009,,,,,,,,,,,,,,,
712278,  20,01213,     ,20-1213,Haversham Dr,020,Chesterfield County,020,Chesterfield County,0.13,20-1210 Olde Coach Dr,20-1206 Featherstone Dr,110,R,,,,,,,X,,,,,,08/06/2009,,,,,,,,,,,,,,,
712279,  20,01214,     ,20-1214,Corianna Lane,020,Chesterfield County,020,Chesterfield County,0.25,20-1482 Black Heath Rd,20-1207 Warminster Dr,210,R,,,,,,,X,,,,,,08/06/2009,,,,,,,,,,,,,,,
712280,  20,01215,     ,20-1215,Duckbill Dr,020,Chesterfield County,020,Chesterfield County,0.06,20-1482 Black Heath Rd,20-1217 Duckbill Ct,210,R,,,,,,,X,,,,,,08/06/2009,,,,,,,,,,,,,,,
712281,  20,01215,     ,20-1215,Duckbill Dr,020,Chesterfield County,020,Chesterfield County,0.16,20-1217 Duckbill Ct,20-1207 Warminster Dr,210,R,,,,,,,X,,,,,,08/06/2009,,,,,,,,,,,,,,,
712282,  20,01216,     ,20-1216,Warminster Ct,020,Chesterfield County,020,Chesterfield County,0.04,Cul-de-Sac,20-1207 Warminster Dr,40,R,,,,,,,X,,,,,,08/06/2009,,,,,,,,,,,,,,,
712283,  20,01217,     ,20-1217,Duckbill Ct,020,Chesterfield County,020,Chesterfield County,0.06,Cul-de-Sac,20-1215 Duckbill Dr,80,R,,,,,,,X,,,,,,08/06/2009,,,,,,,,,,,,,,,
712284,  20,01218,     ,20-1218,Old Brick School Rd,020,Chesterfield County,020,Chesterfield County,0.02,Dead End,20-1482 Black Heath Rd,10,R,,,,,,,X,,,,,,08/06/2009,,,,,,,,,,,,,,,
712285,  20,01218,     ,20-1218,Petty Rd,020,Chesterfield County,020,Chesterfield County,0.08,20-1482 Black Heath Rd,20-1219 Petty Ct,60,R,,,,,,,X,,,,,,08/06/2009,,,,,,,,,,,,,,,
712286,  20,01218,     ,20-1218,Petty Rd,020,Chesterfield County,020,Chesterfield County,0.05,20-1219 Petty Ct,20-1207 Warminster Dr,160,R,,,,,,,X,,,,,,08/06/2009,,,,,,,,,,,,,,,
712287,  20,01218,     ,20-1218,Petty Rd,020,Chesterfield County,020,Chesterfield County,0.03,20-1207 Warminster Dr,Dead End,10,R,,,,,,,X,,,,,,08/06/2009,,,,,,,,,,,,,,,
712288,  20,01219,     ,20-1219,Petty Ct,020,Chesterfield County,020,Chesterfield County,0.03,Cul-de-Sac,20-1218,20,R,,,,,,,X,,,,,,08/06/2009,,,,,,,,,,,,,,,
712289,  20,01220,     ,20-1220,Conte Dr,020,Chesterfield County,020,Chesterfield County,0.34,20-1224 Murray Hill Dr,20-711 Robious Rd,1000,R,,,,,,,X,,,,,,08/06/2009,,,,,,,,,,,,,,,
712290,  20,01221,     ,20-1221,Wiesinger Lane,020,Chesterfield County,020,Chesterfield County,0.03,Dead End,20-1220 Conte Dr,80,R,,,,,,,X,,,,,,08/06/2009,,,,,,,,,,,,,,,
712291,  20,01221,     ,20-1221,Wiesinger Lane,020,Chesterfield County,020,Chesterfield County,0.09,20-1220 Conte Dr,20-1222 Keith Lane,100,R,,,,,,,X,,,,,,08/06/2009,,,,,,,,,,,,,,,
712292,  20,01221,     ,20-1221,Wiesinger Lane,020,Chesterfield County,020,Chesterfield County,0.16,20-1222 Keith Lane,20-711 Robious Rd,120,R,,,,,,,X,,,,,,08/06/2009,,,,,,,,,,,,,,,
712293,  20,01222,     ,20-1222,Keith Lane,020,Chesterfield County,020,Chesterfield County,0.20,20-1220 Conte Dr,20-1221,47,R,,,,,,,X,,,,,,08/06/2009,,,,,,,,,,,,,,,
712294,  20,01223,     ,20-1223,Framar Dr,020,Chesterfield County,020,Chesterfield County,0.17,20-728 Corner Rock Rd,0.07 ME 20-3137,410,R,,,,,,,X,,,,,,04/24/2006,,,,,,,,,,,,,,,
712295,  20,01223,     ,20-1223,Framar Dr,020,Chesterfield County,020,Chesterfield County,0.06,0.07 ME 20-3137,"20-1227 W, Carbon Hill Dr",440,R,,,,,,,X,,,,,,04/24/2006,,,,,,,,,,,,,,,
712296,  20,01223,     ,20-1223,Framar Dr,020,Chesterfield County,020,Chesterfield County,0.15,"20-1227 W, Carbon Hill Dr","20-1227 E, Carbon Hill Dr",400,R,,,,,,,X,,,,,,04/24/2006,,,,,,,,,,,,,,,
712297,  20,01223,     ,20-1223,Framar Dr,020,Chesterfield County,020,Chesterfield County,0.03,"20-1227 E, Carbon Hill Dr",Dead End; Gap,8,R,,,,,,,X,,,,,,04/24/2006,,,,,,,,,,,,,,,
712298,  20,01223,     ,20-1223,Pine Bark Lane,020,Chesterfield County,020,Chesterfield County,0.05,Cul-de-Sac; Gap,20-1225 Leovey Lane,60,R,,,,,,,X,,,,,,04/24/2006,,,,,,,,,,,,,,,
712299,  20,01223,     ,20-1223,Pine Bark Lane,020,Chesterfield County,020,Chesterfield County,0.08,20-1225 Leovey Lane,20-1220 Conte Dr,430,R,,,,,,,X,,,,,,04/24/2006,,,,,,,,,,,,,,,
712300,  20,01224,     ,20-1224,Murray Hill Dr,020,Chesterfield County,020,Chesterfield County,0.09,Cul-de-Sac,20-3415 Running Brook Lane,90,R,,,,,,,X,,,,,,04/24/2006,,,,,,,,,,,,,,,
712301,  20,01224,     ,20-1224,Murray Hill Dr,020,Chesterfield County,020,Chesterfield County,0.08,20-3415 Running Brook Lane,20-1225 Leovey Lane,300,R,,,,,,,X,,,,,,04/24/2006,,,,,,,,,,,,,,,
712302,  20,01224,     ,20-1224,Murray Hill Dr,020,Chesterfield County,020,Chesterfield County,0.10,20-1225 Leovey Lane,20-1220 Conte Dr,420,R,,,,,,,X,,,,,,04/24/2006,,,,,,,,,,,,,,,
712303,  20,01224,     ,20-1224,Murray Hill Dr,020,Chesterfield County,020,Chesterfield County,0.08,20-1220 Conte Dr,Dead End,60,R,,,,,,,X,,,,,,04/24/2006,,,,,,,,,,,,,,,
712304,  20,01225,     ,20-1225,Leovey Lane,020,Chesterfield County,020,Chesterfield County,0.23,20-1224 Murray Hill Dr,20-1223 Pine Bark Lane,280,R,,,,,,,X,,,,,,04/24/2006,,,,,,,,,,,,,,,
712305,  20,01226,     ,20-1226,Wiesinger Lane,020,Chesterfield County,020,Chesterfield County,0.05,Cul-de-Sac,20-673 Old Gun Rd,90,R,,,,,,,X,,,,,,04/24/2006,,,,,,,,,,,,,,,
712306,  20,01226,     ,20-1226,Wiesinger Lane,020,Chesterfield County,020,Chesterfield County,0.13,20-673 Old Gun Rd,Dead End,50,R,,,,,,,X,,,,,,04/24/2006,,,,,,,,,,,,,,,
712307,  20,01227,     ,20-1227,Carbon Hill Dr,020,Chesterfield County,020,Chesterfield County,0.08,20-1223 Pine Bark Lane,"20-1228 W, Diamond Hill Dr",240,R,,,,,,,X,,,,,,04/24/2006,,,,,,,,,,,,,,,
712308,  20,01227,     ,20-1227,Carbon Hill Dr,020,Chesterfield County,020,Chesterfield County,0.27,"20-1228 W, Diamond Hill Dr",20-1229 Carbon Hill Ct,180,R,,,,,,,X,,,,,,04/24/2006,,,,,,,,,,,,,,,
712309,  20,01227,     ,20-1227,Carbon Hill Dr,020,Chesterfield County,020,Chesterfield County,0.09,20-1229 Carbon Hill Ct,"20-1228 E, Diamond Hill Dr",210,R,,,,,,,X,,,,,,04/24/2006,,,,,,,,,,,,,,,
712310,  20,01227,     ,20-1227,Carbon Hill Dr,020,Chesterfield County,020,Chesterfield County,0.09,"20-1228 E, Diamond Hill Dr",20-1223 Pine Bark Lane,370,R,,,,,,,X,,,,,,04/24/2006,,,,,,,,,,,,,,,
712311,  20,01228,     ,20-1228,Diamond Hill Dr,020,Chesterfield County,020,Chesterfield County,0.15,20-1227 Carbon Hill Dr,20-1227 Carbon Hill Dr,250,R,,,,,,,X,,,,,,04/24/2006,,,,,,,,,,,,,,,
712312,  20,01229,     ,20-1229,Carbon Hill Ct,020,Chesterfield County,020,Chesterfield County,0.06,Cul-de-Sac,20-1227 Carbon Hill Dr,60,R,,,,,,,X,,,,,,04/24/2006,,,,,,,,,,,,,,,
712313,  20,01230,     ,20-1230,Fairlington Lane,020,Chesterfield County,020,Chesterfield County,0.04,Dead End,20-1432 Hillanne Dr,49,R,,,,,,,X,,,,,,04/24/2006,,,,,,,,,,,,,,,
712314,  20,01230,     ,20-1230,Fairlington Lane,020,Chesterfield County,020,Chesterfield County,0.13,20-1432 Hillanne Dr,20-1431 Wildercroft Rd,250,R,,,,,,,X,,,,,,04/24/2006,,,,,,,,,,,,,,,
712315,  20,01230,     ,20-1230,Fairlington Lane,020,Chesterfield County,020,Chesterfield County,0.08,20-1431 Wildercroft Rd,Dead End,80,R,,,,,,,X,,,,,,04/24/2006,,,,,,,,,,,,,,,
712316,  20,01231,     ,20-1231,Medbury Dr,020,Chesterfield County,020,Chesterfield County,0.06,20-1232,20-1202 Heathmere Crest,680,R,,,,,,,X,,,,,,08/06/2009,,,,,,,,,,,,,,,
712317,  20,01232,     ,20-1232,Unison Dr,020,Chesterfield County,020,Chesterfield County,0.11,20-677 Old Buckingham Rd,20-1356 Musical Lane,920,R,,,,,,,X,,,,,,05/11/2006,,,,,,,,,,,,,,,
712318,  20,01232,     ,20-1232,Unison Dr,020,Chesterfield County,020,Chesterfield County,0.08,20-1356 Musical Lane,20-1357 Little Pond Lane,850,R,,,,,,,X,,,,,,05/11/2006,,,,,,,,,,,,,,,
712319,  20,01232,     ,20-1232,Unison Dr,020,Chesterfield County,020,Chesterfield County,0.07,20-1357 Little Pond Lane,20-1358 Whispering Way,800,R,,,,,,,X,,,,,,05/11/2006,,,,,,,,,,,,,,,
712320,  20,01232,     ,20-1232,Unison Dr,020,Chesterfield County,020,Chesterfield County,0.08,20-1358 Whispering Way,20-1268 Sandbag Rd,630,R,,,,,,,X,,,,,,05/11/2006,,,,,,,,,,,,,,,
712321,  20,01232,     ,20-1232,Unison Dr,020,Chesterfield County,020,Chesterfield County,0.12,20-1268 Sandbag Rd,20-1359 Mandolin Dr,560,R,,,,,,,X,,,,,,05/11/2006,,,,,,,,,,,,,,,
712322,  20,01232,     ,20-1232,Unison Dr,020,Chesterfield County,020,Chesterfield County,0.13,20-1359 Mandolin Dr,20-1258 Tremelo Trail,540,R,,,,,,,X,,,,,,05/11/2006,,,,,,,,,,,,,,,
712323,  20,01232,     ,20-1232,Unison Dr,020,Chesterfield County,020,Chesterfield County,0.06,20-1258 Tremelo Trail,20-1265 Olde Coalmine Rd,530,R,,,,,,,X,,,,,,05/11/2006,,,,,,,,,,,,,,,
712324,  20,01232,     ,20-1232, ,020,Chesterfield County,020,Chesterfield County,0.06,20-1265 Olde Coalmine Rd,20-1259 Drifting Circle,610,R,,,,,,,X,,,,,,05/11/2006,,,,,,,,,,,,,,,
712325,  20,01232,     ,20-1232, ,020,Chesterfield County,020,Chesterfield County,0.28,20-1259 Drifting Cr,20-1231 Medbury Dr,670,R,,,,,,,X,,,,,,05/11/2006,,,,,,,,,,,,,,,
712326,  20,01232,     ,20-1232, ,020,Chesterfield County,020,Chesterfield County,0.07,20-1231 Medbury Dr,Dead End,46,R,,,,,,,X,,,,,,05/10/2006,,,,,,,,,,,,,,,
712327,  20,01233,     ,20-1233,Soltice Close,020,Chesterfield County,020,Chesterfield County,0.27,20-1048 Mount Hill Dr,Cul-de-Sac,150,R,,,,,,,X,,,,,,04/26/2006,,,,,,,,,,,,,,,
712328,  20,01234,     ,20-1234,Dunkirk Dr,020,Chesterfield County,020,Chesterfield County,0.16,20-1199 Overridge Dr,20-1235 Windward Dr,120,R,,,,,,,X,,,,,,05/30/2006,,,,,,,,,,,,,,,
712329,  20,01235,     ,20-1235,Windward Dr,020,Chesterfield County,020,Chesterfield County,0.07,20-1152 Treely Rd,20-1234 Dunkirk Dr,80,R,,,,,,,X,,,,,,05/30/2006,,,,,,,,,,,,,,,
712330,  20,01235,     ,20-1235,Windward Dr,020,Chesterfield County,020,Chesterfield County,0.09,20-1234 Dunkirk Dr,20-1166 Greenbriar Dr,80,R,,,,,,,X,,,,,,05/30/2006,,,,,,,,,,,,,,,
712331,  20,01236,     ,20-1236,Greenbriar Ct,020,Chesterfield County,020,Chesterfield County,0.04,20-1166 Greenbriar Dr,Dead End,50,R,,,,,,,X,,,,,,05/30/2006,,,,,,,,,,,,,,,
712332,  20,01237,     ,20-1237,Ellesmere Dr,020,Chesterfield County,020,Chesterfield County,0.13,20-1014 Brigstock Rd,20-3356,640,R,,,,,,,X,,,,,,08/06/2009,,,,,,,,,,,,,,,
712333,  20,01237,     ,20-1237,Ellesmere Dr,020,Chesterfield County,020,Chesterfield County,0.24,20-3356,20-3355,680,R,,,,,,,X,,,,,,08/06/2009,,,,,,,,,,,,,,,
712334,  20,01237,     ,20-1237,Ellesmere Dr,020,Chesterfield County,020,Chesterfield County,0.13,20-3355,20-1068 Glendower Rd,860,R,,,,,,,X,,,,,,08/06/2009,,,,,,,,,,,,,,,
712335,  20,01237,     ,20-1237,Ellesmere Dr,020,Chesterfield County,020,Chesterfield County,0.36,20-1068 Glendower Rd,20-4166,950,R,,,,,,,X,,,,,,08/06/2009,,,,,,,,,,,,,,,
712336,  20,01237,     ,20-1237,Ellesmere Dr,020,Chesterfield County,020,Chesterfield County,0.13,20-4166,20-711 Robious Rd,1200,R,,,,,,,X,,,,,,08/06/2009,,,,,,,,,,,,,,,
712337,  20,01238,     ,20-1238,Stonegate Rd,020,Chesterfield County,020,Chesterfield County,0.33,Cul-de-Sac; 20-7122,20-1244 Barrow Pl,50,R,,,,,,,X,,,,,,04/26/2006,,,,,,,,,,,,,,,
712338,  20,01238,     ,20-1238,Stonegate Rd,020,Chesterfield County,020,Chesterfield County,0.08,Dead End,20-1239 Lintel Lane,170,R,,,,,,,X,,,,,,04/26/2006,,,,,,,,,,,,,,,
712339,  20,01238,     ,20-1238,Stonegate Rd,020,Chesterfield County,020,Chesterfield County,0.11,20-1239 Lintel Lane,20-1014 Brigstock Rd,200,R,,,,,,,X,,,,,,04/26/2006,,,,,,,,,,,,,,,
712340,  20,01239,     ,20-1239,Lintel Lane,020,Chesterfield County,020,Chesterfield County,0.18,Cul-de-Sac,20-1238 Stonegate Rd,120,R,,,,,,,X,,,,,,04/26/2006,,,,,,,,,,,,,,,
712341,  20,01240,     ,20-1240,Benmore Rd,020,Chesterfield County,020,Chesterfield County,0.12,20-667 Otterdale Rd,20-1241 Kyloe Lane,350,R,,,,,,,X,,,,,,03/06/2006,,,,,,,,,,,,,,,
712342,  20,01240,     ,20-1240,Benmore Rd,020,Chesterfield County,020,Chesterfield County,0.18,20-1241 Kyloe Lane,Cul-de-Sac,270,R,,,,,,,X,,,,,,03/06/2006,,,,,,,,,,,,,,,
712343,  20,01241,     ,20-1241,Kyloe Lane,020,Chesterfield County,020,Chesterfield County,0.15,Dead End,20-1240,70,R,,,,,,,X,,,,,,03/06/2006,,,,,,,,,,,,,,,
712344,  20,01242,     ,20-1242,Inchcape Rd,020,Chesterfield County,020,Chesterfield County,0.12,20-667 Otterdale Rd,"20-1243 W, Tweedsmuir Rd",560,R,,,,,,,X,,,,,,03/06/2006,,,,,,,,,,,,,,,
712345,  20,01242,     ,20-1242,Inchcape Rd,020,Chesterfield County,020,Chesterfield County,0.31,"20-1243 W, Tweedsmuir Rd","20-1243 E, Tweedsmuir Rd",170,R,,,,,,,X,,,,,,03/06/2006,,,,,,,,,,,,,,,
712346,  20,01243,     ,20-1243,Tweedsmuir Rd,020,Chesterfield County,020,Chesterfield County,0.53,20-1242 Inchcape Rd,Cul-de-Sac,390,R,,,,,,,X,,,,,,03/06/2006,,,,,,,,,,,,,,,
712347,  20,01244,     ,20-1244,Barrow Pl,020,Chesterfield County,020,Chesterfield County,0.14,20-1014 Brigstock Rd,20-1247 Grey Friars Lane,280,R,,,,,,,X,,,,,,04/26/2006,,,,,,,,,,,,,,,
712348,  20,01244,     ,20-1244,Barrows Pl,020,Chesterfield County,020,Chesterfield County,0.39,20-1247 Grey Friars Lane,Dead End,200,R,,,,,,,X,,,,,,04/26/2006,,,,,,,,,,,,,,,
712349,  20,01245,     ,20-1245,Allecingie Pkwy,020,Chesterfield County,020,Chesterfield County,0.14,SR 147 Huguenot Rd,Cul-de-Sac,110,R,,,,,,,X,,,,,,04/24/2006,,,,,,,,,,,,,,,
712350,  20,01246,     ,20-1246,Green Spring Rd,020,Chesterfield County,020,Chesterfield County,0.16,SR 147 Huguenot Rd,Dead End,1300,R,,,,,,,X,,,,,,08/06/2009,,,,,,,,,,,,,,,
712351,  20,01247,     ,20-1247,Grey Friars Lane,020,Chesterfield County,020,Chesterfield County,0.21,Cul-de-Sac,20-1244 Barrow Pl,150,R,,,,,,,X,,,,,,04/26/2006,,,,,,,,,,,,,,,
712352,  20,01248,     ,20-1248,Mimi Ave,020,Chesterfield County,020,Chesterfield County,0.10,20-1148 Lucia Dr,20-1249 Roland Dr,80,R,,,,,,,X,,,,,,08/01/2006,,,,,,,,,,,,,,,
712353,  20,01249,     ,20-1249,Roland Dr,020,Chesterfield County,020,Chesterfield County,0.07,20-1248 Mimi Ave,20-1132 Ida Ave,130,R,,,,,,,X,,,,,,08/01/2006,,,,,,,,,,,,,,,
712354,  20,01250,     ,20-1250,Millhouse Dr,020,Chesterfield County,020,Chesterfield County,0.17,20-654 Spring Run Rd,20-1251,750,R,,,,,,,X,,,,,,06/07/2006,,,,,,,,,,,,,,,
712355,  20,01250,     ,20-1250,Millhouse Dr,020,Chesterfield County,020,Chesterfield County,0.24,20-1251,20-3498 Springhouse Dr,670,R,,,,,,,X,,,,,,06/07/2006,,,,,,,,,,,,,,,
712356,  20,01251,     ,20-1251,Millhouse St,020,Chesterfield County,020,Chesterfield County,0.04,Cul-de-Sac,20-1252 Stonewheel Ct,30,R,,,,,,,X,,,,,,06/07/2006,,,,,,,,,,,,,,,
712357,  20,01251,     ,20-1251,Millhouse Ct,020,Chesterfield County,020,Chesterfield County,0.06,20-1252,20-1250 Millhouse Dr,80,R,,,,,,,X,,,,,,06/07/2006,,,,,,,,,,,,,,,
712358,  20,01252,     ,20-1252,Stonewheel Ct,020,Chesterfield County,020,Chesterfield County,0.08,Cul-de-Sac,20-1251 Millhouse Ct,40,R,,,,,,,X,,,,,,06/07/2006,,,,,,,,,,,,,,,
712359,  20,01253,     ,20-1253,Mistora Rd,020,Chesterfield County,020,Chesterfield County,0.10,20-1140,20-1254 Celanco Ct,120,R,,,,,,,X,,,,,,08/01/2006,,,,,,,,,,,,,,,
712360,  20,01253,     ,20-1253,Mistora Rd,020,Chesterfield County,020,Chesterfield County,0.11,20-1254 Celanco Ct,20-1141 South St,350,R,,,,,,,X,,,,,,08/01/2006,,,,,,,,,,,,,,,
712361,  20,01254,     ,20-1254,Celanco Ct,020,Chesterfield County,020,Chesterfield County,0.03,20-1253 Mistora Rd,Cul-de-Sac,50,R,,,,,,,X,,,,,,08/01/2006,,,,,,,,,,,,,,,
712362,  20,01255,     ,20-1255,Oak Glade Dr,020,Chesterfield County,020,Chesterfield County,0.09,20-673 Old Gun Rd,20-1256 Middlewood Rd,230,R,,,,,,,X,,,,,,08/06/2009,,,,,,,,,,,,,,,
712363,  20,01256,     ,20-1256,Middlewood Rd,020,Chesterfield County,020,Chesterfield County,0.01,Dead End,20-4251 Middlewood Trail,30,R,,,,,,,X,,,,,,04/24/2006,,,,,,,,,,,,,,,
