Virginia Department of Transportation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Traffic Engineering Division,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Annual Average Daily Traffic Volume Estimates By Section of Route,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Town of Haymarket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Parallel Facilities Combined,,,,,,,,,,,,,
Link ID,Route Prefix,Route Number,Route Suffix,Route Label,Route Alias,Physical Jurisdiction,,Maintenance Jurisdiction,,Link Length,Start Label,End Label,AADT,AADT Quality,Percent 2 and 4 Tire Vehicles,Percent Busses,Percent Single Unit Trucks 2 Axle,Percent Single Unit Trucks 3+ Axle,Percent Combination Trucks 1 Trailer,Percent Combination Trucks 2+ Trailer,Vehicle Classification Quality,K Factor,K Factor Quality,Direction Factor,AAWDT,AAWDT Quality,Data Date,Comment,AADT,AADT Quality,Percent 2 and 4 Tire Vehicles,Percent Busses,Percent Single Unit Trucks 2 Axle,Percent Single Unit Trucks 3+ Axle,Percent Combination Trucks 1 Trailer,Percent Combination Trucks 2+ Trailer,Vehicle Classification Quality,K Factor,K Factor Quality,Direction Factor,AAWDT,AAWDT Quality
090302,  US,00015,     ,US 15,James Madison Hwy,233,Town of Haymarket,076,Prince William County,0.10,WCL Haymarket,I-66,30000,N,95%,1%,1%,1%,2%,0%,N,0.0790,N,0.6010,30000,N,2011,,,,,,,,,,,,,,,
090028,  US,00015,     ,US 15,James Madison Hwy,233,Town of Haymarket,076,Prince William County,0.21,I-66,NCL Haymarket,30000,G,95%,1%,1%,1%,2%,0%,C,0.0785,F,0.5066,30000,G,2011,,,,,,,,,,,,,,,
782987,  US,00015, 195A,US 15 Exit 195A,Ramp,233,Town of Haymarket,076,Prince William County,0.17,US 15 I-66-E040A FROM & TO RT 66,I-66-E FROM RT 1500- SOUTH & NORTH,0,?,,,,,,,X,,,,,,,,,,,,,,,,,,,,,
090320,  SR,00055,     ,VA 55,Washington St,233,Town of Haymarket,076,Prince William County,0.43,WCL Haymarket,76-625 Old Carolina Rd,11000,G,98%,0%,1%,0%,0%,0%,F,0.0863,F,0.5251,11000,G,2011,,,,,,,,,,,,,,,
090304,  SR,00055,     ,VA 55,Washington St,233,Town of Haymarket,076,Prince William County,0.41,76-625 Old Carolina Rd,ECL Haymarket,9300,G,98%,0%,1%,0%,0%,0%,C,0.0917,F,0.5052,9500,G,2011,,,,,,,,,,,,,,,
090046,  IS,00066,E    ,I-66 EB, ,233,Town of Haymarket,076,Prince William County,0.84,WCL Haymarket,ECL Haymarket,31000,G,92%,1%,1%,0%,6%,0%,F,0.1005,F,1.0000,31000,G,2011,,60000,G,92%,1%,1%,0%,6%,0%,F,,,,59000,G
190083,  IS,00066,W    ,I-66 WB, ,233,Town of Haymarket,076,Prince William County,0.04,WCL Haymarket,US 15,18000,A,92%,1%,1%,0%,6%,0%,F,0.1369,A,0.0000,18000,A,2011,,37000,A,92%,1%,1%,0%,6%,0%,F,0.0000,?,0.0000,36000,A
190085,  IS,00066,W    ,I-66 WB, ,233,Town of Haymarket,076,Prince William County,0.80,US 15,ECL Haymarket,29000,G,92%,1%,1%,0%,6%,0%,F,0.1014,F,1.0000,28000,G,2011,,60000,G,92%,1%,1%,0%,6%,0%,F,,,,59000,G
782839,  IS,00066,W040A,I-66 WB Exit 040A,Ramp,233,Town of Haymarket,076,Prince William County,0.15,I-66-W TO RT 1500- SOUTH & NORTH,US 15 US 15- 195B FROM & TO RT 66,0,?,,,,,,,X,,,,,,,,,,,,,,,,,,,,,
