780517,  FR,00293,     ,FR 293, ,233,Town of Haymarket,076,Prince William County,0.03,Dead End,WCL Haymarket,0,?,,,,,,,X,,,,,,,,,,,,,,,,,,,,,
785191,  76,00625,     ,76-625,Old Carolina Rd,233,Town of Haymarket,076,Prince William County,0.08,SCL Haymarket,76-1301 Fayette St,6500,N,,,,,,,X,,,,6500,N,2011,,,,,,,,,,,,,,,
761105,  76,00625,     ,76-625,Old Carolina Rd,233,Town of Haymarket,076,Prince William County,0.24,76-1301 Fayette St,SR 55 Washington St,710,R,,,,,,,X,,,,,,1998,,,,,,,,,,,,,,,
761106,  76,00625,     ,76-625,Old Carolina Rd,233,Town of Haymarket,076,Prince William County,0.35,SR 55 Washington St,NCL Haymarket,680,R,,,,,,,X,,,,,,1998,,,,,,,,,,,,,,,
787963,  76,01103,     ,76-1103,Greenhill Crossing Lane,233,Town of Haymarket,076,Prince William County,0.42,76-1106 Saint Paul Dr,SR 55 John Marshall Hwy,520,R,,,,,,,X,,,,,,12/16/2008,,,,,,,,,,,,,,,
787964,  76,01104,     ,76-1104,Jockey Club Lane,233,Town of Haymarket,076,Prince William County,0.38,Cul-de-Sac,76-1106 Saint Paul Dr,0,?,,,,,,,X,,,,,,,,,,,,,,,,,,,,,
796670,  76,01104,     ,76-1104,Jockey Club Lane,233,Town of Haymarket,076,Prince William County,0.05,76-1106 Saint Paul Dr,Cul-de-Sac,0,?,,,,,,,X,,,,,,,,,,,,,,,,,,,,,
787965,  76,01105,     ,76-1105,Little John Court,233,Town of Haymarket,076,Prince William County,0.07,Cul-de-Sac,76-1103 Greenhill Crossing Lane,0,?,,,,,,,X,,,,,,,,,,,,,,,,,,,,,
787966,  76,01106,     ,76-1106,Saint Paul Dr,233,Town of Haymarket,076,Prince William County,0.27,Cul-de-Sac,SR 55 John Marshall Hwy,0,?,,,,,,,X,,,,,,,,,,,,,,,,,,,,,
761831,  76,01301,     ,76-1301,Fayette St,233,Town of Haymarket,076,Prince William County,0.26,76-625 Old Carolina Rd,76-1302 Payne Lane,730,G,,,,,,,X,,,,730,G,2011,,,,,,,,,,,,,,,
761832,  76,01301,     ,76-1301,Fayette St,233,Town of Haymarket,076,Prince William County,0.05,76-1302 Payne Lane,SR 55 John Marshall Hwy,220,R,,,,,,,X,,,,,,1998,,,,,,,,,,,,,,,
761833,  76,01301,     ,76-1301,Fayette St,233,Town of Haymarket,076,Prince William County,0.13,SR 55 John Marshall Hwy,Dead End,120,R,,,,,,,X,,,,,,1998,,,,,,,,,,,,,,,
761834,  76,01302,     ,76-1302,Payne Lane,233,Town of Haymarket,076,Prince William County,0.07,76-1301 Fayette St,76-625 Old Carolina Rd,90,R,,,,,,,X,,,,,,1998,,,,,,,,,,,,,,,
761835,  76,01303,     ,76-1303,Jordan Lane,233,Town of Haymarket,076,Prince William County,0.28,76-625 Old Carolina Rd,Dead End,200,R,,,,,,,X,,,,,,1998,,,,,,,,,,,,,,,
761837,  76,01304,     ,76-1304,Madison St,233,Town of Haymarket,076,Prince William County,0.21,Dead End,SR 55 John Marshall Hwy,160,R,,,,,,,X,,,,,,1998,,,,,,,,,,,,,,,
761838,  76,01304,     ,76-1304,Hunting Path Way,233,Town of Haymarket,076,Prince William County,0.13,SR 55 John Marshall Hwy,Dead End,100,R,,,,,,,X,,,,,,1998,,,,,,,,,,,,,,,
761839,  76,01305,     ,76-1305,Bleight Dr,233,Town of Haymarket,076,Prince William County,0.20,SR 55 John Marshall Hwy,Dead End,50,R,,,,,,,X,,,,,,02/14/2001,,,,,,,,,,,,,,,
761879,  76,01319,     ,76-1319,Madison Court,233,Town of Haymarket,076,Prince William County,0.06,76-1304 Hunting Path Rd,Cul-de-Sac,80,R,,,,,,,X,,,,,,1998,,,,,,,,,,,,,,,
793967,  76,03311,     ,76-3311,Dogwood Park Place,233,Town of Haymarket,076,Prince William County,0.10,76-1305 Bleight Dr,76-3314,350,R,,,,,,,X,,,,,,12/16/2008,,,,,,,,,,,,,,,
793968,  76,03312,     ,76-3312,Walnut Park Dr,233,Town of Haymarket,076,Prince William County,0.07,76-3311 Dogwood Park Place,76-3314,80,R,,,,,,,X,,,,,,03/24/2009,,,,,,,,,,,,,,,
793969,  76,03313,     ,76-3313,Cypress Park Lane,233,Town of Haymarket,076,Prince William County,0.04,76-3314,76-3312 Walnut Park Dr,30,R,,,,,,,X,,,,,,12/16/2008,,,,,,,,,,,,,,,
793970,  76,03314,     ,76-3314, ,233,Town of Haymarket,076,Prince William County,0.15,Dead End,Dead End,0,?,,,,,,,X,,,,,,,,,,,,,,,,,,,,,
797266,  76,03591,     ,76-3591, ,233,Town of Haymarket,076,Prince William County,0.05,76-3592,SR 55 Washington St,0,?,,,,,,,X,,,,,,,,,,,,,,,,,,,,,
797267,  76,03592,     ,76-3592, ,233,Town of Haymarket,076,Prince William County,0.16,Cul-de-Sac,76-3593,0,?,,,,,,,X,,,,,,,,,,,,,,,,,,,,,
797268,  76,03593,     ,76-3593, ,233,Town of Haymarket,076,Prince William County,0.13,Cul-de-Sac,76-3592,0,?,,,,,,,X,,,,,,,,,,,,,,,,,,,,,
797269,  76,03593,     ,76-3593, ,233,Town of Haymarket,076,Prince William County,0.08,76-3592,Cul-de-Sac,0,?,,,,,,,X,,,,,,,,,,,,,,,,,,,,,
797270,  76,03594,     ,76-3594, ,233,Town of Haymarket,076,Prince William County,0.10,76-3592,76-3593,0,?,,,,,,,X,,,,,,,,,,,,,,,,,,,,,
- - - - - - - - - - - - - - - - - - - - - - - - - - - - End of Report - - - - - - - - - - - - - - - - - - - - - - - - - - - - ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
