Virginia Department of Transportation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Traffic Engineering Division,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Annual Average Daily Traffic Volume Estimates By Section of Route,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
City of Danville,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Parallel Facilities Combined,,,,,,,,,,,,,
Link ID,Route Prefix,Route Number,Route Suffix,Route Label,Route Alias,Physical Jurisdiction,,Maintenance Jurisdiction,,Link Length,Start Label,End Label,AADT,AADT Quality,Percent 2 and 4 Tire Vehicles,Percent Busses,Percent Single Unit Trucks 2 Axle,Percent Single Unit Trucks 3+ Axle,Percent Combination Trucks 1 Trailer,Percent Combination Trucks 2+ Trailer,Vehicle Classification Quality,K Factor,K Factor Quality,Direction Factor,AAWDT,AAWDT Quality,Data Date,Comment,AADT,AADT Quality,Percent 2 and 4 Tire Vehicles,Percent Busses,Percent Single Unit Trucks 2 Axle,Percent Single Unit Trucks 3+ Axle,Percent Combination Trucks 1 Trailer,Percent Combination Trucks 2+ Trailer,Vehicle Classification Quality,K Factor,K Factor Quality,Direction Factor,AAWDT,AAWDT Quality
623106,  US,00029,     ,"US 29, US 58",Danville Expwy,108,City of Danville,071,Pittsylvania County,1.12,US 58,Elizabeth St,16000,G,82%,1%,1%,2%,14%,1%,F,0.0756,F,0.5131,16000,G,2011,,,,,,,,,,,,,,,
623104,  US,00029,     ,"US 29, US 58",Danville Expwy,108,City of Danville,071,Pittsylvania County,2.63,Elizabeth St,"SR 86, S Main St",15000,A,82%,1%,1%,2%,14%,1%,C,0.0981,A,0.0000,15000,A,2011,,,,,,,,,,,,,,,
623105,  US,00029,     ,"US 29, US 58",Danville Expwy,108,City of Danville,071,Pittsylvania County,1.85,"SR 86, S Main St",Goodyear Blvd,17000,G,82%,1%,1%,2%,14%,1%,F,0.0734,F,0.5058,17000,G,2011,,,,,,,,,,,,,,,
030436,  US,00029,     ,"US 29, US 58",Danville Expwy,108,City of Danville,071,Pittsylvania County,1.36,Goodyear Blvd,"US 58, US 360 South Boston Rd",19000,G,82%,1%,1%,2%,14%,1%,F,0.0778,F,0.5477,19000,G,2011,,,,,,,,,,,,,,,
623555,  US,00029,     ,US 29,Danville Expwy,108,City of Danville,071,Pittsylvania County,2.00,"US 58, US 360 South Boston Rd",NCL Danville,11000,G,82%,1%,1%,2%,14%,1%,F,0.0782,F,0.6045,10000,G,2011,,,,,,,,,,,,,,,
623017,C1US,00029,     ,Bus US 29,West Main St,108,City of Danville,108,City of Danville,0.87,SCL Danville,Withers Rd,10000,G,98%,0%,1%,0%,1%,0%,F,0.0793,F,0.5103,11000,G,2011,,,,,,,,,,,,,,,
623016,C1US,00029,     ,Bus US 29,West Main St,108,City of Danville,108,City of Danville,0.91,Withers Rd,Old Greensboro Rd,11000,G,98%,0%,1%,0%,1%,0%,F,0.0825,F,0.5373,12000,G,2011,,,,,,,,,,,,,,,
623015,C1US,00029,     ,Bus US 29,West Main St,108,City of Danville,108,City of Danville,0.65,Old Greensboro Rd,Memorial Dr,15000,G,98%,0%,1%,0%,1%,0%,C,0.0825,F,0.5338,16000,G,2011,,,,,,,,,,,,,,,
623024,C1US,00029,     ,Bus US 29,Memorial Dr,108,City of Danville,108,City of Danville,0.73,SR 293 W Main St,Bishop St,12000,G,98%,0%,1%,0%,1%,0%,F,0.0854,F,0.5342,13000,G,2011,,,,,,,,,,,,,,,
623023,C1US,00029,     ,Bus US 29,Memorial Dr,108,City of Danville,108,City of Danville,0.17,Bishop St,Robertson Bridge,18000,G,98%,0%,1%,0%,1%,0%,C,0.0845,F,0.6097,20000,G,2011,,,,,,,,,,,,,,,
