 ,,   ,,1,Rural Principal Arterial - Interstate,11,Five Axle or Fewer Multi-Trailers,              ,0,0.00%,0.00%,,,,0,0.00%,0.00%,,,,182,390,0.28%,0.08%,,,,182,390,0.08%,,
 ,,   ,,1,Rural Principal Arterial - Interstate,12,Six Axle Multi-Trailers,              ,0,0.00%,0.00%,,,,0,0.00%,0.00%,,,,67,206,0.10%,0.03%,,,,67,206,0.03%,,
 ,,   ,,1,Rural Principal Arterial - Interstate,13,Seven or More Axle Multi-Trailers,              ,0,0.00%,0.00%,,,,0,0.00%,0.00%,,,,629,0.00%,0.00%,,,,629,0.00%,,
 ,,   ,,2,Rural Principal Arterial - Other,01,Motorcycles,              ,2,0.00%,0.00%,,,,72,025,0.08%,0.03%,,,,0,0.00%,0.00%,,,,72,027,0.03%,,
 ,,   ,,2,Rural Principal Arterial - Other,02,Passenger Cars,              ,2,792,0.00%,0.00%,,,,12,391,955,13.47%,5.60%,,,,0,0.00%,0.00%,,,,12,394,747,5.60%,,
 ,,   ,,2,Rural Principal Arterial - Other,03,"Two Axle, 4 Tire Single Unit Vehicles",              ,686,0.00%,0.00%,,,,3,369,227,3.66%,1.52%,,,,0,0.00%,0.00%,,,,3,369,913,1.52%,,
 ,,   ,,2,Rural Principal Arterial - Other,04,Busses,              ,17,0.00%,0.00%,,,,95,778,0.10%,0.04%,,,,0,0.00%,0.00%,,,,95,795,0.04%,,
 ,,   ,,2,Rural Principal Arterial - Other,05,"Two Axle, 6 Tire Single Unit Trucks",              ,36,0.00%,0.00%,,,,132,445,0.14%,0.06%,,,,0,0.00%,0.00%,,,,132,480,0.06%,,
 ,,   ,,2,Rural Principal Arterial - Other,06,Three Axle Single Unit Trucks,              ,16,0.00%,0.00%,,,,116,100,0.13%,0.05%,,,,0,0.00%,0.00%,,,,116,116,0.05%,,
 ,,   ,,2,Rural Principal Arterial - Other,07,Four or More Axle Single Unit Trucks,              ,1,0.00%,0.00%,,,,25,767,0.03%,0.01%,,,,0,0.00%,0.00%,,,,25,769,0.01%,,
 ,,   ,,2,Rural Principal Arterial - Other,08,Four Axle or Fewer Single Trailers,              ,8,0.00%,0.00%,,,,77,728,0.08%,0.04%,,,,0,0.00%,0.00%,,,,77,737,0.04%,,
 ,,   ,,2,Rural Principal Arterial - Other,09,Five Axle Single Trailers,              ,42,0.00%,0.00%,,,,1,000,938,1.09%,0.45%,,,,0,0.00%,0.00%,,,,1,000,980,0.45%,,
 ,,   ,,2,Rural Principal Arterial - Other,10,Six or More Axle Single Trailers,              ,4,0.00%,0.00%,,,,25,750,0.03%,0.01%,,,,0,0.00%,0.00%,,,,25,754,0.01%,,
 ,,   ,,2,Rural Principal Arterial - Other,11,Five Axle or Fewer Multi-Trailers,              ,0,0.00%,0.00%,,,,30,321,0.03%,0.01%,,,,0,0.00%,0.00%,,,,30,321,0.01%,,
 ,,   ,,2,Rural Principal Arterial - Other,12,Six Axle Multi-Trailers,              ,0,0.00%,0.00%,,,,8,620,0.01%,0.00%,,,,0,0.00%,0.00%,,,,8,620,0.00%,,
 ,,   ,,2,Rural Principal Arterial - Other,13,Seven or More Axle Multi-Trailers,              ,0,0.00%,0.00%,,,,61,0.00%,0.00%,,,,0,0.00%,0.00%,,,,61,0.00%,,
 ,,   ,,6,Rural Minor Arterial,01,Motorcycles,              ,809,0.00%,0.00%,,,,73,800,0.08%,0.03%,,,,0,0.00%,0.00%,,,,74,609,0.03%,,
 ,,   ,,6,Rural Minor Arterial,02,Passenger Cars,              ,165,132,0.26%,0.07%,,,,9,593,842,10.43%,4.34%,,,,0,0.00%,0.00%,,,,9,758,974,4.41%,,
 ,,   ,,6,Rural Minor Arterial,03,"Two Axle, 4 Tire Single Unit Vehicles",              ,49,067,0.08%,0.02%,,,,3,020,905,3.28%,1.37%,,,,0,0.00%,0.00%,,,,3,069,972,1.39%,,
 ,,   ,,6,Rural Minor Arterial,04,Busses,              ,1,207,0.00%,0.00%,,,,84,296,0.09%,0.04%,,,,0,0.00%,0.00%,,,,85,503,0.04%,,
 ,,   ,,6,Rural Minor Arterial,05,"Two Axle, 6 Tire Single Unit Trucks",              ,2,242,0.00%,0.00%,,,,121,133,0.13%,0.05%,,,,0,0.00%,0.00%,,,,123,374,0.06%,,
 ,,   ,,6,Rural Minor Arterial,06,Three Axle Single Unit Trucks,              ,867,0.00%,0.00%,,,,108,357,0.12%,0.05%,,,,0,0.00%,0.00%,,,,109,225,0.05%,,
 ,,   ,,6,Rural Minor Arterial,07,Four or More Axle Single Unit Trucks,              ,114,0.00%,0.00%,,,,31,351,0.03%,0.01%,,,,0,0.00%,0.00%,,,,31,465,0.01%,,
 ,,   ,,6,Rural Minor Arterial,08,Four Axle or Fewer Single Trailers,              ,262,0.00%,0.00%,,,,53,828,0.06%,0.02%,,,,0,0.00%,0.00%,,,,54,090,0.02%,,
 ,,   ,,6,Rural Minor Arterial,09,Five Axle Single Trailers,              ,790,0.00%,0.00%,,,,366,018,0.40%,0.17%,,,,0,0.00%,0.00%,,,,366,809,0.17%,,
 ,,   ,,6,Rural Minor Arterial,10,Six or More Axle Single Trailers,              ,90,0.00%,0.00%,,,,21,829,0.02%,0.01%,,,,0,0.00%,0.00%,,,,21,919,0.01%,,
 ,,   ,,6,Rural Minor Arterial,11,Five Axle or Fewer Multi-Trailers,              ,8,0.00%,0.00%,,,,1,287,0.00%,0.00%,,,,0,0.00%,0.00%,,,,1,295,0.00%,,
 ,,   ,,6,Rural Minor Arterial,12,Six Axle Multi-Trailers,              ,2,0.00%,0.00%,,,,245,0.00%,0.00%,,,,0,0.00%,0.00%,,,,247,0.00%,,
 ,,   ,,6,Rural Minor Arterial,13,Seven or More Axle Multi-Trailers,              ,0,0.00%,0.00%,,,,170,0.00%,0.00%,,,,0,0.00%,0.00%,,,,170,0.00%,,
 ,,   ,,7,Rural Major Collector,01,Motorcycles,              ,45,644,0.07%,0.02%,,,,36,504,0.04%,0.02%,,,,0,0.00%,0.00%,,,,82,148,0.04%,,
 ,,   ,,7,Rural Major Collector,02,Passenger Cars,              ,5,923,260,9.38%,2.68%,,,,3,937,722,4.28%,1.78%,,,,0,0.00%,0.00%,,,,9,860,981,4.46%,,
 ,,   ,,7,Rural Major Collector,03,"Two Axle, 4 Tire Single Unit Vehicles",              ,1,910,133,3.03%,0.86%,,,,1,256,409,1.37%,0.57%,,,,0,0.00%,0.00%,,,,3,166,542,1.43%,,
 ,,   ,,7,Rural Major Collector,04,Busses,              ,54,434,0.09%,0.02%,,,,31,733,0.03%,0.01%,,,,0,0.00%,0.00%,,,,86,167,0.04%,,
 ,,   ,,7,Rural Major Collector,05,"Two Axle, 6 Tire Single Unit Trucks",              ,68,023,0.11%,0.03%,,,,47,862,0.05%,0.02%,,,,0,0.00%,0.00%,,,,115,885,0.05%,,
 ,,   ,,7,Rural Major Collector,06,Three Axle Single Unit Trucks,              ,59,963,0.09%,0.03%,,,,43,331,0.05%,0.02%,,,,0,0.00%,0.00%,,,,103,294,0.05%,,
 ,,   ,,7,Rural Major Collector,07,Four or More Axle Single Unit Trucks,              ,16,105,0.03%,0.01%,,,,12,950,0.01%,0.01%,,,,0,0.00%,0.00%,,,,29,056,0.01%,,
 ,,   ,,7,Rural Major Collector,08,Four Axle or Fewer Single Trailers,              ,19,692,0.03%,0.01%,,,,17,254,0.02%,0.01%,,,,0,0.00%,0.00%,,,,36,946,0.02%,,
 ,,   ,,7,Rural Major Collector,09,Five Axle Single Trailers,              ,68,762,0.11%,0.03%,,,,78,813,0.09%,0.04%,,,,0,0.00%,0.00%,,,,147,575,0.07%,,
 ,,   ,,7,Rural Major Collector,10,Six or More Axle Single Trailers,              ,14,853,0.02%,0.01%,,,,19,828,0.02%,0.01%,,,,0,0.00%,0.00%,,,,34,681,0.02%,,
 ,,   ,,7,Rural Major Collector,11,Five Axle or Fewer Multi-Trailers,              ,208,0.00%,0.00%,,,,381,0.00%,0.00%,,,,0,0.00%,0.00%,,,,589,0.00%,,
 ,,   ,,7,Rural Major Collector,12,Six Axle Multi-Trailers,              ,121,0.00%,0.00%,,,,117,0.00%,0.00%,,,,0,0.00%,0.00%,,,,238,0.00%,,
 ,,   ,,7,Rural Major Collector,13,Seven or More Axle Multi-Trailers,              ,79,0.00%,0.00%,,,,76,0.00%,0.00%,,,,0,0.00%,0.00%,,,,155,0.00%,,
 ,,   ,,8,Rural Minor Collector,01,Motorcycles,              ,7,828,0.01%,0.00%,,,,15,0.00%,0.00%,,,,0,0.00%,0.00%,,,,7,842,0.00%,,
 ,,   ,,8,Rural Minor Collector,02,Passenger Cars,              ,1,077,645,1.71%,0.49%,,,,4,536,0.00%,0.00%,,,,0,0.00%,0.00%,,,,1,082,180,0.49%,,
 ,,   ,,8,Rural Minor Collector,03,"Two Axle, 4 Tire Single Unit Vehicles",              ,340,021,0.54%,0.15%,,,,1,830,0.00%,0.00%,,,,0,0.00%,0.00%,,,,341,852,0.15%,,
 ,,   ,,8,Rural Minor Collector,04,Busses,              ,11,135,0.02%,0.01%,,,,67,0.00%,0.00%,,,,0,0.00%,0.00%,,,,11,202,0.01%,,
 ,,   ,,8,Rural Minor Collector,05,"Two Axle, 6 Tire Single Unit Trucks",              ,11,763,0.02%,0.01%,,,,62,0.00%,0.00%,,,,0,0.00%,0.00%,,,,11,825,0.01%,,
 ,,   ,,8,Rural Minor Collector,06,Three Axle Single Unit Trucks,              ,9,207,0.01%,0.00%,,,,41,0.00%,0.00%,,,,0,0.00%,0.00%,,,,9,248,0.00%,,
 ,,   ,,8,Rural Minor Collector,07,Four or More Axle Single Unit Trucks,              ,2,152,0.00%,0.00%,,,,4,0.00%,0.00%,,,,0,0.00%,0.00%,,,,2,156,0.00%,,
 ,,   ,,8,Rural Minor Collector,08,Four Axle or Fewer Single Trailers,              ,2,892,0.00%,0.00%,,,,16,0.00%,0.00%,,,,0,0.00%,0.00%,,,,2,907,0.00%,,
 ,,   ,,8,Rural Minor Collector,09,Five Axle Single Trailers,              ,9,078,0.01%,0.00%,,,,61,0.00%,0.00%,,,,0,0.00%,0.00%,,,,9,139,0.00%,,
 ,,   ,,8,Rural Minor Collector,10,Six or More Axle Single Trailers,              ,1,850,0.00%,0.00%,,,,1,0.00%,0.00%,,,,0,0.00%,0.00%,,,,1,851,0.00%,,
 ,,   ,,8,Rural Minor Collector,11,Five Axle or Fewer Multi-Trailers,              ,32,0.00%,0.00%,,,,0,0.00%,0.00%,,,,0,0.00%,0.00%,,,,32,0.00%,,
 ,,   ,,8,Rural Minor Collector,12,Six Axle Multi-Trailers,              ,1,0.00%,0.00%,,,,0,0.00%,0.00%,,,,0,0.00%,0.00%,,,,1,0.00%,,
 ,,   ,,8,Rural Minor Collector,13,Seven or More Axle Multi-Trailers,              ,13,0.00%,0.00%,,,,0,0.00%,0.00%,,,,0,0.00%,0.00%,,,,13,0.00%,,
 ,,   ,,9,Rural Local System,01,Motorcycles,              ,754,0.00%,0.00%,,,,23,0.00%,0.00%,,,,0,0.00%,0.00%,,,,777,0.00%,,
 ,,   ,,9,Rural Local System,02,Passenger Cars,              ,9,531,857,15.10%,4.31%,,,,236,819,0.26%,0.11%,,,,0,0.00%,0.00%,,,,9,768,676,4.42%,,
 ,,   ,,9,Rural Local System,03,"Two Axle, 4 Tire Single Unit Vehicles",              ,24,015,0.04%,0.01%,,,,903,0.00%,0.00%,,,,0,0.00%,0.00%,,,,24,919,0.01%,,
 ,,   ,,9,Rural Local System,04,Busses,              ,588,0.00%,0.00%,,,,25,0.00%,0.00%,,,,0,0.00%,0.00%,,,,613,0.00%,,
 ,,   ,,9,Rural Local System,05,"Two Axle, 6 Tire Single Unit Trucks",              ,984,0.00%,0.00%,,,,43,0.00%,0.00%,,,,0,0.00%,0.00%,,,,1,027,0.00%,,
 ,,   ,,9,Rural Local System,06,Three Axle Single Unit Trucks,              ,511,0.00%,0.00%,,,,17,0.00%,0.00%,,,,0,0.00%,0.00%,,,,528,0.00%,,
 ,,   ,,9,Rural Local System,07,Four or More Axle Single Unit Trucks,              ,89,0.00%,0.00%,,,,4,0.00%,0.00%,,,,0,0.00%,0.00%,,,,93,0.00%,,
 ,,   ,,9,Rural Local System,08,Four Axle or Fewer Single Trailers,              ,216,0.00%,0.00%,,,,10,0.00%,0.00%,,,,0,0.00%,0.00%,,,,226,0.00%,,
 ,,   ,,9,Rural Local System,09,Five Axle Single Trailers,              ,691,0.00%,0.00%,,,,16,0.00%,0.00%,,,,0,0.00%,0.00%,,,,707,0.00%,,
 ,,   ,,9,Rural Local System,10,Six or More Axle Single Trailers,              ,48,0.00%,0.00%,,,,1,0.00%,0.00%,,,,0,0.00%,0.00%,,,,49,0.00%,,
 ,,   ,,9,Rural Local System,11,Five Axle or Fewer Multi-Trailers,              ,2,0.00%,0.00%,,,,0,0.00%,0.00%,,,,0,0.00%,0.00%,,,,2,0.00%,,
 ,,   ,,9,Rural Local System,12,Six Axle Multi-Trailers,              ,1,0.00%,0.00%,,,,0,0.00%,0.00%,,,,0,0.00%,0.00%,,,,1,0.00%,,
 ,,   ,,9,Rural Local System,13,Seven or More Axle Multi-Trailers,              ,1,0.00%,0.00%,,,,0,0.00%,0.00%,,,,0,0.00%,0.00%,,,,1,0.00%,,
 ,,   ,,11,Urban Principal Arterial - Interstate,01,Motorcycles,              ,0,0.00%,0.00%,,,,0,0.00%,0.00%,,,,118,224,0.18%,0.05%,,,,118,224,0.05%,,
 ,,   ,,11,Urban Principal Arterial - Interstate,02,Passenger Cars,              ,0,0.00%,0.00%,,,,0,0.00%,0.00%,,,,32,110,130,48.59%,14.52%,,,,32,110,130,14.52%,,
 ,,   ,,11,Urban Principal Arterial - Interstate,03,"Two Axle, 4 Tire Single Unit Vehicles",              ,0,0.00%,0.00%,,,,0,0.00%,0.00%,,,,5,597,911,8.47%,2.53%,,,,5,597,911,2.53%,,
 ,,   ,,11,Urban Principal Arterial - Interstate,04,Busses,              ,0,0.00%,0.00%,,,,0,0.00%,0.00%,,,,219,453,0.33%,0.10%,,,,219,453,0.10%,,
 ,,   ,,11,Urban Principal Arterial - Interstate,05,"Two Axle, 6 Tire Single Unit Trucks",              ,0,0.00%,0.00%,,,,0,0.00%,0.00%,,,,254,961,0.39%,0.12%,,,,254,961,0.12%,,
 ,,   ,,11,Urban Principal Arterial - Interstate,06,Three Axle Single Unit Trucks,              ,0,0.00%,0.00%,,,,0,0.00%,0.00%,,,,199,542,0.30%,0.09%,,,,199,542,0.09%,,
 ,,   ,,11,Urban Principal Arterial - Interstate,07,Four or More Axle Single Unit Trucks,              ,0,0.00%,0.00%,,,,0,0.00%,0.00%,,,,38,464,0.06%,0.02%,,,,38,464,0.02%,,
 ,,   ,,11,Urban Principal Arterial - Interstate,08,Four Axle or Fewer Single Trailers,              ,0,0.00%,0.00%,,,,0,0.00%,0.00%,,,,124,432,0.19%,0.06%,,,,124,432,0.06%,,
 ,,   ,,11,Urban Principal Arterial - Interstate,09,Five Axle Single Trailers,              ,0,0.00%,0.00%,,,,0,0.00%,0.00%,,,,2,078,515,3.15%,0.94%,,,,2,078,515,0.94%,,
 ,,   ,,11,Urban Principal Arterial - Interstate,10,Six or More Axle Single Trailers,              ,0,0.00%,0.00%,,,,0,0.00%,0.00%,,,,43,300,0.07%,0.02%,,,,43,300,0.02%,,
 ,,   ,,11,Urban Principal Arterial - Interstate,11,Five Axle or Fewer Multi-Trailers,              ,0,0.00%,0.00%,,,,0,0.00%,0.00%,,,,74,982,0.11%,0.03%,,,,74,982,0.03%,,
 ,,   ,,11,Urban Principal Arterial - Interstate,12,Six Axle Multi-Trailers,              ,0,0.00%,0.00%,,,,0,0.00%,0.00%,,,,27,138,0.04%,0.01%,,,,27,138,0.01%,,
 ,,   ,,11,Urban Principal Arterial - Interstate,13,Seven or More Axle Multi-Trailers,              ,0,0.00%,0.00%,,,,0,0.00%,0.00%,,,,491,0.00%,0.00%,,,,491,0.00%,,
 ,,   ,,12,Urban Principal Arterial - Other Freeways or Expressways,01,Motorcycles,              ,356,0.00%,0.00%,,,,21,618,0.02%,0.01%,,,,0,0.00%,0.00%,,,,21,974,0.01%,,
 ,,   ,,12,Urban Principal Arterial - Other Freeways or Expressways,02,Passenger Cars,              ,102,402,0.16%,0.05%,,,,7,494,376,8.15%,3.39%,,,,0,0.00%,0.00%,,,,7,596,779,3.43%,,
 ,,   ,,12,Urban Principal Arterial - Other Freeways or Expressways,03,"Two Axle, 4 Tire Single Unit Vehicles",              ,17,222,0.03%,0.01%,,,,1,225,698,1.33%,0.55%,,,,0,0.00%,0.00%,,,,1,242,920,0.56%,,
 ,,   ,,12,Urban Principal Arterial - Other Freeways or Expressways,04,Busses,              ,384,0.00%,0.00%,,,,31,807,0.03%,0.01%,,,,0,0.00%,0.00%,,,,32,191,0.01%,,
 ,,   ,,12,Urban Principal Arterial - Other Freeways or Expressways,05,"Two Axle, 6 Tire Single Unit Trucks",              ,439,0.00%,0.00%,,,,43,607,0.05%,0.02%,,,,0,0.00%,0.00%,,,,44,046,0.02%,,
 ,,   ,,12,Urban Principal Arterial - Other Freeways or Expressways,06,Three Axle Single Unit Trucks,              ,539,0.00%,0.00%,,,,41,447,0.05%,0.02%,,,,0,0.00%,0.00%,,,,41,985,0.02%,,
 ,,   ,,12,Urban Principal Arterial - Other Freeways or Expressways,07,Four or More Axle Single Unit Trucks,              ,84,0.00%,0.00%,,,,10,151,0.01%,0.00%,,,,0,0.00%,0.00%,,,,10,235,0.00%,,
 ,,   ,,12,Urban Principal Arterial - Other Freeways or Expressways,08,Four Axle or Fewer Single Trailers,              ,79,0.00%,0.00%,,,,22,641,0.02%,0.01%,,,,0,0.00%,0.00%,,,,22,721,0.01%,,
 ,,   ,,12,Urban Principal Arterial - Other Freeways or Expressways,09,Five Axle Single Trailers,              ,120,0.00%,0.00%,,,,238,090,0.26%,0.11%,,,,0,0.00%,0.00%,,,,238,210,0.11%,,
 ,,   ,,12,Urban Principal Arterial - Other Freeways or Expressways,10,Six or More Axle Single Trailers,              ,9,0.00%,0.00%,,,,4,924,0.01%,0.00%,,,,0,0.00%,0.00%,,,,4,933,0.00%,,
 ,,   ,,12,Urban Principal Arterial - Other Freeways or Expressways,11,Five Axle or Fewer Multi-Trailers,              ,0,0.00%,0.00%,,,,8,434,0.01%,0.00%,,,,0,0.00%,0.00%,,,,8,434,0.00%,,
 ,,   ,,12,Urban Principal Arterial - Other Freeways or Expressways,12,Six Axle Multi-Trailers,              ,0,0.00%,0.00%,,,,2,352,0.00%,0.00%,,,,0,0.00%,0.00%,,,,2,352,0.00%,,
 ,,   ,,12,Urban Principal Arterial - Other Freeways or Expressways,13,Seven or More Axle Multi-Trailers,              ,0,0.00%,0.00%,,,,25,0.00%,0.00%,,,,0,0.00%,0.00%,,,,25,0.00%,,
 ,,   ,,14,Urban Principal Arterial - Other,01,Motorcycles,              ,5,154,0.01%,0.00%,,,,107,505,0.12%,0.05%,,,,0,0.00%,0.00%,,,,112,659,0.05%,,
 ,,   ,,14,Urban Principal Arterial - Other,02,Passenger Cars,              ,1,246,923,1.98%,0.56%,,,,27,533,060,29.94%,12.45%,,,,0,0.00%,0.00%,,,,28,779,983,13.01%,,
 ,,   ,,14,Urban Principal Arterial - Other,03,"Two Axle, 4 Tire Single Unit Vehicles",              ,222,008,0.35%,0.10%,,,,5,109,309,5.56%,2.31%,,,,0,0.00%,0.00%,,,,5,331,317,2.41%,,
 ,,   ,,14,Urban Principal Arterial - Other,04,Busses,              ,8,714,0.01%,0.00%,,,,168,421,0.18%,0.08%,,,,0,0.00%,0.00%,,,,177,135,0.08%,,
 ,,   ,,14,Urban Principal Arterial - Other,05,"Two Axle, 6 Tire Single Unit Trucks",              ,10,369,0.02%,0.00%,,,,211,225,0.23%,0.10%,,,,0,0.00%,0.00%,,,,221,594,0.10%,,
 ,,   ,,14,Urban Principal Arterial - Other,06,Three Axle Single Unit Trucks,              ,4,840,0.01%,0.00%,,,,147,504,0.16%,0.07%,,,,0,0.00%,0.00%,,,,152,344,0.07%,,
 ,,   ,,14,Urban Principal Arterial - Other,07,Four or More Axle Single Unit Trucks,              ,722,0.00%,0.00%,,,,34,591,0.04%,0.02%,,,,0,0.00%,0.00%,,,,35,313,0.02%,,
 ,,   ,,14,Urban Principal Arterial - Other,08,Four Axle or Fewer Single Trailers,              ,2,523,0.00%,0.00%,,,,69,748,0.08%,0.03%,,,,0,0.00%,0.00%,,,,72,272,0.03%,,
 ,,   ,,14,Urban Principal Arterial - Other,09,Five Axle Single Trailers,              ,3,853,0.01%,0.00%,,,,434,254,0.47%,0.20%,,,,0,0.00%,0.00%,,,,438,108,0.20%,,
 ,,   ,,14,Urban Principal Arterial - Other,10,Six or More Axle Single Trailers,              ,97,0.00%,0.00%,,,,13,801,0.02%,0.01%,,,,0,0.00%,0.00%,,,,13,898,0.01%,,
 ,,   ,,14,Urban Principal Arterial - Other,11,Five Axle or Fewer Multi-Trailers,              ,39,0.00%,0.00%,,,,9,430,0.01%,0.00%,,,,0,0.00%,0.00%,,,,9,469,0.00%,,
 ,,   ,,14,Urban Principal Arterial - Other,12,Six Axle Multi-Trailers,              ,6,0.00%,0.00%,,,,2,590,0.00%,0.00%,,,,0,0.00%,0.00%,,,,2,596,0.00%,,
 ,,   ,,14,Urban Principal Arterial - Other,13,Seven or More Axle Multi-Trailers,              ,0,0.00%,0.00%,,,,122,0.00%,0.00%,,,,0,0.00%,0.00%,,,,122,0.00%,,
 ,,   ,,16,Urban Minor Arterial,01,Motorcycles,              ,51,204,0.08%,0.02%,,,,42,084,0.05%,0.02%,,,,0,0.00%,0.00%,,,,93,288,0.04%,,
 ,,   ,,16,Urban Minor Arterial,02,Passenger Cars,              ,13,809,135,21.87%,6.24%,,,,9,386,482,10.21%,4.24%,,,,0,0.00%,0.00%,,,,23,195,617,10.49%,,
 ,,   ,,16,Urban Minor Arterial,03,"Two Axle, 4 Tire Single Unit Vehicles",              ,2,292,312,3.63%,1.04%,,,,1,946,875,2.12%,0.88%,,,,0,0.00%,0.00%,,,,4,239,187,1.92%,,
 ,,   ,,16,Urban Minor Arterial,04,Busses,              ,95,232,0.15%,0.04%,,,,60,049,0.07%,0.03%,,,,0,0.00%,0.00%,,,,155,281,0.07%,,
 ,,   ,,16,Urban Minor Arterial,05,"Two Axle, 6 Tire Single Unit Trucks",              ,108,930,0.17%,0.05%,,,,80,155,0.09%,0.04%,,,,0,0.00%,0.00%,,,,189,085,0.09%,,
 ,,   ,,16,Urban Minor Arterial,06,Three Axle Single Unit Trucks,              ,56,837,0.09%,0.03%,,,,46,330,0.05%,0.02%,,,,0,0.00%,0.00%,,,,103,167,0.05%,,
 ,,   ,,16,Urban Minor Arterial,07,Four or More Axle Single Unit Trucks,              ,10,488,0.02%,0.00%,,,,10,522,0.01%,0.00%,,,,0,0.00%,0.00%,,,,21,009,0.01%,,
 ,,   ,,16,Urban Minor Arterial,08,Four Axle or Fewer Single Trailers,              ,23,119,0.04%,0.01%,,,,21,848,0.02%,0.01%,,,,0,0.00%,0.00%,,,,44,967,0.02%,,
 ,,   ,,16,Urban Minor Arterial,09,Five Axle Single Trailers,              ,31,513,0.05%,0.01%,,,,60,642,0.07%,0.03%,,,,0,0.00%,0.00%,,,,92,154,0.04%,,
 ,,   ,,16,Urban Minor Arterial,10,Six or More Axle Single Trailers,              ,1,648,0.00%,0.00%,,,,3,224,0.00%,0.00%,,,,0,0.00%,0.00%,,,,4,872,0.00%,,
 ,,   ,,16,Urban Minor Arterial,11,Five Axle or Fewer Multi-Trailers,              ,537,0.00%,0.00%,,,,609,0.00%,0.00%,,,,0,0.00%,0.00%,,,,1,145,0.00%,,
 ,,   ,,16,Urban Minor Arterial,12,Six Axle Multi-Trailers,              ,159,0.00%,0.00%,,,,103,0.00%,0.00%,,,,0,0.00%,0.00%,,,,262,0.00%,,
 ,,   ,,16,Urban Minor Arterial,13,Seven or More Axle Multi-Trailers,              ,128,0.00%,0.00%,,,,96,0.00%,0.00%,,,,0,0.00%,0.00%,,,,224,0.00%,,
