ReportID:,2230,DataYear:,2012,,ReportID:,2230,DataYear:,2012,,ReportID:,2230,DataYear:,2012,,ReportID:,2230,DataYear:,2012,,ReportID:,2230,DataYear:,2012,,ReportID:,2230,DataYear:,2012,Prepared,8/6/2013
3,Lynchburg District,041,Halifax County,2,Rural Principal Arterial - Other,05,"Two Axle, 6 Tire Single Unit Trucks",              ,0,0.00%,0.00%,,,,2,677,0.00%,0.00%,,,,0,0.00%,0.00%,,,,2,677,0.00%,,
3,Lynchburg District,041,Halifax County,2,Rural Principal Arterial - Other,06,Three Axle Single Unit Trucks,              ,0,0.00%,0.00%,,,,3,153,0.00%,0.00%,,,,0,0.00%,0.00%,,,,3,153,0.00%,,
3,Lynchburg District,041,Halifax County,2,Rural Principal Arterial - Other,07,Four or More Axle Single Unit Trucks,              ,0,0.00%,0.00%,,,,395,0.00%,0.00%,,,,0,0.00%,0.00%,,,,395,0.00%,,
3,Lynchburg District,041,Halifax County,2,Rural Principal Arterial - Other,08,Four Axle or Fewer Single Trailers,              ,0,0.00%,0.00%,,,,2,195,0.00%,0.00%,,,,0,0.00%,0.00%,,,,2,195,0.00%,,
3,Lynchburg District,041,Halifax County,2,Rural Principal Arterial - Other,09,Five Axle Single Trailers,              ,0,0.00%,0.00%,,,,34,674,0.04%,0.02%,,,,0,0.00%,0.00%,,,,34,674,0.02%,,
3,Lynchburg District,041,Halifax County,2,Rural Principal Arterial - Other,10,Six or More Axle Single Trailers,              ,0,0.00%,0.00%,,,,520,0.00%,0.00%,,,,0,0.00%,0.00%,,,,520,0.00%,,
3,Lynchburg District,041,Halifax County,2,Rural Principal Arterial - Other,11,Five Axle or Fewer Multi-Trailers,              ,0,0.00%,0.00%,,,,593,0.00%,0.00%,,,,0,0.00%,0.00%,,,,593,0.00%,,
3,Lynchburg District,041,Halifax County,2,Rural Principal Arterial - Other,12,Six Axle Multi-Trailers,              ,0,0.00%,0.00%,,,,355,0.00%,0.00%,,,,0,0.00%,0.00%,,,,355,0.00%,,
3,Lynchburg District,041,Halifax County,2,Rural Principal Arterial - Other,13,Seven or More Axle Multi-Trailers,              ,0,0.00%,0.00%,,,,3,0.00%,0.00%,,,,0,0.00%,0.00%,,,,3,0.00%,,
3,Lynchburg District,041,Halifax County,6,Rural Minor Arterial,01,Motorcycles,              ,0,0.00%,0.00%,,,,1,049,0.00%,0.00%,,,,0,0.00%,0.00%,,,,1,049,0.00%,,
3,Lynchburg District,041,Halifax County,6,Rural Minor Arterial,02,Passenger Cars,              ,0,0.00%,0.00%,,,,108,163,0.12%,0.05%,,,,0,0.00%,0.00%,,,,108,163,0.05%,,
3,Lynchburg District,041,Halifax County,6,Rural Minor Arterial,03,"Two Axle, 4 Tire Single Unit Vehicles",              ,0,0.00%,0.00%,,,,40,932,0.04%,0.02%,,,,0,0.00%,0.00%,,,,40,932,0.02%,,
3,Lynchburg District,041,Halifax County,6,Rural Minor Arterial,04,Busses,              ,0,0.00%,0.00%,,,,1,061,0.00%,0.00%,,,,0,0.00%,0.00%,,,,1,061,0.00%,,
3,Lynchburg District,041,Halifax County,6,Rural Minor Arterial,05,"Two Axle, 6 Tire Single Unit Trucks",              ,0,0.00%,0.00%,,,,2,113,0.00%,0.00%,,,,0,0.00%,0.00%,,,,2,113,0.00%,,
3,Lynchburg District,041,Halifax County,6,Rural Minor Arterial,06,Three Axle Single Unit Trucks,              ,0,0.00%,0.00%,,,,1,289,0.00%,0.00%,,,,0,0.00%,0.00%,,,,1,289,0.00%,,
3,Lynchburg District,041,Halifax County,6,Rural Minor Arterial,07,Four or More Axle Single Unit Trucks,              ,0,0.00%,0.00%,,,,148,0.00%,0.00%,,,,0,0.00%,0.00%,,,,148,0.00%,,
3,Lynchburg District,041,Halifax County,6,Rural Minor Arterial,08,Four Axle or Fewer Single Trailers,              ,0,0.00%,0.00%,,,,1,162,0.00%,0.00%,,,,0,0.00%,0.00%,,,,1,162,0.00%,,
3,Lynchburg District,041,Halifax County,6,Rural Minor Arterial,09,Five Axle Single Trailers,              ,0,0.00%,0.00%,,,,11,770,0.01%,0.01%,,,,0,0.00%,0.00%,,,,11,770,0.01%,,
3,Lynchburg District,041,Halifax County,6,Rural Minor Arterial,10,Six or More Axle Single Trailers,              ,0,0.00%,0.00%,,,,194,0.00%,0.00%,,,,0,0.00%,0.00%,,,,194,0.00%,,
3,Lynchburg District,041,Halifax County,6,Rural Minor Arterial,11,Five Axle or Fewer Multi-Trailers,              ,0,0.00%,0.00%,,,,3,0.00%,0.00%,,,,0,0.00%,0.00%,,,,3,0.00%,,
3,Lynchburg District,041,Halifax County,6,Rural Minor Arterial,12,Six Axle Multi-Trailers,              ,0,0.00%,0.00%,,,,5,0.00%,0.00%,,,,0,0.00%,0.00%,,,,5,0.00%,,
3,Lynchburg District,041,Halifax County,7,Rural Major Collector,01,Motorcycles,              ,741,0.00%,0.00%,,,,272,0.00%,0.00%,,,,0,0.00%,0.00%,,,,1,012,0.00%,,
3,Lynchburg District,041,Halifax County,7,Rural Major Collector,02,Passenger Cars,              ,107,689,0.17%,0.05%,,,,25,087,0.03%,0.01%,,,,0,0.00%,0.00%,,,,132,775,0.06%,,
3,Lynchburg District,041,Halifax County,7,Rural Major Collector,03,"Two Axle, 4 Tire Single Unit Vehicles",              ,30,197,0.05%,0.01%,,,,8,664,0.01%,0.00%,,,,0,0.00%,0.00%,,,,38,860,0.02%,,
3,Lynchburg District,041,Halifax County,7,Rural Major Collector,04,Busses,              ,486,0.00%,0.00%,,,,280,0.00%,0.00%,,,,0,0.00%,0.00%,,,,766,0.00%,,
3,Lynchburg District,041,Halifax County,7,Rural Major Collector,05,"Two Axle, 6 Tire Single Unit Trucks",              ,837,0.00%,0.00%,,,,393,0.00%,0.00%,,,,0,0.00%,0.00%,,,,1,229,0.00%,,
3,Lynchburg District,041,Halifax County,7,Rural Major Collector,06,Three Axle Single Unit Trucks,              ,943,0.00%,0.00%,,,,439,0.00%,0.00%,,,,0,0.00%,0.00%,,,,1,382,0.00%,,
3,Lynchburg District,041,Halifax County,7,Rural Major Collector,07,Four or More Axle Single Unit Trucks,              ,199,0.00%,0.00%,,,,52,0.00%,0.00%,,,,0,0.00%,0.00%,,,,251,0.00%,,
3,Lynchburg District,041,Halifax County,7,Rural Major Collector,08,Four Axle or Fewer Single Trailers,              ,304,0.00%,0.00%,,,,227,0.00%,0.00%,,,,0,0.00%,0.00%,,,,530,0.00%,,
3,Lynchburg District,041,Halifax County,7,Rural Major Collector,09,Five Axle Single Trailers,              ,2,610,0.00%,0.00%,,,,3,177,0.00%,0.00%,,,,0,0.00%,0.00%,,,,5,787,0.00%,,
3,Lynchburg District,041,Halifax County,7,Rural Major Collector,10,Six or More Axle Single Trailers,              ,58,0.00%,0.00%,,,,88,0.00%,0.00%,,,,0,0.00%,0.00%,,,,146,0.00%,,
3,Lynchburg District,041,Halifax County,7,Rural Major Collector,11,Five Axle or Fewer Multi-Trailers,              ,1,0.00%,0.00%,,,,1,0.00%,0.00%,,,,0,0.00%,0.00%,,,,2,0.00%,,
3,Lynchburg District,041,Halifax County,7,Rural Major Collector,13,Seven or More Axle Multi-Trailers,              ,0,0.00%,0.00%,,,,5,0.00%,0.00%,,,,0,0.00%,0.00%,,,,5,0.00%,,
3,Lynchburg District,041,Halifax County,8,Rural Minor Collector,01,Motorcycles,              ,35,0.00%,0.00%,,,,4,0.00%,0.00%,,,,0,0.00%,0.00%,,,,39,0.00%,,
3,Lynchburg District,041,Halifax County,8,Rural Minor Collector,02,Passenger Cars,              ,7,963,0.01%,0.00%,,,,1,247,0.00%,0.00%,,,,0,0.00%,0.00%,,,,9,210,0.00%,,
3,Lynchburg District,041,Halifax County,8,Rural Minor Collector,03,"Two Axle, 4 Tire Single Unit Vehicles",              ,1,963,0.00%,0.00%,,,,532,0.00%,0.00%,,,,0,0.00%,0.00%,,,,2,495,0.00%,,
3,Lynchburg District,041,Halifax County,8,Rural Minor Collector,04,Busses,              ,124,0.00%,0.00%,,,,7,0.00%,0.00%,,,,0,0.00%,0.00%,,,,132,0.00%,,
3,Lynchburg District,041,Halifax County,8,Rural Minor Collector,05,"Two Axle, 6 Tire Single Unit Trucks",              ,70,0.00%,0.00%,,,,20,0.00%,0.00%,,,,0,0.00%,0.00%,,,,90,0.00%,,
3,Lynchburg District,041,Halifax County,8,Rural Minor Collector,06,Three Axle Single Unit Trucks,              ,55,0.00%,0.00%,,,,14,0.00%,0.00%,,,,0,0.00%,0.00%,,,,69,0.00%,,
3,Lynchburg District,041,Halifax County,8,Rural Minor Collector,07,Four or More Axle Single Unit Trucks,              ,2,0.00%,0.00%,,,,0,0.00%,0.00%,,,,0,0.00%,0.00%,,,,2,0.00%,,
3,Lynchburg District,041,Halifax County,8,Rural Minor Collector,08,Four Axle or Fewer Single Trailers,              ,17,0.00%,0.00%,,,,9,0.00%,0.00%,,,,0,0.00%,0.00%,,,,26,0.00%,,
3,Lynchburg District,041,Halifax County,8,Rural Minor Collector,09,Five Axle Single Trailers,              ,122,0.00%,0.00%,,,,38,0.00%,0.00%,,,,0,0.00%,0.00%,,,,160,0.00%,,
3,Lynchburg District,041,Halifax County,8,Rural Minor Collector,10,Six or More Axle Single Trailers,              ,0,0.00%,0.00%,,,,0,0.00%,0.00%,,,,0,0.00%,0.00%,,,,0,0.00%,,
3,Lynchburg District,041,Halifax County,9,Rural Local System,01,Motorcycles,              ,9,0.00%,0.00%,,,,0,0.00%,0.00%,,,,0,0.00%,0.00%,,,,9,0.00%,,
3,Lynchburg District,041,Halifax County,9,Rural Local System,02,Passenger Cars,              ,96,746,0.15%,0.04%,,,,11,0.00%,0.00%,,,,0,0.00%,0.00%,,,,96,757,0.04%,,
3,Lynchburg District,041,Halifax County,9,Rural Local System,03,"Two Axle, 4 Tire Single Unit Vehicles",              ,565,0.00%,0.00%,,,,0,0.00%,0.00%,,,,0,0.00%,0.00%,,,,565,0.00%,,
3,Lynchburg District,041,Halifax County,9,Rural Local System,04,Busses,              ,13,0.00%,0.00%,,,,0,0.00%,0.00%,,,,0,0.00%,0.00%,,,,13,0.00%,,
3,Lynchburg District,041,Halifax County,9,Rural Local System,05,"Two Axle, 6 Tire Single Unit Trucks",              ,21,0.00%,0.00%,,,,0,0.00%,0.00%,,,,0,0.00%,0.00%,,,,21,0.00%,,
3,Lynchburg District,041,Halifax County,9,Rural Local System,06,Three Axle Single Unit Trucks,              ,11,0.00%,0.00%,,,,0,0.00%,0.00%,,,,0,0.00%,0.00%,,,,11,0.00%,,
3,Lynchburg District,041,Halifax County,9,Rural Local System,07,Four or More Axle Single Unit Trucks,              ,1,0.00%,0.00%,,,,0,0.00%,0.00%,,,,0,0.00%,0.00%,,,,1,0.00%,,
3,Lynchburg District,041,Halifax County,9,Rural Local System,08,Four Axle or Fewer Single Trailers,              ,18,0.00%,0.00%,,,,0,0.00%,0.00%,,,,0,0.00%,0.00%,,,,18,0.00%,,
3,Lynchburg District,041,Halifax County,9,Rural Local System,09,Five Axle Single Trailers,              ,21,0.00%,0.00%,,,,0,0.00%,0.00%,,,,0,0.00%,0.00%,,,,21,0.00%,,
3,Lynchburg District,041,Halifax County,9,Rural Local System,10,Six or More Axle Single Trailers,              ,1,0.00%,0.00%,,,,0,0.00%,0.00%,,,,0,0.00%,0.00%,,,,1,0.00%,,
3,Lynchburg District,041,Halifax County,9,Rural Local System,11,Five Axle or Fewer Multi-Trailers,              ,0,0.00%,0.00%,,,,0,0.00%,0.00%,,,,0,0.00%,0.00%,,,,0,0.00%,,
3,Lynchburg District,041,Halifax County,9,Rural Local System,12,Six Axle Multi-Trailers,              ,0,0.00%,0.00%,,,,0,0.00%,0.00%,,,,0,0.00%,0.00%,,,,0,0.00%,,
3,Lynchburg District,041,Halifax County,9,Rural Local System,13,Seven or More Axle Multi-Trailers,              ,0,0.00%,0.00%,,,,0,0.00%,0.00%,,,,0,0.00%,0.00%,,,,0,0.00%,,
3,Lynchburg District,041,Halifax County,14,Urban Principal Arterial - Other,01,Motorcycles,              ,0,0.00%,0.00%,,,,75,0.00%,0.00%,,,,0,0.00%,0.00%,,,,75,0.00%,,
3,Lynchburg District,041,Halifax County,14,Urban Principal Arterial - Other,02,Passenger Cars,              ,0,0.00%,0.00%,,,,11,248,0.01%,0.01%,,,,0,0.00%,0.00%,,,,11,248,0.01%,,
3,Lynchburg District,041,Halifax County,14,Urban Principal Arterial - Other,03,"Two Axle, 4 Tire Single Unit Vehicles",              ,0,0.00%,0.00%,,,,3,356,0.00%,0.00%,,,,0,0.00%,0.00%,,,,3,356,0.00%,,
3,Lynchburg District,041,Halifax County,14,Urban Principal Arterial - Other,04,Busses,              ,0,0.00%,0.00%,,,,111,0.00%,0.00%,,,,0,0.00%,0.00%,,,,111,0.00%,,
3,Lynchburg District,041,Halifax County,14,Urban Principal Arterial - Other,05,"Two Axle, 6 Tire Single Unit Trucks",              ,0,0.00%,0.00%,,,,150,0.00%,0.00%,,,,0,0.00%,0.00%,,,,150,0.00%,,
3,Lynchburg District,041,Halifax County,14,Urban Principal Arterial - Other,06,Three Axle Single Unit Trucks,              ,0,0.00%,0.00%,,,,168,0.00%,0.00%,,,,0,0.00%,0.00%,,,,168,0.00%,,
3,Lynchburg District,041,Halifax County,14,Urban Principal Arterial - Other,07,Four or More Axle Single Unit Trucks,              ,0,0.00%,0.00%,,,,23,0.00%,0.00%,,,,0,0.00%,0.00%,,,,23,0.00%,,
3,Lynchburg District,041,Halifax County,14,Urban Principal Arterial - Other,08,Four Axle or Fewer Single Trailers,              ,0,0.00%,0.00%,,,,112,0.00%,0.00%,,,,0,0.00%,0.00%,,,,112,0.00%,,
3,Lynchburg District,041,Halifax County,14,Urban Principal Arterial - Other,09,Five Axle Single Trailers,              ,0,0.00%,0.00%,,,,1,825,0.00%,0.00%,,,,0,0.00%,0.00%,,,,1,825,0.00%,,
3,Lynchburg District,041,Halifax County,14,Urban Principal Arterial - Other,10,Six or More Axle Single Trailers,              ,0,0.00%,0.00%,,,,27,0.00%,0.00%,,,,0,0.00%,0.00%,,,,27,0.00%,,
3,Lynchburg District,041,Halifax County,14,Urban Principal Arterial - Other,11,Five Axle or Fewer Multi-Trailers,              ,0,0.00%,0.00%,,,,32,0.00%,0.00%,,,,0,0.00%,0.00%,,,,32,0.00%,,
3,Lynchburg District,041,Halifax County,14,Urban Principal Arterial - Other,12,Six Axle Multi-Trailers,              ,0,0.00%,0.00%,,,,19,0.00%,0.00%,,,,0,0.00%,0.00%,,,,19,0.00%,,
3,Lynchburg District,041,Halifax County,14,Urban Principal Arterial - Other,13,Seven or More Axle Multi-Trailers,              ,0,0.00%,0.00%,,,,0,0.00%,0.00%,,,,0,0.00%,0.00%,,,,0,0.00%,,
3,Lynchburg District,041,Halifax County,16,Urban Minor Arterial,01,Motorcycles,              ,28,0.00%,0.00%,,,,219,0.00%,0.00%,,,,0,0.00%,0.00%,,,,246,0.00%,,
3,Lynchburg District,041,Halifax County,16,Urban Minor Arterial,02,Passenger Cars,              ,4,725,0.01%,0.00%,,,,36,732,0.04%,0.02%,,,,0,0.00%,0.00%,,,,41,457,0.02%,,
3,Lynchburg District,041,Halifax County,16,Urban Minor Arterial,03,"Two Axle, 4 Tire Single Unit Vehicles",              ,1,146,0.00%,0.00%,,,,10,181,0.01%,0.00%,,,,0,0.00%,0.00%,,,,11,327,0.01%,,
3,Lynchburg District,041,Halifax County,16,Urban Minor Arterial,04,Busses,              ,8,0.00%,0.00%,,,,164,0.00%,0.00%,,,,0,0.00%,0.00%,,,,172,0.00%,,
3,Lynchburg District,041,Halifax County,16,Urban Minor Arterial,05,"Two Axle, 6 Tire Single Unit Trucks",              ,22,0.00%,0.00%,,,,306,0.00%,0.00%,,,,0,0.00%,0.00%,,,,328,0.00%,,
3,Lynchburg District,041,Halifax County,16,Urban Minor Arterial,06,Three Axle Single Unit Trucks,              ,17,0.00%,0.00%,,,,231,0.00%,0.00%,,,,0,0.00%,0.00%,,,,248,0.00%,,
3,Lynchburg District,041,Halifax County,16,Urban Minor Arterial,07,Four or More Axle Single Unit Trucks,              ,4,0.00%,0.00%,,,,33,0.00%,0.00%,,,,0,0.00%,0.00%,,,,38,0.00%,,
3,Lynchburg District,041,Halifax County,16,Urban Minor Arterial,08,Four Axle or Fewer Single Trailers,              ,10,0.00%,0.00%,,,,124,0.00%,0.00%,,,,0,0.00%,0.00%,,,,134,0.00%,,
3,Lynchburg District,041,Halifax County,16,Urban Minor Arterial,09,Five Axle Single Trailers,              ,12,0.00%,0.00%,,,,1,260,0.00%,0.00%,,,,0,0.00%,0.00%,,,,1,272,0.00%,,
3,Lynchburg District,041,Halifax County,16,Urban Minor Arterial,10,Six or More Axle Single Trailers,              ,1,0.00%,0.00%,,,,28,0.00%,0.00%,,,,0,0.00%,0.00%,,,,29,0.00%,,
3,Lynchburg District,041,Halifax County,16,Urban Minor Arterial,11,Five Axle or Fewer Multi-Trailers,              ,0,0.00%,0.00%,,,,0,0.00%,0.00%,,,,0,0.00%,0.00%,,,,0,0.00%,,
3,Lynchburg District,041,Halifax County,16,Urban Minor Arterial,12,Six Axle Multi-Trailers,              ,0,0.00%,0.00%,,,,0,0.00%,0.00%,,,,0,0.00%,0.00%,,,,0,0.00%,,
3,Lynchburg District,041,Halifax County,17,Urban Collector,01,Motorcycles,              ,38,0.00%,0.00%,,,,1,0.00%,0.00%,,,,0,0.00%,0.00%,,,,39,0.00%,,
3,Lynchburg District,041,Halifax County,17,Urban Collector,02,Passenger Cars,              ,4,947,0.01%,0.00%,,,,64,0.00%,0.00%,,,,0,0.00%,0.00%,,,,5,011,0.00%,,
3,Lynchburg District,041,Halifax County,17,Urban Collector,03,"Two Axle, 4 Tire Single Unit Vehicles",              ,878,0.00%,0.00%,,,,15,0.00%,0.00%,,,,0,0.00%,0.00%,,,,893,0.00%,,
3,Lynchburg District,041,Halifax County,17,Urban Collector,04,Busses,              ,1,0.00%,0.00%,,,,1,0.00%,0.00%,,,,0,0.00%,0.00%,,,,3,0.00%,,
3,Lynchburg District,041,Halifax County,17,Urban Collector,05,"Two Axle, 6 Tire Single Unit Trucks",              ,24,0.00%,0.00%,,,,1,0.00%,0.00%,,,,0,0.00%,0.00%,,,,25,0.00%,,
3,Lynchburg District,041,Halifax County,17,Urban Collector,06,Three Axle Single Unit Trucks,              ,48,0.00%,0.00%,,,,0,0.00%,0.00%,,,,0,0.00%,0.00%,,,,48,0.00%,,
3,Lynchburg District,041,Halifax County,17,Urban Collector,07,Four or More Axle Single Unit Trucks,              ,59,0.00%,0.00%,,,,0,0.00%,0.00%,,,,0,0.00%,0.00%,,,,59,0.00%,,
3,Lynchburg District,041,Halifax County,17,Urban Collector,08,Four Axle or Fewer Single Trailers,              ,5,0.00%,0.00%,,,,0,0.00%,0.00%,,,,0,0.00%,0.00%,,,,5,0.00%,,
3,Lynchburg District,041,Halifax County,17,Urban Collector,09,Five Axle Single Trailers,              ,10,0.00%,0.00%,,,,0,0.00%,0.00%,,,,0,0.00%,0.00%,,,,10,0.00%,,
3,Lynchburg District,041,Halifax County,19,Urban Local System,01,Motorcycles,              ,0,0.00%,0.00%,,,,0,0.00%,0.00%,,,,0,0.00%,0.00%,,,,0,0.00%,,
3,Lynchburg District,041,Halifax County,19,Urban Local System,02,Passenger Cars,              ,6,864,0.01%,0.00%,,,,7,0.00%,0.00%,,,,0,0.00%,0.00%,,,,6,871,0.00%,,
3,Lynchburg District,041,Halifax County,19,Urban Local System,03,"Two Axle, 4 Tire Single Unit Vehicles",              ,0,0.00%,0.00%,,,,0,0.00%,0.00%,,,,0,0.00%,0.00%,,,,0,0.00%,,
3,Lynchburg District,041,Halifax County,19,Urban Local System,04,Busses,              ,0,0.00%,0.00%,,,,0,0.00%,0.00%,,,,0,0.00%,0.00%,,,,0,0.00%,,
3,Lynchburg District,041,Halifax County,19,Urban Local System,05,"Two Axle, 6 Tire Single Unit Trucks",              ,0,0.00%,0.00%,,,,0,0.00%,0.00%,,,,0,0.00%,0.00%,,,,0,0.00%,,
3,Lynchburg District,041,Halifax County,19,Urban Local System,06,Three Axle Single Unit Trucks,              ,0,0.00%,0.00%,,,,0,0.00%,0.00%,,,,0,0.00%,0.00%,,,,0,0.00%,,
3,Lynchburg District,041,Halifax County,19,Urban Local System,07,Four or More Axle Single Unit Trucks,              ,0,0.00%,0.00%,,,,0,0.00%,0.00%,,,,0,0.00%,0.00%,,,,0,0.00%,,
3,Lynchburg District,041,Halifax County,19,Urban Local System,08,Four Axle or Fewer Single Trailers,              ,0,0.00%,0.00%,,,,0,0.00%,0.00%,,,,0,0.00%,0.00%,,,,0,0.00%,,
3,Lynchburg District,041,Halifax County,19,Urban Local System,09,Five Axle Single Trailers,              ,0,0.00%,0.00%,,,,0,0.00%,0.00%,,,,0,0.00%,0.00%,,,,0,0.00%,,
3,Lynchburg District,041,Halifax County,19,Urban Local System,10,Six or More Axle Single Trailers,              ,0,0.00%,0.00%,,,,0,0.00%,0.00%,,,,0,0.00%,0.00%,,,,0,0.00%,,
3,Lynchburg District,041,Halifax County,19,Urban Local System,11,Five Axle or Fewer Multi-Trailers,              ,0,0.00%,0.00%,,,,0,0.00%,0.00%,,,,0,0.00%,0.00%,,,,0,0.00%,,
3,Lynchburg District,041,Halifax County,19,Urban Local System,12,Six Axle Multi-Trailers,              ,0,0.00%,0.00%,,,,0,0.00%,0.00%,,,,0,0.00%,0.00%,,,,0,0.00%,,
3,Lynchburg District,041,Halifax County,19,Urban Local System,13,Seven or More Axle Multi-Trailers,              ,0,0.00%,0.00%,,,,0,0.00%,0.00%,,,,0,0.00%,0.00%,,,,0,0.00%,,
3,Lynchburg District,041,Halifax County Total:,,,,,,270,665,0.43%,0.12%,,,,595,694,0.65%,0.27%,,,,0,0.00%,0.00%,,,,866,359,0.39%,,
3,Lynchburg District,062,Nelson County,2,Rural Principal Arterial - Other,01,Motorcycles,              ,0,0.00%,0.00%,,,,1,323,0.00%,0.00%,,,,0,0.00%,0.00%,,,,1,323,0.00%,,
3,Lynchburg District,062,Nelson County,2,Rural Principal Arterial - Other,02,Passenger Cars,              ,0,0.00%,0.00%,,,,222,593,0.24%,0.10%,,,,0,0.00%,0.00%,,,,222,593,0.10%,,
3,Lynchburg District,062,Nelson County,2,Rural Principal Arterial - Other,03,"Two Axle, 4 Tire Single Unit Vehicles",              ,0,0.00%,0.00%,,,,50,255,0.05%,0.02%,,,,0,0.00%,0.00%,,,,50,255,0.02%,,
3,Lynchburg District,062,Nelson County,2,Rural Principal Arterial - Other,04,Busses,              ,0,0.00%,0.00%,,,,2,429,0.00%,0.00%,,,,0,0.00%,0.00%,,,,2,429,0.00%,,
3,Lynchburg District,062,Nelson County,2,Rural Principal Arterial - Other,05,"Two Axle, 6 Tire Single Unit Trucks",              ,0,0.00%,0.00%,,,,2,687,0.00%,0.00%,,,,0,0.00%,0.00%,,,,2,687,0.00%,,
3,Lynchburg District,062,Nelson County,2,Rural Principal Arterial - Other,06,Three Axle Single Unit Trucks,              ,0,0.00%,0.00%,,,,1,532,0.00%,0.00%,,,,0,0.00%,0.00%,,,,1,532,0.00%,,
3,Lynchburg District,062,Nelson County,2,Rural Principal Arterial - Other,07,Four or More Axle Single Unit Trucks,              ,0,0.00%,0.00%,,,,154,0.00%,0.00%,,,,0,0.00%,0.00%,,,,154,0.00%,,
3,Lynchburg District,062,Nelson County,2,Rural Principal Arterial - Other,08,Four Axle or Fewer Single Trailers,              ,0,0.00%,0.00%,,,,1,948,0.00%,0.00%,,,,0,0.00%,0.00%,,,,1,948,0.00%,,
3,Lynchburg District,062,Nelson County,2,Rural Principal Arterial - Other,09,Five Axle Single Trailers,              ,0,0.00%,0.00%,,,,24,531,0.03%,0.01%,,,,0,0.00%,0.00%,,,,24,531,0.01%,,
3,Lynchburg District,062,Nelson County,2,Rural Principal Arterial - Other,10,Six or More Axle Single Trailers,              ,0,0.00%,0.00%,,,,354,0.00%,0.00%,,,,0,0.00%,0.00%,,,,354,0.00%,,
3,Lynchburg District,062,Nelson County,2,Rural Principal Arterial - Other,11,Five Axle or Fewer Multi-Trailers,              ,0,0.00%,0.00%,,,,1,069,0.00%,0.00%,,,,0,0.00%,0.00%,,,,1,069,0.00%,,
3,Lynchburg District,062,Nelson County,2,Rural Principal Arterial - Other,12,Six Axle Multi-Trailers,              ,0,0.00%,0.00%,,,,335,0.00%,0.00%,,,,0,0.00%,0.00%,,,,335,0.00%,,
3,Lynchburg District,062,Nelson County,2,Rural Principal Arterial - Other,13,Seven or More Axle Multi-Trailers,              ,0,0.00%,0.00%,,,,2,0.00%,0.00%,,,,0,0.00%,0.00%,,,,2,0.00%,,
3,Lynchburg District,062,Nelson County,6,Rural Minor Arterial,01,Motorcycles,              ,0,0.00%,0.00%,,,,62,0.00%,0.00%,,,,0,0.00%,0.00%,,,,62,0.00%,,
3,Lynchburg District,062,Nelson County,6,Rural Minor Arterial,02,Passenger Cars,              ,0,0.00%,0.00%,,,,100,070,0.11%,0.05%,,,,0,0.00%,0.00%,,,,100,070,0.05%,,
3,Lynchburg District,062,Nelson County,6,Rural Minor Arterial,03,"Two Axle, 4 Tire Single Unit Vehicles",              ,0,0.00%,0.00%,,,,29,158,0.03%,0.01%,,,,0,0.00%,0.00%,,,,29,158,0.01%,,
3,Lynchburg District,062,Nelson County,6,Rural Minor Arterial,04,Busses,              ,0,0.00%,0.00%,,,,1,149,0.00%,0.00%,,,,0,0.00%,0.00%,,,,1,149,0.00%,,
3,Lynchburg District,062,Nelson County,6,Rural Minor Arterial,05,"Two Axle, 6 Tire Single Unit Trucks",              ,0,0.00%,0.00%,,,,1,693,0.00%,0.00%,,,,0,0.00%,0.00%,,,,1,693,0.00%,,
3,Lynchburg District,062,Nelson County,6,Rural Minor Arterial,06,Three Axle Single Unit Trucks,              ,0,0.00%,0.00%,,,,989,0.00%,0.00%,,,,0,0.00%,0.00%,,,,989,0.00%,,
3,Lynchburg District,062,Nelson County,6,Rural Minor Arterial,07,Four or More Axle Single Unit Trucks,              ,0,0.00%,0.00%,,,,426,0.00%,0.00%,,,,0,0.00%,0.00%,,,,426,0.00%,,
3,Lynchburg District,062,Nelson County,6,Rural Minor Arterial,08,Four Axle or Fewer Single Trailers,              ,0,0.00%,0.00%,,,,783,0.00%,0.00%,,,,0,0.00%,0.00%,,,,783,0.00%,,
3,Lynchburg District,062,Nelson County,6,Rural Minor Arterial,09,Five Axle Single Trailers,              ,0,0.00%,0.00%,,,,5,163,0.01%,0.00%,,,,0,0.00%,0.00%,,,,5,163,0.00%,,
3,Lynchburg District,062,Nelson County,6,Rural Minor Arterial,10,Six or More Axle Single Trailers,              ,0,0.00%,0.00%,,,,85,0.00%,0.00%,,,,0,0.00%,0.00%,,,,85,0.00%,,
3,Lynchburg District,062,Nelson County,6,Rural Minor Arterial,12,Six Axle Multi-Trailers,              ,0,0.00%,0.00%,,,,8,0.00%,0.00%,,,,0,0.00%,0.00%,,,,8,0.00%,,
3,Lynchburg District,062,Nelson County,7,Rural Major Collector,01,Motorcycles,              ,76,0.00%,0.00%,,,,153,0.00%,0.00%,,,,0,0.00%,0.00%,,,,229,0.00%,,
3,Lynchburg District,062,Nelson County,7,Rural Major Collector,02,Passenger Cars,              ,19,613,0.03%,0.01%,,,,29,105,0.03%,0.01%,,,,0,0.00%,0.00%,,,,48,718,0.02%,,
3,Lynchburg District,062,Nelson County,7,Rural Major Collector,03,"Two Axle, 4 Tire Single Unit Vehicles",              ,6,343,0.01%,0.00%,,,,9,388,0.01%,0.00%,,,,0,0.00%,0.00%,,,,15,731,0.01%,,
