673005, 306,00001,     ,306-1,Branch St,306,Town of Strasburg,306,Town of Strasburg,0.26,Capon St,Franklin St,390,G,99%,0%,1%,0%,0%,0%,C,,,,410,G,2011,,,,,,,,,,,,,,,
673016, 306,00002,     ,306-2,Orchard St,306,Town of Strasburg,306,Town of Strasburg,0.18,85-1210 Franklin St,US 11 Stover Ave,360,G,99%,0%,1%,0%,0%,0%,F,,,,380,G,2011,,,,,,,,,,,,,,,
673008, 306,00003,     ,306-3,Eberly  St,306,Town of Strasburg,306,Town of Strasburg,0.10,SR 55 Front Royal Rd; King St,85-635 Bowman Hill Rd; ECL Strasburg,420,G,99%,0%,1%,0%,0%,0%,F,,,,450,G,2011,,,,,,,,,,,,,,,
673004, 306,00004,     ,306-4,Aileen Ave,306,Town of Strasburg,306,Town of Strasburg,0.28,Queen St,Dead End,360,G,99%,0%,1%,0%,0%,0%,F,,,,380,G,2011,,,,,,,,,,,,,,,
673019, 306,00005,     ,306-5,Sharpe St,306,Town of Strasburg,306,Town of Strasburg,0.08,King St,Queen St,460,G,99%,0%,1%,0%,0%,0%,F,,,,480,G,2011,,,,,,,,,,,,,,,
770916, 306,00006,     ,306-6,Radio Station Rd,306,Town of Strasburg,306,Town of Strasburg,0.30,0.30 ME US 11,US 11 Old Valley Pike,40,R,,,,,,,X,,,,,,04/21/2008,,,,,,,,,,,,,,,
770917, 306,00006,     ,306-6,Radio Station Rd,306,Town of Strasburg,306,Town of Strasburg,0.54,US 11 Old Valley Pike,Dead End,800,R,,,,,,,X,,,,,,04/21/2008,,,,,,,,,,,,,,,
673020, 306,01966,     ,306-1966,Franklin St,306,Town of Strasburg,306,Town of Strasburg,0.18,Orchard St,Branch St,460,G,95%,3%,1%,1%,0%,0%,C,,,,490,G,2011,,,,,,,,,,,,,,,
673003, 306,01967,     ,306-1967,Ash St,306,Town of Strasburg,306,Town of Strasburg,0.77,85-638 WCL Strasburg,306-1971 Capon St,1200,F,98%,1%,0%,0%,0%,0%,C,0.1176,F,0.0000,1200,F,2011,,,,,,,,,,,,,,,
673023, 306,01967,     ,306-1967,Washington St,306,Town of Strasburg,306,Town of Strasburg,0.37,306-1971 Capon St,US 11 N Massanutten St,2800,F,98%,0%,1%,1%,0%,0%,C,0.0903,F,0.0000,2900,F,2011,,,,,,,,,,,,,,,
673022, 306,01967,     ,306-1967,Washington St,306,Town of Strasburg,306,Town of Strasburg,0.43,US 11 N Massanutten St,Virginia St,1800,G,99%,0%,0%,0%,0%,0%,C,,,,1900,G,2011,,,,,,,,,,,,,,,
673021, 306,01967,     ,306-1967,Washington St,306,Town of Strasburg,306,Town of Strasburg,0.18,Virginia St,Eberly St; ECL Strasburg,790,G,98%,1%,1%,0%,0%,0%,C,,,,830,G,2011,,,,,,,,,,,,,,,
673006, 306,01971,     ,306-1971,Capon St,306,Town of Strasburg,306,Town of Strasburg,0.16,King St,Branch St,2500,G,98%,1%,1%,0%,0%,0%,F,,,,2600,G,2011,,,,,,,,,,,,,,,
673007, 306,01971,     ,306-1971,Capon St,306,Town of Strasburg,306,Town of Strasburg,0.50,Branch St,SR 55 John Marshall Hwy,1700,G,98%,1%,1%,0%,0%,0%,C,,,,1800,G,2011,,,,,,,,,,,,,,,
673012, 306,01974,     ,306-1974,Holliday St,306,Town of Strasburg,306,Town of Strasburg,0.30,85-648 SCL Strasburg,High St,2400,F,94%,4%,1%,1%,0%,0%,C,0.2223,F,0.0000,2500,F,2011,,,,,,,,,,,,,,,
673011, 306,01974,     ,306-1974,Holliday St,306,Town of Strasburg,306,Town of Strasburg,0.07,High St,Queen St,4000,F,94%,4%,1%,1%,0%,0%,F,0.1866,F,0.0000,4100,F,2011,,,,,,,,,,,,,,,
673010, 306,01974,     ,306-1974,Holliday St,306,Town of Strasburg,306,Town of Strasburg,0.08,Queen St,US 11 King St,3300,F,95%,2%,1%,1%,1%,0%,C,0.1142,F,0.0000,3400,F,2011,,,,,,,,,,,,,,,
673009, 306,01974,     ,306-1974,Holliday St,306,Town of Strasburg,306,Town of Strasburg,0.08,US 11 King St,Washington St,1700,F,94%,4%,1%,1%,0%,0%,F,0.0981,F,0.0000,1700,F,2011,,,,,,,,,,,,,,,
673017, 306,01975,     ,306-1975,Queen St,306,Town of Strasburg,306,Town of Strasburg,0.19,Sharpe St,Holliday St,530,G,99%,0%,0%,0%,0%,0%,F,,,,550,G,2011,,,,,,,,,,,,,,,
673018, 306,01975,     ,306-1975,Queen St,306,Town of Strasburg,306,Town of Strasburg,1.10,Holliday St,SR 55 Front Royal Rd,2100,F,99%,0%,0%,0%,0%,0%,C,0.1027,F,0.0000,2200,F,2011,,,,,,,,,,,,,,,
573001, 306,00000,     ,306-0,Fort St,306,Town of Strasburg,306,Town of Strasburg,0.00,High St,Queen St,160,G,,,,,,,X,,,,160,G,2011,,,,,,,,,,,,,,,
573012, 306,00000,     ,306-0,Massanuten Street,306,Town of Strasburg,306,Town of Strasburg,0.00,East Queen Street,SR 55 King Street,2800,G,97%,1%,1%,0%,0%,0%,C,,,,2800,G,2011,,,,,,,,,,,,,,,
573011, 306,00000,     ,306-0,Thompson Street,306,Town of Strasburg,306,Town of Strasburg,0.00,US 11,Lee Street,710,G,99%,0%,0%,0%,0%,0%,C,,,,710,G,2011,,,,,,,,,,,,,,,
- - - - - - - - - - - - - - - - - - - - - - - - - - - - End of Report - - - - - - - - - - - - - - - - - - - - - - - - - - - - ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
