404216,  58,00621,     ,58-621,Main St,250,Town of LaCrosse,058,Mecklenburg County,0.34,58-618 High St,US 58,3200,G,94%,1%,1%,2%,2%,0%,F,0.0958,F,0.5059,3300,G,2011,,,,,,,,,,,,,,,
404217,  58,00621,     ,58-621,Country Club Rd,250,Town of LaCrosse,058,Mecklenburg County,0.18,US 58,NCL LaCrosse,1200,G,94%,1%,1%,2%,2%,0%,F,0.1042,F,0.6312,1200,G,2011,,,,,,,,,,,,,,,
404218,  58,00621,     ,58-621,Country Club Rd,058,Mecklenburg County,058,Mecklenburg County,3.03,NCL LaCrosse,58-639 Taylor Rd,640,G,94%,1%,1%,2%,2%,0%,F,0.1278,F,0.6389,650,G,2011,,,,,,,,,,,,,,,
404219,  58,00621,     ,58-621,Country Club Rd,058,Mecklenburg County,058,Mecklenburg County,1.80,58-639 Forksville Rd,US 1 West,260,G,94%,1%,1%,2%,2%,0%,C,0.1533,F,0.6667,260,G,2011,,,,,,,,,,,,,,,
753024,  58,00621,     ,58-621,Dixie Bridge Rd,058,Mecklenburg County,058,Mecklenburg County,1.79,US 1 EAST,Lunenburg County Line,100,R,,,,,,,X,,,,,,07/02/2007,,,,,,,,,,,,,,,
753025,  58,00622,     ,58-622,Lone Oak Rd,058,Mecklenburg County,058,Mecklenburg County,1.60,58-660 Old Cox Rd,58-670 Hutcheson Rd,50,R,,,,,,,X,,,,,,07/05/2007,,,,,,,,,,,,,,,
753026,  58,00622,     ,58-622,Lone Oak Rd,058,Mecklenburg County,058,Mecklenburg County,2.60,58-670 Hutcheson Rd,"SR 47, 58-662",110,R,,,,,,,X,,,,,,07/05/2007,,,,,,,,,,,,,,,
753027,  58,00623,     ,58-623,Wray Rd,058,Mecklenburg County,058,Mecklenburg County,0.31,58-621 Country Club Rd,0.31 ME 58-621,240,R,,,,,,,X,,,,,,03/11/2010,,,,,,,,,,,,,,,
753028,  58,00623,     ,58-623,Wray Rd,058,Mecklenburg County,058,Mecklenburg County,2.68,0.31 ME 58-621,Brunswick County Line,100,R,,,,,,,X,,,,,,03/11/2010,,,,,,,,,,,,,,,
753029,  58,00624,     ,58-624,Canaan Church Rd,058,Mecklenburg County,058,Mecklenburg County,1.05,Brunswick County Line,"58-626 S, Blackridge Rd",790,R,,,,,,,X,,,,,,06/28/2007,,,,,,,,,,,,,,,
404220,  58,00624,     ,58-624,Canaan Church Rd,058,Mecklenburg County,058,Mecklenburg County,2.71,"58-626 S, Blackridge Rd","58-618 S, Marengo Rd",1700,G,97%,2%,1%,1%,0%,0%,C,0.1292,F,0.5697,1800,G,2011,,,,,,,,,,,,,,,
753030,  58,00624,     ,58-624,Morris Town Circle,058,Mecklenburg County,058,Mecklenburg County,0.71,58-618 SOUTH,SCL LaCrosse,120,R,,,,,,,X,,,,,,06/28/2007,,,,,,,,,,,,,,,
785163,  58,00624,     ,58-624,Hillcrest Rd,250,Town of LaCrosse,058,Mecklenburg County,0.14,SCL LaCrosse,"58-618 N, Main St",1100,R,,,,,,,X,,,,,,07/19/2001,,,,,,,,,,,,,,,
753031,  58,00624,     ,58-624,Hillcrest Rd,250,Town of LaCrosse,058,Mecklenburg County,0.22,"58-618 N, Main St",58-1503 Carter St,170,R,,,,,,,X,,,,,,06/28/2007,,,,,,,,,,,,,,,
753032,  58,00625,     ,58-625,Carroll Rd,058,Mecklenburg County,058,Mecklenburg County,1.20,Brunswick County Line,58-611 Newell Rd,310,R,,,,,,,X,,,,,,03/18/2010,,,,,,,,,,,,,,,
753033,  58,00625,     ,58-625,Carroll Rd,058,Mecklenburg County,058,Mecklenburg County,4.29,58-611 Newell Rd,58-624 Canaan Church Rd,140,R,,,,,,,X,,,,,,03/18/2010,,,,,,,,,,,,,,,
404221,  58,00626,     ,58-626,Blackridge Rd,058,Mecklenburg County,058,Mecklenburg County,3.00,58-903,58-611 Newell Rd,900,G,97%,1%,1%,0%,1%,0%,F,0.1257,F,0.5106,920,G,2011,,,,,,,,,,,,,,,
404222,  58,00626,     ,58-626,Blackridge Rd,058,Mecklenburg County,058,Mecklenburg County,4.04,58-611 Newell Rd,"58-624 S, Canaan Church Rd",1100,G,97%,1%,1%,0%,1%,0%,F,0.1064,F,0.6437,1100,G,2011,,,,,,,,,,,,,,,
404223,  58,00626,     ,58-626,Regional Airport Rd,058,Mecklenburg County,058,Mecklenburg County,2.40,"58-624 N, Canaan Church Rd",US 58,750,G,97%,1%,1%,0%,1%,0%,C,0.1078,F,0.6786,770,G,2011,,,,,,,,,,,,,,,
753034,  58,00627,     ,58-627,Gaulding Rd,058,Mecklenburg County,058,Mecklenburg County,1.64,58-618,58-620 Hall Rd,150,R,,,,,,,X,,,,,,06/28/2007,,,,,,,,,,,,,,,
753035,  58,00628,     ,58-628,Webb Rd,058,Mecklenburg County,058,Mecklenburg County,0.20,58-618,58-629 Reed Rd,460,R,,,,,,,X,,,,,,03/18/2010,,,,,,,,,,,,,,,
753036,  58,00628,     ,58-628,Webb Rd,058,Mecklenburg County,058,Mecklenburg County,1.50,58-629 Reed Rd,58-630 Belfield Rd,220,R,,,,,,,X,,,,,,03/18/2010,,,,,,,,,,,,,,,
753037,  58,00629,     ,58-629,Reed Rd,058,Mecklenburg County,058,Mecklenburg County,1.00,58-630 Belfield Rd,58-752 Piercy Rd,170,R,,,,,,,X,,,,,,06/28/2007,,,,,,,,,,,,,,,
753038,  58,00629,     ,58-629,Reed Rd,058,Mecklenburg County,058,Mecklenburg County,1.10,58-752 Piercy Rd,58-628 Webb Rd,210,R,,,,,,,X,,,,,,06/28/2007,,,,,,,,,,,,,,,
753039,  58,00630,     ,58-630,Smith Cross Rd,058,Mecklenburg County,058,Mecklenburg County,2.30,US 1,58-809 Smith Cross Rd,230,R,,,,,,,X,,,,,,06/28/2007,,,,,,,,,,,,,,,
753040,  58,00630,     ,58-630,Belfield Rd,058,Mecklenburg County,058,Mecklenburg County,4.60,58-809 Smith Cross Rd,58-631 Boxwood Rd,60,R,,,,,,,X,,,,,,06/28/2007,,,,,,,,,,,,,,,
753041,  58,00630,     ,58-630,Belfield Rd,058,Mecklenburg County,058,Mecklenburg County,3.50,58-631 Boxwood Rd,58-618 Marengo Rd,120,R,,,,,,,X,,,,,,06/28/2007,,,,,,,,,,,,,,,
753042,  58,00631,     ,58-631,Boxwood Rd,058,Mecklenburg County,058,Mecklenburg County,1.90,58-630 Belfield Rd,58-641 Trinity Church Rd,390,R,,,,,,,X,,,,,,03/18/2010,,,,,,,,,,,,,,,
753043,  58,00631,     ,58-631,Boxwood Rd,058,Mecklenburg County,058,Mecklenburg County,1.26,58-641 Trinity Church Rd,58-903,290,R,,,,,,,X,,,,,,03/18/2010,,,,,,,,,,,,,,,
753044,  58,00631,     ,58-631,Boxwood Rd,058,Mecklenburg County,058,Mecklenburg County,0.55,58-903,Dead End,40,R,,,,,,,X,,,,,,03/18/2010,,,,,,,,,,,,,,,
753045,  58,00632,     ,58-632,Stumps Dead End,058,Mecklenburg County,058,Mecklenburg County,0.70,Dead End,"58-682 S, Finneywood Rd",130,R,,,,,,,X,,,,,,09/10/2007,,,,,,,,,,,,,,,
753046,  58,00632,     ,58-632,Fort Mitchell Rd,058,Mecklenburg County,058,Mecklenburg County,1.10,"58-682 N, Finneywood Rd",Lunenburg County Line,310,R,,,,,,,X,,,,,,03/02/2010,,,,,,,,,,,,,,,
753047,  58,00633,     ,58-633,Scotts Crossroads,058,Mecklenburg County,058,Mecklenburg County,1.50,Dead End,SR 47,210,R,,,,,,,X,,,,,,07/05/2007,,,,,,,,,,,,,,,
753048,  58,00633,     ,58-633,Scotts Crossroads,058,Mecklenburg County,058,Mecklenburg County,3.20,SR 47,58-681 Honeytree Rd,190,R,,,,,,,X,,,,,,03/02/2010,,,,,,,,,,,,,,,
753049,  58,00633,     ,58-633,Scotts Crossroads,058,Mecklenburg County,058,Mecklenburg County,0.60,58-681 Honeytree Rd,Lunenburg County Line,40,R,,,,,,,X,,,,,,03/02/2010,,,,,,,,,,,,,,,
753050,  58,00634,     ,58-634,Traffic Rd,058,Mecklenburg County,058,Mecklenburg County,1.30,SR 47,58-745 Twin Peaks Rd,460,R,,,,,,,X,,,,,,07/05/2007,,,,,,,,,,,,,,,
753051,  58,00634,     ,58-634, ,058,Mecklenburg County,058,Mecklenburg County,1.70,58-745 Twin Peaks Rd,58-681 Honeytree Rd,370,R,,,,,,,X,,,,,,07/05/2007,,,,,,,,,,,,,,,
753052,  58,00634,     ,58-634, ,058,Mecklenburg County,058,Mecklenburg County,0.49,58-681 Honeytree Rd,Lunenburg County Line,250,R,,,,,,,X,,,,,,07/05/2007,,,,,,,,,,,,,,,
753053,  58,00635,     ,58-635,Saffold Rd,058,Mecklenburg County,058,Mecklenburg County,1.65,SR 47,58-659 Hillside Rd,230,R,,,,,,,X,,,,,,06/25/2007,,,,,,,,,,,,,,,
753054,  58,00635,     ,58-635,Saffold Rd,058,Mecklenburg County,058,Mecklenburg County,0.97,58-659 Hillside Rd,58-764 Piney Creek Rd,180,R,,,,,,,X,,,,,,06/25/2007,,,,,,,,,,,,,,,
753055,  58,00635,     ,58-635,Saffold Rd,058,Mecklenburg County,058,Mecklenburg County,0.10,58-764 Piney Creek Rd,Lunenburg County Line,320,R,,,,,,,X,,,,,,06/25/2007,,,,,,,,,,,,,,,
753056,  58,00636,     ,58-636,Bridge Rd,058,Mecklenburg County,058,Mecklenburg County,2.02,58-654 Whitles Mill Rd,Lunenburg County Line,490,R,,,,,,,X,,,,,,06/25/2007,,,,,,,,,,,,,,,
404224,  58,00637,     ,58-637,Chaptico Rd,058,Mecklenburg County,058,Mecklenburg County,1.65,NWCL South Hill,58-812 Hudgins Rd,770,G,98%,0%,1%,0%,1%,0%,C,0.1011,F,0.6463,790,G,2011,,,,,,,,,,,,,,,
753057,  58,00637,     ,58-637,Chaptico Rd,058,Mecklenburg County,058,Mecklenburg County,0.72,58-812 Hudgins Rd,58-653 Mile Rd,760,R,,,,,,,X,,,,,,03/16/2010,,,,,,,,,,,,,,,
753058,  58,00637,     ,58-637,Chaptico Rd,058,Mecklenburg County,058,Mecklenburg County,1.18,58-653 Mile Rd,Lunenburg County Line,460,R,,,,,,,X,,,,,,10/01/2007,,,,,,,,,,,,,,,
753059,  58,00638,     ,58-638,Burnt Store Rd,058,Mecklenburg County,058,Mecklenburg County,0.66,Dead End,US 1 WEST,70,R,,,,,,,X,,,,,,07/02/2007,,,,,,,,,,,,,,,
753060,  58,00638,     ,58-638,Wilson Rd,058,Mecklenburg County,058,Mecklenburg County,0.90,US 1 EAST,58-621 Country Club Rd,610,R,,,,,,,X,,,,,,03/11/2010,,,,,,,,,,,,,,,
753061,  58,00638,     ,58-638,Wilson Rd,058,Mecklenburg County,058,Mecklenburg County,0.90,58-621 Country Club Rd,"58-639 W, Forksville Rd",400,R,,,,,,,X,,,,,,03/11/2010,,,,,,,,,,,,,,,
753062,  58,00638,     ,58-638,Skelton Station Rd,058,Mecklenburg County,058,Mecklenburg County,0.40,"58-639 E, Forksville Rd",Dead End,20,R,,,,,,,X,,,,,,07/02/2007,,,,,,,,,,,,,,,
753063,  58,00639,     ,58-639,Forksville Rd,058,Mecklenburg County,058,Mecklenburg County,1.90,58-621 Country Club Rd,"58-638 W, Wilson Rd",120,R,,,,,,,X,,,,,,07/02/2007,,,,,,,,,,,,,,,
753064,  58,00639,     ,58-639,Forksville Rd,058,Mecklenburg County,058,Mecklenburg County,1.20,"58-638 W, Wilson Rd",Brunswick County Line,320,R,,,,,,,X,,,,,,07/02/2007,,,,,,,,,,,,,,,
753065,  58,00640,     ,58-640,West Organville Rd,058,Mecklenburg County,058,Mecklenburg County,0.70,Charlotte County Line,"58-699 W, Bluestock Creek Rd",140,R,,,,,,,X,,,,,,08/14/2007,,,,,,,,,,,,,,,
753066,  58,00640,     ,58-640,West Organville Rd,058,Mecklenburg County,058,Mecklenburg County,2.40,"58-699 W, Bluestock Creek Rd","58-609 S, Trottinridge Rd",130,R,,,,,,,X,,,,,,08/14/2007,,,,,,,,,,,,,,,
753067,  58,00640,     ,58-640,East Organville Rd,058,Mecklenburg County,058,Mecklenburg County,2.00,"58-609 N, Trottinridge Rd",58-696 Brankley Rd,170,R,,,,,,,X,,,,,,08/14/2007,,,,,,,,,,,,,,,
753068,  58,00640,     ,58-640,East Organville Rd,058,Mecklenburg County,058,Mecklenburg County,1.40,58-696 Brankley Rd,SR 49,290,R,,,,,,,X,,,,,,08/14/2007,,,,,,,,,,,,,,,
753069,  58,00641,     ,58-641,Trinity Church Rd,058,Mecklenburg County,058,Mecklenburg County,1.70,58-631 Boxwood Rd,58-903,220,R,,,,,,,X,,,,,,08/14/2007,,,,,,,,,,,,,,,
753070,  58,00642,     ,58-642,Rocky Branch Rd,058,Mecklenburg County,058,Mecklenburg County,2.83,58-903,58-618,510,R,,,,,,,X,,,,,,06/25/2007,,,,,,,,,,,,,,,
753071,  58,00643,     ,58-643,Country Lane,058,Mecklenburg County,058,Mecklenburg County,1.07,58-642 Rocky Branch Rd,SCL South Hill,510,R,,,,,,,X,,,,,,06/25/2007,,,,,,,,,,,,,,,
753072,  58,00643,     ,58-643,Thompson St,058,Mecklenburg County,058,Mecklenburg County,1.20,ECL South Hill,Dead End,990,R,,,,,,,X,,,,,,06/25/2007,,,,,,,,,,,,,,,
753073,  58,00644,     ,58-644,Watkins Rd,058,Mecklenburg County,058,Mecklenburg County,0.15,58-1010 Golden Eagle Dr,0.15 ME 58-1010 Golden Eagle Dr,160,R,,,,,,,X,,,,,,03/18/2010,,,,,,,,,,,,,,,
753074,  58,00644,     ,58-644,Watkins Rd,058,Mecklenburg County,058,Mecklenburg County,1.25,0.15 ME 58-1010 Golden Eagle Dr,Dead End,45,R,,,,,,,X,,,,,,03/18/2010,,,,,,,,,,,,,,,
753075,  58,00645,     ,58-645,Gordon Lake,058,Mecklenburg County,058,Mecklenburg County,1.91,58-663 Busy Bee Rd,58-664 Union Level Rd,320,R,,,,,,,X,,,,,,06/28/2007,,,,,,,,,,,,,,,
753076,  58,00646,     ,58-646,Sims Bridge Rd,058,Mecklenburg County,058,Mecklenburg County,0.05,Dead End,58-618,20,R,,,,,,,X,,,,,,06/28/2007,,,,,,,,,,,,,,,
753077,  58,00647,     ,58-647,Tolbert Rd,058,Mecklenburg County,058,Mecklenburg County,1.80,58-620 Hall Rd,58-626 Blackridge Rd,150,R,,,,,,,X,,,,,,06/28/2007,,,,,,,,,,,,,,,
753078,  58,00648,     ,58-648,Lafayette Rd,058,Mecklenburg County,058,Mecklenburg County,0.64,Dead End,58-677 Wilkerson Rd,100,R,,,,,,,X,,,,,,03/30/2010,,,,,,,,,,,,,,,
753079,  58,00649,     ,58-649,Clover Rd,058,Mecklenburg County,058,Mecklenburg County,2.00,US 1 Mecklenburg Ave,2.00 MN US 1,370,R,,,,,,,X,,,,,,03/11/2010,,,,,,,,,,,,,,,
753080,  58,00649,     ,58-649,Clover Rd,058,Mecklenburg County,058,Mecklenburg County,0.90,2.00 MN US 1,58-844 Burton Rd,120,R,,,,,,,X,,,,,,03/11/2010,,,,,,,,,,,,,,,
753081,  58,00649,     ,58-649,Clover Rd,058,Mecklenburg County,058,Mecklenburg County,0.10,58-844 Burton Rd,SR 138,150,R,,,,,,,X,,,,,,07/02/2007,,,,,,,,,,,,,,,
753082,  58,00650,     ,58-650,Dockery Rd,058,Mecklenburg County,058,Mecklenburg County,0.20,58-651 Plank Rd,US 1,110,R,,,,,,,X,,,,,,06/25/2007,,,,,,,,,,,,,,,
753083,  58,00650,     ,58-650,Dockery Rd,058,Mecklenburg County,058,Mecklenburg County,1.54,US 1,58-903,460,R,,,,,,,X,,,,,,06/25/2007,,,,,,,,,,,,,,,
753084,  58,00651,     ,58-651,Plank Rd,058,Mecklenburg County,058,Mecklenburg County,3.12,58-664 Union Level Rd,WCL South Hill,480,G,,,,,,,X,,,,480,G,2011,,,,,,,,,,,,,,,
753085,  58,00652,     ,58-652,Callis Rd,058,Mecklenburg County,058,Mecklenburg County,2.79,Dead End,SR 47 WEST,530,R,,,,,,,X,,,,,,06/25/2007,,,,,,,,,,,,,,,
753086,  58,00652,     ,58-652,Wagon Wheel Rd,058,Mecklenburg County,058,Mecklenburg County,2.00,SR 47 EAST,Dead End,130,R,,,,,,,X,,,,,,06/25/2007,,,,,,,,,,,,,,,
753087,  58,00653,     ,58-653,Mile Rd,058,Mecklenburg County,058,Mecklenburg County,1.00,Dead End,58-637 Chaptico Rd,70,R,,,,,,,X,,,,,,06/25/2007,,,,,,,,,,,,,,,
753088,  58,00654,     ,58-654,Whitles Mill Rd,058,Mecklenburg County,058,Mecklenburg County,1.00,SR 47,58-636 Bridge Rd,660,R,,,,,,,X,,,,,,06/25/2007,,,,,,,,,,,,,,,
753089,  58,00654,     ,58-654,Whitles Mill Rd,058,Mecklenburg County,058,Mecklenburg County,0.50,58-636 Bridge Rd,58-868 Fleming Rd,170,R,,,,,,,X,,,,,,06/25/2007,,,,,,,,,,,,,,,
753090,  58,00654,     ,58-654,Whitles Mill Rd,058,Mecklenburg County,058,Mecklenburg County,1.59,58-868 Fleming Rd,Dead End,80,R,,,,,,,X,,,,,,06/25/2007,,,,,,,,,,,,,,,
753091,  58,00655,     ,58-655,Skyline Rd,058,Mecklenburg County,058,Mecklenburg County,1.20,58-664 Union Level Rd,58-656 Deer Run Rd,230,R,,,,,,,X,,,,,,06/25/2007,,,,,,,,,,,,,,,
753092,  58,00655,     ,58-655,Skyline Rd,058,Mecklenburg County,058,Mecklenburg County,0.65,58-656 Deer Run Rd,58-854 Pack Rd,250,R,,,,,,,X,,,,,,06/25/2007,,,,,,,,,,,,,,,
753093,  58,00655,     ,58-655,Skyline Rd,058,Mecklenburg County,058,Mecklenburg County,1.45,58-854 Pack Rd,58-657 Miles Creek Rd,330,R,,,,,,,X,,,,,,06/25/2007,,,,,,,,,,,,,,,
753094,  58,00655,     ,58-655,Skyline Rd,058,Mecklenburg County,058,Mecklenburg County,0.79,58-657 Miles Creek Rd,SR 47 EAST,520,R,,,,,,,X,,,,,,06/25/2007,,,,,,,,,,,,,,,
753095,  58,00655,     ,58-655,Chalk Level Rd,058,Mecklenburg County,058,Mecklenburg County,3.30,SR 47 WEST,58-764 Piney Creek Rd,110,R,,,,,,,X,,,,,,06/25/2007,,,,,,,,,,,,,,,
753096,  58,00656,     ,58-656,Deer Run Rd,058,Mecklenburg County,058,Mecklenburg County,0.70,Dead End,58-655 Skyline Rd,30,R,,,,,,,X,,,,,,06/25/2007,,,,,,,,,,,,,,,
753097,  58,00657,     ,58-657,Miles Creek Rd,058,Mecklenburg County,058,Mecklenburg County,3.30,58-664 Union Level Rd,58-655 Skyline Rd,140,R,,,,,,,X,,,,,,07/24/2007,,,,,,,,,,,,,,,
753098,  58,00658,     ,58-658,Wheatland Rd,058,Mecklenburg County,058,Mecklenburg County,1.85,58-670 Hutcheson Rd,58-830 Rocky Rd,30,R,,,,,,,X,,,,,,07/05/2007,,,,,,,,,,,,,,,
753099,  58,00658,     ,58-658,Wheatland Rd,058,Mecklenburg County,058,Mecklenburg County,0.85,58-830 Rocky Rd,SR 47 WEST,140,R,,,,,,,X,,,,,,07/05/2007,,,,,,,,,,,,,,,
753100,  58,00658,     ,58-658,Northside Rd,058,Mecklenburg County,058,Mecklenburg County,0.45,SR 47 EAST,58-834 Wayside Rd,60,R,,,,,,,X,,,,,,03/16/2010,,,,,,,,,,,,,,,
753101,  58,00658,     ,58-658,Northside Rd,058,Mecklenburg County,058,Mecklenburg County,1.55,58-834 Wayside Rd,58-660 Old Cox Rd,30,R,,,,,,,X,,,,,,07/05/2007,,,,,,,,,,,,,,,
753102,  58,00659,     ,58-659,Hillside Rd,058,Mecklenburg County,058,Mecklenburg County,0.90,58-635 Saffold Rd,58-764 Piney Creek Rd,60,R,,,,,,,X,,,,,,03/16/2010,,,,,,,,,,,,,,,
404225,  58,00660,     ,58-660,Old Cox Rd,058,Mecklenburg County,058,Mecklenburg County,3.10,SR 92,58-677 N; Easters Rd,300,G,95%,3%,0%,0%,1%,0%,C,0.1206,F,0.5789,310,G,2011,,,,,,,,,,,,,,,
404226,  58,00660,     ,58-660,Old Cox Rd,058,Mecklenburg County,058,Mecklenburg County,1.50,58-677 N; Easters Rd,58-671 S; Stoney Cross Rd,310,G,95%,3%,0%,0%,1%,0%,F,0.1577,F,0.6667,310,G,2011,,,,,,,,,,,,,,,
404227,  58,00660,     ,58-660,Old Cox Rd,058,Mecklenburg County,058,Mecklenburg County,3.71,58-671 S; Stoney Cross Rd,SR 47 WEST,390,G,95%,3%,0%,0%,1%,0%,F,0.1342,F,0.5126,400,G,2011,,,,,,,,,,,,,,,
753103,  58,00660,     ,58-660,Old Cox Rd,058,Mecklenburg County,058,Mecklenburg County,1.70,SR 47 WEST,58-661 Meadows Rd,310,R,,,,,,,X,,,,,,03/04/2010,,,,,,,,,,,,,,,
753104,  58,00660,     ,58-660,Old Cox Rd,058,Mecklenburg County,058,Mecklenburg County,4.60,58-661 Meadows Rd,58-760 Phillps Lane,47,R,,,,,,,X,,,,,,07/05/2007,,,,,,,,,,,,,,,
753105,  58,00660,     ,58-660,Old Cox Rd,058,Mecklenburg County,058,Mecklenburg County,1.20,58-760 Phillps Lane,58-658 Northside Rd,150,R,,,,,,,X,,,,,,07/05/2007,,,,,,,,,,,,,,,
753106,  58,00660,     ,58-660,Old Cox Rd,058,Mecklenburg County,058,Mecklenburg County,0.10,58-658 Northside Rd,SR 47 EAST,220,R,,,,,,,X,,,,,,07/05/2007,,,,,,,,,,,,,,,
753107,  58,00661,     ,58-661,Meadows Rd,058,Mecklenburg County,058,Mecklenburg County,2.30,58-660 Old Cox Rd,58-662 Wightman Rd,60,R,,,,,,,X,,,,,,07/05/2007,,,,,,,,,,,,,,,
753108,  58,00662,     ,58-662,Wightman Rd,058,Mecklenburg County,058,Mecklenburg County,2.26,SR 47 WEST,58-745 Twin Peaks Rd,370,R,,,,,,,X,,,,,,07/05/2007,,,,,,,,,,,,,,,
753109,  58,00662,     ,58-662,Wightman Rd,058,Mecklenburg County,058,Mecklenburg County,0.30,58-745 Twin Peaks Rd,58-661 Meadows Rd,110,R,,,,,,,X,,,,,,07/05/2007,,,,,,,,,,,,,,,
753110,  58,00662,     ,58-662,Wightman Rd,058,Mecklenburg County,058,Mecklenburg County,5.40,58-661 Meadows Rd,SR 47 EAST,60,R,,,,,,,X,,,,,,07/05/2007,,,,,,,,,,,,,,,
753111,  58,00663,     ,58-663,Cedar Grove Rd,058,Mecklenburg County,058,Mecklenburg County,0.80,US 1,58-709 Eureka Rd,100,R,,,,,,,X,,,,,,03/23/2010,,,,,,,,,,,,,,,
753112,  58,00663,     ,58-663,Cedar Grove Rd,058,Mecklenburg County,058,Mecklenburg County,2.40,58-709 Eureka Rd,US 58,160,R,,,,,,,X,,,,,,03/23/2010,,,,,,,,,,,,,,,
753113,  58,00663,     ,58-663,Cedar Grove Rd,058,Mecklenburg County,058,Mecklenburg County,0.70,US 58,58-673 Busy Bee Rd,90,R,,,,,,,X,,,,,,07/24/2007,,,,,,,,,,,,,,,
301240,  58,00663,     ,58-663,Busy Bee Rd,058,Mecklenburg County,058,Mecklenburg County,3.29,58-673 Busy Bee Rd,58-664 Union Level Rd,260,G,93%,4%,2%,0%,1%,0%,C,0.1333,F,1.0000,260,G,2011,,,,,,,,,,,,,,,
404228,  58,00664,     ,58-664,Union Level Rd,058,Mecklenburg County,058,Mecklenburg County,3.06,US 1,58-663 Busy Bee Rd,620,G,94%,1%,3%,1%,1%,0%,C,0.1119,F,1.0000,630,G,2011,,,,,,,,,,,,,,,
404229,  58,00664,     ,58-664,Union Level Rd,058,Mecklenburg County,058,Mecklenburg County,1.97,58-663 Busy Bee Rd,58-655 Sky Line Rd,440,G,94%,1%,3%,1%,1%,0%,F,0.1153,F,0.5254,450,G,2011,,,,,,,,,,,,,,,
404230,  58,00664,     ,58-664,Union Level Rd,058,Mecklenburg County,058,Mecklenburg County,2.81,58-655 Sky Line Rd,SR 47,350,G,94%,1%,3%,1%,1%,0%,F,0.1233,F,0.6082,360,G,2011,,,,,,,,,,,,,,,
753114,  58,00665,     ,58-665,Rail Rd,058,Mecklenburg County,058,Mecklenburg County,1.10,58-664 Union Level Rd,Dead End,60,R,,,,,,,X,,,,,,10/01/2007,,,,,,,,,,,,,,,
753115,  58,00666,     ,58-666,Twin Cedar Rd,058,Mecklenburg County,058,Mecklenburg County,0.10,58-668 Dry Creek Rd,0.10 MN 58-668,110,R,,,,,,,X,,,,,,03/23/2010,,,,,,,,,,,,,,,
753116,  58,00666,     ,58-666,Twin Cedar Rd,058,Mecklenburg County,058,Mecklenburg County,2.60,0.10 MN 58-668,58-667 Wind Rd,90,R,,,,,,,X,,,,,,03/23/2010,,,,,,,,,,,,,,,
753117,  58,00666,     ,58-666,Twin Cedar Rd,058,Mecklenburg County,058,Mecklenburg County,0.05,58-667 Wind Rd,58-664 Union Level Rd,270,R,,,,,,,X,,,,,,03/23/2010,,,,,,,,,,,,,,,
753118,  58,00667,     ,58-667,Wind Rd,058,Mecklenburg County,058,Mecklenburg County,1.00,58-669,58-666 Twin Cedar Rd,70,R,,,,,,,X,,,,,,07/24/2007,,,,,,,,,,,,,,,
753119,  58,00668,     ,58-668,Dry Creek Rd,058,Mecklenburg County,058,Mecklenburg County,1.60,58-669,58-666 Twin Cedar Rd,60,R,,,,,,,X,,,,,,07/24/2007,,,,,,,,,,,,,,,
753120,  58,00668,     ,58-668,Dry Creek Rd,058,Mecklenburg County,058,Mecklenburg County,1.40,58-666 Twin Cedar Rd,58-664 Union Level Rd,270,R,,,,,,,X,,,,,,06/16/2004,,,,,,,,,,,,,,,
404231,  58,00669,     ,58-669,Baskerville Rd,058,Mecklenburg County,058,Mecklenburg County,2.50,58-615 Redlawn Rd,US 58,380,G,95%,3%,1%,0%,1%,0%,F,0.1082,F,0.6813,380,G,2011,,,,,,,,,,,,,,,
404232,  58,00669,     ,58-669,Baskerville Rd,058,Mecklenburg County,058,Mecklenburg County,0.42,US 58,58-673 Busy Bee Rd,620,G,95%,3%,1%,0%,1%,0%,C,0.1326,F,0.5056,630,G,2011,,,,,,,,,,,,,,,
404233,  58,00669,     ,58-669,Baskerville Rd,058,Mecklenburg County,058,Mecklenburg County,1.69,58-673 Busy Bee Rd,58-674 Wooden Bridge Rd,370,G,95%,3%,1%,0%,1%,0%,F,0.1017,F,0.6047,380,G,2011,,,,,,,,,,,,,,,
404234,  58,00669,     ,58-669,Baskerville Rd,058,Mecklenburg County,058,Mecklenburg County,1.35,58-674 Wooden Bridge Rd,58-671 Callahan Rd,410,G,95%,3%,1%,0%,1%,0%,F,0.1238,F,0.6525,420,G,2011,,,,,,,,,,,,,,,
405453,  58,00669,     ,58-669,Baskerville Rd,058,Mecklenburg County,058,Mecklenburg County,2.55,58-671 Callahan Rd,58-670 Hutcheson Rd,140,G,95%,3%,1%,0%,1%,0%,F,0.1657,F,0.7627,140,G,2011,,,,,,,,,,,,,,,
404236,  58,00669,     ,58-669,Baskerville Rd,058,Mecklenburg County,058,Mecklenburg County,1.72,58-670 Hutcheson Rd,58-664 Union Level Rd,310,G,95%,3%,1%,0%,1%,0%,F,0.1255,F,0.5393,320,G,2011,,,,,,,,,,,,,,,
753121,  58,00670,     ,58-670,Hutcheson Rd,058,Mecklenburg County,058,Mecklenburg County,1.70,58-622 Lone Oak Rd,58-658 Wheatland Rd,20,R,,,,,,,X,,,,,,07/05/2007,,,,,,,,,,,,,,,
