666405,  US,00011,     ,"US 11, US 221, VA 116",Williamson Rd,128,City of Roanoke,128,City of Roanoke,0.50,I-581,US 460 Orange Ave,12000,G,99%,0%,0%,0%,0%,0%,F,0.0817,F,0.5555,12000,G,2011,,,,,,,,,,,,,,,
666404,  US,00011,     ,US 11,Williamson Rd,128,City of Roanoke,128,City of Roanoke,0.92,US 460 Orange Ave,Liberty Rd,14000,G,99%,0%,0%,0%,0%,0%,F,0.0794,F,0.5023,14000,G,2011,,,,,,,,,,,,,,,
666403,  US,00011,     ,US 11,Williamson Rd,128,City of Roanoke,128,City of Roanoke,0.51,Liberty Rd,10th St,15000,G,99%,0%,0%,0%,0%,0%,F,0.0800,F,0.5084,16000,G,2011,,,,,,,,,,,,,,,
666402,  US,00011,     ,US 11,Williamson Rd,128,City of Roanoke,128,City of Roanoke,1.27,10th St,SR 101 Hershberger Rd,18000,G,99%,0%,0%,0%,0%,0%,F,0.0766,F,0.5007,18000,G,2011,,,,,,,,,,,,,,,
666401,  US,00011,     ,US 11,Williamson Rd,128,City of Roanoke,128,City of Roanoke,0.11,SR 101 Hershberger Rd,SR 118 Airport Rd,18000,G,99%,0%,0%,0%,0%,0%,F,0.0846,F,0.5137,19000,G,2011,,,,,,,,,,,,,,,
666201,  US,00011,     ,US 11,Williamson Rd,128,City of Roanoke,128,City of Roanoke,0.39,SR 118 Airport Rd,NCL Roanoke,17000,G,99%,0%,0%,0%,0%,0%,F,0.0837,F,0.5097,17000,G,2011,,,,,,,,,,,,,,,
790858,  US,00011,N152A,US 11 NB Exit 152A,Ramp,128,City of Roanoke,080,Roanoke County,0.13,US 11 Williamson Rd,I-581 North,0,?,,,,,,,X,,,,,,,,,,,,,,,,,,,,,
666247,A1US,00011,     ,"US 460, Alt US 11",Melrose Ave,128,City of Roanoke,128,City of Roanoke,0.65,ECL Salem,SR 117 Peters Creek Rd,16000,G,96%,1%,1%,1%,2%,0%,F,0.0876,F,0.5168,18000,G,2011,,,,,,,,,,,,,,,
666446,A1US,00011,     ,"US 460, Alt US 11",Melrose Ave,128,City of Roanoke,128,City of Roanoke,1.75,SR 117 Peters Creek Rd,24th St,13000,G,96%,1%,1%,1%,2%,0%,F,0.0859,F,0.5066,14000,G,2011,,,,,,,,,,,,,,,
666504,A1US,00011,     ,"US 460, Alt US 11, VA 116",Melrose Ave,128,City of Roanoke,128,City of Roanoke,0.41,24th St,Salem Turnpike,12000,G,96%,1%,1%,1%,2%,0%,F,0.0858,F,0.5110,14000,G,2011,,,,,,,,,,,,,,,
666444,A1US,00011,     ,"US 460, Alt US 11, VA 116",Orange Ave,128,City of Roanoke,128,City of Roanoke,1.00,Salem Turnpike,"10TH ST, Gainsboro Rd",13000,G,96%,1%,1%,1%,2%,0%,F,0.0821,F,0.5006,15000,G,2011,,,,,,,,,,,,,,,
666443,A1US,00011,     ,"US 460, Alt US 11, VA 116",Orange Ave,128,City of Roanoke,128,City of Roanoke,0.90,"10th St, Gainsboro Rd","I-581, US 220, ALT SR 220",18000,A,96%,1%,1%,1%,2%,0%,C,0.0919,A,0.0000,19000,A,2011,,,,,,,,,,,,,,,
666442,A1US,00011,     ,"US 460, Alt US 11, VA 116, Alt VA 220",Orange Ave,128,City of Roanoke,128,City of Roanoke,0.24,"I-581, US 220, ALT SR 220",US 11 Williamson Rd,37000,G,96%,1%,1%,1%,2%,0%,F,0.0806,F,0.6332,40000,G,2011,,,,,,,,,,,,,,,
666417,  SR,00024,     ,VA 24,Elm Avenue,128,City of Roanoke,128,City of Roanoke,0.17,SR 116 Jefferson St,I-581,16000,G,97%,1%,1%,0%,1%,0%,F,0.0784,F,0.5045,18000,G,2011,,,,,,,,,,,,,,,
666416,  SR,00024,     ,VA 24,Elm Avenue,128,City of Roanoke,128,City of Roanoke,0.25,I-581,"SR 24 Par, 6th St",27000,G,97%,1%,1%,0%,1%,0%,C,0.0845,F,0.5673,29000,G,2011,,,,,,,,,,,,,,,
666507,  SR,00024,     ,VA 24,Bullitt Avenue,128,City of Roanoke,128,City of Roanoke,0.68,"SR 24 Par, 6th St","SR 24 P, 13th St",12000,G,98%,0%,1%,0%,1%,0%,C,0.1100,F,1.0000,12000,G,2011,,24000,G,98%,0%,1%,0%,1%,0%,C,0.0869,F,0.6084,26000,G
666505,  SR,00024,     ,VA 24,Jamison Ave,128,City of Roanoke,128,City of Roanoke,0.19,13th St,Dale Ave,27000,G,98%,0%,1%,0%,1%,0%,F,0.0898,F,0.6268,29000,G,2011,,,,,,,,,,,,,,,
666413,  SR,00024,     ,VA 24,Dale Ave,128,City of Roanoke,128,City of Roanoke,0.69,Jamison Ave,ECL Roanoke,26000,G,98%,0%,1%,0%,1%,0%,C,0.0924,F,0.6295,28000,G,2011,,,,,,,,,,,,,,,
790837,  SR,00024, 000A,VA 24 Exit 000A,Ramp,128,City of Roanoke,080,Roanoke County,0.09,SR 24 FROM RT 581 S &,US 220 FROM RT 2400- ELM STREET,7400,G,,,,,,,X,,,,7400,G,2011,,,,,,,,,,,,,,,
790838,  SR,00024, 000B,VA 24 Exit 000B,Ramp,128,City of Roanoke,080,Roanoke County,0.08,SR 24 TO RT 581 N & F,I-581-N FROM RT 2400- ELM STREET,14000,G,,,,,,,X,,,,14000,G,2011,,,,,,,,,,,,,,,
666415, 1SR,00024,P    ,VA 24 Par,Jamison Ave,128,City of Roanoke,128,City of Roanoke,0.68,6th St,SR 24 Jamison Ave; Bullitt Avenue,12000,G,98%,0%,1%,0%,1%,0%,C,0.1020,F,1.0000,13000,G,2011,,24000,G,98%,0%,1%,0%,1%,0%,C,0.0869,F,0.6084,26000,G
666213,  SR,00101,     ,VA 101,Hershberger Rd,128,City of Roanoke,128,City of Roanoke,1.34,SR 117 Peters Creek Rd,SR 116 Cove Rd,9100,G,99%,0%,1%,0%,0%,0%,C,0.0939,F,0.5021,9800,G,2011,,,,,,,,,,,,,,,
666212,  SR,00101,     ,VA 101,Hershberger Rd,128,City of Roanoke,128,City of Roanoke,0.58,SR 116 Cove Rd,I-581,24000,G,96%,1%,1%,1%,1%,0%,F,0.0895,F,0.5135,28000,G,2011,,,,,,,,,,,,,,,
666211,  SR,00101,     ,VA 101,Hershburger Rd,128,City of Roanoke,128,City of Roanoke,1.25,I-581 Valley View Blvd N,US 11 Williamson Rd,36000,G,96%,1%,1%,1%,1%,0%,F,0.0879,F,0.5269,41000,G,2011,,,,,,,,,,,,,,,
790846,  SR,00101,E001A,VA 101 EB Exit 001A,Ramp,128,City of Roanoke,080,Roanoke County,0.30,SR 101 TO RT 581 SOUTH,I-581-S FROM RT 101 EAST00- HERSHBERGER,0,?,,,,,,,X,,,,,,,,,,,,,,,,,,,,,
790847,  SR,00101,E001B,VA 101 EB Exit 001B,Ramp,128,City of Roanoke,080,Roanoke County,0.18,SR 101 I-581-N004B FROM & TO RT 58,I-581-N FROM RT 101 EAST00- HERSHBERGER,0,?,,,,,,,X,,,,,,,,,,,,,,,,,,,,,
790848,  SR,00101,W001A,VA 101 WB Exit 001A,Ramp,128,City of Roanoke,080,Roanoke County,0.18,SR 101 I-581-S004A FR & TO RTE 581,I-581-S FROM RT 101 WEST00- HERSHBERGER,0,?,,,,,,,X,,,,,,,,,,,,,,,,,,,,,
790849,  SR,00101,W001B,VA 101 WB Exit 001B,Ramp,128,City of Roanoke,080,Roanoke County,0.27,SR 101 Hershburger Rd,I-581 North,6000,G,98%,0%,0%,0%,1%,0%,C,0.1044,F,1.0000,6000,G,2011,,,,,,,,,,,,,,,
666418,  SR,00115,     ,VA 115,Hollins Rd,128,City of Roanoke,128,City of Roanoke,1.02,Orange Ave,Liberty St,7100,G,95%,0%,1%,1%,2%,0%,C,0.0907,F,0.5968,7700,G,2011,,,,,,,,,,,,,,,
666508,  SR,00115,     ,VA 115,Liberty Rd,128,City of Roanoke,128,City of Roanoke,0.30,Hollins Rd,Plantation Rd,4700,G,95%,0%,1%,1%,2%,0%,F,0.0979,F,0.6178,5100,G,2011,,,,,,,,,,,,,,,
666419,  SR,00115,     ,VA 115,Plantation Rd,128,City of Roanoke,128,City of Roanoke,0.88,Liberty Rd,Hollins Rd,8900,G,97%,0%,1%,1%,1%,0%,C,0.0874,F,0.5694,9600,G,2011,,,,,,,,,,,,,,,
666420,  SR,00115,     ,VA 115,Plantation Rd,128,City of Roanoke,128,City of Roanoke,0.66,Hollins Rd,NCL Roanoke,15000,G,97%,0%,1%,1%,1%,0%,C,0.0873,F,0.5385,17000,G,2011,,,,,,,,,,,,,,,
666811,  SR,00116,     ,VA 116,Mt Pleasant Blvd,128,City of Roanoke,128,City of Roanoke,0.70,SCL Roanoke,Riverland Rd,8600,G,98%,0%,1%,0%,0%,0%,F,0.1038,F,0.8467,8100,G,2011,,,,,,,,,,,,,,,
666423,  SR,00116,     ,VA 116,Riverland Rd,128,City of Roanoke,128,City of Roanoke,0.62,Mt Pleasant Blvd,9th St,9800,G,98%,0%,1%,0%,0%,0%,C,0.0985,F,0.8430,9200,G,2011,,,,,,,,,,,,,,,
666520,  SR,00116,     ,VA 116,Riverland Rd,128,City of Roanoke,128,City of Roanoke,0.73,9th St,Piedmont St,8000,G,98%,0%,1%,0%,0%,0%,F,0.0953,F,0.7056,7500,G,2011,,,,,,,,,,,,,,,
666812,  SR,00116,     ,VA 116,Piedmont St,128,City of Roanoke,128,City of Roanoke,0.07,Riverland Rd,Walnut Ave,3800,G,98%,1%,1%,0%,0%,0%,F,0.1002,F,0.7295,3600,G,2011,,,,,,,,,,,,,,,
666422,  SR,00116,     ,VA 116,Walnut Ave,128,City of Roanoke,128,City of Roanoke,0.26,Piedmont St,Jefferson St,5200,G,98%,1%,1%,0%,0%,0%,C,0.1059,F,0.6211,5600,G,2011,,,,,,,,,,,,,,,
666429,  SR,00116,     ,VA 116,Jefferson St,128,City of Roanoke,128,City of Roanoke,0.42,Walnut Ave,Elm Ave,10000,G,98%,1%,1%,0%,0%,0%,F,0.0933,F,0.5495,9800,G,2011,,,,,,,,,,,,,,,
666430,  SR,00116,     ,"US 221, VA 116",Franklin Rd / Williamson Rd,128,City of Roanoke,128,City of Roanoke,0.28,US 221; 1US 221-P; 128-8015 Gap T,US 11,3100,G,99%,0%,1%,0%,0%,0%,F,0.1031,F,0.6296,3400,G,2011,,,,,,,,,,,,,,,
666813,  SR,00116,     ,"US 11, US 221, VA 116",Williamson Rd,128,City of Roanoke,128,City of Roanoke,0.15,Campbell Ave,Shenandoah Ave,22000,G,98%,0%,1%,0%,0%,0%,F,0.0893,F,0.5274,25000,G,2011,,,,,,,,,,,,,,,
666406,  SR,00116,     ,"US 11, US 221, VA 116",Williamson Rd,128,City of Roanoke,128,City of Roanoke,0.15,Shenandoah Ave,I-581,15000,G,98%,0%,1%,0%,0%,0%,F,0.0990,F,0.7228,17000,G,2011,,,,,,,,,,,,,,,
666405,  SR,00116,     ,"US 11, US 221, VA 116",Williamson Rd,128,City of Roanoke,128,City of Roanoke,0.50,I-581,US 11,12000,G,99%,0%,0%,0%,0%,0%,F,0.0817,F,0.5555,12000,G,2011,,,,,,,,,,,,,,,
666442,  SR,00116,     ,"US 460, Alt US 11, VA 116, Alt VA 220",Orange Ave,128,City of Roanoke,128,City of Roanoke,0.24,US 460,"I-581, US 220, ALT SR 220",37000,G,96%,1%,1%,1%,2%,0%,F,0.0806,F,0.6332,40000,G,2011,,,,,,,,,,,,,,,
666443,  SR,00116,     ,"US 460, Alt US 11, VA 116",Orange Ave,128,City of Roanoke,128,City of Roanoke,0.90,"I-581, US 220, ALT SR 220","10th St, Gainsboro Rd",18000,A,96%,1%,1%,1%,2%,0%,C,0.0919,A,0.0000,19000,A,2011,,,,,,,,,,,,,,,
666444,  SR,00116,     ,"US 460, Alt US 11, VA 116",Orange Ave,128,City of Roanoke,128,City of Roanoke,1.00,"10TH ST, Gainsboro Rd",Salem Turnpike,13000,G,96%,1%,1%,1%,2%,0%,F,0.0821,F,0.5006,15000,G,2011,,,,,,,,,,,,,,,
666504,  SR,00116,     ,"US 460, Alt US 11, VA 116",Melrose Ave,128,City of Roanoke,128,City of Roanoke,0.41,Salem Turnpike,Melrose Ave,12000,G,96%,1%,1%,1%,2%,0%,F,0.0858,F,0.5110,14000,G,2011,,,,,,,,,,,,,,,
666421,  SR,00116,     ,VA 116,Lafayette Blvd,128,City of Roanoke,128,City of Roanoke,0.73,Melrose Ave,Cove Rd,9000,G,98%,1%,1%,0%,0%,0%,C,0.0818,F,0.5921,8500,G,2011,,,,,,,,,,,,,,,
666519,  SR,00116,     ,VA 116,Cove Rd,128,City of Roanoke,128,City of Roanoke,0.72,Lafayette Blvd,SR 101 Hershberger Rd,15000,G,98%,1%,1%,0%,0%,0%,F,0.0834,F,0.5551,14000,G,2011,,,,,,,,,,,,,,,
782950,  SR,00117,     ,VA 117,Peters Creek Rd Ext,128,City of Roanoke,128,City of Roanoke,2.34,US 11 Brandon Ave,Aerial Way Dr,15000,G,96%,1%,1%,1%,1%,0%,F,0.0933,F,0.5246,17000,G,2011,,,,,,,,,,,,,,,
666424,  SR,00117,     ,VA 117,Peters Creek Rd,128,City of Roanoke,128,City of Roanoke,0.46,Melrose Ave,Hershburger Rd,21000,G,96%,1%,1%,1%,1%,0%,F,0.0892,F,0.5265,24000,G,2011,,,,,,,,,,,,,,,
666220,  SR,00117,     ,VA 117,Peters Creek Rd,128,City of Roanoke,128,City of Roanoke,0.87,Hershburger Rd,Cove Rd,14000,G,96%,1%,1%,1%,1%,0%,F,0.0883,F,0.5491,16000,G,2011,,,,,,,,,,,,,,,
666221,  SR,00117,     ,VA 117,Peters Creek Rd,128,City of Roanoke,128,City of Roanoke,1.37,Cove Rd,I-581,17000,G,96%,1%,1%,1%,1%,0%,F,0.0899,F,0.5092,19000,G,2011,,,,,,,,,,,,,,,
120060,  SR,00117,     ,VA 117,Peters Creek Rd,128,City of Roanoke,128,City of Roanoke,0.82,I-581,NCL Roanoke,20000,A,96%,1%,1%,1%,1%,0%,C,0.1058,A,0.0000,23000,A,2011,,,,,,,,,,,,,,,
790850,  SR,00117,E002A,VA 117 EB Exit 002A,Ramp,128,City of Roanoke,080,Roanoke County,0.28,SR 117 TO RT 581 SOUTH,I-581-S FROM RT 117 EAST-PETERS CREEK R,0,?,,,,,,,X,,,,,,,,,,,,,,,,,,,,,
790851,  SR,00117,E002B,VA 117 EB Exit 002B,Ramp,128,City of Roanoke,080,Roanoke County,0.18,SR 117 I-581-N005B FROM & TO RT 58,I-581-N FROM RT 117 EAST-PETERS CREEK R,0,?,,,,,,,X,,,,,,,,,,,,,,,,,,,,,
790852,  SR,00117,W002A,VA 117 WB Exit 002A,Ramp,128,City of Roanoke,080,Roanoke County,0.18,SR 117 TO RT 581 SOUTH,I-581-S FROM RT 117 WEST-PETRS CREEK RO,0,?,,,,,,,X,,,,,,,,,,,,,,,,,,,,,
790853,  SR,00117,W002B,VA 117 WB Exit 002B,Ramp,128,City of Roanoke,080,Roanoke County,0.31,SR 117 TO RT 581 NORTH,I-581-N FROM RT 117 WEST-PETERS CREEK R,0,?,,,,,,,X,,,,,,,,,,,,,,,,,,,,,
666425,  SR,00118,     ,VA 118,Airport Rd,128,City of Roanoke,128,City of Roanoke,0.63,US 11 Williamson Rd,Municipal Rd,7400,G,99%,1%,0%,0%,0%,0%,F,0.1076,F,0.5372,7900,G,2011,,,,,,,,,,,,,,,
120063,  SR,00118,     ,VA 118,Airport Rd,128,City of Roanoke,128,City of Roanoke,1.01,Municipal Rd,NCL Roanoke,11000,A,99%,1%,0%,0%,0%,0%,C,0.1125,A,0.0000,12000,A,2011,,,,,,,,,,,,,,,
020405,  US,00220,     ,US 220,Franklin Rd,128,City of Roanoke,080,Roanoke County,1.64,SCL Roanoke,BUS US 220; SR 419 Electric Rd,38000,G,87%,1%,1%,1%,10%,1%,F,0.0774,F,0.5898,39000,G,2011,,,,,,,,,,,,,,,
020188,  US,00220,     ,US 220,Roy Webber Expwy,128,City of Roanoke,080,Roanoke County,1.66,BUS US 220; SR 419 Electric Rd,Wonju St,42000,G,87%,1%,1%,1%,10%,1%,F,,,,43000,G,2011,,,,,,,,,,,,,,,
020403,  US,00220,     ,US 220,Roy Webber Expwy,128,City of Roanoke,080,Roanoke County,1.71,Wonju St,SR 24 Elm Ave; I-581,56000,G,87%,1%,1%,1%,10%,1%,F,,,,58000,G,2011,,,,,,,,,,,,,,,
020203,  US,00220,     ,"I-581 NB, US 220", ,128,City of Roanoke,080,Roanoke County,0.66,SR 24 Elm Ave; I-581,US 11 Williamson Rd,36000,G,94%,1%,1%,1%,4%,0%,F,,,,41000,G,2011,,75000,G,94%,1%,1%,1%,4%,0%,F,,,,84000,G
020200,  US,00220,     ,"I-581 NB, US 220", ,128,City of Roanoke,080,Roanoke County,0.31,US 11 Williamson Rd,US 460 Orange Ave,39000,G,94%,1%,1%,1%,4%,0%,F,,,,44000,G,2011,,79000,G,94%,1%,1%,1%,4%,0%,F,,,,89000,G
020201,  US,00220,     ,"I-581 NB, US 220", ,128,City of Roanoke,080,Roanoke County,1.68,US 460 Orange Ave,Valley View Blvd,40000,A,94%,1%,1%,1%,4%,0%,F,0.1019,A,0.0000,43000,A,2011,,79000,A,94%,1%,1%,1%,4%,0%,F,0.1005,A,0.0000,85000,A
020198,  US,00220,     ,"I-581 NB, US 220", ,128,City of Roanoke,080,Roanoke County,1.11,Valley View Blvd,SR 101 Hershberger Rd,31000,A,94%,1%,1%,1%,4%,0%,C,0.1051,A,0.0000,34000,A,2011,,62000,A,94%,1%,1%,1%,4%,0%,C,0.1055,A,0.0000,69000,A
020196,  US,00220,     ,"I-581 NB, US 220", ,128,City of Roanoke,080,Roanoke County,1.75,SR 101 Hershberger Rd,SR 117 Peters Creek Rd,27000,A,94%,1%,1%,1%,4%,0%,F,0.1097,A,0.0000,30000,A,2011,,55000,A,94%,1%,1%,1%,4%,0%,F,0.1050,A,0.0000,59000,A
790864,  US,00220,N063A,US 220 NB Exit 063A,Ramp,128,City of Roanoke,080,Roanoke County,0.10,US 220 TO RT 2400- ELM STREET,SR 24 TO RT 581 N & F,7300,G,,,,,,,X,,,,7300,G,2011,,,,,,,,,,,,,,,
080634,C2US,00220,     ,Bus US 220,Franklin Rd,128,City of Roanoke,080,Roanoke County,0.27,US 220; SR 419 South of Roanoke,Penarth Road,21000,G,98%,0%,1%,0%,0%,0%,C,0.0820,F,0.5119,23000,G,2011,,,,,,,,,,,,,,,
666427,C2US,00220,     ,Bus US 220,Franklin Rd,128,City of Roanoke,128,City of Roanoke,1.26,Penarth Road,128-3 Wonju St,18000,G,98%,0%,1%,0%,0%,0%,F,0.0914,F,0.5178,17000,G,2011,,,,,,,,,,,,,,,
666428,C2US,00220,     ,Bus US 220,Franklin Rd,128,City of Roanoke,128,City of Roanoke,0.38,128-3 Wonju St,128-8003 McClanahan St,11000,G,98%,0%,1%,0%,0%,0%,F,0.0976,F,0.5138,11000,G,2011,,,,,,,,,,,,,,,
120102,C2US,00220,     ,Bus US 220,Franklin Rd,128,City of Roanoke,128,City of Roanoke,0.41,128-8003 McClanahan St,128-8015; I-581 Underpass,9900,G,98%,0%,1%,0%,0%,0%,F,0.0937,F,0.5174,9400,G,2011,,,,,,,,,,,,,,,
666442,A1SR,00220,     ,"US 460, Alt US 11, VA 116, Alt VA 220",Orange Ave,128,City of Roanoke,128,City of Roanoke,0.24,"I-581, US 220, ALT SR 220",US 11 Williamson Rd,37000,G,96%,1%,1%,1%,2%,0%,F,0.0806,F,0.6332,40000,G,2011,,,,,,,,,,,,,,,
666441,A1SR,00220,     ,"US 460, US 221, Alt VA 220",Orange Ave,128,City of Roanoke,128,City of Roanoke,0.49,US 11 Williamson Rd,SR 115 Hollins Rd,43000,G,96%,1%,1%,1%,2%,0%,F,0.0778,F,0.5641,47000,G,2011,,,,,,,,,,,,,,,
666440,A1SR,00220,     ,"US 460, US 221, Alt VA 220",Orange Ave,128,City of Roanoke,128,City of Roanoke,1.14,SR 115 Hollins Rd,24th St,41000,G,94%,0%,1%,1%,4%,0%,F,0.0761,F,0.5597,42000,G,2011,,,,,,,,,,,,,,,
666246,A1SR,00220,     ,"US 460, US 221, Alt VA 220",Orange Ave,128,City of Roanoke,128,City of Roanoke,1.17,24th St,128-8055 King St,31000,G,94%,0%,1%,1%,4%,0%,F,0.0741,F,0.5042,32000,G,2011,,,,,,,,,,,,,,,
666244,A1SR,00220,     ,"US 460, US 221, Alt VA 220",Orange Ave,128,City of Roanoke,128,City of Roanoke,0.38,128-8055 King St,Roanoke County Line,39000,G,94%,0%,1%,1%,4%,0%,F,0.0798,F,0.5458,41000,G,2011,,,,,,,,,,,,,,,
666435,  US,00221,     ,US 221,Brambleton Ave,128,City of Roanoke,128,City of Roanoke,1.39,WCL Roanoke,Overland Road,15000,G,99%,0%,1%,0%,0%,0%,C,0.1071,F,0.6058,14000,G,2011,,,,,,,,,,,,,,,
666436,  US,00221,     ,US 221,Brambleton Ave,128,City of Roanoke,128,City of Roanoke,0.52,Overland Road,Brandon Ave,8100,G,99%,0%,1%,0%,0%,0%,F,0.1113,F,0.6359,7700,G,2011,,,,,,,,,,,,,,,
666437,  US,00221,     ,US 221,Main St,128,City of Roanoke,128,City of Roanoke,1.19,Brandon Ave,8th St,9400,G,99%,0%,1%,0%,0%,0%,F,0.0984,F,0.6203,8900,G,2011,,,,,,,,,,,,,,,
666438,  US,00221,     ,US 221,Elm Ave,128,City of Roanoke,128,City of Roanoke,0.46,8th St,US 220 Franklin Rd,12000,G,98%,0%,1%,0%,0%,0%,C,0.0905,F,0.6657,11000,G,2011,,,,,,,,,,,,,,,
781554,  US,00221,     ,US 221,Elm Ave,128,City of Roanoke,128,City of Roanoke,0.30,US 220 Franklin Rd,"SR 24, SR 116",11000,G,98%,0%,1%,0%,0%,0%,F,0.0787,F,0.5197,10000,G,2011,,20000,G,99%,0%,1%,0%,0%,0%,F,0.0924,F,0.5664,19000,G
666430,  US,00221,     ,"US 221, VA 116",Franklin Rd / Williamson Rd,128,City of Roanoke,128,City of Roanoke,0.28,SR 116 US 221 Bus P,US 11 Campbell Ave,3100,G,99%,0%,1%,0%,0%,0%,F,0.1031,F,0.6296,3400,G,2011,,,,,,,,,,,,,,,
666813,  US,00221,     ,"US 11, US 221, VA 116",Williamson Rd,128,City of Roanoke,128,City of Roanoke,0.15,Salem Ave,Shenandoah Ave,22000,G,98%,0%,1%,0%,0%,0%,F,0.0893,F,0.5274,25000,G,2011,,,,,,,,,,,,,,,
666406,  US,00221,     ,"US 11, US 221, VA 116",Williamson Rd,128,City of Roanoke,128,City of Roanoke,0.15,Shenandoah Ave,I-581,15000,G,98%,0%,1%,0%,0%,0%,F,0.0990,F,0.7228,17000,G,2011,,,,,,,,,,,,,,,
666405,  US,00221,     ,"US 11, US 221, VA 116",Williamson Rd,128,City of Roanoke,128,City of Roanoke,0.50,I-581,US 460 S,12000,G,99%,0%,0%,0%,0%,0%,F,0.0817,F,0.5555,12000,G,2011,,,,,,,,,,,,,,,
666441,  US,00221,     ,"US 460, US 221, Alt VA 220",Orange Ave,128,City of Roanoke,128,City of Roanoke,0.49,US 460 S,SR 115 Hollins Rd,43000,G,96%,1%,1%,1%,2%,0%,F,0.0778,F,0.5641,47000,G,2011,,,,,,,,,,,,,,,
666440,  US,00221,     ,"US 460, US 221, Alt VA 220",Orange Ave,128,City of Roanoke,128,City of Roanoke,1.14,SR 115 Hollins Rd,24th St,41000,G,94%,0%,1%,1%,4%,0%,F,0.0761,F,0.5597,42000,G,2011,,,,,,,,,,,,,,,
