Virginia Department of Transportation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Traffic Engineering Division,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Annual Average Daily Traffic Volume Estimates By Section of Route,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
City of Williamsburg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Parallel Facilities Combined,,,,,,,,,,,,,
Link ID,Route Prefix,Route Number,Route Suffix,Route Label,Route Alias,Physical Jurisdiction,,Maintenance Jurisdiction,,Link Length,Start Label,End Label,AADT,AADT Quality,Percent 2 and 4 Tire Vehicles,Percent Busses,Percent Single Unit Trucks 2 Axle,Percent Single Unit Trucks 3+ Axle,Percent Combination Trucks 1 Trailer,Percent Combination Trucks 2+ Trailer,Vehicle Classification Quality,K Factor,K Factor Quality,Direction Factor,AAWDT,AAWDT Quality,Data Date,Comment,AADT,AADT Quality,Percent 2 and 4 Tire Vehicles,Percent Busses,Percent Single Unit Trucks 2 Axle,Percent Single Unit Trucks 3+ Axle,Percent Combination Trucks 1 Trailer,Percent Combination Trucks 2+ Trailer,Vehicle Classification Quality,K Factor,K Factor Quality,Direction Factor,AAWDT,AAWDT Quality
680545,  SR,00005,     ,"VA 199, VA 5", ,137,City of Williamsburg,047,James City County,0.24,WCL Williamsburg,"SR 31, SR 199",35000,G,97%,0%,1%,1%,1%,0%,F,0.0858,F,0.5748,38000,G,2011,,,,,,,,,,,,,,,
680802,  SR,00005,     ,VA 5,Jamestown Rd,137,City of Williamsburg,137,City of Williamsburg,0.27,SR 31 Jamestown Rd; SR 199,137-7073 John Tyler Memorial Hwy,11000,G,99%,0%,0%,0%,0%,0%,F,0.0912,F,0.5941,12000,G,2011,,,,,,,,,,,,,,,
680503,  SR,00005,     ,VA 5,Jamestown Rd,137,City of Williamsburg,137,City of Williamsburg,1.50,137-7073 John Tyler Memorial Hwy,137-7075 Boundary St,13000,G,99%,0%,0%,0%,0%,0%,C,0.0879,F,0.5861,14000,G,2011,,,,,,,,,,,,,,,
680516,  SR,00005,     ,VA 5,Boundary St,137,City of Williamsburg,137,City of Williamsburg,0.07,Jamestown Rd,Francis St,12000,G,99%,0%,0%,0%,0%,0%,F,0.0841,F,0.6049,12000,G,2011,,,,,,,,,,,,,,,
680536,  SR,00005,     ,VA 5,Francis St,137,City of Williamsburg,137,City of Williamsburg,0.09,Boundary St,SR 132 Henry St,8200,G,99%,0%,0%,0%,0%,0%,F,0.0906,F,0.5934,8800,G,2011,,,,,,,,,,,,,,,
680537,  SR,00005,     ,"VA 5, VA 132",Henry St,137,City of Williamsburg,137,City of Williamsburg,0.38,Francis St,SR 162 Lafayette St,5500,G,99%,0%,0%,0%,0%,0%,F,0.0927,F,0.5311,5800,G,2011,,,,,,,,,,,,,,,
680506,  SR,00005,     ,VA 5,Lafayette St,137,City of Williamsburg,137,City of Williamsburg,0.33,SR 132 Henry St,Capital Landing Rd,9300,G,97%,1%,2%,0%,0%,0%,F,0.0945,F,0.5036,10000,G,2011,,,,,,,,,,,,,,,
680803,  SR,00005,     ,VA 5,Lafayette St,137,City of Williamsburg,137,City of Williamsburg,0.73,Capital Landing Rd,US 60 Page St,7800,G,97%,1%,2%,0%,0%,0%,C,0.0855,F,0.6028,8300,G,2011,,,,,,,,,,,,,,,
680801,  SR,00005,     ,"US 60, VA 5",Page St,137,City of Williamsburg,137,City of Williamsburg,0.25,US 60 Page St,Second St,15000,G,98%,1%,1%,0%,0%,0%,C,0.0832,F,0.5635,16000,G,2011,,,,,,,,,,,,,,,
