737879,  31,01001,     ,31-1001,Oxford St,219,Town of Floyd,031,Floyd County,0.30,31-1004 Nira St,SR 8 Locust St,2600,R,,,,,,,X,,,,,,06/13/2005,,,,,,,,,,,,,,,
792485,  31,01001,     ,31-1001,East Oxford St,219,Town of Floyd,031,Floyd County,0.32,SR 8 North Locust St,31-694 Newtown Rd,2400,R,,,,,,,X,,,,,,04/04/2008,,,,,,,,,,,,,,,
737880,  31,01002,     ,31-1002,Wilson Ave,219,Town of Floyd,031,Floyd County,0.12,Dead End,US 221 West Main St,290,R,,,,,,,X,,,,,,06/13/2005,,,,,,,,,,,,,,,
737881,  31,01003,     ,31-1003,Baker St,219,Town of Floyd,031,Floyd County,0.31,SR 8 Locust St,SCL Floyd,680,R,,,,,,,X,,,,,,06/13/2005,,,,,,,,,,,,,,,
737882,  31,01004,     ,31-1004,Nira St,219,Town of Floyd,031,Floyd County,0.08,US 221 East Main St,SWCL Floyd,150,R,,,,,,,X,,,,,,05/11/2005,,,,,,,,,,,,,,,
785286,  31,01004,     ,31-1004,Nira St,219,Town of Floyd,031,Floyd County,0.18,NWCL Floyd,31-696 Penn Ave,150,N,,,,,,,X,,,,0,N,05/11/2005,,,,,,,,,,,,,,,
737883,  31,01006,     ,31-1006,Page St,219,Town of Floyd,031,Floyd County,0.08,US 221 East Main St,31-1001 East Oxford St,470,R,,,,,,,X,,,,,,05/11/2005,,,,,,,,,,,,,,,
737884,  31,01007,     ,31-1007,Maple St,219,Town of Floyd,031,Floyd County,0.08,US 221 East Main St,31-1001 East Oxford St,550,R,,,,,,,X,,,,,,05/11/2005,,,,,,,,,,,,,,,
737885,  31,01008,     ,31-1008,Sweeney St,219,Town of Floyd,031,Floyd County,0.06,US 221 West Main St,ECL Floyd,210,R,,,,,,,X,,,,,,06/13/2005,,,,,,,,,,,,,,,
737886,  31,01009,     ,31-1009,Oak Hill Dr,219,Town of Floyd,031,Floyd County,0.08,31-798 Woods Gap Rd,ECL Floyd,1000,R,,,,,,,X,,,,,,06/15/2005,,,,,,,,,,,,,,,
737887,  31,01010,     ,31-1010,Clearview Dr,219,Town of Floyd,031,Floyd County,0.11,US 221 Floyd Hwy North; ECL Floyd,NCL Floyd,270,R,,,,,,,X,,,,,,06/13/2005,,,,,,,,,,,,,,,
737888,  31,01011,     ,31-1011,Harris Hart Rd,219,Town of Floyd,031,Floyd County,0.07,31-694 New Town Rd,NCL Floyd,120,R,,,,,,,X,,,,,,06/13/2005,,,,,,,,,,,,,,,
788511,  31,01013,     ,31-1013,Howard St SE,219,Town of Floyd,031,Floyd County,0.17,31-1003 Baker St,US 221 West Main St,450,R,,,,,,,X,,,,,,06/27/2005,,,,,,,,,,,,,,,
788512,  31,01014,     ,31-1014,Fox St NW,219,Town of Floyd,031,Floyd County,0.12,31-1001 East Oxford St,31-696 Penn Ave,220,R,,,,,,,X,,,,,,05/11/2005,,,,,,,,,,,,,,,
788513,  31,01015,     ,31-1015,Tise St NE,219,Town of Floyd,031,Floyd County,0.24,31-1001 East Oxford St,Dead End,150,R,,,,,,,X,,,,,,06/13/2005,,,,,,,,,,,,,,,
788514,  31,01016,     ,31-1016,Sumpter Circle,219,Town of Floyd,031,Floyd County,0.24,"31-1015 N, Tise St NE","31-1015 S, Tise St",30,R,,,,,,,X,,,,,,06/13/2005,,,,,,,,,,,,,,,
- - - - - - - - - - - - - - - - - - - - - - - - - - - - End of Report - - - - - - - - - - - - - - - - - - - - - - - - - - - - ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
