ReportID:	1200	DataYear:	2011		ReportID:	1200	DataYear:	2011		ReportID:	1200	DataYear:	2011		ReportID:	1200	DataYear:	2011		ReportID:	1200	DataYear:	2011		ReportID:	1200	DataYear:	2011	Prepared	8/22/2012
 		052	Lee County					              	129,478	0.20%	0.06%				408,157	0.45%	0.18%				0	0.00%	0.00%				537,635	0.24%		
 		053	Loudoun County					              	2,507,614	3.86%	1.13%				3,368,683	3.70%	1.52%				0	0.00%	0.00%				5,876,298	2.65%		
 		054	Louisa County					              	300,482	0.46%	0.14%				449,451	0.49%	0.20%				603,187	0.91%	0.27%				1,353,120	0.61%		
 		055	Lunenburg County					              	99,633	0.15%	0.04%				116,003	0.13%	0.05%				0	0.00%	0.00%				215,636	0.10%		
 		056	Madison County					              	98,624	0.15%	0.04%				404,886	0.45%	0.18%				0	0.00%	0.00%				503,510	0.23%		
 		057	Mathews County					              	44,863	0.07%	0.02%				144,997	0.16%	0.07%				0	0.00%	0.00%				189,860	0.09%		
 		058	Mecklenburg County					              	227,662	0.35%	0.10%				474,610	0.52%	0.21%				366,946	0.56%	0.17%				1,069,218	0.48%		
 		059	Middlesex County					              	66,151	0.10%	0.03%				258,635	0.28%	0.12%				0	0.00%	0.00%				324,786	0.15%		
 		060	Montgomery County					              	331,071	0.51%	0.15%				500,984	0.55%	0.23%				910,652	1.38%	0.41%				1,742,707	0.79%		
 		061	Nansemond Maintenance Area					              	64	0.00%	0.00%				0	0.00%	0.00%				0	0.00%	0.00%				64	0.00%		
 		062	Nelson County					              	94,629	0.15%	0.04%				533,520	0.59%	0.24%				41,746	0.06%	0.02%				669,895	0.30%		
 		063	New Kent County					              	109,196	0.17%	0.05%				350,554	0.39%	0.16%				1,188,002	1.80%	0.54%				1,647,752	0.74%		
 		065	Northampton County					              	82,245	0.13%	0.04%				556,366	0.61%	0.25%				0	0.00%	0.00%				638,611	0.29%		
 		066	Northumberland County					              	111,405	0.17%	0.05%				209,128	0.23%	0.09%				0	0.00%	0.00%				320,533	0.14%		
 		067	Nottoway County					              	108,078	0.17%	0.05%				312,639	0.34%	0.14%				0	0.00%	0.00%				420,717	0.19%		
 		068	Orange County					              	179,894	0.28%	0.08%				510,572	0.56%	0.23%				0	0.00%	0.00%				690,467	0.31%		
 		069	Page County					              	130,237	0.20%	0.06%				239,586	0.26%	0.11%				0	0.00%	0.00%				369,823	0.17%		
 		070	Patrick County					              	158,723	0.24%	0.07%				245,887	0.27%	0.11%				0	0.00%	0.00%				404,610	0.18%		
 		071	Pittsylvania County					              	620,505	0.95%	0.28%				993,557	1.09%	0.45%				0	0.00%	0.00%				1,614,061	0.73%		
 		072	Powhatan County					              	301,849	0.46%	0.14%				555,460	0.61%	0.25%				0	0.00%	0.00%				857,309	0.39%		
 		073	Prince Edward County					              	125,979	0.19%	0.06%				446,611	0.49%	0.20%				0	0.00%	0.00%				572,590	0.26%		
 		074	Prince George County					              	276,373	0.43%	0.12%				508,293	0.56%	0.23%				663,363	1.01%	0.30%				1,448,028	0.65%		
 		076	Prince William County					              	3,770,861	5.80%	1.70%				2,272,817	2.50%	1.02%				3,099,348	4.70%	1.40%				9,143,027	4.12%		
 		077	Pulaski County					              	202,894	0.31%	0.09%				311,845	0.34%	0.14%				663,213	1.01%	0.30%				1,177,953	0.53%		
 		078	Rappahannock County					              	57,977	0.09%	0.03%				199,202	0.22%	0.09%				0	0.00%	0.00%				257,179	0.12%		
 		079	Richmond County					              	69,223	0.11%	0.03%				200,869	0.22%	0.09%				0	0.00%	0.00%				270,092	0.12%		
 		080	Roanoke County					              	429,283	0.66%	0.19%				894,665	0.98%	0.40%				956,513	1.45%	0.43%				2,280,460	1.03%		
 		081	Rockbridge County					              	179,091	0.28%	0.08%				306,113	0.34%	0.14%				1,315,804	2.00%	0.59%				1,801,009	0.81%		
 		082	Rockingham County					              	527,549	0.81%	0.24%				973,871	1.07%	0.44%				913,075	1.39%	0.41%				2,414,494	1.09%		
 		083	Russell County					              	156,993	0.24%	0.07%				552,017	0.61%	0.25%				0	0.00%	0.00%				709,010	0.32%		
 		084	Scott County					              	184,055	0.28%	0.08%				439,573	0.48%	0.20%				0	0.00%	0.00%				623,628	0.28%		
 		085	Shenandoah County					              	230,908	0.36%	0.10%				294,139	0.32%	0.13%				1,390,733	2.11%	0.63%				1,915,780	0.86%		
 		086	Smyth County					              	215,424	0.33%	0.10%				144,664	0.16%	0.07%				577,677	0.88%	0.26%				937,764	0.42%		
 		087	Southampton County					              	242,135	0.37%	0.11%				691,933	0.76%	0.31%				0	0.00%	0.00%				934,068	0.42%		
 		088	Spotsylvania County					              	1,039,136	1.60%	0.47%				1,157,092	1.27%	0.52%				1,236,741	1.88%	0.56%				3,432,969	1.55%		
 		089	Stafford County					              	1,072,350	1.65%	0.48%				876,193	0.96%	0.39%				2,146,314	3.26%	0.97%				4,094,857	1.85%		
 		090	Surry County					              	48,629	0.07%	0.02%				106,035	0.12%	0.05%				0	0.00%	0.00%				154,663	0.07%		
 		091	Sussex County					              	85,428	0.13%	0.04%				291,032	0.32%	0.13%				567,138	0.86%	0.26%				943,598	0.43%		
 		092	Tazewell County					              	197,274	0.30%	0.09%				586,148	0.64%	0.26%				0	0.00%	0.00%				783,422	0.35%		
 		093	Warren County					              	159,787	0.25%	0.07%				316,386	0.35%	0.14%				508,585	0.77%	0.23%				984,758	0.44%		
 		095	Washington County					              	401,245	0.62%	0.18%				444,072	0.49%	0.20%				939,287	1.42%	0.42%				1,784,604	0.80%		
 		096	Westmoreland County					              	131,997	0.20%	0.06%				240,107	0.26%	0.11%				0	0.00%	0.00%				372,104	0.17%		
 		097	Wise County					              	279,055	0.43%	0.13%				610,142	0.67%	0.28%				0	0.00%	0.00%				889,198	0.40%		
 		098	Wythe County					              	169,397	0.26%	0.08%				242,409	0.27%	0.11%				1,216,563	1.85%	0.55%				1,628,368	0.73%		
 		099	York County					              	400,643	0.62%	0.18%				985,507	1.08%	0.44%				737,030	1.12%	0.33%				2,123,180	0.96%		
 		140	Town of Abingdon					              	44,465	0.07%	0.02%				122,436	0.13%	0.06%				48,721	0.07%	0.02%				215,622	0.10%		
 		160	Town of Accomac					              	2,347	0.00%	0.00%				5,805	0.01%	0.00%				0	0.00%	0.00%				8,152	0.00%		
 		161	Town of Alberta					              	1,433	0.00%	0.00%				2,485	0.00%	0.00%				0	0.00%	0.00%				3,919	0.00%		
 		100	City of Alexandria					              	549,509	0.85%	0.25%				774,752	0.85%	0.35%				803,497	1.22%	0.36%				2,127,758	0.96%		
 		162	Town of Altavista					              	22,407	0.03%	0.01%				38,756	0.04%	0.02%				0	0.00%	0.00%				61,163	0.03%		
 		163	Town of Amherst					              	2,421	0.00%	0.00%				83,481	0.09%	0.04%				0	0.00%	0.00%				85,902	0.04%		
 		164	Town of Appalachia					              	2,736	0.00%	0.00%				18,955	0.02%	0.01%				0	0.00%	0.00%				21,691	0.01%		
 		165	Town of Appomattox					              	10,371	0.02%	0.00%				51,962	0.06%	0.02%				0	0.00%	0.00%				62,333	0.03%		
 		166	Town of Ashland					              	29,954	0.05%	0.01%				92,792	0.10%	0.04%				223,649	0.34%	0.10%				346,395	0.16%		
 		141	City of Bedford					              	21,083	0.03%	0.01%				121,042	0.13%	0.05%				0	0.00%	0.00%				142,124	0.06%		
 		167	Town of Belle Haven					              	1,620	0.00%	0.00%				5,185	0.01%	0.00%				0	0.00%	0.00%				6,806	0.00%		
 		168	Town of Berryville					              	10,922	0.02%	0.00%				17,866	0.02%	0.01%				0	0.00%	0.00%				28,788	0.01%		
 		101	Town of Big Stone Gap					              	34,094	0.05%	0.02%				27,646	0.03%	0.01%				0	0.00%	0.00%				61,740	0.03%		
 		150	Town of Blacksburg					              	161,118	0.25%	0.07%				323,651	0.36%	0.15%				0	0.00%	0.00%				484,769	0.22%		
 		142	Town of Blackstone					              	18,724	0.03%	0.01%				29,991	0.03%	0.01%				0	0.00%	0.00%				48,714	0.02%		
 		169	Town of Bloxom					              	1,152	0.00%	0.00%				2,089	0.00%	0.00%				0	0.00%	0.00%				3,241	0.00%		
 		143	Town of Bluefield					              	32,199	0.05%	0.01%				82,888	0.09%	0.04%				0	0.00%	0.00%				115,087	0.05%		
 		170	Town of Boones Mill					              	2,457	0.00%	0.00%				32,127	0.04%	0.01%				0	0.00%	0.00%				34,583	0.02%		
 		171	Town of Bowling Green					              	2,684	0.00%	0.00%				33,041	0.04%	0.01%				0	0.00%	0.00%				35,725	0.02%		
 		172	Town of Boyce					              	1,028	0.00%	0.00%				5,823	0.01%	0.00%				0	0.00%	0.00%				6,851	0.00%		
 		173	Town of Boydton					              	1,675	0.00%	0.00%				4,587	0.01%	0.00%				0	0.00%	0.00%				6,262	0.00%		
 		174	Town of Boykins					              	724	0.00%	0.00%				4,222	0.00%	0.00%				0	0.00%	0.00%				4,947	0.00%		
 		175	Town of Branchville					              	275	0.00%	0.00%				640	0.00%	0.00%				0	0.00%	0.00%				915	0.00%		
 		176	Town of Bridgewater					              	33,699	0.05%	0.02%				43,248	0.05%	0.02%				0	0.00%	0.00%				76,947	0.03%		
 		102	City of Bristol					              	131,781	0.20%	0.06%				133,465	0.15%	0.06%				350,693	0.53%	0.16%				615,939	0.28%		
 		177	Town of Broadway					              	8,760	0.01%	0.00%				17,515	0.02%	0.01%				0	0.00%	0.00%				26,275	0.01%		
 		178	Town of Brodnax					              	1,724	0.00%	0.00%				11,567	0.01%	0.01%				0	0.00%	0.00%				13,291	0.01%		
 		179	Town of Brookneal					              	3,414	0.01%	0.00%				15,611	0.02%	0.01%				0	0.00%	0.00%				19,024	0.01%		
 		180	Town of Buchanan					              	3,006	0.00%	0.00%				15,115	0.02%	0.01%				0	0.00%	0.00%				18,121	0.01%		
 		103	City of Buena Vista					              	21,980	0.03%	0.01%				33,842	0.04%	0.02%				0	0.00%	0.00%				55,822	0.03%		
 		181	Town of Burkeville					              	2,043	0.00%	0.00%				14,484	0.02%	0.01%				0	0.00%	0.00%				16,527	0.01%		
 		182	Town of Cape Charles					              	3,226	0.00%	0.00%				2,495	0.00%	0.00%				0	0.00%	0.00%				5,721	0.00%		
 		183	Town of Capron					              	984	0.00%	0.00%				4,045	0.00%	0.00%				0	0.00%	0.00%				5,029	0.00%		
 		340	Castlewood					              	15,636	0.02%	0.01%				54,498	0.06%	0.02%				0	0.00%	0.00%				70,134	0.03%		
 		184	Town of Cedar Bluff					              	3,913	0.01%	0.00%				39,231	0.04%	0.02%				0	0.00%	0.00%				43,144	0.02%		
 		185	Town of Charlotte C.H.					              	2,101	0.00%	0.00%				8,197	0.01%	0.00%				0	0.00%	0.00%				10,298	0.00%		
 		104	City of Charlottesville					              	295,261	0.45%	0.13%				293,241	0.32%	0.13%				6,892	0.01%	0.00%				595,395	0.27%		
 		186	Town of Chase City					              	5,236	0.01%	0.00%				21,531	0.02%	0.01%				0	0.00%	0.00%				26,767	0.01%		
 		187	Town of Chatham					              	3,944	0.01%	0.00%				23,843	0.03%	0.01%				0	0.00%	0.00%				27,787	0.01%		
 		188	Town of Cheriton					              	2,155	0.00%	0.00%				10,283	0.01%	0.00%				0	0.00%	0.00%				12,437	0.01%		
 		131	City of Chesapeake					              	1,843,258	2.84%	0.83%				2,314,140	2.54%	1.04%				1,852,448	2.81%	0.84%				6,009,846	2.71%		
 		189	Town of Chilhowie					              	13,028	0.02%	0.01%				19,846	0.02%	0.01%				15,419	0.02%	0.01%				48,293	0.02%		
 		190	Town of Chincoteague					              	46,944	0.07%	0.02%				21,254	0.02%	0.01%				0	0.00%	0.00%				68,198	0.03%		
 		154	Town of Christiansburg					              	112,195	0.17%	0.05%				266,367	0.29%	0.12%				211,010	0.32%	0.10%				589,572	0.27%		
 		191	Town of Claremont					              	1,454	0.00%	0.00%				0	0.00%	0.00%				0	0.00%	0.00%				1,454	0.00%		
 		192	Town of Clarksville					              	3,318	0.01%	0.00%				11,237	0.01%	0.01%				0	0.00%	0.00%				14,554	0.01%		
 		193	Town of Cleveland					              	268	0.00%	0.00%				915	0.00%	0.00%				0	0.00%	0.00%				1,182	0.00%		
 		194	Town of Clifton					              	6,426	0.01%	0.00%				0	0.00%	0.00%				0	0.00%	0.00%				6,426	0.00%		
 		105	Town of Clifton Forge					              	17,234	0.03%	0.01%				18,663	0.02%	0.01%				19,512	0.03%	0.01%				55,410	0.02%		
 		339	Town of Clinchco					              	1,660	0.00%	0.00%				0	0.00%	0.00%				0	0.00%	0.00%				1,660	0.00%		
 		195	Town of Clinchport					              	77	0.00%	0.00%				1,936	0.00%	0.00%				0	0.00%	0.00%				2,013	0.00%		
 		196	Town of Clintwood					              	11,831	0.02%	0.01%				15,390	0.02%	0.01%				0	0.00%	0.00%				27,222	0.01%		
 		197	Clover					              	767	0.00%	0.00%				366	0.00%	0.00%				0	0.00%	0.00%				1,133	0.00%		
 		198	Town of Coeburn					              	11,900	0.02%	0.01%				54,777	0.06%	0.02%				0	0.00%	0.00%				66,677	0.03%		
 		199	Town of Colonial Beach					              	10,948	0.02%	0.00%				14,708	0.02%	0.01%				0	0.00%	0.00%				25,655	0.01%		
 		106	City of Colonial Heights					              	133,951	0.21%	0.06%				123,392	0.14%	0.06%				326,152	0.49%	0.15%				583,494	0.26%		
 		200	Town of Columbia					              	249	0.00%	0.00%				1,149	0.00%	0.00%				0	0.00%	0.00%				1,398	0.00%		
 		201	Town of Courtland					              	2,700	0.00%	0.00%				9,455	0.01%	0.00%				0	0.00%	0.00%				12,155	0.01%		
 		107	City of Covington					              	21,525	0.03%	0.01%				58,212	0.06%	0.03%				18,473	0.03%	0.01%				98,210	0.04%		
 		202	Town of Craigsville					              	1,616	0.00%	0.00%				4,137	0.00%	0.00%				0	0.00%	0.00%				5,753	0.00%		
 		203	Town of Crewe					              	6,989	0.01%	0.00%				34,302	0.04%	0.02%				0	0.00%	0.00%				41,290	0.02%		
 		204	Town of Culpeper					              	143,825	0.22%	0.06%				109,440	0.12%	0.05%				0	0.00%	0.00%				253,265	0.11%		
 		205	Town of Damascus					              	2,244	0.00%	0.00%				8,966	0.01%	0.00%				0	0.00%	0.00%				11,210	0.01%		
 		108	City of Danville					              	257,643	0.40%	0.12%				698,656	0.77%	0.31%				0	0.00%	0.00%				956,299	0.43%		
 		206	Town of Dayton					              	2,058	0.00%	0.00%				17,471	0.02%	0.01%				0	0.00%	0.00%				19,528	0.01%		
 		207	Town of Dendron					              	256	0.00%	0.00%				2,578	0.00%	0.00%				0	0.00%	0.00%				2,834	0.00%		
 		208	Town of Dillwyn					              	859	0.00%	0.00%				9,483	0.01%	0.00%				0	0.00%	0.00%				10,342	0.00%		
 		209	Town of Drakes Branch					              	1,897	0.00%	0.00%				4,798	0.01%	0.00%				0	0.00%	0.00%				6,695	0.00%		
 		210	Town of Dublin					              	7,510	0.01%	0.00%				26,692	0.03%	0.01%				0	0.00%	0.00%				34,201	0.02%		
 		211	Town of Duffield					              	2,056	0.00%	0.00%				13,704	0.02%	0.01%				0	0.00%	0.00%				15,760	0.01%		
 		212	Town of Dumfries					              	6,248	0.01%	0.00%				56,264	0.06%	0.03%				0	0.00%	0.00%				62,511	0.03%		
 		213	Town of Dungannon					              	582	0.00%	0.00%				1,451	0.00%	0.00%				0	0.00%	0.00%				2,032	0.00%		
 		214	Town of Eastville					              	1,020	0.00%	0.00%				3,637	0.00%	0.00%				0	0.00%	0.00%				4,656	0.00%		
 		215	Town of Edinburg					              	1,679	0.00%	0.00%				8,994	0.01%	0.00%				0	0.00%	0.00%				10,673	0.00%		
 		216	Town of Elkton					              	10,395	0.02%	0.00%				16,942	0.02%	0.01%				0	0.00%	0.00%				27,337	0.01%		
 		109	City of Emporia					              	42,037	0.06%	0.02%				89,486	0.10%	0.04%				60,451	0.09%	0.03%				191,973	0.09%		
 		217	Town of Exmore					              	3,147	0.00%	0.00%				20,900	0.02%	0.01%				0	0.00%	0.00%				24,047	0.01%		
 		151	City of Fairfax					              	105,574	0.16%	0.05%				395,764	0.44%	0.18%				0	0.00%	0.00%				501,338	0.23%		
 		110	City of Falls Church					              	56,057	0.09%	0.03%				98,393	0.11%	0.04%				0	0.00%	0.00%				154,451	0.07%		
 		144	Town of Farmville					              	32,994	0.05%	0.01%				91,382	0.10%	0.04%				0	0.00%	0.00%				124,376	0.06%		
 		218	Town of Fincastle					              	3,013	0.00%	0.00%				2,815	0.00%	0.00%				0	0.00%	0.00%				5,828	0.00%		
 		219	Town of Floyd					              	3,721	0.01%	0.00%				8,246	0.01%	0.00%				0	0.00%	0.00%				11,967	0.01%		
 		145	City of Franklin					              	71,873	0.11%	0.03%				22,878	0.03%	0.01%				0	0.00%	0.00%				94,751	0.04%		
 		111	City of Fredericksburg					              	159,807	0.25%	0.07%				352,451	0.39%	0.16%				423,231	0.64%	0.19%				935,489	0.42%		
 		220	Town of Fries					              	5,817	0.01%	0.00%				2,024	0.00%	0.00%				0	0.00%	0.00%				7,842	0.00%		
 		112	Town of Front Royal					              	95,812	0.15%	0.04%				115,470	0.13%	0.05%				0	0.00%	0.00%				211,281	0.10%		
 		113	City of Galax					              	62,035	0.10%	0.03%				86,674	0.10%	0.04%				0	0.00%	0.00%				148,709	0.07%		
 		221	Town of Gate City					              	10,614	0.02%	0.00%				47,457	0.05%	0.02%				0	0.00%	0.00%				58,070	0.03%		
 		222	Town of Glade Spring					              	3,924	0.01%	0.00%				14,990	0.02%	0.01%				0	0.00%	0.00%				18,915	0.01%		
 		223	Town of Glasgow					              	3,981	0.01%	0.00%				5,211	0.01%	0.00%				0	0.00%	0.00%				9,193	0.00%		
 		224	Town of Glen Lyn					              	1,084	0.00%	0.00%				13,330	0.01%	0.01%				0	0.00%	0.00%				14,414	0.01%		
 		225	Town of Gordonsville					              	4,754	0.01%	0.00%				16,098	0.02%	0.01%				0	0.00%	0.00%				20,852	0.01%		
 		226	Town of Goshen					              	325	0.00%	0.00%				6,852	0.01%	0.00%				0	0.00%	0.00%				7,177	0.00%		
 		227	Town of Gretna					              	6,219	0.01%	0.00%				11,669	0.01%	0.01%				0	0.00%	0.00%				17,888	0.01%		
 		228	Town of Grottoes					              	7,597	0.01%	0.00%				10,667	0.01%	0.00%				0	0.00%	0.00%				18,264	0.01%		
 		229	Town of Grundy					              	5,483	0.01%	0.00%				47,591	0.05%	0.02%				0	0.00%	0.00%				53,073	0.02%		
 		230	Town of Halifax					              	974	0.00%	0.00%				31,216	0.03%	0.01%				0	0.00%	0.00%				32,190	0.01%		
 		231	Town of Hallwood					              	1,133	0.00%	0.00%				0	0.00%	0.00%				0	0.00%	0.00%				1,133	0.00%		
 		232	Town of Hamilton					              	871	0.00%	0.00%				9,181	0.01%	0.00%				0	0.00%	0.00%				10,052	0.00%		
 		114	City of Hampton					              	1,284,892	1.98%	0.58%				879,953	0.97%	0.40%				1,652,170	2.51%	0.74%				3,817,015	1.72%		
 		115	City of Harrisonburg					              	255,540	0.39%	0.12%				288,722	0.32%	0.13%				315,028	0.48%	0.14%				859,290	0.39%		
 		233	Town of Haymarket					              	2,280	0.00%	0.00%				17,722	0.02%	0.01%				50,148	0.08%	0.02%				70,151	0.03%		
 		234	Town of Haysi					              	716	0.00%	0.00%				10,110	0.01%	0.00%				0	0.00%	0.00%				10,826	0.00%		
 		235	Town of Herndon					              	168,486	0.26%	0.08%				74,805	0.08%	0.03%				0	0.00%	0.00%				243,291	0.11%		
 		236	Town of Hillsboro					              	21	0.00%	0.00%				6,329	0.01%	0.00%				0	0.00%	0.00%				6,350	0.00%		
 		237	Town of Hillsville					              	8,166	0.01%	0.00%				67,067	0.07%	0.03%				0	0.00%	0.00%				75,233	0.03%		
 		239	Town of Honaker					              	3,973	0.01%	0.00%				0	0.00%	0.00%				0	0.00%	0.00%				3,973	0.00%		
 		116	City of Hopewell					              	110,873	0.17%	0.05%				130,612	0.14%	0.06%				102,313	0.16%	0.05%				343,798	0.15%		
 		331	Town of Hurt					              	12,867	0.02%	0.01%				6,447	0.01%	0.00%				0	0.00%	0.00%				19,314	0.01%		
 		240	Town of Independence					              	3,180	0.00%	0.00%				13,439	0.01%	0.01%				0	0.00%	0.00%				16,619	0.01%		
