ReportID:,2230,DataYear:,2011,,ReportID:,2230,DataYear:,2011,,ReportID:,2230,DataYear:,2011,,ReportID:,2230,DataYear:,2011,,ReportID:,2230,DataYear:,2011,,ReportID:,2230,DataYear:,2011,Prepared,8/22/2012
1,Bristol District,010,Bland County,1,Rural Principal Arterial - Interstate,07,Four or More Axle Single Unit Trucks,              ,0,0.00%,0.00%,,,,0,0.00%,0.00%,,,,402,0.00%,0.00%,,,,402,0.00%,,
1,Bristol District,010,Bland County,1,Rural Principal Arterial - Interstate,08,Four Axle or Fewer Single Trailers,              ,0,0.00%,0.00%,,,,0,0.00%,0.00%,,,,2,797,0.00%,0.00%,,,,2,797,0.00%,,
1,Bristol District,010,Bland County,1,Rural Principal Arterial - Interstate,09,Five Axle Single Trailers,              ,0,0.00%,0.00%,,,,0,0.00%,0.00%,,,,105,890,0.16%,0.05%,,,,105,890,0.05%,,
1,Bristol District,010,Bland County,1,Rural Principal Arterial - Interstate,10,Six or More Axle Single Trailers,              ,0,0.00%,0.00%,,,,0,0.00%,0.00%,,,,826,0.00%,0.00%,,,,826,0.00%,,
1,Bristol District,010,Bland County,1,Rural Principal Arterial - Interstate,11,Five Axle or Fewer Multi-Trailers,              ,0,0.00%,0.00%,,,,0,0.00%,0.00%,,,,6,272,0.01%,0.00%,,,,6,272,0.00%,,
1,Bristol District,010,Bland County,1,Rural Principal Arterial - Interstate,12,Six Axle Multi-Trailers,              ,0,0.00%,0.00%,,,,0,0.00%,0.00%,,,,1,685,0.00%,0.00%,,,,1,685,0.00%,,
1,Bristol District,010,Bland County,1,Rural Principal Arterial - Interstate,13,Seven or More Axle Multi-Trailers,              ,0,0.00%,0.00%,,,,0,0.00%,0.00%,,,,17,0.00%,0.00%,,,,17,0.00%,,
1,Bristol District,010,Bland County,6,Rural Minor Arterial,01,Motorcycles,              ,0,0.00%,0.00%,,,,27,0.00%,0.00%,,,,0,0.00%,0.00%,,,,27,0.00%,,
1,Bristol District,010,Bland County,6,Rural Minor Arterial,02,Passenger Cars,              ,0,0.00%,0.00%,,,,20,829,0.02%,0.01%,,,,0,0.00%,0.00%,,,,20,829,0.01%,,
1,Bristol District,010,Bland County,6,Rural Minor Arterial,03,"Two Axle, 4 Tire Single Unit Vehicles",              ,0,0.00%,0.00%,,,,8,408,0.01%,0.00%,,,,0,0.00%,0.00%,,,,8,408,0.00%,,
1,Bristol District,010,Bland County,6,Rural Minor Arterial,04,Busses,              ,0,0.00%,0.00%,,,,249,0.00%,0.00%,,,,0,0.00%,0.00%,,,,249,0.00%,,
1,Bristol District,010,Bland County,6,Rural Minor Arterial,05,"Two Axle, 6 Tire Single Unit Trucks",              ,0,0.00%,0.00%,,,,318,0.00%,0.00%,,,,0,0.00%,0.00%,,,,318,0.00%,,
1,Bristol District,010,Bland County,6,Rural Minor Arterial,06,Three Axle Single Unit Trucks,              ,0,0.00%,0.00%,,,,159,0.00%,0.00%,,,,0,0.00%,0.00%,,,,159,0.00%,,
1,Bristol District,010,Bland County,6,Rural Minor Arterial,07,Four or More Axle Single Unit Trucks,              ,0,0.00%,0.00%,,,,12,0.00%,0.00%,,,,0,0.00%,0.00%,,,,12,0.00%,,
1,Bristol District,010,Bland County,6,Rural Minor Arterial,08,Four Axle or Fewer Single Trailers,              ,0,0.00%,0.00%,,,,179,0.00%,0.00%,,,,0,0.00%,0.00%,,,,179,0.00%,,
1,Bristol District,010,Bland County,6,Rural Minor Arterial,09,Five Axle Single Trailers,              ,0,0.00%,0.00%,,,,244,0.00%,0.00%,,,,0,0.00%,0.00%,,,,244,0.00%,,
1,Bristol District,010,Bland County,6,Rural Minor Arterial,10,Six or More Axle Single Trailers,              ,0,0.00%,0.00%,,,,11,0.00%,0.00%,,,,0,0.00%,0.00%,,,,11,0.00%,,
1,Bristol District,010,Bland County,7,Rural Major Collector,01,Motorcycles,              ,0,0.00%,0.00%,,,,221,0.00%,0.00%,,,,0,0.00%,0.00%,,,,221,0.00%,,
1,Bristol District,010,Bland County,7,Rural Major Collector,02,Passenger Cars,              ,7,617,0.01%,0.00%,,,,25,051,0.03%,0.01%,,,,0,0.00%,0.00%,,,,32,668,0.01%,,
1,Bristol District,010,Bland County,7,Rural Major Collector,03,"Two Axle, 4 Tire Single Unit Vehicles",              ,2,851,0.00%,0.00%,,,,9,490,0.01%,0.00%,,,,0,0.00%,0.00%,,,,12,341,0.01%,,
1,Bristol District,010,Bland County,7,Rural Major Collector,04,Busses,              ,68,0.00%,0.00%,,,,272,0.00%,0.00%,,,,0,0.00%,0.00%,,,,339,0.00%,,
1,Bristol District,010,Bland County,7,Rural Major Collector,05,"Two Axle, 6 Tire Single Unit Trucks",              ,289,0.00%,0.00%,,,,301,0.00%,0.00%,,,,0,0.00%,0.00%,,,,590,0.00%,,
1,Bristol District,010,Bland County,7,Rural Major Collector,06,Three Axle Single Unit Trucks,              ,94,0.00%,0.00%,,,,350,0.00%,0.00%,,,,0,0.00%,0.00%,,,,444,0.00%,,
1,Bristol District,010,Bland County,7,Rural Major Collector,07,Four or More Axle Single Unit Trucks,              ,42,0.00%,0.00%,,,,34,0.00%,0.00%,,,,0,0.00%,0.00%,,,,76,0.00%,,
1,Bristol District,010,Bland County,7,Rural Major Collector,08,Four Axle or Fewer Single Trailers,              ,34,0.00%,0.00%,,,,125,0.00%,0.00%,,,,0,0.00%,0.00%,,,,159,0.00%,,
1,Bristol District,010,Bland County,7,Rural Major Collector,09,Five Axle Single Trailers,              ,203,0.00%,0.00%,,,,278,0.00%,0.00%,,,,0,0.00%,0.00%,,,,482,0.00%,,
1,Bristol District,010,Bland County,7,Rural Major Collector,10,Six or More Axle Single Trailers,              ,0,0.00%,0.00%,,,,6,0.00%,0.00%,,,,0,0.00%,0.00%,,,,6,0.00%,,
1,Bristol District,010,Bland County,7,Rural Major Collector,11,Five Axle or Fewer Multi-Trailers,              ,0,0.00%,0.00%,,,,10,0.00%,0.00%,,,,0,0.00%,0.00%,,,,10,0.00%,,
1,Bristol District,010,Bland County,9,Rural Local System,01,Motorcycles,              ,0,0.00%,0.00%,,,,0,0.00%,0.00%,,,,0,0.00%,0.00%,,,,0,0.00%,,
1,Bristol District,010,Bland County,9,Rural Local System,02,Passenger Cars,              ,54,437,0.08%,0.02%,,,,594,0.00%,0.00%,,,,0,0.00%,0.00%,,,,55,031,0.02%,,
1,Bristol District,010,Bland County,9,Rural Local System,03,"Two Axle, 4 Tire Single Unit Vehicles",              ,0,0.00%,0.00%,,,,1,0.00%,0.00%,,,,0,0.00%,0.00%,,,,1,0.00%,,
1,Bristol District,010,Bland County,9,Rural Local System,04,Busses,              ,0,0.00%,0.00%,,,,0,0.00%,0.00%,,,,0,0.00%,0.00%,,,,0,0.00%,,
1,Bristol District,010,Bland County,9,Rural Local System,05,"Two Axle, 6 Tire Single Unit Trucks",              ,0,0.00%,0.00%,,,,0,0.00%,0.00%,,,,0,0.00%,0.00%,,,,0,0.00%,,
1,Bristol District,010,Bland County,9,Rural Local System,06,Three Axle Single Unit Trucks,              ,0,0.00%,0.00%,,,,0,0.00%,0.00%,,,,0,0.00%,0.00%,,,,0,0.00%,,
1,Bristol District,010,Bland County,9,Rural Local System,07,Four or More Axle Single Unit Trucks,              ,0,0.00%,0.00%,,,,0,0.00%,0.00%,,,,0,0.00%,0.00%,,,,0,0.00%,,
1,Bristol District,010,Bland County,9,Rural Local System,08,Four Axle or Fewer Single Trailers,              ,0,0.00%,0.00%,,,,0,0.00%,0.00%,,,,0,0.00%,0.00%,,,,0,0.00%,,
1,Bristol District,010,Bland County,9,Rural Local System,09,Five Axle Single Trailers,              ,0,0.00%,0.00%,,,,0,0.00%,0.00%,,,,0,0.00%,0.00%,,,,0,0.00%,,
1,Bristol District,010,Bland County,9,Rural Local System,10,Six or More Axle Single Trailers,              ,0,0.00%,0.00%,,,,0,0.00%,0.00%,,,,0,0.00%,0.00%,,,,0,0.00%,,
1,Bristol District,010,Bland County,9,Rural Local System,11,Five Axle or Fewer Multi-Trailers,              ,0,0.00%,0.00%,,,,0,0.00%,0.00%,,,,0,0.00%,0.00%,,,,0,0.00%,,
1,Bristol District,010,Bland County,9,Rural Local System,12,Six Axle Multi-Trailers,              ,0,0.00%,0.00%,,,,0,0.00%,0.00%,,,,0,0.00%,0.00%,,,,0,0.00%,,
1,Bristol District,010,Bland County Total:,,,,,,65,635,0.10%,0.03%,,,,67,169,0.07%,0.03%,,,,578,725,0.88%,0.26%,,,,711,530,0.32%,,
1,Bristol District,013,Buchanan County,2,Rural Principal Arterial - Other,01,Motorcycles,              ,0,0.00%,0.00%,,,,787,0.00%,0.00%,,,,0,0.00%,0.00%,,,,787,0.00%,,
1,Bristol District,013,Buchanan County,2,Rural Principal Arterial - Other,02,Passenger Cars,              ,3,744,0.01%,0.00%,,,,180,405,0.20%,0.08%,,,,0,0.00%,0.00%,,,,184,149,0.08%,,
1,Bristol District,013,Buchanan County,2,Rural Principal Arterial - Other,03,"Two Axle, 4 Tire Single Unit Vehicles",              ,0,0.00%,0.00%,,,,61,956,0.07%,0.03%,,,,0,0.00%,0.00%,,,,61,956,0.03%,,
1,Bristol District,013,Buchanan County,2,Rural Principal Arterial - Other,04,Busses,              ,0,0.00%,0.00%,,,,737,0.00%,0.00%,,,,0,0.00%,0.00%,,,,737,0.00%,,
1,Bristol District,013,Buchanan County,2,Rural Principal Arterial - Other,05,"Two Axle, 6 Tire Single Unit Trucks",              ,0,0.00%,0.00%,,,,1,482,0.00%,0.00%,,,,0,0.00%,0.00%,,,,1,482,0.00%,,
1,Bristol District,013,Buchanan County,2,Rural Principal Arterial - Other,06,Three Axle Single Unit Trucks,              ,0,0.00%,0.00%,,,,2,368,0.00%,0.00%,,,,0,0.00%,0.00%,,,,2,368,0.00%,,
1,Bristol District,013,Buchanan County,2,Rural Principal Arterial - Other,07,Four or More Axle Single Unit Trucks,              ,0,0.00%,0.00%,,,,1,029,0.00%,0.00%,,,,0,0.00%,0.00%,,,,1,029,0.00%,,
1,Bristol District,013,Buchanan County,2,Rural Principal Arterial - Other,08,Four Axle or Fewer Single Trailers,              ,0,0.00%,0.00%,,,,598,0.00%,0.00%,,,,0,0.00%,0.00%,,,,598,0.00%,,
1,Bristol District,013,Buchanan County,2,Rural Principal Arterial - Other,09,Five Axle Single Trailers,              ,0,0.00%,0.00%,,,,3,536,0.00%,0.00%,,,,0,0.00%,0.00%,,,,3,536,0.00%,,
1,Bristol District,013,Buchanan County,2,Rural Principal Arterial - Other,10,Six or More Axle Single Trailers,              ,0,0.00%,0.00%,,,,581,0.00%,0.00%,,,,0,0.00%,0.00%,,,,581,0.00%,,
1,Bristol District,013,Buchanan County,2,Rural Principal Arterial - Other,11,Five Axle or Fewer Multi-Trailers,              ,0,0.00%,0.00%,,,,0,0.00%,0.00%,,,,0,0.00%,0.00%,,,,0,0.00%,,
1,Bristol District,013,Buchanan County,2,Rural Principal Arterial - Other,12,Six Axle Multi-Trailers,              ,0,0.00%,0.00%,,,,0,0.00%,0.00%,,,,0,0.00%,0.00%,,,,0,0.00%,,
1,Bristol District,013,Buchanan County,2,Rural Principal Arterial - Other,13,Seven or More Axle Multi-Trailers,              ,0,0.00%,0.00%,,,,0,0.00%,0.00%,,,,0,0.00%,0.00%,,,,0,0.00%,,
1,Bristol District,013,Buchanan County,6,Rural Minor Arterial,01,Motorcycles,              ,0,0.00%,0.00%,,,,373,0.00%,0.00%,,,,0,0.00%,0.00%,,,,373,0.00%,,
1,Bristol District,013,Buchanan County,6,Rural Minor Arterial,02,Passenger Cars,              ,0,0.00%,0.00%,,,,35,634,0.04%,0.02%,,,,0,0.00%,0.00%,,,,35,634,0.02%,,
1,Bristol District,013,Buchanan County,6,Rural Minor Arterial,03,"Two Axle, 4 Tire Single Unit Vehicles",              ,0,0.00%,0.00%,,,,14,890,0.02%,0.01%,,,,0,0.00%,0.00%,,,,14,890,0.01%,,
1,Bristol District,013,Buchanan County,6,Rural Minor Arterial,04,Busses,              ,0,0.00%,0.00%,,,,445,0.00%,0.00%,,,,0,0.00%,0.00%,,,,445,0.00%,,
1,Bristol District,013,Buchanan County,6,Rural Minor Arterial,05,"Two Axle, 6 Tire Single Unit Trucks",              ,0,0.00%,0.00%,,,,773,0.00%,0.00%,,,,0,0.00%,0.00%,,,,773,0.00%,,
1,Bristol District,013,Buchanan County,6,Rural Minor Arterial,06,Three Axle Single Unit Trucks,              ,0,0.00%,0.00%,,,,782,0.00%,0.00%,,,,0,0.00%,0.00%,,,,782,0.00%,,
1,Bristol District,013,Buchanan County,6,Rural Minor Arterial,07,Four or More Axle Single Unit Trucks,              ,0,0.00%,0.00%,,,,209,0.00%,0.00%,,,,0,0.00%,0.00%,,,,209,0.00%,,
1,Bristol District,013,Buchanan County,6,Rural Minor Arterial,08,Four Axle or Fewer Single Trailers,              ,0,0.00%,0.00%,,,,128,0.00%,0.00%,,,,0,0.00%,0.00%,,,,128,0.00%,,
1,Bristol District,013,Buchanan County,6,Rural Minor Arterial,09,Five Axle Single Trailers,              ,0,0.00%,0.00%,,,,478,0.00%,0.00%,,,,0,0.00%,0.00%,,,,478,0.00%,,
1,Bristol District,013,Buchanan County,6,Rural Minor Arterial,10,Six or More Axle Single Trailers,              ,0,0.00%,0.00%,,,,114,0.00%,0.00%,,,,0,0.00%,0.00%,,,,114,0.00%,,
1,Bristol District,013,Buchanan County,7,Rural Major Collector,01,Motorcycles,              ,339,0.00%,0.00%,,,,37,0.00%,0.00%,,,,0,0.00%,0.00%,,,,376,0.00%,,
1,Bristol District,013,Buchanan County,7,Rural Major Collector,02,Passenger Cars,              ,79,245,0.12%,0.04%,,,,33,906,0.04%,0.02%,,,,0,0.00%,0.00%,,,,113,151,0.05%,,
1,Bristol District,013,Buchanan County,7,Rural Major Collector,03,"Two Axle, 4 Tire Single Unit Vehicles",              ,39,249,0.06%,0.02%,,,,11,928,0.01%,0.01%,,,,0,0.00%,0.00%,,,,51,177,0.02%,,
1,Bristol District,013,Buchanan County,7,Rural Major Collector,04,Busses,              ,917,0.00%,0.00%,,,,339,0.00%,0.00%,,,,0,0.00%,0.00%,,,,1,255,0.00%,,
1,Bristol District,013,Buchanan County,7,Rural Major Collector,05,"Two Axle, 6 Tire Single Unit Trucks",              ,1,636,0.00%,0.00%,,,,708,0.00%,0.00%,,,,0,0.00%,0.00%,,,,2,344,0.00%,,
1,Bristol District,013,Buchanan County,7,Rural Major Collector,06,Three Axle Single Unit Trucks,              ,3,459,0.01%,0.00%,,,,420,0.00%,0.00%,,,,0,0.00%,0.00%,,,,3,878,0.00%,,
1,Bristol District,013,Buchanan County,7,Rural Major Collector,07,Four or More Axle Single Unit Trucks,              ,963,0.00%,0.00%,,,,77,0.00%,0.00%,,,,0,0.00%,0.00%,,,,1,040,0.00%,,
1,Bristol District,013,Buchanan County,7,Rural Major Collector,08,Four Axle or Fewer Single Trailers,              ,296,0.00%,0.00%,,,,141,0.00%,0.00%,,,,0,0.00%,0.00%,,,,437,0.00%,,
1,Bristol District,013,Buchanan County,7,Rural Major Collector,09,Five Axle Single Trailers,              ,831,0.00%,0.00%,,,,188,0.00%,0.00%,,,,0,0.00%,0.00%,,,,1,019,0.00%,,
1,Bristol District,013,Buchanan County,7,Rural Major Collector,10,Six or More Axle Single Trailers,              ,4,085,0.01%,0.00%,,,,665,0.00%,0.00%,,,,0,0.00%,0.00%,,,,4,750,0.00%,,
1,Bristol District,013,Buchanan County,7,Rural Major Collector,13,Seven or More Axle Multi-Trailers,              ,22,0.00%,0.00%,,,,0,0.00%,0.00%,,,,0,0.00%,0.00%,,,,22,0.00%,,
1,Bristol District,013,Buchanan County,8,Rural Minor Collector,01,Motorcycles,              ,37,0.00%,0.00%,,,,0,0.00%,0.00%,,,,0,0.00%,0.00%,,,,37,0.00%,,
1,Bristol District,013,Buchanan County,8,Rural Minor Collector,02,Passenger Cars,              ,2,350,0.00%,0.00%,,,,0,0.00%,0.00%,,,,0,0.00%,0.00%,,,,2,350,0.00%,,
1,Bristol District,013,Buchanan County,8,Rural Minor Collector,03,"Two Axle, 4 Tire Single Unit Vehicles",              ,1,643,0.00%,0.00%,,,,0,0.00%,0.00%,,,,0,0.00%,0.00%,,,,1,643,0.00%,,
1,Bristol District,013,Buchanan County,8,Rural Minor Collector,04,Busses,              ,31,0.00%,0.00%,,,,0,0.00%,0.00%,,,,0,0.00%,0.00%,,,,31,0.00%,,
1,Bristol District,013,Buchanan County,8,Rural Minor Collector,05,"Two Axle, 6 Tire Single Unit Trucks",              ,70,0.00%,0.00%,,,,0,0.00%,0.00%,,,,0,0.00%,0.00%,,,,70,0.00%,,
1,Bristol District,013,Buchanan County,8,Rural Minor Collector,06,Three Axle Single Unit Trucks,              ,121,0.00%,0.00%,,,,0,0.00%,0.00%,,,,0,0.00%,0.00%,,,,121,0.00%,,
1,Bristol District,013,Buchanan County,8,Rural Minor Collector,07,Four or More Axle Single Unit Trucks,              ,8,0.00%,0.00%,,,,0,0.00%,0.00%,,,,0,0.00%,0.00%,,,,8,0.00%,,
1,Bristol District,013,Buchanan County,8,Rural Minor Collector,08,Four Axle or Fewer Single Trailers,              ,8,0.00%,0.00%,,,,0,0.00%,0.00%,,,,0,0.00%,0.00%,,,,8,0.00%,,
1,Bristol District,013,Buchanan County,8,Rural Minor Collector,09,Five Axle Single Trailers,              ,48,0.00%,0.00%,,,,0,0.00%,0.00%,,,,0,0.00%,0.00%,,,,48,0.00%,,
1,Bristol District,013,Buchanan County,8,Rural Minor Collector,10,Six or More Axle Single Trailers,              ,53,0.00%,0.00%,,,,0,0.00%,0.00%,,,,0,0.00%,0.00%,,,,53,0.00%,,
1,Bristol District,013,Buchanan County,9,Rural Local System,01,Motorcycles,              ,0,0.00%,0.00%,,,,0,0.00%,0.00%,,,,0,0.00%,0.00%,,,,0,0.00%,,
1,Bristol District,013,Buchanan County,9,Rural Local System,02,Passenger Cars,              ,139,455,0.21%,0.06%,,,,142,0.00%,0.00%,,,,0,0.00%,0.00%,,,,139,597,0.06%,,
1,Bristol District,013,Buchanan County,9,Rural Local System,03,"Two Axle, 4 Tire Single Unit Vehicles",              ,1,0.00%,0.00%,,,,0,0.00%,0.00%,,,,0,0.00%,0.00%,,,,1,0.00%,,
1,Bristol District,013,Buchanan County,9,Rural Local System,04,Busses,              ,0,0.00%,0.00%,,,,0,0.00%,0.00%,,,,0,0.00%,0.00%,,,,0,0.00%,,
1,Bristol District,013,Buchanan County,9,Rural Local System,05,"Two Axle, 6 Tire Single Unit Trucks",              ,0,0.00%,0.00%,,,,0,0.00%,0.00%,,,,0,0.00%,0.00%,,,,0,0.00%,,
1,Bristol District,013,Buchanan County,9,Rural Local System,06,Three Axle Single Unit Trucks,              ,0,0.00%,0.00%,,,,0,0.00%,0.00%,,,,0,0.00%,0.00%,,,,0,0.00%,,
1,Bristol District,013,Buchanan County,9,Rural Local System,07,Four or More Axle Single Unit Trucks,              ,0,0.00%,0.00%,,,,0,0.00%,0.00%,,,,0,0.00%,0.00%,,,,0,0.00%,,
1,Bristol District,013,Buchanan County,9,Rural Local System,08,Four Axle or Fewer Single Trailers,              ,0,0.00%,0.00%,,,,0,0.00%,0.00%,,,,0,0.00%,0.00%,,,,0,0.00%,,
1,Bristol District,013,Buchanan County,9,Rural Local System,09,Five Axle Single Trailers,              ,0,0.00%,0.00%,,,,0,0.00%,0.00%,,,,0,0.00%,0.00%,,,,0,0.00%,,
1,Bristol District,013,Buchanan County,9,Rural Local System,10,Six or More Axle Single Trailers,              ,0,0.00%,0.00%,,,,0,0.00%,0.00%,,,,0,0.00%,0.00%,,,,0,0.00%,,
1,Bristol District,013,Buchanan County,9,Rural Local System,11,Five Axle or Fewer Multi-Trailers,              ,0,0.00%,0.00%,,,,0,0.00%,0.00%,,,,0,0.00%,0.00%,,,,0,0.00%,,
1,Bristol District,013,Buchanan County,9,Rural Local System,12,Six Axle Multi-Trailers,              ,0,0.00%,0.00%,,,,0,0.00%,0.00%,,,,0,0.00%,0.00%,,,,0,0.00%,,
1,Bristol District,013,Buchanan County Total:,,,,,,278,613,0.43%,0.13%,,,,355,859,0.39%,0.16%,,,,0,0.00%,0.00%,,,,634,471,0.29%,,
1,Bristol District,025,Dickenson County,6,Rural Minor Arterial,01,Motorcycles,              ,0,0.00%,0.00%,,,,826,0.00%,0.00%,,,,0,0.00%,0.00%,,,,826,0.00%,,
1,Bristol District,025,Dickenson County,6,Rural Minor Arterial,02,Passenger Cars,              ,0,0.00%,0.00%,,,,101,304,0.11%,0.05%,,,,0,0.00%,0.00%,,,,101,304,0.05%,,
1,Bristol District,025,Dickenson County,6,Rural Minor Arterial,03,"Two Axle, 4 Tire Single Unit Vehicles",              ,0,0.00%,0.00%,,,,36,578,0.04%,0.02%,,,,0,0.00%,0.00%,,,,36,578,0.02%,,
1,Bristol District,025,Dickenson County,6,Rural Minor Arterial,04,Busses,              ,0,0.00%,0.00%,,,,794,0.00%,0.00%,,,,0,0.00%,0.00%,,,,794,0.00%,,
1,Bristol District,025,Dickenson County,6,Rural Minor Arterial,05,"Two Axle, 6 Tire Single Unit Trucks",              ,0,0.00%,0.00%,,,,1,981,0.00%,0.00%,,,,0,0.00%,0.00%,,,,1,981,0.00%,,
1,Bristol District,025,Dickenson County,6,Rural Minor Arterial,06,Three Axle Single Unit Trucks,              ,0,0.00%,0.00%,,,,1,595,0.00%,0.00%,,,,0,0.00%,0.00%,,,,1,595,0.00%,,
1,Bristol District,025,Dickenson County,6,Rural Minor Arterial,07,Four or More Axle Single Unit Trucks,              ,0,0.00%,0.00%,,,,304,0.00%,0.00%,,,,0,0.00%,0.00%,,,,304,0.00%,,
1,Bristol District,025,Dickenson County,6,Rural Minor Arterial,08,Four Axle or Fewer Single Trailers,              ,0,0.00%,0.00%,,,,649,0.00%,0.00%,,,,0,0.00%,0.00%,,,,649,0.00%,,
1,Bristol District,025,Dickenson County,6,Rural Minor Arterial,09,Five Axle Single Trailers,              ,0,0.00%,0.00%,,,,1,534,0.00%,0.00%,,,,0,0.00%,0.00%,,,,1,534,0.00%,,
1,Bristol District,025,Dickenson County,6,Rural Minor Arterial,10,Six or More Axle Single Trailers,              ,0,0.00%,0.00%,,,,5,672,0.01%,0.00%,,,,0,0.00%,0.00%,,,,5,672,0.00%,,
1,Bristol District,025,Dickenson County,7,Rural Major Collector,01,Motorcycles,              ,362,0.00%,0.00%,,,,378,0.00%,0.00%,,,,0,0.00%,0.00%,,,,741,0.00%,,
1,Bristol District,025,Dickenson County,7,Rural Major Collector,02,Passenger Cars,              ,35,264,0.05%,0.02%,,,,37,728,0.04%,0.02%,,,,0,0.00%,0.00%,,,,72,992,0.03%,,
1,Bristol District,025,Dickenson County,7,Rural Major Collector,03,"Two Axle, 4 Tire Single Unit Vehicles",              ,14,830,0.02%,0.01%,,,,16,021,0.02%,0.01%,,,,0,0.00%,0.00%,,,,30,852,0.01%,,
1,Bristol District,025,Dickenson County,7,Rural Major Collector,04,Busses,              ,334,0.00%,0.00%,,,,295,0.00%,0.00%,,,,0,0.00%,0.00%,,,,629,0.00%,,
1,Bristol District,025,Dickenson County,7,Rural Major Collector,05,"Two Axle, 6 Tire Single Unit Trucks",              ,455,0.00%,0.00%,,,,820,0.00%,0.00%,,,,0,0.00%,0.00%,,,,1,275,0.00%,,
1,Bristol District,025,Dickenson County,7,Rural Major Collector,06,Three Axle Single Unit Trucks,              ,863,0.00%,0.00%,,,,626,0.00%,0.00%,,,,0,0.00%,0.00%,,,,1,489,0.00%,,
1,Bristol District,025,Dickenson County,7,Rural Major Collector,07,Four or More Axle Single Unit Trucks,              ,320,0.00%,0.00%,,,,280,0.00%,0.00%,,,,0,0.00%,0.00%,,,,600,0.00%,,
1,Bristol District,025,Dickenson County,7,Rural Major Collector,08,Four Axle or Fewer Single Trailers,              ,197,0.00%,0.00%,,,,351,0.00%,0.00%,,,,0,0.00%,0.00%,,,,549,0.00%,,
1,Bristol District,025,Dickenson County,7,Rural Major Collector,09,Five Axle Single Trailers,              ,582,0.00%,0.00%,,,,627,0.00%,0.00%,,,,0,0.00%,0.00%,,,,1,209,0.00%,,
1,Bristol District,025,Dickenson County,7,Rural Major Collector,10,Six or More Axle Single Trailers,              ,1,186,0.00%,0.00%,,,,4,907,0.01%,0.00%,,,,0,0.00%,0.00%,,,,6,093,0.00%,,
